Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
665¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Program
813¿MemberExpression¿computed¿1175¿¿¿¿{"start":{"line":22,"column":17},"end":{"line":22,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
814¿Identifier¿¿1175¿rawArgs¿¿¿{"start":{"line":22,"column":17},"end":{"line":22,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
815¿Literal¿number¿1175¿¿0¿¿{"start":{"line":22,"column":25},"end":{"line":22,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Literal
816¿VariableDeclarator¿¿1175¿v93¿¿¿{"start":{"line":23,"column":15},"end":{"line":23,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
817¿MemberExpression¿¿1175¿¿¿¿{"start":{"line":23,"column":15},"end":{"line":23,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
818¿Identifier¿¿1175¿Array¿¿¿{"start":{"line":23,"column":15},"end":{"line":23,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
819¿Identifier¿¿1175¿prototype¿¿¿{"start":{"line":23,"column":21},"end":{"line":23,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
820¿VariableDeclarator¿¿1175¿v94¿¿¿{"start":{"line":23,"column":15},"end":{"line":23,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
821¿MemberExpression¿¿1175¿¿¿¿{"start":{"line":23,"column":15},"end":{"line":23,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
822¿Identifier¿¿1175¿v93¿¿¿¿¿Identifier
823¿Identifier¿¿1175¿slice¿¿¿{"start":{"line":23,"column":31},"end":{"line":23,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
824¿VariableDeclarator¿¿1175¿args¿¿¿{"start":{"line":23,"column":8},"end":{"line":23,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
825¿CallExpression¿¿1175¿¿¿¿{"start":{"line":23,"column":15},"end":{"line":23,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
826¿MemberExpression¿¿1175¿¿¿¿{"start":{"line":23,"column":15},"end":{"line":23,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
827¿Identifier¿¿1175¿v94¿¿¿¿¿Identifier
828¿Identifier¿¿1175¿call¿¿¿{"start":{"line":23,"column":37},"end":{"line":23,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
829¿Identifier¿¿1175¿rawArgs¿¿¿{"start":{"line":23,"column":42},"end":{"line":23,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
830¿Literal¿number¿1175¿¿1¿¿{"start":{"line":23,"column":51},"end":{"line":23,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Literal
831¿VariableDeclarator¿¿1175¿val¿¿¿{"start":{"line":24,"column":6},"end":{"line":24,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
832¿VariableDeclarator¿¿1175¿src¿¿¿{"start":{"line":24,"column":11},"end":{"line":24,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
833¿VariableDeclarator¿¿1175¿v137¿¿¿{"start":{"line":25,"column":15},"end":{"line":68,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
834¿ArrowFunctionExpression¿¿1175¿¿¿¿{"start":{"line":25,"column":15},"end":{"line":68,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ArrowFunctionExpression
835¿Identifier¿¿0¿obj¿¿¿{"start":{"line":25,"column":15},"end":{"line":25,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
836¿VariableDeclarator¿¿1179¿v95¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
837¿UnaryExpression¿typeof¿1179¿¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿UnaryExpression
838¿Identifier¿¿1179¿obj¿¿¿{"start":{"line":26,"column":15},"end":{"line":26,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
839¿VariableDeclarator¿¿1179¿v96¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
840¿BinaryExpression¿!==¿1179¿¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BinaryExpression
841¿Identifier¿¿1179¿v95¿¿¿¿¿Identifier
842¿Literal¿string¿1179¿¿'object'¿¿{"start":{"line":26,"column":23},"end":{"line":26,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Literal
843¿IfStatement¿¿1179¿¿¿¿{"start":{"line":26,"column":4},"end":{"line":26,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿IfStatement
844¿Identifier¿¿1179¿v96¿¿¿¿¿Identifier
845¿ReturnStatement¿¿1179¿¿¿¿{"start":{"line":26,"column":33},"end":{"line":26,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ReturnStatement
846¿BlockStatement¿¿1179¿¿¿¿¿¿BlockStatement
847¿VariableDeclarator¿¿1179¿v97¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
848¿CallExpression¿¿1179¿¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
849¿MemberExpression¿¿1179¿¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
850¿Identifier¿¿1179¿Array¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
851¿Identifier¿¿1179¿isArray¿¿¿{"start":{"line":27,"column":14},"end":{"line":27,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
852¿Identifier¿¿1179¿obj¿¿¿{"start":{"line":27,"column":22},"end":{"line":27,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
853¿IfStatement¿¿1179¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿IfStatement
854¿Identifier¿¿1179¿v97¿¿¿¿¿Identifier
855¿VariableDeclarator¿¿1179¿v115¿¿¿{"start":{"line":28,"column":18},"end":{"line":46,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
856¿ArrowFunctionExpression¿¿1179¿¿¿¿{"start":{"line":28,"column":18},"end":{"line":46,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ArrowFunctionExpression
857¿Identifier¿¿0¿_¿¿¿{"start":{"line":28,"column":19},"end":{"line":28,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
858¿Identifier¿¿0¿index¿¿¿{"start":{"line":28,"column":22},"end":{"line":28,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
859¿ExpressionStatement¿¿1182¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
860¿AssignmentExpression¿=¿1182¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿AssignmentExpression
861¿Identifier¿¿1182¿src¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
862¿MemberExpression¿computed¿1182¿¿¿¿{"start":{"line":29,"column":14},"end":{"line":29,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
863¿Identifier¿¿1182¿target¿¿¿{"start":{"line":29,"column":14},"end":{"line":29,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
864¿Identifier¿¿1182¿index¿¿¿{"start":{"line":29,"column":21},"end":{"line":29,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
865¿ExpressionStatement¿¿1182¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
866¿AssignmentExpression¿=¿1182¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿AssignmentExpression
867¿Identifier¿¿1182¿val¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
868¿MemberExpression¿computed¿1182¿¿¿¿{"start":{"line":30,"column":14},"end":{"line":30,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
869¿Identifier¿¿1182¿obj¿¿¿{"start":{"line":30,"column":14},"end":{"line":30,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
870¿Identifier¿¿1182¿index¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
871¿VariableDeclarator¿¿1182¿v98¿¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
872¿BinaryExpression¿===¿1182¿¿¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BinaryExpression
873¿Identifier¿¿1182¿val¿¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
874¿Identifier¿¿1182¿target¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
875¿IfStatement¿¿1182¿¿¿¿{"start":{"line":31,"column":8},"end":{"line":44,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿IfStatement
876¿Identifier¿¿1182¿v98¿¿¿¿¿Identifier
877¿BlockStatement¿¿1182¿¿¿¿{"start":{"line":31,"column":28},"end":{"line":32,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
878¿VariableDeclarator¿¿1182¿v99¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
879¿UnaryExpression¿typeof¿1182¿¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿UnaryExpression
880¿Identifier¿¿1182¿val¿¿¿{"start":{"line":32,"column":26},"end":{"line":32,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
881¿VariableDeclarator¿¿1182¿v100¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
882¿BinaryExpression¿!==¿1182¿¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BinaryExpression
883¿Identifier¿¿1182¿v99¿¿¿¿¿Identifier
884¿Literal¿string¿1182¿¿'object'¿¿{"start":{"line":32,"column":34},"end":{"line":32,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Literal
885¿VariableDeclarator¿¿1182¿v101¿¿¿{"start":{"line":32,"column":46},"end":{"line":32,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
886¿BinaryExpression¿===¿1182¿¿¿¿{"start":{"line":32,"column":46},"end":{"line":32,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BinaryExpression
887¿Identifier¿¿1182¿val¿¿¿{"start":{"line":32,"column":46},"end":{"line":32,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
888¿Literal¿object¿1182¿¿null¿¿{"start":{"line":32,"column":54},"end":{"line":32,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Literal
889¿VariableDeclarator¿¿1182¿v102¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
890¿LogicalExpression¿||¿1182¿¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿LogicalExpression
891¿Identifier¿¿1182¿v100¿¿¿¿¿Identifier
892¿Identifier¿¿1182¿v101¿¿¿¿¿Identifier
893¿IfStatement¿¿1182¿¿¿¿{"start":{"line":32,"column":15},"end":{"line":44,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿IfStatement
894¿Identifier¿¿1182¿v102¿¿¿¿¿Identifier
895¿ExpressionStatement¿¿1182¿¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
896¿AssignmentExpression¿=¿1182¿¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿AssignmentExpression
897¿MemberExpression¿computed¿1182¿¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
898¿Identifier¿¿1182¿target¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
899¿Identifier¿¿1182¿index¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
900¿Identifier¿¿1182¿val¿¿¿{"start":{"line":33,"column":26},"end":{"line":33,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
901¿BlockStatement¿¿1182¿¿¿¿{"start":{"line":32,"column":60},"end":{"line":34,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
902¿VariableDeclarator¿¿1182¿v103¿¿¿{"start":{"line":34,"column":19},"end":{"line":34,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
903¿CallExpression¿¿1182¿¿¿¿{"start":{"line":34,"column":19},"end":{"line":34,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
904¿Identifier¿¿1182¿isSpecificValue¿¿¿{"start":{"line":34,"column":19},"end":{"line":34,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
905¿Identifier¿¿1182¿val¿¿¿{"start":{"line":34,"column":35},"end":{"line":34,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
906¿IfStatement¿¿1182¿¿¿¿{"start":{"line":34,"column":15},"end":{"line":44,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿IfStatement
907¿Identifier¿¿1182¿v103¿¿¿¿¿Identifier
908¿VariableDeclarator¿¿1182¿v104¿¿¿{"start":{"line":35,"column":10},"end":{"line":35,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
909¿CallExpression¿¿1182¿¿¿¿{"start":{"line":35,"column":26},"end":{"line":35,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
910¿Identifier¿¿1182¿cloneSpecificValue¿¿¿{"start":{"line":35,"column":26},"end":{"line":35,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
911¿Identifier¿¿1182¿val¿¿¿{"start":{"line":35,"column":45},"end":{"line":35,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
912¿ExpressionStatement¿¿1182¿¿¿¿{"start":{"line":35,"column":10},"end":{"line":35,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
913¿AssignmentExpression¿=¿1182¿¿¿¿{"start":{"line":35,"column":10},"end":{"line":35,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿AssignmentExpression
914¿MemberExpression¿computed¿1182¿¿¿¿{"start":{"line":35,"column":10},"end":{"line":35,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
915¿Identifier¿¿1182¿target¿¿¿{"start":{"line":35,"column":10},"end":{"line":35,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
916¿Identifier¿¿1182¿index¿¿¿{"start":{"line":35,"column":17},"end":{"line":35,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
917¿Identifier¿¿1182¿v104¿¿¿¿¿Identifier
918¿BlockStatement¿¿1182¿¿¿¿{"start":{"line":34,"column":41},"end":{"line":36,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BlockStatement
919¿VariableDeclarator¿¿1182¿v105¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
920¿UnaryExpression¿typeof¿1182¿¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿UnaryExpression
921¿Identifier¿¿1182¿src¿¿¿{"start":{"line":36,"column":26},"end":{"line":36,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
922¿VariableDeclarator¿¿1182¿v106¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
923¿BinaryExpression¿!==¿1182¿¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BinaryExpression
924¿Identifier¿¿1182¿v105¿¿¿¿¿Identifier
925¿Literal¿string¿1182¿¿'object'¿¿{"start":{"line":36,"column":34},"end":{"line":36,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Literal
926¿VariableDeclarator¿¿1182¿v107¿¿¿{"start":{"line":36,"column":46},"end":{"line":36,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
927¿BinaryExpression¿===¿1182¿¿¿¿{"start":{"line":36,"column":46},"end":{"line":36,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿BinaryExpression
928¿Identifier¿¿1182¿src¿¿¿{"start":{"line":36,"column":46},"end":{"line":36,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
929¿Literal¿object¿1182¿¿null¿¿{"start":{"line":36,"column":54},"end":{"line":36,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Literal
930¿VariableDeclarator¿¿1182¿v108¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
931¿LogicalExpression¿||¿1182¿¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿LogicalExpression
932¿Identifier¿¿1182¿v106¿¿¿¿¿Identifier
933¿Identifier¿¿1182¿v107¿¿¿¿¿Identifier
934¿IfStatement¿¿1182¿¿¿¿{"start":{"line":36,"column":15},"end":{"line":44,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿IfStatement
935¿Identifier¿¿1182¿v108¿¿¿¿¿Identifier
936¿VariableDeclarator¿¿1182¿v109¿¿¿{"start":{"line":37,"column":14},"end":{"line":37,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
937¿CallExpression¿¿1182¿¿¿¿{"start":{"line":37,"column":14},"end":{"line":37,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
938¿MemberExpression¿¿1182¿¿¿¿{"start":{"line":37,"column":14},"end":{"line":37,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
939¿Identifier¿¿1182¿Array¿¿¿{"start":{"line":37,"column":14},"end":{"line":37,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
940¿Identifier¿¿1182¿isArray¿¿¿{"start":{"line":37,"column":20},"end":{"line":37,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
941¿Identifier¿¿1182¿val¿¿¿{"start":{"line":37,"column":28},"end":{"line":37,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
942¿IfStatement¿¿1182¿¿¿¿{"start":{"line":37,"column":10},"end":{"line":41,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿IfStatement
943¿Identifier¿¿1182¿v109¿¿¿¿¿Identifier
944¿VariableDeclarator¿¿1182¿v110¿¿¿{"start":{"line":38,"column":37},"end":{"line":38,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
945¿ArrayExpression¿¿1182¿¿¿¿{"start":{"line":38,"column":37},"end":{"line":38,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ArrayExpression
946¿VariableDeclarator¿¿1182¿v111¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿VariableDeclarator
947¿CallExpression¿¿1182¿¿¿¿{"start":{"line":38,"column":28},"end":{"line":38,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿CallExpression
948¿Identifier¿¿1182¿override¿¿¿{"start":{"line":38,"column":28},"end":{"line":38,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
949¿Identifier¿¿1182¿v110¿¿¿¿¿Identifier
950¿Identifier¿¿1182¿val¿¿¿{"start":{"line":38,"column":41},"end":{"line":38,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
951¿ExpressionStatement¿¿1182¿¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿ExpressionStatement
952¿AssignmentExpression¿=¿1182¿¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿AssignmentExpression
953¿MemberExpression¿computed¿1182¿¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿MemberExpression
954¿Identifier¿¿1182¿target¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
955¿Identifier¿¿1182¿index¿¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/deep-override_1.0.0/src/index.js"}¿¿Identifier
956¿Identifier¿¿1182¿v111¿¿¿¿¿Identifier
