Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1047¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":160,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Program
1183¿Identifier¿¿1804¿macfromip¿¿¿{"start":{"line":27,"column":0},"end":{"line":27,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1184¿Identifier¿¿1804¿isIpAddress¿¿¿{"start":{"line":27,"column":10},"end":{"line":27,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1185¿Identifier¿¿1804¿v127¿¿¿¿¿Identifier
1186¿VariableDeclarator¿exported¿1804¿v143¿¿¿{"start":{"line":39,"column":0},"end":{"line":62,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1187¿FunctionExpression¿¿1804¿anon¿¿¿{"start":{"line":39,"column":21},"end":{"line":62,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿FunctionExpression
1188¿Identifier¿¿0¿ipaddress¿¿¿{"start":{"line":39,"column":30},"end":{"line":39,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1189¿VariableDeclarator¿¿1816¿ifaces¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1190¿CallExpression¿¿1816¿¿¿¿{"start":{"line":40,"column":17},"end":{"line":40,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1191¿MemberExpression¿¿1816¿¿¿¿{"start":{"line":40,"column":17},"end":{"line":40,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1192¿Identifier¿¿1816¿os¿¿¿{"start":{"line":40,"column":17},"end":{"line":40,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1193¿Identifier¿¿1816¿networkInterfaces¿¿¿{"start":{"line":40,"column":20},"end":{"line":40,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1194¿VariableDeclarator¿¿1816¿selfIps¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1195¿NewExpression¿¿1816¿¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿NewExpression
1196¿Identifier¿¿1816¿Array¿¿¿{"start":{"line":41,"column":22},"end":{"line":41,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1197¿VariableDeclarator¿¿1816¿v128¿¿¿{"start":{"line":43,"column":4},"end":{"line":43,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1198¿CallExpression¿¿1816¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":43,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1199¿MemberExpression¿¿1816¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":43,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1200¿Identifier¿¿1816¿Object¿¿¿{"start":{"line":43,"column":4},"end":{"line":43,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1201¿Identifier¿¿1816¿keys¿¿¿{"start":{"line":43,"column":11},"end":{"line":43,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1202¿Identifier¿¿1816¿ifaces¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1203¿VariableDeclarator¿¿1816¿v136¿¿¿{"start":{"line":43,"column":32},"end":{"line":52,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1204¿FunctionExpression¿¿1816¿anon¿¿¿{"start":{"line":43,"column":32},"end":{"line":52,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿FunctionExpression
1205¿Identifier¿¿0¿ifname¿¿¿{"start":{"line":43,"column":42},"end":{"line":43,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1206¿VariableDeclarator¿¿1818¿alias¿¿¿{"start":{"line":44,"column":10},"end":{"line":44,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1207¿Literal¿number¿1818¿¿0¿¿{"start":{"line":44,"column":18},"end":{"line":44,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1208¿VariableDeclarator¿¿1818¿v129¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1209¿MemberExpression¿computed¿1818¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1210¿Identifier¿¿1818¿ifaces¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1211¿Identifier¿¿1818¿ifname¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1212¿VariableDeclarator¿¿1818¿v134¿¿¿{"start":{"line":45,"column":29},"end":{"line":51,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1213¿FunctionExpression¿¿1818¿anon¿¿¿{"start":{"line":45,"column":29},"end":{"line":51,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿FunctionExpression
1214¿Identifier¿¿0¿iface¿¿¿{"start":{"line":45,"column":39},"end":{"line":45,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1215¿VariableDeclarator¿¿1820¿v130¿¿¿{"start":{"line":46,"column":23},"end":{"line":46,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1216¿MemberExpression¿¿1820¿¿¿¿{"start":{"line":46,"column":23},"end":{"line":46,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1217¿Identifier¿¿1820¿iface¿¿¿{"start":{"line":46,"column":23},"end":{"line":46,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1218¿Identifier¿¿1820¿family¿¿¿{"start":{"line":46,"column":29},"end":{"line":46,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1219¿VariableDeclarator¿¿1820¿v131¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1220¿BinaryExpression¿!==¿1820¿¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1221¿Literal¿string¿1820¿¿'IPv4'¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1222¿Identifier¿¿1820¿v130¿¿¿¿¿Identifier
1223¿IfStatement¿¿1820¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":49,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿IfStatement
1224¿Identifier¿¿1820¿v131¿¿¿¿¿Identifier
1225¿ReturnStatement¿¿1820¿¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ReturnStatement
1226¿BlockStatement¿¿1820¿¿¿¿{"start":{"line":46,"column":37},"end":{"line":49,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1227¿VariableDeclarator¿¿1820¿v132¿¿¿{"start":{"line":50,"column":21},"end":{"line":50,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1228¿MemberExpression¿¿1820¿¿¿¿{"start":{"line":50,"column":21},"end":{"line":50,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1229¿Identifier¿¿1820¿iface¿¿¿{"start":{"line":50,"column":21},"end":{"line":50,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1230¿Identifier¿¿1820¿address¿¿¿{"start":{"line":50,"column":27},"end":{"line":50,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1231¿VariableDeclarator¿¿1820¿v133¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1232¿CallExpression¿¿1820¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1233¿MemberExpression¿¿1820¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1234¿Identifier¿¿1820¿selfIps¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1235¿Identifier¿¿1820¿push¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1236¿Identifier¿¿1820¿v132¿¿¿¿¿Identifier
1237¿ExpressionStatement¿¿1820¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1238¿Identifier¿¿1820¿v133¿¿¿¿¿Identifier
1239¿BlockStatement¿¿1820¿¿¿¿{"start":{"line":45,"column":46},"end":{"line":51,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1240¿VariableDeclarator¿¿1818¿v135¿¿¿{"start":{"line":45,"column":6},"end":{"line":51,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1241¿CallExpression¿¿1818¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":51,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1242¿MemberExpression¿¿1818¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1243¿Identifier¿¿1818¿v129¿¿¿¿¿Identifier
1244¿Identifier¿¿1818¿forEach¿¿¿{"start":{"line":45,"column":21},"end":{"line":45,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1245¿Identifier¿¿1818¿v134¿¿¿¿¿Identifier
1246¿ExpressionStatement¿¿1818¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":51,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1247¿Identifier¿¿1818¿v135¿¿¿¿¿Identifier
1248¿BlockStatement¿¿1818¿¿¿¿{"start":{"line":43,"column":50},"end":{"line":52,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1249¿VariableDeclarator¿¿1816¿v137¿¿¿{"start":{"line":43,"column":4},"end":{"line":52,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1250¿CallExpression¿¿1816¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":52,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿CallExpression
1251¿MemberExpression¿¿1816¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":43,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1252¿Identifier¿¿1816¿v128¿¿¿¿¿Identifier
1253¿Identifier¿¿1816¿forEach¿¿¿{"start":{"line":43,"column":24},"end":{"line":43,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1254¿Identifier¿¿1816¿v136¿¿¿¿¿Identifier
1255¿ExpressionStatement¿¿1816¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":52,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1256¿Identifier¿¿1816¿v137¿¿¿¿¿Identifier
1257¿VariableDeclarator¿¿1816¿index¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1258¿AssignmentExpression¿=¿1816¿¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿AssignmentExpression
1259¿Identifier¿¿1816¿index¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1260¿Literal¿number¿1816¿¿0¿¿{"start":{"line":55,"column":17},"end":{"line":55,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1261¿VariableDeclarator¿¿1816¿v138¿¿¿{"start":{"line":55,"column":28},"end":{"line":55,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1262¿MemberExpression¿¿1816¿¿¿¿{"start":{"line":55,"column":28},"end":{"line":55,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1263¿Identifier¿¿1816¿selfIps¿¿¿{"start":{"line":55,"column":28},"end":{"line":55,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1264¿Identifier¿¿1816¿length¿¿¿{"start":{"line":55,"column":36},"end":{"line":55,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1265¿VariableDeclarator¿¿1816¿v139¿¿¿{"start":{"line":55,"column":20},"end":{"line":55,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1266¿BinaryExpression¿<¿1816¿¿¿¿{"start":{"line":55,"column":20},"end":{"line":55,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1267¿Identifier¿¿1816¿index¿¿¿{"start":{"line":55,"column":20},"end":{"line":55,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1268¿Identifier¿¿1816¿v138¿¿¿¿¿Identifier
1269¿WhileStatement¿¿1816¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":59,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿WhileStatement
1270¿Identifier¿¿1816¿v139¿¿¿¿¿Identifier
1271¿VariableDeclarator¿¿1816¿v141¿¿¿{"start":{"line":56,"column":11},"end":{"line":56,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1272¿MemberExpression¿computed¿1816¿¿¿¿{"start":{"line":56,"column":11},"end":{"line":56,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1273¿Identifier¿¿1816¿selfIps¿¿¿{"start":{"line":56,"column":11},"end":{"line":56,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1274¿Identifier¿¿1816¿index¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1275¿VariableDeclarator¿¿1816¿v142¿¿¿{"start":{"line":56,"column":11},"end":{"line":56,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1276¿BinaryExpression¿===¿1816¿¿¿¿{"start":{"line":56,"column":11},"end":{"line":56,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1277¿Identifier¿¿1816¿v141¿¿¿¿¿Identifier
1278¿Identifier¿¿1816¿ipaddress¿¿¿{"start":{"line":56,"column":30},"end":{"line":56,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1279¿IfStatement¿¿1816¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":58,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿IfStatement
1280¿Identifier¿¿1816¿v142¿¿¿¿¿Identifier
1281¿ReturnStatement¿¿1816¿¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ReturnStatement
1282¿Literal¿boolean¿1816¿¿true¿¿{"start":{"line":57,"column":19},"end":{"line":57,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1283¿BlockStatement¿¿1816¿¿¿¿{"start":{"line":56,"column":40},"end":{"line":58,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1284¿VariableDeclarator¿¿1816¿v140¿¿¿{"start":{"line":55,"column":44},"end":{"line":55,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1285¿UpdateExpression¿¿1816¿¿¿¿{"start":{"line":55,"column":44},"end":{"line":55,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿UpdateExpression
1286¿Identifier¿¿1816¿index¿¿¿{"start":{"line":55,"column":46},"end":{"line":55,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1287¿ExpressionStatement¿¿1816¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":59,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1288¿AssignmentExpression¿=¿1816¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":59,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿AssignmentExpression
1289¿Identifier¿¿1816¿v139¿¿¿{"start":{"line":55,"column":4},"end":{"line":59,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1290¿BinaryExpression¿<¿1816¿¿¿¿{"start":{"line":55,"column":20},"end":{"line":55,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1291¿Identifier¿¿1816¿index¿¿¿{"start":{"line":55,"column":20},"end":{"line":55,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1292¿Identifier¿¿1816¿v138¿¿¿¿¿Identifier
1293¿BlockStatement¿¿1816¿¿¿¿¿¿BlockStatement
1294¿ReturnStatement¿¿1816¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":61,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ReturnStatement
1295¿Literal¿boolean¿1816¿¿false¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1296¿BlockStatement¿¿1816¿¿¿¿{"start":{"line":39,"column":40},"end":{"line":62,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BlockStatement
1297¿ExpressionStatement¿¿1804¿¿¿¿{"start":{"line":39,"column":0},"end":{"line":62,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿ExpressionStatement
1298¿AssignmentExpression¿=¿1804¿¿¿¿{"start":{"line":39,"column":0},"end":{"line":62,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿AssignmentExpression
1299¿MemberExpression¿¿1804¿¿¿¿{"start":{"line":39,"column":0},"end":{"line":39,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿MemberExpression
1300¿Identifier¿¿1804¿macfromip¿¿¿{"start":{"line":39,"column":0},"end":{"line":39,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1301¿Identifier¿¿1804¿ipIsSelf¿¿¿{"start":{"line":39,"column":10},"end":{"line":39,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1302¿Identifier¿¿1804¿v143¿¿¿¿¿Identifier
1303¿VariableDeclarator¿exported¿1804¿v169¿¿¿{"start":{"line":64,"column":0},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1304¿FunctionExpression¿¿1804¿anon¿¿¿{"start":{"line":64,"column":26},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿FunctionExpression
1305¿Identifier¿¿0¿ipAddress¿¿¿{"start":{"line":64,"column":35},"end":{"line":64,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1306¿Identifier¿¿0¿callback¿¿¿{"start":{"line":64,"column":46},"end":{"line":64,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1307¿VariableDeclarator¿¿1825¿v144¿¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1308¿BinaryExpression¿+¿1825¿¿¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1309¿Literal¿string¿1825¿¿'ping  -c 1 '¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1310¿Identifier¿¿1825¿ipAddress¿¿¿{"start":{"line":66,"column":35},"end":{"line":66,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1311¿VariableDeclarator¿¿1825¿v168¿¿¿{"start":{"line":67,"column":4},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1312¿FunctionExpression¿¿1825¿anon¿¿¿{"start":{"line":67,"column":4},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿FunctionExpression
1313¿Identifier¿¿0¿error¿¿¿{"start":{"line":67,"column":13},"end":{"line":67,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1314¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":67,"column":20},"end":{"line":67,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1315¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":67,"column":28},"end":{"line":67,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1316¿VariableDeclarator¿¿1827¿v145¿¿¿{"start":{"line":68,"column":10},"end":{"line":68,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿VariableDeclarator
1317¿BinaryExpression¿!==¿1827¿¿¿¿{"start":{"line":68,"column":10},"end":{"line":68,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿BinaryExpression
1318¿Identifier¿¿1827¿error¿¿¿{"start":{"line":68,"column":10},"end":{"line":68,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Identifier
1319¿Literal¿object¿1827¿¿null¿¿{"start":{"line":68,"column":20},"end":{"line":68,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿Literal
1320¿IfStatement¿¿1827¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":71,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/macfromip_1.1.1/src/macfromip.js"}¿¿IfStatement
