Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2004¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":362,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Program
2292¿Identifier¿¿3513¿PropertiesReader¿¿¿{"start":{"line":97,"column":0},"end":{"line":97,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2293¿Identifier¿¿3513¿prototype¿¿¿{"start":{"line":97,"column":17},"end":{"line":97,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2294¿VariableDeclarator¿¿3513¿v266¿¿¿{"start":{"line":97,"column":0},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2295¿FunctionExpression¿¿3513¿anon¿¿¿{"start":{"line":97,"column":39},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿FunctionExpression
2296¿Identifier¿¿0¿propertyString¿¿¿{"start":{"line":97,"column":49},"end":{"line":97,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2297¿VariableDeclarator¿¿3528¿v252¿¿¿{"start":{"line":98,"column":8},"end":{"line":98,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2298¿UnaryExpression¿!¿3528¿¿¿¿{"start":{"line":98,"column":8},"end":{"line":98,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿UnaryExpression
2299¿AssignmentExpression¿=¿3528¿¿¿¿{"start":{"line":98,"column":10},"end":{"line":98,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
2300¿Identifier¿¿3528¿propertyString¿¿¿{"start":{"line":98,"column":10},"end":{"line":98,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2301¿CallExpression¿¿3528¿¿¿¿{"start":{"line":98,"column":27},"end":{"line":98,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
2302¿MemberExpression¿¿3528¿¿¿¿{"start":{"line":98,"column":27},"end":{"line":98,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2303¿Identifier¿¿3528¿propertyString¿¿¿{"start":{"line":98,"column":27},"end":{"line":98,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2304¿Identifier¿¿3528¿trim¿¿¿{"start":{"line":98,"column":42},"end":{"line":98,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2305¿VariableDeclarator¿¿3528¿v253¿¿¿{"start":{"line":98,"column":7},"end":{"line":98,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2306¿UnaryExpression¿!¿3528¿¿¿¿{"start":{"line":98,"column":7},"end":{"line":98,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿UnaryExpression
2307¿Identifier¿¿3528¿v252¿¿¿¿¿Identifier
2308¿IfStatement¿¿3528¿¿¿¿{"start":{"line":98,"column":3},"end":{"line":109,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿IfStatement
2309¿Identifier¿¿3528¿v253¿¿¿¿¿Identifier
2310¿VariableDeclarator¿¿3528¿section¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2311¿CallExpression¿¿3528¿¿¿¿{"start":{"line":99,"column":20},"end":{"line":99,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
2312¿MemberExpression¿¿3528¿¿¿¿{"start":{"line":99,"column":20},"end":{"line":99,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2313¿Literal¿object¿3528¿¿/^\[([^=]+)]$/¿¿{"start":{"line":99,"column":20},"end":{"line":99,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2314¿Identifier¿¿3528¿exec¿¿¿{"start":{"line":99,"column":35},"end":{"line":99,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2315¿Identifier¿¿3528¿propertyString¿¿¿{"start":{"line":99,"column":40},"end":{"line":99,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2316¿VariableDeclarator¿¿3528¿v254¿¿¿{"start":{"line":100,"column":21},"end":{"line":100,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2317¿UnaryExpression¿!¿3528¿¿¿¿{"start":{"line":100,"column":21},"end":{"line":100,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿UnaryExpression
2318¿Identifier¿¿3528¿section¿¿¿{"start":{"line":100,"column":22},"end":{"line":100,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2319¿VariableDeclarator¿¿3528¿v255¿¿¿{"start":{"line":100,"column":33},"end":{"line":100,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2320¿CallExpression¿¿3528¿¿¿¿{"start":{"line":100,"column":33},"end":{"line":100,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
2321¿MemberExpression¿¿3528¿¿¿¿{"start":{"line":100,"column":33},"end":{"line":100,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2322¿Literal¿object¿3528¿¿/^([^#=]+)(={0,1})(.*)$/¿¿{"start":{"line":100,"column":33},"end":{"line":100,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2323¿Identifier¿¿3528¿exec¿¿¿{"start":{"line":100,"column":58},"end":{"line":100,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2324¿Identifier¿¿3528¿propertyString¿¿¿{"start":{"line":100,"column":63},"end":{"line":100,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2325¿VariableDeclarator¿¿3528¿property¿¿¿{"start":{"line":100,"column":10},"end":{"line":100,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2326¿LogicalExpression¿&&¿3528¿¿¿¿{"start":{"line":100,"column":21},"end":{"line":100,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿LogicalExpression
2327¿Identifier¿¿3528¿v254¿¿¿¿¿Identifier
2328¿Identifier¿¿3528¿v255¿¿¿¿¿Identifier
2329¿IfStatement¿¿3528¿¿¿¿{"start":{"line":102,"column":6},"end":{"line":108,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿IfStatement
2330¿Identifier¿¿3528¿section¿¿¿{"start":{"line":102,"column":10},"end":{"line":102,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2331¿VariableDeclarator¿¿3528¿v256¿¿¿{"start":{"line":103,"column":9},"end":{"line":103,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2332¿MemberExpression¿computed¿3528¿¿¿¿{"start":{"line":103,"column":25},"end":{"line":103,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2333¿Identifier¿¿3528¿section¿¿¿{"start":{"line":103,"column":25},"end":{"line":103,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2334¿Literal¿number¿3528¿¿1¿¿{"start":{"line":103,"column":33},"end":{"line":103,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2335¿ExpressionStatement¿¿3528¿¿¿¿{"start":{"line":103,"column":9},"end":{"line":103,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2336¿AssignmentExpression¿=¿3528¿¿¿¿{"start":{"line":103,"column":9},"end":{"line":103,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
2337¿MemberExpression¿¿3528¿¿¿¿{"start":{"line":103,"column":9},"end":{"line":103,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2338¿ThisExpression¿¿3528¿¿¿¿{"start":{"line":103,"column":9},"end":{"line":103,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2339¿Identifier¿¿3528¿_section¿¿¿{"start":{"line":103,"column":14},"end":{"line":103,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2340¿Identifier¿¿3528¿v256¿¿¿¿¿Identifier
2341¿BlockStatement¿¿3528¿¿¿¿{"start":{"line":102,"column":19},"end":{"line":104,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2342¿IfStatement¿¿3528¿¿¿¿{"start":{"line":105,"column":11},"end":{"line":108,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿IfStatement
2343¿Identifier¿¿3528¿property¿¿¿{"start":{"line":105,"column":15},"end":{"line":105,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2344¿VariableDeclarator¿¿3528¿v257¿¿¿{"start":{"line":106,"column":19},"end":{"line":106,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2345¿MemberExpression¿¿3528¿¿¿¿{"start":{"line":106,"column":19},"end":{"line":106,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2346¿ThisExpression¿¿3528¿¿¿¿{"start":{"line":106,"column":19},"end":{"line":106,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2347¿Identifier¿¿3528¿_section¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2348¿VariableDeclarator¿¿3528¿v258¿¿¿{"start":{"line":106,"column":35},"end":{"line":106,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2349¿MemberExpression¿¿3528¿¿¿¿{"start":{"line":106,"column":35},"end":{"line":106,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2350¿ThisExpression¿¿3528¿¿¿¿{"start":{"line":106,"column":35},"end":{"line":106,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2351¿Identifier¿¿3528¿_section¿¿¿{"start":{"line":106,"column":40},"end":{"line":106,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2352¿VariableDeclarator¿¿3528¿v259¿¿¿{"start":{"line":106,"column":35},"end":{"line":106,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2353¿BinaryExpression¿+¿3528¿¿¿¿{"start":{"line":106,"column":35},"end":{"line":106,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
2354¿Identifier¿¿3528¿v258¿¿¿¿¿Identifier
2355¿Literal¿string¿3528¿¿'.'¿¿{"start":{"line":106,"column":51},"end":{"line":106,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2356¿IfStatement¿¿3528¿¿¿¿{"start":{"line":106,"column":19},"end":{"line":106,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿IfStatement
2357¿Identifier¿¿3528¿v257¿¿¿¿¿Identifier
2358¿ExpressionStatement¿¿3528¿¿¿¿{"start":{"line":106,"column":19},"end":{"line":106,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2359¿AssignmentExpression¿=¿3528¿¿¿¿{"start":{"line":106,"column":19},"end":{"line":106,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
2360¿Identifier¿¿3528¿section¿¿¿{"start":{"line":106,"column":9},"end":{"line":106,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2361¿Identifier¿¿3528¿v259¿¿¿¿¿Identifier
2362¿BlockStatement¿¿3528¿¿¿¿¿¿BlockStatement
2363¿ExpressionStatement¿¿3528¿¿¿¿{"start":{"line":106,"column":19},"end":{"line":106,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2364¿AssignmentExpression¿=¿3528¿¿¿¿{"start":{"line":106,"column":19},"end":{"line":106,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
2365¿Identifier¿¿3528¿section¿¿¿{"start":{"line":106,"column":9},"end":{"line":106,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2366¿Literal¿string¿3528¿¿''¿¿{"start":{"line":106,"column":57},"end":{"line":106,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2367¿BlockStatement¿¿3528¿¿¿¿¿¿BlockStatement
2368¿VariableDeclarator¿¿3528¿v260¿¿¿{"start":{"line":107,"column":28},"end":{"line":107,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2369¿MemberExpression¿computed¿3528¿¿¿¿{"start":{"line":107,"column":28},"end":{"line":107,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2370¿Identifier¿¿3528¿property¿¿¿{"start":{"line":107,"column":28},"end":{"line":107,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2371¿Literal¿number¿3528¿¿1¿¿{"start":{"line":107,"column":37},"end":{"line":107,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2372¿VariableDeclarator¿¿3528¿v261¿¿¿{"start":{"line":107,"column":28},"end":{"line":107,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2373¿CallExpression¿¿3528¿¿¿¿{"start":{"line":107,"column":28},"end":{"line":107,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
2374¿MemberExpression¿¿3528¿¿¿¿{"start":{"line":107,"column":28},"end":{"line":107,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2375¿Identifier¿¿3528¿v260¿¿¿¿¿Identifier
2376¿Identifier¿¿3528¿trim¿¿¿{"start":{"line":107,"column":40},"end":{"line":107,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2377¿VariableDeclarator¿¿3528¿v262¿¿¿{"start":{"line":107,"column":18},"end":{"line":107,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2378¿BinaryExpression¿+¿3528¿¿¿¿{"start":{"line":107,"column":18},"end":{"line":107,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BinaryExpression
2379¿Identifier¿¿3528¿section¿¿¿{"start":{"line":107,"column":18},"end":{"line":107,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2380¿Identifier¿¿3528¿v261¿¿¿¿¿Identifier
2381¿VariableDeclarator¿¿3528¿v263¿¿¿{"start":{"line":107,"column":48},"end":{"line":107,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2382¿MemberExpression¿computed¿3528¿¿¿¿{"start":{"line":107,"column":48},"end":{"line":107,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2383¿Identifier¿¿3528¿property¿¿¿{"start":{"line":107,"column":48},"end":{"line":107,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2384¿Literal¿number¿3528¿¿3¿¿{"start":{"line":107,"column":57},"end":{"line":107,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Literal
2385¿VariableDeclarator¿¿3528¿v264¿¿¿{"start":{"line":107,"column":48},"end":{"line":107,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2386¿CallExpression¿¿3528¿¿¿¿{"start":{"line":107,"column":48},"end":{"line":107,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
2387¿MemberExpression¿¿3528¿¿¿¿{"start":{"line":107,"column":48},"end":{"line":107,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2388¿Identifier¿¿3528¿v263¿¿¿¿¿Identifier
2389¿Identifier¿¿3528¿trim¿¿¿{"start":{"line":107,"column":60},"end":{"line":107,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2390¿VariableDeclarator¿¿3528¿v265¿¿¿{"start":{"line":107,"column":9},"end":{"line":107,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2391¿CallExpression¿¿3528¿¿¿¿{"start":{"line":107,"column":9},"end":{"line":107,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿CallExpression
2392¿MemberExpression¿¿3528¿¿¿¿{"start":{"line":107,"column":9},"end":{"line":107,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2393¿ThisExpression¿¿3528¿¿¿¿{"start":{"line":107,"column":9},"end":{"line":107,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2394¿Identifier¿¿3528¿set¿¿¿{"start":{"line":107,"column":14},"end":{"line":107,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2395¿Identifier¿¿3528¿v262¿¿¿¿¿Identifier
2396¿Identifier¿¿3528¿v264¿¿¿¿¿Identifier
2397¿ExpressionStatement¿¿3528¿¿¿¿{"start":{"line":107,"column":9},"end":{"line":107,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2398¿Identifier¿¿3528¿v265¿¿¿¿¿Identifier
2399¿BlockStatement¿¿3528¿¿¿¿{"start":{"line":105,"column":25},"end":{"line":108,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2400¿BlockStatement¿¿3528¿¿¿¿¿¿BlockStatement
2401¿BlockStatement¿¿3528¿¿¿¿{"start":{"line":98,"column":51},"end":{"line":109,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2402¿BlockStatement¿¿3528¿¿¿¿{"start":{"line":97,"column":65},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿BlockStatement
2403¿ExpressionStatement¿¿3513¿¿¿¿{"start":{"line":97,"column":0},"end":{"line":110,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ExpressionStatement
2404¿AssignmentExpression¿=¿3513¿¿¿¿{"start":{"line":97,"column":0},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿AssignmentExpression
2405¿MemberExpression¿¿3513¿¿¿¿{"start":{"line":97,"column":0},"end":{"line":97,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2406¿Identifier¿¿3513¿v251¿¿¿¿¿Identifier
2407¿Identifier¿¿3513¿_readLine¿¿¿{"start":{"line":97,"column":27},"end":{"line":97,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2408¿Identifier¿¿3513¿v266¿¿¿¿¿Identifier
2409¿VariableDeclarator¿¿3513¿v267¿¿¿{"start":{"line":119,"column":0},"end":{"line":119,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2410¿MemberExpression¿¿3513¿¿¿¿{"start":{"line":119,"column":0},"end":{"line":119,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2411¿Identifier¿¿3513¿PropertiesReader¿¿¿{"start":{"line":119,"column":0},"end":{"line":119,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2412¿Identifier¿¿3513¿prototype¿¿¿{"start":{"line":119,"column":17},"end":{"line":119,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2413¿VariableDeclarator¿¿3513¿v275¿¿¿{"start":{"line":119,"column":0},"end":{"line":126,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2414¿FunctionExpression¿¿3513¿anon¿¿¿{"start":{"line":119,"column":34},"end":{"line":126,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿FunctionExpression
2415¿Identifier¿¿0¿fn¿¿¿{"start":{"line":119,"column":44},"end":{"line":119,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2416¿Identifier¿¿0¿scope¿¿¿{"start":{"line":119,"column":48},"end":{"line":119,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2417¿VariableDeclarator¿¿3534¿key¿¿¿{"start":{"line":120,"column":12},"end":{"line":120,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2418¿VariableDeclarator¿¿3534¿v268¿¿¿{"start":{"line":120,"column":19},"end":{"line":120,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2419¿MemberExpression¿¿3534¿¿¿¿{"start":{"line":120,"column":19},"end":{"line":120,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2420¿ThisExpression¿¿3534¿¿¿¿{"start":{"line":120,"column":19},"end":{"line":120,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2421¿Identifier¿¿3534¿_properties¿¿¿{"start":{"line":120,"column":24},"end":{"line":120,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2422¿ForInStatement¿¿3534¿¿¿¿{"start":{"line":120,"column":3},"end":{"line":124,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ForInStatement
2423¿Identifier¿¿3534¿key¿¿¿{"start":{"line":120,"column":12},"end":{"line":120,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
2424¿Identifier¿¿3534¿v268¿¿¿¿¿Identifier
2425¿VariableDeclarator¿¿3534¿v269¿¿¿{"start":{"line":121,"column":10},"end":{"line":121,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿VariableDeclarator
2426¿MemberExpression¿¿3534¿¿¿¿{"start":{"line":121,"column":10},"end":{"line":121,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿MemberExpression
2427¿ThisExpression¿¿3534¿¿¿¿{"start":{"line":121,"column":10},"end":{"line":121,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿ThisExpression
2428¿Identifier¿¿3534¿_properties¿¿¿{"start":{"line":121,"column":15},"end":{"line":121,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/properties-reader_2.0.0/src/properties-reader.js"}¿¿Identifier
