Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1742¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":334,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Program
2081¿Literal¿object¿3086¿¿null¿¿{"start":{"line":105,"column":14},"end":{"line":105,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2082¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":100,"column":17},"end":{"line":111,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2083¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":100,"column":17},"end":{"line":111,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
2084¿MemberExpression¿computed¿3086¿¿¿¿{"start":{"line":100,"column":17},"end":{"line":111,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2085¿Identifier¿¿3086¿v206¿¿¿¿¿Identifier
2086¿Literal¿string¿3086¿¿'path'¿¿{"start":{"line":106,"column":2},"end":{"line":106,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2087¿Literal¿object¿3086¿¿null¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2088¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":100,"column":17},"end":{"line":111,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2089¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":100,"column":17},"end":{"line":111,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
2090¿MemberExpression¿computed¿3086¿¿¿¿{"start":{"line":100,"column":17},"end":{"line":111,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2091¿Identifier¿¿3086¿v206¿¿¿¿¿Identifier
2092¿Literal¿string¿3086¿¿'media-title'¿¿{"start":{"line":107,"column":2},"end":{"line":107,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2093¿Literal¿object¿3086¿¿null¿¿{"start":{"line":107,"column":17},"end":{"line":107,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2094¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":100,"column":17},"end":{"line":111,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2095¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":100,"column":17},"end":{"line":111,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
2096¿MemberExpression¿computed¿3086¿¿¿¿{"start":{"line":100,"column":17},"end":{"line":111,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2097¿Identifier¿¿3086¿v206¿¿¿¿¿Identifier
2098¿Literal¿string¿3086¿¿'playlist-pos'¿¿{"start":{"line":108,"column":2},"end":{"line":108,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2099¿Literal¿object¿3086¿¿null¿¿{"start":{"line":108,"column":18},"end":{"line":108,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2100¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":100,"column":17},"end":{"line":111,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2101¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":100,"column":17},"end":{"line":111,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
2102¿MemberExpression¿computed¿3086¿¿¿¿{"start":{"line":100,"column":17},"end":{"line":111,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2103¿Identifier¿¿3086¿v206¿¿¿¿¿Identifier
2104¿Literal¿string¿3086¿¿'playlist-count'¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2105¿Literal¿object¿3086¿¿null¿¿{"start":{"line":109,"column":20},"end":{"line":109,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2106¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":100,"column":17},"end":{"line":111,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2107¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":100,"column":17},"end":{"line":111,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
2108¿MemberExpression¿computed¿3086¿¿¿¿{"start":{"line":100,"column":17},"end":{"line":111,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2109¿Identifier¿¿3086¿v206¿¿¿¿¿Identifier
2110¿Literal¿string¿3086¿¿'loop'¿¿{"start":{"line":110,"column":2},"end":{"line":110,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2111¿Literal¿string¿3086¿¿'no'¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2112¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":100,"column":1},"end":{"line":111,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2113¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":100,"column":1},"end":{"line":111,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
2114¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":100,"column":1},"end":{"line":100,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2115¿ThisExpression¿¿3086¿¿¿¿{"start":{"line":100,"column":1},"end":{"line":100,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ThisExpression
2116¿Identifier¿¿3086¿observed¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2117¿Identifier¿¿3086¿v206¿¿¿¿¿Identifier
2118¿VariableDeclarator¿¿3086¿observedVideo¿¿¿{"start":{"line":112,"column":5},"end":{"line":115,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2119¿ObjectExpression¿¿3086¿¿¿¿¿¿ObjectExpression
2120¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":112,"column":5},"end":{"line":115,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2121¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":112,"column":5},"end":{"line":115,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
2122¿MemberExpression¿computed¿3086¿¿¿¿{"start":{"line":112,"column":5},"end":{"line":115,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2123¿Identifier¿¿3086¿observedVideo¿¿¿{"start":{"line":112,"column":5},"end":{"line":112,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2124¿Literal¿string¿3086¿¿'fullscreen'¿¿{"start":{"line":113,"column":2},"end":{"line":113,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2125¿Literal¿boolean¿3086¿¿false¿¿{"start":{"line":113,"column":16},"end":{"line":113,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2126¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":112,"column":5},"end":{"line":115,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2127¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":112,"column":5},"end":{"line":115,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
2128¿MemberExpression¿computed¿3086¿¿¿¿{"start":{"line":112,"column":5},"end":{"line":115,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2129¿Identifier¿¿3086¿observedVideo¿¿¿{"start":{"line":112,"column":5},"end":{"line":112,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2130¿Literal¿string¿3086¿¿'sub-visibility'¿¿{"start":{"line":114,"column":2},"end":{"line":114,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2131¿Literal¿boolean¿3086¿¿false¿¿{"start":{"line":114,"column":20},"end":{"line":114,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2132¿VariableDeclarator¿¿3086¿v207¿¿¿{"start":{"line":118,"column":20},"end":{"line":118,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2133¿ObjectExpression¿¿3086¿¿¿¿¿¿ObjectExpression
2134¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":118,"column":1},"end":{"line":118,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2135¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":118,"column":1},"end":{"line":118,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
2136¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":118,"column":1},"end":{"line":118,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2137¿ThisExpression¿¿3086¿¿¿¿{"start":{"line":118,"column":1},"end":{"line":118,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ThisExpression
2138¿Identifier¿¿3086¿observedIDs¿¿¿{"start":{"line":118,"column":6},"end":{"line":118,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2139¿Identifier¿¿3086¿v207¿¿¿¿¿Identifier
2140¿VariableDeclarator¿¿3086¿currentTimePos¿¿¿{"start":{"line":121,"column":5},"end":{"line":121,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2141¿Literal¿object¿3086¿¿null¿¿{"start":{"line":121,"column":22},"end":{"line":121,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2142¿VariableDeclarator¿¿3086¿v208¿¿¿{"start":{"line":127,"column":20},"end":{"line":127,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2143¿BinaryExpression¿+¿3086¿¿¿¿{"start":{"line":127,"column":20},"end":{"line":127,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BinaryExpression
2144¿Identifier¿¿3086¿ipcCommand¿¿¿{"start":{"line":127,"column":20},"end":{"line":127,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2145¿Literal¿string¿3086¿¿'='¿¿{"start":{"line":127,"column":33},"end":{"line":127,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2146¿VariableDeclarator¿¿3086¿v209¿¿¿{"start":{"line":127,"column":39},"end":{"line":127,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2147¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":127,"column":39},"end":{"line":127,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2148¿ThisExpression¿¿3086¿¿¿¿{"start":{"line":127,"column":39},"end":{"line":127,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ThisExpression
2149¿Identifier¿¿3086¿options¿¿¿{"start":{"line":127,"column":44},"end":{"line":127,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2150¿VariableDeclarator¿¿3086¿v210¿¿¿{"start":{"line":127,"column":39},"end":{"line":127,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2151¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":127,"column":39},"end":{"line":127,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2152¿Identifier¿¿3086¿v209¿¿¿¿¿Identifier
2153¿Identifier¿¿3086¿socket¿¿¿{"start":{"line":127,"column":52},"end":{"line":127,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2154¿VariableDeclarator¿¿3086¿v211¿¿¿{"start":{"line":127,"column":20},"end":{"line":127,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2155¿BinaryExpression¿+¿3086¿¿¿¿{"start":{"line":127,"column":20},"end":{"line":127,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BinaryExpression
2156¿Identifier¿¿3086¿v208¿¿¿¿¿Identifier
2157¿Identifier¿¿3086¿v210¿¿¿¿¿Identifier
2158¿VariableDeclarator¿¿3086¿defaultArgs¿¿¿{"start":{"line":127,"column":5},"end":{"line":127,"column":80},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2159¿ArrayExpression¿¿3086¿¿¿¿{"start":{"line":127,"column":19},"end":{"line":127,"column":80},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ArrayExpression
2160¿Identifier¿¿3086¿v211¿¿¿¿¿Identifier
2161¿Literal¿string¿3086¿¿'--idle'¿¿{"start":{"line":127,"column":60},"end":{"line":127,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2162¿Literal¿string¿3086¿¿'--quiet'¿¿{"start":{"line":127,"column":70},"end":{"line":127,"column":79},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2163¿VariableDeclarator¿¿3086¿v212¿¿¿{"start":{"line":132,"column":5},"end":{"line":132,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2164¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":132,"column":5},"end":{"line":132,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2165¿ThisExpression¿¿3086¿¿¿¿{"start":{"line":132,"column":5},"end":{"line":132,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ThisExpression
2166¿Identifier¿¿3086¿options¿¿¿{"start":{"line":132,"column":10},"end":{"line":132,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2167¿VariableDeclarator¿¿3086¿v213¿¿¿{"start":{"line":132,"column":5},"end":{"line":132,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2168¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":132,"column":5},"end":{"line":132,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2169¿Identifier¿¿3086¿v212¿¿¿¿¿Identifier
2170¿Identifier¿¿3086¿audio_only¿¿¿{"start":{"line":132,"column":18},"end":{"line":132,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2171¿IfStatement¿¿3086¿¿¿¿{"start":{"line":132,"column":1},"end":{"line":138,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿IfStatement
2172¿Identifier¿¿3086¿v213¿¿¿¿¿Identifier
2173¿VariableDeclarator¿¿3086¿v214¿¿¿{"start":{"line":133,"column":38},"end":{"line":133,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2174¿ArrayExpression¿¿3086¿¿¿¿{"start":{"line":133,"column":38},"end":{"line":133,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ArrayExpression
2175¿Literal¿string¿3086¿¿'--no-video'¿¿{"start":{"line":133,"column":39},"end":{"line":133,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2176¿Literal¿string¿3086¿¿'--no-audio-display'¿¿{"start":{"line":133,"column":53},"end":{"line":133,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Literal
2177¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":133,"column":2},"end":{"line":133,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2178¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":133,"column":2},"end":{"line":133,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
2179¿Identifier¿¿3086¿defaultArgs¿¿¿{"start":{"line":133,"column":2},"end":{"line":133,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2180¿CallExpression¿¿3086¿¿¿¿{"start":{"line":133,"column":16},"end":{"line":133,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2181¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":133,"column":16},"end":{"line":133,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2182¿Identifier¿¿3086¿_¿¿¿{"start":{"line":133,"column":16},"end":{"line":133,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2183¿Identifier¿¿3086¿concat¿¿¿{"start":{"line":133,"column":18},"end":{"line":133,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2184¿Identifier¿¿3086¿defaultArgs¿¿¿{"start":{"line":133,"column":25},"end":{"line":133,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2185¿Identifier¿¿3086¿v214¿¿¿¿¿Identifier
2186¿BlockStatement¿¿3086¿¿¿¿{"start":{"line":132,"column":29},"end":{"line":134,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
2187¿VariableDeclarator¿¿3086¿v215¿¿¿{"start":{"line":137,"column":11},"end":{"line":137,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2188¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":137,"column":11},"end":{"line":137,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2189¿ThisExpression¿¿3086¿¿¿¿{"start":{"line":137,"column":11},"end":{"line":137,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ThisExpression
2190¿Identifier¿¿3086¿observed¿¿¿{"start":{"line":137,"column":16},"end":{"line":137,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2191¿VariableDeclarator¿¿3086¿v216¿¿¿{"start":{"line":137,"column":3},"end":{"line":137,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2192¿CallExpression¿¿3086¿¿¿¿{"start":{"line":137,"column":3},"end":{"line":137,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2193¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":137,"column":3},"end":{"line":137,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2194¿Identifier¿¿3086¿_¿¿¿{"start":{"line":137,"column":3},"end":{"line":137,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2195¿Identifier¿¿3086¿merge¿¿¿{"start":{"line":137,"column":5},"end":{"line":137,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2196¿Identifier¿¿3086¿v215¿¿¿¿¿Identifier
2197¿Identifier¿¿3086¿observedVideo¿¿¿{"start":{"line":137,"column":26},"end":{"line":137,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2198¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":137,"column":3},"end":{"line":137,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2199¿Identifier¿¿3086¿v216¿¿¿¿¿Identifier
2200¿BlockStatement¿¿3086¿¿¿¿{"start":{"line":136,"column":5},"end":{"line":138,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
2201¿IfStatement¿¿3086¿¿¿¿{"start":{"line":141,"column":1},"end":{"line":143,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿IfStatement
2202¿Identifier¿¿3086¿mpv_args¿¿¿{"start":{"line":141,"column":4},"end":{"line":141,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2203¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":142,"column":2},"end":{"line":142,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿ExpressionStatement
2204¿AssignmentExpression¿=¿3086¿¿¿¿{"start":{"line":142,"column":2},"end":{"line":142,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿AssignmentExpression
2205¿Identifier¿¿3086¿defaultArgs¿¿¿{"start":{"line":142,"column":2},"end":{"line":142,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2206¿CallExpression¿¿3086¿¿¿¿{"start":{"line":142,"column":16},"end":{"line":142,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿CallExpression
2207¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":142,"column":16},"end":{"line":142,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2208¿Identifier¿¿3086¿_¿¿¿{"start":{"line":142,"column":16},"end":{"line":142,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2209¿Identifier¿¿3086¿union¿¿¿{"start":{"line":142,"column":18},"end":{"line":142,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2210¿Identifier¿¿3086¿defaultArgs¿¿¿{"start":{"line":142,"column":24},"end":{"line":142,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2211¿Identifier¿¿3086¿mpv_args¿¿¿{"start":{"line":142,"column":37},"end":{"line":142,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2212¿BlockStatement¿¿3086¿¿¿¿{"start":{"line":141,"column":13},"end":{"line":143,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿BlockStatement
2213¿VariableDeclarator¿¿3086¿v217¿¿¿{"start":{"line":148,"column":4},"end":{"line":148,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿VariableDeclarator
2214¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":148,"column":4},"end":{"line":148,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿MemberExpression
2215¿Identifier¿¿3086¿options¿¿¿{"start":{"line":148,"column":4},"end":{"line":148,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2216¿Identifier¿¿3086¿binary¿¿¿{"start":{"line":148,"column":12},"end":{"line":148,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿Identifier
2217¿IfStatement¿¿3086¿¿¿¿{"start":{"line":148,"column":1},"end":{"line":154,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/node-mpv_0.12.2/src/mpv.js"}¿¿IfStatement
2218¿Identifier¿¿3086¿v217¿¿¿¿¿Identifier
