Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
754¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":120,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Program
879¿BlockStatement¿¿1298¿¿¿¿{"start":{"line":25,"column":37},"end":{"line":25,"column":95},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿BlockStatement
880¿VariableDeclarator¿¿1296¿v64¿¿¿{"start":{"line":27,"column":0},"end":{"line":27,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
881¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":27,"column":16},"end":{"line":27,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
882¿Identifier¿¿1296¿_richParam2¿¿¿{"start":{"line":27,"column":16},"end":{"line":27,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
883¿Identifier¿¿1296¿default¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
884¿ExpressionStatement¿¿1296¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":27,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
885¿AssignmentExpression¿=¿1296¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":27,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
886¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":27,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
887¿Identifier¿¿1296¿exports¿¿¿{"start":{"line":27,"column":0},"end":{"line":27,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
888¿Identifier¿¿1296¿Param¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
889¿Identifier¿¿1296¿v64¿¿¿¿¿Identifier
890¿VariableDeclarator¿¿1296¿v65¿¿¿{"start":{"line":28,"column":0},"end":{"line":28,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
891¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":28,"column":17},"end":{"line":28,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
892¿Identifier¿¿1296¿_bodymenSchema2¿¿¿{"start":{"line":28,"column":17},"end":{"line":28,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
893¿Identifier¿¿1296¿default¿¿¿{"start":{"line":28,"column":33},"end":{"line":28,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
894¿ExpressionStatement¿¿1296¿¿¿¿{"start":{"line":28,"column":0},"end":{"line":28,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
895¿AssignmentExpression¿=¿1296¿¿¿¿{"start":{"line":28,"column":0},"end":{"line":28,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
896¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":28,"column":0},"end":{"line":28,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
897¿Identifier¿¿1296¿exports¿¿¿{"start":{"line":28,"column":0},"end":{"line":28,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
898¿Identifier¿¿1296¿Schema¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
899¿Identifier¿¿1296¿v65¿¿¿¿¿Identifier
900¿VariableDeclarator¿¿1296¿v66¿¿¿{"start":{"line":31,"column":14},"end":{"line":31,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
901¿ObjectExpression¿¿1296¿¿¿¿¿¿ObjectExpression
902¿VariableDeclarator¿¿1296¿v67¿¿¿{"start":{"line":32,"column":14},"end":{"line":32,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
903¿ObjectExpression¿¿1296¿¿¿¿¿¿ObjectExpression
904¿VariableDeclarator¿¿1296¿v68¿¿¿{"start":{"line":30,"column":34},"end":{"line":33,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
905¿ObjectExpression¿¿1296¿¿¿¿¿¿ObjectExpression
906¿ExpressionStatement¿¿1296¿¿¿¿{"start":{"line":30,"column":34},"end":{"line":33,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
907¿AssignmentExpression¿=¿1296¿¿¿¿{"start":{"line":30,"column":34},"end":{"line":33,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
908¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":30,"column":34},"end":{"line":33,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
909¿Identifier¿¿1296¿v68¿¿¿¿¿Identifier
910¿Identifier¿¿1296¿formatters¿¿¿{"start":{"line":31,"column":2},"end":{"line":31,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
911¿Identifier¿¿1296¿v66¿¿¿¿¿Identifier
912¿ExpressionStatement¿¿1296¿¿¿¿{"start":{"line":30,"column":34},"end":{"line":33,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
913¿AssignmentExpression¿=¿1296¿¿¿¿{"start":{"line":30,"column":34},"end":{"line":33,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
914¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":30,"column":34},"end":{"line":33,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
915¿Identifier¿¿1296¿v68¿¿¿¿¿Identifier
916¿Identifier¿¿1296¿validators¿¿¿{"start":{"line":32,"column":2},"end":{"line":32,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
917¿Identifier¿¿1296¿v67¿¿¿¿¿Identifier
918¿ExpressionStatement¿¿1296¿¿¿¿{"start":{"line":30,"column":15},"end":{"line":33,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
919¿AssignmentExpression¿=¿1296¿¿¿¿{"start":{"line":30,"column":15},"end":{"line":33,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
920¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
921¿Identifier¿¿1296¿exports¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
922¿Identifier¿¿1296¿handlers¿¿¿{"start":{"line":30,"column":23},"end":{"line":30,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
923¿Identifier¿¿1296¿v68¿¿¿¿¿Identifier
924¿VariableDeclarator¿¿1296¿handlers¿¿¿{"start":{"line":30,"column":4},"end":{"line":33,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
925¿MemberExpression¿¿1296¿¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
926¿Identifier¿¿1296¿exports¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
927¿Identifier¿¿1296¿handlers¿¿¿{"start":{"line":30,"column":23},"end":{"line":30,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
928¿VariableDeclarator¿exported¿1296¿handler¿¿¿{"start":{"line":42,"column":0},"end":{"line":48,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
929¿FunctionExpression¿¿1296¿anon¿¿¿{"start":{"line":42,"column":0},"end":{"line":48,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿FunctionExpression
930¿Identifier¿¿0¿type¿¿¿{"start":{"line":42,"column":17},"end":{"line":42,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
931¿Identifier¿¿0¿name¿¿¿{"start":{"line":42,"column":23},"end":{"line":42,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
932¿Identifier¿¿0¿fn¿¿¿{"start":{"line":42,"column":29},"end":{"line":42,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
933¿VariableDeclarator¿¿1301¿v69¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
934¿MemberExpression¿¿1301¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
935¿Identifier¿¿1301¿arguments¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
936¿Identifier¿¿1301¿length¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
937¿VariableDeclarator¿¿1301¿v70¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
938¿BinaryExpression¿>¿1301¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿BinaryExpression
939¿Identifier¿¿1301¿v69¿¿¿¿¿Identifier
940¿Literal¿number¿1301¿¿2¿¿{"start":{"line":43,"column":25},"end":{"line":43,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Literal
941¿IfStatement¿¿1301¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":45,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿IfStatement
942¿Identifier¿¿1301¿v70¿¿¿¿¿Identifier
943¿VariableDeclarator¿¿1301¿v71¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
944¿MemberExpression¿computed¿1301¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
945¿Identifier¿¿1301¿handlers¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
946¿Identifier¿¿1301¿type¿¿¿{"start":{"line":44,"column":13},"end":{"line":44,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
947¿ExpressionStatement¿¿1301¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ExpressionStatement
948¿AssignmentExpression¿=¿1301¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿AssignmentExpression
949¿MemberExpression¿computed¿1301¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
950¿Identifier¿¿1301¿v71¿¿¿¿¿Identifier
951¿Identifier¿¿1301¿name¿¿¿{"start":{"line":44,"column":19},"end":{"line":44,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
952¿Identifier¿¿1301¿fn¿¿¿{"start":{"line":44,"column":27},"end":{"line":44,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
953¿BlockStatement¿¿1301¿¿¿¿{"start":{"line":43,"column":28},"end":{"line":45,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿BlockStatement
954¿VariableDeclarator¿¿1301¿v72¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
955¿MemberExpression¿computed¿1301¿¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
956¿Identifier¿¿1301¿handlers¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
957¿Identifier¿¿1301¿type¿¿¿{"start":{"line":47,"column":18},"end":{"line":47,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
958¿VariableDeclarator¿¿1301¿v73¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
959¿MemberExpression¿computed¿1301¿¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
960¿Identifier¿¿1301¿v72¿¿¿¿¿Identifier
961¿Identifier¿¿1301¿name¿¿¿{"start":{"line":47,"column":24},"end":{"line":47,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
962¿ReturnStatement¿¿1301¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ReturnStatement
963¿Identifier¿¿1301¿v73¿¿¿¿¿Identifier
964¿BlockStatement¿¿1301¿¿¿¿{"start":{"line":42,"column":33},"end":{"line":48,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿BlockStatement
965¿VariableDeclarator¿exported¿1296¿formatter¿¿¿{"start":{"line":57,"column":0},"end":{"line":59,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
966¿FunctionExpression¿¿1296¿anon¿¿¿{"start":{"line":57,"column":0},"end":{"line":59,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿FunctionExpression
967¿Identifier¿¿0¿name¿¿¿{"start":{"line":57,"column":19},"end":{"line":57,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
968¿Identifier¿¿0¿fn¿¿¿{"start":{"line":57,"column":25},"end":{"line":57,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
969¿VariableDeclarator¿¿1304¿v74¿¿¿{"start":{"line":58,"column":34},"end":{"line":58,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
970¿ArrayExpression¿¿1304¿¿¿¿{"start":{"line":58,"column":34},"end":{"line":58,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ArrayExpression
971¿Literal¿string¿1304¿¿'formatters'¿¿{"start":{"line":58,"column":35},"end":{"line":58,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Literal
972¿VariableDeclarator¿¿1304¿v75¿¿¿{"start":{"line":58,"column":56},"end":{"line":58,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
973¿MemberExpression¿¿1304¿¿¿¿{"start":{"line":58,"column":56},"end":{"line":58,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
974¿Identifier¿¿1304¿Array¿¿¿{"start":{"line":58,"column":56},"end":{"line":58,"column":61},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
975¿Identifier¿¿1304¿prototype¿¿¿{"start":{"line":58,"column":62},"end":{"line":58,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
976¿VariableDeclarator¿¿1304¿v76¿¿¿{"start":{"line":58,"column":56},"end":{"line":58,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
977¿MemberExpression¿¿1304¿¿¿¿{"start":{"line":58,"column":56},"end":{"line":58,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
978¿Identifier¿¿1304¿v75¿¿¿¿¿Identifier
979¿Identifier¿¿1304¿slice¿¿¿{"start":{"line":58,"column":72},"end":{"line":58,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
980¿VariableDeclarator¿¿1304¿v77¿¿¿{"start":{"line":58,"column":56},"end":{"line":58,"column":93},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
981¿CallExpression¿¿1304¿¿¿¿{"start":{"line":58,"column":56},"end":{"line":58,"column":93},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿CallExpression
982¿MemberExpression¿¿1304¿¿¿¿{"start":{"line":58,"column":56},"end":{"line":58,"column":82},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
983¿Identifier¿¿1304¿v76¿¿¿¿¿Identifier
984¿Identifier¿¿1304¿call¿¿¿{"start":{"line":58,"column":78},"end":{"line":58,"column":82},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
985¿Identifier¿¿1304¿arguments¿¿¿{"start":{"line":58,"column":83},"end":{"line":58,"column":92},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
986¿VariableDeclarator¿¿1304¿v78¿¿¿{"start":{"line":58,"column":34},"end":{"line":58,"column":94},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
987¿CallExpression¿¿1304¿¿¿¿{"start":{"line":58,"column":34},"end":{"line":58,"column":94},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿CallExpression
988¿MemberExpression¿¿1304¿¿¿¿{"start":{"line":58,"column":34},"end":{"line":58,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
989¿Identifier¿¿1304¿v74¿¿¿¿¿Identifier
990¿Identifier¿¿1304¿concat¿¿¿{"start":{"line":58,"column":49},"end":{"line":58,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
991¿Identifier¿¿1304¿v77¿¿¿¿¿Identifier
992¿VariableDeclarator¿¿1304¿v79¿¿¿{"start":{"line":58,"column":9},"end":{"line":58,"column":95},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
993¿CallExpression¿¿1304¿¿¿¿{"start":{"line":58,"column":9},"end":{"line":58,"column":95},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿CallExpression
994¿MemberExpression¿¿1304¿¿¿¿{"start":{"line":58,"column":9},"end":{"line":58,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
995¿Identifier¿¿1304¿handler¿¿¿{"start":{"line":58,"column":9},"end":{"line":58,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
996¿Identifier¿¿1304¿apply¿¿¿{"start":{"line":58,"column":17},"end":{"line":58,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
997¿Identifier¿¿1304¿undefined¿¿¿{"start":{"line":58,"column":23},"end":{"line":58,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
998¿Identifier¿¿1304¿v78¿¿¿¿¿Identifier
999¿ReturnStatement¿¿1304¿¿¿¿{"start":{"line":58,"column":2},"end":{"line":58,"column":96},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ReturnStatement
1000¿Identifier¿¿1304¿v79¿¿¿¿¿Identifier
1001¿BlockStatement¿¿1304¿¿¿¿{"start":{"line":57,"column":29},"end":{"line":59,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿BlockStatement
1002¿VariableDeclarator¿exported¿1296¿validator¿¿¿{"start":{"line":68,"column":0},"end":{"line":70,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1003¿FunctionExpression¿¿1296¿anon¿¿¿{"start":{"line":68,"column":0},"end":{"line":70,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿FunctionExpression
1004¿Identifier¿¿0¿name¿¿¿{"start":{"line":68,"column":19},"end":{"line":68,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1005¿Identifier¿¿0¿fn¿¿¿{"start":{"line":68,"column":25},"end":{"line":68,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1006¿VariableDeclarator¿¿1306¿v80¿¿¿{"start":{"line":69,"column":34},"end":{"line":69,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1007¿ArrayExpression¿¿1306¿¿¿¿{"start":{"line":69,"column":34},"end":{"line":69,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿ArrayExpression
1008¿Literal¿string¿1306¿¿'validators'¿¿{"start":{"line":69,"column":35},"end":{"line":69,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Literal
1009¿VariableDeclarator¿¿1306¿v81¿¿¿{"start":{"line":69,"column":56},"end":{"line":69,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿VariableDeclarator
1010¿MemberExpression¿¿1306¿¿¿¿{"start":{"line":69,"column":56},"end":{"line":69,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿MemberExpression
1011¿Identifier¿¿1306¿Array¿¿¿{"start":{"line":69,"column":56},"end":{"line":69,"column":61},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
1012¿Identifier¿¿1306¿prototype¿¿¿{"start":{"line":69,"column":62},"end":{"line":69,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-vhxc-fhm5-qcp9/src/index.js"}¿¿Identifier
