Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
857¿Program¿¿-1¿¿¿¿{"start":{"line":16,"column":0},"end":{"line":159,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Program
1002¿BinaryExpression¿===¿1530¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1003¿Identifier¿¿1530¿v120¿¿¿¿¿Identifier
1004¿Literal¿string¿1530¿¿'string'¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1005¿IfStatement¿¿1530¿¿¿¿{"start":{"line":51,"column":2},"end":{"line":53,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿IfStatement
1006¿Identifier¿¿1530¿v121¿¿¿¿¿Identifier
1007¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":52,"column":4},"end":{"line":52,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ExpressionStatement
1008¿AssignmentExpression¿=¿1530¿¿¿¿{"start":{"line":52,"column":4},"end":{"line":52,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿AssignmentExpression
1009¿Identifier¿¿1530¿path¿¿¿{"start":{"line":52,"column":4},"end":{"line":52,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1010¿CallExpression¿¿1530¿¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1011¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1012¿Identifier¿¿1530¿path¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1013¿Identifier¿¿1530¿split¿¿¿{"start":{"line":52,"column":16},"end":{"line":52,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1014¿Literal¿string¿1530¿¿'.'¿¿{"start":{"line":52,"column":22},"end":{"line":52,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1015¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":51,"column":32},"end":{"line":53,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1016¿VariableDeclarator¿¿1530¿v122¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1017¿BinaryExpression¿instanceof¿1530¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1018¿Identifier¿¿1530¿path¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1019¿Identifier¿¿1530¿Array¿¿¿{"start":{"line":55,"column":24},"end":{"line":55,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1020¿VariableDeclarator¿¿1530¿v123¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1021¿UnaryExpression¿!¿1530¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿UnaryExpression
1022¿Identifier¿¿1530¿v122¿¿¿¿¿Identifier
1023¿VariableDeclarator¿¿1530¿v124¿¿¿{"start":{"line":55,"column":34},"end":{"line":55,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1024¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":55,"column":34},"end":{"line":55,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1025¿Identifier¿¿1530¿path¿¿¿{"start":{"line":55,"column":34},"end":{"line":55,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1026¿Identifier¿¿1530¿length¿¿¿{"start":{"line":55,"column":39},"end":{"line":55,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1027¿VariableDeclarator¿¿1530¿v125¿¿¿{"start":{"line":55,"column":34},"end":{"line":55,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1028¿BinaryExpression¿===¿1530¿¿¿¿{"start":{"line":55,"column":34},"end":{"line":55,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1029¿Identifier¿¿1530¿v124¿¿¿¿¿Identifier
1030¿Literal¿number¿1530¿¿0¿¿{"start":{"line":55,"column":50},"end":{"line":55,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1031¿VariableDeclarator¿¿1530¿v126¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1032¿LogicalExpression¿||¿1530¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿LogicalExpression
1033¿Identifier¿¿1530¿v123¿¿¿¿¿Identifier
1034¿Identifier¿¿1530¿v125¿¿¿¿¿Identifier
1035¿IfStatement¿¿1530¿¿¿¿{"start":{"line":55,"column":2},"end":{"line":57,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿IfStatement
1036¿Identifier¿¿1530¿v126¿¿¿¿¿Identifier
1037¿ReturnStatement¿¿1530¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ReturnStatement
1038¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":55,"column":53},"end":{"line":57,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1039¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ExpressionStatement
1040¿AssignmentExpression¿=¿1530¿¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿AssignmentExpression
1041¿Identifier¿¿1530¿path¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1042¿CallExpression¿¿1530¿¿¿¿{"start":{"line":59,"column":9},"end":{"line":59,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1043¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":59,"column":9},"end":{"line":59,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1044¿Identifier¿¿1530¿path¿¿¿{"start":{"line":59,"column":9},"end":{"line":59,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1045¿Identifier¿¿1530¿slice¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1046¿VariableDeclarator¿¿1530¿key¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1047¿CallExpression¿¿1530¿¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1048¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1049¿Identifier¿¿1530¿path¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1050¿Identifier¿¿1530¿shift¿¿¿{"start":{"line":61,"column":17},"end":{"line":61,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1051¿VariableDeclarator¿¿1530¿v127¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1052¿UnaryExpression¿typeof¿1530¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿UnaryExpression
1053¿Identifier¿¿1530¿object¿¿¿{"start":{"line":63,"column":13},"end":{"line":63,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1054¿VariableDeclarator¿¿1530¿v128¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1055¿BinaryExpression¿!==¿1530¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1056¿Identifier¿¿1530¿v127¿¿¿¿¿Identifier
1057¿Literal¿string¿1530¿¿'object'¿¿{"start":{"line":63,"column":24},"end":{"line":63,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1058¿VariableDeclarator¿¿1530¿v129¿¿¿{"start":{"line":63,"column":36},"end":{"line":63,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1059¿BinaryExpression¿===¿1530¿¿¿¿{"start":{"line":63,"column":36},"end":{"line":63,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1060¿Identifier¿¿1530¿object¿¿¿{"start":{"line":63,"column":36},"end":{"line":63,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1061¿Literal¿object¿1530¿¿null¿¿{"start":{"line":63,"column":47},"end":{"line":63,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1062¿VariableDeclarator¿¿1530¿v130¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1063¿LogicalExpression¿||¿1530¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿LogicalExpression
1064¿Identifier¿¿1530¿v128¿¿¿¿¿Identifier
1065¿Identifier¿¿1530¿v129¿¿¿¿¿Identifier
1066¿IfStatement¿¿1530¿¿¿¿{"start":{"line":63,"column":2},"end":{"line":65,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿IfStatement
1067¿Identifier¿¿1530¿v130¿¿¿¿¿Identifier
1068¿ReturnStatement¿¿1530¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ReturnStatement
1069¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":63,"column":53},"end":{"line":65,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1070¿VariableDeclarator¿¿1530¿v131¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1071¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1072¿Identifier¿¿1530¿path¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1073¿Identifier¿¿1530¿length¿¿¿{"start":{"line":67,"column":11},"end":{"line":67,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1074¿VariableDeclarator¿¿1530¿v132¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1075¿BinaryExpression¿===¿1530¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1076¿Identifier¿¿1530¿v131¿¿¿¿¿Identifier
1077¿Literal¿number¿1530¿¿0¿¿{"start":{"line":67,"column":22},"end":{"line":67,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1078¿IfStatement¿¿1530¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿IfStatement
1079¿Identifier¿¿1530¿v132¿¿¿¿¿Identifier
1080¿VariableDeclarator¿¿1530¿v133¿¿¿{"start":{"line":68,"column":11},"end":{"line":68,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1081¿MemberExpression¿computed¿1530¿¿¿¿{"start":{"line":68,"column":11},"end":{"line":68,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1082¿Identifier¿¿1530¿object¿¿¿{"start":{"line":68,"column":11},"end":{"line":68,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1083¿Identifier¿¿1530¿key¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1084¿ReturnStatement¿¿1530¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ReturnStatement
1085¿Identifier¿¿1530¿v133¿¿¿¿¿Identifier
1086¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":67,"column":25},"end":{"line":69,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1087¿VariableDeclarator¿¿1530¿v134¿¿¿{"start":{"line":71,"column":6},"end":{"line":71,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1088¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":71,"column":6},"end":{"line":71,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1089¿Identifier¿¿1530¿path¿¿¿{"start":{"line":71,"column":6},"end":{"line":71,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1090¿Identifier¿¿1530¿length¿¿¿{"start":{"line":71,"column":11},"end":{"line":71,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1091¿IfStatement¿¿1530¿¿¿¿{"start":{"line":71,"column":2},"end":{"line":73,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿IfStatement
1092¿Identifier¿¿1530¿v134¿¿¿¿¿Identifier
1093¿VariableDeclarator¿¿1530¿v135¿¿¿{"start":{"line":72,"column":15},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1094¿MemberExpression¿computed¿1530¿¿¿¿{"start":{"line":72,"column":15},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1095¿Identifier¿¿1530¿object¿¿¿{"start":{"line":72,"column":15},"end":{"line":72,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1096¿Identifier¿¿1530¿key¿¿¿{"start":{"line":72,"column":22},"end":{"line":72,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1097¿VariableDeclarator¿¿1530¿v136¿¿¿{"start":{"line":72,"column":11},"end":{"line":72,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1098¿CallExpression¿¿1530¿¿¿¿{"start":{"line":72,"column":11},"end":{"line":72,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1099¿Identifier¿¿1530¿get¿¿¿{"start":{"line":72,"column":11},"end":{"line":72,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1100¿Identifier¿¿1530¿v135¿¿¿¿¿Identifier
1101¿Identifier¿¿1530¿path¿¿¿{"start":{"line":72,"column":28},"end":{"line":72,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1102¿ReturnStatement¿¿1530¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ReturnStatement
1103¿Identifier¿¿1530¿v136¿¿¿¿¿Identifier
1104¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":71,"column":19},"end":{"line":73,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1105¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":50,"column":58},"end":{"line":74,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1106¿ExpressionStatement¿¿1522¿¿¿¿{"start":{"line":50,"column":10},"end":{"line":74,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ExpressionStatement
1107¿AssignmentExpression¿=¿1522¿¿¿¿{"start":{"line":50,"column":10},"end":{"line":74,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿AssignmentExpression
1108¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":50,"column":10},"end":{"line":50,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1109¿Identifier¿¿1522¿v119¿¿¿¿¿Identifier
1110¿Identifier¿¿1522¿get¿¿¿{"start":{"line":50,"column":25},"end":{"line":50,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1111¿Identifier¿¿1522¿get¿¿¿¿¿Identifier
1112¿VariableDeclarator¿¿1522¿get¿¿¿{"start":{"line":50,"column":4},"end":{"line":74,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1113¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":50,"column":10},"end":{"line":50,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1114¿Identifier¿¿1522¿v119¿¿¿¿¿Identifier
1115¿Identifier¿¿1522¿get¿¿¿{"start":{"line":50,"column":25},"end":{"line":50,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1116¿VariableDeclarator¿¿1522¿v137¿¿¿{"start":{"line":85,"column":13},"end":{"line":85,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1117¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":85,"column":13},"end":{"line":85,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1118¿Identifier¿¿1522¿module¿¿¿{"start":{"line":85,"column":13},"end":{"line":85,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1119¿Identifier¿¿1522¿exports¿¿¿{"start":{"line":85,"column":20},"end":{"line":85,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1120¿VariableDeclarator¿exported¿1522¿search¿¿¿{"start":{"line":85,"column":13},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1121¿FunctionExpression¿¿1522¿anon¿¿¿{"start":{"line":85,"column":37},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿FunctionExpression
1122¿Identifier¿¿0¿object¿¿¿{"start":{"line":85,"column":53},"end":{"line":85,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1123¿Identifier¿¿0¿path¿¿¿{"start":{"line":85,"column":61},"end":{"line":85,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1124¿VariableDeclarator¿¿1537¿v138¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1125¿UnaryExpression¿typeof¿1537¿¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿UnaryExpression
1126¿Identifier¿¿1537¿path¿¿¿{"start":{"line":86,"column":13},"end":{"line":86,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1127¿VariableDeclarator¿¿1537¿v139¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1128¿BinaryExpression¿===¿1537¿¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1129¿Identifier¿¿1537¿v138¿¿¿¿¿Identifier
1130¿Literal¿string¿1537¿¿'string'¿¿{"start":{"line":86,"column":22},"end":{"line":86,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1131¿IfStatement¿¿1537¿¿¿¿{"start":{"line":86,"column":2},"end":{"line":88,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿IfStatement
1132¿Identifier¿¿1537¿v139¿¿¿¿¿Identifier
1133¿ExpressionStatement¿¿1537¿¿¿¿{"start":{"line":87,"column":4},"end":{"line":87,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿ExpressionStatement
1134¿AssignmentExpression¿=¿1537¿¿¿¿{"start":{"line":87,"column":4},"end":{"line":87,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿AssignmentExpression
1135¿Identifier¿¿1537¿path¿¿¿{"start":{"line":87,"column":4},"end":{"line":87,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1136¿CallExpression¿¿1537¿¿¿¿{"start":{"line":87,"column":11},"end":{"line":87,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿CallExpression
1137¿MemberExpression¿¿1537¿¿¿¿{"start":{"line":87,"column":11},"end":{"line":87,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿MemberExpression
1138¿Identifier¿¿1537¿path¿¿¿{"start":{"line":87,"column":11},"end":{"line":87,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1139¿Identifier¿¿1537¿split¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1140¿Literal¿string¿1537¿¿'.'¿¿{"start":{"line":87,"column":22},"end":{"line":87,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Literal
1141¿BlockStatement¿¿1537¿¿¿¿{"start":{"line":86,"column":32},"end":{"line":88,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BlockStatement
1142¿VariableDeclarator¿¿1537¿v140¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1143¿BinaryExpression¿instanceof¿1537¿¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿BinaryExpression
1144¿Identifier¿¿1537¿path¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1145¿Identifier¿¿1537¿Array¿¿¿{"start":{"line":90,"column":24},"end":{"line":90,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿Identifier
1146¿VariableDeclarator¿¿1537¿v141¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿VariableDeclarator
1147¿UnaryExpression¿!¿1537¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dotty_0.0.1/src/index.js"}¿¿UnaryExpression
