Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3088¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":166,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Program
3739¿Identifier¿¿4463¿v432¿¿¿¿¿Identifier
3740¿Identifier¿¿4463¿v434¿¿¿¿¿Identifier
3741¿WhileStatement¿¿4463¿¿¿¿{"start":{"line":112,"column":4},"end":{"line":120,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿WhileStatement
3742¿Identifier¿¿4463¿v435¿¿¿¿¿Identifier
3743¿ExpressionStatement¿¿4463¿¿¿¿{"start":{"line":113,"column":8},"end":{"line":113,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
3744¿AssignmentExpression¿+=¿4463¿¿¿¿{"start":{"line":113,"column":8},"end":{"line":113,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
3745¿Identifier¿¿4463¿i¿¿¿{"start":{"line":113,"column":8},"end":{"line":113,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3746¿Literal¿number¿4463¿¿1¿¿{"start":{"line":113,"column":13},"end":{"line":113,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
3747¿VariableDeclarator¿¿4463¿v436¿¿¿{"start":{"line":114,"column":13},"end":{"line":114,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3748¿MemberExpression¿¿4463¿¿¿¿{"start":{"line":114,"column":13},"end":{"line":114,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3749¿Identifier¿¿4463¿options¿¿¿{"start":{"line":114,"column":13},"end":{"line":114,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3750¿Identifier¿¿4463¿plainObjects¿¿¿{"start":{"line":114,"column":21},"end":{"line":114,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3751¿VariableDeclarator¿¿4463¿v437¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3752¿UnaryExpression¿!¿4463¿¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿UnaryExpression
3753¿Identifier¿¿4463¿v436¿¿¿¿¿Identifier
3754¿VariableDeclarator¿¿4463¿v438¿¿¿{"start":{"line":114,"column":46},"end":{"line":114,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3755¿MemberExpression¿¿4463¿¿¿¿{"start":{"line":114,"column":46},"end":{"line":114,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3756¿Identifier¿¿4463¿Object¿¿¿{"start":{"line":114,"column":46},"end":{"line":114,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3757¿Identifier¿¿4463¿prototype¿¿¿{"start":{"line":114,"column":53},"end":{"line":114,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3758¿VariableDeclarator¿¿4463¿v439¿¿¿{"start":{"line":114,"column":64},"end":{"line":114,"column":74},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3759¿MemberExpression¿computed¿4463¿¿¿¿{"start":{"line":114,"column":64},"end":{"line":114,"column":74},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3760¿Identifier¿¿4463¿segment¿¿¿{"start":{"line":114,"column":64},"end":{"line":114,"column":71},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3761¿Literal¿number¿4463¿¿1¿¿{"start":{"line":114,"column":72},"end":{"line":114,"column":73},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
3762¿VariableDeclarator¿¿4463¿v440¿¿¿{"start":{"line":114,"column":84},"end":{"line":114,"column":86},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3763¿UnaryExpression¿-¿4463¿¿¿¿{"start":{"line":114,"column":84},"end":{"line":114,"column":86},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿UnaryExpression
3764¿Literal¿number¿4463¿¿1¿¿{"start":{"line":114,"column":85},"end":{"line":114,"column":86},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
3765¿VariableDeclarator¿¿4463¿v441¿¿¿{"start":{"line":114,"column":64},"end":{"line":114,"column":87},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3766¿CallExpression¿¿4463¿¿¿¿{"start":{"line":114,"column":64},"end":{"line":114,"column":87},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
3767¿MemberExpression¿¿4463¿¿¿¿{"start":{"line":114,"column":64},"end":{"line":114,"column":80},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3768¿Identifier¿¿4463¿v439¿¿¿¿¿Identifier
3769¿Identifier¿¿4463¿slice¿¿¿{"start":{"line":114,"column":75},"end":{"line":114,"column":80},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3770¿Literal¿number¿4463¿¿1¿¿{"start":{"line":114,"column":81},"end":{"line":114,"column":82},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
3771¿Identifier¿¿4463¿v440¿¿¿¿¿Identifier
3772¿VariableDeclarator¿¿4463¿v442¿¿¿{"start":{"line":114,"column":37},"end":{"line":114,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3773¿CallExpression¿¿4463¿¿¿¿{"start":{"line":114,"column":37},"end":{"line":114,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
3774¿MemberExpression¿¿4463¿¿¿¿{"start":{"line":114,"column":37},"end":{"line":114,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3775¿Identifier¿¿4463¿has¿¿¿{"start":{"line":114,"column":37},"end":{"line":114,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3776¿Identifier¿¿4463¿call¿¿¿{"start":{"line":114,"column":41},"end":{"line":114,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3777¿Identifier¿¿4463¿v438¿¿¿¿¿Identifier
3778¿Identifier¿¿4463¿v441¿¿¿¿¿Identifier
3779¿VariableDeclarator¿¿4463¿v443¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3780¿LogicalExpression¿&&¿4463¿¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿LogicalExpression
3781¿Identifier¿¿4463¿v437¿¿¿¿¿Identifier
3782¿Identifier¿¿4463¿v442¿¿¿¿¿Identifier
3783¿IfStatement¿¿4463¿¿¿¿{"start":{"line":114,"column":8},"end":{"line":118,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿IfStatement
3784¿Identifier¿¿4463¿v443¿¿¿¿¿Identifier
3785¿VariableDeclarator¿¿4463¿v444¿¿¿{"start":{"line":115,"column":17},"end":{"line":115,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3786¿MemberExpression¿¿4463¿¿¿¿{"start":{"line":115,"column":17},"end":{"line":115,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3787¿Identifier¿¿4463¿options¿¿¿{"start":{"line":115,"column":17},"end":{"line":115,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3788¿Identifier¿¿4463¿allowPrototypes¿¿¿{"start":{"line":115,"column":25},"end":{"line":115,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3789¿VariableDeclarator¿¿4463¿v445¿¿¿{"start":{"line":115,"column":16},"end":{"line":115,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3790¿UnaryExpression¿!¿4463¿¿¿¿{"start":{"line":115,"column":16},"end":{"line":115,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿UnaryExpression
3791¿Identifier¿¿4463¿v444¿¿¿¿¿Identifier
3792¿IfStatement¿¿4463¿¿¿¿{"start":{"line":115,"column":12},"end":{"line":117,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿IfStatement
3793¿Identifier¿¿4463¿v445¿¿¿¿¿Identifier
3794¿ReturnStatement¿¿4463¿¿¿¿{"start":{"line":116,"column":16},"end":{"line":116,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ReturnStatement
3795¿BlockStatement¿¿4463¿¿¿¿{"start":{"line":115,"column":42},"end":{"line":117,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BlockStatement
3796¿BlockStatement¿¿4463¿¿¿¿{"start":{"line":114,"column":90},"end":{"line":118,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BlockStatement
3797¿VariableDeclarator¿¿4463¿v446¿¿¿{"start":{"line":119,"column":18},"end":{"line":119,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3798¿MemberExpression¿computed¿4463¿¿¿¿{"start":{"line":119,"column":18},"end":{"line":119,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3799¿Identifier¿¿4463¿segment¿¿¿{"start":{"line":119,"column":18},"end":{"line":119,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3800¿Literal¿number¿4463¿¿1¿¿{"start":{"line":119,"column":26},"end":{"line":119,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
3801¿VariableDeclarator¿¿4463¿v447¿¿¿{"start":{"line":119,"column":8},"end":{"line":119,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3802¿CallExpression¿¿4463¿¿¿¿{"start":{"line":119,"column":8},"end":{"line":119,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
3803¿MemberExpression¿¿4463¿¿¿¿{"start":{"line":119,"column":8},"end":{"line":119,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3804¿Identifier¿¿4463¿keys¿¿¿{"start":{"line":119,"column":8},"end":{"line":119,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3805¿Identifier¿¿4463¿push¿¿¿{"start":{"line":119,"column":13},"end":{"line":119,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3806¿Identifier¿¿4463¿v446¿¿¿¿¿Identifier
3807¿ExpressionStatement¿¿4463¿¿¿¿{"start":{"line":119,"column":8},"end":{"line":119,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
3808¿Identifier¿¿4463¿v447¿¿¿¿¿Identifier
3809¿ExpressionStatement¿¿4463¿¿¿¿{"start":{"line":112,"column":4},"end":{"line":120,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
3810¿AssignmentExpression¿=¿4463¿¿¿¿{"start":{"line":112,"column":4},"end":{"line":120,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿AssignmentExpression
3811¿Identifier¿¿4463¿v435¿¿¿{"start":{"line":112,"column":4},"end":{"line":120,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3812¿LogicalExpression¿&&¿4463¿¿¿¿{"start":{"line":112,"column":11},"end":{"line":112,"column":68},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿LogicalExpression
3813¿Identifier¿¿4463¿v432¿¿¿¿¿Identifier
3814¿Identifier¿¿4463¿v434¿¿¿¿¿Identifier
3815¿BlockStatement¿¿4463¿¿¿¿{"start":{"line":112,"column":70},"end":{"line":120,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BlockStatement
3816¿IfStatement¿¿4463¿¿¿¿{"start":{"line":124,"column":4},"end":{"line":126,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿IfStatement
3817¿Identifier¿¿4463¿segment¿¿¿{"start":{"line":124,"column":8},"end":{"line":124,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3818¿VariableDeclarator¿¿4463¿v448¿¿¿{"start":{"line":125,"column":34},"end":{"line":125,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3819¿MemberExpression¿¿4463¿¿¿¿{"start":{"line":125,"column":34},"end":{"line":125,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3820¿Identifier¿¿4463¿segment¿¿¿{"start":{"line":125,"column":34},"end":{"line":125,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3821¿Identifier¿¿4463¿index¿¿¿{"start":{"line":125,"column":42},"end":{"line":125,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3822¿VariableDeclarator¿¿4463¿v449¿¿¿{"start":{"line":125,"column":24},"end":{"line":125,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3823¿CallExpression¿¿4463¿¿¿¿{"start":{"line":125,"column":24},"end":{"line":125,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
3824¿MemberExpression¿¿4463¿¿¿¿{"start":{"line":125,"column":24},"end":{"line":125,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3825¿Identifier¿¿4463¿key¿¿¿{"start":{"line":125,"column":24},"end":{"line":125,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3826¿Identifier¿¿4463¿slice¿¿¿{"start":{"line":125,"column":28},"end":{"line":125,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3827¿Identifier¿¿4463¿v448¿¿¿¿¿Identifier
3828¿VariableDeclarator¿¿4463¿v450¿¿¿{"start":{"line":125,"column":18},"end":{"line":125,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3829¿BinaryExpression¿+¿4463¿¿¿¿{"start":{"line":125,"column":18},"end":{"line":125,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BinaryExpression
3830¿Literal¿string¿4463¿¿'['¿¿{"start":{"line":125,"column":18},"end":{"line":125,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
3831¿Identifier¿¿4463¿v449¿¿¿¿¿Identifier
3832¿VariableDeclarator¿¿4463¿v451¿¿¿{"start":{"line":125,"column":18},"end":{"line":125,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3833¿BinaryExpression¿+¿4463¿¿¿¿{"start":{"line":125,"column":18},"end":{"line":125,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BinaryExpression
3834¿Identifier¿¿4463¿v450¿¿¿¿¿Identifier
3835¿Literal¿string¿4463¿¿']'¿¿{"start":{"line":125,"column":51},"end":{"line":125,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
3836¿VariableDeclarator¿¿4463¿v452¿¿¿{"start":{"line":125,"column":8},"end":{"line":125,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3837¿CallExpression¿¿4463¿¿¿¿{"start":{"line":125,"column":8},"end":{"line":125,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
3838¿MemberExpression¿¿4463¿¿¿¿{"start":{"line":125,"column":8},"end":{"line":125,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3839¿Identifier¿¿4463¿keys¿¿¿{"start":{"line":125,"column":8},"end":{"line":125,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3840¿Identifier¿¿4463¿push¿¿¿{"start":{"line":125,"column":13},"end":{"line":125,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3841¿Identifier¿¿4463¿v451¿¿¿¿¿Identifier
3842¿ExpressionStatement¿¿4463¿¿¿¿{"start":{"line":125,"column":8},"end":{"line":125,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ExpressionStatement
3843¿Identifier¿¿4463¿v452¿¿¿¿¿Identifier
3844¿BlockStatement¿¿4463¿¿¿¿{"start":{"line":124,"column":17},"end":{"line":126,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BlockStatement
3845¿VariableDeclarator¿¿4463¿v453¿¿¿{"start":{"line":128,"column":11},"end":{"line":128,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3846¿CallExpression¿¿4463¿¿¿¿{"start":{"line":128,"column":11},"end":{"line":128,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿CallExpression
3847¿Identifier¿¿4463¿parseObject¿¿¿{"start":{"line":128,"column":11},"end":{"line":128,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3848¿Identifier¿¿4463¿keys¿¿¿{"start":{"line":128,"column":23},"end":{"line":128,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3849¿Identifier¿¿4463¿val¿¿¿{"start":{"line":128,"column":29},"end":{"line":128,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3850¿Identifier¿¿4463¿options¿¿¿{"start":{"line":128,"column":34},"end":{"line":128,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3851¿ReturnStatement¿¿4463¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ReturnStatement
3852¿Identifier¿¿4463¿v453¿¿¿¿¿Identifier
3853¿BlockStatement¿¿4463¿¿¿¿{"start":{"line":77,"column":59},"end":{"line":129,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BlockStatement
3854¿VariableDeclarator¿exported¿4446¿v544¿¿¿{"start":{"line":131,"column":0},"end":{"line":166,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3855¿FunctionExpression¿¿4446¿anon¿¿¿{"start":{"line":131,"column":17},"end":{"line":166,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿FunctionExpression
3856¿Identifier¿¿0¿str¿¿¿{"start":{"line":131,"column":27},"end":{"line":131,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3857¿Identifier¿¿0¿opts¿¿¿{"start":{"line":131,"column":32},"end":{"line":131,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3858¿VariableDeclarator¿¿4474¿v454¿¿¿{"start":{"line":132,"column":26},"end":{"line":132,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3859¿ObjectExpression¿¿4474¿¿¿¿{"start":{"line":132,"column":26},"end":{"line":132,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿ObjectExpression
3860¿VariableDeclarator¿¿4474¿options¿¿¿{"start":{"line":132,"column":8},"end":{"line":132,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3861¿LogicalExpression¿||¿4474¿¿¿¿{"start":{"line":132,"column":18},"end":{"line":132,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿LogicalExpression
3862¿Identifier¿¿4474¿opts¿¿¿{"start":{"line":132,"column":18},"end":{"line":132,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3863¿Identifier¿¿4474¿v454¿¿¿¿¿Identifier
3864¿VariableDeclarator¿¿4474¿v455¿¿¿{"start":{"line":134,"column":8},"end":{"line":134,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3865¿MemberExpression¿¿4474¿¿¿¿{"start":{"line":134,"column":8},"end":{"line":134,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3866¿Identifier¿¿4474¿options¿¿¿{"start":{"line":134,"column":8},"end":{"line":134,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3867¿Identifier¿¿4474¿decoder¿¿¿{"start":{"line":134,"column":16},"end":{"line":134,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3868¿VariableDeclarator¿¿4474¿v456¿¿¿{"start":{"line":134,"column":8},"end":{"line":134,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3869¿BinaryExpression¿!==¿4474¿¿¿¿{"start":{"line":134,"column":8},"end":{"line":134,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BinaryExpression
3870¿Identifier¿¿4474¿v455¿¿¿¿¿Identifier
3871¿Literal¿object¿4474¿¿null¿¿{"start":{"line":134,"column":28},"end":{"line":134,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
3872¿VariableDeclarator¿¿4474¿v457¿¿¿{"start":{"line":134,"column":36},"end":{"line":134,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3873¿MemberExpression¿¿4474¿¿¿¿{"start":{"line":134,"column":36},"end":{"line":134,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3874¿Identifier¿¿4474¿options¿¿¿{"start":{"line":134,"column":36},"end":{"line":134,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3875¿Identifier¿¿4474¿decoder¿¿¿{"start":{"line":134,"column":44},"end":{"line":134,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3876¿VariableDeclarator¿¿4474¿v458¿¿¿{"start":{"line":134,"column":36},"end":{"line":134,"column":65},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3877¿BinaryExpression¿!==¿4474¿¿¿¿{"start":{"line":134,"column":36},"end":{"line":134,"column":65},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BinaryExpression
3878¿Identifier¿¿4474¿v457¿¿¿¿¿Identifier
3879¿Identifier¿¿4474¿undefined¿¿¿{"start":{"line":134,"column":56},"end":{"line":134,"column":65},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3880¿VariableDeclarator¿¿4474¿v459¿¿¿{"start":{"line":134,"column":8},"end":{"line":134,"column":65},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3881¿LogicalExpression¿&&¿4474¿¿¿¿{"start":{"line":134,"column":8},"end":{"line":134,"column":65},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿LogicalExpression
3882¿Identifier¿¿4474¿v456¿¿¿¿¿Identifier
3883¿Identifier¿¿4474¿v458¿¿¿¿¿Identifier
3884¿VariableDeclarator¿¿4474¿v460¿¿¿{"start":{"line":134,"column":76},"end":{"line":134,"column":91},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3885¿MemberExpression¿¿4474¿¿¿¿{"start":{"line":134,"column":76},"end":{"line":134,"column":91},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿MemberExpression
3886¿Identifier¿¿4474¿options¿¿¿{"start":{"line":134,"column":76},"end":{"line":134,"column":83},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3887¿Identifier¿¿4474¿decoder¿¿¿{"start":{"line":134,"column":84},"end":{"line":134,"column":91},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Identifier
3888¿VariableDeclarator¿¿4474¿v461¿¿¿{"start":{"line":134,"column":69},"end":{"line":134,"column":91},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3889¿UnaryExpression¿typeof¿4474¿¿¿¿{"start":{"line":134,"column":69},"end":{"line":134,"column":91},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿UnaryExpression
3890¿Identifier¿¿4474¿v460¿¿¿¿¿Identifier
3891¿VariableDeclarator¿¿4474¿v462¿¿¿{"start":{"line":134,"column":69},"end":{"line":134,"column":106},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
3892¿BinaryExpression¿!==¿4474¿¿¿¿{"start":{"line":134,"column":69},"end":{"line":134,"column":106},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿BinaryExpression
3893¿Identifier¿¿4474¿v461¿¿¿¿¿Identifier
3894¿Literal¿string¿4474¿¿'function'¿¿{"start":{"line":134,"column":96},"end":{"line":134,"column":106},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿Literal
3895¿VariableDeclarator¿¿4474¿v463¿¿¿{"start":{"line":134,"column":8},"end":{"line":134,"column":106},"fname":"/datasets/vulcan-dataset/CWE-471/1469/src/parse.js"}¿¿VariableDeclarator
