Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2610¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":247,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Program
3055¿Identifier¿¿4637¿rdf¿¿¿{"start":{"line":74,"column":0},"end":{"line":74,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3056¿Identifier¿¿4637¿BlankNode¿¿¿{"start":{"line":74,"column":4},"end":{"line":74,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3057¿ExpressionStatement¿¿4637¿¿¿¿{"start":{"line":74,"column":0},"end":{"line":74,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
3058¿AssignmentExpression¿=¿4637¿¿¿¿{"start":{"line":74,"column":0},"end":{"line":74,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
3059¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":74,"column":0},"end":{"line":74,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3060¿Identifier¿¿4637¿v421¿¿¿¿¿Identifier
3061¿Identifier¿¿4637¿nextId¿¿¿{"start":{"line":74,"column":14},"end":{"line":74,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3062¿Literal¿number¿4637¿¿0¿¿{"start":{"line":74,"column":23},"end":{"line":74,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
3063¿VariableDeclarator¿¿4637¿v427¿¿¿{"start":{"line":76,"column":0},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3064¿FunctionExpression¿¿4637¿anon¿¿¿{"start":{"line":76,"column":14},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿FunctionExpression
3065¿Identifier¿¿0¿value¿¿¿{"start":{"line":76,"column":24},"end":{"line":76,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3066¿Identifier¿¿0¿language¿¿¿{"start":{"line":76,"column":31},"end":{"line":76,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3067¿Identifier¿¿0¿datatype¿¿¿{"start":{"line":76,"column":41},"end":{"line":76,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3068¿Identifier¿¿0¿native¿¿¿{"start":{"line":76,"column":51},"end":{"line":76,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3069¿ExpressionStatement¿¿4667¿¿¿¿{"start":{"line":77,"column":2},"end":{"line":77,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
3070¿AssignmentExpression¿=¿4667¿¿¿¿{"start":{"line":77,"column":2},"end":{"line":77,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
3071¿MemberExpression¿¿4667¿¿¿¿{"start":{"line":77,"column":2},"end":{"line":77,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3072¿ThisExpression¿¿4667¿¿¿¿{"start":{"line":77,"column":2},"end":{"line":77,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3073¿Identifier¿¿4667¿interfaceName¿¿¿{"start":{"line":77,"column":7},"end":{"line":77,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3074¿Literal¿string¿4667¿¿'Literal'¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
3075¿ExpressionStatement¿¿4667¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":78,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
3076¿AssignmentExpression¿=¿4667¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":78,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
3077¿MemberExpression¿¿4667¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":78,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3078¿ThisExpression¿¿4667¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":78,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3079¿Identifier¿¿4667¿nominalValue¿¿¿{"start":{"line":78,"column":7},"end":{"line":78,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3080¿Identifier¿¿4667¿value¿¿¿{"start":{"line":78,"column":22},"end":{"line":78,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3081¿IfStatement¿¿4667¿¿¿¿{"start":{"line":80,"column":2},"end":{"line":91,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿IfStatement
3082¿Identifier¿¿4667¿language¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3083¿ExpressionStatement¿¿4667¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
3084¿AssignmentExpression¿=¿4667¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
3085¿MemberExpression¿¿4667¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3086¿ThisExpression¿¿4667¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3087¿Identifier¿¿4667¿language¿¿¿{"start":{"line":81,"column":9},"end":{"line":81,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3088¿Identifier¿¿4667¿language¿¿¿{"start":{"line":81,"column":20},"end":{"line":81,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3089¿VariableDeclarator¿¿4667¿v422¿¿¿{"start":{"line":82,"column":20},"end":{"line":82,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3090¿MemberExpression¿¿4667¿¿¿¿{"start":{"line":82,"column":20},"end":{"line":82,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3091¿Identifier¿¿4667¿rdf¿¿¿{"start":{"line":82,"column":20},"end":{"line":82,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3092¿Identifier¿¿4667¿Literal¿¿¿{"start":{"line":82,"column":24},"end":{"line":82,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3093¿VariableDeclarator¿¿4667¿v423¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3094¿MemberExpression¿¿4667¿¿¿¿{"start":{"line":82,"column":20},"end":{"line":82,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3095¿Identifier¿¿4667¿v422¿¿¿¿¿Identifier
3096¿Identifier¿¿4667¿langString¿¿¿{"start":{"line":82,"column":32},"end":{"line":82,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3097¿ExpressionStatement¿¿4667¿¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
3098¿AssignmentExpression¿=¿4667¿¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
3099¿MemberExpression¿¿4667¿¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3100¿ThisExpression¿¿4667¿¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3101¿Identifier¿¿4667¿datatype¿¿¿{"start":{"line":82,"column":9},"end":{"line":82,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3102¿Identifier¿¿4667¿v423¿¿¿¿¿Identifier
3103¿BlockStatement¿¿4667¿¿¿¿{"start":{"line":80,"column":16},"end":{"line":83,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
3104¿ExpressionStatement¿¿4667¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
3105¿AssignmentExpression¿=¿4667¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
3106¿MemberExpression¿¿4667¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3107¿ThisExpression¿¿4667¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3108¿Identifier¿¿4667¿language¿¿¿{"start":{"line":84,"column":9},"end":{"line":84,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3109¿Literal¿object¿4667¿¿null¿¿{"start":{"line":84,"column":20},"end":{"line":84,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
3110¿IfStatement¿¿4667¿¿¿¿{"start":{"line":86,"column":4},"end":{"line":90,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿IfStatement
3111¿Identifier¿¿4667¿datatype¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3112¿VariableDeclarator¿¿4667¿v424¿¿¿{"start":{"line":87,"column":40},"end":{"line":87,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3113¿CallExpression¿¿4667¿¿¿¿{"start":{"line":87,"column":40},"end":{"line":87,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿CallExpression
3114¿MemberExpression¿¿4667¿¿¿¿{"start":{"line":87,"column":40},"end":{"line":87,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3115¿Identifier¿¿4667¿datatype¿¿¿{"start":{"line":87,"column":40},"end":{"line":87,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3116¿Identifier¿¿4667¿toString¿¿¿{"start":{"line":87,"column":49},"end":{"line":87,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3117¿ExpressionStatement¿¿4667¿¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
3118¿AssignmentExpression¿=¿4667¿¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
3119¿MemberExpression¿¿4667¿¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3120¿ThisExpression¿¿4667¿¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3121¿Identifier¿¿4667¿datatype¿¿¿{"start":{"line":87,"column":11},"end":{"line":87,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3122¿NewExpression¿¿4667¿¿¿¿{"start":{"line":87,"column":22},"end":{"line":87,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿NewExpression
3123¿MemberExpression¿¿4667¿¿¿¿{"start":{"line":87,"column":26},"end":{"line":87,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3124¿Identifier¿¿4667¿rdf¿¿¿{"start":{"line":87,"column":26},"end":{"line":87,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3125¿Identifier¿¿4667¿NamedNode¿¿¿{"start":{"line":87,"column":30},"end":{"line":87,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3126¿Identifier¿¿4667¿v424¿¿¿¿¿Identifier
3127¿BlockStatement¿¿4667¿¿¿¿{"start":{"line":86,"column":18},"end":{"line":88,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
3128¿VariableDeclarator¿¿4667¿v425¿¿¿{"start":{"line":89,"column":22},"end":{"line":89,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3129¿MemberExpression¿¿4667¿¿¿¿{"start":{"line":89,"column":22},"end":{"line":89,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3130¿Identifier¿¿4667¿rdf¿¿¿{"start":{"line":89,"column":22},"end":{"line":89,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3131¿Identifier¿¿4667¿Literal¿¿¿{"start":{"line":89,"column":26},"end":{"line":89,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3132¿VariableDeclarator¿¿4667¿v426¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3133¿MemberExpression¿¿4667¿¿¿¿{"start":{"line":89,"column":22},"end":{"line":89,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3134¿Identifier¿¿4667¿v425¿¿¿¿¿Identifier
3135¿Identifier¿¿4667¿string¿¿¿{"start":{"line":89,"column":34},"end":{"line":89,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3136¿ExpressionStatement¿¿4667¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
3137¿AssignmentExpression¿=¿4667¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
3138¿MemberExpression¿¿4667¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3139¿ThisExpression¿¿4667¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3140¿Identifier¿¿4667¿datatype¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3141¿Identifier¿¿4667¿v426¿¿¿¿¿Identifier
3142¿BlockStatement¿¿4667¿¿¿¿{"start":{"line":88,"column":11},"end":{"line":90,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
3143¿BlockStatement¿¿4667¿¿¿¿{"start":{"line":83,"column":9},"end":{"line":91,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
3144¿ExpressionStatement¿¿4667¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
3145¿AssignmentExpression¿=¿4667¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
3146¿MemberExpression¿¿4667¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":93,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3147¿ThisExpression¿¿4667¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":93,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3148¿Identifier¿¿4667¿native¿¿¿{"start":{"line":93,"column":7},"end":{"line":93,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3149¿Identifier¿¿4667¿native¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3150¿BlockStatement¿¿4667¿¿¿¿{"start":{"line":76,"column":59},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
3151¿ExpressionStatement¿¿4637¿¿¿¿{"start":{"line":76,"column":0},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ExpressionStatement
3152¿AssignmentExpression¿=¿4637¿¿¿¿{"start":{"line":76,"column":0},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿AssignmentExpression
3153¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":76,"column":0},"end":{"line":76,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3154¿Identifier¿¿4637¿rdf¿¿¿{"start":{"line":76,"column":0},"end":{"line":76,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3155¿Identifier¿¿4637¿Literal¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3156¿Identifier¿¿4637¿v427¿¿¿¿¿Identifier
3157¿VariableDeclarator¿¿4637¿v428¿¿¿{"start":{"line":96,"column":0},"end":{"line":96,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3158¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":96,"column":0},"end":{"line":96,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3159¿Identifier¿¿4637¿rdf¿¿¿{"start":{"line":96,"column":0},"end":{"line":96,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3160¿Identifier¿¿4637¿Literal¿¿¿{"start":{"line":96,"column":4},"end":{"line":96,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3161¿VariableDeclarator¿¿4637¿v429¿¿¿{"start":{"line":96,"column":0},"end":{"line":96,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3162¿MemberExpression¿¿4637¿¿¿¿{"start":{"line":96,"column":0},"end":{"line":96,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3163¿Identifier¿¿4637¿v428¿¿¿¿¿Identifier
3164¿Identifier¿¿4637¿prototype¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3165¿VariableDeclarator¿¿4637¿v458¿¿¿{"start":{"line":96,"column":0},"end":{"line":124,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3166¿FunctionExpression¿¿4637¿anon¿¿¿{"start":{"line":96,"column":31},"end":{"line":124,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿FunctionExpression
3167¿Identifier¿¿0¿other¿¿¿{"start":{"line":96,"column":41},"end":{"line":96,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3168¿VariableDeclarator¿¿4671¿v430¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3169¿UnaryExpression¿typeof¿4671¿¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿UnaryExpression
3170¿Identifier¿¿4671¿other¿¿¿{"start":{"line":97,"column":13},"end":{"line":97,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3171¿VariableDeclarator¿¿4671¿v431¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3172¿BinaryExpression¿===¿4671¿¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BinaryExpression
3173¿Identifier¿¿4671¿v430¿¿¿¿¿Identifier
3174¿Literal¿string¿4671¿¿'string'¿¿{"start":{"line":97,"column":23},"end":{"line":97,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Literal
3175¿IfStatement¿¿4671¿¿¿¿{"start":{"line":97,"column":2},"end":{"line":99,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿IfStatement
3176¿Identifier¿¿4671¿v431¿¿¿¿¿Identifier
3177¿VariableDeclarator¿¿4671¿v432¿¿¿{"start":{"line":98,"column":11},"end":{"line":98,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3178¿MemberExpression¿¿4671¿¿¿¿{"start":{"line":98,"column":11},"end":{"line":98,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿MemberExpression
3179¿ThisExpression¿¿4671¿¿¿¿{"start":{"line":98,"column":11},"end":{"line":98,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ThisExpression
3180¿Identifier¿¿4671¿nominalValue¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3181¿VariableDeclarator¿¿4671¿v433¿¿¿{"start":{"line":98,"column":11},"end":{"line":98,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿VariableDeclarator
3182¿BinaryExpression¿===¿4671¿¿¿¿{"start":{"line":98,"column":11},"end":{"line":98,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BinaryExpression
3183¿Identifier¿¿4671¿v432¿¿¿¿¿Identifier
3184¿Identifier¿¿4671¿other¿¿¿{"start":{"line":98,"column":33},"end":{"line":98,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿Identifier
3185¿ReturnStatement¿¿4671¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿ReturnStatement
3186¿Identifier¿¿4671¿v433¿¿¿¿¿Identifier
3187¿BlockStatement¿¿4671¿¿¿¿{"start":{"line":97,"column":33},"end":{"line":99,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/rdf-graph-array_0.3.0/src/index.js"}¿¿BlockStatement
