Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1074¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":268,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Program
1217¿Literal¿string¿1857¿¿'fs'¿¿{"start":{"line":7,"column":17},"end":{"line":7,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1218¿VariableDeclarator¿¿1857¿abs¿¿¿{"start":{"line":8,"column":4},"end":{"line":8,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1219¿CallExpression¿¿1857¿¿¿¿{"start":{"line":8,"column":10},"end":{"line":8,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1220¿Identifier¿¿1857¿require¿¿¿{"start":{"line":8,"column":10},"end":{"line":8,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1221¿Literal¿string¿1857¿¿'abs'¿¿{"start":{"line":8,"column":18},"end":{"line":8,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1222¿VariableDeclarator¿¿1857¿ExecLimiter¿¿¿{"start":{"line":9,"column":4},"end":{"line":9,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1223¿CallExpression¿¿1857¿¿¿¿{"start":{"line":9,"column":18},"end":{"line":9,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1224¿Identifier¿¿1857¿require¿¿¿{"start":{"line":9,"column":18},"end":{"line":9,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1225¿Literal¿string¿1857¿¿'exec-limiter'¿¿{"start":{"line":9,"column":26},"end":{"line":9,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1226¿VariableDeclarator¿¿1857¿ul¿¿¿{"start":{"line":10,"column":4},"end":{"line":10,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1227¿CallExpression¿¿1857¿¿¿¿{"start":{"line":10,"column":9},"end":{"line":10,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1228¿Identifier¿¿1857¿require¿¿¿{"start":{"line":10,"column":9},"end":{"line":10,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1229¿Literal¿string¿1857¿¿'ul'¿¿{"start":{"line":10,"column":17},"end":{"line":10,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1230¿VariableDeclarator¿¿1857¿el¿¿¿{"start":{"line":13,"column":4},"end":{"line":13,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1231¿NewExpression¿¿1857¿¿¿¿{"start":{"line":13,"column":9},"end":{"line":13,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿NewExpression
1232¿Identifier¿¿1857¿ExecLimiter¿¿¿{"start":{"line":13,"column":13},"end":{"line":13,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1233¿VariableDeclarator¿¿1857¿v192¿¿¿{"start":{"line":15,"column":10},"end":{"line":264,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1234¿FunctionExpression¿¿1857¿anon¿¿¿{"start":{"line":15,"column":10},"end":{"line":264,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿FunctionExpression
1235¿VariableDeclarator¿exported¿1872¿Gry¿¿¿{"start":{"line":29,"column":4},"end":{"line":46,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1236¿FunctionExpression¿¿1872¿anon¿¿¿{"start":{"line":29,"column":4},"end":{"line":46,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿FunctionExpression
1237¿Identifier¿¿0¿options¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1238¿VariableDeclarator¿¿1874¿v112¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1239¿CallExpression¿¿1874¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1240¿Identifier¿¿1874¿_classCallCheck¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1241¿ThisExpression¿¿1874¿¿¿¿{"start":{"line":30,"column":24},"end":{"line":30,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ThisExpression
1242¿Identifier¿¿1874¿Gry¿¿¿{"start":{"line":30,"column":30},"end":{"line":30,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1243¿ExpressionStatement¿¿1874¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1244¿Identifier¿¿1874¿v112¿¿¿¿¿Identifier
1245¿VariableDeclarator¿¿1874¿v113¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1246¿UnaryExpression¿typeof¿1874¿¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿UnaryExpression
1247¿Identifier¿¿1874¿options¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1248¿VariableDeclarator¿¿1874¿v114¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1249¿BinaryExpression¿===¿1874¿¿¿¿{"start":{"line":32,"column":12},"end":{"line":32,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BinaryExpression
1250¿Identifier¿¿1874¿v113¿¿¿¿¿Identifier
1251¿Literal¿string¿1874¿¿'string'¿¿{"start":{"line":32,"column":31},"end":{"line":32,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1252¿IfStatement¿¿1874¿¿¿¿{"start":{"line":32,"column":8},"end":{"line":36,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿IfStatement
1253¿Identifier¿¿1874¿v114¿¿¿¿¿Identifier
1254¿ExpressionStatement¿¿1874¿¿¿¿{"start":{"line":33,"column":12},"end":{"line":35,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1255¿AssignmentExpression¿=¿1874¿¿¿¿{"start":{"line":33,"column":12},"end":{"line":35,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1256¿MemberExpression¿¿1874¿¿¿¿{"start":{"line":33,"column":12},"end":{"line":35,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1257¿Identifier¿¿1874¿options¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1258¿Identifier¿¿1874¿path¿¿¿{"start":{"line":34,"column":16},"end":{"line":34,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1259¿Identifier¿¿1874¿options¿¿¿{"start":{"line":34,"column":22},"end":{"line":34,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1260¿ExpressionStatement¿¿1874¿¿¿¿{"start":{"line":33,"column":12},"end":{"line":35,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1261¿AssignmentExpression¿=¿1874¿¿¿¿{"start":{"line":33,"column":12},"end":{"line":35,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1262¿Identifier¿¿1874¿options¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1263¿ObjectExpression¿¿1874¿¿¿¿¿¿ObjectExpression
1264¿ExpressionStatement¿¿1874¿¿¿¿{"start":{"line":33,"column":12},"end":{"line":35,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1265¿AssignmentExpression¿=¿1874¿¿¿¿{"start":{"line":33,"column":12},"end":{"line":35,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1266¿Identifier¿¿1874¿options¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1267¿ObjectExpression¿¿1874¿¿¿¿¿¿ObjectExpression
1268¿BlockStatement¿¿1874¿¿¿¿{"start":{"line":32,"column":41},"end":{"line":36,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1269¿VariableDeclarator¿¿1874¿v115¿¿¿{"start":{"line":38,"column":36},"end":{"line":40,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1270¿ObjectExpression¿¿1874¿¿¿¿{"start":{"line":38,"column":36},"end":{"line":40,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ObjectExpression
1271¿Property¿¿1874¿¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Property
1272¿Identifier¿¿1874¿limit¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1273¿Literal¿number¿1874¿¿30¿¿{"start":{"line":39,"column":19},"end":{"line":39,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1274¿ExpressionStatement¿¿1874¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":40,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1275¿AssignmentExpression¿=¿1874¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":40,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1276¿Identifier¿¿1874¿options¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1277¿CallExpression¿¿1874¿¿¿¿{"start":{"line":38,"column":18},"end":{"line":40,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1278¿MemberExpression¿¿1874¿¿¿¿{"start":{"line":38,"column":18},"end":{"line":38,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1279¿Identifier¿¿1874¿ul¿¿¿{"start":{"line":38,"column":18},"end":{"line":38,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1280¿Identifier¿¿1874¿merge¿¿¿{"start":{"line":38,"column":21},"end":{"line":38,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1281¿Identifier¿¿1874¿options¿¿¿{"start":{"line":38,"column":27},"end":{"line":38,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1282¿Identifier¿¿1874¿v115¿¿¿¿¿Identifier
1283¿VariableDeclarator¿¿1874¿v116¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1284¿MemberExpression¿¿1874¿¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1285¿Identifier¿¿1874¿options¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1286¿Identifier¿¿1874¿path¿¿¿{"start":{"line":42,"column":35},"end":{"line":42,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1287¿VariableDeclarator¿¿1874¿v117¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1288¿CallExpression¿¿1874¿¿¿¿{"start":{"line":42,"column":23},"end":{"line":42,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1289¿Identifier¿¿1874¿abs¿¿¿{"start":{"line":42,"column":23},"end":{"line":42,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1290¿Identifier¿¿1874¿v116¿¿¿¿¿Identifier
1291¿ExpressionStatement¿¿1874¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1292¿AssignmentExpression¿=¿1874¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1293¿MemberExpression¿¿1874¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1294¿Identifier¿¿1874¿options¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1295¿Identifier¿¿1874¿path¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1296¿Identifier¿¿1874¿v117¿¿¿¿¿Identifier
1297¿ExpressionStatement¿¿1874¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1298¿AssignmentExpression¿=¿1874¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1299¿MemberExpression¿¿1874¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1300¿ThisExpression¿¿1874¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ThisExpression
1301¿Identifier¿¿1874¿options¿¿¿{"start":{"line":44,"column":13},"end":{"line":44,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1302¿Identifier¿¿1874¿options¿¿¿{"start":{"line":44,"column":23},"end":{"line":44,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1303¿VariableDeclarator¿¿1874¿v118¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1304¿MemberExpression¿¿1874¿¿¿¿{"start":{"line":45,"column":19},"end":{"line":45,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1305¿Identifier¿¿1874¿options¿¿¿{"start":{"line":45,"column":19},"end":{"line":45,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1306¿Identifier¿¿1874¿path¿¿¿{"start":{"line":45,"column":27},"end":{"line":45,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1307¿ExpressionStatement¿¿1874¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1308¿AssignmentExpression¿=¿1874¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1309¿MemberExpression¿¿1874¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1310¿ThisExpression¿¿1874¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ThisExpression
1311¿Identifier¿¿1874¿cwd¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1312¿Identifier¿¿1874¿v118¿¿¿¿¿Identifier
1313¿BlockStatement¿¿1874¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":46,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1314¿VariableDeclarator¿¿1872¿v138¿¿¿{"start":{"line":63,"column":15},"end":{"line":90,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1315¿FunctionExpression¿¿1872¿exec¿¿¿{"start":{"line":63,"column":15},"end":{"line":90,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿FunctionExpression
1316¿Identifier¿¿0¿command¿¿¿{"start":{"line":63,"column":29},"end":{"line":63,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1317¿Identifier¿¿0¿args¿¿¿{"start":{"line":63,"column":38},"end":{"line":63,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1318¿Identifier¿¿0¿callback¿¿¿{"start":{"line":63,"column":44},"end":{"line":63,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1319¿VariableDeclarator¿¿1877¿eargs¿¿¿{"start":{"line":65,"column":16},"end":{"line":65,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1320¿ArrayExpression¿¿1877¿¿¿¿{"start":{"line":65,"column":24},"end":{"line":65,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ArrayExpression
1321¿VariableDeclarator¿¿1877¿v119¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1322¿UnaryExpression¿typeof¿1877¿¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿UnaryExpression
1323¿Identifier¿¿1877¿args¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1324¿VariableDeclarator¿¿1877¿v120¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1325¿BinaryExpression¿===¿1877¿¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BinaryExpression
1326¿Identifier¿¿1877¿v119¿¿¿¿¿Identifier
1327¿Literal¿string¿1877¿¿'function'¿¿{"start":{"line":66,"column":32},"end":{"line":66,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1328¿IfStatement¿¿1877¿¿¿¿{"start":{"line":66,"column":12},"end":{"line":69,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿IfStatement
1329¿Identifier¿¿1877¿v120¿¿¿¿¿Identifier
1330¿ExpressionStatement¿¿1877¿¿¿¿{"start":{"line":67,"column":16},"end":{"line":67,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1331¿AssignmentExpression¿=¿1877¿¿¿¿{"start":{"line":67,"column":16},"end":{"line":67,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1332¿Identifier¿¿1877¿callback¿¿¿{"start":{"line":67,"column":16},"end":{"line":67,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1333¿Identifier¿¿1877¿args¿¿¿{"start":{"line":67,"column":27},"end":{"line":67,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1334¿ExpressionStatement¿¿1877¿¿¿¿{"start":{"line":68,"column":16},"end":{"line":68,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ExpressionStatement
1335¿AssignmentExpression¿=¿1877¿¿¿¿{"start":{"line":68,"column":16},"end":{"line":68,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿AssignmentExpression
1336¿Identifier¿¿1877¿args¿¿¿{"start":{"line":68,"column":16},"end":{"line":68,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1337¿Literal¿object¿1877¿¿null¿¿{"start":{"line":68,"column":23},"end":{"line":68,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Literal
1338¿BlockStatement¿¿1877¿¿¿¿{"start":{"line":66,"column":44},"end":{"line":69,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿BlockStatement
1339¿VariableDeclarator¿¿1877¿v121¿¿¿{"start":{"line":72,"column":16},"end":{"line":72,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1340¿CallExpression¿¿1877¿¿¿¿{"start":{"line":72,"column":16},"end":{"line":72,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1341¿MemberExpression¿¿1877¿¿¿¿{"start":{"line":72,"column":16},"end":{"line":72,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1342¿Identifier¿¿1877¿Array¿¿¿{"start":{"line":72,"column":16},"end":{"line":72,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1343¿Identifier¿¿1877¿isArray¿¿¿{"start":{"line":72,"column":22},"end":{"line":72,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1344¿Identifier¿¿1877¿args¿¿¿{"start":{"line":72,"column":30},"end":{"line":72,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1345¿IfStatement¿¿1877¿¿¿¿{"start":{"line":72,"column":12},"end":{"line":76,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿IfStatement
1346¿Identifier¿¿1877¿v121¿¿¿¿¿Identifier
1347¿VariableDeclarator¿¿1877¿v122¿¿¿{"start":{"line":73,"column":34},"end":{"line":73,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1348¿ArrayExpression¿¿1877¿¿¿¿{"start":{"line":73,"column":34},"end":{"line":73,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿ArrayExpression
1349¿Identifier¿¿1877¿command¿¿¿{"start":{"line":73,"column":35},"end":{"line":73,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1350¿VariableDeclarator¿¿1877¿v123¿¿¿{"start":{"line":73,"column":34},"end":{"line":73,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
1351¿CallExpression¿¿1877¿¿¿¿{"start":{"line":73,"column":34},"end":{"line":73,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿CallExpression
1352¿MemberExpression¿¿1877¿¿¿¿{"start":{"line":73,"column":34},"end":{"line":73,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿MemberExpression
1353¿Identifier¿¿1877¿v122¿¿¿¿¿Identifier
1354¿Identifier¿¿1877¿concat¿¿¿{"start":{"line":73,"column":44},"end":{"line":73,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1355¿Identifier¿¿1877¿args¿¿¿{"start":{"line":73,"column":51},"end":{"line":73,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿Identifier
1356¿VariableDeclarator¿¿1877¿v124¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/gry_5.0.8/src/index.js"}¿¿VariableDeclarator
