Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
865¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":108,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Program
994¿Literal¿string¿1460¿¿'data'¿¿{"start":{"line":22,"column":28},"end":{"line":22,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Literal
995¿Identifier¿¿1460¿v72¿¿¿¿¿Identifier
996¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":22,"column":4},"end":{"line":34,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
997¿Identifier¿¿1460¿v73¿¿¿¿¿Identifier
998¿BlockStatement¿¿1460¿¿¿¿{"start":{"line":20,"column":56},"end":{"line":35,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
999¿VariableDeclarator¿exported¿1452¿exec¿¿¿{"start":{"line":43,"column":0},"end":{"line":58,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1000¿FunctionExpression¿¿1452¿anon¿¿¿{"start":{"line":43,"column":0},"end":{"line":58,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿FunctionExpression
1001¿Identifier¿¿0¿command¿¿¿{"start":{"line":43,"column":14},"end":{"line":43,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1002¿Identifier¿¿0¿options¿¿¿{"start":{"line":43,"column":23},"end":{"line":43,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1003¿VariableDeclarator¿¿1467¿v83¿¿¿{"start":{"line":44,"column":53},"end":{"line":57,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1004¿FunctionExpression¿¿1467¿anon¿¿¿{"start":{"line":44,"column":53},"end":{"line":57,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿FunctionExpression
1005¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":44,"column":63},"end":{"line":44,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1006¿Identifier¿¿0¿reject¿¿¿{"start":{"line":44,"column":72},"end":{"line":44,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1007¿Identifier¿¿0¿eventEmitter¿¿¿{"start":{"line":44,"column":80},"end":{"line":44,"column":92},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1008¿VariableDeclarator¿¿1469¿v79¿¿¿{"start":{"line":45,"column":53},"end":{"line":55,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1009¿FunctionExpression¿¿1469¿anon¿¿¿{"start":{"line":45,"column":53},"end":{"line":55,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿FunctionExpression
1010¿Identifier¿¿0¿err¿¿¿{"start":{"line":45,"column":63},"end":{"line":45,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1011¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":45,"column":68},"end":{"line":45,"column":74},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1012¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":45,"column":76},"end":{"line":45,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1013¿IfStatement¿¿1471¿¿¿¿{"start":{"line":46,"column":12},"end":{"line":54,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿IfStatement
1014¿Identifier¿¿1471¿err¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1015¿VariableDeclarator¿¿1471¿v74¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1016¿CallExpression¿¿1471¿¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1017¿Identifier¿¿1471¿reject¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1018¿Identifier¿¿1471¿err¿¿¿{"start":{"line":47,"column":23},"end":{"line":47,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1019¿ExpressionStatement¿¿1471¿¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1020¿Identifier¿¿1471¿v74¿¿¿¿¿Identifier
1021¿BlockStatement¿¿1471¿¿¿¿{"start":{"line":46,"column":21},"end":{"line":48,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1022¿VariableDeclarator¿¿1471¿v75¿¿¿{"start":{"line":51,"column":28},"end":{"line":51,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1023¿CallExpression¿¿1471¿¿¿¿{"start":{"line":51,"column":28},"end":{"line":51,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1024¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":51,"column":28},"end":{"line":51,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1025¿Identifier¿¿1471¿stdout¿¿¿{"start":{"line":51,"column":28},"end":{"line":51,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1026¿Identifier¿¿1471¿toString¿¿¿{"start":{"line":51,"column":35},"end":{"line":51,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1027¿VariableDeclarator¿¿1471¿v76¿¿¿{"start":{"line":52,"column":28},"end":{"line":52,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1028¿CallExpression¿¿1471¿¿¿¿{"start":{"line":52,"column":28},"end":{"line":52,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1029¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":52,"column":28},"end":{"line":52,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1030¿Identifier¿¿1471¿stderr¿¿¿{"start":{"line":52,"column":28},"end":{"line":52,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1031¿Identifier¿¿1471¿toString¿¿¿{"start":{"line":52,"column":35},"end":{"line":52,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1032¿VariableDeclarator¿¿1471¿v77¿¿¿{"start":{"line":50,"column":24},"end":{"line":53,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1033¿ObjectExpression¿¿1471¿¿¿¿{"start":{"line":50,"column":24},"end":{"line":53,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ObjectExpression
1034¿Property¿¿1471¿¿¿¿{"start":{"line":51,"column":20},"end":{"line":51,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Property
1035¿Identifier¿¿1471¿stdout¿¿¿{"start":{"line":51,"column":20},"end":{"line":51,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1036¿Identifier¿¿1471¿v75¿¿¿¿¿Identifier
1037¿Property¿¿1471¿¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Property
1038¿Identifier¿¿1471¿stderr¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1039¿Identifier¿¿1471¿v76¿¿¿¿¿Identifier
1040¿VariableDeclarator¿¿1471¿v78¿¿¿{"start":{"line":50,"column":16},"end":{"line":53,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1041¿CallExpression¿¿1471¿¿¿¿{"start":{"line":50,"column":16},"end":{"line":53,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1042¿Identifier¿¿1471¿resolve¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1043¿Identifier¿¿1471¿v77¿¿¿¿¿Identifier
1044¿ExpressionStatement¿¿1471¿¿¿¿{"start":{"line":50,"column":16},"end":{"line":53,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1045¿Identifier¿¿1471¿v78¿¿¿¿¿Identifier
1046¿BlockStatement¿¿1471¿¿¿¿{"start":{"line":49,"column":17},"end":{"line":54,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1047¿BlockStatement¿¿1471¿¿¿¿{"start":{"line":45,"column":84},"end":{"line":55,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1048¿VariableDeclarator¿¿1469¿childProcess¿¿¿{"start":{"line":45,"column":12},"end":{"line":55,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1049¿CallExpression¿¿1469¿¿¿¿{"start":{"line":45,"column":27},"end":{"line":55,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1050¿MemberExpression¿¿1469¿¿¿¿{"start":{"line":45,"column":27},"end":{"line":45,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1051¿Identifier¿¿1469¿cp¿¿¿{"start":{"line":45,"column":27},"end":{"line":45,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1052¿Identifier¿¿1469¿exec¿¿¿{"start":{"line":45,"column":30},"end":{"line":45,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1053¿Identifier¿¿1469¿command¿¿¿{"start":{"line":45,"column":35},"end":{"line":45,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1054¿Identifier¿¿1469¿options¿¿¿{"start":{"line":45,"column":44},"end":{"line":45,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1055¿Identifier¿¿1469¿v79¿¿¿¿¿Identifier
1056¿VariableDeclarator¿¿1469¿v81¿¿¿{"start":{"line":56,"column":25},"end":{"line":56,"column":91},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1057¿FunctionExpression¿¿1469¿anon¿¿¿{"start":{"line":56,"column":25},"end":{"line":56,"column":91},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿FunctionExpression
1058¿VariableDeclarator¿¿1474¿v80¿¿¿{"start":{"line":56,"column":46},"end":{"line":56,"column":88},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1059¿CallExpression¿¿1474¿¿¿¿{"start":{"line":56,"column":46},"end":{"line":56,"column":88},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1060¿MemberExpression¿¿1474¿¿¿¿{"start":{"line":56,"column":46},"end":{"line":56,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1061¿Identifier¿¿1474¿eventEmitter¿¿¿{"start":{"line":56,"column":46},"end":{"line":56,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1062¿Identifier¿¿1474¿emit¿¿¿{"start":{"line":56,"column":59},"end":{"line":56,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1063¿Literal¿string¿1474¿¿'process'¿¿{"start":{"line":56,"column":64},"end":{"line":56,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Literal
1064¿Identifier¿¿1474¿childProcess¿¿¿{"start":{"line":56,"column":75},"end":{"line":56,"column":87},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1065¿ReturnStatement¿¿1474¿¿¿¿{"start":{"line":56,"column":39},"end":{"line":56,"column":89},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ReturnStatement
1066¿Identifier¿¿1474¿v80¿¿¿¿¿Identifier
1067¿BlockStatement¿¿1474¿¿¿¿{"start":{"line":56,"column":37},"end":{"line":56,"column":91},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1068¿VariableDeclarator¿¿1469¿v82¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":92},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1069¿CallExpression¿¿1469¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":92},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1070¿MemberExpression¿¿1469¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1071¿Identifier¿¿1469¿process¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1072¿Identifier¿¿1469¿nextTick¿¿¿{"start":{"line":56,"column":16},"end":{"line":56,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1073¿Identifier¿¿1469¿v81¿¿¿¿¿Identifier
1074¿ExpressionStatement¿¿1469¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":93},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1075¿Identifier¿¿1469¿v82¿¿¿¿¿Identifier
1076¿BlockStatement¿¿1469¿¿¿¿{"start":{"line":44,"column":94},"end":{"line":57,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1077¿VariableDeclarator¿¿1467¿v84¿¿¿{"start":{"line":44,"column":11},"end":{"line":57,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1078¿NewExpression¿¿1467¿¿¿¿{"start":{"line":44,"column":11},"end":{"line":57,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿NewExpression
1079¿MemberExpression¿¿1467¿¿¿¿{"start":{"line":44,"column":15},"end":{"line":44,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1080¿Identifier¿¿1467¿PromiseWithEvents_1¿¿¿{"start":{"line":44,"column":15},"end":{"line":44,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1081¿Identifier¿¿1467¿PromiseWithEvents¿¿¿{"start":{"line":44,"column":35},"end":{"line":44,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1082¿Identifier¿¿1467¿v83¿¿¿¿¿Identifier
1083¿ReturnStatement¿¿1467¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":57,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ReturnStatement
1084¿Identifier¿¿1467¿v84¿¿¿¿¿Identifier
1085¿BlockStatement¿¿1467¿¿¿¿{"start":{"line":43,"column":32},"end":{"line":58,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿BlockStatement
1086¿ExpressionStatement¿¿1452¿¿¿¿{"start":{"line":59,"column":0},"end":{"line":59,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1087¿AssignmentExpression¿=¿1452¿¿¿¿{"start":{"line":59,"column":0},"end":{"line":59,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿AssignmentExpression
1088¿MemberExpression¿¿1452¿¿¿¿{"start":{"line":59,"column":0},"end":{"line":59,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿MemberExpression
1089¿Identifier¿¿1452¿exports¿¿¿{"start":{"line":59,"column":0},"end":{"line":59,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1090¿Identifier¿¿1452¿exec¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1091¿Identifier¿¿1452¿exec¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1092¿VariableDeclarator¿exported¿1452¿execFile¿¿¿{"start":{"line":60,"column":0},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1093¿FunctionExpression¿¿1452¿anon¿¿¿{"start":{"line":60,"column":0},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿FunctionExpression
1094¿Identifier¿¿0¿file¿¿¿{"start":{"line":60,"column":18},"end":{"line":60,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1095¿Identifier¿¿0¿argsOrOptions¿¿¿{"start":{"line":60,"column":24},"end":{"line":60,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1096¿Identifier¿¿0¿options¿¿¿{"start":{"line":60,"column":39},"end":{"line":60,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1097¿VariableDeclarator¿¿1476¿args¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1098¿CallExpression¿¿1476¿¿¿¿{"start":{"line":61,"column":15},"end":{"line":61,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1099¿Identifier¿¿1476¿getArgs¿¿¿{"start":{"line":61,"column":15},"end":{"line":61,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1100¿Identifier¿¿1476¿argsOrOptions¿¿¿{"start":{"line":61,"column":23},"end":{"line":61,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1101¿ExpressionStatement¿¿1476¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1102¿AssignmentExpression¿=¿1476¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿AssignmentExpression
1103¿Identifier¿¿1476¿options¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1104¿CallExpression¿¿1476¿¿¿¿{"start":{"line":62,"column":14},"end":{"line":62,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1105¿Identifier¿¿1476¿getOptions¿¿¿{"start":{"line":62,"column":14},"end":{"line":62,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1106¿Identifier¿¿1476¿argsOrOptions¿¿¿{"start":{"line":62,"column":25},"end":{"line":62,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1107¿Identifier¿¿1476¿options¿¿¿{"start":{"line":62,"column":40},"end":{"line":62,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1108¿VariableDeclarator¿¿1476¿v94¿¿¿{"start":{"line":63,"column":53},"end":{"line":76,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1109¿FunctionExpression¿¿1476¿anon¿¿¿{"start":{"line":63,"column":53},"end":{"line":76,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿FunctionExpression
1110¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":63,"column":63},"end":{"line":63,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1111¿Identifier¿¿0¿reject¿¿¿{"start":{"line":63,"column":72},"end":{"line":63,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1112¿Identifier¿¿0¿eventEmitter¿¿¿{"start":{"line":63,"column":80},"end":{"line":63,"column":92},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1113¿VariableDeclarator¿¿1478¿v90¿¿¿{"start":{"line":64,"column":60},"end":{"line":74,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1114¿FunctionExpression¿¿1478¿anon¿¿¿{"start":{"line":64,"column":60},"end":{"line":74,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿FunctionExpression
1115¿Identifier¿¿0¿err¿¿¿{"start":{"line":64,"column":70},"end":{"line":64,"column":73},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1116¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":64,"column":75},"end":{"line":64,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1117¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":64,"column":83},"end":{"line":64,"column":89},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1118¿IfStatement¿¿1480¿¿¿¿{"start":{"line":65,"column":12},"end":{"line":73,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿IfStatement
1119¿Identifier¿¿1480¿err¿¿¿{"start":{"line":65,"column":16},"end":{"line":65,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1120¿VariableDeclarator¿¿1480¿v85¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿VariableDeclarator
1121¿CallExpression¿¿1480¿¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿CallExpression
1122¿Identifier¿¿1480¿reject¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1123¿Identifier¿¿1480¿err¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿Identifier
1124¿ExpressionStatement¿¿1480¿¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/ts-process-promises_1.0.2/src/process-promises.js"}¿¿ExpressionStatement
1125¿Identifier¿¿1480¿v85¿¿¿¿¿Identifier
