Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1147¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":177,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Program
1294¿Literal¿string¿1997¿¿'' -thumbnail '¿¿{"start":{"line":37,"column":50},"end":{"line":37,"column":65},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Literal
1295¿VariableDeclarator¿¿1997¿v122¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":78},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1296¿BinaryExpression¿+¿1997¿¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":78},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BinaryExpression
1297¿Identifier¿¿1997¿v121¿¿¿¿¿Identifier
1298¿Identifier¿¿1997¿dimensions¿¿¿{"start":{"line":37,"column":68},"end":{"line":37,"column":78},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1299¿VariableDeclarator¿¿1997¿v123¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1300¿BinaryExpression¿+¿1997¿¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BinaryExpression
1301¿Identifier¿¿1997¿v122¿¿¿¿¿Identifier
1302¿Literal¿string¿1997¿¿' ''¿¿{"start":{"line":37,"column":81},"end":{"line":37,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Literal
1303¿VariableDeclarator¿¿1997¿v124¿¿¿{"start":{"line":37,"column":88},"end":{"line":37,"column":106},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1304¿MemberExpression¿¿1997¿¿¿¿{"start":{"line":37,"column":88},"end":{"line":37,"column":106},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1305¿Identifier¿¿1997¿options¿¿¿{"start":{"line":37,"column":88},"end":{"line":37,"column":95},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1306¿Identifier¿¿1997¿outputFile¿¿¿{"start":{"line":37,"column":96},"end":{"line":37,"column":106},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1307¿VariableDeclarator¿¿1997¿v125¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":106},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1308¿BinaryExpression¿+¿1997¿¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":106},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BinaryExpression
1309¿Identifier¿¿1997¿v123¿¿¿¿¿Identifier
1310¿Identifier¿¿1997¿v124¿¿¿¿¿Identifier
1311¿VariableDeclarator¿¿1997¿command¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":112},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1312¿BinaryExpression¿+¿1997¿¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":112},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BinaryExpression
1313¿Identifier¿¿1997¿v125¿¿¿¿¿Identifier
1314¿Literal¿string¿1997¿¿'''¿¿{"start":{"line":37,"column":109},"end":{"line":37,"column":112},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Literal
1315¿VariableDeclarator¿¿1997¿v126¿¿¿{"start":{"line":39,"column":2},"end":{"line":39,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1316¿CallExpression¿¿1997¿¿¿¿{"start":{"line":39,"column":2},"end":{"line":39,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1317¿Identifier¿¿1997¿print¿¿¿{"start":{"line":39,"column":2},"end":{"line":39,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1318¿Identifier¿¿1997¿command¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1319¿ExpressionStatement¿¿1997¿¿¿¿{"start":{"line":39,"column":2},"end":{"line":39,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1320¿Identifier¿¿1997¿v126¿¿¿¿¿Identifier
1321¿VariableDeclarator¿¿1997¿v133¿¿¿{"start":{"line":41,"column":4},"end":{"line":49,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1322¿FunctionExpression¿¿1997¿anon¿¿¿{"start":{"line":41,"column":4},"end":{"line":49,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿FunctionExpression
1323¿Identifier¿¿0¿err¿¿¿{"start":{"line":41,"column":14},"end":{"line":41,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1324¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":41,"column":19},"end":{"line":41,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1325¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":41,"column":27},"end":{"line":41,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1326¿IfStatement¿¿1999¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":44,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿IfStatement
1327¿Identifier¿¿1999¿stderr¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1328¿VariableDeclarator¿¿1999¿v127¿¿¿{"start":{"line":43,"column":20},"end":{"line":43,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1329¿BinaryExpression¿+¿1999¿¿¿¿{"start":{"line":43,"column":20},"end":{"line":43,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BinaryExpression
1330¿Literal¿string¿1999¿¿'stderr: '¿¿{"start":{"line":43,"column":20},"end":{"line":43,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Literal
1331¿Identifier¿¿1999¿stderr¿¿¿{"start":{"line":43,"column":33},"end":{"line":43,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1332¿VariableDeclarator¿¿1999¿v128¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1333¿CallExpression¿¿1999¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1334¿MemberExpression¿¿1999¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1335¿Identifier¿¿1999¿console¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1336¿Identifier¿¿1999¿log¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1337¿Identifier¿¿1999¿v127¿¿¿¿¿Identifier
1338¿ExpressionStatement¿¿1999¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1339¿Identifier¿¿1999¿v128¿¿¿¿¿Identifier
1340¿BlockStatement¿¿1999¿¿¿¿{"start":{"line":42,"column":18},"end":{"line":44,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BlockStatement
1341¿VariableDeclarator¿¿1999¿v129¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1342¿BinaryExpression¿!==¿1999¿¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BinaryExpression
1343¿Identifier¿¿1999¿err¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1344¿Literal¿object¿1999¿¿null¿¿{"start":{"line":45,"column":18},"end":{"line":45,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Literal
1345¿IfStatement¿¿1999¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":47,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿IfStatement
1346¿Identifier¿¿1999¿v129¿¿¿¿¿Identifier
1347¿VariableDeclarator¿¿1999¿v130¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1348¿BinaryExpression¿+¿1999¿¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BinaryExpression
1349¿Literal¿string¿1999¿¿'exec error: '¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Literal
1350¿Identifier¿¿1999¿err¿¿¿{"start":{"line":46,"column":37},"end":{"line":46,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1351¿VariableDeclarator¿¿1999¿v131¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1352¿CallExpression¿¿1999¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1353¿MemberExpression¿¿1999¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1354¿Identifier¿¿1999¿console¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1355¿Identifier¿¿1999¿log¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1356¿Identifier¿¿1999¿v130¿¿¿¿¿Identifier
1357¿ExpressionStatement¿¿1999¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1358¿Identifier¿¿1999¿v131¿¿¿¿¿Identifier
1359¿BlockStatement¿¿1999¿¿¿¿{"start":{"line":45,"column":24},"end":{"line":47,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BlockStatement
1360¿VariableDeclarator¿¿1999¿v132¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1361¿CallExpression¿¿1999¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1362¿Identifier¿¿1999¿callback¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1363¿Identifier¿¿1999¿err¿¿¿{"start":{"line":48,"column":15},"end":{"line":48,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1364¿ExpressionStatement¿¿1999¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1365¿Identifier¿¿1999¿v132¿¿¿¿¿Identifier
1366¿BlockStatement¿¿1999¿¿¿¿{"start":{"line":41,"column":35},"end":{"line":49,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BlockStatement
1367¿ExpressionStatement¿¿1997¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":49,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1368¿AssignmentExpression¿=¿1997¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":49,"column":4},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿AssignmentExpression
1369¿Identifier¿¿1997¿child¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1370¿CallExpression¿¿1997¿¿¿¿{"start":{"line":40,"column":10},"end":{"line":49,"column":4},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1371¿Identifier¿¿1997¿exec¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1372¿Identifier¿¿1997¿command¿¿¿{"start":{"line":40,"column":15},"end":{"line":40,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1373¿Identifier¿¿1997¿v133¿¿¿¿¿Identifier
1374¿BlockStatement¿¿1997¿¿¿¿{"start":{"line":35,"column":42},"end":{"line":50,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BlockStatement
1375¿VariableDeclarator¿¿1991¿convertiOS¿¿¿{"start":{"line":52,"column":0},"end":{"line":81,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1376¿FunctionExpression¿¿1991¿anon¿¿¿{"start":{"line":52,"column":0},"end":{"line":81,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿FunctionExpression
1377¿Identifier¿¿0¿options¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1378¿Identifier¿¿0¿callback¿¿¿{"start":{"line":52,"column":29},"end":{"line":52,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1379¿VariableDeclarator¿¿2003¿v134¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1380¿MemberExpression¿¿2003¿¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1381¿Identifier¿¿2003¿options¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1382¿Identifier¿¿2003¿config¿¿¿{"start":{"line":53,"column":23},"end":{"line":53,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1383¿VariableDeclarator¿¿2003¿v135¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1384¿MemberExpression¿¿2003¿¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1385¿Identifier¿¿2003¿v134¿¿¿¿¿Identifier
1386¿Identifier¿¿2003¿iOS¿¿¿{"start":{"line":53,"column":30},"end":{"line":53,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1387¿VariableDeclarator¿¿2003¿images¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1388¿MemberExpression¿¿2003¿¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1389¿Identifier¿¿2003¿v135¿¿¿¿¿Identifier
1390¿Identifier¿¿2003¿images¿¿¿{"start":{"line":53,"column":34},"end":{"line":53,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1391¿VariableDeclarator¿¿2003¿handleImage¿¿¿{"start":{"line":55,"column":2},"end":{"line":72,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1392¿FunctionExpression¿¿2003¿anon¿¿¿{"start":{"line":55,"column":2},"end":{"line":72,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿FunctionExpression
1393¿Identifier¿¿0¿image¿¿¿{"start":{"line":55,"column":23},"end":{"line":55,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1394¿Identifier¿¿0¿done¿¿¿{"start":{"line":55,"column":30},"end":{"line":55,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1395¿VariableDeclarator¿¿2005¿v136¿¿¿{"start":{"line":56,"column":23},"end":{"line":56,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1396¿MemberExpression¿¿2005¿¿¿¿{"start":{"line":56,"column":23},"end":{"line":56,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1397¿Identifier¿¿2005¿image¿¿¿{"start":{"line":56,"column":23},"end":{"line":56,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1398¿Identifier¿¿2005¿size¿¿¿{"start":{"line":56,"column":29},"end":{"line":56,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1399¿VariableDeclarator¿¿2005¿size¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1400¿CallExpression¿¿2005¿¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1401¿Identifier¿¿2005¿getSize¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1402¿Identifier¿¿2005¿v136¿¿¿¿¿Identifier
1403¿VariableDeclarator¿¿2005¿v137¿¿¿{"start":{"line":57,"column":24},"end":{"line":57,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1404¿MemberExpression¿¿2005¿¿¿¿{"start":{"line":57,"column":24},"end":{"line":57,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1405¿Identifier¿¿2005¿image¿¿¿{"start":{"line":57,"column":24},"end":{"line":57,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1406¿Identifier¿¿2005¿scale¿¿¿{"start":{"line":57,"column":30},"end":{"line":57,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1407¿VariableDeclarator¿¿2005¿scale¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1408¿CallExpression¿¿2005¿¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1409¿Identifier¿¿2005¿getSize¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1410¿Identifier¿¿2005¿v137¿¿¿¿¿Identifier
1411¿VariableDeclarator¿¿2005¿finalSize¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1412¿BinaryExpression¿*¿2005¿¿¿¿{"start":{"line":58,"column":20},"end":{"line":58,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BinaryExpression
1413¿Identifier¿¿2005¿size¿¿¿{"start":{"line":58,"column":20},"end":{"line":58,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1414¿Identifier¿¿2005¿scale¿¿¿{"start":{"line":58,"column":27},"end":{"line":58,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1415¿VariableDeclarator¿¿2005¿baseFolder¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1416¿MemberExpression¿¿2005¿¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1417¿Identifier¿¿2005¿options¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1418¿Identifier¿¿2005¿iosOutputFolder¿¿¿{"start":{"line":59,"column":29},"end":{"line":59,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1419¿VariableDeclarator¿¿2005¿v138¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1420¿CallExpression¿¿2005¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1421¿MemberExpression¿¿2005¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1422¿Identifier¿¿2005¿mkdirp¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":10},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1423¿Identifier¿¿2005¿sync¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1424¿Identifier¿¿2005¿baseFolder¿¿¿{"start":{"line":60,"column":16},"end":{"line":60,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1425¿ExpressionStatement¿¿2005¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿ExpressionStatement
1426¿Identifier¿¿2005¿v138¿¿¿¿¿Identifier
1427¿VariableDeclarator¿¿2005¿v139¿¿¿{"start":{"line":61,"column":41},"end":{"line":61,"column":66},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1428¿MemberExpression¿¿2005¿¿¿¿{"start":{"line":61,"column":41},"end":{"line":61,"column":66},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1429¿Identifier¿¿2005¿options¿¿¿{"start":{"line":61,"column":41},"end":{"line":61,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1430¿Identifier¿¿2005¿iosFilenamePrefix¿¿¿{"start":{"line":61,"column":49},"end":{"line":61,"column":66},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1431¿VariableDeclarator¿¿2005¿v140¿¿¿{"start":{"line":61,"column":69},"end":{"line":61,"column":83},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1432¿MemberExpression¿¿2005¿¿¿¿{"start":{"line":61,"column":69},"end":{"line":61,"column":83},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1433¿Identifier¿¿2005¿image¿¿¿{"start":{"line":61,"column":69},"end":{"line":61,"column":74},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1434¿Identifier¿¿2005¿filename¿¿¿{"start":{"line":61,"column":75},"end":{"line":61,"column":83},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1435¿VariableDeclarator¿¿2005¿v141¿¿¿{"start":{"line":61,"column":41},"end":{"line":61,"column":83},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1436¿BinaryExpression¿+¿2005¿¿¿¿{"start":{"line":61,"column":41},"end":{"line":61,"column":83},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿BinaryExpression
1437¿Identifier¿¿2005¿v139¿¿¿¿¿Identifier
1438¿Identifier¿¿2005¿v140¿¿¿¿¿Identifier
1439¿VariableDeclarator¿¿2005¿fileName¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":84},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿VariableDeclarator
1440¿CallExpression¿¿2005¿¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":84},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿CallExpression
1441¿MemberExpression¿¿2005¿¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿MemberExpression
1442¿Identifier¿¿2005¿path¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1443¿Identifier¿¿2005¿join¿¿¿{"start":{"line":61,"column":24},"end":{"line":61,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1444¿Identifier¿¿2005¿baseFolder¿¿¿{"start":{"line":61,"column":29},"end":{"line":61,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/317/src/resize.js"}¿¿Identifier
1445¿Identifier¿¿2005¿v141¿¿¿¿¿Identifier
