Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2986¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":780,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Program
3662¿Identifier¿¿5370¿v433¿¿¿¿¿Identifier
3663¿Identifier¿¿5370¿logID¿¿¿{"start":{"line":410,"column":54},"end":{"line":410,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3664¿VariableDeclarator¿¿5370¿v435¿¿¿{"start":{"line":410,"column":81},"end":{"line":410,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3665¿MemberExpression¿¿5370¿¿¿¿{"start":{"line":410,"column":81},"end":{"line":410,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3666¿ThisExpression¿¿5370¿¿¿¿{"start":{"line":410,"column":81},"end":{"line":410,"column":85},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
3667¿Identifier¿¿5370¿config¿¿¿{"start":{"line":410,"column":86},"end":{"line":410,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3668¿VariableDeclarator¿¿5370¿v436¿¿¿{"start":{"line":410,"column":81},"end":{"line":410,"column":98},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3669¿MemberExpression¿¿5370¿¿¿¿{"start":{"line":410,"column":81},"end":{"line":410,"column":98},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3670¿Identifier¿¿5370¿v435¿¿¿¿¿Identifier
3671¿Identifier¿¿5370¿https¿¿¿{"start":{"line":410,"column":93},"end":{"line":410,"column":98},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3672¿VariableDeclarator¿¿5370¿v437¿¿¿{"start":{"line":410,"column":81},"end":{"line":410,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3673¿MemberExpression¿¿5370¿¿¿¿{"start":{"line":410,"column":81},"end":{"line":410,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3674¿Identifier¿¿5370¿v436¿¿¿¿¿Identifier
3675¿Identifier¿¿5370¿port¿¿¿{"start":{"line":410,"column":99},"end":{"line":410,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3676¿VariableDeclarator¿¿5370¿v438¿¿¿{"start":{"line":410,"column":32},"end":{"line":410,"column":113},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3677¿TemplateLiteral¿¿5370¿¿¿¿{"start":{"line":410,"column":32},"end":{"line":410,"column":113},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿TemplateLiteral
3678¿Identifier¿¿5370¿v434¿¿¿¿¿Identifier
3679¿Identifier¿¿5370¿v437¿¿¿¿¿Identifier
3680¿VariableDeclarator¿¿5370¿v439¿¿¿{"start":{"line":410,"column":20},"end":{"line":410,"column":114},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3681¿CallExpression¿¿5370¿¿¿¿{"start":{"line":410,"column":20},"end":{"line":410,"column":114},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
3682¿MemberExpression¿¿5370¿¿¿¿{"start":{"line":410,"column":20},"end":{"line":410,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3683¿Identifier¿¿5370¿console¿¿¿{"start":{"line":410,"column":20},"end":{"line":410,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3684¿Identifier¿¿5370¿log¿¿¿{"start":{"line":410,"column":28},"end":{"line":410,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3685¿Identifier¿¿5370¿v438¿¿¿¿¿Identifier
3686¿ExpressionStatement¿¿5370¿¿¿¿{"start":{"line":410,"column":20},"end":{"line":410,"column":115},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
3687¿Identifier¿¿5370¿v439¿¿¿¿¿Identifier
3688¿BlockStatement¿¿5370¿¿¿¿{"start":{"line":409,"column":39},"end":{"line":411,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
3689¿VariableDeclarator¿¿5370¿v440¿¿¿{"start":{"line":415,"column":16},"end":{"line":415,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3690¿CallExpression¿¿5370¿¿¿¿{"start":{"line":415,"column":16},"end":{"line":415,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
3691¿Identifier¿¿5370¿readyCallback¿¿¿{"start":{"line":415,"column":16},"end":{"line":415,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3692¿ThisExpression¿¿5370¿¿¿¿{"start":{"line":415,"column":30},"end":{"line":415,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
3693¿ExpressionStatement¿¿5370¿¿¿¿{"start":{"line":415,"column":16},"end":{"line":415,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
3694¿Identifier¿¿5370¿v440¿¿¿¿¿Identifier
3695¿BlockStatement¿¿5370¿¿¿¿{"start":{"line":408,"column":23},"end":{"line":416,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
3696¿VariableDeclarator¿¿5359¿v442¿¿¿{"start":{"line":408,"column":12},"end":{"line":416,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3697¿CallExpression¿¿5359¿¿¿¿{"start":{"line":408,"column":12},"end":{"line":416,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
3698¿MemberExpression¿¿5359¿¿¿¿{"start":{"line":408,"column":12},"end":{"line":416,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3699¿Identifier¿¿5359¿v441¿¿¿¿¿Identifier
3700¿Identifier¿¿5359¿bind¿¿¿{"start":{"line":416,"column":14},"end":{"line":416,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3701¿ThisExpression¿¿5359¿¿¿¿{"start":{"line":416,"column":19},"end":{"line":416,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
3702¿VariableDeclarator¿¿5359¿v443¿¿¿{"start":{"line":406,"column":8},"end":{"line":417,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3703¿CallExpression¿¿5359¿¿¿¿{"start":{"line":406,"column":8},"end":{"line":417,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
3704¿MemberExpression¿¿5359¿¿¿¿{"start":{"line":406,"column":8},"end":{"line":406,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3705¿Identifier¿¿5359¿v427¿¿¿¿¿Identifier
3706¿Identifier¿¿5359¿listen¿¿¿{"start":{"line":406,"column":26},"end":{"line":406,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3707¿Identifier¿¿5359¿v430¿¿¿¿¿Identifier
3708¿Identifier¿¿5359¿v442¿¿¿¿¿Identifier
3709¿ExpressionStatement¿¿5359¿¿¿¿{"start":{"line":406,"column":8},"end":{"line":417,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
3710¿Identifier¿¿5359¿v443¿¿¿¿¿Identifier
3711¿BlockStatement¿¿5359¿¿¿¿{"start":{"line":405,"column":32},"end":{"line":418,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
3712¿BlockStatement¿¿5359¿¿¿¿{"start":{"line":328,"column":55},"end":{"line":419,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
3713¿VariableDeclarator¿¿5337¿setHeaders¿¿¿{"start":{"line":421,"column":0},"end":{"line":429,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3714¿FunctionExpression¿¿5337¿anon¿¿¿{"start":{"line":421,"column":0},"end":{"line":429,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿FunctionExpression
3715¿Identifier¿¿0¿response¿¿¿{"start":{"line":421,"column":20},"end":{"line":421,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3716¿Identifier¿¿0¿headers¿¿¿{"start":{"line":421,"column":29},"end":{"line":421,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3717¿VariableDeclarator¿¿5374¿keys¿¿¿{"start":{"line":422,"column":10},"end":{"line":422,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3718¿CallExpression¿¿5374¿¿¿¿{"start":{"line":422,"column":15},"end":{"line":422,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
3719¿MemberExpression¿¿5374¿¿¿¿{"start":{"line":422,"column":15},"end":{"line":422,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3720¿Identifier¿¿5374¿Object¿¿¿{"start":{"line":422,"column":15},"end":{"line":422,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3721¿Identifier¿¿5374¿keys¿¿¿{"start":{"line":422,"column":22},"end":{"line":422,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3722¿Identifier¿¿5374¿headers¿¿¿{"start":{"line":422,"column":27},"end":{"line":422,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3723¿VariableDeclarator¿¿5374¿i¿¿¿{"start":{"line":423,"column":14},"end":{"line":423,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3724¿ForInStatement¿¿5374¿¿¿¿{"start":{"line":423,"column":4},"end":{"line":428,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ForInStatement
3725¿Identifier¿¿5374¿i¿¿¿{"start":{"line":423,"column":14},"end":{"line":423,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3726¿Identifier¿¿5374¿keys¿¿¿{"start":{"line":423,"column":19},"end":{"line":423,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3727¿VariableDeclarator¿¿5374¿v444¿¿¿{"start":{"line":425,"column":12},"end":{"line":425,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3728¿MemberExpression¿computed¿5374¿¿¿¿{"start":{"line":425,"column":12},"end":{"line":425,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3729¿Identifier¿¿5374¿keys¿¿¿{"start":{"line":425,"column":12},"end":{"line":425,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3730¿Identifier¿¿5374¿i¿¿¿{"start":{"line":425,"column":17},"end":{"line":425,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3731¿VariableDeclarator¿¿5374¿v445¿¿¿{"start":{"line":426,"column":20},"end":{"line":426,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3732¿MemberExpression¿computed¿5374¿¿¿¿{"start":{"line":426,"column":20},"end":{"line":426,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3733¿Identifier¿¿5374¿keys¿¿¿{"start":{"line":426,"column":20},"end":{"line":426,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3734¿Identifier¿¿5374¿i¿¿¿{"start":{"line":426,"column":25},"end":{"line":426,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3735¿VariableDeclarator¿¿5374¿v446¿¿¿{"start":{"line":426,"column":12},"end":{"line":426,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3736¿MemberExpression¿computed¿5374¿¿¿¿{"start":{"line":426,"column":12},"end":{"line":426,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3737¿Identifier¿¿5374¿headers¿¿¿{"start":{"line":426,"column":12},"end":{"line":426,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3738¿Identifier¿¿5374¿v445¿¿¿¿¿Identifier
3739¿VariableDeclarator¿¿5374¿v447¿¿¿{"start":{"line":424,"column":8},"end":{"line":427,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3740¿CallExpression¿¿5374¿¿¿¿{"start":{"line":424,"column":8},"end":{"line":427,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
3741¿MemberExpression¿¿5374¿¿¿¿{"start":{"line":424,"column":8},"end":{"line":424,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3742¿Identifier¿¿5374¿response¿¿¿{"start":{"line":424,"column":8},"end":{"line":424,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3743¿Identifier¿¿5374¿setHeader¿¿¿{"start":{"line":424,"column":17},"end":{"line":424,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3744¿Identifier¿¿5374¿v444¿¿¿¿¿Identifier
3745¿Identifier¿¿5374¿v446¿¿¿¿¿Identifier
3746¿ExpressionStatement¿¿5374¿¿¿¿{"start":{"line":424,"column":8},"end":{"line":427,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
3747¿Identifier¿¿5374¿v447¿¿¿¿¿Identifier
3748¿BlockStatement¿¿5374¿¿¿¿{"start":{"line":423,"column":24},"end":{"line":428,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
3749¿BlockStatement¿¿5374¿¿¿¿{"start":{"line":421,"column":37},"end":{"line":429,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
3750¿VariableDeclarator¿¿5337¿serveFile¿¿¿{"start":{"line":431,"column":0},"end":{"line":542,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3751¿FunctionExpression¿¿5337¿anon¿¿¿{"start":{"line":431,"column":0},"end":{"line":542,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿FunctionExpression
3752¿Identifier¿¿0¿filename¿¿¿{"start":{"line":431,"column":19},"end":{"line":431,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3753¿Identifier¿¿0¿exists¿¿¿{"start":{"line":431,"column":28},"end":{"line":431,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3754¿Identifier¿¿0¿request¿¿¿{"start":{"line":431,"column":35},"end":{"line":431,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3755¿Identifier¿¿0¿response¿¿¿{"start":{"line":431,"column":43},"end":{"line":431,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3756¿VariableDeclarator¿¿5377¿v448¿¿¿{"start":{"line":432,"column":7},"end":{"line":432,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3757¿UnaryExpression¿!¿5377¿¿¿¿{"start":{"line":432,"column":7},"end":{"line":432,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿UnaryExpression
3758¿Identifier¿¿5377¿exists¿¿¿{"start":{"line":432,"column":8},"end":{"line":432,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3759¿IfStatement¿¿5377¿¿¿¿{"start":{"line":432,"column":4},"end":{"line":450,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿IfStatement
3760¿Identifier¿¿5377¿v448¿¿¿¿¿Identifier
3761¿VariableDeclarator¿¿5377¿v449¿¿¿{"start":{"line":433,"column":11},"end":{"line":433,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3762¿MemberExpression¿¿5377¿¿¿¿{"start":{"line":433,"column":11},"end":{"line":433,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3763¿ThisExpression¿¿5377¿¿¿¿{"start":{"line":433,"column":11},"end":{"line":433,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
3764¿Identifier¿¿5377¿config¿¿¿{"start":{"line":433,"column":16},"end":{"line":433,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3765¿VariableDeclarator¿¿5377¿v450¿¿¿{"start":{"line":433,"column":11},"end":{"line":433,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3766¿MemberExpression¿¿5377¿¿¿¿{"start":{"line":433,"column":11},"end":{"line":433,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3767¿Identifier¿¿5377¿v449¿¿¿¿¿Identifier
3768¿Identifier¿¿5377¿verbose¿¿¿{"start":{"line":433,"column":23},"end":{"line":433,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3769¿IfStatement¿¿5377¿¿¿¿{"start":{"line":433,"column":8},"end":{"line":435,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿IfStatement
3770¿Identifier¿¿5377¿v450¿¿¿¿¿Identifier
3771¿VariableDeclarator¿¿5377¿v451¿¿¿{"start":{"line":434,"column":27},"end":{"line":434,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3772¿MemberExpression¿¿5377¿¿¿¿{"start":{"line":434,"column":27},"end":{"line":434,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3773¿ThisExpression¿¿5377¿¿¿¿{"start":{"line":434,"column":27},"end":{"line":434,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ThisExpression
3774¿Identifier¿¿5377¿config¿¿¿{"start":{"line":434,"column":32},"end":{"line":434,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3775¿VariableDeclarator¿¿5377¿v452¿¿¿{"start":{"line":434,"column":27},"end":{"line":434,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3776¿MemberExpression¿¿5377¿¿¿¿{"start":{"line":434,"column":27},"end":{"line":434,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3777¿Identifier¿¿5377¿v451¿¿¿¿¿Identifier
3778¿Identifier¿¿5377¿logID¿¿¿{"start":{"line":434,"column":39},"end":{"line":434,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3779¿VariableDeclarator¿¿5377¿v453¿¿¿{"start":{"line":434,"column":24},"end":{"line":434,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3780¿TemplateLiteral¿¿5377¿¿¿¿{"start":{"line":434,"column":24},"end":{"line":434,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿TemplateLiteral
3781¿Identifier¿¿5377¿v452¿¿¿¿¿Identifier
3782¿VariableDeclarator¿¿5377¿v454¿¿¿{"start":{"line":434,"column":12},"end":{"line":434,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3783¿CallExpression¿¿5377¿¿¿¿{"start":{"line":434,"column":12},"end":{"line":434,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿CallExpression
3784¿MemberExpression¿¿5377¿¿¿¿{"start":{"line":434,"column":12},"end":{"line":434,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3785¿Identifier¿¿5377¿console¿¿¿{"start":{"line":434,"column":12},"end":{"line":434,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3786¿Identifier¿¿5377¿log¿¿¿{"start":{"line":434,"column":20},"end":{"line":434,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3787¿Identifier¿¿5377¿v453¿¿¿¿¿Identifier
3788¿ExpressionStatement¿¿5377¿¿¿¿{"start":{"line":434,"column":12},"end":{"line":434,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
3789¿Identifier¿¿5377¿v454¿¿¿¿¿Identifier
3790¿BlockStatement¿¿5377¿¿¿¿{"start":{"line":433,"column":31},"end":{"line":435,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
3791¿VariableDeclarator¿¿5377¿v455¿¿¿{"start":{"line":437,"column":11},"end":{"line":437,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
3792¿UnaryExpression¿!¿5377¿¿¿¿{"start":{"line":437,"column":11},"end":{"line":437,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿UnaryExpression
3793¿Identifier¿¿5377¿response¿¿¿{"start":{"line":437,"column":12},"end":{"line":437,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3794¿IfStatement¿¿5377¿¿¿¿{"start":{"line":437,"column":8},"end":{"line":439,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿IfStatement
3795¿Identifier¿¿5377¿v455¿¿¿¿¿Identifier
3796¿ReturnStatement¿¿5377¿¿¿¿{"start":{"line":438,"column":12},"end":{"line":438,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ReturnStatement
3797¿Literal¿boolean¿5377¿¿false¿¿{"start":{"line":438,"column":19},"end":{"line":438,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
3798¿BlockStatement¿¿5377¿¿¿¿{"start":{"line":437,"column":21},"end":{"line":439,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿BlockStatement
3799¿ExpressionStatement¿¿5377¿¿¿¿{"start":{"line":441,"column":8},"end":{"line":441,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿ExpressionStatement
3800¿AssignmentExpression¿=¿5377¿¿¿¿{"start":{"line":441,"column":8},"end":{"line":441,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿AssignmentExpression
3801¿MemberExpression¿¿5377¿¿¿¿{"start":{"line":441,"column":8},"end":{"line":441,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿MemberExpression
3802¿Identifier¿¿5377¿response¿¿¿{"start":{"line":441,"column":8},"end":{"line":441,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3803¿Identifier¿¿5377¿statusCode¿¿¿{"start":{"line":441,"column":17},"end":{"line":441,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Identifier
3804¿Literal¿number¿5377¿¿404¿¿{"start":{"line":441,"column":28},"end":{"line":441,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿Literal
3805¿VariableDeclarator¿¿5377¿v456¿¿¿{"start":{"line":442,"column":29},"end":{"line":442,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/node-http-server_8.1.2/src/Server.js"}¿¿VariableDeclarator
