Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
942¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":134,"column":237},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Program
1064¿Identifier¿¿1636¿obj¿¿¿{"start":{"line":26,"column":70},"end":{"line":26,"column":73},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1065¿BlockStatement¿¿1636¿¿¿¿¿¿BlockStatement
1066¿ExpressionStatement¿¿1636¿¿¿¿{"start":{"line":26,"column":46},"end":{"line":26,"column":92},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1067¿AssignmentExpression¿=¿1636¿¿¿¿{"start":{"line":26,"column":46},"end":{"line":26,"column":92},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1068¿Identifier¿¿1636¿v88¿¿¿¿¿Identifier
1069¿Identifier¿¿1636¿v87¿¿¿¿¿Identifier
1070¿BlockStatement¿¿1636¿¿¿¿¿¿BlockStatement
1071¿ReturnStatement¿¿1636¿¿¿¿{"start":{"line":26,"column":39},"end":{"line":26,"column":93},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ReturnStatement
1072¿Identifier¿¿1636¿v88¿¿¿¿¿Identifier
1073¿BlockStatement¿¿1636¿¿¿¿{"start":{"line":26,"column":37},"end":{"line":26,"column":95},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BlockStatement
1074¿VariableDeclarator¿¿1634¿v89¿¿¿{"start":{"line":28,"column":0},"end":{"line":28,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1075¿MemberExpression¿¿1634¿¿¿¿{"start":{"line":28,"column":16},"end":{"line":28,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1076¿Identifier¿¿1634¿_querymenParam2¿¿¿{"start":{"line":28,"column":16},"end":{"line":28,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1077¿Identifier¿¿1634¿default¿¿¿{"start":{"line":28,"column":32},"end":{"line":28,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1078¿ExpressionStatement¿¿1634¿¿¿¿{"start":{"line":28,"column":0},"end":{"line":28,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1079¿AssignmentExpression¿=¿1634¿¿¿¿{"start":{"line":28,"column":0},"end":{"line":28,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1080¿MemberExpression¿¿1634¿¿¿¿{"start":{"line":28,"column":0},"end":{"line":28,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1081¿Identifier¿¿1634¿exports¿¿¿{"start":{"line":28,"column":0},"end":{"line":28,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1082¿Identifier¿¿1634¿Param¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1083¿Identifier¿¿1634¿v89¿¿¿¿¿Identifier
1084¿VariableDeclarator¿¿1634¿v90¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1085¿MemberExpression¿¿1634¿¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1086¿Identifier¿¿1634¿_querymenSchema2¿¿¿{"start":{"line":29,"column":17},"end":{"line":29,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1087¿Identifier¿¿1634¿default¿¿¿{"start":{"line":29,"column":34},"end":{"line":29,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1088¿ExpressionStatement¿¿1634¿¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":42},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1089¿AssignmentExpression¿=¿1634¿¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1090¿MemberExpression¿¿1634¿¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1091¿Identifier¿¿1634¿exports¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1092¿Identifier¿¿1634¿Schema¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1093¿Identifier¿¿1634¿v90¿¿¿¿¿Identifier
1094¿VariableDeclarator¿¿1634¿v91¿¿¿{"start":{"line":32,"column":11},"end":{"line":32,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1095¿ObjectExpression¿¿1634¿¿¿¿¿¿ObjectExpression
1096¿VariableDeclarator¿¿1634¿v92¿¿¿{"start":{"line":33,"column":14},"end":{"line":33,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1097¿ObjectExpression¿¿1634¿¿¿¿¿¿ObjectExpression
1098¿VariableDeclarator¿¿1634¿v93¿¿¿{"start":{"line":34,"column":14},"end":{"line":34,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1099¿ObjectExpression¿¿1634¿¿¿¿¿¿ObjectExpression
1100¿VariableDeclarator¿¿1634¿v94¿¿¿{"start":{"line":31,"column":34},"end":{"line":43,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1101¿ObjectExpression¿¿1634¿¿¿¿¿¿ObjectExpression
1102¿ExpressionStatement¿¿1634¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":43,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1103¿AssignmentExpression¿=¿1634¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":43,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1104¿MemberExpression¿¿1634¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":43,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1105¿Identifier¿¿1634¿v94¿¿¿¿¿Identifier
1106¿Identifier¿¿1634¿parsers¿¿¿{"start":{"line":32,"column":2},"end":{"line":32,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1107¿Identifier¿¿1634¿v91¿¿¿¿¿Identifier
1108¿ExpressionStatement¿¿1634¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":43,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1109¿AssignmentExpression¿=¿1634¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":43,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1110¿MemberExpression¿¿1634¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":43,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1111¿Identifier¿¿1634¿v94¿¿¿¿¿Identifier
1112¿Identifier¿¿1634¿formatters¿¿¿{"start":{"line":33,"column":2},"end":{"line":33,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1113¿Identifier¿¿1634¿v92¿¿¿¿¿Identifier
1114¿ExpressionStatement¿¿1634¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":43,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1115¿AssignmentExpression¿=¿1634¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":43,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1116¿MemberExpression¿¿1634¿¿¿¿{"start":{"line":31,"column":34},"end":{"line":43,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1117¿Identifier¿¿1634¿v94¿¿¿¿¿Identifier
1118¿Identifier¿¿1634¿validators¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1119¿Identifier¿¿1634¿v93¿¿¿¿¿Identifier
1120¿ExpressionStatement¿¿1634¿¿¿¿{"start":{"line":31,"column":15},"end":{"line":43,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1121¿AssignmentExpression¿=¿1634¿¿¿¿{"start":{"line":31,"column":15},"end":{"line":43,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1122¿MemberExpression¿¿1634¿¿¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1123¿Identifier¿¿1634¿exports¿¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1124¿Identifier¿¿1634¿handlers¿¿¿{"start":{"line":31,"column":23},"end":{"line":31,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1125¿Identifier¿¿1634¿v94¿¿¿¿¿Identifier
1126¿VariableDeclarator¿¿1634¿handlers¿¿¿{"start":{"line":31,"column":4},"end":{"line":43,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1127¿MemberExpression¿¿1634¿¿¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1128¿Identifier¿¿1634¿exports¿¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1129¿Identifier¿¿1634¿handlers¿¿¿{"start":{"line":31,"column":23},"end":{"line":31,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1130¿VariableDeclarator¿exported¿1634¿handler¿¿¿{"start":{"line":43,"column":2},"end":{"line":52,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1131¿FunctionExpression¿¿1634¿anon¿¿¿{"start":{"line":43,"column":2},"end":{"line":52,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿FunctionExpression
1132¿Identifier¿¿0¿type¿¿¿{"start":{"line":43,"column":19},"end":{"line":43,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1133¿Identifier¿¿0¿name¿¿¿{"start":{"line":43,"column":25},"end":{"line":43,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1134¿Identifier¿¿0¿fn¿¿¿{"start":{"line":43,"column":31},"end":{"line":43,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1135¿VariableDeclarator¿¿1639¿v95¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1136¿BinaryExpression¿===¿1639¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BinaryExpression
1137¿Identifier¿¿1639¿type¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1138¿Literal¿string¿1639¿¿'constructor'¿¿{"start":{"line":44,"column":15},"end":{"line":44,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Literal
1139¿VariableDeclarator¿¿1639¿v96¿¿¿{"start":{"line":44,"column":32},"end":{"line":44,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1140¿BinaryExpression¿===¿1639¿¿¿¿{"start":{"line":44,"column":32},"end":{"line":44,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BinaryExpression
1141¿Identifier¿¿1639¿type¿¿¿{"start":{"line":44,"column":32},"end":{"line":44,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1142¿Literal¿string¿1639¿¿'__proto__'¿¿{"start":{"line":44,"column":41},"end":{"line":44,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Literal
1143¿VariableDeclarator¿¿1639¿v97¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1144¿LogicalExpression¿||¿1639¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":52},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿LogicalExpression
1145¿Identifier¿¿1639¿v95¿¿¿¿¿Identifier
1146¿Identifier¿¿1639¿v96¿¿¿¿¿Identifier
1147¿VariableDeclarator¿¿1639¿v98¿¿¿{"start":{"line":44,"column":56},"end":{"line":44,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1148¿BinaryExpression¿===¿1639¿¿¿¿{"start":{"line":44,"column":56},"end":{"line":44,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BinaryExpression
1149¿Identifier¿¿1639¿name¿¿¿{"start":{"line":44,"column":56},"end":{"line":44,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1150¿Literal¿string¿1639¿¿'constructor'¿¿{"start":{"line":44,"column":65},"end":{"line":44,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Literal
1151¿VariableDeclarator¿¿1639¿v99¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1152¿LogicalExpression¿||¿1639¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿LogicalExpression
1153¿Identifier¿¿1639¿v97¿¿¿¿¿Identifier
1154¿Identifier¿¿1639¿v98¿¿¿¿¿Identifier
1155¿VariableDeclarator¿¿1639¿v100¿¿¿{"start":{"line":44,"column":82},"end":{"line":44,"column":102},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1156¿BinaryExpression¿===¿1639¿¿¿¿{"start":{"line":44,"column":82},"end":{"line":44,"column":102},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BinaryExpression
1157¿Identifier¿¿1639¿name¿¿¿{"start":{"line":44,"column":82},"end":{"line":44,"column":86},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1158¿Literal¿string¿1639¿¿'__proto__'¿¿{"start":{"line":44,"column":91},"end":{"line":44,"column":102},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Literal
1159¿VariableDeclarator¿¿1639¿v101¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":102},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1160¿LogicalExpression¿||¿1639¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":102},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿LogicalExpression
1161¿Identifier¿¿1639¿v99¿¿¿¿¿Identifier
1162¿Identifier¿¿1639¿v100¿¿¿¿¿Identifier
1163¿IfStatement¿¿1639¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":46,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿IfStatement
1164¿Identifier¿¿1639¿v101¿¿¿¿¿Identifier
1165¿ReturnStatement¿¿1639¿¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ReturnStatement
1166¿BlockStatement¿¿1639¿¿¿¿{"start":{"line":44,"column":104},"end":{"line":46,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BlockStatement
1167¿VariableDeclarator¿¿1639¿v102¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1168¿MemberExpression¿¿1639¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1169¿Identifier¿¿1639¿arguments¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1170¿Identifier¿¿1639¿length¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1171¿VariableDeclarator¿¿1639¿v103¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1172¿BinaryExpression¿>¿1639¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BinaryExpression
1173¿Identifier¿¿1639¿v102¿¿¿¿¿Identifier
1174¿Literal¿number¿1639¿¿2¿¿{"start":{"line":47,"column":25},"end":{"line":47,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Literal
1175¿IfStatement¿¿1639¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":49,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿IfStatement
1176¿Identifier¿¿1639¿v103¿¿¿¿¿Identifier
1177¿VariableDeclarator¿¿1639¿v104¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1178¿MemberExpression¿computed¿1639¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1179¿Identifier¿¿1639¿handlers¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1180¿Identifier¿¿1639¿type¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1181¿ExpressionStatement¿¿1639¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ExpressionStatement
1182¿AssignmentExpression¿=¿1639¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿AssignmentExpression
1183¿MemberExpression¿computed¿1639¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1184¿Identifier¿¿1639¿v104¿¿¿¿¿Identifier
1185¿Identifier¿¿1639¿name¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1186¿Identifier¿¿1639¿fn¿¿¿{"start":{"line":48,"column":27},"end":{"line":48,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1187¿BlockStatement¿¿1639¿¿¿¿{"start":{"line":47,"column":28},"end":{"line":49,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BlockStatement
1188¿VariableDeclarator¿¿1639¿v105¿¿¿{"start":{"line":51,"column":9},"end":{"line":51,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1189¿MemberExpression¿computed¿1639¿¿¿¿{"start":{"line":51,"column":9},"end":{"line":51,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1190¿Identifier¿¿1639¿handlers¿¿¿{"start":{"line":51,"column":9},"end":{"line":51,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1191¿Identifier¿¿1639¿type¿¿¿{"start":{"line":51,"column":18},"end":{"line":51,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1192¿VariableDeclarator¿¿1639¿v106¿¿¿{"start":{"line":51,"column":9},"end":{"line":51,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1193¿MemberExpression¿computed¿1639¿¿¿¿{"start":{"line":51,"column":9},"end":{"line":51,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿MemberExpression
1194¿Identifier¿¿1639¿v105¿¿¿¿¿Identifier
1195¿Identifier¿¿1639¿name¿¿¿{"start":{"line":51,"column":24},"end":{"line":51,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1196¿ReturnStatement¿¿1639¿¿¿¿{"start":{"line":51,"column":2},"end":{"line":51,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿ReturnStatement
1197¿Identifier¿¿1639¿v106¿¿¿¿¿Identifier
1198¿BlockStatement¿¿1639¿¿¿¿{"start":{"line":43,"column":35},"end":{"line":52,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿BlockStatement
1199¿VariableDeclarator¿exported¿1634¿parser¿¿¿{"start":{"line":61,"column":0},"end":{"line":63,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿VariableDeclarator
1200¿FunctionExpression¿¿1634¿anon¿¿¿{"start":{"line":61,"column":0},"end":{"line":63,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿FunctionExpression
1201¿Identifier¿¿0¿name¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
1202¿Identifier¿¿0¿fn¿¿¿{"start":{"line":61,"column":22},"end":{"line":61,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-p23c-p8w2-ww5v/src/index.js"}¿¿Identifier
