Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
485¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":77,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Program
622¿Identifier¿¿857¿_url2¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
623¿Identifier¿¿857¿default¿¿¿{"start":{"line":35,"column":20},"end":{"line":35,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
624¿VariableDeclarator¿¿857¿v56¿¿¿{"start":{"line":35,"column":34},"end":{"line":35,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
625¿MemberExpression¿¿857¿¿¿¿{"start":{"line":35,"column":34},"end":{"line":35,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
626¿Identifier¿¿857¿request¿¿¿{"start":{"line":35,"column":34},"end":{"line":35,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
627¿Identifier¿¿857¿url¿¿¿{"start":{"line":35,"column":42},"end":{"line":35,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
628¿VariableDeclarator¿¿857¿v57¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
629¿CallExpression¿¿857¿¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿CallExpression
630¿MemberExpression¿¿857¿¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
631¿Identifier¿¿857¿v55¿¿¿¿¿Identifier
632¿Identifier¿¿857¿parse¿¿¿{"start":{"line":35,"column":28},"end":{"line":35,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
633¿Identifier¿¿857¿v56¿¿¿¿¿Identifier
634¿VariableDeclarator¿¿857¿v58¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
635¿MemberExpression¿¿857¿¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
636¿Identifier¿¿857¿v57¿¿¿¿¿Identifier
637¿Identifier¿¿857¿pathname¿¿¿{"start":{"line":35,"column":47},"end":{"line":35,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
638¿VariableDeclarator¿¿857¿uri¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
639¿CallExpression¿¿857¿¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿CallExpression
640¿MemberExpression¿¿857¿¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
641¿Identifier¿¿857¿v58¿¿¿¿¿Identifier
642¿Identifier¿¿857¿replace¿¿¿{"start":{"line":35,"column":56},"end":{"line":35,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
643¿Literal¿string¿857¿¿'%20'¿¿{"start":{"line":35,"column":64},"end":{"line":35,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
644¿Literal¿string¿857¿¿' '¿¿{"start":{"line":35,"column":71},"end":{"line":35,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
645¿VariableDeclarator¿¿857¿v59¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
646¿MemberExpression¿¿857¿¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
647¿Identifier¿¿857¿_path2¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
648¿Identifier¿¿857¿default¿¿¿{"start":{"line":36,"column":26},"end":{"line":36,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
649¿VariableDeclarator¿¿857¿filename¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
650¿CallExpression¿¿857¿¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿CallExpression
651¿MemberExpression¿¿857¿¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
652¿Identifier¿¿857¿v59¿¿¿¿¿Identifier
653¿Identifier¿¿857¿join¿¿¿{"start":{"line":36,"column":34},"end":{"line":36,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
654¿Identifier¿¿857¿BASE¿¿¿{"start":{"line":36,"column":39},"end":{"line":36,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
655¿Identifier¿¿857¿uri¿¿¿{"start":{"line":36,"column":45},"end":{"line":36,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
656¿VariableDeclarator¿¿857¿v60¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
657¿MemberExpression¿¿857¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
658¿Identifier¿¿857¿_fs2¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
659¿Identifier¿¿857¿default¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
660¿VariableDeclarator¿¿857¿v75¿¿¿{"start":{"line":37,"column":32},"end":{"line":74,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
661¿FunctionExpression¿¿857¿anon¿¿¿{"start":{"line":37,"column":32},"end":{"line":74,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿FunctionExpression
662¿Identifier¿¿0¿err¿¿¿{"start":{"line":37,"column":42},"end":{"line":37,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
663¿Identifier¿¿0¿status¿¿¿{"start":{"line":37,"column":47},"end":{"line":37,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
664¿VariableDeclarator¿¿859¿v61¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
665¿BinaryExpression¿!=¿859¿¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿BinaryExpression
666¿Identifier¿¿859¿err¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
667¿Literal¿object¿859¿¿null¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
668¿IfStatement¿¿859¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":73,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿IfStatement
669¿Identifier¿¿859¿v61¿¿¿¿¿Identifier
670¿VariableDeclarator¿¿859¿v62¿¿¿{"start":{"line":39,"column":36},"end":{"line":39,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
671¿ObjectExpression¿¿859¿¿¿¿{"start":{"line":39,"column":36},"end":{"line":39,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿ObjectExpression
672¿Property¿¿859¿¿¿¿{"start":{"line":39,"column":38},"end":{"line":39,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Property
673¿Literal¿string¿859¿¿'Content-Type'¿¿{"start":{"line":39,"column":38},"end":{"line":39,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
674¿Literal¿string¿859¿¿'text/plain'¿¿{"start":{"line":39,"column":54},"end":{"line":39,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
675¿VariableDeclarator¿¿859¿v63¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
676¿CallExpression¿¿859¿¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿CallExpression
677¿MemberExpression¿¿859¿¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
678¿Identifier¿¿859¿response¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
679¿Identifier¿¿859¿writeHead¿¿¿{"start":{"line":39,"column":21},"end":{"line":39,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
680¿Literal¿number¿859¿¿200¿¿{"start":{"line":39,"column":31},"end":{"line":39,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
681¿Identifier¿¿859¿v62¿¿¿¿¿Identifier
682¿ExpressionStatement¿¿859¿¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿ExpressionStatement
683¿Identifier¿¿859¿v63¿¿¿¿¿Identifier
684¿VariableDeclarator¿¿859¿v64¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
685¿CallExpression¿¿859¿¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿CallExpression
686¿MemberExpression¿¿859¿¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
687¿Identifier¿¿859¿response¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
688¿Identifier¿¿859¿write¿¿¿{"start":{"line":40,"column":21},"end":{"line":40,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
689¿Literal¿string¿859¿¿'404'¿¿{"start":{"line":40,"column":27},"end":{"line":40,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
690¿ExpressionStatement¿¿859¿¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿ExpressionStatement
691¿Identifier¿¿859¿v64¿¿¿¿¿Identifier
692¿VariableDeclarator¿¿859¿v65¿¿¿{"start":{"line":41,"column":12},"end":{"line":41,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
693¿CallExpression¿¿859¿¿¿¿{"start":{"line":41,"column":12},"end":{"line":41,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿CallExpression
694¿MemberExpression¿¿859¿¿¿¿{"start":{"line":41,"column":12},"end":{"line":41,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
695¿Identifier¿¿859¿response¿¿¿{"start":{"line":41,"column":12},"end":{"line":41,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
696¿Identifier¿¿859¿end¿¿¿{"start":{"line":41,"column":21},"end":{"line":41,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
697¿ExpressionStatement¿¿859¿¿¿¿{"start":{"line":41,"column":12},"end":{"line":41,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿ExpressionStatement
698¿Identifier¿¿859¿v65¿¿¿¿¿Identifier
699¿BlockStatement¿¿859¿¿¿¿{"start":{"line":38,"column":25},"end":{"line":42,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿BlockStatement
700¿VariableDeclarator¿¿859¿v66¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
701¿CallExpression¿¿859¿¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿CallExpression
702¿MemberExpression¿¿859¿¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
703¿Identifier¿¿859¿status¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
704¿Identifier¿¿859¿isDirectory¿¿¿{"start":{"line":44,"column":23},"end":{"line":44,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
705¿IfStatement¿¿859¿¿¿¿{"start":{"line":44,"column":12},"end":{"line":46,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿IfStatement
706¿Identifier¿¿859¿v66¿¿¿¿¿Identifier
707¿ExpressionStatement¿¿859¿¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿ExpressionStatement
708¿AssignmentExpression¿=¿859¿¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿AssignmentExpression
709¿Identifier¿¿859¿filename¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
710¿Identifier¿¿859¿ENTRY¿¿¿{"start":{"line":45,"column":27},"end":{"line":45,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
711¿BlockStatement¿¿859¿¿¿¿{"start":{"line":44,"column":38},"end":{"line":46,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿BlockStatement
712¿VariableDeclarator¿¿859¿v67¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
713¿MemberExpression¿¿859¿¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
714¿Identifier¿¿859¿_path2¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
715¿Identifier¿¿859¿default¿¿¿{"start":{"line":48,"column":29},"end":{"line":48,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
716¿VariableDeclarator¿¿859¿v68¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
717¿CallExpression¿¿859¿¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿CallExpression
718¿MemberExpression¿¿859¿¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
719¿Identifier¿¿859¿v67¿¿¿¿¿Identifier
720¿Identifier¿¿859¿extname¿¿¿{"start":{"line":48,"column":37},"end":{"line":48,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
721¿Identifier¿¿859¿filename¿¿¿{"start":{"line":48,"column":45},"end":{"line":48,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
722¿VariableDeclarator¿¿859¿v69¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
723¿CallExpression¿¿859¿¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿CallExpression
724¿MemberExpression¿¿859¿¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
725¿Identifier¿¿859¿v68¿¿¿¿¿Identifier
726¿Identifier¿¿859¿split¿¿¿{"start":{"line":48,"column":55},"end":{"line":48,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
727¿Literal¿string¿859¿¿'.'¿¿{"start":{"line":48,"column":61},"end":{"line":48,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
728¿VariableDeclarator¿¿859¿ext¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
729¿MemberExpression¿computed¿859¿¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
730¿Identifier¿¿859¿v69¿¿¿¿¿Identifier
731¿Literal¿number¿859¿¿1¿¿{"start":{"line":48,"column":66},"end":{"line":48,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
732¿VariableDeclarator¿¿859¿mimeType¿¿¿{"start":{"line":49,"column":16},"end":{"line":49,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
733¿Literal¿string¿859¿¿''¿¿{"start":{"line":49,"column":27},"end":{"line":49,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
734¿SwitchStatement¿¿859¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":67,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿SwitchStatement
735¿Identifier¿¿859¿ext¿¿¿{"start":{"line":50,"column":20},"end":{"line":50,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
736¿SwitchCase¿¿859¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":53,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿SwitchCase
737¿Literal¿string¿859¿¿'html'¿¿{"start":{"line":51,"column":21},"end":{"line":51,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
738¿ExpressionStatement¿¿859¿¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿ExpressionStatement
739¿AssignmentExpression¿=¿859¿¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿AssignmentExpression
740¿Identifier¿¿859¿mimeType¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
741¿Literal¿string¿859¿¿'text/html'¿¿{"start":{"line":52,"column":31},"end":{"line":52,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
742¿BreakStatement¿¿859¿¿¿¿{"start":{"line":53,"column":20},"end":{"line":53,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿BreakStatement
743¿SwitchCase¿¿859¿¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿SwitchCase
744¿Literal¿string¿859¿¿'jpg'¿¿{"start":{"line":54,"column":21},"end":{"line":54,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
745¿SwitchCase¿¿859¿¿¿¿{"start":{"line":55,"column":16},"end":{"line":57,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿SwitchCase
746¿Literal¿string¿859¿¿'jpeg'¿¿{"start":{"line":55,"column":21},"end":{"line":55,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
747¿ExpressionStatement¿¿859¿¿¿¿{"start":{"line":56,"column":20},"end":{"line":56,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿ExpressionStatement
748¿AssignmentExpression¿=¿859¿¿¿¿{"start":{"line":56,"column":20},"end":{"line":56,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿AssignmentExpression
749¿Identifier¿¿859¿mimeType¿¿¿{"start":{"line":56,"column":20},"end":{"line":56,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
750¿Literal¿string¿859¿¿'image/jpeg'¿¿{"start":{"line":56,"column":31},"end":{"line":56,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
751¿BreakStatement¿¿859¿¿¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿BreakStatement
752¿SwitchCase¿¿859¿¿¿¿{"start":{"line":58,"column":16},"end":{"line":60,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿SwitchCase
753¿Literal¿string¿859¿¿'png'¿¿{"start":{"line":58,"column":21},"end":{"line":58,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
754¿ExpressionStatement¿¿859¿¿¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿ExpressionStatement
755¿AssignmentExpression¿=¿859¿¿¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿AssignmentExpression
756¿Identifier¿¿859¿mimeType¿¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
757¿Literal¿string¿859¿¿'image/png'¿¿{"start":{"line":59,"column":31},"end":{"line":59,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
