Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
561¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":78,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Program
699¿Literal¿string¿1004¿¿'pluginName is a required argument.'¿¿{"start":{"line":31,"column":19},"end":{"line":31,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
700¿ThrowStatement¿¿1004¿¿¿¿{"start":{"line":31,"column":3},"end":{"line":31,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿ThrowStatement
701¿Identifier¿¿1004¿v98¿¿¿¿¿Identifier
702¿BlockStatement¿¿1004¿¿¿¿{"start":{"line":30,"column":93},"end":{"line":32,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BlockStatement
703¿VariableDeclarator¿¿1004¿v99¿¿¿{"start":{"line":34,"column":21},"end":{"line":34,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
704¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":34,"column":21},"end":{"line":34,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
705¿Identifier¿¿1004¿opts¿¿¿{"start":{"line":34,"column":21},"end":{"line":34,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
706¿Identifier¿¿1004¿directory¿¿¿{"start":{"line":34,"column":26},"end":{"line":34,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
707¿VariableDeclarator¿¿1004¿v100¿¿¿{"start":{"line":34,"column":7},"end":{"line":34,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
708¿CallExpression¿¿1004¿¿¿¿{"start":{"line":34,"column":7},"end":{"line":34,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿CallExpression
709¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":34,"column":7},"end":{"line":34,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
710¿Identifier¿¿1004¿fs¿¿¿{"start":{"line":34,"column":7},"end":{"line":34,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
711¿Identifier¿¿1004¿existsSync¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
712¿Identifier¿¿1004¿v99¿¿¿¿¿Identifier
713¿VariableDeclarator¿¿1004¿v101¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
714¿UnaryExpression¿!¿1004¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿UnaryExpression
715¿Identifier¿¿1004¿v100¿¿¿¿¿Identifier
716¿IfStatement¿¿1004¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":36,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿IfStatement
717¿Identifier¿¿1004¿v101¿¿¿¿¿Identifier
718¿VariableDeclarator¿¿1004¿v102¿¿¿{"start":{"line":35,"column":32},"end":{"line":35,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
719¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":35,"column":32},"end":{"line":35,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
720¿Identifier¿¿1004¿opts¿¿¿{"start":{"line":35,"column":32},"end":{"line":35,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
721¿Identifier¿¿1004¿directory¿¿¿{"start":{"line":35,"column":37},"end":{"line":35,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
722¿VariableDeclarator¿¿1004¿v103¿¿¿{"start":{"line":35,"column":9},"end":{"line":35,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
723¿NewExpression¿¿1004¿¿¿¿{"start":{"line":35,"column":9},"end":{"line":35,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿NewExpression
724¿Identifier¿¿1004¿Error¿¿¿{"start":{"line":35,"column":13},"end":{"line":35,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
725¿TemplateLiteral¿¿1004¿¿¿¿{"start":{"line":35,"column":19},"end":{"line":35,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿TemplateLiteral
726¿Identifier¿¿1004¿v102¿¿¿¿¿Identifier
727¿ThrowStatement¿¿1004¿¿¿¿{"start":{"line":35,"column":3},"end":{"line":35,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿ThrowStatement
728¿Identifier¿¿1004¿v103¿¿¿¿¿Identifier
729¿BlockStatement¿¿1004¿¿¿¿{"start":{"line":34,"column":38},"end":{"line":36,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BlockStatement
730¿TryStatement¿¿1004¿¿¿¿{"start":{"line":39,"column":2},"end":{"line":76,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿TryStatement
731¿VariableDeclarator¿¿1004¿v104¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
732¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
733¿Identifier¿¿1004¿opts¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
734¿Identifier¿¿1004¿destination¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
735¿VariableDeclarator¿¿1004¿v105¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
736¿CallExpression¿¿1004¿¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿CallExpression
737¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":40,"column":11},"end":{"line":40,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
738¿Identifier¿¿1004¿v104¿¿¿¿¿Identifier
739¿Identifier¿¿1004¿toLowerCase¿¿¿{"start":{"line":40,"column":28},"end":{"line":40,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
740¿SwitchStatement¿¿1004¿¿¿¿{"start":{"line":40,"column":3},"end":{"line":52,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿SwitchStatement
741¿Identifier¿¿1004¿v105¿¿¿¿¿Identifier
742¿SwitchCase¿¿1004¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":43,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿SwitchCase
743¿Literal¿string¿1004¿¿'theme'¿¿{"start":{"line":41,"column":9},"end":{"line":41,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
744¿VariableDeclarator¿¿1004¿v106¿¿¿{"start":{"line":42,"column":33},"end":{"line":42,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
745¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":42,"column":33},"end":{"line":42,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
746¿Identifier¿¿1004¿opts¿¿¿{"start":{"line":42,"column":33},"end":{"line":42,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
747¿Identifier¿¿1004¿appID¿¿¿{"start":{"line":42,"column":38},"end":{"line":42,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
748¿VariableDeclarator¿¿1004¿v107¿¿¿{"start":{"line":42,"column":17},"end":{"line":42,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
749¿TemplateLiteral¿¿1004¿¿¿¿{"start":{"line":42,"column":17},"end":{"line":42,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿TemplateLiteral
750¿Identifier¿¿1004¿v106¿¿¿¿¿Identifier
751¿VariableDeclarator¿¿1004¿v108¿¿¿{"start":{"line":42,"column":5},"end":{"line":42,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
752¿CallExpression¿¿1004¿¿¿¿{"start":{"line":42,"column":5},"end":{"line":42,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿CallExpression
753¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":42,"column":5},"end":{"line":42,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
754¿Identifier¿¿1004¿console¿¿¿{"start":{"line":42,"column":5},"end":{"line":42,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
755¿Identifier¿¿1004¿log¿¿¿{"start":{"line":42,"column":13},"end":{"line":42,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
756¿Identifier¿¿1004¿v107¿¿¿¿¿Identifier
757¿ExpressionStatement¿¿1004¿¿¿¿{"start":{"line":42,"column":5},"end":{"line":42,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿ExpressionStatement
758¿Identifier¿¿1004¿v108¿¿¿¿¿Identifier
759¿BreakStatement¿¿1004¿¿¿¿{"start":{"line":43,"column":5},"end":{"line":43,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BreakStatement
760¿SwitchCase¿¿1004¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":46,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿SwitchCase
761¿Literal¿string¿1004¿¿'workspace'¿¿{"start":{"line":44,"column":9},"end":{"line":44,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
762¿VariableDeclarator¿¿1004¿v109¿¿¿{"start":{"line":45,"column":33},"end":{"line":45,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
763¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":45,"column":33},"end":{"line":45,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
764¿Identifier¿¿1004¿opts¿¿¿{"start":{"line":45,"column":33},"end":{"line":45,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
765¿Identifier¿¿1004¿appID¿¿¿{"start":{"line":45,"column":38},"end":{"line":45,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
766¿VariableDeclarator¿¿1004¿v110¿¿¿{"start":{"line":45,"column":17},"end":{"line":45,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
767¿TemplateLiteral¿¿1004¿¿¿¿{"start":{"line":45,"column":17},"end":{"line":45,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿TemplateLiteral
768¿Identifier¿¿1004¿v109¿¿¿¿¿Identifier
769¿VariableDeclarator¿¿1004¿v111¿¿¿{"start":{"line":45,"column":5},"end":{"line":45,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
770¿CallExpression¿¿1004¿¿¿¿{"start":{"line":45,"column":5},"end":{"line":45,"column":67},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿CallExpression
771¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":45,"column":5},"end":{"line":45,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
772¿Identifier¿¿1004¿console¿¿¿{"start":{"line":45,"column":5},"end":{"line":45,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
773¿Identifier¿¿1004¿log¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
774¿Identifier¿¿1004¿v110¿¿¿¿¿Identifier
775¿ExpressionStatement¿¿1004¿¿¿¿{"start":{"line":45,"column":5},"end":{"line":45,"column":68},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿ExpressionStatement
776¿Identifier¿¿1004¿v111¿¿¿¿¿Identifier
777¿BreakStatement¿¿1004¿¿¿¿{"start":{"line":46,"column":5},"end":{"line":46,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BreakStatement
778¿SwitchCase¿¿1004¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":49,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿SwitchCase
779¿Literal¿string¿1004¿¿'plugin'¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
780¿VariableDeclarator¿¿1004¿v112¿¿¿{"start":{"line":48,"column":33},"end":{"line":48,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
781¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":48,"column":33},"end":{"line":48,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
782¿Identifier¿¿1004¿opts¿¿¿{"start":{"line":48,"column":33},"end":{"line":48,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
783¿Identifier¿¿1004¿appID¿¿¿{"start":{"line":48,"column":38},"end":{"line":48,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
784¿VariableDeclarator¿¿1004¿v113¿¿¿{"start":{"line":48,"column":49},"end":{"line":48,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
785¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":48,"column":49},"end":{"line":48,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
786¿Identifier¿¿1004¿opts¿¿¿{"start":{"line":48,"column":49},"end":{"line":48,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
787¿Identifier¿¿1004¿pluginName¿¿¿{"start":{"line":48,"column":54},"end":{"line":48,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
788¿VariableDeclarator¿¿1004¿v114¿¿¿{"start":{"line":48,"column":17},"end":{"line":48,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
789¿TemplateLiteral¿¿1004¿¿¿¿{"start":{"line":48,"column":17},"end":{"line":48,"column":84},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿TemplateLiteral
790¿Identifier¿¿1004¿v112¿¿¿¿¿Identifier
791¿Identifier¿¿1004¿v113¿¿¿¿¿Identifier
792¿VariableDeclarator¿¿1004¿v115¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
793¿CallExpression¿¿1004¿¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":85},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿CallExpression
794¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
795¿Identifier¿¿1004¿console¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
796¿Identifier¿¿1004¿log¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
797¿Identifier¿¿1004¿v114¿¿¿¿¿Identifier
798¿ExpressionStatement¿¿1004¿¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":86},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿ExpressionStatement
799¿Identifier¿¿1004¿v115¿¿¿¿¿Identifier
800¿BreakStatement¿¿1004¿¿¿¿{"start":{"line":49,"column":5},"end":{"line":49,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BreakStatement
801¿SwitchCase¿¿1004¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":51,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿SwitchCase
802¿VariableDeclarator¿¿1004¿v116¿¿¿{"start":{"line":51,"column":33},"end":{"line":51,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
803¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":51,"column":33},"end":{"line":51,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
804¿Identifier¿¿1004¿opts¿¿¿{"start":{"line":51,"column":33},"end":{"line":51,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
805¿Identifier¿¿1004¿appID¿¿¿{"start":{"line":51,"column":38},"end":{"line":51,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
806¿VariableDeclarator¿¿1004¿v117¿¿¿{"start":{"line":51,"column":17},"end":{"line":51,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
807¿TemplateLiteral¿¿1004¿¿¿¿{"start":{"line":51,"column":17},"end":{"line":51,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿TemplateLiteral
808¿Identifier¿¿1004¿v116¿¿¿¿¿Identifier
809¿VariableDeclarator¿¿1004¿v118¿¿¿{"start":{"line":51,"column":5},"end":{"line":51,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
810¿CallExpression¿¿1004¿¿¿¿{"start":{"line":51,"column":5},"end":{"line":51,"column":76},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿CallExpression
811¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":51,"column":5},"end":{"line":51,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
812¿Identifier¿¿1004¿console¿¿¿{"start":{"line":51,"column":5},"end":{"line":51,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
813¿Identifier¿¿1004¿log¿¿¿{"start":{"line":51,"column":13},"end":{"line":51,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
814¿Identifier¿¿1004¿v117¿¿¿¿¿Identifier
815¿ExpressionStatement¿¿1004¿¿¿¿{"start":{"line":51,"column":5},"end":{"line":51,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿ExpressionStatement
816¿Identifier¿¿1004¿v118¿¿¿¿¿Identifier
817¿VariableDeclarator¿¿1004¿v119¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
818¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
819¿Identifier¿¿1004¿opts¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
820¿Identifier¿¿1004¿sqlclPath¿¿¿{"start":{"line":55,"column":15},"end":{"line":55,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
821¿VariableDeclarator¿¿1004¿v120¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
822¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
823¿Literal¿string¿1004¿¿'''¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
824¿Identifier¿¿1004¿v119¿¿¿¿¿Identifier
825¿VariableDeclarator¿¿1004¿v121¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
826¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
827¿Identifier¿¿1004¿v120¿¿¿¿¿Identifier
828¿Literal¿string¿1004¿¿'''¿¿{"start":{"line":55,"column":27},"end":{"line":55,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
829¿VariableDeclarator¿¿1004¿v122¿¿¿{"start":{"line":55,"column":4},"end":{"line":56,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
830¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":56,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
831¿Identifier¿¿1004¿v121¿¿¿¿¿Identifier
832¿Literal¿string¿1004¿¿' '¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Literal
833¿VariableDeclarator¿¿1004¿v123¿¿¿{"start":{"line":56,"column":10},"end":{"line":56,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
834¿MemberExpression¿¿1004¿¿¿¿{"start":{"line":56,"column":10},"end":{"line":56,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿MemberExpression
835¿Identifier¿¿1004¿opts¿¿¿{"start":{"line":56,"column":10},"end":{"line":56,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
836¿Identifier¿¿1004¿connectString¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿Identifier
837¿VariableDeclarator¿¿1004¿v124¿¿¿{"start":{"line":55,"column":4},"end":{"line":56,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿VariableDeclarator
838¿BinaryExpression¿+¿1004¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":56,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/apex-publish-static-files_2.0.0/src/index.js"}¿¿BinaryExpression
839¿Identifier¿¿1004¿v122¿¿¿¿¿Identifier
840¿Identifier¿¿1004¿v123¿¿¿¿¿Identifier
