Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1014¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":166,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Program
1141¿MemberExpression¿¿1736¿¿¿¿{"start":{"line":29,"column":6},"end":{"line":29,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1142¿Identifier¿¿1736¿nginxConf¿¿¿{"start":{"line":29,"column":6},"end":{"line":29,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1143¿Identifier¿¿1736¿bind¿¿¿{"start":{"line":29,"column":16},"end":{"line":29,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1144¿Literal¿object¿1736¿¿null¿¿{"start":{"line":29,"column":21},"end":{"line":29,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1145¿Identifier¿¿1736¿app¿¿¿{"start":{"line":29,"column":27},"end":{"line":29,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1146¿VariableDeclarator¿¿1736¿v100¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1147¿MemberExpression¿¿1736¿¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1148¿Identifier¿¿1736¿app¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1149¿Identifier¿¿1736¿_nginxCmd¿¿¿{"start":{"line":30,"column":10},"end":{"line":30,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1150¿VariableDeclarator¿¿1736¿v101¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1151¿CallExpression¿¿1736¿¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1152¿MemberExpression¿¿1736¿¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1153¿Identifier¿¿1736¿v100¿¿¿¿¿Identifier
1154¿Identifier¿¿1736¿bind¿¿¿{"start":{"line":30,"column":20},"end":{"line":30,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1155¿Identifier¿¿1736¿app¿¿¿{"start":{"line":30,"column":25},"end":{"line":30,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1156¿Literal¿string¿1736¿¿'reload'¿¿{"start":{"line":30,"column":30},"end":{"line":30,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1157¿VariableDeclarator¿¿1736¿v102¿¿¿{"start":{"line":28,"column":17},"end":{"line":31,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1158¿ArrayExpression¿¿1736¿¿¿¿{"start":{"line":28,"column":17},"end":{"line":31,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ArrayExpression
1159¿Identifier¿¿1736¿v99¿¿¿¿¿Identifier
1160¿Identifier¿¿1736¿v101¿¿¿¿¿Identifier
1161¿VariableDeclarator¿¿1736¿v109¿¿¿{"start":{"line":31,"column":7},"end":{"line":41,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1162¿FunctionExpression¿¿1736¿anon¿¿¿{"start":{"line":31,"column":7},"end":{"line":41,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿FunctionExpression
1163¿Identifier¿¿0¿err¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1164¿IfStatement¿¿1738¿¿¿¿{"start":{"line":32,"column":6},"end":{"line":32,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿IfStatement
1165¿Identifier¿¿1738¿err¿¿¿{"start":{"line":32,"column":10},"end":{"line":32,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1166¿VariableDeclarator¿¿1738¿v103¿¿¿{"start":{"line":32,"column":22},"end":{"line":32,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1167¿CallExpression¿¿1738¿¿¿¿{"start":{"line":32,"column":22},"end":{"line":32,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1168¿Identifier¿¿1738¿next¿¿¿{"start":{"line":32,"column":22},"end":{"line":32,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1169¿Identifier¿¿1738¿err¿¿¿{"start":{"line":32,"column":27},"end":{"line":32,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1170¿ReturnStatement¿¿1738¿¿¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ReturnStatement
1171¿Identifier¿¿1738¿v103¿¿¿¿¿Identifier
1172¿BlockStatement¿¿1738¿¿¿¿¿¿BlockStatement
1173¿VariableDeclarator¿¿1738¿v104¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1174¿CallExpression¿¿1738¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1175¿MemberExpression¿¿1738¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1176¿Identifier¿¿1738¿app¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1177¿Identifier¿¿1738¿emit¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1178¿Literal¿string¿1738¿¿'reloaded'¿¿{"start":{"line":34,"column":15},"end":{"line":34,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1179¿ExpressionStatement¿¿1738¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1180¿Identifier¿¿1738¿v104¿¿¿¿¿Identifier
1181¿VariableDeclarator¿¿1738¿v105¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1182¿CallExpression¿¿1738¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1183¿MemberExpression¿¿1738¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1184¿Identifier¿¿1738¿app¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1185¿Identifier¿¿1738¿get¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1186¿Literal¿string¿1738¿¿'host'¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1187¿VariableDeclarator¿¿1738¿v106¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1188¿CallExpression¿¿1738¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1189¿MemberExpression¿¿1738¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1190¿Identifier¿¿1738¿app¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1191¿Identifier¿¿1738¿get¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1192¿Literal¿string¿1738¿¿'port'¿¿{"start":{"line":38,"column":16},"end":{"line":38,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1193¿VariableDeclarator¿¿1738¿v107¿¿¿{"start":{"line":35,"column":6},"end":{"line":39,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1194¿CallExpression¿¿1738¿¿¿¿{"start":{"line":35,"column":6},"end":{"line":39,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1195¿MemberExpression¿¿1738¿¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1196¿Identifier¿¿1738¿console¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1197¿Identifier¿¿1738¿log¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1198¿Literal¿string¿1738¿¿'StrongLoop Nginx Controller listening at: http://%s:%s'¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":64},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1199¿Identifier¿¿1738¿v105¿¿¿¿¿Identifier
1200¿Identifier¿¿1738¿v106¿¿¿¿¿Identifier
1201¿ExpressionStatement¿¿1738¿¿¿¿{"start":{"line":35,"column":6},"end":{"line":39,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1202¿Identifier¿¿1738¿v107¿¿¿¿¿Identifier
1203¿VariableDeclarator¿¿1738¿v108¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1204¿CallExpression¿¿1738¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1205¿Identifier¿¿1738¿next¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1206¿ExpressionStatement¿¿1738¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1207¿Identifier¿¿1738¿v108¿¿¿¿¿Identifier
1208¿BlockStatement¿¿1738¿¿¿¿{"start":{"line":31,"column":21},"end":{"line":41,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿BlockStatement
1209¿VariableDeclarator¿¿1736¿v110¿¿¿{"start":{"line":28,"column":4},"end":{"line":41,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1210¿CallExpression¿¿1736¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":41,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1211¿MemberExpression¿¿1736¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1212¿Identifier¿¿1736¿async¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1213¿Identifier¿¿1736¿series¿¿¿{"start":{"line":28,"column":10},"end":{"line":28,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1214¿Identifier¿¿1736¿v102¿¿¿¿¿Identifier
1215¿Identifier¿¿1736¿v109¿¿¿¿¿Identifier
1216¿ExpressionStatement¿¿1736¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":41,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1217¿Identifier¿¿1736¿v110¿¿¿¿¿Identifier
1218¿BlockStatement¿¿1736¿¿¿¿{"start":{"line":27,"column":30},"end":{"line":42,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿BlockStatement
1219¿ExpressionStatement¿¿1734¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1220¿AssignmentExpression¿=¿1734¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿AssignmentExpression
1221¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1222¿Identifier¿¿1734¿app¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1223¿Identifier¿¿1734¿_reloadNginx¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1224¿Identifier¿¿1734¿_reloadNginx¿¿¿{"start":{"line":43,"column":21},"end":{"line":43,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1225¿VariableDeclarator¿¿1734¿_configureNginx¿¿¿{"start":{"line":45,"column":2},"end":{"line":47,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1226¿FunctionExpression¿¿1734¿anon¿¿¿{"start":{"line":45,"column":2},"end":{"line":47,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿FunctionExpression
1227¿Identifier¿¿0¿next¿¿¿{"start":{"line":45,"column":27},"end":{"line":45,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1228¿VariableDeclarator¿¿1741¿v111¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1229¿CallExpression¿¿1741¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1230¿Identifier¿¿1741¿nginxConf¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1231¿Identifier¿¿1741¿app¿¿¿{"start":{"line":46,"column":14},"end":{"line":46,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1232¿Identifier¿¿1741¿next¿¿¿{"start":{"line":46,"column":19},"end":{"line":46,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1233¿ExpressionStatement¿¿1741¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1234¿Identifier¿¿1741¿v111¿¿¿¿¿Identifier
1235¿BlockStatement¿¿1741¿¿¿¿{"start":{"line":45,"column":33},"end":{"line":47,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿BlockStatement
1236¿ExpressionStatement¿¿1734¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":48,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿ExpressionStatement
1237¿AssignmentExpression¿=¿1734¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":48,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿AssignmentExpression
1238¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":48,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1239¿Identifier¿¿1734¿app¿¿¿{"start":{"line":48,"column":2},"end":{"line":48,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1240¿Identifier¿¿1734¿_configureNginx¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1241¿Identifier¿¿1734¿_configureNginx¿¿¿{"start":{"line":48,"column":24},"end":{"line":48,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1242¿VariableDeclarator¿¿1734¿_nginxCmd¿¿¿{"start":{"line":57,"column":2},"end":{"line":71,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1243¿FunctionExpression¿¿1734¿anon¿¿¿{"start":{"line":57,"column":2},"end":{"line":71,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿FunctionExpression
1244¿Identifier¿¿0¿action¿¿¿{"start":{"line":57,"column":21},"end":{"line":57,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1245¿Identifier¿¿0¿cb¿¿¿{"start":{"line":57,"column":29},"end":{"line":57,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1246¿VariableDeclarator¿¿1743¿v112¿¿¿{"start":{"line":58,"column":33},"end":{"line":58,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1247¿CallExpression¿¿1743¿¿¿¿{"start":{"line":58,"column":33},"end":{"line":58,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1248¿MemberExpression¿¿1743¿¿¿¿{"start":{"line":58,"column":33},"end":{"line":58,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1249¿Identifier¿¿1743¿app¿¿¿{"start":{"line":58,"column":33},"end":{"line":58,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1250¿Identifier¿¿1743¿get¿¿¿{"start":{"line":58,"column":37},"end":{"line":58,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1251¿Literal¿string¿1743¿¿'baseDir'¿¿{"start":{"line":58,"column":41},"end":{"line":58,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1252¿VariableDeclarator¿¿1743¿nginxConfdir¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1253¿CallExpression¿¿1743¿¿¿¿{"start":{"line":58,"column":23},"end":{"line":58,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1254¿MemberExpression¿¿1743¿¿¿¿{"start":{"line":58,"column":23},"end":{"line":58,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1255¿Identifier¿¿1743¿path¿¿¿{"start":{"line":58,"column":23},"end":{"line":58,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1256¿Identifier¿¿1743¿join¿¿¿{"start":{"line":58,"column":28},"end":{"line":58,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1257¿Identifier¿¿1743¿v112¿¿¿¿¿Identifier
1258¿Literal¿string¿1743¿¿'nginx'¿¿{"start":{"line":58,"column":53},"end":{"line":58,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1259¿VariableDeclarator¿¿1743¿configFile¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1260¿CallExpression¿¿1743¿¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1261¿MemberExpression¿¿1743¿¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1262¿Identifier¿¿1743¿path¿¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1263¿Identifier¿¿1743¿join¿¿¿{"start":{"line":59,"column":26},"end":{"line":59,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1264¿Identifier¿¿1743¿nginxConfdir¿¿¿{"start":{"line":59,"column":31},"end":{"line":59,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1265¿Literal¿string¿1743¿¿'nginx.conf'¿¿{"start":{"line":59,"column":45},"end":{"line":59,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Literal
1266¿VariableDeclarator¿¿1743¿v113¿¿¿{"start":{"line":61,"column":15},"end":{"line":61,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿VariableDeclarator
1267¿CallExpression¿¿1743¿¿¿¿{"start":{"line":61,"column":15},"end":{"line":61,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿CallExpression
1268¿MemberExpression¿¿1743¿¿¿¿{"start":{"line":61,"column":15},"end":{"line":61,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿MemberExpression
1269¿Identifier¿¿1743¿app¿¿¿{"start":{"line":61,"column":15},"end":{"line":61,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
1270¿Identifier¿¿1743¿get¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-4v9w-pvwr-38h3/src/server.js"}¿¿Identifier
