Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
736¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":127,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Program
883¿Identifier¿¿1327¿i¿¿¿{"start":{"line":36,"column":33},"end":{"line":36,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
884¿VariableDeclarator¿¿1327¿v120¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
885¿CallExpression¿¿1327¿¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
886¿MemberExpression¿¿1327¿¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
887¿Identifier¿¿1327¿Array¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
888¿Identifier¿¿1327¿isArray¿¿¿{"start":{"line":36,"column":16},"end":{"line":36,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
889¿Identifier¿¿1327¿v119¿¿¿¿¿Identifier
890¿VariableDeclarator¿¿1327¿v121¿¿¿{"start":{"line":35,"column":10},"end":{"line":36,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
891¿BinaryExpression¿!==¿1327¿¿¿¿{"start":{"line":35,"column":10},"end":{"line":36,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BinaryExpression
892¿AssignmentExpression¿=¿1327¿¿¿¿{"start":{"line":35,"column":11},"end":{"line":35,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
893¿Identifier¿¿1327¿isArr¿¿¿{"start":{"line":35,"column":11},"end":{"line":35,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
894¿CallExpression¿¿1327¿¿¿¿{"start":{"line":35,"column":19},"end":{"line":35,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
895¿MemberExpression¿¿1327¿¿¿¿{"start":{"line":35,"column":19},"end":{"line":35,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
896¿Identifier¿¿1327¿Array¿¿¿{"start":{"line":35,"column":19},"end":{"line":35,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
897¿Identifier¿¿1327¿isArray¿¿¿{"start":{"line":35,"column":25},"end":{"line":35,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
898¿Identifier¿¿1327¿v118¿¿¿¿¿Identifier
899¿Identifier¿¿1327¿v120¿¿¿¿¿Identifier
900¿VariableDeclarator¿¿1327¿v122¿¿¿{"start":{"line":22,"column":8},"end":{"line":37,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
901¿LogicalExpression¿||¿1327¿¿¿¿{"start":{"line":22,"column":8},"end":{"line":37,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿LogicalExpression
902¿Identifier¿¿1327¿v117¿¿¿¿¿Identifier
903¿Identifier¿¿1327¿v121¿¿¿¿¿Identifier
904¿VariableDeclarator¿¿1327¿v123¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
905¿MemberExpression¿computed¿1327¿¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
906¿Identifier¿¿1327¿patch¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
907¿Identifier¿¿1327¿i¿¿¿{"start":{"line":42,"column":33},"end":{"line":42,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
908¿VariableDeclarator¿¿1327¿v124¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
909¿CallExpression¿¿1327¿¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
910¿Identifier¿¿1327¿noObjectsInArray¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
911¿Identifier¿¿1327¿v123¿¿¿¿¿Identifier
912¿VariableDeclarator¿¿1327¿v125¿¿¿{"start":{"line":41,"column":10},"end":{"line":42,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
913¿LogicalExpression¿&&¿1327¿¿¿¿{"start":{"line":41,"column":10},"end":{"line":42,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿LogicalExpression
914¿Identifier¿¿1327¿isArr¿¿¿{"start":{"line":41,"column":10},"end":{"line":41,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
915¿Identifier¿¿1327¿v124¿¿¿¿¿Identifier
916¿VariableDeclarator¿¿1327¿v126¿¿¿{"start":{"line":43,"column":27},"end":{"line":43,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
917¿MemberExpression¿computed¿1327¿¿¿¿{"start":{"line":43,"column":27},"end":{"line":43,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
918¿Identifier¿¿1327¿original¿¿¿{"start":{"line":43,"column":27},"end":{"line":43,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
919¿Identifier¿¿1327¿i¿¿¿{"start":{"line":43,"column":36},"end":{"line":43,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
920¿VariableDeclarator¿¿1327¿v127¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
921¿CallExpression¿¿1327¿¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
922¿Identifier¿¿1327¿noObjectsInArray¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
923¿Identifier¿¿1327¿v126¿¿¿¿¿Identifier
924¿VariableDeclarator¿¿1327¿v128¿¿¿{"start":{"line":41,"column":10},"end":{"line":43,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
925¿LogicalExpression¿&&¿1327¿¿¿¿{"start":{"line":41,"column":10},"end":{"line":43,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿LogicalExpression
926¿Identifier¿¿1327¿v125¿¿¿¿¿Identifier
927¿Identifier¿¿1327¿v127¿¿¿¿¿Identifier
928¿VariableDeclarator¿¿1327¿v129¿¿¿{"start":{"line":22,"column":8},"end":{"line":44,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
929¿LogicalExpression¿||¿1327¿¿¿¿{"start":{"line":22,"column":8},"end":{"line":44,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿LogicalExpression
930¿Identifier¿¿1327¿v122¿¿¿¿¿Identifier
931¿Identifier¿¿1327¿v128¿¿¿¿¿Identifier
932¿IfStatement¿¿1327¿¿¿¿{"start":{"line":20,"column":4},"end":{"line":53,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿IfStatement
933¿Identifier¿¿1327¿v129¿¿¿¿¿Identifier
934¿VariableDeclarator¿¿1327¿v130¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
935¿MemberExpression¿computed¿1327¿¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
936¿Identifier¿¿1327¿patch¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
937¿Identifier¿¿1327¿i¿¿¿{"start":{"line":46,"column":26},"end":{"line":46,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
938¿ExpressionStatement¿¿1327¿¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ExpressionStatement
939¿AssignmentExpression¿=¿1327¿¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
940¿MemberExpression¿computed¿1327¿¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
941¿Identifier¿¿1327¿original¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
942¿Identifier¿¿1327¿i¿¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
943¿Identifier¿¿1327¿v130¿¿¿¿¿Identifier
944¿BlockStatement¿¿1327¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":47,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BlockStatement
945¿IfStatement¿¿1327¿¿¿¿{"start":{"line":48,"column":9},"end":{"line":53,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿IfStatement
946¿Identifier¿¿1327¿isArr¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
947¿VariableDeclarator¿¿1327¿v131¿¿¿{"start":{"line":49,"column":31},"end":{"line":49,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
948¿MemberExpression¿computed¿1327¿¿¿¿{"start":{"line":49,"column":31},"end":{"line":49,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
949¿Identifier¿¿1327¿original¿¿¿{"start":{"line":49,"column":31},"end":{"line":49,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
950¿Identifier¿¿1327¿i¿¿¿{"start":{"line":49,"column":40},"end":{"line":49,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
951¿VariableDeclarator¿¿1327¿v132¿¿¿{"start":{"line":49,"column":44},"end":{"line":49,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
952¿MemberExpression¿computed¿1327¿¿¿¿{"start":{"line":49,"column":44},"end":{"line":49,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
953¿Identifier¿¿1327¿patch¿¿¿{"start":{"line":49,"column":44},"end":{"line":49,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
954¿Identifier¿¿1327¿i¿¿¿{"start":{"line":49,"column":50},"end":{"line":49,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
955¿VariableDeclarator¿¿1327¿v133¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
956¿CallExpression¿¿1327¿¿¿¿{"start":{"line":49,"column":20},"end":{"line":49,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
957¿Identifier¿¿1327¿arrayMerge¿¿¿{"start":{"line":49,"column":20},"end":{"line":49,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
958¿Identifier¿¿1327¿v131¿¿¿¿¿Identifier
959¿Identifier¿¿1327¿v132¿¿¿¿¿Identifier
960¿Identifier¿¿1327¿removeMode¿¿¿{"start":{"line":49,"column":54},"end":{"line":49,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
961¿ExpressionStatement¿¿1327¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ExpressionStatement
962¿AssignmentExpression¿=¿1327¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
963¿MemberExpression¿computed¿1327¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
964¿Identifier¿¿1327¿original¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
965¿Identifier¿¿1327¿i¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
966¿Identifier¿¿1327¿v133¿¿¿¿¿Identifier
967¿BlockStatement¿¿1327¿¿¿¿{"start":{"line":48,"column":19},"end":{"line":50,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BlockStatement
968¿VariableDeclarator¿¿1327¿v134¿¿¿{"start":{"line":52,"column":32},"end":{"line":52,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
969¿MemberExpression¿computed¿1327¿¿¿¿{"start":{"line":52,"column":32},"end":{"line":52,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
970¿Identifier¿¿1327¿original¿¿¿{"start":{"line":52,"column":32},"end":{"line":52,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
971¿Identifier¿¿1327¿i¿¿¿{"start":{"line":52,"column":41},"end":{"line":52,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
972¿VariableDeclarator¿¿1327¿v135¿¿¿{"start":{"line":52,"column":45},"end":{"line":52,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
973¿MemberExpression¿computed¿1327¿¿¿¿{"start":{"line":52,"column":45},"end":{"line":52,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
974¿Identifier¿¿1327¿patch¿¿¿{"start":{"line":52,"column":45},"end":{"line":52,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
975¿Identifier¿¿1327¿i¿¿¿{"start":{"line":52,"column":51},"end":{"line":52,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
976¿VariableDeclarator¿¿1327¿v136¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
977¿CallExpression¿¿1327¿¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
978¿Identifier¿¿1327¿objectMerge¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
979¿Identifier¿¿1327¿v134¿¿¿¿¿Identifier
980¿Identifier¿¿1327¿v135¿¿¿¿¿Identifier
981¿Identifier¿¿1327¿removeMode¿¿¿{"start":{"line":52,"column":55},"end":{"line":52,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
982¿ExpressionStatement¿¿1327¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ExpressionStatement
983¿AssignmentExpression¿=¿1327¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
984¿MemberExpression¿computed¿1327¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
985¿Identifier¿¿1327¿original¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
986¿Identifier¿¿1327¿i¿¿¿{"start":{"line":52,"column":15},"end":{"line":52,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
987¿Identifier¿¿1327¿v136¿¿¿¿¿Identifier
988¿BlockStatement¿¿1327¿¿¿¿{"start":{"line":51,"column":9},"end":{"line":53,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BlockStatement
989¿BlockStatement¿¿1327¿¿¿¿¿¿BlockStatement
990¿VariableDeclarator¿¿1327¿v100¿¿¿{"start":{"line":19,"column":30},"end":{"line":19,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
991¿UpdateExpression¿¿1327¿¿¿¿{"start":{"line":19,"column":30},"end":{"line":19,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿UpdateExpression
992¿Identifier¿¿1327¿i¿¿¿{"start":{"line":19,"column":30},"end":{"line":19,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
993¿ExpressionStatement¿¿1327¿¿¿¿{"start":{"line":19,"column":2},"end":{"line":54,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ExpressionStatement
994¿AssignmentExpression¿=¿1327¿¿¿¿{"start":{"line":19,"column":2},"end":{"line":54,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
995¿Identifier¿¿1327¿v99¿¿¿{"start":{"line":19,"column":2},"end":{"line":54,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
996¿BinaryExpression¿<¿1327¿¿¿¿{"start":{"line":19,"column":13},"end":{"line":19,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BinaryExpression
997¿Identifier¿¿1327¿i¿¿¿{"start":{"line":19,"column":13},"end":{"line":19,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
998¿Identifier¿¿1327¿orig_length¿¿¿{"start":{"line":19,"column":17},"end":{"line":19,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
999¿BlockStatement¿¿1327¿¿¿¿¿¿BlockStatement
1000¿VariableDeclarator¿¿1327¿v137¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1001¿BinaryExpression¿!==¿1327¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BinaryExpression
1002¿Identifier¿¿1327¿orig_length¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1003¿Identifier¿¿1327¿patch_length¿¿¿{"start":{"line":57,"column":24},"end":{"line":57,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1004¿WhileStatement¿¿1327¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":59,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿WhileStatement
1005¿Identifier¿¿1327¿v137¿¿¿¿¿Identifier
1006¿VariableDeclarator¿¿1327¿v138¿¿¿{"start":{"line":58,"column":24},"end":{"line":58,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1007¿UpdateExpression¿¿1327¿¿¿¿{"start":{"line":58,"column":24},"end":{"line":58,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿UpdateExpression
1008¿Identifier¿¿1327¿orig_length¿¿¿{"start":{"line":58,"column":24},"end":{"line":58,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1009¿VariableDeclarator¿¿1327¿v139¿¿¿{"start":{"line":58,"column":18},"end":{"line":58,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1010¿MemberExpression¿computed¿1327¿¿¿¿{"start":{"line":58,"column":18},"end":{"line":58,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1011¿Identifier¿¿1327¿patch¿¿¿{"start":{"line":58,"column":18},"end":{"line":58,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1012¿Identifier¿¿1327¿v138¿¿¿¿¿Identifier
1013¿VariableDeclarator¿¿1327¿v140¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿VariableDeclarator
1014¿CallExpression¿¿1327¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿CallExpression
1015¿MemberExpression¿¿1327¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿MemberExpression
1016¿Identifier¿¿1327¿original¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1017¿Identifier¿¿1327¿push¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1018¿Identifier¿¿1327¿v139¿¿¿¿¿Identifier
1019¿ExpressionStatement¿¿1327¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ExpressionStatement
1020¿Identifier¿¿1327¿v140¿¿¿¿¿Identifier
1021¿ExpressionStatement¿¿1327¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":59,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ExpressionStatement
1022¿AssignmentExpression¿=¿1327¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":59,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿AssignmentExpression
1023¿Identifier¿¿1327¿v137¿¿¿{"start":{"line":57,"column":2},"end":{"line":59,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1024¿BinaryExpression¿!==¿1327¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BinaryExpression
1025¿Identifier¿¿1327¿orig_length¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1026¿Identifier¿¿1327¿patch_length¿¿¿{"start":{"line":57,"column":24},"end":{"line":57,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
1027¿BlockStatement¿¿1327¿¿¿¿{"start":{"line":57,"column":38},"end":{"line":59,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿BlockStatement
1028¿ReturnStatement¿¿1327¿¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿ReturnStatement
1029¿Identifier¿¿1327¿original¿¿¿{"start":{"line":61,"column":9},"end":{"line":61,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/patchmerge_1.0.1/src/index.js"}¿¿Identifier
