Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1085¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":170,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Program
1216¿CallExpression¿¿1863¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":37,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1217¿MemberExpression¿¿1863¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":35,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1218¿Identifier¿¿1863¿v126¿¿¿¿¿Identifier
1219¿Identifier¿¿1863¿catch¿¿¿{"start":{"line":35,"column":3},"end":{"line":35,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1220¿Identifier¿¿1863¿v129¿¿¿¿¿Identifier
1221¿ReturnStatement¿¿1863¿¿¿¿{"start":{"line":34,"column":1},"end":{"line":37,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ReturnStatement
1222¿Identifier¿¿1863¿v130¿¿¿¿¿Identifier
1223¿BlockStatement¿¿1863¿¿¿¿{"start":{"line":25,"column":40},"end":{"line":38,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿BlockStatement
1224¿VariableDeclarator¿¿1859¿createGraphvizOptions¿¿¿{"start":{"line":45,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1225¿FunctionExpression¿¿1859¿anon¿¿¿{"start":{"line":45,"column":0},"end":{"line":72,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿FunctionExpression
1226¿Identifier¿¿0¿config¿¿¿{"start":{"line":45,"column":31},"end":{"line":45,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1227¿VariableDeclarator¿¿1870¿v131¿¿¿{"start":{"line":46,"column":25},"end":{"line":46,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1228¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":46,"column":25},"end":{"line":46,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1229¿Identifier¿¿1870¿config¿¿¿{"start":{"line":46,"column":25},"end":{"line":46,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1230¿Identifier¿¿1870¿graphVizOptions¿¿¿{"start":{"line":46,"column":32},"end":{"line":46,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1231¿VariableDeclarator¿¿1870¿v132¿¿¿{"start":{"line":46,"column":51},"end":{"line":46,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1232¿ObjectExpression¿¿1870¿¿¿¿{"start":{"line":46,"column":51},"end":{"line":46,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ObjectExpression
1233¿VariableDeclarator¿¿1870¿graphVizOptions¿¿¿{"start":{"line":46,"column":7},"end":{"line":46,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1234¿LogicalExpression¿||¿1870¿¿¿¿{"start":{"line":46,"column":25},"end":{"line":46,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿LogicalExpression
1235¿Identifier¿¿1870¿v131¿¿¿¿¿Identifier
1236¿Identifier¿¿1870¿v132¿¿¿¿¿Identifier
1237¿VariableDeclarator¿¿1870¿v133¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1238¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1239¿Identifier¿¿1870¿config¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1240¿Identifier¿¿1870¿rankdir¿¿¿{"start":{"line":53,"column":19},"end":{"line":53,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1241¿VariableDeclarator¿¿1870¿v134¿¿¿{"start":{"line":54,"column":11},"end":{"line":54,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1242¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":54,"column":11},"end":{"line":54,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1243¿Identifier¿¿1870¿config¿¿¿{"start":{"line":54,"column":11},"end":{"line":54,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1244¿Identifier¿¿1870¿layout¿¿¿{"start":{"line":54,"column":18},"end":{"line":54,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1245¿VariableDeclarator¿¿1870¿v135¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1246¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1247¿Identifier¿¿1870¿config¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1248¿Identifier¿¿1870¿backgroundColor¿¿¿{"start":{"line":55,"column":19},"end":{"line":55,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1249¿VariableDeclarator¿¿1870¿v136¿¿¿{"start":{"line":50,"column":19},"end":{"line":56,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1250¿ObjectExpression¿¿1870¿¿¿¿{"start":{"line":50,"column":19},"end":{"line":56,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ObjectExpression
1251¿Property¿¿1870¿¿¿¿{"start":{"line":51,"column":3},"end":{"line":51,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Property
1252¿Identifier¿¿1870¿overlap¿¿¿{"start":{"line":51,"column":3},"end":{"line":51,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1253¿Literal¿boolean¿1870¿¿false¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Literal
1254¿Property¿¿1870¿¿¿¿{"start":{"line":52,"column":3},"end":{"line":52,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Property
1255¿Identifier¿¿1870¿pad¿¿¿{"start":{"line":52,"column":3},"end":{"line":52,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1256¿Literal¿number¿1870¿¿0.3¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Literal
1257¿Property¿¿1870¿¿¿¿{"start":{"line":53,"column":3},"end":{"line":53,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Property
1258¿Identifier¿¿1870¿rankdir¿¿¿{"start":{"line":53,"column":3},"end":{"line":53,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1259¿Identifier¿¿1870¿v133¿¿¿¿¿Identifier
1260¿Property¿¿1870¿¿¿¿{"start":{"line":54,"column":3},"end":{"line":54,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Property
1261¿Identifier¿¿1870¿layout¿¿¿{"start":{"line":54,"column":3},"end":{"line":54,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1262¿Identifier¿¿1870¿v134¿¿¿¿¿Identifier
1263¿Property¿¿1870¿¿¿¿{"start":{"line":55,"column":3},"end":{"line":55,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Property
1264¿Identifier¿¿1870¿bgcolor¿¿¿{"start":{"line":55,"column":3},"end":{"line":55,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1265¿Identifier¿¿1870¿v135¿¿¿¿¿Identifier
1266¿VariableDeclarator¿¿1870¿v137¿¿¿{"start":{"line":56,"column":5},"end":{"line":56,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1267¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":56,"column":5},"end":{"line":56,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1268¿Identifier¿¿1870¿graphVizOptions¿¿¿{"start":{"line":56,"column":5},"end":{"line":56,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1269¿Identifier¿¿1870¿G¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1270¿VariableDeclarator¿¿1870¿v138¿¿¿{"start":{"line":50,"column":5},"end":{"line":56,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1271¿CallExpression¿¿1870¿¿¿¿{"start":{"line":50,"column":5},"end":{"line":56,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1272¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":50,"column":5},"end":{"line":50,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1273¿Identifier¿¿1870¿Object¿¿¿{"start":{"line":50,"column":5},"end":{"line":50,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1274¿Identifier¿¿1870¿assign¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1275¿Identifier¿¿1870¿v136¿¿¿¿¿Identifier
1276¿Identifier¿¿1870¿v137¿¿¿¿¿Identifier
1277¿VariableDeclarator¿¿1870¿v139¿¿¿{"start":{"line":59,"column":10},"end":{"line":59,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1278¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":59,"column":10},"end":{"line":59,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1279¿Identifier¿¿1870¿config¿¿¿{"start":{"line":59,"column":10},"end":{"line":59,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1280¿Identifier¿¿1870¿edgeColor¿¿¿{"start":{"line":59,"column":17},"end":{"line":59,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1281¿VariableDeclarator¿¿1870¿v140¿¿¿{"start":{"line":58,"column":19},"end":{"line":60,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1282¿ObjectExpression¿¿1870¿¿¿¿{"start":{"line":58,"column":19},"end":{"line":60,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ObjectExpression
1283¿Property¿¿1870¿¿¿¿{"start":{"line":59,"column":3},"end":{"line":59,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Property
1284¿Identifier¿¿1870¿color¿¿¿{"start":{"line":59,"column":3},"end":{"line":59,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1285¿Identifier¿¿1870¿v139¿¿¿¿¿Identifier
1286¿VariableDeclarator¿¿1870¿v141¿¿¿{"start":{"line":60,"column":5},"end":{"line":60,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1287¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":60,"column":5},"end":{"line":60,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1288¿Identifier¿¿1870¿graphVizOptions¿¿¿{"start":{"line":60,"column":5},"end":{"line":60,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1289¿Identifier¿¿1870¿E¿¿¿{"start":{"line":60,"column":21},"end":{"line":60,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1290¿VariableDeclarator¿¿1870¿v142¿¿¿{"start":{"line":58,"column":5},"end":{"line":60,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1291¿CallExpression¿¿1870¿¿¿¿{"start":{"line":58,"column":5},"end":{"line":60,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1292¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":58,"column":5},"end":{"line":58,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1293¿Identifier¿¿1870¿Object¿¿¿{"start":{"line":58,"column":5},"end":{"line":58,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1294¿Identifier¿¿1870¿assign¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1295¿Identifier¿¿1870¿v140¿¿¿¿¿Identifier
1296¿Identifier¿¿1870¿v141¿¿¿¿¿Identifier
1297¿VariableDeclarator¿¿1870¿v143¿¿¿{"start":{"line":63,"column":13},"end":{"line":63,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1298¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":63,"column":13},"end":{"line":63,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1299¿Identifier¿¿1870¿config¿¿¿{"start":{"line":63,"column":13},"end":{"line":63,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1300¿Identifier¿¿1870¿fontName¿¿¿{"start":{"line":63,"column":20},"end":{"line":63,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1301¿VariableDeclarator¿¿1870¿v144¿¿¿{"start":{"line":64,"column":13},"end":{"line":64,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1302¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":64,"column":13},"end":{"line":64,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1303¿Identifier¿¿1870¿config¿¿¿{"start":{"line":64,"column":13},"end":{"line":64,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1304¿Identifier¿¿1870¿fontSize¿¿¿{"start":{"line":64,"column":20},"end":{"line":64,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1305¿VariableDeclarator¿¿1870¿v145¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1306¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1307¿Identifier¿¿1870¿config¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1308¿Identifier¿¿1870¿nodeColor¿¿¿{"start":{"line":65,"column":17},"end":{"line":65,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1309¿VariableDeclarator¿¿1870¿v146¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1310¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1311¿Identifier¿¿1870¿config¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1312¿Identifier¿¿1870¿nodeShape¿¿¿{"start":{"line":66,"column":17},"end":{"line":66,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1313¿VariableDeclarator¿¿1870¿v147¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1314¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1315¿Identifier¿¿1870¿config¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1316¿Identifier¿¿1870¿nodeStyle¿¿¿{"start":{"line":67,"column":17},"end":{"line":67,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1317¿VariableDeclarator¿¿1870¿v148¿¿¿{"start":{"line":69,"column":14},"end":{"line":69,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1318¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":69,"column":14},"end":{"line":69,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1319¿Identifier¿¿1870¿config¿¿¿{"start":{"line":69,"column":14},"end":{"line":69,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1320¿Identifier¿¿1870¿nodeColor¿¿¿{"start":{"line":69,"column":21},"end":{"line":69,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1321¿VariableDeclarator¿¿1870¿v149¿¿¿{"start":{"line":62,"column":19},"end":{"line":70,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1322¿ObjectExpression¿¿1870¿¿¿¿{"start":{"line":62,"column":19},"end":{"line":70,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿ObjectExpression
1323¿Property¿¿1870¿¿¿¿{"start":{"line":63,"column":3},"end":{"line":63,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Property
1324¿Identifier¿¿1870¿fontname¿¿¿{"start":{"line":63,"column":3},"end":{"line":63,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1325¿Identifier¿¿1870¿v143¿¿¿¿¿Identifier
1326¿Property¿¿1870¿¿¿¿{"start":{"line":64,"column":3},"end":{"line":64,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Property
1327¿Identifier¿¿1870¿fontsize¿¿¿{"start":{"line":64,"column":3},"end":{"line":64,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1328¿Identifier¿¿1870¿v144¿¿¿¿¿Identifier
1329¿Property¿¿1870¿¿¿¿{"start":{"line":65,"column":3},"end":{"line":65,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Property
1330¿Identifier¿¿1870¿color¿¿¿{"start":{"line":65,"column":3},"end":{"line":65,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1331¿Identifier¿¿1870¿v145¿¿¿¿¿Identifier
1332¿Property¿¿1870¿¿¿¿{"start":{"line":66,"column":3},"end":{"line":66,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Property
1333¿Identifier¿¿1870¿shape¿¿¿{"start":{"line":66,"column":3},"end":{"line":66,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1334¿Identifier¿¿1870¿v146¿¿¿¿¿Identifier
1335¿Property¿¿1870¿¿¿¿{"start":{"line":67,"column":3},"end":{"line":67,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Property
1336¿Identifier¿¿1870¿style¿¿¿{"start":{"line":67,"column":3},"end":{"line":67,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1337¿Identifier¿¿1870¿v147¿¿¿¿¿Identifier
1338¿Property¿¿1870¿¿¿¿{"start":{"line":68,"column":3},"end":{"line":68,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Property
1339¿Identifier¿¿1870¿height¿¿¿{"start":{"line":68,"column":3},"end":{"line":68,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1340¿Literal¿number¿1870¿¿0¿¿{"start":{"line":68,"column":11},"end":{"line":68,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Literal
1341¿Property¿¿1870¿¿¿¿{"start":{"line":69,"column":3},"end":{"line":69,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Property
1342¿Identifier¿¿1870¿fontcolor¿¿¿{"start":{"line":69,"column":3},"end":{"line":69,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1343¿Identifier¿¿1870¿v148¿¿¿¿¿Identifier
1344¿VariableDeclarator¿¿1870¿v150¿¿¿{"start":{"line":70,"column":5},"end":{"line":70,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1345¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":70,"column":5},"end":{"line":70,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
1346¿Identifier¿¿1870¿graphVizOptions¿¿¿{"start":{"line":70,"column":5},"end":{"line":70,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1347¿Identifier¿¿1870¿N¿¿¿{"start":{"line":70,"column":21},"end":{"line":70,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿Identifier
1348¿VariableDeclarator¿¿1870¿v151¿¿¿{"start":{"line":62,"column":5},"end":{"line":70,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿VariableDeclarator
1349¿CallExpression¿¿1870¿¿¿¿{"start":{"line":62,"column":5},"end":{"line":70,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿CallExpression
1350¿MemberExpression¿¿1870¿¿¿¿{"start":{"line":62,"column":5},"end":{"line":62,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-753c-phhg-cj29/src/graph.js"}¿¿MemberExpression
