Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5849¿Program¿¿-1¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":760,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Program
6391¿VariableDeclarator¿¿10300¿match¿¿¿{"start":{"line":94,"column":5},"end":{"line":94,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6392¿CallExpression¿¿10300¿¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
6393¿MemberExpression¿¿10300¿¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6394¿Identifier¿¿10300¿v588¿¿¿¿¿Identifier
6395¿Identifier¿¿10300¿match¿¿¿{"start":{"line":94,"column":37},"end":{"line":94,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6396¿Identifier¿¿10300¿REGEXP_SVG¿¿¿{"start":{"line":94,"column":43},"end":{"line":94,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6397¿VariableDeclarator¿¿10300¿v589¿¿¿{"start":{"line":95,"column":5},"end":{"line":95,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6398¿UnaryExpression¿!¿10300¿¿¿¿{"start":{"line":95,"column":5},"end":{"line":95,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿UnaryExpression
6399¿Identifier¿¿10300¿match¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6400¿IfStatement¿¿10300¿¿¿¿{"start":{"line":95,"column":1},"end":{"line":96,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿IfStatement
6401¿Identifier¿¿10300¿v589¿¿¿¿¿Identifier
6402¿ReturnStatement¿¿10300¿¿¿¿{"start":{"line":96,"column":2},"end":{"line":96,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ReturnStatement
6403¿BlockStatement¿¿10300¿¿¿¿¿¿BlockStatement
6404¿VariableDeclarator¿¿10300¿width¿¿¿{"start":{"line":98,"column":5},"end":{"line":98,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6405¿Literal¿number¿10300¿¿0¿¿{"start":{"line":98,"column":13},"end":{"line":98,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6406¿VariableDeclarator¿¿10300¿height¿¿¿{"start":{"line":99,"column":5},"end":{"line":99,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6407¿Literal¿number¿10300¿¿0¿¿{"start":{"line":99,"column":14},"end":{"line":99,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6408¿VariableDeclarator¿¿10300¿i¿¿¿{"start":{"line":101,"column":10},"end":{"line":101,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6409¿Literal¿number¿10300¿¿0¿¿{"start":{"line":101,"column":14},"end":{"line":101,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6410¿VariableDeclarator¿¿10300¿length¿¿¿{"start":{"line":101,"column":17},"end":{"line":101,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6411¿MemberExpression¿¿10300¿¿¿¿{"start":{"line":101,"column":26},"end":{"line":101,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6412¿Identifier¿¿10300¿match¿¿¿{"start":{"line":101,"column":26},"end":{"line":101,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6413¿Identifier¿¿10300¿length¿¿¿{"start":{"line":101,"column":32},"end":{"line":101,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6414¿VariableDeclarator¿¿10300¿v590¿¿¿{"start":{"line":101,"column":40},"end":{"line":101,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6415¿BinaryExpression¿<¿10300¿¿¿¿{"start":{"line":101,"column":40},"end":{"line":101,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
6416¿Identifier¿¿10300¿i¿¿¿{"start":{"line":101,"column":40},"end":{"line":101,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6417¿Identifier¿¿10300¿length¿¿¿{"start":{"line":101,"column":44},"end":{"line":101,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6418¿WhileStatement¿¿10300¿¿¿¿{"start":{"line":101,"column":1},"end":{"line":112,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿WhileStatement
6419¿Identifier¿¿10300¿v590¿¿¿¿¿Identifier
6420¿VariableDeclarator¿¿10300¿value¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6421¿MemberExpression¿computed¿10300¿¿¿¿{"start":{"line":102,"column":14},"end":{"line":102,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6422¿Identifier¿¿10300¿match¿¿¿{"start":{"line":102,"column":14},"end":{"line":102,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6423¿Identifier¿¿10300¿i¿¿¿{"start":{"line":102,"column":20},"end":{"line":102,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6424¿VariableDeclarator¿¿10300¿v592¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6425¿BinaryExpression¿>¿10300¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
6426¿Identifier¿¿10300¿width¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6427¿Literal¿number¿10300¿¿0¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6428¿VariableDeclarator¿¿10300¿v593¿¿¿{"start":{"line":104,"column":19},"end":{"line":104,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6429¿BinaryExpression¿>¿10300¿¿¿¿{"start":{"line":104,"column":19},"end":{"line":104,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
6430¿Identifier¿¿10300¿height¿¿¿{"start":{"line":104,"column":19},"end":{"line":104,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6431¿Literal¿number¿10300¿¿0¿¿{"start":{"line":104,"column":28},"end":{"line":104,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6432¿VariableDeclarator¿¿10300¿v594¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6433¿LogicalExpression¿&&¿10300¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿LogicalExpression
6434¿Identifier¿¿10300¿v592¿¿¿¿¿Identifier
6435¿Identifier¿¿10300¿v593¿¿¿¿¿Identifier
6436¿IfStatement¿¿10300¿¿¿¿{"start":{"line":104,"column":2},"end":{"line":105,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿IfStatement
6437¿Identifier¿¿10300¿v594¿¿¿¿¿Identifier
6438¿BreakStatement¿¿10300¿¿¿¿{"start":{"line":105,"column":3},"end":{"line":105,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BreakStatement
6439¿BlockStatement¿¿10300¿¿¿¿¿¿BlockStatement
6440¿VariableDeclarator¿¿10300¿v595¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6441¿UnaryExpression¿!¿10300¿¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿UnaryExpression
6442¿Identifier¿¿10300¿width¿¿¿{"start":{"line":107,"column":7},"end":{"line":107,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6443¿VariableDeclarator¿¿10300¿v596¿¿¿{"start":{"line":107,"column":16},"end":{"line":107,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6444¿CallExpression¿¿10300¿¿¿¿{"start":{"line":107,"column":16},"end":{"line":107,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
6445¿MemberExpression¿¿10300¿¿¿¿{"start":{"line":107,"column":16},"end":{"line":107,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6446¿Identifier¿¿10300¿value¿¿¿{"start":{"line":107,"column":16},"end":{"line":107,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6447¿Identifier¿¿10300¿startsWith¿¿¿{"start":{"line":107,"column":22},"end":{"line":107,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6448¿Literal¿string¿10300¿¿'width=''¿¿{"start":{"line":107,"column":33},"end":{"line":107,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6449¿VariableDeclarator¿¿10300¿v597¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6450¿LogicalExpression¿&&¿10300¿¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿LogicalExpression
6451¿Identifier¿¿10300¿v595¿¿¿¿¿Identifier
6452¿Identifier¿¿10300¿v596¿¿¿¿¿Identifier
6453¿IfStatement¿¿10300¿¿¿¿{"start":{"line":107,"column":2},"end":{"line":108,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿IfStatement
6454¿Identifier¿¿10300¿v597¿¿¿¿¿Identifier
6455¿ExpressionStatement¿¿10300¿¿¿¿{"start":{"line":108,"column":3},"end":{"line":108,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6456¿AssignmentExpression¿=¿10300¿¿¿¿{"start":{"line":108,"column":3},"end":{"line":108,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6457¿Identifier¿¿10300¿width¿¿¿{"start":{"line":108,"column":3},"end":{"line":108,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6458¿CallExpression¿¿10300¿¿¿¿{"start":{"line":108,"column":11},"end":{"line":108,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
6459¿MemberExpression¿¿10300¿¿¿¿{"start":{"line":108,"column":11},"end":{"line":108,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6460¿Identifier¿¿10300¿value¿¿¿{"start":{"line":108,"column":11},"end":{"line":108,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6461¿Identifier¿¿10300¿parseInt2¿¿¿{"start":{"line":108,"column":17},"end":{"line":108,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6462¿BlockStatement¿¿10300¿¿¿¿¿¿BlockStatement
6463¿VariableDeclarator¿¿10300¿v598¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6464¿UnaryExpression¿!¿10300¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿UnaryExpression
6465¿Identifier¿¿10300¿height¿¿¿{"start":{"line":110,"column":7},"end":{"line":110,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6466¿VariableDeclarator¿¿10300¿v599¿¿¿{"start":{"line":110,"column":17},"end":{"line":110,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6467¿CallExpression¿¿10300¿¿¿¿{"start":{"line":110,"column":17},"end":{"line":110,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
6468¿MemberExpression¿¿10300¿¿¿¿{"start":{"line":110,"column":17},"end":{"line":110,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6469¿Identifier¿¿10300¿value¿¿¿{"start":{"line":110,"column":17},"end":{"line":110,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6470¿Identifier¿¿10300¿startsWith¿¿¿{"start":{"line":110,"column":23},"end":{"line":110,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6471¿Literal¿string¿10300¿¿'height=''¿¿{"start":{"line":110,"column":34},"end":{"line":110,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6472¿VariableDeclarator¿¿10300¿v600¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6473¿LogicalExpression¿&&¿10300¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿LogicalExpression
6474¿Identifier¿¿10300¿v598¿¿¿¿¿Identifier
6475¿Identifier¿¿10300¿v599¿¿¿¿¿Identifier
6476¿IfStatement¿¿10300¿¿¿¿{"start":{"line":110,"column":2},"end":{"line":111,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿IfStatement
6477¿Identifier¿¿10300¿v600¿¿¿¿¿Identifier
6478¿ExpressionStatement¿¿10300¿¿¿¿{"start":{"line":111,"column":3},"end":{"line":111,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6479¿AssignmentExpression¿=¿10300¿¿¿¿{"start":{"line":111,"column":3},"end":{"line":111,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6480¿Identifier¿¿10300¿height¿¿¿{"start":{"line":111,"column":3},"end":{"line":111,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6481¿CallExpression¿¿10300¿¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿CallExpression
6482¿MemberExpression¿¿10300¿¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6483¿Identifier¿¿10300¿value¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6484¿Identifier¿¿10300¿parseInt2¿¿¿{"start":{"line":111,"column":18},"end":{"line":111,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6485¿BlockStatement¿¿10300¿¿¿¿¿¿BlockStatement
6486¿VariableDeclarator¿¿10300¿v591¿¿¿{"start":{"line":101,"column":52},"end":{"line":101,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6487¿UpdateExpression¿¿10300¿¿¿¿{"start":{"line":101,"column":52},"end":{"line":101,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿UpdateExpression
6488¿Identifier¿¿10300¿i¿¿¿{"start":{"line":101,"column":52},"end":{"line":101,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6489¿ExpressionStatement¿¿10300¿¿¿¿{"start":{"line":101,"column":1},"end":{"line":112,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6490¿AssignmentExpression¿=¿10300¿¿¿¿{"start":{"line":101,"column":1},"end":{"line":112,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6491¿Identifier¿¿10300¿v590¿¿¿{"start":{"line":101,"column":1},"end":{"line":112,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6492¿BinaryExpression¿<¿10300¿¿¿¿{"start":{"line":101,"column":40},"end":{"line":101,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BinaryExpression
6493¿Identifier¿¿10300¿i¿¿¿{"start":{"line":101,"column":40},"end":{"line":101,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6494¿Identifier¿¿10300¿length¿¿¿{"start":{"line":101,"column":44},"end":{"line":101,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6495¿BlockStatement¿¿10300¿¿¿¿¿¿BlockStatement
6496¿VariableDeclarator¿¿10300¿v601¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6497¿ObjectExpression¿¿10300¿¿¿¿¿¿ObjectExpression
6498¿ExpressionStatement¿¿10300¿¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6499¿AssignmentExpression¿=¿10300¿¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6500¿MemberExpression¿¿10300¿¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6501¿Identifier¿¿10300¿v601¿¿¿¿¿Identifier
6502¿Identifier¿¿10300¿width¿¿¿{"start":{"line":114,"column":10},"end":{"line":114,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6503¿Identifier¿¿10300¿width¿¿¿{"start":{"line":114,"column":17},"end":{"line":114,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6504¿ExpressionStatement¿¿10300¿¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6505¿AssignmentExpression¿=¿10300¿¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6506¿MemberExpression¿¿10300¿¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6507¿Identifier¿¿10300¿v601¿¿¿¿¿Identifier
6508¿Identifier¿¿10300¿height¿¿¿{"start":{"line":114,"column":24},"end":{"line":114,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6509¿Identifier¿¿10300¿height¿¿¿{"start":{"line":114,"column":32},"end":{"line":114,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6510¿ReturnStatement¿¿10300¿¿¿¿{"start":{"line":114,"column":1},"end":{"line":114,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ReturnStatement
6511¿Identifier¿¿10300¿v601¿¿¿¿¿Identifier
6512¿BlockStatement¿¿10300¿¿¿¿{"start":{"line":92,"column":38},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿BlockStatement
6513¿ExpressionStatement¿¿10281¿¿¿¿{"start":{"line":92,"column":0},"end":{"line":115,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿ExpressionStatement
6514¿AssignmentExpression¿=¿10281¿¿¿¿{"start":{"line":92,"column":0},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿AssignmentExpression
6515¿MemberExpression¿¿10281¿¿¿¿{"start":{"line":92,"column":0},"end":{"line":92,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿MemberExpression
6516¿Identifier¿¿10281¿exports¿¿¿{"start":{"line":92,"column":0},"end":{"line":92,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6517¿Identifier¿¿10281¿measureSVG¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6518¿Identifier¿¿10281¿v602¿¿¿¿¿Identifier
6519¿VariableDeclarator¿exported¿10281¿v607¿¿¿{"start":{"line":117,"column":0},"end":{"line":138,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
6520¿FunctionExpression¿¿10281¿anon¿¿¿{"start":{"line":117,"column":18},"end":{"line":138,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿FunctionExpression
6521¿Identifier¿¿0¿type¿¿¿{"start":{"line":117,"column":27},"end":{"line":117,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6522¿Identifier¿¿0¿buffer¿¿¿{"start":{"line":117,"column":33},"end":{"line":117,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6523¿SwitchStatement¿¿10307¿¿¿¿{"start":{"line":118,"column":1},"end":{"line":137,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿SwitchStatement
6524¿Identifier¿¿10307¿type¿¿¿{"start":{"line":118,"column":9},"end":{"line":118,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Identifier
6525¿SwitchCase¿¿10307¿¿¿¿{"start":{"line":119,"column":2},"end":{"line":119,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿SwitchCase
6526¿Literal¿string¿10307¿¿'.jpg'¿¿{"start":{"line":119,"column":7},"end":{"line":119,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6527¿SwitchCase¿¿10307¿¿¿¿{"start":{"line":120,"column":2},"end":{"line":120,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿SwitchCase
6528¿Literal¿string¿10307¿¿'.jpeg'¿¿{"start":{"line":120,"column":7},"end":{"line":120,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6529¿SwitchCase¿¿10307¿¿¿¿{"start":{"line":121,"column":2},"end":{"line":121,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿SwitchCase
6530¿Literal¿string¿10307¿¿'jpg'¿¿{"start":{"line":121,"column":7},"end":{"line":121,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6531¿SwitchCase¿¿10307¿¿¿¿{"start":{"line":122,"column":2},"end":{"line":122,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿SwitchCase
6532¿Literal¿string¿10307¿¿'jpeg'¿¿{"start":{"line":122,"column":7},"end":{"line":122,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6533¿SwitchCase¿¿10307¿¿¿¿{"start":{"line":123,"column":2},"end":{"line":124,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿SwitchCase
6534¿Literal¿string¿10307¿¿'image/jpeg'¿¿{"start":{"line":123,"column":7},"end":{"line":123,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿Literal
6535¿VariableDeclarator¿¿10307¿v603¿¿¿{"start":{"line":124,"column":10},"end":{"line":124,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/total.js_3.4.6/src/image.js"}¿¿VariableDeclarator
