Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4210¿Program¿¿-1¿¿¿¿{"start":{"line":17,"column":0},"end":{"line":489,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Program
4952¿Literal¿boolean¿7365¿¿true¿¿{"start":{"line":139,"column":28},"end":{"line":139,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
4953¿BlockStatement¿¿7365¿¿¿¿{"start":{"line":138,"column":55},"end":{"line":140,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
4954¿VariableDeclarator¿¿7359¿v583¿¿¿{"start":{"line":138,"column":16},"end":{"line":140,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4955¿CallExpression¿¿7359¿¿¿¿{"start":{"line":138,"column":16},"end":{"line":140,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
4956¿MemberExpression¿¿7359¿¿¿¿{"start":{"line":138,"column":16},"end":{"line":138,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
4957¿Identifier¿¿7359¿v581¿¿¿¿¿Identifier
4958¿Identifier¿¿7359¿on¿¿¿{"start":{"line":138,"column":29},"end":{"line":138,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4959¿Literal¿string¿7359¿¿'data'¿¿{"start":{"line":138,"column":32},"end":{"line":138,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
4960¿Identifier¿¿7359¿v582¿¿¿¿¿Identifier
4961¿ExpressionStatement¿¿7359¿¿¿¿{"start":{"line":138,"column":16},"end":{"line":140,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
4962¿Identifier¿¿7359¿v583¿¿¿¿¿Identifier
4963¿VariableDeclarator¿¿7359¿v588¿¿¿{"start":{"line":141,"column":34},"end":{"line":148,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4964¿FunctionExpression¿¿7359¿anon¿¿¿{"start":{"line":141,"column":34},"end":{"line":148,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿FunctionExpression
4965¿Identifier¿¿0¿code¿¿¿{"start":{"line":141,"column":43},"end":{"line":141,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4966¿VariableDeclarator¿¿7367¿v584¿¿¿{"start":{"line":142,"column":24},"end":{"line":142,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4967¿UnaryExpression¿!¿7367¿¿¿¿{"start":{"line":142,"column":24},"end":{"line":142,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿UnaryExpression
4968¿Identifier¿¿7367¿error¿¿¿{"start":{"line":142,"column":25},"end":{"line":142,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4969¿IfStatement¿¿7367¿¿¿¿{"start":{"line":142,"column":20},"end":{"line":147,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿IfStatement
4970¿Identifier¿¿7367¿v584¿¿¿¿¿Identifier
4971¿VariableDeclarator¿¿7367¿v585¿¿¿{"start":{"line":143,"column":57},"end":{"line":143,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4972¿CallExpression¿¿7367¿¿¿¿{"start":{"line":143,"column":57},"end":{"line":143,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
4973¿Identifier¿¿7367¿current_user¿¿¿{"start":{"line":143,"column":57},"end":{"line":143,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4974¿Identifier¿¿7367¿req¿¿¿{"start":{"line":143,"column":70},"end":{"line":143,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4975¿VariableDeclarator¿¿7367¿parsed¿¿¿{"start":{"line":143,"column":28},"end":{"line":143,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4976¿CallExpression¿¿7367¿¿¿¿{"start":{"line":143,"column":37},"end":{"line":143,"column":83},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
4977¿Identifier¿¿7367¿parseJournaldToJSON¿¿¿{"start":{"line":143,"column":37},"end":{"line":143,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4978¿Identifier¿¿7367¿v585¿¿¿¿¿Identifier
4979¿Identifier¿¿7367¿stdout¿¿¿{"start":{"line":143,"column":76},"end":{"line":143,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4980¿VariableDeclarator¿¿7367¿v586¿¿¿{"start":{"line":144,"column":24},"end":{"line":144,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4981¿CallExpression¿¿7367¿¿¿¿{"start":{"line":144,"column":24},"end":{"line":144,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
4982¿MemberExpression¿¿7367¿¿¿¿{"start":{"line":144,"column":24},"end":{"line":144,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
4983¿Identifier¿¿7367¿res¿¿¿{"start":{"line":144,"column":24},"end":{"line":144,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4984¿Identifier¿¿7367¿send¿¿¿{"start":{"line":144,"column":28},"end":{"line":144,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4985¿Identifier¿¿7367¿parsed¿¿¿{"start":{"line":144,"column":33},"end":{"line":144,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4986¿ExpressionStatement¿¿7367¿¿¿¿{"start":{"line":144,"column":24},"end":{"line":144,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
4987¿Identifier¿¿7367¿v586¿¿¿¿¿Identifier
4988¿BlockStatement¿¿7367¿¿¿¿{"start":{"line":142,"column":32},"end":{"line":145,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
4989¿VariableDeclarator¿¿7367¿v587¿¿¿{"start":{"line":146,"column":24},"end":{"line":146,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
4990¿CallExpression¿¿7367¿¿¿¿{"start":{"line":146,"column":24},"end":{"line":146,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
4991¿MemberExpression¿¿7367¿¿¿¿{"start":{"line":146,"column":24},"end":{"line":146,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
4992¿Identifier¿¿7367¿res¿¿¿{"start":{"line":146,"column":24},"end":{"line":146,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4993¿Identifier¿¿7367¿send¿¿¿{"start":{"line":146,"column":28},"end":{"line":146,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
4994¿Literal¿string¿7367¿¿'Unable to get journald, it may be empty.'¿¿{"start":{"line":146,"column":33},"end":{"line":146,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
4995¿ExpressionStatement¿¿7367¿¿¿¿{"start":{"line":146,"column":24},"end":{"line":146,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
4996¿Identifier¿¿7367¿v587¿¿¿¿¿Identifier
4997¿BlockStatement¿¿7367¿¿¿¿{"start":{"line":145,"column":27},"end":{"line":147,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
4998¿BlockStatement¿¿7367¿¿¿¿{"start":{"line":141,"column":49},"end":{"line":148,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
4999¿VariableDeclarator¿¿7359¿v589¿¿¿{"start":{"line":141,"column":16},"end":{"line":148,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5000¿CallExpression¿¿7359¿¿¿¿{"start":{"line":141,"column":16},"end":{"line":148,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5001¿MemberExpression¿¿7359¿¿¿¿{"start":{"line":141,"column":16},"end":{"line":141,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5002¿Identifier¿¿7359¿child¿¿¿{"start":{"line":141,"column":16},"end":{"line":141,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5003¿Identifier¿¿7359¿on¿¿¿{"start":{"line":141,"column":22},"end":{"line":141,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5004¿Literal¿string¿7359¿¿'close'¿¿{"start":{"line":141,"column":25},"end":{"line":141,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5005¿Identifier¿¿7359¿v588¿¿¿¿¿Identifier
5006¿ExpressionStatement¿¿7359¿¿¿¿{"start":{"line":141,"column":16},"end":{"line":148,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
5007¿Identifier¿¿7359¿v589¿¿¿¿¿Identifier
5008¿BlockStatement¿¿7359¿¿¿¿{"start":{"line":128,"column":28},"end":{"line":149,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
5009¿VariableDeclarator¿¿7359¿v590¿¿¿{"start":{"line":150,"column":29},"end":{"line":150,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5010¿CallExpression¿¿7359¿¿¿¿{"start":{"line":150,"column":29},"end":{"line":150,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5011¿Identifier¿¿7359¿scripts_dir¿¿¿{"start":{"line":150,"column":29},"end":{"line":150,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5012¿VariableDeclarator¿¿7359¿script¿¿¿{"start":{"line":150,"column":20},"end":{"line":150,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5013¿BinaryExpression¿+¿7359¿¿¿¿{"start":{"line":150,"column":29},"end":{"line":150,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BinaryExpression
5014¿Identifier¿¿7359¿v590¿¿¿¿¿Identifier
5015¿Literal¿string¿7359¿¿'/journalctl-unit.sh'¿¿{"start":{"line":150,"column":45},"end":{"line":150,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5016¿VariableDeclarator¿¿7359¿v591¿¿¿{"start":{"line":152,"column":40},"end":{"line":152,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5017¿CallExpression¿¿7359¿¿¿¿{"start":{"line":152,"column":40},"end":{"line":152,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5018¿Identifier¿¿7359¿current_user¿¿¿{"start":{"line":152,"column":40},"end":{"line":152,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5019¿Identifier¿¿7359¿req¿¿¿{"start":{"line":152,"column":53},"end":{"line":152,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5020¿VariableDeclarator¿¿7359¿v592¿¿¿{"start":{"line":152,"column":31},"end":{"line":152,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5021¿CallExpression¿¿7359¿¿¿¿{"start":{"line":152,"column":31},"end":{"line":152,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5022¿Identifier¿¿7359¿env_file¿¿¿{"start":{"line":152,"column":31},"end":{"line":152,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5023¿Identifier¿¿7359¿v591¿¿¿¿¿Identifier
5024¿VariableDeclarator¿¿7359¿v593¿¿¿{"start":{"line":152,"column":30},"end":{"line":152,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5025¿ArrayExpression¿¿7359¿¿¿¿{"start":{"line":152,"column":30},"end":{"line":152,"column":59},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ArrayExpression
5026¿Identifier¿¿7359¿v592¿¿¿¿¿Identifier
5027¿ExpressionStatement¿¿7359¿¿¿¿{"start":{"line":151,"column":16},"end":{"line":152,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
5028¿AssignmentExpression¿=¿7359¿¿¿¿{"start":{"line":151,"column":16},"end":{"line":152,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿AssignmentExpression
5029¿Identifier¿¿7359¿child¿¿¿{"start":{"line":151,"column":16},"end":{"line":151,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5030¿CallExpression¿¿7359¿¿¿¿{"start":{"line":151,"column":24},"end":{"line":152,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5031¿Identifier¿¿7359¿spawn¿¿¿{"start":{"line":151,"column":24},"end":{"line":151,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5032¿Identifier¿¿7359¿script¿¿¿{"start":{"line":151,"column":30},"end":{"line":151,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5033¿Identifier¿¿7359¿v593¿¿¿¿¿Identifier
5034¿VariableDeclarator¿¿7359¿v594¿¿¿{"start":{"line":153,"column":34},"end":{"line":155,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5035¿FunctionExpression¿¿7359¿anon¿¿¿{"start":{"line":153,"column":34},"end":{"line":155,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿FunctionExpression
5036¿Identifier¿¿0¿err¿¿¿{"start":{"line":153,"column":43},"end":{"line":153,"column":46},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5037¿ExpressionStatement¿¿7370¿¿¿¿{"start":{"line":154,"column":20},"end":{"line":154,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
5038¿AssignmentExpression¿=¿7370¿¿¿¿{"start":{"line":154,"column":20},"end":{"line":154,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿AssignmentExpression
5039¿Identifier¿¿7370¿error¿¿¿{"start":{"line":154,"column":20},"end":{"line":154,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5040¿Literal¿boolean¿7370¿¿true¿¿{"start":{"line":154,"column":28},"end":{"line":154,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5041¿BlockStatement¿¿7370¿¿¿¿{"start":{"line":153,"column":48},"end":{"line":155,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
5042¿VariableDeclarator¿¿7359¿v595¿¿¿{"start":{"line":153,"column":16},"end":{"line":155,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5043¿CallExpression¿¿7359¿¿¿¿{"start":{"line":153,"column":16},"end":{"line":155,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5044¿MemberExpression¿¿7359¿¿¿¿{"start":{"line":153,"column":16},"end":{"line":153,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5045¿Identifier¿¿7359¿child¿¿¿{"start":{"line":153,"column":16},"end":{"line":153,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5046¿Identifier¿¿7359¿on¿¿¿{"start":{"line":153,"column":22},"end":{"line":153,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5047¿Literal¿string¿7359¿¿'error'¿¿{"start":{"line":153,"column":25},"end":{"line":153,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5048¿Identifier¿¿7359¿v594¿¿¿¿¿Identifier
5049¿ExpressionStatement¿¿7359¿¿¿¿{"start":{"line":153,"column":16},"end":{"line":155,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
5050¿Identifier¿¿7359¿v595¿¿¿¿¿Identifier
5051¿VariableDeclarator¿¿7359¿v596¿¿¿{"start":{"line":156,"column":16},"end":{"line":156,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5052¿MemberExpression¿¿7359¿¿¿¿{"start":{"line":156,"column":16},"end":{"line":156,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5053¿Identifier¿¿7359¿child¿¿¿{"start":{"line":156,"column":16},"end":{"line":156,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5054¿Identifier¿¿7359¿stdout¿¿¿{"start":{"line":156,"column":22},"end":{"line":156,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5055¿VariableDeclarator¿¿7359¿v597¿¿¿{"start":{"line":156,"column":40},"end":{"line":158,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5056¿FunctionExpression¿¿7359¿anon¿¿¿{"start":{"line":156,"column":40},"end":{"line":158,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿FunctionExpression
5057¿Identifier¿¿0¿data¿¿¿{"start":{"line":156,"column":49},"end":{"line":156,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5058¿ExpressionStatement¿¿7372¿¿¿¿{"start":{"line":157,"column":20},"end":{"line":157,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
5059¿AssignmentExpression¿+=¿7372¿¿¿¿{"start":{"line":157,"column":20},"end":{"line":157,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿AssignmentExpression
5060¿Identifier¿¿7372¿stdout¿¿¿{"start":{"line":157,"column":20},"end":{"line":157,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5061¿Identifier¿¿7372¿data¿¿¿{"start":{"line":157,"column":30},"end":{"line":157,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5062¿BlockStatement¿¿7372¿¿¿¿{"start":{"line":156,"column":55},"end":{"line":158,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
5063¿VariableDeclarator¿¿7359¿v598¿¿¿{"start":{"line":156,"column":16},"end":{"line":158,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5064¿CallExpression¿¿7359¿¿¿¿{"start":{"line":156,"column":16},"end":{"line":158,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5065¿MemberExpression¿¿7359¿¿¿¿{"start":{"line":156,"column":16},"end":{"line":156,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5066¿Identifier¿¿7359¿v596¿¿¿¿¿Identifier
5067¿Identifier¿¿7359¿on¿¿¿{"start":{"line":156,"column":29},"end":{"line":156,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5068¿Literal¿string¿7359¿¿'data'¿¿{"start":{"line":156,"column":32},"end":{"line":156,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5069¿Identifier¿¿7359¿v597¿¿¿¿¿Identifier
5070¿ExpressionStatement¿¿7359¿¿¿¿{"start":{"line":156,"column":16},"end":{"line":158,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
5071¿Identifier¿¿7359¿v598¿¿¿¿¿Identifier
5072¿VariableDeclarator¿¿7359¿v599¿¿¿{"start":{"line":159,"column":16},"end":{"line":159,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5073¿MemberExpression¿¿7359¿¿¿¿{"start":{"line":159,"column":16},"end":{"line":159,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5074¿Identifier¿¿7359¿child¿¿¿{"start":{"line":159,"column":16},"end":{"line":159,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5075¿Identifier¿¿7359¿stderr¿¿¿{"start":{"line":159,"column":22},"end":{"line":159,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5076¿VariableDeclarator¿¿7359¿v600¿¿¿{"start":{"line":159,"column":40},"end":{"line":161,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5077¿FunctionExpression¿¿7359¿anon¿¿¿{"start":{"line":159,"column":40},"end":{"line":161,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿FunctionExpression
5078¿Identifier¿¿0¿data¿¿¿{"start":{"line":159,"column":49},"end":{"line":159,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5079¿ExpressionStatement¿¿7374¿¿¿¿{"start":{"line":160,"column":20},"end":{"line":160,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
5080¿AssignmentExpression¿=¿7374¿¿¿¿{"start":{"line":160,"column":20},"end":{"line":160,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿AssignmentExpression
5081¿Identifier¿¿7374¿error¿¿¿{"start":{"line":160,"column":20},"end":{"line":160,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5082¿Literal¿boolean¿7374¿¿true¿¿{"start":{"line":160,"column":28},"end":{"line":160,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5083¿BlockStatement¿¿7374¿¿¿¿{"start":{"line":159,"column":55},"end":{"line":161,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿BlockStatement
5084¿VariableDeclarator¿¿7359¿v601¿¿¿{"start":{"line":159,"column":16},"end":{"line":161,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5085¿CallExpression¿¿7359¿¿¿¿{"start":{"line":159,"column":16},"end":{"line":161,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5086¿MemberExpression¿¿7359¿¿¿¿{"start":{"line":159,"column":16},"end":{"line":159,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿MemberExpression
5087¿Identifier¿¿7359¿v599¿¿¿¿¿Identifier
5088¿Identifier¿¿7359¿on¿¿¿{"start":{"line":159,"column":29},"end":{"line":159,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5089¿Literal¿string¿7359¿¿'data'¿¿{"start":{"line":159,"column":32},"end":{"line":159,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Literal
5090¿Identifier¿¿7359¿v600¿¿¿¿¿Identifier
5091¿ExpressionStatement¿¿7359¿¿¿¿{"start":{"line":159,"column":16},"end":{"line":161,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿ExpressionStatement
5092¿Identifier¿¿7359¿v601¿¿¿¿¿Identifier
5093¿VariableDeclarator¿¿7359¿v606¿¿¿{"start":{"line":162,"column":34},"end":{"line":169,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5094¿FunctionExpression¿¿7359¿anon¿¿¿{"start":{"line":162,"column":34},"end":{"line":169,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿FunctionExpression
5095¿Identifier¿¿0¿code¿¿¿{"start":{"line":162,"column":43},"end":{"line":162,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5096¿VariableDeclarator¿¿7376¿v602¿¿¿{"start":{"line":163,"column":24},"end":{"line":163,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5097¿UnaryExpression¿!¿7376¿¿¿¿{"start":{"line":163,"column":24},"end":{"line":163,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿UnaryExpression
5098¿Identifier¿¿7376¿error¿¿¿{"start":{"line":163,"column":25},"end":{"line":163,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5099¿IfStatement¿¿7376¿¿¿¿{"start":{"line":163,"column":20},"end":{"line":168,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿IfStatement
5100¿Identifier¿¿7376¿v602¿¿¿¿¿Identifier
5101¿VariableDeclarator¿¿7376¿v603¿¿¿{"start":{"line":164,"column":57},"end":{"line":164,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿VariableDeclarator
5102¿CallExpression¿¿7376¿¿¿¿{"start":{"line":164,"column":57},"end":{"line":164,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿CallExpression
5103¿Identifier¿¿7376¿current_user¿¿¿{"start":{"line":164,"column":57},"end":{"line":164,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
5104¿Identifier¿¿7376¿req¿¿¿{"start":{"line":164,"column":70},"end":{"line":164,"column":73},"fname":"/datasets/vulcan-dataset/CWE-78/958/src/routes.js"}¿¿Identifier
