Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
15966¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":3000,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Program
18195¿VariableDeclarator¿¿28398¿v2076¿¿¿{"start":{"line":509,"column":4},"end":{"line":510,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18196¿BinaryExpression¿^¿28398¿¿¿¿{"start":{"line":509,"column":4},"end":{"line":510,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BinaryExpression
18197¿Identifier¿¿28398¿v2070¿¿¿¿¿Identifier
18198¿Identifier¿¿28398¿v2075¿¿¿¿¿Identifier
18199¿VariableDeclarator¿¿28398¿v2077¿¿¿{"start":{"line":511,"column":4},"end":{"line":511,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18200¿MemberExpression¿¿28398¿¿¿¿{"start":{"line":511,"column":4},"end":{"line":511,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18201¿ThisExpression¿¿28398¿¿¿¿{"start":{"line":511,"column":4},"end":{"line":511,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
18202¿Identifier¿¿28398¿data¿¿¿{"start":{"line":511,"column":9},"end":{"line":511,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18203¿VariableDeclarator¿¿28398¿v2078¿¿¿{"start":{"line":511,"column":25},"end":{"line":511,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18204¿MemberExpression¿¿28398¿¿¿¿{"start":{"line":511,"column":25},"end":{"line":511,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18205¿ThisExpression¿¿28398¿¿¿¿{"start":{"line":511,"column":25},"end":{"line":511,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
18206¿Identifier¿¿28398¿read¿¿¿{"start":{"line":511,"column":30},"end":{"line":511,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18207¿VariableDeclarator¿¿28398¿v2079¿¿¿{"start":{"line":511,"column":25},"end":{"line":511,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18208¿BinaryExpression¿+¿28398¿¿¿¿{"start":{"line":511,"column":25},"end":{"line":511,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BinaryExpression
18209¿Identifier¿¿28398¿v2078¿¿¿¿¿Identifier
18210¿Literal¿number¿28398¿¿2¿¿{"start":{"line":511,"column":37},"end":{"line":511,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Literal
18211¿VariableDeclarator¿¿28398¿v2080¿¿¿{"start":{"line":511,"column":4},"end":{"line":511,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18212¿CallExpression¿¿28398¿¿¿¿{"start":{"line":511,"column":4},"end":{"line":511,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿CallExpression
18213¿MemberExpression¿¿28398¿¿¿¿{"start":{"line":511,"column":4},"end":{"line":511,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18214¿Identifier¿¿28398¿v2077¿¿¿¿¿Identifier
18215¿Identifier¿¿28398¿charCodeAt¿¿¿{"start":{"line":511,"column":14},"end":{"line":511,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18216¿Identifier¿¿28398¿v2079¿¿¿¿¿Identifier
18217¿VariableDeclarator¿¿28398¿v2081¿¿¿{"start":{"line":511,"column":4},"end":{"line":511,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18218¿BinaryExpression¿<<¿28398¿¿¿¿{"start":{"line":511,"column":4},"end":{"line":511,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BinaryExpression
18219¿Identifier¿¿28398¿v2080¿¿¿¿¿Identifier
18220¿Literal¿number¿28398¿¿16¿¿{"start":{"line":511,"column":43},"end":{"line":511,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Literal
18221¿VariableDeclarator¿¿28398¿rval¿¿¿{"start":{"line":508,"column":6},"end":{"line":511,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18222¿BinaryExpression¿^¿28398¿¿¿¿{"start":{"line":509,"column":4},"end":{"line":511,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BinaryExpression
18223¿Identifier¿¿28398¿v2076¿¿¿¿¿Identifier
18224¿Identifier¿¿28398¿v2081¿¿¿¿¿Identifier
18225¿ExpressionStatement¿¿28398¿¿¿¿{"start":{"line":512,"column":2},"end":{"line":512,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
18226¿AssignmentExpression¿+=¿28398¿¿¿¿{"start":{"line":512,"column":2},"end":{"line":512,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
18227¿MemberExpression¿¿28398¿¿¿¿{"start":{"line":512,"column":2},"end":{"line":512,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18228¿ThisExpression¿¿28398¿¿¿¿{"start":{"line":512,"column":2},"end":{"line":512,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
18229¿Identifier¿¿28398¿read¿¿¿{"start":{"line":512,"column":7},"end":{"line":512,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18230¿Literal¿number¿28398¿¿3¿¿{"start":{"line":512,"column":15},"end":{"line":512,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Literal
18231¿ReturnStatement¿¿28398¿¿¿¿{"start":{"line":513,"column":2},"end":{"line":513,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ReturnStatement
18232¿Identifier¿¿28398¿rval¿¿¿{"start":{"line":513,"column":9},"end":{"line":513,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18233¿BlockStatement¿¿28398¿¿¿¿{"start":{"line":507,"column":56},"end":{"line":514,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BlockStatement
18234¿ExpressionStatement¿¿28298¿¿¿¿{"start":{"line":507,"column":0},"end":{"line":514,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
18235¿AssignmentExpression¿=¿28298¿¿¿¿{"start":{"line":507,"column":0},"end":{"line":514,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
18236¿MemberExpression¿¿28298¿¿¿¿{"start":{"line":507,"column":0},"end":{"line":507,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18237¿Identifier¿¿28298¿v2067¿¿¿¿¿Identifier
18238¿Identifier¿¿28298¿getInt24Le¿¿¿{"start":{"line":507,"column":32},"end":{"line":507,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18239¿Identifier¿¿28298¿v2082¿¿¿¿¿Identifier
18240¿VariableDeclarator¿¿28298¿v2083¿¿¿{"start":{"line":522,"column":0},"end":{"line":522,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18241¿MemberExpression¿¿28298¿¿¿¿{"start":{"line":522,"column":0},"end":{"line":522,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18242¿Identifier¿¿28298¿util¿¿¿{"start":{"line":522,"column":0},"end":{"line":522,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18243¿Identifier¿¿28298¿ByteStringBuffer¿¿¿{"start":{"line":522,"column":5},"end":{"line":522,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18244¿VariableDeclarator¿¿28298¿v2084¿¿¿{"start":{"line":522,"column":0},"end":{"line":522,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18245¿MemberExpression¿¿28298¿¿¿¿{"start":{"line":522,"column":0},"end":{"line":522,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18246¿Identifier¿¿28298¿v2083¿¿¿¿¿Identifier
18247¿Identifier¿¿28298¿prototype¿¿¿{"start":{"line":522,"column":22},"end":{"line":522,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18248¿VariableDeclarator¿¿28298¿v2105¿¿¿{"start":{"line":522,"column":0},"end":{"line":530,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18249¿FunctionExpression¿¿28298¿anon¿¿¿{"start":{"line":522,"column":45},"end":{"line":530,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿FunctionExpression
18250¿VariableDeclarator¿¿28400¿v2085¿¿¿{"start":{"line":524,"column":4},"end":{"line":524,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18251¿MemberExpression¿¿28400¿¿¿¿{"start":{"line":524,"column":4},"end":{"line":524,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18252¿ThisExpression¿¿28400¿¿¿¿{"start":{"line":524,"column":4},"end":{"line":524,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
18253¿Identifier¿¿28400¿data¿¿¿{"start":{"line":524,"column":9},"end":{"line":524,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18254¿VariableDeclarator¿¿28400¿v2086¿¿¿{"start":{"line":524,"column":25},"end":{"line":524,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18255¿MemberExpression¿¿28400¿¿¿¿{"start":{"line":524,"column":25},"end":{"line":524,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18256¿ThisExpression¿¿28400¿¿¿¿{"start":{"line":524,"column":25},"end":{"line":524,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
18257¿Identifier¿¿28400¿read¿¿¿{"start":{"line":524,"column":30},"end":{"line":524,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18258¿VariableDeclarator¿¿28400¿v2087¿¿¿{"start":{"line":524,"column":4},"end":{"line":524,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18259¿CallExpression¿¿28400¿¿¿¿{"start":{"line":524,"column":4},"end":{"line":524,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿CallExpression
18260¿MemberExpression¿¿28400¿¿¿¿{"start":{"line":524,"column":4},"end":{"line":524,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18261¿Identifier¿¿28400¿v2085¿¿¿¿¿Identifier
18262¿Identifier¿¿28400¿charCodeAt¿¿¿{"start":{"line":524,"column":14},"end":{"line":524,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18263¿Identifier¿¿28400¿v2086¿¿¿¿¿Identifier
18264¿VariableDeclarator¿¿28400¿v2088¿¿¿{"start":{"line":525,"column":4},"end":{"line":525,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18265¿MemberExpression¿¿28400¿¿¿¿{"start":{"line":525,"column":4},"end":{"line":525,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18266¿ThisExpression¿¿28400¿¿¿¿{"start":{"line":525,"column":4},"end":{"line":525,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
18267¿Identifier¿¿28400¿data¿¿¿{"start":{"line":525,"column":9},"end":{"line":525,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18268¿VariableDeclarator¿¿28400¿v2089¿¿¿{"start":{"line":525,"column":25},"end":{"line":525,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18269¿MemberExpression¿¿28400¿¿¿¿{"start":{"line":525,"column":25},"end":{"line":525,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18270¿ThisExpression¿¿28400¿¿¿¿{"start":{"line":525,"column":25},"end":{"line":525,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
18271¿Identifier¿¿28400¿read¿¿¿{"start":{"line":525,"column":30},"end":{"line":525,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18272¿VariableDeclarator¿¿28400¿v2090¿¿¿{"start":{"line":525,"column":25},"end":{"line":525,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18273¿BinaryExpression¿+¿28400¿¿¿¿{"start":{"line":525,"column":25},"end":{"line":525,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BinaryExpression
18274¿Identifier¿¿28400¿v2089¿¿¿¿¿Identifier
18275¿Literal¿number¿28400¿¿1¿¿{"start":{"line":525,"column":37},"end":{"line":525,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Literal
18276¿VariableDeclarator¿¿28400¿v2091¿¿¿{"start":{"line":525,"column":4},"end":{"line":525,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18277¿CallExpression¿¿28400¿¿¿¿{"start":{"line":525,"column":4},"end":{"line":525,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿CallExpression
18278¿MemberExpression¿¿28400¿¿¿¿{"start":{"line":525,"column":4},"end":{"line":525,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18279¿Identifier¿¿28400¿v2088¿¿¿¿¿Identifier
18280¿Identifier¿¿28400¿charCodeAt¿¿¿{"start":{"line":525,"column":14},"end":{"line":525,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18281¿Identifier¿¿28400¿v2090¿¿¿¿¿Identifier
18282¿VariableDeclarator¿¿28400¿v2092¿¿¿{"start":{"line":525,"column":4},"end":{"line":525,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18283¿BinaryExpression¿<<¿28400¿¿¿¿{"start":{"line":525,"column":4},"end":{"line":525,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BinaryExpression
18284¿Identifier¿¿28400¿v2091¿¿¿¿¿Identifier
18285¿Literal¿number¿28400¿¿8¿¿{"start":{"line":525,"column":43},"end":{"line":525,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Literal
18286¿VariableDeclarator¿¿28400¿v2093¿¿¿{"start":{"line":524,"column":4},"end":{"line":525,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18287¿BinaryExpression¿^¿28400¿¿¿¿{"start":{"line":524,"column":4},"end":{"line":525,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BinaryExpression
18288¿Identifier¿¿28400¿v2087¿¿¿¿¿Identifier
18289¿Identifier¿¿28400¿v2092¿¿¿¿¿Identifier
18290¿VariableDeclarator¿¿28400¿v2094¿¿¿{"start":{"line":526,"column":4},"end":{"line":526,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18291¿MemberExpression¿¿28400¿¿¿¿{"start":{"line":526,"column":4},"end":{"line":526,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18292¿ThisExpression¿¿28400¿¿¿¿{"start":{"line":526,"column":4},"end":{"line":526,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
18293¿Identifier¿¿28400¿data¿¿¿{"start":{"line":526,"column":9},"end":{"line":526,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18294¿VariableDeclarator¿¿28400¿v2095¿¿¿{"start":{"line":526,"column":25},"end":{"line":526,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18295¿MemberExpression¿¿28400¿¿¿¿{"start":{"line":526,"column":25},"end":{"line":526,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18296¿ThisExpression¿¿28400¿¿¿¿{"start":{"line":526,"column":25},"end":{"line":526,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
18297¿Identifier¿¿28400¿read¿¿¿{"start":{"line":526,"column":30},"end":{"line":526,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18298¿VariableDeclarator¿¿28400¿v2096¿¿¿{"start":{"line":526,"column":25},"end":{"line":526,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18299¿BinaryExpression¿+¿28400¿¿¿¿{"start":{"line":526,"column":25},"end":{"line":526,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BinaryExpression
18300¿Identifier¿¿28400¿v2095¿¿¿¿¿Identifier
18301¿Literal¿number¿28400¿¿2¿¿{"start":{"line":526,"column":37},"end":{"line":526,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Literal
18302¿VariableDeclarator¿¿28400¿v2097¿¿¿{"start":{"line":526,"column":4},"end":{"line":526,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18303¿CallExpression¿¿28400¿¿¿¿{"start":{"line":526,"column":4},"end":{"line":526,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿CallExpression
18304¿MemberExpression¿¿28400¿¿¿¿{"start":{"line":526,"column":4},"end":{"line":526,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18305¿Identifier¿¿28400¿v2094¿¿¿¿¿Identifier
18306¿Identifier¿¿28400¿charCodeAt¿¿¿{"start":{"line":526,"column":14},"end":{"line":526,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18307¿Identifier¿¿28400¿v2096¿¿¿¿¿Identifier
18308¿VariableDeclarator¿¿28400¿v2098¿¿¿{"start":{"line":526,"column":4},"end":{"line":526,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18309¿BinaryExpression¿<<¿28400¿¿¿¿{"start":{"line":526,"column":4},"end":{"line":526,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BinaryExpression
18310¿Identifier¿¿28400¿v2097¿¿¿¿¿Identifier
18311¿Literal¿number¿28400¿¿16¿¿{"start":{"line":526,"column":43},"end":{"line":526,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Literal
18312¿VariableDeclarator¿¿28400¿v2099¿¿¿{"start":{"line":524,"column":4},"end":{"line":526,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18313¿BinaryExpression¿^¿28400¿¿¿¿{"start":{"line":524,"column":4},"end":{"line":526,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BinaryExpression
18314¿Identifier¿¿28400¿v2093¿¿¿¿¿Identifier
18315¿Identifier¿¿28400¿v2098¿¿¿¿¿Identifier
18316¿VariableDeclarator¿¿28400¿v2100¿¿¿{"start":{"line":527,"column":4},"end":{"line":527,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18317¿MemberExpression¿¿28400¿¿¿¿{"start":{"line":527,"column":4},"end":{"line":527,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18318¿ThisExpression¿¿28400¿¿¿¿{"start":{"line":527,"column":4},"end":{"line":527,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
18319¿Identifier¿¿28400¿data¿¿¿{"start":{"line":527,"column":9},"end":{"line":527,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18320¿VariableDeclarator¿¿28400¿v2101¿¿¿{"start":{"line":527,"column":25},"end":{"line":527,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18321¿MemberExpression¿¿28400¿¿¿¿{"start":{"line":527,"column":25},"end":{"line":527,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18322¿ThisExpression¿¿28400¿¿¿¿{"start":{"line":527,"column":25},"end":{"line":527,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ThisExpression
18323¿Identifier¿¿28400¿read¿¿¿{"start":{"line":527,"column":30},"end":{"line":527,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18324¿VariableDeclarator¿¿28400¿v2102¿¿¿{"start":{"line":527,"column":25},"end":{"line":527,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18325¿BinaryExpression¿+¿28400¿¿¿¿{"start":{"line":527,"column":25},"end":{"line":527,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BinaryExpression
18326¿Identifier¿¿28400¿v2101¿¿¿¿¿Identifier
18327¿Literal¿number¿28400¿¿3¿¿{"start":{"line":527,"column":37},"end":{"line":527,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Literal
18328¿VariableDeclarator¿¿28400¿v2103¿¿¿{"start":{"line":527,"column":4},"end":{"line":527,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18329¿CallExpression¿¿28400¿¿¿¿{"start":{"line":527,"column":4},"end":{"line":527,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿CallExpression
18330¿MemberExpression¿¿28400¿¿¿¿{"start":{"line":527,"column":4},"end":{"line":527,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿MemberExpression
18331¿Identifier¿¿28400¿v2100¿¿¿¿¿Identifier
18332¿Identifier¿¿28400¿charCodeAt¿¿¿{"start":{"line":527,"column":14},"end":{"line":527,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Identifier
18333¿Identifier¿¿28400¿v2102¿¿¿¿¿Identifier
18334¿VariableDeclarator¿¿28400¿v2104¿¿¿{"start":{"line":527,"column":4},"end":{"line":527,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18335¿BinaryExpression¿<<¿28400¿¿¿¿{"start":{"line":527,"column":4},"end":{"line":527,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BinaryExpression
18336¿Identifier¿¿28400¿v2103¿¿¿¿¿Identifier
18337¿Literal¿number¿28400¿¿24¿¿{"start":{"line":527,"column":43},"end":{"line":527,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿Literal
18338¿VariableDeclarator¿¿28400¿rval¿¿¿{"start":{"line":523,"column":6},"end":{"line":527,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿VariableDeclarator
18339¿BinaryExpression¿^¿28400¿¿¿¿{"start":{"line":524,"column":4},"end":{"line":527,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿BinaryExpression
18340¿Identifier¿¿28400¿v2099¿¿¿¿¿Identifier
18341¿Identifier¿¿28400¿v2104¿¿¿¿¿Identifier
18342¿ExpressionStatement¿¿28400¿¿¿¿{"start":{"line":528,"column":2},"end":{"line":528,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿ExpressionStatement
18343¿AssignmentExpression¿+=¿28400¿¿¿¿{"start":{"line":528,"column":2},"end":{"line":528,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/node-forge_0.9.0/src/util.js"}¿¿AssignmentExpression
