Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4025¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":550,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Program
4810¿Identifier¿¿7092¿v490¿¿¿¿¿Identifier
4811¿ReturnStatement¿¿7092¿¿¿¿{"start":{"line":124,"column":6},"end":{"line":124,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ReturnStatement
4812¿Literal¿string¿7092¿¿'#'¿¿{"start":{"line":124,"column":13},"end":{"line":124,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
4813¿BlockStatement¿¿7092¿¿¿¿{"start":{"line":123,"column":27},"end":{"line":125,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BlockStatement
4814¿VariableDeclarator¿¿7092¿v491¿¿¿{"start":{"line":126,"column":23},"end":{"line":126,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4815¿CallExpression¿¿7092¿¿¿¿{"start":{"line":126,"column":23},"end":{"line":126,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿CallExpression
4816¿Identifier¿¿7092¿encodeFragmentSegments¿¿¿{"start":{"line":126,"column":23},"end":{"line":126,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4817¿Identifier¿¿7092¿path¿¿¿{"start":{"line":126,"column":46},"end":{"line":126,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4818¿VariableDeclarator¿¿7092¿v492¿¿¿{"start":{"line":126,"column":23},"end":{"line":126,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4819¿CallExpression¿¿7092¿¿¿¿{"start":{"line":126,"column":23},"end":{"line":126,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿CallExpression
4820¿MemberExpression¿¿7092¿¿¿¿{"start":{"line":126,"column":23},"end":{"line":126,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4821¿Identifier¿¿7092¿v491¿¿¿¿¿Identifier
4822¿Identifier¿¿7092¿join¿¿¿{"start":{"line":126,"column":52},"end":{"line":126,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4823¿Literal¿string¿7092¿¿'/'¿¿{"start":{"line":126,"column":57},"end":{"line":126,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
4824¿VariableDeclarator¿¿7092¿v493¿¿¿{"start":{"line":126,"column":11},"end":{"line":126,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4825¿CallExpression¿¿7092¿¿¿¿{"start":{"line":126,"column":11},"end":{"line":126,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿CallExpression
4826¿MemberExpression¿¿7092¿¿¿¿{"start":{"line":126,"column":11},"end":{"line":126,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4827¿Literal¿string¿7092¿¿'#/'¿¿{"start":{"line":126,"column":11},"end":{"line":126,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
4828¿Identifier¿¿7092¿concat¿¿¿{"start":{"line":126,"column":16},"end":{"line":126,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4829¿Identifier¿¿7092¿v492¿¿¿¿¿Identifier
4830¿ReturnStatement¿¿7092¿¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ReturnStatement
4831¿Identifier¿¿7092¿v493¿¿¿¿¿Identifier
4832¿BlockStatement¿¿7092¿¿¿¿{"start":{"line":119,"column":45},"end":{"line":127,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BlockStatement
4833¿VariableDeclarator¿¿7057¿toArrayIndexReference¿¿¿{"start":{"line":129,"column":2},"end":{"line":148,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4834¿FunctionExpression¿¿7057¿anon¿¿¿{"start":{"line":129,"column":2},"end":{"line":148,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿FunctionExpression
4835¿Identifier¿¿0¿arr¿¿¿{"start":{"line":129,"column":33},"end":{"line":129,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4836¿Identifier¿¿0¿idx¿¿¿{"start":{"line":129,"column":38},"end":{"line":129,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4837¿VariableDeclarator¿¿7096¿len¿¿¿{"start":{"line":130,"column":8},"end":{"line":130,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4838¿MemberExpression¿¿7096¿¿¿¿{"start":{"line":130,"column":14},"end":{"line":130,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4839¿Identifier¿¿7096¿idx¿¿¿{"start":{"line":130,"column":14},"end":{"line":130,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4840¿Identifier¿¿7096¿length¿¿¿{"start":{"line":130,"column":18},"end":{"line":130,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4841¿VariableDeclarator¿¿7096¿cursor¿¿¿{"start":{"line":131,"column":8},"end":{"line":131,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4842¿Literal¿number¿7096¿¿0¿¿{"start":{"line":131,"column":17},"end":{"line":131,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
4843¿VariableDeclarator¿¿7096¿v494¿¿¿{"start":{"line":132,"column":8},"end":{"line":132,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4844¿BinaryExpression¿===¿7096¿¿¿¿{"start":{"line":132,"column":8},"end":{"line":132,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
4845¿Identifier¿¿7096¿len¿¿¿{"start":{"line":132,"column":8},"end":{"line":132,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4846¿Literal¿number¿7096¿¿1¿¿{"start":{"line":132,"column":16},"end":{"line":132,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
4847¿VariableDeclarator¿¿7096¿v495¿¿¿{"start":{"line":132,"column":21},"end":{"line":132,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4848¿MemberExpression¿computed¿7096¿¿¿¿{"start":{"line":132,"column":21},"end":{"line":132,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4849¿Identifier¿¿7096¿idx¿¿¿{"start":{"line":132,"column":21},"end":{"line":132,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4850¿Literal¿number¿7096¿¿0¿¿{"start":{"line":132,"column":25},"end":{"line":132,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
4851¿VariableDeclarator¿¿7096¿v496¿¿¿{"start":{"line":132,"column":21},"end":{"line":132,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4852¿BinaryExpression¿===¿7096¿¿¿¿{"start":{"line":132,"column":21},"end":{"line":132,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
4853¿Identifier¿¿7096¿v495¿¿¿¿¿Identifier
4854¿Literal¿string¿7096¿¿'-'¿¿{"start":{"line":132,"column":32},"end":{"line":132,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
4855¿VariableDeclarator¿¿7096¿v497¿¿¿{"start":{"line":132,"column":8},"end":{"line":132,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4856¿LogicalExpression¿&&¿7096¿¿¿¿{"start":{"line":132,"column":8},"end":{"line":132,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿LogicalExpression
4857¿Identifier¿¿7096¿v494¿¿¿¿¿Identifier
4858¿Identifier¿¿7096¿v496¿¿¿¿¿Identifier
4859¿IfStatement¿¿7096¿¿¿¿{"start":{"line":132,"column":4},"end":{"line":137,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿IfStatement
4860¿Identifier¿¿7096¿v497¿¿¿¿¿Identifier
4861¿VariableDeclarator¿¿7096¿v498¿¿¿{"start":{"line":133,"column":11},"end":{"line":133,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4862¿CallExpression¿¿7096¿¿¿¿{"start":{"line":133,"column":11},"end":{"line":133,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿CallExpression
4863¿MemberExpression¿¿7096¿¿¿¿{"start":{"line":133,"column":11},"end":{"line":133,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4864¿Identifier¿¿7096¿Array¿¿¿{"start":{"line":133,"column":11},"end":{"line":133,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4865¿Identifier¿¿7096¿isArray¿¿¿{"start":{"line":133,"column":17},"end":{"line":133,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4866¿Identifier¿¿7096¿arr¿¿¿{"start":{"line":133,"column":25},"end":{"line":133,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4867¿VariableDeclarator¿¿7096¿v499¿¿¿{"start":{"line":133,"column":10},"end":{"line":133,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4868¿UnaryExpression¿!¿7096¿¿¿¿{"start":{"line":133,"column":10},"end":{"line":133,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿UnaryExpression
4869¿Identifier¿¿7096¿v498¿¿¿¿¿Identifier
4870¿IfStatement¿¿7096¿¿¿¿{"start":{"line":133,"column":6},"end":{"line":135,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿IfStatement
4871¿Identifier¿¿7096¿v499¿¿¿¿¿Identifier
4872¿ReturnStatement¿¿7096¿¿¿¿{"start":{"line":134,"column":8},"end":{"line":134,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ReturnStatement
4873¿Literal¿number¿7096¿¿0¿¿{"start":{"line":134,"column":15},"end":{"line":134,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
4874¿BlockStatement¿¿7096¿¿¿¿{"start":{"line":133,"column":31},"end":{"line":135,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BlockStatement
4875¿VariableDeclarator¿¿7096¿v500¿¿¿{"start":{"line":136,"column":13},"end":{"line":136,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4876¿MemberExpression¿¿7096¿¿¿¿{"start":{"line":136,"column":13},"end":{"line":136,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4877¿Identifier¿¿7096¿arr¿¿¿{"start":{"line":136,"column":13},"end":{"line":136,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4878¿Identifier¿¿7096¿length¿¿¿{"start":{"line":136,"column":17},"end":{"line":136,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4879¿ReturnStatement¿¿7096¿¿¿¿{"start":{"line":136,"column":6},"end":{"line":136,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ReturnStatement
4880¿Identifier¿¿7096¿v500¿¿¿¿¿Identifier
4881¿BlockStatement¿¿7096¿¿¿¿{"start":{"line":132,"column":37},"end":{"line":137,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BlockStatement
4882¿VariableDeclarator¿¿7096¿v501¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4883¿BinaryExpression¿===¿7096¿¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
4884¿Identifier¿¿7096¿len¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4885¿Literal¿number¿7096¿¿0¿¿{"start":{"line":138,"column":16},"end":{"line":138,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
4886¿VariableDeclarator¿¿7096¿v502¿¿¿{"start":{"line":138,"column":21},"end":{"line":138,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4887¿BinaryExpression¿>¿7096¿¿¿¿{"start":{"line":138,"column":21},"end":{"line":138,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
4888¿Identifier¿¿7096¿len¿¿¿{"start":{"line":138,"column":21},"end":{"line":138,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4889¿Literal¿number¿7096¿¿1¿¿{"start":{"line":138,"column":27},"end":{"line":138,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
4890¿VariableDeclarator¿¿7096¿v503¿¿¿{"start":{"line":138,"column":32},"end":{"line":138,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4891¿MemberExpression¿computed¿7096¿¿¿¿{"start":{"line":138,"column":32},"end":{"line":138,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4892¿Identifier¿¿7096¿idx¿¿¿{"start":{"line":138,"column":32},"end":{"line":138,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4893¿Literal¿number¿7096¿¿0¿¿{"start":{"line":138,"column":36},"end":{"line":138,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
4894¿VariableDeclarator¿¿7096¿v504¿¿¿{"start":{"line":138,"column":32},"end":{"line":138,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4895¿BinaryExpression¿===¿7096¿¿¿¿{"start":{"line":138,"column":32},"end":{"line":138,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
4896¿Identifier¿¿7096¿v503¿¿¿¿¿Identifier
4897¿Literal¿string¿7096¿¿'0'¿¿{"start":{"line":138,"column":43},"end":{"line":138,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
4898¿VariableDeclarator¿¿7096¿v505¿¿¿{"start":{"line":138,"column":21},"end":{"line":138,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4899¿LogicalExpression¿&&¿7096¿¿¿¿{"start":{"line":138,"column":21},"end":{"line":138,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿LogicalExpression
4900¿Identifier¿¿7096¿v502¿¿¿¿¿Identifier
4901¿Identifier¿¿7096¿v504¿¿¿¿¿Identifier
4902¿VariableDeclarator¿¿7096¿v506¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4903¿LogicalExpression¿||¿7096¿¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿LogicalExpression
4904¿Identifier¿¿7096¿v501¿¿¿¿¿Identifier
4905¿Identifier¿¿7096¿v505¿¿¿¿¿Identifier
4906¿VariableDeclarator¿¿7096¿v507¿¿¿{"start":{"line":138,"column":51},"end":{"line":138,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4907¿CallExpression¿¿7096¿¿¿¿{"start":{"line":138,"column":51},"end":{"line":138,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿CallExpression
4908¿Identifier¿¿7096¿isFinite¿¿¿{"start":{"line":138,"column":51},"end":{"line":138,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4909¿Identifier¿¿7096¿idx¿¿¿{"start":{"line":138,"column":60},"end":{"line":138,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4910¿VariableDeclarator¿¿7096¿v508¿¿¿{"start":{"line":138,"column":50},"end":{"line":138,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4911¿UnaryExpression¿!¿7096¿¿¿¿{"start":{"line":138,"column":50},"end":{"line":138,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿UnaryExpression
4912¿Identifier¿¿7096¿v507¿¿¿¿¿Identifier
4913¿VariableDeclarator¿¿7096¿v509¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4914¿LogicalExpression¿||¿7096¿¿¿¿{"start":{"line":138,"column":8},"end":{"line":138,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿LogicalExpression
4915¿Identifier¿¿7096¿v506¿¿¿¿¿Identifier
4916¿Identifier¿¿7096¿v508¿¿¿¿¿Identifier
4917¿IfStatement¿¿7096¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":140,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿IfStatement
4918¿Identifier¿¿7096¿v509¿¿¿¿¿Identifier
4919¿VariableDeclarator¿¿7096¿v510¿¿¿{"start":{"line":139,"column":13},"end":{"line":139,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4920¿UnaryExpression¿-¿7096¿¿¿¿{"start":{"line":139,"column":13},"end":{"line":139,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿UnaryExpression
4921¿Literal¿number¿7096¿¿1¿¿{"start":{"line":139,"column":14},"end":{"line":139,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
4922¿ReturnStatement¿¿7096¿¿¿¿{"start":{"line":139,"column":6},"end":{"line":139,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿ReturnStatement
4923¿Identifier¿¿7096¿v510¿¿¿¿¿Identifier
4924¿BlockStatement¿¿7096¿¿¿¿{"start":{"line":138,"column":66},"end":{"line":140,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BlockStatement
4925¿VariableDeclarator¿¿7096¿v511¿¿¿{"start":{"line":142,"column":11},"end":{"line":142,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4926¿UpdateExpression¿¿7096¿¿¿¿{"start":{"line":142,"column":11},"end":{"line":142,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿UpdateExpression
4927¿Identifier¿¿7096¿cursor¿¿¿{"start":{"line":142,"column":13},"end":{"line":142,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4928¿VariableDeclarator¿¿7096¿v512¿¿¿{"start":{"line":142,"column":11},"end":{"line":142,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4929¿BinaryExpression¿<¿7096¿¿¿¿{"start":{"line":142,"column":11},"end":{"line":142,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
4930¿Identifier¿¿7096¿v511¿¿¿¿¿Identifier
4931¿Identifier¿¿7096¿len¿¿¿{"start":{"line":142,"column":22},"end":{"line":142,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4932¿WhileStatement¿¿7096¿¿¿¿{"start":{"line":142,"column":4},"end":{"line":146,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿WhileStatement
4933¿Identifier¿¿7096¿v512¿¿¿¿¿Identifier
4934¿VariableDeclarator¿¿7096¿v513¿¿¿{"start":{"line":143,"column":10},"end":{"line":143,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4935¿MemberExpression¿computed¿7096¿¿¿¿{"start":{"line":143,"column":10},"end":{"line":143,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4936¿Identifier¿¿7096¿idx¿¿¿{"start":{"line":143,"column":10},"end":{"line":143,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4937¿Identifier¿¿7096¿cursor¿¿¿{"start":{"line":143,"column":14},"end":{"line":143,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4938¿VariableDeclarator¿¿7096¿v514¿¿¿{"start":{"line":143,"column":10},"end":{"line":143,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4939¿BinaryExpression¿<¿7096¿¿¿¿{"start":{"line":143,"column":10},"end":{"line":143,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
4940¿Identifier¿¿7096¿v513¿¿¿¿¿Identifier
4941¿Literal¿string¿7096¿¿'0'¿¿{"start":{"line":143,"column":24},"end":{"line":143,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
4942¿VariableDeclarator¿¿7096¿v515¿¿¿{"start":{"line":143,"column":31},"end":{"line":143,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4943¿MemberExpression¿computed¿7096¿¿¿¿{"start":{"line":143,"column":31},"end":{"line":143,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿MemberExpression
4944¿Identifier¿¿7096¿idx¿¿¿{"start":{"line":143,"column":31},"end":{"line":143,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4945¿Identifier¿¿7096¿cursor¿¿¿{"start":{"line":143,"column":35},"end":{"line":143,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Identifier
4946¿VariableDeclarator¿¿7096¿v516¿¿¿{"start":{"line":143,"column":31},"end":{"line":143,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4947¿BinaryExpression¿>¿7096¿¿¿¿{"start":{"line":143,"column":31},"end":{"line":143,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿BinaryExpression
4948¿Identifier¿¿7096¿v515¿¿¿¿¿Identifier
4949¿Literal¿string¿7096¿¿'9'¿¿{"start":{"line":143,"column":45},"end":{"line":143,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿Literal
4950¿VariableDeclarator¿¿7096¿v517¿¿¿{"start":{"line":143,"column":10},"end":{"line":143,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
4951¿LogicalExpression¿||¿7096¿¿¿¿{"start":{"line":143,"column":10},"end":{"line":143,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿LogicalExpression
4952¿Identifier¿¿7096¿v514¿¿¿¿¿Identifier
4953¿Identifier¿¿7096¿v516¿¿¿¿¿Identifier
4954¿IfStatement¿¿7096¿¿¿¿{"start":{"line":143,"column":6},"end":{"line":145,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿IfStatement
4955¿Identifier¿¿7096¿v517¿¿¿¿¿Identifier
4956¿VariableDeclarator¿¿7096¿v518¿¿¿{"start":{"line":144,"column":15},"end":{"line":144,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/json-ptr_1.1.0/src/index.js"}¿¿VariableDeclarator
