Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
842¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":291,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Program
983¿Literal¿string¿1513¿¿'undefined'¿¿{"start":{"line":110,"column":36},"end":{"line":110,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
984¿VariableDeclarator¿¿1513¿v89¿¿¿{"start":{"line":110,"column":50},"end":{"line":110,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
985¿MemberExpression¿¿1513¿¿¿¿{"start":{"line":110,"column":50},"end":{"line":110,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
986¿Identifier¿¿1513¿parsed¿¿¿{"start":{"line":110,"column":50},"end":{"line":110,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
987¿Identifier¿¿1513¿length¿¿¿{"start":{"line":110,"column":57},"end":{"line":110,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
988¿IfStatement¿¿1513¿¿¿¿{"start":{"line":110,"column":15},"end":{"line":110,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿IfStatement
989¿Identifier¿¿1513¿v88¿¿¿¿¿Identifier
990¿ExpressionStatement¿¿1513¿¿¿¿{"start":{"line":110,"column":15},"end":{"line":110,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
991¿AssignmentExpression¿=¿1513¿¿¿¿{"start":{"line":110,"column":15},"end":{"line":110,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
992¿Identifier¿¿1513¿pathDepth¿¿¿{"start":{"line":110,"column":2},"end":{"line":110,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
993¿Identifier¿¿1513¿v89¿¿¿¿¿Identifier
994¿BlockStatement¿¿1513¿¿¿¿¿¿BlockStatement
995¿ExpressionStatement¿¿1513¿¿¿¿{"start":{"line":110,"column":15},"end":{"line":110,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
996¿AssignmentExpression¿=¿1513¿¿¿¿{"start":{"line":110,"column":15},"end":{"line":110,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
997¿Identifier¿¿1513¿pathDepth¿¿¿{"start":{"line":110,"column":2},"end":{"line":110,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
998¿Identifier¿¿1513¿pathDepth¿¿¿{"start":{"line":110,"column":66},"end":{"line":110,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
999¿BlockStatement¿¿1513¿¿¿¿¿¿BlockStatement
1000¿VariableDeclarator¿¿1513¿i¿¿¿{"start":{"line":112,"column":11},"end":{"line":112,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1001¿Literal¿number¿1513¿¿0¿¿{"start":{"line":112,"column":15},"end":{"line":112,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
1002¿VariableDeclarator¿¿1513¿v90¿¿¿{"start":{"line":112,"column":18},"end":{"line":112,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1003¿BinaryExpression¿<¿1513¿¿¿¿{"start":{"line":112,"column":18},"end":{"line":112,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1004¿Identifier¿¿1513¿i¿¿¿{"start":{"line":112,"column":18},"end":{"line":112,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1005¿Identifier¿¿1513¿pathDepth¿¿¿{"start":{"line":112,"column":22},"end":{"line":112,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1006¿WhileStatement¿¿1513¿¿¿¿{"start":{"line":112,"column":2},"end":{"line":125,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿WhileStatement
1007¿Identifier¿¿1513¿v90¿¿¿¿¿Identifier
1008¿VariableDeclarator¿¿1513¿part¿¿¿{"start":{"line":113,"column":8},"end":{"line":113,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1009¿MemberExpression¿computed¿1513¿¿¿¿{"start":{"line":113,"column":15},"end":{"line":113,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1010¿Identifier¿¿1513¿parsed¿¿¿{"start":{"line":113,"column":15},"end":{"line":113,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1011¿Identifier¿¿1513¿i¿¿¿{"start":{"line":113,"column":22},"end":{"line":113,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1012¿IfStatement¿¿1513¿¿¿¿{"start":{"line":114,"column":4},"end":{"line":124,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿IfStatement
1013¿Identifier¿¿1513¿temporaryValue¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1014¿VariableDeclarator¿¿1513¿v92¿¿¿{"start":{"line":115,"column":17},"end":{"line":115,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1015¿MemberExpression¿¿1513¿¿¿¿{"start":{"line":115,"column":17},"end":{"line":115,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1016¿Identifier¿¿1513¿part¿¿¿{"start":{"line":115,"column":17},"end":{"line":115,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1017¿Identifier¿¿1513¿p¿¿¿{"start":{"line":115,"column":22},"end":{"line":115,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1018¿VariableDeclarator¿¿1513¿v93¿¿¿{"start":{"line":115,"column":10},"end":{"line":115,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1019¿UnaryExpression¿typeof¿1513¿¿¿¿{"start":{"line":115,"column":10},"end":{"line":115,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿UnaryExpression
1020¿Identifier¿¿1513¿v92¿¿¿¿¿Identifier
1021¿VariableDeclarator¿¿1513¿v94¿¿¿{"start":{"line":115,"column":10},"end":{"line":115,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1022¿BinaryExpression¿===¿1513¿¿¿¿{"start":{"line":115,"column":10},"end":{"line":115,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1023¿Identifier¿¿1513¿v93¿¿¿¿¿Identifier
1024¿Literal¿string¿1513¿¿'undefined'¿¿{"start":{"line":115,"column":28},"end":{"line":115,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
1025¿IfStatement¿¿1513¿¿¿¿{"start":{"line":115,"column":6},"end":{"line":119,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿IfStatement
1026¿Identifier¿¿1513¿v94¿¿¿¿¿Identifier
1027¿VariableDeclarator¿¿1513¿v95¿¿¿{"start":{"line":116,"column":40},"end":{"line":116,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1028¿MemberExpression¿¿1513¿¿¿¿{"start":{"line":116,"column":40},"end":{"line":116,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1029¿Identifier¿¿1513¿part¿¿¿{"start":{"line":116,"column":40},"end":{"line":116,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1030¿Identifier¿¿1513¿i¿¿¿{"start":{"line":116,"column":45},"end":{"line":116,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1031¿ExpressionStatement¿¿1513¿¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1032¿AssignmentExpression¿=¿1513¿¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1033¿Identifier¿¿1513¿temporaryValue¿¿¿{"start":{"line":116,"column":8},"end":{"line":116,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1034¿MemberExpression¿computed¿1513¿¿¿¿{"start":{"line":116,"column":25},"end":{"line":116,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1035¿Identifier¿¿1513¿temporaryValue¿¿¿{"start":{"line":116,"column":25},"end":{"line":116,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1036¿Identifier¿¿1513¿v95¿¿¿¿¿Identifier
1037¿BlockStatement¿¿1513¿¿¿¿{"start":{"line":115,"column":41},"end":{"line":117,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BlockStatement
1038¿VariableDeclarator¿¿1513¿v96¿¿¿{"start":{"line":118,"column":40},"end":{"line":118,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1039¿MemberExpression¿¿1513¿¿¿¿{"start":{"line":118,"column":40},"end":{"line":118,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1040¿Identifier¿¿1513¿part¿¿¿{"start":{"line":118,"column":40},"end":{"line":118,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1041¿Identifier¿¿1513¿p¿¿¿{"start":{"line":118,"column":45},"end":{"line":118,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1042¿ExpressionStatement¿¿1513¿¿¿¿{"start":{"line":118,"column":8},"end":{"line":118,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1043¿AssignmentExpression¿=¿1513¿¿¿¿{"start":{"line":118,"column":8},"end":{"line":118,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1044¿Identifier¿¿1513¿temporaryValue¿¿¿{"start":{"line":118,"column":8},"end":{"line":118,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1045¿MemberExpression¿computed¿1513¿¿¿¿{"start":{"line":118,"column":25},"end":{"line":118,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1046¿Identifier¿¿1513¿temporaryValue¿¿¿{"start":{"line":118,"column":25},"end":{"line":118,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1047¿Identifier¿¿1513¿v96¿¿¿¿¿Identifier
1048¿BlockStatement¿¿1513¿¿¿¿{"start":{"line":117,"column":13},"end":{"line":119,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BlockStatement
1049¿VariableDeclarator¿¿1513¿v97¿¿¿{"start":{"line":121,"column":17},"end":{"line":121,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1050¿BinaryExpression¿-¿1513¿¿¿¿{"start":{"line":121,"column":17},"end":{"line":121,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1051¿Identifier¿¿1513¿pathDepth¿¿¿{"start":{"line":121,"column":17},"end":{"line":121,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1052¿Literal¿number¿1513¿¿1¿¿{"start":{"line":121,"column":29},"end":{"line":121,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
1053¿VariableDeclarator¿¿1513¿v98¿¿¿{"start":{"line":121,"column":10},"end":{"line":121,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1054¿BinaryExpression¿===¿1513¿¿¿¿{"start":{"line":121,"column":10},"end":{"line":121,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1055¿Identifier¿¿1513¿i¿¿¿{"start":{"line":121,"column":10},"end":{"line":121,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1056¿Identifier¿¿1513¿v97¿¿¿¿¿Identifier
1057¿IfStatement¿¿1513¿¿¿¿{"start":{"line":121,"column":6},"end":{"line":123,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿IfStatement
1058¿Identifier¿¿1513¿v98¿¿¿¿¿Identifier
1059¿ExpressionStatement¿¿1513¿¿¿¿{"start":{"line":122,"column":8},"end":{"line":122,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1060¿AssignmentExpression¿=¿1513¿¿¿¿{"start":{"line":122,"column":8},"end":{"line":122,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1061¿Identifier¿¿1513¿res¿¿¿{"start":{"line":122,"column":8},"end":{"line":122,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1062¿Identifier¿¿1513¿temporaryValue¿¿¿{"start":{"line":122,"column":14},"end":{"line":122,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1063¿BlockStatement¿¿1513¿¿¿¿{"start":{"line":121,"column":33},"end":{"line":123,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BlockStatement
1064¿BlockStatement¿¿1513¿¿¿¿{"start":{"line":114,"column":24},"end":{"line":124,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BlockStatement
1065¿VariableDeclarator¿¿1513¿v91¿¿¿{"start":{"line":112,"column":33},"end":{"line":112,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1066¿UpdateExpression¿¿1513¿¿¿¿{"start":{"line":112,"column":33},"end":{"line":112,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿UpdateExpression
1067¿Identifier¿¿1513¿i¿¿¿{"start":{"line":112,"column":33},"end":{"line":112,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1068¿ExpressionStatement¿¿1513¿¿¿¿{"start":{"line":112,"column":2},"end":{"line":125,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1069¿AssignmentExpression¿=¿1513¿¿¿¿{"start":{"line":112,"column":2},"end":{"line":125,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1070¿Identifier¿¿1513¿v90¿¿¿{"start":{"line":112,"column":2},"end":{"line":125,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1071¿BinaryExpression¿<¿1513¿¿¿¿{"start":{"line":112,"column":18},"end":{"line":112,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1072¿Identifier¿¿1513¿i¿¿¿{"start":{"line":112,"column":18},"end":{"line":112,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1073¿Identifier¿¿1513¿pathDepth¿¿¿{"start":{"line":112,"column":22},"end":{"line":112,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1074¿BlockStatement¿¿1513¿¿¿¿¿¿BlockStatement
1075¿ReturnStatement¿¿1513¿¿¿¿{"start":{"line":127,"column":2},"end":{"line":127,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ReturnStatement
1076¿Identifier¿¿1513¿res¿¿¿{"start":{"line":127,"column":9},"end":{"line":127,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1077¿BlockStatement¿¿1513¿¿¿¿{"start":{"line":107,"column":54},"end":{"line":128,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BlockStatement
1078¿VariableDeclarator¿¿1503¿internalSetPathValue¿¿¿{"start":{"line":144,"column":0},"end":{"line":174,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1079¿FunctionExpression¿¿1503¿anon¿¿¿{"start":{"line":144,"column":0},"end":{"line":174,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿FunctionExpression
1080¿Identifier¿¿0¿obj¿¿¿{"start":{"line":144,"column":30},"end":{"line":144,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1081¿Identifier¿¿0¿val¿¿¿{"start":{"line":144,"column":35},"end":{"line":144,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1082¿Identifier¿¿0¿parsed¿¿¿{"start":{"line":144,"column":40},"end":{"line":144,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1083¿VariableDeclarator¿¿1520¿tempObj¿¿¿{"start":{"line":145,"column":6},"end":{"line":145,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1084¿Identifier¿¿1520¿obj¿¿¿{"start":{"line":145,"column":16},"end":{"line":145,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1085¿VariableDeclarator¿¿1520¿pathDepth¿¿¿{"start":{"line":146,"column":6},"end":{"line":146,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1086¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":146,"column":18},"end":{"line":146,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1087¿Identifier¿¿1520¿parsed¿¿¿{"start":{"line":146,"column":18},"end":{"line":146,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1088¿Identifier¿¿1520¿length¿¿¿{"start":{"line":146,"column":25},"end":{"line":146,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1089¿VariableDeclarator¿¿1520¿part¿¿¿{"start":{"line":147,"column":6},"end":{"line":147,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1090¿Literal¿object¿1520¿¿null¿¿{"start":{"line":147,"column":13},"end":{"line":147,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
1091¿VariableDeclarator¿¿1520¿i¿¿¿{"start":{"line":149,"column":11},"end":{"line":149,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1092¿Literal¿number¿1520¿¿0¿¿{"start":{"line":149,"column":15},"end":{"line":149,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
1093¿VariableDeclarator¿¿1520¿v99¿¿¿{"start":{"line":149,"column":18},"end":{"line":149,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1094¿BinaryExpression¿<¿1520¿¿¿¿{"start":{"line":149,"column":18},"end":{"line":149,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1095¿Identifier¿¿1520¿i¿¿¿{"start":{"line":149,"column":18},"end":{"line":149,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1096¿Identifier¿¿1520¿pathDepth¿¿¿{"start":{"line":149,"column":22},"end":{"line":149,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1097¿WhileStatement¿¿1520¿¿¿¿{"start":{"line":149,"column":2},"end":{"line":173,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿WhileStatement
1098¿Identifier¿¿1520¿v99¿¿¿¿¿Identifier
1099¿VariableDeclarator¿¿1520¿propName¿¿¿{"start":{"line":150,"column":8},"end":{"line":150,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1100¿Literal¿object¿1520¿¿null¿¿{"start":{"line":150,"column":19},"end":{"line":150,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
1101¿VariableDeclarator¿¿1520¿propVal¿¿¿{"start":{"line":151,"column":8},"end":{"line":151,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1102¿Literal¿object¿1520¿¿null¿¿{"start":{"line":151,"column":18},"end":{"line":151,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
1103¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":152,"column":4},"end":{"line":152,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿ExpressionStatement
1104¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":152,"column":4},"end":{"line":152,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿AssignmentExpression
1105¿Identifier¿¿1520¿part¿¿¿{"start":{"line":152,"column":4},"end":{"line":152,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1106¿MemberExpression¿computed¿1520¿¿¿¿{"start":{"line":152,"column":11},"end":{"line":152,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1107¿Identifier¿¿1520¿parsed¿¿¿{"start":{"line":152,"column":11},"end":{"line":152,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1108¿Identifier¿¿1520¿i¿¿¿{"start":{"line":152,"column":18},"end":{"line":152,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1109¿VariableDeclarator¿¿1520¿v101¿¿¿{"start":{"line":155,"column":15},"end":{"line":155,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1110¿BinaryExpression¿-¿1520¿¿¿¿{"start":{"line":155,"column":15},"end":{"line":155,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1111¿Identifier¿¿1520¿pathDepth¿¿¿{"start":{"line":155,"column":15},"end":{"line":155,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1112¿Literal¿number¿1520¿¿1¿¿{"start":{"line":155,"column":27},"end":{"line":155,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Literal
1113¿VariableDeclarator¿¿1520¿v102¿¿¿{"start":{"line":155,"column":8},"end":{"line":155,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1114¿BinaryExpression¿===¿1520¿¿¿¿{"start":{"line":155,"column":8},"end":{"line":155,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿BinaryExpression
1115¿Identifier¿¿1520¿i¿¿¿{"start":{"line":155,"column":8},"end":{"line":155,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1116¿Identifier¿¿1520¿v101¿¿¿¿¿Identifier
1117¿IfStatement¿¿1520¿¿¿¿{"start":{"line":155,"column":4},"end":{"line":172,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿IfStatement
1118¿Identifier¿¿1520¿v102¿¿¿¿¿Identifier
1119¿VariableDeclarator¿¿1520¿v103¿¿¿{"start":{"line":156,"column":24},"end":{"line":156,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
1120¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":156,"column":24},"end":{"line":156,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿MemberExpression
1121¿Identifier¿¿1520¿part¿¿¿{"start":{"line":156,"column":24},"end":{"line":156,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1122¿Identifier¿¿1520¿p¿¿¿{"start":{"line":156,"column":29},"end":{"line":156,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿Identifier
1123¿VariableDeclarator¿¿1520¿v104¿¿¿{"start":{"line":156,"column":17},"end":{"line":156,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/pathval_1.1.0/src/index.js"}¿¿VariableDeclarator
