Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
761¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":127,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Program
903¿Identifier¿¿1315¿deleteTempDirectory¿¿¿{"start":{"line":42,"column":1},"end":{"line":42,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
904¿ExpressionStatement¿¿1315¿¿¿¿{"start":{"line":42,"column":1},"end":{"line":42,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
905¿Identifier¿¿1315¿v83¿¿¿¿¿Identifier
906¿VariableDeclarator¿¿1315¿tempDirectory¿¿¿{"start":{"line":43,"column":5},"end":{"line":43,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
907¿CallExpression¿¿1315¿¿¿¿{"start":{"line":43,"column":21},"end":{"line":43,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
908¿Identifier¿¿1315¿createTempDirectory¿¿¿{"start":{"line":43,"column":21},"end":{"line":43,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
909¿VariableDeclarator¿¿1315¿cp¿¿¿{"start":{"line":44,"column":5},"end":{"line":44,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
910¿CallExpression¿¿1315¿¿¿¿{"start":{"line":44,"column":10},"end":{"line":44,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
911¿Identifier¿¿1315¿require¿¿¿{"start":{"line":44,"column":10},"end":{"line":44,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
912¿Literal¿string¿1315¿¿'child_process'¿¿{"start":{"line":44,"column":18},"end":{"line":44,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
913¿VariableDeclarator¿¿1315¿v84¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
914¿BinaryExpression¿+¿1315¿¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
915¿Literal¿string¿1315¿¿'create temp directory: '¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
916¿Identifier¿¿1315¿tempDirectory¿¿¿{"start":{"line":45,"column":41},"end":{"line":45,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
917¿VariableDeclarator¿¿1315¿v85¿¿¿{"start":{"line":45,"column":1},"end":{"line":45,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
918¿CallExpression¿¿1315¿¿¿¿{"start":{"line":45,"column":1},"end":{"line":45,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
919¿MemberExpression¿¿1315¿¿¿¿{"start":{"line":45,"column":1},"end":{"line":45,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
920¿Identifier¿¿1315¿console¿¿¿{"start":{"line":45,"column":1},"end":{"line":45,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
921¿Identifier¿¿1315¿log¿¿¿{"start":{"line":45,"column":9},"end":{"line":45,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
922¿Identifier¿¿1315¿v84¿¿¿¿¿Identifier
923¿ExpressionStatement¿¿1315¿¿¿¿{"start":{"line":45,"column":1},"end":{"line":45,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
924¿Identifier¿¿1315¿v85¿¿¿¿¿Identifier
925¿VariableDeclarator¿¿1315¿api¿¿¿{"start":{"line":46,"column":5},"end":{"line":46,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
926¿CallExpression¿¿1315¿¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
927¿MemberExpression¿¿1315¿¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
928¿Identifier¿¿1315¿API¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
929¿Identifier¿¿1315¿getAPI¿¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
930¿Identifier¿¿1315¿env¿¿¿{"start":{"line":46,"column":22},"end":{"line":46,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
931¿VariableDeclarator¿¿1315¿v87¿¿¿{"start":{"line":48,"column":41},"end":{"line":50,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
932¿FunctionExpression¿¿1315¿anon¿¿¿{"start":{"line":48,"column":41},"end":{"line":50,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿FunctionExpression
933¿Identifier¿¿0¿extInfo¿¿¿{"start":{"line":48,"column":50},"end":{"line":48,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
934¿VariableDeclarator¿¿1323¿v86¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
935¿CallExpression¿¿1323¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
936¿Identifier¿¿1323¿cloneAndSync¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
937¿Identifier¿¿1323¿extInfo¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
938¿ExpressionStatement¿¿1323¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
939¿Identifier¿¿1323¿v86¿¿¿¿¿Identifier
940¿BlockStatement¿¿1323¿¿¿¿{"start":{"line":48,"column":59},"end":{"line":50,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
941¿VariableDeclarator¿¿1315¿v88¿¿¿{"start":{"line":48,"column":1},"end":{"line":50,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
942¿CallExpression¿¿1315¿¿¿¿{"start":{"line":48,"column":1},"end":{"line":50,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
943¿MemberExpression¿¿1315¿¿¿¿{"start":{"line":48,"column":1},"end":{"line":48,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
944¿Identifier¿¿1315¿api¿¿¿{"start":{"line":48,"column":1},"end":{"line":48,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
945¿Identifier¿¿1315¿loadWidgetExtInfo¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
946¿Identifier¿¿1315¿user¿¿¿{"start":{"line":48,"column":23},"end":{"line":48,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
947¿Identifier¿¿1315¿widgetName¿¿¿{"start":{"line":48,"column":29},"end":{"line":48,"column":39},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
948¿Identifier¿¿1315¿v87¿¿¿¿¿Identifier
949¿ExpressionStatement¿¿1315¿¿¿¿{"start":{"line":48,"column":1},"end":{"line":50,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
950¿Identifier¿¿1315¿v88¿¿¿¿¿Identifier
951¿VariableDeclarator¿¿1315¿cloneAndSync¿¿¿{"start":{"line":52,"column":1},"end":{"line":98,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
952¿FunctionExpression¿¿1315¿anon¿¿¿{"start":{"line":52,"column":1},"end":{"line":98,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿FunctionExpression
953¿Identifier¿¿0¿extInfo¿¿¿{"start":{"line":52,"column":23},"end":{"line":52,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
954¿VariableDeclarator¿¿1325¿v89¿¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
955¿MemberExpression¿¿1325¿¿¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
956¿Identifier¿¿1325¿extInfo¿¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
957¿Identifier¿¿1325¿gitURL¿¿¿{"start":{"line":53,"column":39},"end":{"line":53,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
958¿VariableDeclarator¿¿1325¿v90¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
959¿BinaryExpression¿+¿1325¿¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
960¿Literal¿string¿1325¿¿'git clone '¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
961¿Identifier¿¿1325¿v89¿¿¿¿¿Identifier
962¿VariableDeclarator¿¿1325¿v91¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
963¿BinaryExpression¿+¿1325¿¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
964¿Identifier¿¿1325¿v90¿¿¿¿¿Identifier
965¿Literal¿string¿1325¿¿' -b '¿¿{"start":{"line":53,"column":48},"end":{"line":53,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
966¿VariableDeclarator¿¿1325¿v92¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
967¿BinaryExpression¿+¿1325¿¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
968¿Identifier¿¿1325¿v91¿¿¿¿¿Identifier
969¿Identifier¿¿1325¿branch¿¿¿{"start":{"line":53,"column":57},"end":{"line":53,"column":63},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
970¿VariableDeclarator¿¿1325¿v93¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
971¿BinaryExpression¿+¿1325¿¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
972¿Identifier¿¿1325¿v92¿¿¿¿¿Identifier
973¿Literal¿string¿1325¿¿' '¿¿{"start":{"line":53,"column":66},"end":{"line":53,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
974¿VariableDeclarator¿¿1325¿command¿¿¿{"start":{"line":53,"column":6},"end":{"line":53,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
975¿BinaryExpression¿+¿1325¿¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
976¿Identifier¿¿1325¿v93¿¿¿¿¿Identifier
977¿Identifier¿¿1325¿tempDirectory¿¿¿{"start":{"line":53,"column":72},"end":{"line":53,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
978¿VariableDeclarator¿¿1325¿v94¿¿¿{"start":{"line":54,"column":2},"end":{"line":54,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
979¿CallExpression¿¿1325¿¿¿¿{"start":{"line":54,"column":2},"end":{"line":54,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
980¿MemberExpression¿¿1325¿¿¿¿{"start":{"line":54,"column":2},"end":{"line":54,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
981¿Identifier¿¿1325¿console¿¿¿{"start":{"line":54,"column":2},"end":{"line":54,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
982¿Identifier¿¿1325¿log¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
983¿Identifier¿¿1325¿command¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
984¿ExpressionStatement¿¿1325¿¿¿¿{"start":{"line":54,"column":2},"end":{"line":54,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
985¿Identifier¿¿1325¿v94¿¿¿¿¿Identifier
986¿VariableDeclarator¿¿1325¿v95¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
987¿ObjectExpression¿¿1325¿¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ObjectExpression
988¿VariableDeclarator¿¿1325¿v124¿¿¿{"start":{"line":56,"column":23},"end":{"line":97,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
989¿FunctionExpression¿¿1325¿anon¿¿¿{"start":{"line":56,"column":23},"end":{"line":97,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿FunctionExpression
990¿Identifier¿¿0¿err¿¿¿{"start":{"line":56,"column":32},"end":{"line":56,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
991¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":56,"column":37},"end":{"line":56,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
992¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":56,"column":45},"end":{"line":56,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
993¿VariableDeclarator¿¿1327¿v96¿¿¿{"start":{"line":57,"column":3},"end":{"line":57,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
994¿CallExpression¿¿1327¿¿¿¿{"start":{"line":57,"column":3},"end":{"line":57,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
995¿MemberExpression¿¿1327¿¿¿¿{"start":{"line":57,"column":3},"end":{"line":57,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
996¿Identifier¿¿1327¿console¿¿¿{"start":{"line":57,"column":3},"end":{"line":57,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
997¿Identifier¿¿1327¿log¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
998¿Identifier¿¿1327¿stdout¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
999¿ExpressionStatement¿¿1327¿¿¿¿{"start":{"line":57,"column":3},"end":{"line":57,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1000¿Identifier¿¿1327¿v96¿¿¿¿¿Identifier
1001¿VariableDeclarator¿¿1327¿v97¿¿¿{"start":{"line":58,"column":3},"end":{"line":58,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1002¿CallExpression¿¿1327¿¿¿¿{"start":{"line":58,"column":3},"end":{"line":58,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1003¿MemberExpression¿¿1327¿¿¿¿{"start":{"line":58,"column":3},"end":{"line":58,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1004¿Identifier¿¿1327¿console¿¿¿{"start":{"line":58,"column":3},"end":{"line":58,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1005¿Identifier¿¿1327¿log¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1006¿Identifier¿¿1327¿stderr¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1007¿ExpressionStatement¿¿1327¿¿¿¿{"start":{"line":58,"column":3},"end":{"line":58,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1008¿Identifier¿¿1327¿v97¿¿¿¿¿Identifier
1009¿VariableDeclarator¿¿1327¿projectDir¿¿¿{"start":{"line":59,"column":7},"end":{"line":59,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1010¿Identifier¿¿1327¿tempDirectory¿¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1011¿VariableDeclarator¿¿1327¿v98¿¿¿{"start":{"line":60,"column":7},"end":{"line":60,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1012¿MemberExpression¿¿1327¿¿¿¿{"start":{"line":60,"column":7},"end":{"line":60,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1013¿Identifier¿¿1327¿conf¿¿¿{"start":{"line":60,"column":7},"end":{"line":60,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1014¿Identifier¿¿1327¿baseDir¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1015¿IfStatement¿¿1327¿¿¿¿{"start":{"line":60,"column":3},"end":{"line":62,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿IfStatement
1016¿Identifier¿¿1327¿v98¿¿¿¿¿Identifier
1017¿BlockStatement¿¿1327¿¿¿¿{"start":{"line":60,"column":21},"end":{"line":62,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1018¿VariableDeclarator¿¿1327¿repo¿¿¿{"start":{"line":63,"column":7},"end":{"line":63,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1019¿NewExpression¿¿1327¿¿¿¿{"start":{"line":63,"column":14},"end":{"line":63,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿NewExpression
1020¿Identifier¿¿1327¿Repo¿¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1021¿Identifier¿¿1327¿tempDirectory¿¿¿{"start":{"line":63,"column":23},"end":{"line":63,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1022¿VariableDeclarator¿¿1327¿v104¿¿¿{"start":{"line":65,"column":28},"end":{"line":76,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1023¿FunctionExpression¿¿1327¿done¿¿¿{"start":{"line":65,"column":28},"end":{"line":76,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿FunctionExpression
1024¿VariableDeclarator¿¿1330¿v99¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1025¿BinaryExpression¿==¿1330¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BinaryExpression
1026¿Identifier¿¿1330¿env¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1027¿Literal¿string¿1330¿¿'product'¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
1028¿IfStatement¿¿1330¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":75,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿IfStatement
1029¿Identifier¿¿1330¿v99¿¿¿¿¿Identifier
1030¿BlockStatement¿¿1330¿¿¿¿{"start":{"line":66,"column":26},"end":{"line":71,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿BlockStatement
1031¿VariableDeclarator¿¿1330¿v100¿¿¿{"start":{"line":72,"column":5},"end":{"line":72,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1032¿CallExpression¿¿1330¿¿¿¿{"start":{"line":72,"column":5},"end":{"line":72,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1033¿Identifier¿¿1330¿deleteTempDirectory¿¿¿{"start":{"line":72,"column":5},"end":{"line":72,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1034¿ExpressionStatement¿¿1330¿¿¿¿{"start":{"line":72,"column":5},"end":{"line":72,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1035¿Identifier¿¿1330¿v100¿¿¿¿¿Identifier
1036¿VariableDeclarator¿¿1330¿v101¿¿¿{"start":{"line":73,"column":5},"end":{"line":73,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1037¿CallExpression¿¿1330¿¿¿¿{"start":{"line":73,"column":5},"end":{"line":73,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1038¿MemberExpression¿¿1330¿¿¿¿{"start":{"line":73,"column":5},"end":{"line":73,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿MemberExpression
1039¿Identifier¿¿1330¿console¿¿¿{"start":{"line":73,"column":5},"end":{"line":73,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1040¿Identifier¿¿1330¿log¿¿¿{"start":{"line":73,"column":13},"end":{"line":73,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1041¿Literal¿string¿1330¿¿'delete temp directory success'¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
1042¿ExpressionStatement¿¿1330¿¿¿¿{"start":{"line":73,"column":5},"end":{"line":73,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿ExpressionStatement
1043¿Identifier¿¿1330¿v101¿¿¿¿¿Identifier
1044¿VariableDeclarator¿¿1330¿v102¿¿¿{"start":{"line":74,"column":11},"end":{"line":74,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿VariableDeclarator
1045¿CallExpression¿¿1330¿¿¿¿{"start":{"line":74,"column":11},"end":{"line":74,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿CallExpression
1046¿Identifier¿¿1330¿cb¿¿¿{"start":{"line":74,"column":11},"end":{"line":74,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Identifier
1047¿Literal¿string¿1330¿¿'done'¿¿{"start":{"line":74,"column":14},"end":{"line":74,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/wizard-sync.js"}¿¿Literal
