Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
576¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":79,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Program
713¿Identifier¿¿1018¿logging¿¿¿{"start":{"line":35,"column":7},"end":{"line":35,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
714¿VariableDeclarator¿¿1018¿v64¿¿¿{"start":{"line":36,"column":5},"end":{"line":36,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
715¿CallExpression¿¿1018¿¿¿¿{"start":{"line":36,"column":5},"end":{"line":36,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
716¿MemberExpression¿¿1018¿¿¿¿{"start":{"line":36,"column":5},"end":{"line":36,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
717¿Identifier¿¿1018¿console¿¿¿{"start":{"line":36,"column":5},"end":{"line":36,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
718¿Identifier¿¿1018¿log¿¿¿{"start":{"line":36,"column":13},"end":{"line":36,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
719¿Literal¿string¿1018¿¿'Request for'¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
720¿Identifier¿¿1018¿uri¿¿¿{"start":{"line":36,"column":31},"end":{"line":36,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
721¿ExpressionStatement¿¿1018¿¿¿¿{"start":{"line":36,"column":5},"end":{"line":36,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
722¿Identifier¿¿1018¿v64¿¿¿¿¿Identifier
723¿BlockStatement¿¿1018¿¿¿¿¿¿BlockStatement
724¿VariableDeclarator¿¿1018¿v98¿¿¿{"start":{"line":38,"column":22},"end":{"line":76,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
725¿FunctionExpression¿¿1018¿anon¿¿¿{"start":{"line":38,"column":22},"end":{"line":76,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿FunctionExpression
726¿Identifier¿¿0¿exists¿¿¿{"start":{"line":38,"column":31},"end":{"line":38,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
727¿VariableDeclarator¿¿1021¿v65¿¿¿{"start":{"line":39,"column":7},"end":{"line":39,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
728¿UnaryExpression¿!¿1021¿¿¿¿{"start":{"line":39,"column":7},"end":{"line":39,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿UnaryExpression
729¿Identifier¿¿1021¿exists¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
730¿IfStatement¿¿1021¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":44,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿IfStatement
731¿Identifier¿¿1021¿v65¿¿¿¿¿Identifier
732¿VariableDeclarator¿¿1021¿v66¿¿¿{"start":{"line":40,"column":30},"end":{"line":40,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
733¿ObjectExpression¿¿1021¿¿¿¿{"start":{"line":40,"column":30},"end":{"line":40,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ObjectExpression
734¿Property¿¿1021¿¿¿¿{"start":{"line":40,"column":31},"end":{"line":40,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Property
735¿Literal¿string¿1021¿¿'Content-Type'¿¿{"start":{"line":40,"column":31},"end":{"line":40,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
736¿Literal¿string¿1021¿¿'text/plain'¿¿{"start":{"line":40,"column":47},"end":{"line":40,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
737¿VariableDeclarator¿¿1021¿v67¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
738¿CallExpression¿¿1021¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
739¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
740¿Identifier¿¿1021¿response¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
741¿Identifier¿¿1021¿writeHead¿¿¿{"start":{"line":40,"column":15},"end":{"line":40,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
742¿Literal¿number¿1021¿¿404¿¿{"start":{"line":40,"column":25},"end":{"line":40,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
743¿Identifier¿¿1021¿v66¿¿¿¿¿Identifier
744¿ExpressionStatement¿¿1021¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
745¿Identifier¿¿1021¿v67¿¿¿¿¿Identifier
746¿VariableDeclarator¿¿1021¿v68¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
747¿CallExpression¿¿1021¿¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
748¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
749¿Identifier¿¿1021¿response¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
750¿Identifier¿¿1021¿write¿¿¿{"start":{"line":41,"column":15},"end":{"line":41,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
751¿Literal¿string¿1021¿¿'404 Not Found\n'¿¿{"start":{"line":41,"column":21},"end":{"line":41,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
752¿ExpressionStatement¿¿1021¿¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
753¿Identifier¿¿1021¿v68¿¿¿¿¿Identifier
754¿VariableDeclarator¿¿1021¿v69¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
755¿CallExpression¿¿1021¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
756¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
757¿Identifier¿¿1021¿response¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
758¿Identifier¿¿1021¿end¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
759¿ExpressionStatement¿¿1021¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
760¿Identifier¿¿1021¿v69¿¿¿¿¿Identifier
761¿ReturnStatement¿¿1021¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ReturnStatement
762¿BlockStatement¿¿1021¿¿¿¿{"start":{"line":39,"column":16},"end":{"line":44,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BlockStatement
763¿VariableDeclarator¿¿1021¿v70¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
764¿CallExpression¿¿1021¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
765¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
766¿Identifier¿¿1021¿fs¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
767¿Identifier¿¿1021¿statSync¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
768¿Identifier¿¿1021¿filename¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
769¿VariableDeclarator¿¿1021¿v71¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
770¿CallExpression¿¿1021¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
771¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
772¿Identifier¿¿1021¿v70¿¿¿¿¿Identifier
773¿Identifier¿¿1021¿isDirectory¿¿¿{"start":{"line":46,"column":30},"end":{"line":46,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
774¿IfStatement¿¿1021¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":75,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿IfStatement
775¿Identifier¿¿1021¿v71¿¿¿¿¿Identifier
776¿VariableDeclarator¿¿1021¿output¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
777¿Literal¿string¿1021¿¿'<html><body>'¿¿{"start":{"line":47,"column":18},"end":{"line":47,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
778¿VariableDeclarator¿¿1021¿files¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
779¿CallExpression¿¿1021¿¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿CallExpression
780¿MemberExpression¿¿1021¿¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
781¿Identifier¿¿1021¿fs¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
782¿Identifier¿¿1021¿readdirSync¿¿¿{"start":{"line":48,"column":17},"end":{"line":48,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
783¿Identifier¿¿1021¿filename¿¿¿{"start":{"line":48,"column":29},"end":{"line":48,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
784¿VariableDeclarator¿¿1021¿f¿¿¿{"start":{"line":50,"column":10},"end":{"line":50,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
785¿ForInStatement¿¿1021¿¿¿¿{"start":{"line":50,"column":2},"end":{"line":56,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ForInStatement
786¿Identifier¿¿1021¿f¿¿¿{"start":{"line":50,"column":10},"end":{"line":50,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
787¿Identifier¿¿1021¿files¿¿¿{"start":{"line":50,"column":15},"end":{"line":50,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
788¿VariableDeclarator¿¿1021¿v72¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
789¿BinaryExpression¿!=¿1021¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BinaryExpression
790¿Identifier¿¿1021¿uri¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
791¿Literal¿string¿1021¿¿'/'¿¿{"start":{"line":51,"column":13},"end":{"line":51,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
792¿IfStatement¿¿1021¿¿¿¿{"start":{"line":51,"column":3},"end":{"line":54,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿IfStatement
793¿Identifier¿¿1021¿v72¿¿¿¿¿Identifier
794¿VariableDeclarator¿¿1021¿v73¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
795¿BinaryExpression¿+¿1021¿¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BinaryExpression
796¿Literal¿string¿1021¿¿'<a href=\''¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
797¿Identifier¿¿1021¿uri¿¿¿{"start":{"line":52,"column":27},"end":{"line":52,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
798¿VariableDeclarator¿¿1021¿v74¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
799¿BinaryExpression¿+¿1021¿¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BinaryExpression
800¿Identifier¿¿1021¿v73¿¿¿¿¿Identifier
801¿Literal¿string¿1021¿¿'/'¿¿{"start":{"line":52,"column":31},"end":{"line":52,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
802¿VariableDeclarator¿¿1021¿v75¿¿¿{"start":{"line":52,"column":35},"end":{"line":52,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
803¿MemberExpression¿computed¿1021¿¿¿¿{"start":{"line":52,"column":35},"end":{"line":52,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
804¿Identifier¿¿1021¿files¿¿¿{"start":{"line":52,"column":35},"end":{"line":52,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
805¿Identifier¿¿1021¿f¿¿¿{"start":{"line":52,"column":41},"end":{"line":52,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
806¿VariableDeclarator¿¿1021¿v76¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
807¿BinaryExpression¿+¿1021¿¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BinaryExpression
808¿Identifier¿¿1021¿v74¿¿¿¿¿Identifier
809¿Identifier¿¿1021¿v75¿¿¿¿¿Identifier
810¿VariableDeclarator¿¿1021¿v77¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
811¿BinaryExpression¿+¿1021¿¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BinaryExpression
812¿Identifier¿¿1021¿v76¿¿¿¿¿Identifier
813¿Literal¿string¿1021¿¿'\'>'¿¿{"start":{"line":52,"column":44},"end":{"line":52,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
814¿VariableDeclarator¿¿1021¿v78¿¿¿{"start":{"line":52,"column":50},"end":{"line":52,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
815¿MemberExpression¿computed¿1021¿¿¿¿{"start":{"line":52,"column":50},"end":{"line":52,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
816¿Identifier¿¿1021¿files¿¿¿{"start":{"line":52,"column":50},"end":{"line":52,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
817¿Identifier¿¿1021¿f¿¿¿{"start":{"line":52,"column":56},"end":{"line":52,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
818¿VariableDeclarator¿¿1021¿v79¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
819¿BinaryExpression¿+¿1021¿¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BinaryExpression
820¿Identifier¿¿1021¿v77¿¿¿¿¿Identifier
821¿Identifier¿¿1021¿v78¿¿¿¿¿Identifier
822¿ExpressionStatement¿¿1021¿¿¿¿{"start":{"line":52,"column":4},"end":{"line":52,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
823¿AssignmentExpression¿+=¿1021¿¿¿¿{"start":{"line":52,"column":4},"end":{"line":52,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿AssignmentExpression
824¿Identifier¿¿1021¿output¿¿¿{"start":{"line":52,"column":4},"end":{"line":52,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
825¿BinaryExpression¿+¿1021¿¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BinaryExpression
826¿Identifier¿¿1021¿v79¿¿¿¿¿Identifier
827¿Literal¿string¿1021¿¿'</a>'¿¿{"start":{"line":52,"column":59},"end":{"line":52,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
828¿BlockStatement¿¿1021¿¿¿¿¿¿BlockStatement
829¿VariableDeclarator¿¿1021¿v80¿¿¿{"start":{"line":54,"column":28},"end":{"line":54,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
830¿MemberExpression¿computed¿1021¿¿¿¿{"start":{"line":54,"column":28},"end":{"line":54,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
831¿Identifier¿¿1021¿files¿¿¿{"start":{"line":54,"column":28},"end":{"line":54,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
832¿Identifier¿¿1021¿f¿¿¿{"start":{"line":54,"column":34},"end":{"line":54,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
833¿VariableDeclarator¿¿1021¿v81¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
834¿BinaryExpression¿+¿1021¿¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BinaryExpression
835¿Literal¿string¿1021¿¿'<a href=\'/'¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
836¿Identifier¿¿1021¿v80¿¿¿¿¿Identifier
837¿VariableDeclarator¿¿1021¿v82¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
838¿BinaryExpression¿+¿1021¿¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BinaryExpression
839¿Identifier¿¿1021¿v81¿¿¿¿¿Identifier
840¿Literal¿string¿1021¿¿'\'>'¿¿{"start":{"line":54,"column":37},"end":{"line":54,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
841¿VariableDeclarator¿¿1021¿v83¿¿¿{"start":{"line":54,"column":43},"end":{"line":54,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
842¿MemberExpression¿computed¿1021¿¿¿¿{"start":{"line":54,"column":43},"end":{"line":54,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿MemberExpression
843¿Identifier¿¿1021¿files¿¿¿{"start":{"line":54,"column":43},"end":{"line":54,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
844¿Identifier¿¿1021¿f¿¿¿{"start":{"line":54,"column":49},"end":{"line":54,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
845¿VariableDeclarator¿¿1021¿v84¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿VariableDeclarator
846¿BinaryExpression¿+¿1021¿¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BinaryExpression
847¿Identifier¿¿1021¿v82¿¿¿¿¿Identifier
848¿Identifier¿¿1021¿v83¿¿¿¿¿Identifier
849¿ExpressionStatement¿¿1021¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
850¿AssignmentExpression¿+=¿1021¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿AssignmentExpression
851¿Identifier¿¿1021¿output¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Identifier
852¿BinaryExpression¿+¿1021¿¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿BinaryExpression
853¿Identifier¿¿1021¿v84¿¿¿¿¿Identifier
854¿Literal¿string¿1021¿¿'</a>'¿¿{"start":{"line":54,"column":52},"end":{"line":54,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿Literal
855¿BlockStatement¿¿1021¿¿¿¿¿¿BlockStatement
856¿ExpressionStatement¿¿1021¿¿¿¿{"start":{"line":55,"column":3},"end":{"line":55,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿ExpressionStatement
857¿AssignmentExpression¿+=¿1021¿¿¿¿{"start":{"line":55,"column":3},"end":{"line":55,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/goserv_1.0.0/src/goserv.js"}¿¿AssignmentExpression
