Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
707¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":114,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Program
835¿AssignmentExpression¿=¿1255¿¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
836¿Identifier¿¿1255¿properties¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
837¿CallExpression¿¿1255¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿CallExpression
838¿MemberExpression¿¿1255¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
839¿Identifier¿¿1255¿properties¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
840¿Identifier¿¿1255¿split¿¿¿{"start":{"line":29,"column":37},"end":{"line":29,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
841¿Literal¿string¿1255¿¿','¿¿{"start":{"line":29,"column":43},"end":{"line":29,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
842¿VariableDeclarator¿¿1255¿properties_length¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
843¿MemberExpression¿¿1255¿¿¿¿{"start":{"line":30,"column":26},"end":{"line":30,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
844¿Identifier¿¿1255¿properties¿¿¿{"start":{"line":30,"column":26},"end":{"line":30,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
845¿Identifier¿¿1255¿length¿¿¿{"start":{"line":30,"column":37},"end":{"line":30,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
846¿VariableDeclarator¿¿1255¿property_parts¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
847¿Literal¿object¿1255¿¿null¿¿{"start":{"line":31,"column":26},"end":{"line":31,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
848¿VariableDeclarator¿¿1255¿i¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
849¿Literal¿number¿1255¿¿0¿¿{"start":{"line":33,"column":14},"end":{"line":33,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
850¿VariableDeclarator¿¿1255¿v77¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
851¿BinaryExpression¿<¿1255¿¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BinaryExpression
852¿Identifier¿¿1255¿i¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
853¿Identifier¿¿1255¿properties_length¿¿¿{"start":{"line":33,"column":21},"end":{"line":33,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
854¿WhileStatement¿¿1255¿¿¿¿{"start":{"line":33,"column":2},"end":{"line":59,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿WhileStatement
855¿Identifier¿¿1255¿v77¿¿¿¿¿Identifier
856¿VariableDeclarator¿¿1255¿v79¿¿¿{"start":{"line":35,"column":23},"end":{"line":35,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
857¿MemberExpression¿computed¿1255¿¿¿¿{"start":{"line":35,"column":23},"end":{"line":35,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
858¿Identifier¿¿1255¿properties¿¿¿{"start":{"line":35,"column":23},"end":{"line":35,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
859¿Identifier¿¿1255¿i¿¿¿{"start":{"line":35,"column":34},"end":{"line":35,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
860¿VariableDeclarator¿¿1255¿v80¿¿¿{"start":{"line":35,"column":3},"end":{"line":35,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
861¿CallExpression¿¿1255¿¿¿¿{"start":{"line":35,"column":23},"end":{"line":35,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿CallExpression
862¿MemberExpression¿¿1255¿¿¿¿{"start":{"line":35,"column":23},"end":{"line":35,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
863¿Identifier¿¿1255¿v79¿¿¿¿¿Identifier
864¿Identifier¿¿1255¿trim¿¿¿{"start":{"line":35,"column":37},"end":{"line":35,"column":41},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
865¿ExpressionStatement¿¿1255¿¿¿¿{"start":{"line":35,"column":3},"end":{"line":35,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
866¿AssignmentExpression¿=¿1255¿¿¿¿{"start":{"line":35,"column":3},"end":{"line":35,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
867¿MemberExpression¿computed¿1255¿¿¿¿{"start":{"line":35,"column":3},"end":{"line":35,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
868¿Identifier¿¿1255¿properties¿¿¿{"start":{"line":35,"column":3},"end":{"line":35,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
869¿Identifier¿¿1255¿i¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
870¿Identifier¿¿1255¿v80¿¿¿¿¿Identifier
871¿VariableDeclarator¿¿1255¿v81¿¿¿{"start":{"line":36,"column":26},"end":{"line":36,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
872¿MemberExpression¿computed¿1255¿¿¿¿{"start":{"line":36,"column":26},"end":{"line":36,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
873¿Identifier¿¿1255¿properties¿¿¿{"start":{"line":36,"column":26},"end":{"line":36,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
874¿Identifier¿¿1255¿i¿¿¿{"start":{"line":36,"column":37},"end":{"line":36,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
875¿ExpressionStatement¿¿1255¿¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
876¿AssignmentExpression¿=¿1255¿¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
877¿Identifier¿¿1255¿property_parts¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
878¿CallExpression¿¿1255¿¿¿¿{"start":{"line":36,"column":26},"end":{"line":36,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿CallExpression
879¿MemberExpression¿¿1255¿¿¿¿{"start":{"line":36,"column":26},"end":{"line":36,"column":45},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
880¿Identifier¿¿1255¿v81¿¿¿¿¿Identifier
881¿Identifier¿¿1255¿split¿¿¿{"start":{"line":36,"column":40},"end":{"line":36,"column":45},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
882¿Literal¿string¿1255¿¿':'¿¿{"start":{"line":36,"column":46},"end":{"line":36,"column":49},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
883¿VariableDeclarator¿¿1255¿v82¿¿¿{"start":{"line":38,"column":17},"end":{"line":38,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
884¿MemberExpression¿computed¿1255¿¿¿¿{"start":{"line":38,"column":17},"end":{"line":38,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
885¿Identifier¿¿1255¿property_parts¿¿¿{"start":{"line":38,"column":17},"end":{"line":38,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
886¿Literal¿number¿1255¿¿0¿¿{"start":{"line":38,"column":32},"end":{"line":38,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
887¿VariableDeclarator¿¿1255¿v83¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":68},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
888¿CallExpression¿¿1255¿¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":68},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿CallExpression
889¿Identifier¿¿1255¿emptyCheck¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
890¿Identifier¿¿1255¿v82¿¿¿¿¿Identifier
891¿Literal¿string¿1255¿¿'Invalid key:value pair passed'¿¿{"start":{"line":38,"column":36},"end":{"line":38,"column":67},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
892¿ExpressionStatement¿¿1255¿¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":69},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
893¿Identifier¿¿1255¿v83¿¿¿¿¿Identifier
894¿VariableDeclarator¿¿1255¿v84¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
895¿MemberExpression¿computed¿1255¿¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
896¿Identifier¿¿1255¿property_parts¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
897¿Literal¿number¿1255¿¿1¿¿{"start":{"line":39,"column":32},"end":{"line":39,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
898¿VariableDeclarator¿¿1255¿v85¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":68},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
899¿CallExpression¿¿1255¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":68},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿CallExpression
900¿Identifier¿¿1255¿emptyCheck¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":16},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
901¿Identifier¿¿1255¿v84¿¿¿¿¿Identifier
902¿Literal¿string¿1255¿¿'Invalid key:value pair passed'¿¿{"start":{"line":39,"column":36},"end":{"line":39,"column":67},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
903¿ExpressionStatement¿¿1255¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":69},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
904¿Identifier¿¿1255¿v85¿¿¿¿¿Identifier
905¿VariableDeclarator¿¿1255¿v86¿¿¿{"start":{"line":41,"column":26},"end":{"line":41,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
906¿MemberExpression¿computed¿1255¿¿¿¿{"start":{"line":41,"column":26},"end":{"line":41,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
907¿Identifier¿¿1255¿property_parts¿¿¿{"start":{"line":41,"column":26},"end":{"line":41,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
908¿Literal¿number¿1255¿¿0¿¿{"start":{"line":41,"column":41},"end":{"line":41,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
909¿VariableDeclarator¿¿1255¿v87¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
910¿CallExpression¿¿1255¿¿¿¿{"start":{"line":41,"column":26},"end":{"line":41,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿CallExpression
911¿MemberExpression¿¿1255¿¿¿¿{"start":{"line":41,"column":26},"end":{"line":41,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
912¿Identifier¿¿1255¿v86¿¿¿¿¿Identifier
913¿Identifier¿¿1255¿trim¿¿¿{"start":{"line":41,"column":44},"end":{"line":41,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
914¿ExpressionStatement¿¿1255¿¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
915¿AssignmentExpression¿=¿1255¿¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
916¿MemberExpression¿computed¿1255¿¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
917¿Identifier¿¿1255¿property_parts¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
918¿Literal¿number¿1255¿¿0¿¿{"start":{"line":41,"column":21},"end":{"line":41,"column":22},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
919¿Identifier¿¿1255¿v87¿¿¿¿¿Identifier
920¿VariableDeclarator¿¿1255¿v88¿¿¿{"start":{"line":42,"column":26},"end":{"line":42,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
921¿MemberExpression¿computed¿1255¿¿¿¿{"start":{"line":42,"column":26},"end":{"line":42,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
922¿Identifier¿¿1255¿property_parts¿¿¿{"start":{"line":42,"column":26},"end":{"line":42,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
923¿Literal¿number¿1255¿¿1¿¿{"start":{"line":42,"column":41},"end":{"line":42,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
924¿VariableDeclarator¿¿1255¿pvalue¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
925¿CallExpression¿¿1255¿¿¿¿{"start":{"line":42,"column":26},"end":{"line":42,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿CallExpression
926¿MemberExpression¿¿1255¿¿¿¿{"start":{"line":42,"column":26},"end":{"line":42,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
927¿Identifier¿¿1255¿v88¿¿¿¿¿Identifier
928¿Identifier¿¿1255¿trim¿¿¿{"start":{"line":42,"column":44},"end":{"line":42,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
929¿VariableDeclarator¿¿1255¿v89¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
930¿CallExpression¿¿1255¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿CallExpression
931¿MemberExpression¿¿1255¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
932¿Identifier¿¿1255¿pvalue¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
933¿Identifier¿¿1255¿indexOf¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
934¿Literal¿string¿1255¿¿'*'¿¿{"start":{"line":43,"column":24},"end":{"line":43,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
935¿VariableDeclarator¿¿1255¿v90¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
936¿BinaryExpression¿<¿1255¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BinaryExpression
937¿Identifier¿¿1255¿v89¿¿¿¿¿Identifier
938¿Literal¿number¿1255¿¿0¿¿{"start":{"line":43,"column":31},"end":{"line":43,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
939¿IfStatement¿¿1255¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":57,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿IfStatement
940¿Identifier¿¿1255¿v90¿¿¿¿¿Identifier
941¿VariableDeclarator¿¿1255¿v91¿¿¿{"start":{"line":44,"column":20},"end":{"line":44,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
942¿MemberExpression¿computed¿1255¿¿¿¿{"start":{"line":44,"column":20},"end":{"line":44,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
943¿Identifier¿¿1255¿property_parts¿¿¿{"start":{"line":44,"column":20},"end":{"line":44,"column":34},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
944¿Literal¿number¿1255¿¿0¿¿{"start":{"line":44,"column":35},"end":{"line":44,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Literal
945¿ExpressionStatement¿¿1255¿¿¿¿{"start":{"line":44,"column":7},"end":{"line":44,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
946¿AssignmentExpression¿=¿1255¿¿¿¿{"start":{"line":44,"column":7},"end":{"line":44,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
947¿MemberExpression¿computed¿1255¿¿¿¿{"start":{"line":44,"column":7},"end":{"line":44,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
948¿Identifier¿¿1255¿propertyBase¿¿¿{"start":{"line":44,"column":7},"end":{"line":44,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
949¿Identifier¿¿1255¿v91¿¿¿¿¿Identifier
950¿Identifier¿¿1255¿pvalue¿¿¿{"start":{"line":44,"column":41},"end":{"line":44,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
951¿BlockStatement¿¿1255¿¿¿¿{"start":{"line":43,"column":33},"end":{"line":45,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿BlockStatement
952¿TryStatement¿¿1255¿¿¿¿{"start":{"line":48,"column":7},"end":{"line":55,"column":8},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿TryStatement
953¿VariableDeclarator¿¿1255¿v93¿¿¿{"start":{"line":50,"column":47},"end":{"line":50,"column":70},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
954¿CallExpression¿¿1255¿¿¿¿{"start":{"line":50,"column":47},"end":{"line":50,"column":70},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿CallExpression
955¿Identifier¿¿1255¿get_eval_string¿¿¿{"start":{"line":50,"column":47},"end":{"line":50,"column":62},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
956¿Identifier¿¿1255¿pvalue¿¿¿{"start":{"line":50,"column":63},"end":{"line":50,"column":69},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
957¿VariableDeclarator¿¿1255¿v94¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":71},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿VariableDeclarator
958¿CallExpression¿¿1255¿¿¿¿{"start":{"line":50,"column":42},"end":{"line":50,"column":71},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿CallExpression
959¿Identifier¿¿1255¿eval¿¿¿{"start":{"line":50,"column":42},"end":{"line":50,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
960¿Identifier¿¿1255¿v93¿¿¿¿¿Identifier
961¿ExpressionStatement¿¿1255¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":72},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿ExpressionStatement
962¿AssignmentExpression¿=¿1255¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":71},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿AssignmentExpression
963¿MemberExpression¿computed¿1255¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":39},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿MemberExpression
964¿Identifier¿¿1255¿propertyBase¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-j665-rvj7-2jv9/src/mosc.js"}¿¿Identifier
