Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
792¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Program
932¿VariableDeclarator¿¿1375¿v75¿¿¿{"start":{"line":32,"column":55},"end":{"line":32,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
933¿CallExpression¿¿1375¿¿¿¿{"start":{"line":32,"column":55},"end":{"line":32,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
934¿MemberExpression¿¿1375¿¿¿¿{"start":{"line":32,"column":55},"end":{"line":32,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
935¿Identifier¿¿1375¿expires¿¿¿{"start":{"line":32,"column":55},"end":{"line":32,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
936¿Identifier¿¿1375¿toGMTString¿¿¿{"start":{"line":32,"column":63},"end":{"line":32,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
937¿VariableDeclarator¿¿1375¿v76¿¿¿{"start":{"line":32,"column":94},"end":{"line":32,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
938¿UnaryExpression¿+¿1375¿¿¿¿{"start":{"line":32,"column":94},"end":{"line":32,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿UnaryExpression
939¿Identifier¿¿1375¿expires¿¿¿{"start":{"line":32,"column":95},"end":{"line":32,"column":102},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
940¿VariableDeclarator¿¿1375¿headers¿¿¿{"start":{"line":32,"column":5},"end":{"line":32,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
941¿ObjectExpression¿¿1375¿¿¿¿¿¿ObjectExpression
942¿ExpressionStatement¿¿1375¿¿¿¿{"start":{"line":32,"column":5},"end":{"line":32,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
943¿AssignmentExpression¿=¿1375¿¿¿¿{"start":{"line":32,"column":5},"end":{"line":32,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿AssignmentExpression
944¿MemberExpression¿computed¿1375¿¿¿¿{"start":{"line":32,"column":5},"end":{"line":32,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
945¿Identifier¿¿1375¿headers¿¿¿{"start":{"line":32,"column":5},"end":{"line":32,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
946¿Literal¿string¿1375¿¿'Content-Type'¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
947¿Identifier¿¿1375¿contentType¿¿¿{"start":{"line":32,"column":33},"end":{"line":32,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
948¿ExpressionStatement¿¿1375¿¿¿¿{"start":{"line":32,"column":5},"end":{"line":32,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
949¿AssignmentExpression¿=¿1375¿¿¿¿{"start":{"line":32,"column":5},"end":{"line":32,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿AssignmentExpression
950¿MemberExpression¿computed¿1375¿¿¿¿{"start":{"line":32,"column":5},"end":{"line":32,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
951¿Identifier¿¿1375¿headers¿¿¿{"start":{"line":32,"column":5},"end":{"line":32,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
952¿Literal¿string¿1375¿¿'Expires'¿¿{"start":{"line":32,"column":45},"end":{"line":32,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
953¿Identifier¿¿1375¿v75¿¿¿¿¿Identifier
954¿ExpressionStatement¿¿1375¿¿¿¿{"start":{"line":32,"column":5},"end":{"line":32,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
955¿AssignmentExpression¿=¿1375¿¿¿¿{"start":{"line":32,"column":5},"end":{"line":32,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿AssignmentExpression
956¿MemberExpression¿computed¿1375¿¿¿¿{"start":{"line":32,"column":5},"end":{"line":32,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
957¿Identifier¿¿1375¿headers¿¿¿{"start":{"line":32,"column":5},"end":{"line":32,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
958¿Literal¿string¿1375¿¿'Cache-Control'¿¿{"start":{"line":32,"column":77},"end":{"line":32,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
959¿Identifier¿¿1375¿v76¿¿¿¿¿Identifier
960¿VariableDeclarator¿¿1375¿v77¿¿¿{"start":{"line":33,"column":1},"end":{"line":33,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
961¿CallExpression¿¿1375¿¿¿¿{"start":{"line":33,"column":1},"end":{"line":33,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
962¿MemberExpression¿¿1375¿¿¿¿{"start":{"line":33,"column":1},"end":{"line":33,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
963¿Identifier¿¿1375¿response¿¿¿{"start":{"line":33,"column":1},"end":{"line":33,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
964¿Identifier¿¿1375¿writeHead¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
965¿Literal¿number¿1375¿¿200¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
966¿Identifier¿¿1375¿headers¿¿¿{"start":{"line":33,"column":25},"end":{"line":33,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
967¿ExpressionStatement¿¿1375¿¿¿¿{"start":{"line":33,"column":1},"end":{"line":33,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
968¿Identifier¿¿1375¿v77¿¿¿¿¿Identifier
969¿VariableDeclarator¿¿1375¿v78¿¿¿{"start":{"line":34,"column":1},"end":{"line":34,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
970¿CallExpression¿¿1375¿¿¿¿{"start":{"line":34,"column":1},"end":{"line":34,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
971¿MemberExpression¿¿1375¿¿¿¿{"start":{"line":34,"column":1},"end":{"line":34,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
972¿Identifier¿¿1375¿response¿¿¿{"start":{"line":34,"column":1},"end":{"line":34,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
973¿Identifier¿¿1375¿write¿¿¿{"start":{"line":34,"column":10},"end":{"line":34,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
974¿Identifier¿¿1375¿text¿¿¿{"start":{"line":34,"column":16},"end":{"line":34,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
975¿ExpressionStatement¿¿1375¿¿¿¿{"start":{"line":34,"column":1},"end":{"line":34,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
976¿Identifier¿¿1375¿v78¿¿¿¿¿Identifier
977¿VariableDeclarator¿¿1375¿v79¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
978¿CallExpression¿¿1375¿¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
979¿MemberExpression¿¿1375¿¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
980¿Identifier¿¿1375¿response¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
981¿Identifier¿¿1375¿end¿¿¿{"start":{"line":35,"column":13},"end":{"line":35,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
982¿ExpressionStatement¿¿1375¿¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
983¿Identifier¿¿1375¿v79¿¿¿¿¿Identifier
984¿BlockStatement¿¿1375¿¿¿¿{"start":{"line":29,"column":48},"end":{"line":36,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BlockStatement
985¿VariableDeclarator¿¿1367¿writeFile¿¿¿{"start":{"line":37,"column":0},"end":{"line":45,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
986¿FunctionExpression¿¿1367¿anon¿¿¿{"start":{"line":37,"column":0},"end":{"line":45,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿FunctionExpression
987¿Identifier¿¿0¿request¿¿¿{"start":{"line":37,"column":19},"end":{"line":37,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
988¿Identifier¿¿0¿response¿¿¿{"start":{"line":37,"column":27},"end":{"line":37,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
989¿Identifier¿¿0¿filepath¿¿¿{"start":{"line":37,"column":36},"end":{"line":37,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
990¿VariableDeclarator¿¿1377¿contentType¿¿¿{"start":{"line":38,"column":5},"end":{"line":38,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
991¿CallExpression¿¿1377¿¿¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
992¿Identifier¿¿1377¿guessContentType¿¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
993¿Identifier¿¿1377¿filepath¿¿¿{"start":{"line":38,"column":36},"end":{"line":38,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
994¿VariableDeclarator¿¿1377¿v80¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
995¿ObjectExpression¿¿1377¿¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ObjectExpression
996¿Property¿¿1377¿¿¿¿{"start":{"line":39,"column":30},"end":{"line":39,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Property
997¿Literal¿string¿1377¿¿'Content-Type'¿¿{"start":{"line":39,"column":30},"end":{"line":39,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
998¿Identifier¿¿1377¿contentType¿¿¿{"start":{"line":39,"column":46},"end":{"line":39,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
999¿VariableDeclarator¿¿1377¿v81¿¿¿{"start":{"line":39,"column":5},"end":{"line":39,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1000¿CallExpression¿¿1377¿¿¿¿{"start":{"line":39,"column":5},"end":{"line":39,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1001¿MemberExpression¿¿1377¿¿¿¿{"start":{"line":39,"column":5},"end":{"line":39,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1002¿Identifier¿¿1377¿response¿¿¿{"start":{"line":39,"column":5},"end":{"line":39,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1003¿Identifier¿¿1377¿writeHead¿¿¿{"start":{"line":39,"column":14},"end":{"line":39,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1004¿Literal¿number¿1377¿¿200¿¿{"start":{"line":39,"column":24},"end":{"line":39,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1005¿Identifier¿¿1377¿v80¿¿¿¿¿Identifier
1006¿ExpressionStatement¿¿1377¿¿¿¿{"start":{"line":39,"column":5},"end":{"line":39,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1007¿Identifier¿¿1377¿v81¿¿¿¿¿Identifier
1008¿VariableDeclarator¿¿1377¿v84¿¿¿{"start":{"line":41,"column":4},"end":{"line":44,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1009¿FunctionExpression¿¿1377¿anon¿¿¿{"start":{"line":41,"column":4},"end":{"line":44,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿FunctionExpression
1010¿Identifier¿¿0¿err¿¿¿{"start":{"line":41,"column":13},"end":{"line":41,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1011¿Identifier¿¿0¿tmp¿¿¿{"start":{"line":41,"column":17},"end":{"line":41,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1012¿VariableDeclarator¿¿1379¿v82¿¿¿{"start":{"line":42,"column":5},"end":{"line":42,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1013¿CallExpression¿¿1379¿¿¿¿{"start":{"line":42,"column":5},"end":{"line":42,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1014¿MemberExpression¿¿1379¿¿¿¿{"start":{"line":42,"column":5},"end":{"line":42,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1015¿Identifier¿¿1379¿response¿¿¿{"start":{"line":42,"column":5},"end":{"line":42,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1016¿Identifier¿¿1379¿write¿¿¿{"start":{"line":42,"column":14},"end":{"line":42,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1017¿Identifier¿¿1379¿tmp¿¿¿{"start":{"line":42,"column":20},"end":{"line":42,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1018¿ExpressionStatement¿¿1379¿¿¿¿{"start":{"line":42,"column":5},"end":{"line":42,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1019¿Identifier¿¿1379¿v82¿¿¿¿¿Identifier
1020¿VariableDeclarator¿¿1379¿v83¿¿¿{"start":{"line":43,"column":5},"end":{"line":43,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1021¿CallExpression¿¿1379¿¿¿¿{"start":{"line":43,"column":5},"end":{"line":43,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1022¿MemberExpression¿¿1379¿¿¿¿{"start":{"line":43,"column":5},"end":{"line":43,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1023¿Identifier¿¿1379¿response¿¿¿{"start":{"line":43,"column":5},"end":{"line":43,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1024¿Identifier¿¿1379¿end¿¿¿{"start":{"line":43,"column":14},"end":{"line":43,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1025¿ExpressionStatement¿¿1379¿¿¿¿{"start":{"line":43,"column":5},"end":{"line":43,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1026¿Identifier¿¿1379¿v83¿¿¿¿¿Identifier
1027¿BlockStatement¿¿1379¿¿¿¿{"start":{"line":41,"column":21},"end":{"line":44,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BlockStatement
1028¿VariableDeclarator¿¿1377¿v85¿¿¿{"start":{"line":40,"column":5},"end":{"line":44,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1029¿CallExpression¿¿1377¿¿¿¿{"start":{"line":40,"column":5},"end":{"line":44,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1030¿MemberExpression¿¿1377¿¿¿¿{"start":{"line":40,"column":5},"end":{"line":40,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1031¿Identifier¿¿1377¿FS¿¿¿{"start":{"line":40,"column":5},"end":{"line":40,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1032¿Identifier¿¿1377¿readFile¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1033¿Identifier¿¿1377¿filepath¿¿¿{"start":{"line":40,"column":17},"end":{"line":40,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1034¿Literal¿string¿1377¿¿'binary'¿¿{"start":{"line":40,"column":26},"end":{"line":40,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1035¿Identifier¿¿1377¿v84¿¿¿¿¿Identifier
1036¿ExpressionStatement¿¿1377¿¿¿¿{"start":{"line":40,"column":5},"end":{"line":44,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1037¿Identifier¿¿1377¿v85¿¿¿¿¿Identifier
1038¿BlockStatement¿¿1377¿¿¿¿{"start":{"line":37,"column":45},"end":{"line":45,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BlockStatement
1039¿VariableDeclarator¿¿1367¿writeNotFound¿¿¿{"start":{"line":46,"column":0},"end":{"line":50,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1040¿FunctionExpression¿¿1367¿anon¿¿¿{"start":{"line":46,"column":0},"end":{"line":50,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿FunctionExpression
1041¿Identifier¿¿0¿request¿¿¿{"start":{"line":46,"column":23},"end":{"line":46,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1042¿Identifier¿¿0¿response¿¿¿{"start":{"line":46,"column":31},"end":{"line":46,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1043¿Identifier¿¿0¿filepath¿¿¿{"start":{"line":46,"column":40},"end":{"line":46,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1044¿Identifier¿¿0¿msg¿¿¿{"start":{"line":46,"column":49},"end":{"line":46,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1045¿VariableDeclarator¿¿1381¿v86¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1046¿ObjectExpression¿¿1381¿¿¿¿{"start":{"line":47,"column":29},"end":{"line":47,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ObjectExpression
1047¿Property¿¿1381¿¿¿¿{"start":{"line":47,"column":30},"end":{"line":47,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Property
1048¿Literal¿string¿1381¿¿'Content-Type'¿¿{"start":{"line":47,"column":30},"end":{"line":47,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1049¿Literal¿string¿1381¿¿'text/plain'¿¿{"start":{"line":47,"column":46},"end":{"line":47,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1050¿VariableDeclarator¿¿1381¿v87¿¿¿{"start":{"line":47,"column":5},"end":{"line":47,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1051¿CallExpression¿¿1381¿¿¿¿{"start":{"line":47,"column":5},"end":{"line":47,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿CallExpression
1052¿MemberExpression¿¿1381¿¿¿¿{"start":{"line":47,"column":5},"end":{"line":47,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿MemberExpression
1053¿Identifier¿¿1381¿response¿¿¿{"start":{"line":47,"column":5},"end":{"line":47,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1054¿Identifier¿¿1381¿writeHead¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1055¿Literal¿number¿1381¿¿200¿¿{"start":{"line":47,"column":24},"end":{"line":47,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1056¿Identifier¿¿1381¿v86¿¿¿¿¿Identifier
1057¿ExpressionStatement¿¿1381¿¿¿¿{"start":{"line":47,"column":5},"end":{"line":47,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿ExpressionStatement
1058¿Identifier¿¿1381¿v87¿¿¿¿¿Identifier
1059¿VariableDeclarator¿¿1381¿v88¿¿¿{"start":{"line":48,"column":20},"end":{"line":48,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1060¿BinaryExpression¿+¿1381¿¿¿¿{"start":{"line":48,"column":20},"end":{"line":48,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BinaryExpression
1061¿Literal¿string¿1381¿¿'404 Not Found \n filepath:'¿¿{"start":{"line":48,"column":20},"end":{"line":48,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1062¿Identifier¿¿1381¿filepath¿¿¿{"start":{"line":48,"column":49},"end":{"line":48,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1063¿VariableDeclarator¿¿1381¿v89¿¿¿{"start":{"line":48,"column":20},"end":{"line":48,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1064¿BinaryExpression¿+¿1381¿¿¿¿{"start":{"line":48,"column":20},"end":{"line":48,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿BinaryExpression
1065¿Identifier¿¿1381¿v88¿¿¿¿¿Identifier
1066¿Literal¿string¿1381¿¿'\n'¿¿{"start":{"line":48,"column":58},"end":{"line":48,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
1067¿VariableDeclarator¿¿1381¿v90¿¿¿{"start":{"line":48,"column":64},"end":{"line":48,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿VariableDeclarator
1068¿LogicalExpression¿||¿1381¿¿¿¿{"start":{"line":48,"column":64},"end":{"line":48,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿LogicalExpression
1069¿Identifier¿¿1381¿msg¿¿¿{"start":{"line":48,"column":64},"end":{"line":48,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Identifier
1070¿Literal¿string¿1381¿¿''¿¿{"start":{"line":48,"column":69},"end":{"line":48,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/api-proxy_0.0.2/src/static.js"}¿¿Literal
