Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
821¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":124,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Program
968¿CallExpression¿¿1453¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":37,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
969¿MemberExpression¿¿1453¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
970¿Identifier¿¿1453¿Child¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
971¿Identifier¿¿1453¿exec¿¿¿{"start":{"line":29,"column":14},"end":{"line":29,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
972¿Identifier¿¿1453¿command¿¿¿{"start":{"line":29,"column":19},"end":{"line":29,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
973¿Identifier¿¿1453¿v95¿¿¿¿¿Identifier
974¿ExpressionStatement¿¿1453¿¿¿¿{"start":{"line":29,"column":8},"end":{"line":37,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
975¿Identifier¿¿1453¿v96¿¿¿¿¿Identifier
976¿BlockStatement¿¿1453¿¿¿¿{"start":{"line":22,"column":44},"end":{"line":38,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BlockStatement
977¿VariableDeclarator¿¿1451¿v98¿¿¿{"start":{"line":22,"column":4},"end":{"line":38,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
978¿CallExpression¿¿1451¿¿¿¿{"start":{"line":22,"column":4},"end":{"line":38,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
979¿MemberExpression¿¿1451¿¿¿¿{"start":{"line":22,"column":4},"end":{"line":22,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
980¿Identifier¿¿1451¿Dns¿¿¿{"start":{"line":22,"column":4},"end":{"line":22,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
981¿Identifier¿¿1451¿lookup¿¿¿{"start":{"line":22,"column":8},"end":{"line":22,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
982¿Identifier¿¿1451¿v85¿¿¿¿¿Identifier
983¿Identifier¿¿1451¿v97¿¿¿¿¿Identifier
984¿ExpressionStatement¿¿1451¿¿¿¿{"start":{"line":22,"column":4},"end":{"line":38,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
985¿Identifier¿¿1451¿v98¿¿¿¿¿Identifier
986¿BlockStatement¿¿1451¿¿¿¿{"start":{"line":19,"column":55},"end":{"line":39,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BlockStatement
987¿ExpressionStatement¿¿1449¿¿¿¿{"start":{"line":19,"column":0},"end":{"line":39,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
988¿AssignmentExpression¿=¿1449¿¿¿¿{"start":{"line":19,"column":0},"end":{"line":39,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿AssignmentExpression
989¿MemberExpression¿¿1449¿¿¿¿{"start":{"line":19,"column":0},"end":{"line":19,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
990¿Identifier¿¿1449¿v84¿¿¿¿¿Identifier
991¿Identifier¿¿1449¿trace¿¿¿{"start":{"line":19,"column":21},"end":{"line":19,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
992¿Identifier¿¿1449¿v99¿¿¿¿¿Identifier
993¿VariableDeclarator¿¿1449¿v115¿¿¿{"start":{"line":42,"column":0},"end":{"line":58,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
994¿FunctionExpression¿¿1449¿anon¿¿¿{"start":{"line":42,"column":21},"end":{"line":58,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿FunctionExpression
995¿Identifier¿¿0¿hop¿¿¿{"start":{"line":42,"column":31},"end":{"line":42,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
996¿VariableDeclarator¿¿1460¿line¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
997¿CallExpression¿¿1460¿¿¿¿{"start":{"line":44,"column":15},"end":{"line":44,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
998¿MemberExpression¿¿1460¿¿¿¿{"start":{"line":44,"column":15},"end":{"line":44,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
999¿Identifier¿¿1460¿hop¿¿¿{"start":{"line":44,"column":15},"end":{"line":44,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1000¿Identifier¿¿1460¿replace¿¿¿{"start":{"line":44,"column":19},"end":{"line":44,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1001¿Literal¿object¿1460¿¿/\*/g¿¿{"start":{"line":44,"column":27},"end":{"line":44,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1002¿Literal¿string¿1460¿¿'0'¿¿{"start":{"line":44,"column":33},"end":{"line":44,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1003¿VariableDeclarator¿¿1460¿v100¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1004¿MemberExpression¿¿1460¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1005¿Identifier¿¿1460¿internals¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1006¿Identifier¿¿1460¿isWin¿¿¿{"start":{"line":46,"column":18},"end":{"line":46,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1007¿IfStatement¿¿1460¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":48,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿IfStatement
1008¿Identifier¿¿1460¿v100¿¿¿¿¿Identifier
1009¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1010¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿AssignmentExpression
1011¿Identifier¿¿1460¿line¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1012¿CallExpression¿¿1460¿¿¿¿{"start":{"line":47,"column":15},"end":{"line":47,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
1013¿MemberExpression¿¿1460¿¿¿¿{"start":{"line":47,"column":15},"end":{"line":47,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1014¿Identifier¿¿1460¿line¿¿¿{"start":{"line":47,"column":15},"end":{"line":47,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1015¿Identifier¿¿1460¿replace¿¿¿{"start":{"line":47,"column":20},"end":{"line":47,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1016¿Literal¿object¿1460¿¿/\</g¿¿{"start":{"line":47,"column":28},"end":{"line":47,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1017¿Literal¿string¿1460¿¿''¿¿{"start":{"line":47,"column":34},"end":{"line":47,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1018¿BlockStatement¿¿1460¿¿¿¿{"start":{"line":46,"column":25},"end":{"line":48,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BlockStatement
1019¿VariableDeclarator¿¿1460¿s¿¿¿{"start":{"line":50,"column":10},"end":{"line":50,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1020¿CallExpression¿¿1460¿¿¿¿{"start":{"line":50,"column":14},"end":{"line":50,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
1021¿MemberExpression¿¿1460¿¿¿¿{"start":{"line":50,"column":14},"end":{"line":50,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1022¿Identifier¿¿1460¿line¿¿¿{"start":{"line":50,"column":14},"end":{"line":50,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1023¿Identifier¿¿1460¿split¿¿¿{"start":{"line":50,"column":19},"end":{"line":50,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1024¿Literal¿string¿1460¿¿' '¿¿{"start":{"line":50,"column":25},"end":{"line":50,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1025¿VariableDeclarator¿¿1460¿v101¿¿¿{"start":{"line":51,"column":17},"end":{"line":51,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1026¿MemberExpression¿¿1460¿¿¿¿{"start":{"line":51,"column":17},"end":{"line":51,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1027¿Identifier¿¿1460¿s¿¿¿{"start":{"line":51,"column":17},"end":{"line":51,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1028¿Identifier¿¿1460¿length¿¿¿{"start":{"line":51,"column":19},"end":{"line":51,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1029¿VariableDeclarator¿¿1460¿i¿¿¿{"start":{"line":51,"column":13},"end":{"line":51,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1030¿BinaryExpression¿-¿1460¿¿¿¿{"start":{"line":51,"column":17},"end":{"line":51,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BinaryExpression
1031¿Identifier¿¿1460¿v101¿¿¿¿¿Identifier
1032¿Literal¿number¿1460¿¿1¿¿{"start":{"line":51,"column":28},"end":{"line":51,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1033¿VariableDeclarator¿¿1460¿v102¿¿¿{"start":{"line":51,"column":35},"end":{"line":51,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1034¿UnaryExpression¿-¿1460¿¿¿¿{"start":{"line":51,"column":35},"end":{"line":51,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿UnaryExpression
1035¿Literal¿number¿1460¿¿1¿¿{"start":{"line":51,"column":36},"end":{"line":51,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1036¿VariableDeclarator¿¿1460¿v103¿¿¿{"start":{"line":51,"column":31},"end":{"line":51,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1037¿BinaryExpression¿>¿1460¿¿¿¿{"start":{"line":51,"column":31},"end":{"line":51,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BinaryExpression
1038¿Identifier¿¿1460¿i¿¿¿{"start":{"line":51,"column":31},"end":{"line":51,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1039¿Identifier¿¿1460¿v102¿¿¿¿¿Identifier
1040¿WhileStatement¿¿1460¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":55,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿WhileStatement
1041¿Identifier¿¿1460¿v103¿¿¿¿¿Identifier
1042¿VariableDeclarator¿¿1460¿v105¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1043¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1044¿Identifier¿¿1460¿s¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1045¿Identifier¿¿1460¿i¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1046¿VariableDeclarator¿¿1460¿v106¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1047¿BinaryExpression¿===¿1460¿¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BinaryExpression
1048¿Identifier¿¿1460¿v105¿¿¿¿¿Identifier
1049¿Literal¿string¿1460¿¿''¿¿{"start":{"line":52,"column":21},"end":{"line":52,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1050¿VariableDeclarator¿¿1460¿v107¿¿¿{"start":{"line":52,"column":27},"end":{"line":52,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1051¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":52,"column":27},"end":{"line":52,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1052¿Identifier¿¿1460¿s¿¿¿{"start":{"line":52,"column":27},"end":{"line":52,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1053¿Identifier¿¿1460¿i¿¿¿{"start":{"line":52,"column":29},"end":{"line":52,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1054¿VariableDeclarator¿¿1460¿v108¿¿¿{"start":{"line":52,"column":27},"end":{"line":52,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1055¿BinaryExpression¿===¿1460¿¿¿¿{"start":{"line":52,"column":27},"end":{"line":52,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BinaryExpression
1056¿Identifier¿¿1460¿v107¿¿¿¿¿Identifier
1057¿Literal¿string¿1460¿¿'ms'¿¿{"start":{"line":52,"column":36},"end":{"line":52,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1058¿VariableDeclarator¿¿1460¿v109¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1059¿LogicalExpression¿||¿1460¿¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿LogicalExpression
1060¿Identifier¿¿1460¿v106¿¿¿¿¿Identifier
1061¿Identifier¿¿1460¿v108¿¿¿¿¿Identifier
1062¿IfStatement¿¿1460¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":54,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿IfStatement
1063¿Identifier¿¿1460¿v109¿¿¿¿¿Identifier
1064¿VariableDeclarator¿¿1460¿v110¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1065¿CallExpression¿¿1460¿¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
1066¿MemberExpression¿¿1460¿¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1067¿Identifier¿¿1460¿s¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1068¿Identifier¿¿1460¿splice¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1069¿Identifier¿¿1460¿i¿¿¿{"start":{"line":53,"column":21},"end":{"line":53,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1070¿Literal¿number¿1460¿¿1¿¿{"start":{"line":53,"column":23},"end":{"line":53,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Literal
1071¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1072¿Identifier¿¿1460¿v110¿¿¿¿¿Identifier
1073¿BlockStatement¿¿1460¿¿¿¿{"start":{"line":52,"column":42},"end":{"line":54,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BlockStatement
1074¿VariableDeclarator¿¿1460¿v104¿¿¿{"start":{"line":51,"column":39},"end":{"line":51,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1075¿UpdateExpression¿¿1460¿¿¿¿{"start":{"line":51,"column":39},"end":{"line":51,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿UpdateExpression
1076¿Identifier¿¿1460¿i¿¿¿{"start":{"line":51,"column":41},"end":{"line":51,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1077¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":55,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1078¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":55,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿AssignmentExpression
1079¿Identifier¿¿1460¿v103¿¿¿{"start":{"line":51,"column":4},"end":{"line":55,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1080¿BinaryExpression¿>¿1460¿¿¿¿{"start":{"line":51,"column":31},"end":{"line":51,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BinaryExpression
1081¿Identifier¿¿1460¿i¿¿¿{"start":{"line":51,"column":31},"end":{"line":51,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1082¿Identifier¿¿1460¿v102¿¿¿¿¿Identifier
1083¿BlockStatement¿¿1460¿¿¿¿¿¿BlockStatement
1084¿VariableDeclarator¿¿1460¿v111¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1085¿MemberExpression¿¿1460¿¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1086¿Identifier¿¿1460¿internals¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1087¿Identifier¿¿1460¿isWin¿¿¿{"start":{"line":57,"column":21},"end":{"line":57,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1088¿VariableDeclarator¿¿1460¿v112¿¿¿{"start":{"line":57,"column":29},"end":{"line":57,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1089¿CallExpression¿¿1460¿¿¿¿{"start":{"line":57,"column":29},"end":{"line":57,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
1090¿MemberExpression¿¿1460¿¿¿¿{"start":{"line":57,"column":29},"end":{"line":57,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1091¿Identifier¿¿1460¿internals¿¿¿{"start":{"line":57,"column":29},"end":{"line":57,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1092¿Identifier¿¿1460¿parseHopWin¿¿¿{"start":{"line":57,"column":39},"end":{"line":57,"column":50},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1093¿Identifier¿¿1460¿s¿¿¿{"start":{"line":57,"column":51},"end":{"line":57,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1094¿VariableDeclarator¿¿1460¿v113¿¿¿{"start":{"line":57,"column":56},"end":{"line":57,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1095¿CallExpression¿¿1460¿¿¿¿{"start":{"line":57,"column":56},"end":{"line":57,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿CallExpression
1096¿MemberExpression¿¿1460¿¿¿¿{"start":{"line":57,"column":56},"end":{"line":57,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1097¿Identifier¿¿1460¿internals¿¿¿{"start":{"line":57,"column":56},"end":{"line":57,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1098¿Identifier¿¿1460¿parseHopNix¿¿¿{"start":{"line":57,"column":66},"end":{"line":57,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1099¿Identifier¿¿1460¿s¿¿¿{"start":{"line":57,"column":78},"end":{"line":57,"column":79},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1100¿VariableDeclarator¿¿1460¿v114¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿VariableDeclarator
1101¿IfStatement¿¿1460¿¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿IfStatement
1102¿Identifier¿¿1460¿v111¿¿¿¿¿Identifier
1103¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1104¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿AssignmentExpression
1105¿Identifier¿¿1460¿v114¿¿¿¿¿Identifier
1106¿Identifier¿¿1460¿v112¿¿¿¿¿Identifier
1107¿BlockStatement¿¿1460¿¿¿¿¿¿BlockStatement
1108¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1109¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":80},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿AssignmentExpression
1110¿Identifier¿¿1460¿v114¿¿¿¿¿Identifier
1111¿Identifier¿¿1460¿v113¿¿¿¿¿Identifier
1112¿BlockStatement¿¿1460¿¿¿¿¿¿BlockStatement
1113¿ReturnStatement¿¿1460¿¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ReturnStatement
1114¿Identifier¿¿1460¿v114¿¿¿¿¿Identifier
1115¿BlockStatement¿¿1460¿¿¿¿{"start":{"line":42,"column":36},"end":{"line":58,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿BlockStatement
1116¿ExpressionStatement¿¿1449¿¿¿¿{"start":{"line":42,"column":0},"end":{"line":58,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿ExpressionStatement
1117¿AssignmentExpression¿=¿1449¿¿¿¿{"start":{"line":42,"column":0},"end":{"line":58,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿AssignmentExpression
1118¿MemberExpression¿¿1449¿¿¿¿{"start":{"line":42,"column":0},"end":{"line":42,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿MemberExpression
1119¿Identifier¿¿1449¿internals¿¿¿{"start":{"line":42,"column":0},"end":{"line":42,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1120¿Identifier¿¿1449¿parseHop¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/1465/src/traceroute.js"}¿¿Identifier
1121¿Identifier¿¿1449¿v115¿¿¿¿¿Identifier
