Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5187¿Program¿¿-1¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":785,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Program
6231¿MemberExpression¿¿9126¿¿¿¿{"start":{"line":221,"column":4},"end":{"line":221,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6232¿Identifier¿¿9126¿v678¿¿¿¿¿Identifier
6233¿Identifier¿¿9126¿forEach¿¿¿{"start":{"line":221,"column":22},"end":{"line":221,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6234¿Identifier¿¿9126¿v685¿¿¿¿¿Identifier
6235¿ExpressionStatement¿¿9126¿¿¿¿{"start":{"line":221,"column":4},"end":{"line":224,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
6236¿Identifier¿¿9126¿v686¿¿¿¿¿Identifier
6237¿ReturnStatement¿¿9126¿¿¿¿{"start":{"line":225,"column":4},"end":{"line":225,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ReturnStatement
6238¿BlockStatement¿¿9126¿¿¿¿{"start":{"line":217,"column":58},"end":{"line":226,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BlockStatement
6239¿VariableDeclarator¿¿9126¿v687¿¿¿{"start":{"line":226,"column":13},"end":{"line":226,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6240¿UnaryExpression¿typeof¿9126¿¿¿¿{"start":{"line":226,"column":13},"end":{"line":226,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿UnaryExpression
6241¿Identifier¿¿9126¿node¿¿¿{"start":{"line":226,"column":20},"end":{"line":226,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6242¿VariableDeclarator¿¿9126¿v688¿¿¿{"start":{"line":226,"column":13},"end":{"line":226,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6243¿BinaryExpression¿!==¿9126¿¿¿¿{"start":{"line":226,"column":13},"end":{"line":226,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BinaryExpression
6244¿Identifier¿¿9126¿v687¿¿¿¿¿Identifier
6245¿Literal¿string¿9126¿¿'object'¿¿{"start":{"line":226,"column":29},"end":{"line":226,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Literal
6246¿VariableDeclarator¿¿9126¿v689¿¿¿{"start":{"line":226,"column":41},"end":{"line":226,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6247¿CallExpression¿¿9126¿¿¿¿{"start":{"line":226,"column":41},"end":{"line":226,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
6248¿MemberExpression¿¿9126¿¿¿¿{"start":{"line":226,"column":41},"end":{"line":226,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6249¿Identifier¿¿9126¿Array¿¿¿{"start":{"line":226,"column":41},"end":{"line":226,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6250¿Identifier¿¿9126¿isArray¿¿¿{"start":{"line":226,"column":47},"end":{"line":226,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6251¿Identifier¿¿9126¿node¿¿¿{"start":{"line":226,"column":55},"end":{"line":226,"column":59},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6252¿VariableDeclarator¿¿9126¿v690¿¿¿{"start":{"line":226,"column":13},"end":{"line":226,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6253¿LogicalExpression¿||¿9126¿¿¿¿{"start":{"line":226,"column":13},"end":{"line":226,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿LogicalExpression
6254¿Identifier¿¿9126¿v688¿¿¿¿¿Identifier
6255¿Identifier¿¿9126¿v689¿¿¿¿¿Identifier
6256¿VariableDeclarator¿¿9126¿v691¿¿¿{"start":{"line":227,"column":4},"end":{"line":227,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6257¿BinaryExpression¿===¿9126¿¿¿¿{"start":{"line":227,"column":4},"end":{"line":227,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BinaryExpression
6258¿Identifier¿¿9126¿node¿¿¿{"start":{"line":227,"column":4},"end":{"line":227,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6259¿Literal¿object¿9126¿¿null¿¿{"start":{"line":227,"column":13},"end":{"line":227,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Literal
6260¿VariableDeclarator¿¿9126¿v692¿¿¿{"start":{"line":226,"column":13},"end":{"line":227,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6261¿LogicalExpression¿||¿9126¿¿¿¿{"start":{"line":226,"column":13},"end":{"line":227,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿LogicalExpression
6262¿Identifier¿¿9126¿v690¿¿¿¿¿Identifier
6263¿Identifier¿¿9126¿v691¿¿¿¿¿Identifier
6264¿VariableDeclarator¿¿9126¿v693¿¿¿{"start":{"line":227,"column":21},"end":{"line":227,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6265¿CallExpression¿¿9126¿¿¿¿{"start":{"line":227,"column":21},"end":{"line":227,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
6266¿MemberExpression¿¿9126¿¿¿¿{"start":{"line":227,"column":21},"end":{"line":227,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6267¿Identifier¿¿9126¿Object¿¿¿{"start":{"line":227,"column":21},"end":{"line":227,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6268¿Identifier¿¿9126¿keys¿¿¿{"start":{"line":227,"column":28},"end":{"line":227,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6269¿Identifier¿¿9126¿node¿¿¿{"start":{"line":227,"column":33},"end":{"line":227,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6270¿VariableDeclarator¿¿9126¿v694¿¿¿{"start":{"line":227,"column":21},"end":{"line":227,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6271¿MemberExpression¿¿9126¿¿¿¿{"start":{"line":227,"column":21},"end":{"line":227,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6272¿Identifier¿¿9126¿v693¿¿¿¿¿Identifier
6273¿Identifier¿¿9126¿length¿¿¿{"start":{"line":227,"column":39},"end":{"line":227,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6274¿VariableDeclarator¿¿9126¿v695¿¿¿{"start":{"line":227,"column":21},"end":{"line":227,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6275¿BinaryExpression¿==¿9126¿¿¿¿{"start":{"line":227,"column":21},"end":{"line":227,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BinaryExpression
6276¿Identifier¿¿9126¿v694¿¿¿¿¿Identifier
6277¿Literal¿number¿9126¿¿0¿¿{"start":{"line":227,"column":49},"end":{"line":227,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Literal
6278¿VariableDeclarator¿¿9126¿v696¿¿¿{"start":{"line":226,"column":13},"end":{"line":227,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6279¿LogicalExpression¿||¿9126¿¿¿¿{"start":{"line":226,"column":13},"end":{"line":227,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿LogicalExpression
6280¿Identifier¿¿9126¿v692¿¿¿¿¿Identifier
6281¿Identifier¿¿9126¿v695¿¿¿¿¿Identifier
6282¿IfStatement¿¿9126¿¿¿¿{"start":{"line":226,"column":9},"end":{"line":230,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿IfStatement
6283¿Identifier¿¿9126¿v696¿¿¿¿¿Identifier
6284¿ExpressionStatement¿¿9126¿¿¿¿{"start":{"line":229,"column":4},"end":{"line":229,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
6285¿AssignmentExpression¿=¿9126¿¿¿¿{"start":{"line":229,"column":4},"end":{"line":229,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿AssignmentExpression
6286¿MemberExpression¿¿9126¿¿¿¿{"start":{"line":229,"column":4},"end":{"line":229,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6287¿Identifier¿¿9126¿node¿¿¿{"start":{"line":229,"column":4},"end":{"line":229,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6288¿Identifier¿¿9126¿default¿¿¿{"start":{"line":229,"column":12},"end":{"line":229,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6289¿Identifier¿¿9126¿node¿¿¿{"start":{"line":229,"column":21},"end":{"line":229,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6290¿ExpressionStatement¿¿9126¿¿¿¿{"start":{"line":229,"column":4},"end":{"line":229,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
6291¿AssignmentExpression¿=¿9126¿¿¿¿{"start":{"line":229,"column":4},"end":{"line":229,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿AssignmentExpression
6292¿Identifier¿¿9126¿node¿¿¿{"start":{"line":229,"column":4},"end":{"line":229,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6293¿ObjectExpression¿¿9126¿¿¿¿¿¿ObjectExpression
6294¿ExpressionStatement¿¿9126¿¿¿¿{"start":{"line":229,"column":4},"end":{"line":229,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
6295¿AssignmentExpression¿=¿9126¿¿¿¿{"start":{"line":229,"column":4},"end":{"line":229,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿AssignmentExpression
6296¿Identifier¿¿9126¿node¿¿¿{"start":{"line":229,"column":4},"end":{"line":229,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6297¿ObjectExpression¿¿9126¿¿¿¿¿¿ObjectExpression
6298¿BlockStatement¿¿9126¿¿¿¿{"start":{"line":227,"column":52},"end":{"line":230,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BlockStatement
6299¿BlockStatement¿¿9126¿¿¿¿¿¿BlockStatement
6300¿VariableDeclarator¿¿9126¿o¿¿¿{"start":{"line":232,"column":8},"end":{"line":232,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6301¿CallExpression¿¿9126¿¿¿¿{"start":{"line":232,"column":12},"end":{"line":232,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
6302¿Identifier¿¿9126¿cloneDeep¿¿¿{"start":{"line":232,"column":12},"end":{"line":232,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6303¿Identifier¿¿9126¿node¿¿¿{"start":{"line":232,"column":22},"end":{"line":232,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6304¿ExpressionStatement¿¿9126¿¿¿¿{"start":{"line":233,"column":2},"end":{"line":233,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
6305¿AssignmentExpression¿=¿9126¿¿¿¿{"start":{"line":233,"column":2},"end":{"line":233,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿AssignmentExpression
6306¿MemberExpression¿computed¿9126¿¿¿¿{"start":{"line":233,"column":2},"end":{"line":233,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6307¿Identifier¿¿9126¿props¿¿¿{"start":{"line":233,"column":2},"end":{"line":233,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6308¿Identifier¿¿9126¿name¿¿¿{"start":{"line":233,"column":8},"end":{"line":233,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6309¿Identifier¿¿9126¿o¿¿¿{"start":{"line":233,"column":16},"end":{"line":233,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6310¿VariableDeclarator¿¿9126¿v697¿¿¿{"start":{"line":235,"column":6},"end":{"line":235,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6311¿MemberExpression¿¿9126¿¿¿¿{"start":{"line":235,"column":6},"end":{"line":235,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6312¿Identifier¿¿9126¿o¿¿¿{"start":{"line":235,"column":6},"end":{"line":235,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6313¿Identifier¿¿9126¿env¿¿¿{"start":{"line":235,"column":8},"end":{"line":235,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6314¿IfStatement¿¿9126¿¿¿¿{"start":{"line":235,"column":2},"end":{"line":240,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿IfStatement
6315¿Identifier¿¿9126¿v697¿¿¿¿¿Identifier
6316¿VariableDeclarator¿¿9126¿v698¿¿¿{"start":{"line":236,"column":13},"end":{"line":236,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6317¿MemberExpression¿¿9126¿¿¿¿{"start":{"line":236,"column":13},"end":{"line":236,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6318¿Identifier¿¿9126¿o¿¿¿{"start":{"line":236,"column":13},"end":{"line":236,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6319¿Identifier¿¿9126¿env¿¿¿{"start":{"line":236,"column":15},"end":{"line":236,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6320¿VariableDeclarator¿¿9126¿v699¿¿¿{"start":{"line":236,"column":9},"end":{"line":236,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6321¿MemberExpression¿computed¿9126¿¿¿¿{"start":{"line":236,"column":9},"end":{"line":236,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6322¿Identifier¿¿9126¿env¿¿¿{"start":{"line":236,"column":9},"end":{"line":236,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6323¿Identifier¿¿9126¿v698¿¿¿¿¿Identifier
6324¿VariableDeclarator¿¿9126¿v700¿¿¿{"start":{"line":236,"column":8},"end":{"line":236,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6325¿UnaryExpression¿!¿9126¿¿¿¿{"start":{"line":236,"column":8},"end":{"line":236,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿UnaryExpression
6326¿Identifier¿¿9126¿v699¿¿¿¿¿Identifier
6327¿IfStatement¿¿9126¿¿¿¿{"start":{"line":236,"column":4},"end":{"line":238,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿IfStatement
6328¿Identifier¿¿9126¿v700¿¿¿¿¿Identifier
6329¿VariableDeclarator¿¿9126¿v701¿¿¿{"start":{"line":237,"column":10},"end":{"line":237,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6330¿MemberExpression¿¿9126¿¿¿¿{"start":{"line":237,"column":10},"end":{"line":237,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6331¿Identifier¿¿9126¿o¿¿¿{"start":{"line":237,"column":10},"end":{"line":237,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6332¿Identifier¿¿9126¿env¿¿¿{"start":{"line":237,"column":12},"end":{"line":237,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6333¿ExpressionStatement¿¿9126¿¿¿¿{"start":{"line":237,"column":6},"end":{"line":237,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
6334¿AssignmentExpression¿=¿9126¿¿¿¿{"start":{"line":237,"column":6},"end":{"line":237,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿AssignmentExpression
6335¿MemberExpression¿computed¿9126¿¿¿¿{"start":{"line":237,"column":6},"end":{"line":237,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6336¿Identifier¿¿9126¿env¿¿¿{"start":{"line":237,"column":6},"end":{"line":237,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6337¿Identifier¿¿9126¿v701¿¿¿¿¿Identifier
6338¿ArrayExpression¿¿9126¿¿¿¿{"start":{"line":237,"column":19},"end":{"line":237,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ArrayExpression
6339¿BlockStatement¿¿9126¿¿¿¿{"start":{"line":236,"column":21},"end":{"line":238,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BlockStatement
6340¿VariableDeclarator¿¿9126¿v702¿¿¿{"start":{"line":239,"column":8},"end":{"line":239,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6341¿MemberExpression¿¿9126¿¿¿¿{"start":{"line":239,"column":8},"end":{"line":239,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6342¿Identifier¿¿9126¿o¿¿¿{"start":{"line":239,"column":8},"end":{"line":239,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6343¿Identifier¿¿9126¿env¿¿¿{"start":{"line":239,"column":10},"end":{"line":239,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6344¿VariableDeclarator¿¿9126¿v703¿¿¿{"start":{"line":239,"column":4},"end":{"line":239,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6345¿MemberExpression¿computed¿9126¿¿¿¿{"start":{"line":239,"column":4},"end":{"line":239,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6346¿Identifier¿¿9126¿env¿¿¿{"start":{"line":239,"column":4},"end":{"line":239,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6347¿Identifier¿¿9126¿v702¿¿¿¿¿Identifier
6348¿VariableDeclarator¿¿9126¿v704¿¿¿{"start":{"line":239,"column":4},"end":{"line":239,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6349¿CallExpression¿¿9126¿¿¿¿{"start":{"line":239,"column":4},"end":{"line":239,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿CallExpression
6350¿MemberExpression¿¿9126¿¿¿¿{"start":{"line":239,"column":4},"end":{"line":239,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6351¿Identifier¿¿9126¿v703¿¿¿¿¿Identifier
6352¿Identifier¿¿9126¿push¿¿¿{"start":{"line":239,"column":15},"end":{"line":239,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6353¿Identifier¿¿9126¿fullName¿¿¿{"start":{"line":239,"column":20},"end":{"line":239,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6354¿ExpressionStatement¿¿9126¿¿¿¿{"start":{"line":239,"column":4},"end":{"line":239,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿ExpressionStatement
6355¿Identifier¿¿9126¿v704¿¿¿¿¿Identifier
6356¿BlockStatement¿¿9126¿¿¿¿{"start":{"line":235,"column":13},"end":{"line":240,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿BlockStatement
6357¿VariableDeclarator¿¿9126¿v705¿¿¿{"start":{"line":243,"column":6},"end":{"line":243,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6358¿MemberExpression¿¿9126¿¿¿¿{"start":{"line":243,"column":6},"end":{"line":243,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6359¿Identifier¿¿9126¿o¿¿¿{"start":{"line":243,"column":6},"end":{"line":243,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6360¿Identifier¿¿9126¿arg¿¿¿{"start":{"line":243,"column":8},"end":{"line":243,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6361¿IfStatement¿¿9126¿¿¿¿{"start":{"line":243,"column":2},"end":{"line":249,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿IfStatement
6362¿Identifier¿¿9126¿v705¿¿¿¿¿Identifier
6363¿VariableDeclarator¿¿9126¿v706¿¿¿{"start":{"line":244,"column":13},"end":{"line":244,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿VariableDeclarator
6364¿MemberExpression¿¿9126¿¿¿¿{"start":{"line":244,"column":13},"end":{"line":244,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿MemberExpression
6365¿Identifier¿¿9126¿o¿¿¿{"start":{"line":244,"column":13},"end":{"line":244,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
6366¿Identifier¿¿9126¿arg¿¿¿{"start":{"line":244,"column":15},"end":{"line":244,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-jjf5-wx3j-3fv7/src/main.js"}¿¿Identifier
