Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6192¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":949,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Program
6754¿Identifier¿¿11013¿isMergeArrays¿¿¿{"start":{"line":130,"column":66},"end":{"line":130,"column":79},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6755¿ExpressionStatement¿¿11013¿¿¿¿{"start":{"line":130,"column":16},"end":{"line":130,"column":81},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
6756¿Identifier¿¿11013¿v725¿¿¿¿¿Identifier
6757¿BlockStatement¿¿11013¿¿¿¿{"start":{"line":129,"column":17},"end":{"line":131,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
6758¿BlockStatement¿¿11013¿¿¿¿{"start":{"line":118,"column":39},"end":{"line":132,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
6759¿VariableDeclarator¿¿11013¿v726¿¿¿{"start":{"line":134,"column":16},"end":{"line":134,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6760¿BinaryExpression¿!==¿11013¿¿¿¿{"start":{"line":134,"column":16},"end":{"line":134,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BinaryExpression
6761¿Identifier¿¿11013¿value¿¿¿{"start":{"line":134,"column":16},"end":{"line":134,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6762¿Literal¿object¿11013¿¿null¿¿{"start":{"line":134,"column":26},"end":{"line":134,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
6763¿VariableDeclarator¿¿11013¿v727¿¿¿{"start":{"line":135,"column":16},"end":{"line":135,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6764¿BinaryExpression¿!==¿11013¿¿¿¿{"start":{"line":135,"column":16},"end":{"line":135,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BinaryExpression
6765¿Identifier¿¿11013¿value¿¿¿{"start":{"line":135,"column":16},"end":{"line":135,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6766¿Identifier¿¿11013¿undefined¿¿¿{"start":{"line":135,"column":26},"end":{"line":135,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6767¿VariableDeclarator¿¿11013¿v728¿¿¿{"start":{"line":134,"column":16},"end":{"line":135,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6768¿LogicalExpression¿&&¿11013¿¿¿¿{"start":{"line":134,"column":16},"end":{"line":135,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿LogicalExpression
6769¿Identifier¿¿11013¿v726¿¿¿¿¿Identifier
6770¿Identifier¿¿11013¿v727¿¿¿¿¿Identifier
6771¿IfStatement¿¿11013¿¿¿¿{"start":{"line":134,"column":12},"end":{"line":141,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿IfStatement
6772¿Identifier¿¿11013¿v728¿¿¿¿¿Identifier
6773¿ExpressionStatement¿¿11013¿¿¿¿{"start":{"line":137,"column":16},"end":{"line":137,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
6774¿AssignmentExpression¿=¿11013¿¿¿¿{"start":{"line":137,"column":16},"end":{"line":137,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
6775¿MemberExpression¿computed¿11013¿¿¿¿{"start":{"line":137,"column":16},"end":{"line":137,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
6776¿Identifier¿¿11013¿target¿¿¿{"start":{"line":137,"column":16},"end":{"line":137,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6777¿Identifier¿¿11013¿key¿¿¿{"start":{"line":137,"column":23},"end":{"line":137,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6778¿Identifier¿¿11013¿value¿¿¿{"start":{"line":137,"column":30},"end":{"line":137,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6779¿BlockStatement¿¿11013¿¿¿¿{"start":{"line":135,"column":37},"end":{"line":138,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
6780¿VariableDeclarator¿¿11013¿v729¿¿¿{"start":{"line":139,"column":21},"end":{"line":139,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6781¿BinaryExpression¿!==¿11013¿¿¿¿{"start":{"line":139,"column":21},"end":{"line":139,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BinaryExpression
6782¿Identifier¿¿11013¿isNullOverride¿¿¿{"start":{"line":139,"column":21},"end":{"line":139,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6783¿Literal¿boolean¿11013¿¿false¿¿{"start":{"line":139,"column":40},"end":{"line":139,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
6784¿IfStatement¿¿11013¿¿¿¿{"start":{"line":139,"column":17},"end":{"line":141,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿IfStatement
6785¿Identifier¿¿11013¿v729¿¿¿¿¿Identifier
6786¿ExpressionStatement¿¿11013¿¿¿¿{"start":{"line":140,"column":16},"end":{"line":140,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
6787¿AssignmentExpression¿=¿11013¿¿¿¿{"start":{"line":140,"column":16},"end":{"line":140,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
6788¿MemberExpression¿computed¿11013¿¿¿¿{"start":{"line":140,"column":16},"end":{"line":140,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
6789¿Identifier¿¿11013¿target¿¿¿{"start":{"line":140,"column":16},"end":{"line":140,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6790¿Identifier¿¿11013¿key¿¿¿{"start":{"line":140,"column":23},"end":{"line":140,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6791¿Identifier¿¿11013¿value¿¿¿{"start":{"line":140,"column":30},"end":{"line":140,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6792¿BlockStatement¿¿11013¿¿¿¿{"start":{"line":139,"column":47},"end":{"line":141,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
6793¿BlockStatement¿¿11013¿¿¿¿¿¿BlockStatement
6794¿BlockStatement¿¿11013¿¿¿¿{"start":{"line":133,"column":13},"end":{"line":142,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
6795¿VariableDeclarator¿¿11013¿v702¿¿¿{"start":{"line":114,"column":37},"end":{"line":114,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6796¿UpdateExpression¿¿11013¿¿¿¿{"start":{"line":114,"column":37},"end":{"line":114,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿UpdateExpression
6797¿Identifier¿¿11013¿i¿¿¿{"start":{"line":114,"column":39},"end":{"line":114,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6798¿ExpressionStatement¿¿11013¿¿¿¿{"start":{"line":114,"column":4},"end":{"line":143,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
6799¿AssignmentExpression¿=¿11013¿¿¿¿{"start":{"line":114,"column":4},"end":{"line":143,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
6800¿Identifier¿¿11013¿v701¿¿¿{"start":{"line":114,"column":4},"end":{"line":143,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6801¿BinaryExpression¿<¿11013¿¿¿¿{"start":{"line":114,"column":20},"end":{"line":114,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BinaryExpression
6802¿Identifier¿¿11013¿i¿¿¿{"start":{"line":114,"column":20},"end":{"line":114,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6803¿Identifier¿¿11013¿v700¿¿¿¿¿Identifier
6804¿BlockStatement¿¿11013¿¿¿¿¿¿BlockStatement
6805¿ReturnStatement¿¿11013¿¿¿¿{"start":{"line":145,"column":4},"end":{"line":145,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ReturnStatement
6806¿Identifier¿¿11013¿target¿¿¿{"start":{"line":145,"column":11},"end":{"line":145,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6807¿BlockStatement¿¿11013¿¿¿¿{"start":{"line":90,"column":99},"end":{"line":146,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
6808¿ExpressionStatement¿¿10999¿¿¿¿{"start":{"line":90,"column":0},"end":{"line":146,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
6809¿AssignmentExpression¿=¿10999¿¿¿¿{"start":{"line":90,"column":0},"end":{"line":146,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿AssignmentExpression
6810¿MemberExpression¿¿10999¿¿¿¿{"start":{"line":90,"column":0},"end":{"line":90,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
6811¿Identifier¿¿10999¿exports¿¿¿{"start":{"line":90,"column":0},"end":{"line":90,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6812¿Identifier¿¿10999¿merge¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6813¿Identifier¿¿10999¿v730¿¿¿¿¿Identifier
6814¿VariableDeclarator¿exported¿10999¿v746¿¿¿{"start":{"line":151,"column":0},"end":{"line":167,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6815¿FunctionExpression¿¿10999¿anon¿¿¿{"start":{"line":151,"column":26},"end":{"line":167,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿FunctionExpression
6816¿Identifier¿¿0¿defaults¿¿¿{"start":{"line":151,"column":36},"end":{"line":151,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6817¿Identifier¿¿0¿options¿¿¿{"start":{"line":151,"column":46},"end":{"line":151,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6818¿Identifier¿¿0¿isNullOverride¿¿¿{"start":{"line":151,"column":55},"end":{"line":151,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6819¿VariableDeclarator¿¿11024¿v731¿¿¿{"start":{"line":153,"column":31},"end":{"line":153,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6820¿UnaryExpression¿typeof¿11024¿¿¿¿{"start":{"line":153,"column":31},"end":{"line":153,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿UnaryExpression
6821¿Identifier¿¿11024¿defaults¿¿¿{"start":{"line":153,"column":38},"end":{"line":153,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6822¿VariableDeclarator¿¿11024¿v732¿¿¿{"start":{"line":153,"column":31},"end":{"line":153,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6823¿BinaryExpression¿===¿11024¿¿¿¿{"start":{"line":153,"column":31},"end":{"line":153,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BinaryExpression
6824¿Identifier¿¿11024¿v731¿¿¿¿¿Identifier
6825¿Literal¿string¿11024¿¿'object'¿¿{"start":{"line":153,"column":51},"end":{"line":153,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
6826¿VariableDeclarator¿¿11024¿v733¿¿¿{"start":{"line":153,"column":19},"end":{"line":153,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6827¿LogicalExpression¿&&¿11024¿¿¿¿{"start":{"line":153,"column":19},"end":{"line":153,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿LogicalExpression
6828¿Identifier¿¿11024¿defaults¿¿¿{"start":{"line":153,"column":19},"end":{"line":153,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6829¿Identifier¿¿11024¿v732¿¿¿¿¿Identifier
6830¿VariableDeclarator¿¿11024¿v734¿¿¿{"start":{"line":153,"column":4},"end":{"line":153,"column":105},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6831¿CallExpression¿¿11024¿¿¿¿{"start":{"line":153,"column":4},"end":{"line":153,"column":105},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
6832¿MemberExpression¿¿11024¿¿¿¿{"start":{"line":153,"column":4},"end":{"line":153,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
6833¿Identifier¿¿11024¿exports¿¿¿{"start":{"line":153,"column":4},"end":{"line":153,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6834¿Identifier¿¿11024¿assert¿¿¿{"start":{"line":153,"column":12},"end":{"line":153,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6835¿Identifier¿¿11024¿v733¿¿¿¿¿Identifier
6836¿Literal¿string¿11024¿¿'Invalid defaults value: must be an object'¿¿{"start":{"line":153,"column":61},"end":{"line":153,"column":104},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
6837¿ExpressionStatement¿¿11024¿¿¿¿{"start":{"line":153,"column":4},"end":{"line":153,"column":106},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
6838¿Identifier¿¿11024¿v734¿¿¿¿¿Identifier
6839¿VariableDeclarator¿¿11024¿v735¿¿¿{"start":{"line":154,"column":19},"end":{"line":154,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6840¿UnaryExpression¿!¿11024¿¿¿¿{"start":{"line":154,"column":19},"end":{"line":154,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿UnaryExpression
6841¿Identifier¿¿11024¿options¿¿¿{"start":{"line":154,"column":20},"end":{"line":154,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6842¿VariableDeclarator¿¿11024¿v736¿¿¿{"start":{"line":154,"column":31},"end":{"line":154,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6843¿BinaryExpression¿===¿11024¿¿¿¿{"start":{"line":154,"column":31},"end":{"line":154,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BinaryExpression
6844¿Identifier¿¿11024¿options¿¿¿{"start":{"line":154,"column":31},"end":{"line":154,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6845¿Literal¿boolean¿11024¿¿true¿¿{"start":{"line":154,"column":43},"end":{"line":154,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
6846¿VariableDeclarator¿¿11024¿v737¿¿¿{"start":{"line":154,"column":19},"end":{"line":154,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6847¿LogicalExpression¿||¿11024¿¿¿¿{"start":{"line":154,"column":19},"end":{"line":154,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿LogicalExpression
6848¿Identifier¿¿11024¿v735¿¿¿¿¿Identifier
6849¿Identifier¿¿11024¿v736¿¿¿¿¿Identifier
6850¿VariableDeclarator¿¿11024¿v738¿¿¿{"start":{"line":154,"column":51},"end":{"line":154,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6851¿UnaryExpression¿typeof¿11024¿¿¿¿{"start":{"line":154,"column":51},"end":{"line":154,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿UnaryExpression
6852¿Identifier¿¿11024¿options¿¿¿{"start":{"line":154,"column":58},"end":{"line":154,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6853¿VariableDeclarator¿¿11024¿v739¿¿¿{"start":{"line":154,"column":51},"end":{"line":154,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6854¿BinaryExpression¿===¿11024¿¿¿¿{"start":{"line":154,"column":51},"end":{"line":154,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BinaryExpression
6855¿Identifier¿¿11024¿v738¿¿¿¿¿Identifier
6856¿Literal¿string¿11024¿¿'object'¿¿{"start":{"line":154,"column":70},"end":{"line":154,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
6857¿VariableDeclarator¿¿11024¿v740¿¿¿{"start":{"line":154,"column":19},"end":{"line":154,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6858¿LogicalExpression¿||¿11024¿¿¿¿{"start":{"line":154,"column":19},"end":{"line":154,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿LogicalExpression
6859¿Identifier¿¿11024¿v737¿¿¿¿¿Identifier
6860¿Identifier¿¿11024¿v739¿¿¿¿¿Identifier
6861¿VariableDeclarator¿¿11024¿v741¿¿¿{"start":{"line":154,"column":4},"end":{"line":154,"column":138},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6862¿CallExpression¿¿11024¿¿¿¿{"start":{"line":154,"column":4},"end":{"line":154,"column":138},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
6863¿MemberExpression¿¿11024¿¿¿¿{"start":{"line":154,"column":4},"end":{"line":154,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
6864¿Identifier¿¿11024¿exports¿¿¿{"start":{"line":154,"column":4},"end":{"line":154,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6865¿Identifier¿¿11024¿assert¿¿¿{"start":{"line":154,"column":12},"end":{"line":154,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6866¿Identifier¿¿11024¿v740¿¿¿¿¿Identifier
6867¿Literal¿string¿11024¿¿'Invalid options value: must be true, falsy or an object'¿¿{"start":{"line":154,"column":80},"end":{"line":154,"column":137},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
6868¿ExpressionStatement¿¿11024¿¿¿¿{"start":{"line":154,"column":4},"end":{"line":154,"column":139},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ExpressionStatement
6869¿Identifier¿¿11024¿v741¿¿¿¿¿Identifier
6870¿VariableDeclarator¿¿11024¿v742¿¿¿{"start":{"line":156,"column":8},"end":{"line":156,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6871¿UnaryExpression¿!¿11024¿¿¿¿{"start":{"line":156,"column":8},"end":{"line":156,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿UnaryExpression
6872¿Identifier¿¿11024¿options¿¿¿{"start":{"line":156,"column":9},"end":{"line":156,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6873¿IfStatement¿¿11024¿¿¿¿{"start":{"line":156,"column":4},"end":{"line":158,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿IfStatement
6874¿Identifier¿¿11024¿v742¿¿¿¿¿Identifier
6875¿ReturnStatement¿¿11024¿¿¿¿{"start":{"line":157,"column":8},"end":{"line":157,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ReturnStatement
6876¿Literal¿object¿11024¿¿null¿¿{"start":{"line":157,"column":15},"end":{"line":157,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
6877¿BlockStatement¿¿11024¿¿¿¿{"start":{"line":156,"column":18},"end":{"line":158,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
6878¿VariableDeclarator¿¿11024¿copy¿¿¿{"start":{"line":160,"column":10},"end":{"line":160,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6879¿CallExpression¿¿11024¿¿¿¿{"start":{"line":160,"column":17},"end":{"line":160,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
6880¿MemberExpression¿¿11024¿¿¿¿{"start":{"line":160,"column":17},"end":{"line":160,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿MemberExpression
6881¿Identifier¿¿11024¿exports¿¿¿{"start":{"line":160,"column":17},"end":{"line":160,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6882¿Identifier¿¿11024¿clone¿¿¿{"start":{"line":160,"column":25},"end":{"line":160,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6883¿Identifier¿¿11024¿defaults¿¿¿{"start":{"line":160,"column":31},"end":{"line":160,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6884¿VariableDeclarator¿¿11024¿v743¿¿¿{"start":{"line":162,"column":8},"end":{"line":162,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6885¿BinaryExpression¿===¿11024¿¿¿¿{"start":{"line":162,"column":8},"end":{"line":162,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BinaryExpression
6886¿Identifier¿¿11024¿options¿¿¿{"start":{"line":162,"column":8},"end":{"line":162,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6887¿Literal¿boolean¿11024¿¿true¿¿{"start":{"line":162,"column":20},"end":{"line":162,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
6888¿IfStatement¿¿11024¿¿¿¿{"start":{"line":162,"column":4},"end":{"line":164,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿IfStatement
6889¿Identifier¿¿11024¿v743¿¿¿¿¿Identifier
6890¿ReturnStatement¿¿11024¿¿¿¿{"start":{"line":163,"column":8},"end":{"line":163,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿ReturnStatement
6891¿Identifier¿¿11024¿copy¿¿¿{"start":{"line":163,"column":15},"end":{"line":163,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6892¿BlockStatement¿¿11024¿¿¿¿{"start":{"line":162,"column":26},"end":{"line":164,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BlockStatement
6893¿VariableDeclarator¿¿11024¿v744¿¿¿{"start":{"line":166,"column":40},"end":{"line":166,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6894¿BinaryExpression¿===¿11024¿¿¿¿{"start":{"line":166,"column":40},"end":{"line":166,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿BinaryExpression
6895¿Identifier¿¿11024¿isNullOverride¿¿¿{"start":{"line":166,"column":40},"end":{"line":166,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Identifier
6896¿Literal¿boolean¿11024¿¿true¿¿{"start":{"line":166,"column":59},"end":{"line":166,"column":63},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿Literal
6897¿VariableDeclarator¿¿11024¿v745¿¿¿{"start":{"line":166,"column":11},"end":{"line":166,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿VariableDeclarator
6898¿CallExpression¿¿11024¿¿¿¿{"start":{"line":166,"column":11},"end":{"line":166,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/hoek_5.0.0/src/index.js"}¿¿CallExpression
