Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3216¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":597,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Program
3733¿MemberExpression¿computed¿5556¿¿¿¿{"start":{"line":158,"column":40},"end":{"line":158,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3734¿Identifier¿¿5556¿tmp¿¿¿{"start":{"line":158,"column":40},"end":{"line":158,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3735¿Literal¿number¿5556¿¿0¿¿{"start":{"line":158,"column":44},"end":{"line":158,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3736¿VariableDeclarator¿¿5556¿selectedItemTitle¿¿¿{"start":{"line":158,"column":20},"end":{"line":158,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3737¿CallExpression¿¿5556¿¿¿¿{"start":{"line":158,"column":40},"end":{"line":158,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
3738¿MemberExpression¿¿5556¿¿¿¿{"start":{"line":158,"column":40},"end":{"line":158,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3739¿Identifier¿¿5556¿v329¿¿¿¿¿Identifier
3740¿Identifier¿¿5556¿trim¿¿¿{"start":{"line":158,"column":47},"end":{"line":158,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3741¿VariableDeclarator¿¿5556¿v330¿¿¿{"start":{"line":159,"column":24},"end":{"line":159,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3742¿MemberExpression¿computed¿5556¿¿¿¿{"start":{"line":159,"column":24},"end":{"line":159,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3743¿Identifier¿¿5556¿tmp¿¿¿{"start":{"line":159,"column":24},"end":{"line":159,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3744¿Literal¿number¿5556¿¿1¿¿{"start":{"line":159,"column":28},"end":{"line":159,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3745¿ExpressionStatement¿¿5556¿¿¿¿{"start":{"line":159,"column":16},"end":{"line":159,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3746¿AssignmentExpression¿=¿5556¿¿¿¿{"start":{"line":159,"column":16},"end":{"line":159,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿AssignmentExpression
3747¿Identifier¿¿5556¿query¿¿¿{"start":{"line":159,"column":16},"end":{"line":159,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3748¿CallExpression¿¿5556¿¿¿¿{"start":{"line":159,"column":24},"end":{"line":159,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
3749¿MemberExpression¿¿5556¿¿¿¿{"start":{"line":159,"column":24},"end":{"line":159,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3750¿Identifier¿¿5556¿v330¿¿¿¿¿Identifier
3751¿Identifier¿¿5556¿trim¿¿¿{"start":{"line":159,"column":31},"end":{"line":159,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3752¿VariableDeclarator¿¿5556¿v331¿¿¿{"start":{"line":161,"column":16},"end":{"line":161,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3753¿CallExpression¿¿5556¿¿¿¿{"start":{"line":161,"column":16},"end":{"line":161,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
3754¿Identifier¿¿5556¿saveUsage¿¿¿{"start":{"line":161,"column":16},"end":{"line":161,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3755¿Identifier¿¿5556¿query¿¿¿{"start":{"line":161,"column":26},"end":{"line":161,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3756¿Identifier¿¿5556¿selectedItemTitle¿¿¿{"start":{"line":161,"column":33},"end":{"line":161,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3757¿ExpressionStatement¿¿5556¿¿¿¿{"start":{"line":161,"column":16},"end":{"line":161,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3758¿Identifier¿¿5556¿v331¿¿¿¿¿Identifier
3759¿VariableDeclarator¿¿5556¿v332¿¿¿{"start":{"line":163,"column":34},"end":{"line":163,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3760¿BinaryExpression¿+¿5556¿¿¿¿{"start":{"line":163,"column":34},"end":{"line":163,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BinaryExpression
3761¿Literal¿string¿5556¿¿'menuItemSelected-'¿¿{"start":{"line":163,"column":34},"end":{"line":163,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Literal
3762¿Identifier¿¿5556¿action¿¿¿{"start":{"line":163,"column":56},"end":{"line":163,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3763¿VariableDeclarator¿¿5556¿v333¿¿¿{"start":{"line":163,"column":90},"end":{"line":163,"column":120},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3764¿CallExpression¿¿5556¿¿¿¿{"start":{"line":163,"column":90},"end":{"line":163,"column":120},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
3765¿Identifier¿¿5556¿getItemData¿¿¿{"start":{"line":163,"column":90},"end":{"line":163,"column":101},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3766¿Identifier¿¿5556¿selectedItemTitle¿¿¿{"start":{"line":163,"column":102},"end":{"line":163,"column":119},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3767¿VariableDeclarator¿¿5556¿v334¿¿¿{"start":{"line":163,"column":16},"end":{"line":163,"column":121},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3768¿CallExpression¿¿5556¿¿¿¿{"start":{"line":163,"column":16},"end":{"line":163,"column":121},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
3769¿MemberExpression¿¿5556¿¿¿¿{"start":{"line":163,"column":16},"end":{"line":163,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3770¿Identifier¿¿5556¿eventEmitter¿¿¿{"start":{"line":163,"column":16},"end":{"line":163,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3771¿Identifier¿¿5556¿emit¿¿¿{"start":{"line":163,"column":29},"end":{"line":163,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3772¿Identifier¿¿5556¿v332¿¿¿¿¿Identifier
3773¿Identifier¿¿5556¿query¿¿¿{"start":{"line":163,"column":64},"end":{"line":163,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3774¿Identifier¿¿5556¿selectedItemTitle¿¿¿{"start":{"line":163,"column":71},"end":{"line":163,"column":88},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3775¿Identifier¿¿5556¿v333¿¿¿¿¿Identifier
3776¿ExpressionStatement¿¿5556¿¿¿¿{"start":{"line":163,"column":16},"end":{"line":163,"column":122},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3777¿Identifier¿¿5556¿v334¿¿¿¿¿Identifier
3778¿BlockStatement¿¿5556¿¿¿¿{"start":{"line":155,"column":19},"end":{"line":164,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BlockStatement
3779¿BlockStatement¿¿5556¿¿¿¿{"start":{"line":151,"column":40},"end":{"line":165,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BlockStatement
3780¿VariableDeclarator¿¿5548¿v337¿¿¿{"start":{"line":170,"column":15},"end":{"line":172,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3781¿FunctionExpression¿¿5548¿anon¿¿¿{"start":{"line":170,"column":15},"end":{"line":172,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿FunctionExpression
3782¿VariableDeclarator¿¿5559¿v336¿¿¿{"start":{"line":171,"column":12},"end":{"line":171,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3783¿CallExpression¿¿5559¿¿¿¿{"start":{"line":171,"column":12},"end":{"line":171,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
3784¿MemberExpression¿¿5559¿¿¿¿{"start":{"line":171,"column":12},"end":{"line":171,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3785¿Identifier¿¿5559¿eventEmitter¿¿¿{"start":{"line":171,"column":12},"end":{"line":171,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3786¿Identifier¿¿5559¿removeAllListeners¿¿¿{"start":{"line":171,"column":25},"end":{"line":171,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3787¿ExpressionStatement¿¿5559¿¿¿¿{"start":{"line":171,"column":12},"end":{"line":171,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3788¿Identifier¿¿5559¿v336¿¿¿¿¿Identifier
3789¿BlockStatement¿¿5559¿¿¿¿{"start":{"line":170,"column":26},"end":{"line":172,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BlockStatement
3790¿VariableDeclarator¿¿5548¿v338¿¿¿{"start":{"line":127,"column":11},"end":{"line":173,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3791¿ObjectExpression¿¿5548¿¿¿¿¿¿ObjectExpression
3792¿ExpressionStatement¿¿5548¿¿¿¿{"start":{"line":127,"column":11},"end":{"line":173,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3793¿AssignmentExpression¿=¿5548¿¿¿¿{"start":{"line":127,"column":11},"end":{"line":173,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿AssignmentExpression
3794¿MemberExpression¿¿5548¿¿¿¿{"start":{"line":127,"column":11},"end":{"line":173,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3795¿Identifier¿¿5548¿v338¿¿¿¿¿Identifier
3796¿Identifier¿¿5548¿onAction¿¿¿{"start":{"line":131,"column":8},"end":{"line":131,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3797¿Identifier¿¿5548¿v313¿¿¿¿¿Identifier
3798¿ExpressionStatement¿¿5548¿¿¿¿{"start":{"line":127,"column":11},"end":{"line":173,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3799¿AssignmentExpression¿=¿5548¿¿¿¿{"start":{"line":127,"column":11},"end":{"line":173,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿AssignmentExpression
3800¿MemberExpression¿¿5548¿¿¿¿{"start":{"line":127,"column":11},"end":{"line":173,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3801¿Identifier¿¿5548¿v338¿¿¿¿¿Identifier
3802¿Identifier¿¿5548¿onMenuItemSelected¿¿¿{"start":{"line":141,"column":8},"end":{"line":141,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3803¿Identifier¿¿5548¿v319¿¿¿¿¿Identifier
3804¿ExpressionStatement¿¿5548¿¿¿¿{"start":{"line":127,"column":11},"end":{"line":173,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3805¿AssignmentExpression¿=¿5548¿¿¿¿{"start":{"line":127,"column":11},"end":{"line":173,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿AssignmentExpression
3806¿MemberExpression¿¿5548¿¿¿¿{"start":{"line":127,"column":11},"end":{"line":173,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3807¿Identifier¿¿5548¿v338¿¿¿¿¿Identifier
3808¿Identifier¿¿5548¿handle¿¿¿{"start":{"line":151,"column":8},"end":{"line":151,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3809¿Identifier¿¿5548¿v335¿¿¿¿¿Identifier
3810¿ExpressionStatement¿¿5548¿¿¿¿{"start":{"line":127,"column":11},"end":{"line":173,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3811¿AssignmentExpression¿=¿5548¿¿¿¿{"start":{"line":127,"column":11},"end":{"line":173,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿AssignmentExpression
3812¿MemberExpression¿¿5548¿¿¿¿{"start":{"line":127,"column":11},"end":{"line":173,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3813¿Identifier¿¿5548¿v338¿¿¿¿¿Identifier
3814¿Identifier¿¿5548¿clear¿¿¿{"start":{"line":170,"column":8},"end":{"line":170,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3815¿Identifier¿¿5548¿v337¿¿¿¿¿Identifier
3816¿ReturnStatement¿¿5548¿¿¿¿{"start":{"line":127,"column":4},"end":{"line":173,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ReturnStatement
3817¿Identifier¿¿5548¿v338¿¿¿¿¿Identifier
3818¿BlockStatement¿¿5548¿¿¿¿{"start":{"line":124,"column":32},"end":{"line":174,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BlockStatement
3819¿VariableDeclarator¿¿5522¿ActionHandler¿¿¿{"start":{"line":124,"column":4},"end":{"line":174,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3820¿CallExpression¿¿5522¿¿¿¿{"start":{"line":124,"column":20},"end":{"line":174,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
3821¿Identifier¿¿5522¿v339¿¿¿¿¿Identifier
3822¿VariableDeclarator¿exported¿5522¿Item¿¿¿{"start":{"line":177,"column":0},"end":{"line":184,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3823¿FunctionExpression¿¿5522¿anon¿¿¿{"start":{"line":177,"column":0},"end":{"line":184,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿FunctionExpression
3824¿Identifier¿¿0¿data¿¿¿{"start":{"line":177,"column":14},"end":{"line":177,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3825¿ExpressionStatement¿¿5561¿¿¿¿{"start":{"line":179,"column":4},"end":{"line":179,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3826¿AssignmentExpression¿=¿5561¿¿¿¿{"start":{"line":179,"column":4},"end":{"line":179,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿AssignmentExpression
3827¿Identifier¿¿5561¿data¿¿¿{"start":{"line":179,"column":4},"end":{"line":179,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3828¿CallExpression¿¿5561¿¿¿¿{"start":{"line":179,"column":11},"end":{"line":179,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
3829¿Identifier¿¿5561¿_removeEmptyProperties¿¿¿{"start":{"line":179,"column":11},"end":{"line":179,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3830¿Identifier¿¿5561¿data¿¿¿{"start":{"line":179,"column":34},"end":{"line":179,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3831¿VariableDeclarator¿¿5561¿key¿¿¿{"start":{"line":181,"column":13},"end":{"line":181,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3832¿ForInStatement¿¿5561¿¿¿¿{"start":{"line":181,"column":4},"end":{"line":183,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ForInStatement
3833¿Identifier¿¿5561¿key¿¿¿{"start":{"line":181,"column":13},"end":{"line":181,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3834¿Identifier¿¿5561¿data¿¿¿{"start":{"line":181,"column":20},"end":{"line":181,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3835¿VariableDeclarator¿¿5561¿v340¿¿¿{"start":{"line":182,"column":8},"end":{"line":182,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3836¿MemberExpression¿computed¿5561¿¿¿¿{"start":{"line":182,"column":20},"end":{"line":182,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3837¿Identifier¿¿5561¿data¿¿¿{"start":{"line":182,"column":20},"end":{"line":182,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3838¿Identifier¿¿5561¿key¿¿¿{"start":{"line":182,"column":25},"end":{"line":182,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3839¿ExpressionStatement¿¿5561¿¿¿¿{"start":{"line":182,"column":8},"end":{"line":182,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3840¿AssignmentExpression¿=¿5561¿¿¿¿{"start":{"line":182,"column":8},"end":{"line":182,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿AssignmentExpression
3841¿MemberExpression¿computed¿5561¿¿¿¿{"start":{"line":182,"column":8},"end":{"line":182,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3842¿ThisExpression¿¿5561¿¿¿¿{"start":{"line":182,"column":8},"end":{"line":182,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ThisExpression
3843¿Identifier¿¿5561¿key¿¿¿{"start":{"line":182,"column":13},"end":{"line":182,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3844¿Identifier¿¿5561¿v340¿¿¿¿¿Identifier
3845¿BlockStatement¿¿5561¿¿¿¿{"start":{"line":181,"column":26},"end":{"line":183,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BlockStatement
3846¿BlockStatement¿¿5561¿¿¿¿{"start":{"line":177,"column":20},"end":{"line":184,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿BlockStatement
3847¿VariableDeclarator¿¿5522¿v341¿¿¿{"start":{"line":189,"column":0},"end":{"line":189,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3848¿MemberExpression¿¿5522¿¿¿¿{"start":{"line":189,"column":0},"end":{"line":189,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3849¿Identifier¿¿5522¿Item¿¿¿{"start":{"line":189,"column":0},"end":{"line":189,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3850¿Identifier¿¿5522¿prototype¿¿¿{"start":{"line":189,"column":5},"end":{"line":189,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3851¿VariableDeclarator¿¿5522¿v359¿¿¿{"start":{"line":189,"column":0},"end":{"line":209,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3852¿FunctionExpression¿¿5522¿anon¿¿¿{"start":{"line":189,"column":26},"end":{"line":209,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿FunctionExpression
3853¿VariableDeclarator¿¿5564¿v342¿¿¿{"start":{"line":190,"column":26},"end":{"line":190,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3854¿MemberExpression¿¿5564¿¿¿¿{"start":{"line":190,"column":26},"end":{"line":190,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿MemberExpression
3855¿ThisExpression¿¿5564¿¿¿¿{"start":{"line":190,"column":26},"end":{"line":190,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ThisExpression
3856¿Identifier¿¿5564¿arg¿¿¿{"start":{"line":190,"column":31},"end":{"line":190,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3857¿VariableDeclarator¿¿5564¿v343¿¿¿{"start":{"line":190,"column":4},"end":{"line":190,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿VariableDeclarator
3858¿CallExpression¿¿5564¿¿¿¿{"start":{"line":190,"column":15},"end":{"line":190,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿CallExpression
3859¿Identifier¿¿5564¿_updateArg¿¿¿{"start":{"line":190,"column":15},"end":{"line":190,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿Identifier
3860¿Identifier¿¿5564¿v342¿¿¿¿¿Identifier
3861¿ExpressionStatement¿¿5564¿¿¿¿{"start":{"line":190,"column":4},"end":{"line":190,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿ExpressionStatement
3862¿AssignmentExpression¿=¿5564¿¿¿¿{"start":{"line":190,"column":4},"end":{"line":190,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/alfred-workflow-nodejs_2.0.1/src/alfredNode.js"}¿¿AssignmentExpression
