Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
684¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":98,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Program
822¿MemberExpression¿¿1209¿¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
823¿Identifier¿¿1209¿opts¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
824¿Identifier¿¿1209¿deep¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
825¿VariableDeclarator¿¿1209¿v85¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
826¿MemberExpression¿¿1209¿¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
827¿Identifier¿¿1209¿opts¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
828¿Identifier¿¿1209¿_innerMixer¿¿¿{"start":{"line":46,"column":25},"end":{"line":46,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
829¿VariableDeclarator¿¿1209¿v86¿¿¿{"start":{"line":46,"column":19},"end":{"line":46,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
830¿UnaryExpression¿!¿1209¿¿¿¿{"start":{"line":46,"column":19},"end":{"line":46,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿UnaryExpression
831¿Identifier¿¿1209¿v85¿¿¿¿¿Identifier
832¿VariableDeclarator¿¿1209¿v87¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
833¿LogicalExpression¿&&¿1209¿¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿LogicalExpression
834¿Identifier¿¿1209¿v84¿¿¿¿¿Identifier
835¿Identifier¿¿1209¿v86¿¿¿¿¿Identifier
836¿IfStatement¿¿1209¿¿¿¿{"start":{"line":46,"column":2},"end":{"line":49,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿IfStatement
837¿Identifier¿¿1209¿v87¿¿¿¿¿Identifier
838¿ExpressionStatement¿¿1209¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ExpressionStatement
839¿AssignmentExpression¿=¿1209¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿AssignmentExpression
840¿MemberExpression¿¿1209¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
841¿Identifier¿¿1209¿opts¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
842¿Identifier¿¿1209¿_innerMixer¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
843¿Literal¿boolean¿1209¿¿true¿¿{"start":{"line":47,"column":23},"end":{"line":47,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
844¿VariableDeclarator¿¿1209¿v88¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
845¿CallExpression¿¿1209¿¿¿¿{"start":{"line":48,"column":23},"end":{"line":48,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿CallExpression
846¿Identifier¿¿1209¿mixer¿¿¿{"start":{"line":48,"column":23},"end":{"line":48,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
847¿Identifier¿¿1209¿opts¿¿¿{"start":{"line":48,"column":29},"end":{"line":48,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
848¿ExpressionStatement¿¿1209¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ExpressionStatement
849¿AssignmentExpression¿=¿1209¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿AssignmentExpression
850¿MemberExpression¿¿1209¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
851¿Identifier¿¿1209¿opts¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
852¿Identifier¿¿1209¿_innerMixer¿¿¿{"start":{"line":48,"column":9},"end":{"line":48,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
853¿Identifier¿¿1209¿v88¿¿¿¿¿Identifier
854¿BlockStatement¿¿1209¿¿¿¿{"start":{"line":46,"column":38},"end":{"line":49,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿BlockStatement
855¿VariableDeclarator¿¿1209¿v139¿¿¿{"start":{"line":59,"column":9},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
856¿FunctionExpression¿¿1209¿mix¿¿¿{"start":{"line":59,"column":9},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿FunctionExpression
857¿Identifier¿¿0¿target¿¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
858¿VariableDeclarator¿¿1213¿_len¿¿¿{"start":{"line":60,"column":13},"end":{"line":60,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
859¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":60,"column":20},"end":{"line":60,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
860¿Identifier¿¿1213¿arguments¿¿¿{"start":{"line":60,"column":20},"end":{"line":60,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
861¿Identifier¿¿1213¿length¿¿¿{"start":{"line":60,"column":30},"end":{"line":60,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
862¿VariableDeclarator¿¿1213¿v89¿¿¿{"start":{"line":60,"column":54},"end":{"line":60,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
863¿BinaryExpression¿>¿1213¿¿¿¿{"start":{"line":60,"column":54},"end":{"line":60,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿BinaryExpression
864¿Identifier¿¿1213¿_len¿¿¿{"start":{"line":60,"column":54},"end":{"line":60,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
865¿Literal¿number¿1213¿¿1¿¿{"start":{"line":60,"column":61},"end":{"line":60,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
866¿VariableDeclarator¿¿1213¿v90¿¿¿{"start":{"line":60,"column":65},"end":{"line":60,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
867¿BinaryExpression¿-¿1213¿¿¿¿{"start":{"line":60,"column":65},"end":{"line":60,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿BinaryExpression
868¿Identifier¿¿1213¿_len¿¿¿{"start":{"line":60,"column":65},"end":{"line":60,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
869¿Literal¿number¿1213¿¿1¿¿{"start":{"line":60,"column":72},"end":{"line":60,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
870¿VariableDeclarator¿¿1213¿v91¿¿¿{"start":{"line":60,"column":54},"end":{"line":60,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
871¿IfStatement¿¿1213¿¿¿¿{"start":{"line":60,"column":54},"end":{"line":60,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿IfStatement
872¿Identifier¿¿1213¿v89¿¿¿¿¿Identifier
873¿ExpressionStatement¿¿1213¿¿¿¿{"start":{"line":60,"column":54},"end":{"line":60,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ExpressionStatement
874¿AssignmentExpression¿=¿1213¿¿¿¿{"start":{"line":60,"column":54},"end":{"line":60,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿AssignmentExpression
875¿Identifier¿¿1213¿v91¿¿¿¿¿Identifier
876¿Identifier¿¿1213¿v90¿¿¿¿¿Identifier
877¿BlockStatement¿¿1213¿¿¿¿¿¿BlockStatement
878¿ExpressionStatement¿¿1213¿¿¿¿{"start":{"line":60,"column":54},"end":{"line":60,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ExpressionStatement
879¿AssignmentExpression¿=¿1213¿¿¿¿{"start":{"line":60,"column":54},"end":{"line":60,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿AssignmentExpression
880¿Identifier¿¿1213¿v91¿¿¿¿¿Identifier
881¿Literal¿number¿1213¿¿0¿¿{"start":{"line":60,"column":76},"end":{"line":60,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
882¿BlockStatement¿¿1213¿¿¿¿¿¿BlockStatement
883¿VariableDeclarator¿¿1213¿sources¿¿¿{"start":{"line":60,"column":38},"end":{"line":60,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
884¿CallExpression¿¿1213¿¿¿¿{"start":{"line":60,"column":48},"end":{"line":60,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿CallExpression
885¿Identifier¿¿1213¿Array¿¿¿{"start":{"line":60,"column":48},"end":{"line":60,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
886¿Identifier¿¿1213¿v91¿¿¿¿¿Identifier
887¿VariableDeclarator¿¿1213¿_key¿¿¿{"start":{"line":60,"column":80},"end":{"line":60,"column":88},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
888¿Literal¿number¿1213¿¿1¿¿{"start":{"line":60,"column":87},"end":{"line":60,"column":88},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
889¿VariableDeclarator¿¿1213¿v92¿¿¿{"start":{"line":60,"column":90},"end":{"line":60,"column":101},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
890¿BinaryExpression¿<¿1213¿¿¿¿{"start":{"line":60,"column":90},"end":{"line":60,"column":101},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿BinaryExpression
891¿Identifier¿¿1213¿_key¿¿¿{"start":{"line":60,"column":90},"end":{"line":60,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
892¿Identifier¿¿1213¿_len¿¿¿{"start":{"line":60,"column":97},"end":{"line":60,"column":101},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
893¿WhileStatement¿¿1213¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":62,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿WhileStatement
894¿Identifier¿¿1213¿v92¿¿¿¿¿Identifier
895¿VariableDeclarator¿¿1213¿v94¿¿¿{"start":{"line":61,"column":14},"end":{"line":61,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
896¿BinaryExpression¿-¿1213¿¿¿¿{"start":{"line":61,"column":14},"end":{"line":61,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿BinaryExpression
897¿Identifier¿¿1213¿_key¿¿¿{"start":{"line":61,"column":14},"end":{"line":61,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
898¿Literal¿number¿1213¿¿1¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
899¿VariableDeclarator¿¿1213¿v95¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
900¿MemberExpression¿computed¿1213¿¿¿¿{"start":{"line":61,"column":26},"end":{"line":61,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
901¿Identifier¿¿1213¿arguments¿¿¿{"start":{"line":61,"column":26},"end":{"line":61,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
902¿Identifier¿¿1213¿_key¿¿¿{"start":{"line":61,"column":36},"end":{"line":61,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
903¿ExpressionStatement¿¿1213¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ExpressionStatement
904¿AssignmentExpression¿=¿1213¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿AssignmentExpression
905¿MemberExpression¿computed¿1213¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
906¿Identifier¿¿1213¿sources¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
907¿Identifier¿¿1213¿v94¿¿¿¿¿Identifier
908¿Identifier¿¿1213¿v95¿¿¿¿¿Identifier
909¿VariableDeclarator¿¿1213¿v93¿¿¿{"start":{"line":60,"column":103},"end":{"line":60,"column":109},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
910¿UpdateExpression¿¿1213¿¿¿¿{"start":{"line":60,"column":103},"end":{"line":60,"column":109},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿UpdateExpression
911¿Identifier¿¿1213¿_key¿¿¿{"start":{"line":60,"column":103},"end":{"line":60,"column":107},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
912¿ExpressionStatement¿¿1213¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":62,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿ExpressionStatement
913¿AssignmentExpression¿=¿1213¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":62,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿AssignmentExpression
914¿Identifier¿¿1213¿v92¿¿¿{"start":{"line":60,"column":4},"end":{"line":62,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
915¿BinaryExpression¿<¿1213¿¿¿¿{"start":{"line":60,"column":90},"end":{"line":60,"column":101},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿BinaryExpression
916¿Identifier¿¿1213¿_key¿¿¿{"start":{"line":60,"column":90},"end":{"line":60,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
917¿Identifier¿¿1213¿_len¿¿¿{"start":{"line":60,"column":97},"end":{"line":60,"column":101},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
918¿BlockStatement¿¿1213¿¿¿¿¿¿BlockStatement
919¿VariableDeclarator¿¿1213¿v96¿¿¿{"start":{"line":65,"column":12},"end":{"line":65,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
920¿MemberExpression¿computed¿1213¿¿¿¿{"start":{"line":65,"column":12},"end":{"line":65,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
921¿Identifier¿¿1213¿_lodashLangIsUndefined2¿¿¿{"start":{"line":65,"column":12},"end":{"line":65,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
922¿Literal¿string¿1213¿¿'default'¿¿{"start":{"line":65,"column":36},"end":{"line":65,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
923¿VariableDeclarator¿¿1213¿v97¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
924¿CallExpression¿¿1213¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿CallExpression
925¿SequenceExpression¿¿1213¿¿¿¿{"start":{"line":65,"column":9},"end":{"line":65,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿SequenceExpression
926¿Literal¿number¿1213¿¿0¿¿{"start":{"line":65,"column":9},"end":{"line":65,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
927¿Identifier¿¿1213¿v96¿¿¿¿¿Identifier
928¿Identifier¿¿1213¿target¿¿¿{"start":{"line":65,"column":48},"end":{"line":65,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
929¿VariableDeclarator¿¿1213¿v98¿¿¿{"start":{"line":65,"column":60},"end":{"line":65,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
930¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":65,"column":60},"end":{"line":65,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
931¿Identifier¿¿1213¿opts¿¿¿{"start":{"line":65,"column":60},"end":{"line":65,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
932¿Identifier¿¿1213¿noOverwrite¿¿¿{"start":{"line":65,"column":65},"end":{"line":65,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
933¿VariableDeclarator¿¿1213¿v99¿¿¿{"start":{"line":65,"column":59},"end":{"line":65,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
934¿UnaryExpression¿!¿1213¿¿¿¿{"start":{"line":65,"column":59},"end":{"line":65,"column":76},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿UnaryExpression
935¿Identifier¿¿1213¿v98¿¿¿¿¿Identifier
936¿VariableDeclarator¿¿1213¿v100¿¿¿{"start":{"line":65,"column":85},"end":{"line":65,"column":116},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
937¿MemberExpression¿computed¿1213¿¿¿¿{"start":{"line":65,"column":85},"end":{"line":65,"column":116},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
938¿Identifier¿¿1213¿_lodashLangIsObject2¿¿¿{"start":{"line":65,"column":85},"end":{"line":65,"column":105},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
939¿Literal¿string¿1213¿¿'default'¿¿{"start":{"line":65,"column":106},"end":{"line":65,"column":115},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
940¿VariableDeclarator¿¿1213¿v101¿¿¿{"start":{"line":65,"column":81},"end":{"line":65,"column":125},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
941¿CallExpression¿¿1213¿¿¿¿{"start":{"line":65,"column":81},"end":{"line":65,"column":125},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿CallExpression
942¿SequenceExpression¿¿1213¿¿¿¿{"start":{"line":65,"column":82},"end":{"line":65,"column":116},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿SequenceExpression
943¿Literal¿number¿1213¿¿0¿¿{"start":{"line":65,"column":82},"end":{"line":65,"column":83},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
944¿Identifier¿¿1213¿v100¿¿¿¿¿Identifier
945¿Identifier¿¿1213¿target¿¿¿{"start":{"line":65,"column":118},"end":{"line":65,"column":124},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
946¿VariableDeclarator¿¿1213¿v102¿¿¿{"start":{"line":65,"column":80},"end":{"line":65,"column":125},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
947¿UnaryExpression¿!¿1213¿¿¿¿{"start":{"line":65,"column":80},"end":{"line":65,"column":125},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿UnaryExpression
948¿Identifier¿¿1213¿v101¿¿¿¿¿Identifier
949¿VariableDeclarator¿¿1213¿v103¿¿¿{"start":{"line":65,"column":59},"end":{"line":65,"column":125},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
950¿LogicalExpression¿&&¿1213¿¿¿¿{"start":{"line":65,"column":59},"end":{"line":65,"column":125},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿LogicalExpression
951¿Identifier¿¿1213¿v99¿¿¿¿¿Identifier
952¿Identifier¿¿1213¿v102¿¿¿¿¿Identifier
953¿VariableDeclarator¿¿1213¿v104¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":125},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
954¿LogicalExpression¿||¿1213¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":125},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿LogicalExpression
955¿Identifier¿¿1213¿v97¿¿¿¿¿Identifier
956¿Identifier¿¿1213¿v103¿¿¿¿¿Identifier
957¿IfStatement¿¿1213¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":71,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿IfStatement
958¿Identifier¿¿1213¿v104¿¿¿¿¿Identifier
959¿VariableDeclarator¿¿1213¿v105¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
960¿MemberExpression¿¿1213¿¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿MemberExpression
961¿Identifier¿¿1213¿sources¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
962¿Identifier¿¿1213¿length¿¿¿{"start":{"line":66,"column":18},"end":{"line":66,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Identifier
963¿VariableDeclarator¿¿1213¿v106¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿VariableDeclarator
964¿BinaryExpression¿>¿1213¿¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿BinaryExpression
965¿Identifier¿¿1213¿v105¿¿¿¿¿Identifier
966¿Literal¿number¿1213¿¿1¿¿{"start":{"line":66,"column":27},"end":{"line":66,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/supermixer_1.0.3/src/mixer.js"}¿¿Literal
