Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
795¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":92,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Program
932¿ExpressionStatement¿¿1365¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
933¿AssignmentExpression¿=¿1365¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿AssignmentExpression
934¿MemberExpression¿¿1365¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
935¿ThisExpression¿¿1365¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
936¿Identifier¿¿1365¿filePath¿¿¿{"start":{"line":27,"column":9},"end":{"line":27,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
937¿Identifier¿¿1365¿v84¿¿¿¿¿Identifier
938¿VariableDeclarator¿¿1365¿v85¿¿¿{"start":{"line":28,"column":11},"end":{"line":28,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
939¿MemberExpression¿¿1365¿¿¿¿{"start":{"line":28,"column":11},"end":{"line":28,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
940¿ThisExpression¿¿1365¿¿¿¿{"start":{"line":28,"column":11},"end":{"line":28,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
941¿Identifier¿¿1365¿filePath¿¿¿{"start":{"line":28,"column":16},"end":{"line":28,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
942¿ReturnStatement¿¿1365¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":28,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ReturnStatement
943¿Identifier¿¿1365¿v85¿¿¿¿¿Identifier
944¿BlockStatement¿¿1365¿¿¿¿{"start":{"line":21,"column":27},"end":{"line":29,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
945¿VariableDeclarator¿¿1357¿v98¿¿¿{"start":{"line":30,"column":15},"end":{"line":47,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
946¿FunctionExpression¿¿1357¿anon¿¿¿{"start":{"line":30,"column":15},"end":{"line":47,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿FunctionExpression
947¿Identifier¿¿0¿callback¿¿¿{"start":{"line":30,"column":25},"end":{"line":30,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
948¿VariableDeclarator¿¿1368¿v87¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
949¿MemberExpression¿¿1368¿¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
950¿ThisExpression¿¿1368¿¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
951¿Identifier¿¿1368¿pathType¿¿¿{"start":{"line":31,"column":13},"end":{"line":31,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
952¿IfStatement¿¿1368¿¿¿¿{"start":{"line":31,"column":4},"end":{"line":33,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿IfStatement
953¿Identifier¿¿1368¿v87¿¿¿¿¿Identifier
954¿VariableDeclarator¿¿1368¿v88¿¿¿{"start":{"line":32,"column":28},"end":{"line":32,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
955¿MemberExpression¿¿1368¿¿¿¿{"start":{"line":32,"column":28},"end":{"line":32,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
956¿ThisExpression¿¿1368¿¿¿¿{"start":{"line":32,"column":28},"end":{"line":32,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
957¿Identifier¿¿1368¿pathType¿¿¿{"start":{"line":32,"column":33},"end":{"line":32,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
958¿VariableDeclarator¿¿1368¿v89¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
959¿CallExpression¿¿1368¿¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
960¿Identifier¿¿1368¿callback¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
961¿Literal¿object¿1368¿¿null¿¿{"start":{"line":32,"column":22},"end":{"line":32,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
962¿Identifier¿¿1368¿v88¿¿¿¿¿Identifier
963¿ReturnStatement¿¿1368¿¿¿¿{"start":{"line":32,"column":6},"end":{"line":32,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ReturnStatement
964¿Identifier¿¿1368¿v89¿¿¿¿¿Identifier
965¿BlockStatement¿¿1368¿¿¿¿{"start":{"line":31,"column":23},"end":{"line":33,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
966¿VariableDeclarator¿¿1368¿v90¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
967¿MemberExpression¿¿1368¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
968¿ThisExpression¿¿1368¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
969¿Identifier¿¿1368¿filePath¿¿¿{"start":{"line":34,"column":17},"end":{"line":34,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
970¿VariableDeclarator¿¿1368¿v96¿¿¿{"start":{"line":34,"column":27},"end":{"line":46,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
971¿FunctionExpression¿¿1368¿anon¿¿¿{"start":{"line":34,"column":27},"end":{"line":46,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿FunctionExpression
972¿Identifier¿¿0¿err¿¿¿{"start":{"line":34,"column":37},"end":{"line":34,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
973¿Identifier¿¿0¿stat¿¿¿{"start":{"line":34,"column":42},"end":{"line":34,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
974¿IfStatement¿¿1371¿¿¿¿{"start":{"line":35,"column":6},"end":{"line":37,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿IfStatement
975¿Identifier¿¿1371¿err¿¿¿{"start":{"line":35,"column":10},"end":{"line":35,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
976¿VariableDeclarator¿¿1371¿v91¿¿¿{"start":{"line":36,"column":15},"end":{"line":36,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
977¿CallExpression¿¿1371¿¿¿¿{"start":{"line":36,"column":15},"end":{"line":36,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
978¿Identifier¿¿1371¿callback¿¿¿{"start":{"line":36,"column":15},"end":{"line":36,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
979¿Identifier¿¿1371¿err¿¿¿{"start":{"line":36,"column":24},"end":{"line":36,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
980¿ReturnStatement¿¿1371¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ReturnStatement
981¿Identifier¿¿1371¿v91¿¿¿¿¿Identifier
982¿BlockStatement¿¿1371¿¿¿¿{"start":{"line":35,"column":15},"end":{"line":37,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
983¿VariableDeclarator¿¿1371¿v92¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
984¿CallExpression¿¿1371¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
985¿MemberExpression¿¿1371¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
986¿Identifier¿¿1371¿stat¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
987¿Identifier¿¿1371¿isFile¿¿¿{"start":{"line":38,"column":15},"end":{"line":38,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
988¿IfStatement¿¿1371¿¿¿¿{"start":{"line":38,"column":6},"end":{"line":44,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿IfStatement
989¿Identifier¿¿1371¿v92¿¿¿¿¿Identifier
990¿ExpressionStatement¿¿1371¿¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
991¿AssignmentExpression¿=¿1371¿¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿AssignmentExpression
992¿MemberExpression¿¿1371¿¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
993¿ThisExpression¿¿1371¿¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
994¿Identifier¿¿1371¿pathType¿¿¿{"start":{"line":39,"column":13},"end":{"line":39,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
995¿Literal¿string¿1371¿¿'file'¿¿{"start":{"line":39,"column":24},"end":{"line":39,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
996¿BlockStatement¿¿1371¿¿¿¿{"start":{"line":38,"column":25},"end":{"line":40,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
997¿VariableDeclarator¿¿1371¿v93¿¿¿{"start":{"line":40,"column":17},"end":{"line":40,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
998¿CallExpression¿¿1371¿¿¿¿{"start":{"line":40,"column":17},"end":{"line":40,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
999¿MemberExpression¿¿1371¿¿¿¿{"start":{"line":40,"column":17},"end":{"line":40,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1000¿Identifier¿¿1371¿stat¿¿¿{"start":{"line":40,"column":17},"end":{"line":40,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1001¿Identifier¿¿1371¿isDirectory¿¿¿{"start":{"line":40,"column":22},"end":{"line":40,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1002¿IfStatement¿¿1371¿¿¿¿{"start":{"line":40,"column":13},"end":{"line":44,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿IfStatement
1003¿Identifier¿¿1371¿v93¿¿¿¿¿Identifier
1004¿ExpressionStatement¿¿1371¿¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1005¿AssignmentExpression¿=¿1371¿¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿AssignmentExpression
1006¿MemberExpression¿¿1371¿¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1007¿ThisExpression¿¿1371¿¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1008¿Identifier¿¿1371¿pathType¿¿¿{"start":{"line":41,"column":13},"end":{"line":41,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1009¿Literal¿string¿1371¿¿'directory'¿¿{"start":{"line":41,"column":24},"end":{"line":41,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
1010¿BlockStatement¿¿1371¿¿¿¿{"start":{"line":40,"column":37},"end":{"line":42,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1011¿ExpressionStatement¿¿1371¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1012¿AssignmentExpression¿=¿1371¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿AssignmentExpression
1013¿MemberExpression¿¿1371¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1014¿ThisExpression¿¿1371¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1015¿Identifier¿¿1371¿pathType¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1016¿Literal¿string¿1371¿¿'other'¿¿{"start":{"line":43,"column":24},"end":{"line":43,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
1017¿BlockStatement¿¿1371¿¿¿¿{"start":{"line":42,"column":13},"end":{"line":44,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1018¿BlockStatement¿¿1371¿¿¿¿¿¿BlockStatement
1019¿VariableDeclarator¿¿1371¿v94¿¿¿{"start":{"line":45,"column":21},"end":{"line":45,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1020¿MemberExpression¿¿1371¿¿¿¿{"start":{"line":45,"column":21},"end":{"line":45,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1021¿ThisExpression¿¿1371¿¿¿¿{"start":{"line":45,"column":21},"end":{"line":45,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1022¿Identifier¿¿1371¿pathType¿¿¿{"start":{"line":45,"column":26},"end":{"line":45,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1023¿VariableDeclarator¿¿1371¿v95¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1024¿CallExpression¿¿1371¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1025¿Identifier¿¿1371¿callback¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1026¿Literal¿object¿1371¿¿null¿¿{"start":{"line":45,"column":15},"end":{"line":45,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
1027¿Identifier¿¿1371¿v94¿¿¿¿¿Identifier
1028¿ExpressionStatement¿¿1371¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1029¿Identifier¿¿1371¿v95¿¿¿¿¿Identifier
1030¿BlockStatement¿¿1371¿¿¿¿{"start":{"line":34,"column":48},"end":{"line":46,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1031¿VariableDeclarator¿¿1368¿v97¿¿¿{"start":{"line":34,"column":4},"end":{"line":46,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1032¿CallExpression¿¿1368¿¿¿¿{"start":{"line":34,"column":4},"end":{"line":46,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1033¿MemberExpression¿¿1368¿¿¿¿{"start":{"line":34,"column":4},"end":{"line":34,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1034¿Identifier¿¿1368¿fs¿¿¿{"start":{"line":34,"column":4},"end":{"line":34,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1035¿Identifier¿¿1368¿stat¿¿¿{"start":{"line":34,"column":7},"end":{"line":34,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1036¿Identifier¿¿1368¿v90¿¿¿¿¿Identifier
1037¿Identifier¿¿1368¿v96¿¿¿¿¿Identifier
1038¿ExpressionStatement¿¿1368¿¿¿¿{"start":{"line":34,"column":4},"end":{"line":46,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ExpressionStatement
1039¿Identifier¿¿1368¿v97¿¿¿¿¿Identifier
1040¿BlockStatement¿¿1368¿¿¿¿{"start":{"line":30,"column":35},"end":{"line":47,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1041¿VariableDeclarator¿¿1357¿v109¿¿¿{"start":{"line":48,"column":11},"end":{"line":59,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1042¿FunctionExpression¿¿1357¿anon¿¿¿{"start":{"line":48,"column":11},"end":{"line":59,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿FunctionExpression
1043¿Identifier¿¿0¿callback¿¿¿{"start":{"line":48,"column":21},"end":{"line":48,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1044¿VariableDeclarator¿¿1376¿v99¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1045¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1046¿ThisExpression¿¿1376¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1047¿Identifier¿¿1376¿size¿¿¿{"start":{"line":49,"column":13},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1048¿IfStatement¿¿1376¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":51,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿IfStatement
1049¿Identifier¿¿1376¿v99¿¿¿¿¿Identifier
1050¿VariableDeclarator¿¿1376¿v100¿¿¿{"start":{"line":50,"column":28},"end":{"line":50,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1051¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":50,"column":28},"end":{"line":50,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1052¿ThisExpression¿¿1376¿¿¿¿{"start":{"line":50,"column":28},"end":{"line":50,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1053¿Identifier¿¿1376¿hash¿¿¿{"start":{"line":50,"column":33},"end":{"line":50,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1054¿VariableDeclarator¿¿1376¿v101¿¿¿{"start":{"line":50,"column":13},"end":{"line":50,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1055¿CallExpression¿¿1376¿¿¿¿{"start":{"line":50,"column":13},"end":{"line":50,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿CallExpression
1056¿Identifier¿¿1376¿callback¿¿¿{"start":{"line":50,"column":13},"end":{"line":50,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1057¿Literal¿object¿1376¿¿null¿¿{"start":{"line":50,"column":22},"end":{"line":50,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Literal
1058¿Identifier¿¿1376¿v100¿¿¿¿¿Identifier
1059¿ReturnStatement¿¿1376¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ReturnStatement
1060¿Identifier¿¿1376¿v101¿¿¿¿¿Identifier
1061¿BlockStatement¿¿1376¿¿¿¿{"start":{"line":49,"column":19},"end":{"line":51,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿BlockStatement
1062¿VariableDeclarator¿¿1376¿v102¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1063¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿MemberExpression
1064¿ThisExpression¿¿1376¿¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿ThisExpression
1065¿Identifier¿¿1376¿filePath¿¿¿{"start":{"line":52,"column":17},"end":{"line":52,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1066¿VariableDeclarator¿¿1376¿v107¿¿¿{"start":{"line":52,"column":27},"end":{"line":58,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿VariableDeclarator
1067¿FunctionExpression¿¿1376¿anon¿¿¿{"start":{"line":52,"column":27},"end":{"line":58,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿FunctionExpression
1068¿Identifier¿¿0¿err¿¿¿{"start":{"line":52,"column":37},"end":{"line":52,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1069¿Identifier¿¿0¿result¿¿¿{"start":{"line":52,"column":42},"end":{"line":52,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
1070¿IfStatement¿¿1379¿¿¿¿{"start":{"line":53,"column":6},"end":{"line":55,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿IfStatement
1071¿Identifier¿¿1379¿err¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/file-static-server_1.0.2/src/file.js"}¿¿Identifier
