Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
781¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":104,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Program
915¿Identifier¿¿1376¿request¿¿¿{"start":{"line":24,"column":7},"end":{"line":24,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
916¿Identifier¿¿1376¿url¿¿¿{"start":{"line":24,"column":15},"end":{"line":24,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
917¿VariableDeclarator¿¿1376¿v96¿¿¿{"start":{"line":24,"column":7},"end":{"line":24,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
918¿BinaryExpression¿===¿1376¿¿¿¿{"start":{"line":24,"column":7},"end":{"line":24,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BinaryExpression
919¿Identifier¿¿1376¿v95¿¿¿¿¿Identifier
920¿Literal¿string¿1376¿¿'/favicon.ico'¿¿{"start":{"line":24,"column":23},"end":{"line":24,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Literal
921¿IfStatement¿¿1376¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿IfStatement
922¿Identifier¿¿1376¿v96¿¿¿¿¿Identifier
923¿ReturnStatement¿¿1376¿¿¿¿{"start":{"line":24,"column":39},"end":{"line":24,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ReturnStatement
924¿BlockStatement¿¿1376¿¿¿¿¿¿BlockStatement
925¿VariableDeclarator¿¿1376¿key¿¿¿{"start":{"line":25,"column":12},"end":{"line":25,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
926¿VariableDeclarator¿¿1376¿v97¿¿¿{"start":{"line":25,"column":19},"end":{"line":25,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
927¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":25,"column":19},"end":{"line":25,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
928¿Identifier¿¿1376¿conf¿¿¿{"start":{"line":25,"column":19},"end":{"line":25,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
929¿Identifier¿¿1376¿serv¿¿¿{"start":{"line":25,"column":24},"end":{"line":25,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
930¿ForInStatement¿¿1376¿¿¿¿{"start":{"line":25,"column":4},"end":{"line":29,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ForInStatement
931¿Identifier¿¿1376¿key¿¿¿{"start":{"line":25,"column":12},"end":{"line":25,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
932¿Identifier¿¿1376¿v97¿¿¿¿¿Identifier
933¿VariableDeclarator¿¿1376¿v98¿¿¿{"start":{"line":26,"column":9},"end":{"line":26,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
934¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":26,"column":9},"end":{"line":26,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
935¿Identifier¿¿1376¿request¿¿¿{"start":{"line":26,"column":9},"end":{"line":26,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
936¿Identifier¿¿1376¿headers¿¿¿{"start":{"line":26,"column":17},"end":{"line":26,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
937¿VariableDeclarator¿¿1376¿v99¿¿¿{"start":{"line":26,"column":9},"end":{"line":26,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
938¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":26,"column":9},"end":{"line":26,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
939¿Identifier¿¿1376¿v98¿¿¿¿¿Identifier
940¿Identifier¿¿1376¿host¿¿¿{"start":{"line":26,"column":25},"end":{"line":26,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
941¿VariableDeclarator¿¿1376¿v100¿¿¿{"start":{"line":26,"column":9},"end":{"line":26,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
942¿CallExpression¿¿1376¿¿¿¿{"start":{"line":26,"column":9},"end":{"line":26,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
943¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":26,"column":9},"end":{"line":26,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
944¿Identifier¿¿1376¿v99¿¿¿¿¿Identifier
945¿Identifier¿¿1376¿indexOf¿¿¿{"start":{"line":26,"column":30},"end":{"line":26,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
946¿Identifier¿¿1376¿key¿¿¿{"start":{"line":26,"column":38},"end":{"line":26,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
947¿VariableDeclarator¿¿1376¿v101¿¿¿{"start":{"line":26,"column":47},"end":{"line":26,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
948¿UnaryExpression¿-¿1376¿¿¿¿{"start":{"line":26,"column":47},"end":{"line":26,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿UnaryExpression
949¿Literal¿number¿1376¿¿1¿¿{"start":{"line":26,"column":48},"end":{"line":26,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Literal
950¿VariableDeclarator¿¿1376¿v102¿¿¿{"start":{"line":26,"column":9},"end":{"line":26,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
951¿BinaryExpression¿!==¿1376¿¿¿¿{"start":{"line":26,"column":9},"end":{"line":26,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BinaryExpression
952¿Identifier¿¿1376¿v100¿¿¿¿¿Identifier
953¿Identifier¿¿1376¿v101¿¿¿¿¿Identifier
954¿IfStatement¿¿1376¿¿¿¿{"start":{"line":26,"column":6},"end":{"line":28,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿IfStatement
955¿Identifier¿¿1376¿v102¿¿¿¿¿Identifier
956¿VariableDeclarator¿¿1376¿v103¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
957¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
958¿Identifier¿¿1376¿conf¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
959¿Identifier¿¿1376¿serv¿¿¿{"start":{"line":27,"column":20},"end":{"line":27,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
960¿ExpressionStatement¿¿1376¿¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
961¿AssignmentExpression¿=¿1376¿¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿AssignmentExpression
962¿Identifier¿¿1376¿host¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
963¿MemberExpression¿computed¿1376¿¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
964¿Identifier¿¿1376¿v103¿¿¿¿¿Identifier
965¿Identifier¿¿1376¿key¿¿¿{"start":{"line":27,"column":25},"end":{"line":27,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
966¿BlockStatement¿¿1376¿¿¿¿{"start":{"line":26,"column":51},"end":{"line":28,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
967¿BlockStatement¿¿1376¿¿¿¿{"start":{"line":25,"column":30},"end":{"line":29,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
968¿VariableDeclarator¿¿1376¿v104¿¿¿{"start":{"line":31,"column":18},"end":{"line":31,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
969¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":31,"column":18},"end":{"line":31,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
970¿Identifier¿¿1376¿host¿¿¿{"start":{"line":31,"column":18},"end":{"line":31,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
971¿Identifier¿¿1376¿frondend¿¿¿{"start":{"line":31,"column":23},"end":{"line":31,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
972¿VariableDeclarator¿¿1376¿v105¿¿¿{"start":{"line":31,"column":35},"end":{"line":31,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
973¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":31,"column":35},"end":{"line":31,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
974¿Identifier¿¿1376¿request¿¿¿{"start":{"line":31,"column":35},"end":{"line":31,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
975¿Identifier¿¿1376¿url¿¿¿{"start":{"line":31,"column":43},"end":{"line":31,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
976¿VariableDeclarator¿¿1376¿v106¿¿¿{"start":{"line":31,"column":35},"end":{"line":31,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
977¿CallExpression¿¿1376¿¿¿¿{"start":{"line":31,"column":35},"end":{"line":31,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
978¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":31,"column":35},"end":{"line":31,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
979¿Identifier¿¿1376¿v105¿¿¿¿¿Identifier
980¿Identifier¿¿1376¿replace¿¿¿{"start":{"line":31,"column":47},"end":{"line":31,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
981¿Literal¿string¿1376¿¿'/'¿¿{"start":{"line":31,"column":55},"end":{"line":31,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Literal
982¿Literal¿string¿1376¿¿''¿¿{"start":{"line":31,"column":60},"end":{"line":31,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Literal
983¿VariableDeclarator¿¿1376¿v107¿¿¿{"start":{"line":31,"column":67},"end":{"line":31,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
984¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":31,"column":67},"end":{"line":31,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
985¿Identifier¿¿1376¿host¿¿¿{"start":{"line":31,"column":67},"end":{"line":31,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
986¿Identifier¿¿1376¿baseTemp¿¿¿{"start":{"line":31,"column":72},"end":{"line":31,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
987¿VariableDeclarator¿¿1376¿v108¿¿¿{"start":{"line":31,"column":35},"end":{"line":31,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
988¿LogicalExpression¿||¿1376¿¿¿¿{"start":{"line":31,"column":35},"end":{"line":31,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿LogicalExpression
989¿Identifier¿¿1376¿v106¿¿¿¿¿Identifier
990¿Identifier¿¿1376¿v107¿¿¿¿¿Identifier
991¿VariableDeclarator¿¿1376¿nowTemp¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
992¿BinaryExpression¿+¿1376¿¿¿¿{"start":{"line":31,"column":18},"end":{"line":31,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BinaryExpression
993¿Identifier¿¿1376¿v104¿¿¿¿¿Identifier
994¿Identifier¿¿1376¿v108¿¿¿¿¿Identifier
995¿VariableDeclarator¿¿1376¿httpHead¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
996¿CallExpression¿¿1376¿¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
997¿Identifier¿¿1376¿header¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
998¿Identifier¿¿1376¿nowTemp¿¿¿{"start":{"line":32,"column":26},"end":{"line":32,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
999¿VariableDeclarator¿¿1376¿v109¿¿¿{"start":{"line":33,"column":27},"end":{"line":33,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1000¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":33,"column":27},"end":{"line":33,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1001¿Identifier¿¿1376¿host¿¿¿{"start":{"line":33,"column":27},"end":{"line":33,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1002¿Identifier¿¿1376¿backend¿¿¿{"start":{"line":33,"column":32},"end":{"line":33,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1003¿VariableDeclarator¿¿1376¿v110¿¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1004¿CallExpression¿¿1376¿¿¿¿{"start":{"line":33,"column":15},"end":{"line":33,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1005¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":33,"column":15},"end":{"line":33,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1006¿Identifier¿¿1376¿conf¿¿¿{"start":{"line":33,"column":15},"end":{"line":33,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1007¿Identifier¿¿1376¿getApp¿¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1008¿Identifier¿¿1376¿v109¿¿¿¿¿Identifier
1009¿ExpressionStatement¿¿1376¿¿¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1010¿AssignmentExpression¿=¿1376¿¿¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿AssignmentExpression
1011¿MemberExpression¿¿1376¿¿¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1012¿Identifier¿¿1376¿conf¿¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1013¿Identifier¿¿1376¿app¿¿¿{"start":{"line":33,"column":9},"end":{"line":33,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1014¿Identifier¿¿1376¿v110¿¿¿¿¿Identifier
1015¿VariableDeclarator¿¿1376¿v111¿¿¿{"start":{"line":34,"column":7},"end":{"line":34,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1016¿UnaryExpression¿!¿1376¿¿¿¿{"start":{"line":34,"column":7},"end":{"line":34,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿UnaryExpression
1017¿Identifier¿¿1376¿host¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1018¿IfStatement¿¿1376¿¿¿¿{"start":{"line":34,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿IfStatement
1019¿Identifier¿¿1376¿v111¿¿¿¿¿Identifier
1020¿VariableDeclarator¿¿1376¿v112¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1021¿CallExpression¿¿1376¿¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1022¿Identifier¿¿1376¿error¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1023¿Identifier¿¿1376¿response¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1024¿ExpressionStatement¿¿1376¿¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
1025¿Identifier¿¿1376¿v112¿¿¿¿¿Identifier
1026¿ReturnStatement¿¿1376¿¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ReturnStatement
1027¿BlockStatement¿¿1376¿¿¿¿{"start":{"line":34,"column":14},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BlockStatement
1028¿VariableDeclarator¿¿1376¿defaultTemp¿¿¿{"start":{"line":40,"column":8},"end":{"line":48,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1029¿FunctionExpression¿¿1376¿anon¿¿¿{"start":{"line":40,"column":22},"end":{"line":48,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿FunctionExpression
1030¿VariableDeclarator¿¿1382¿v113¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1031¿MemberExpression¿¿1382¿¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1032¿Identifier¿¿1382¿host¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1033¿Identifier¿¿1382¿frondend¿¿¿{"start":{"line":41,"column":23},"end":{"line":41,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1034¿VariableDeclarator¿¿1382¿v114¿¿¿{"start":{"line":41,"column":34},"end":{"line":41,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1035¿MemberExpression¿¿1382¿¿¿¿{"start":{"line":41,"column":34},"end":{"line":41,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿MemberExpression
1036¿Identifier¿¿1382¿host¿¿¿{"start":{"line":41,"column":34},"end":{"line":41,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1037¿Identifier¿¿1382¿baseTemp¿¿¿{"start":{"line":41,"column":39},"end":{"line":41,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1038¿VariableDeclarator¿¿1382¿v115¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1039¿BinaryExpression¿+¿1382¿¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿BinaryExpression
1040¿Identifier¿¿1382¿v113¿¿¿¿¿Identifier
1041¿Identifier¿¿1382¿v114¿¿¿¿¿Identifier
1042¿VariableDeclarator¿¿1382¿v118¿¿¿{"start":{"line":41,"column":49},"end":{"line":47,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1043¿FunctionExpression¿¿1382¿anon¿¿¿{"start":{"line":41,"column":49},"end":{"line":47,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿FunctionExpression
1044¿Identifier¿¿0¿err¿¿¿{"start":{"line":41,"column":58},"end":{"line":41,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1045¿Identifier¿¿0¿file¿¿¿{"start":{"line":41,"column":63},"end":{"line":41,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1046¿IfStatement¿¿1384¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":45,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿IfStatement
1047¿Identifier¿¿1384¿err¿¿¿{"start":{"line":42,"column":11},"end":{"line":42,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1048¿VariableDeclarator¿¿1384¿v116¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿VariableDeclarator
1049¿CallExpression¿¿1384¿¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿CallExpression
1050¿Identifier¿¿1384¿error¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1051¿Identifier¿¿1384¿response¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1052¿Identifier¿¿1384¿err¿¿¿{"start":{"line":43,"column":26},"end":{"line":43,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿Identifier
1053¿ExpressionStatement¿¿1384¿¿¿¿{"start":{"line":43,"column":10},"end":{"line":43,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/web-node-server_0.1.0/src/nodeserver.js"}¿¿ExpressionStatement
