Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
977¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":115,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Program
1107¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":26,"column":41},"end":{"line":26,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1108¿Identifier¿¿1703¿v140¿¿¿¿¿Identifier
1109¿Identifier¿¿1703¿ip¿¿¿{"start":{"line":26,"column":53},"end":{"line":26,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1110¿VariableDeclarator¿¿1703¿ipEncoded¿¿¿{"start":{"line":26,"column":16},"end":{"line":26,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1111¿CallExpression¿¿1703¿¿¿¿{"start":{"line":26,"column":28},"end":{"line":26,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1112¿Identifier¿¿1703¿base64Encode¿¿¿{"start":{"line":26,"column":28},"end":{"line":26,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1113¿Identifier¿¿1703¿v141¿¿¿¿¿Identifier
1114¿VariableDeclarator¿¿1703¿v142¿¿¿{"start":{"line":27,"column":42},"end":{"line":27,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1115¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":27,"column":42},"end":{"line":27,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1116¿Identifier¿¿1703¿config¿¿¿{"start":{"line":27,"column":42},"end":{"line":27,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1117¿Identifier¿¿1703¿host¿¿¿{"start":{"line":27,"column":49},"end":{"line":27,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1118¿VariableDeclarator¿¿1703¿v143¿¿¿{"start":{"line":27,"column":42},"end":{"line":27,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1119¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":27,"column":42},"end":{"line":27,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1120¿Identifier¿¿1703¿v142¿¿¿¿¿Identifier
1121¿Identifier¿¿1703¿mac¿¿¿{"start":{"line":27,"column":54},"end":{"line":27,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1122¿VariableDeclarator¿¿1703¿macEncoded¿¿¿{"start":{"line":27,"column":16},"end":{"line":27,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1123¿CallExpression¿¿1703¿¿¿¿{"start":{"line":27,"column":29},"end":{"line":27,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1124¿Identifier¿¿1703¿base64Encode¿¿¿{"start":{"line":27,"column":29},"end":{"line":27,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1125¿Identifier¿¿1703¿v143¿¿¿¿¿Identifier
1126¿VariableDeclarator¿¿1703¿v144¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1127¿CallExpression¿¿1703¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1128¿Identifier¿¿1703¿chr¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1129¿Literal¿number¿1703¿¿0x64¿¿{"start":{"line":29,"column":30},"end":{"line":29,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1130¿VariableDeclarator¿¿1703¿v145¿¿¿{"start":{"line":30,"column":16},"end":{"line":30,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1131¿CallExpression¿¿1703¿¿¿¿{"start":{"line":30,"column":16},"end":{"line":30,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1132¿Identifier¿¿1703¿chr¿¿¿{"start":{"line":30,"column":16},"end":{"line":30,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1133¿Literal¿number¿1703¿¿0x00¿¿{"start":{"line":30,"column":20},"end":{"line":30,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1134¿VariableDeclarator¿¿1703¿v146¿¿¿{"start":{"line":29,"column":26},"end":{"line":30,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1135¿BinaryExpression¿+¿1703¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":30,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1136¿Identifier¿¿1703¿v144¿¿¿¿¿Identifier
1137¿Identifier¿¿1703¿v145¿¿¿¿¿Identifier
1138¿VariableDeclarator¿¿1703¿v147¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1139¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1140¿Identifier¿¿1703¿ipEncoded¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1141¿Identifier¿¿1703¿length¿¿¿{"start":{"line":31,"column":30},"end":{"line":31,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1142¿VariableDeclarator¿¿1703¿v148¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1143¿CallExpression¿¿1703¿¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1144¿Identifier¿¿1703¿chr¿¿¿{"start":{"line":31,"column":16},"end":{"line":31,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1145¿Identifier¿¿1703¿v147¿¿¿¿¿Identifier
1146¿VariableDeclarator¿¿1703¿v149¿¿¿{"start":{"line":29,"column":26},"end":{"line":31,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1147¿BinaryExpression¿+¿1703¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":31,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1148¿Identifier¿¿1703¿v146¿¿¿¿¿Identifier
1149¿Identifier¿¿1703¿v148¿¿¿¿¿Identifier
1150¿VariableDeclarator¿¿1703¿v150¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1151¿CallExpression¿¿1703¿¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1152¿Identifier¿¿1703¿chr¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1153¿Literal¿number¿1703¿¿0x00¿¿{"start":{"line":32,"column":20},"end":{"line":32,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1154¿VariableDeclarator¿¿1703¿v151¿¿¿{"start":{"line":29,"column":26},"end":{"line":32,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1155¿BinaryExpression¿+¿1703¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":32,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1156¿Identifier¿¿1703¿v149¿¿¿¿¿Identifier
1157¿Identifier¿¿1703¿v150¿¿¿¿¿Identifier
1158¿VariableDeclarator¿¿1703¿v152¿¿¿{"start":{"line":29,"column":26},"end":{"line":33,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1159¿BinaryExpression¿+¿1703¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":33,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1160¿Identifier¿¿1703¿v151¿¿¿¿¿Identifier
1161¿Identifier¿¿1703¿ipEncoded¿¿¿{"start":{"line":33,"column":16},"end":{"line":33,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1162¿VariableDeclarator¿¿1703¿v153¿¿¿{"start":{"line":34,"column":20},"end":{"line":34,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1163¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":34,"column":20},"end":{"line":34,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1164¿Identifier¿¿1703¿macEncoded¿¿¿{"start":{"line":34,"column":20},"end":{"line":34,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1165¿Identifier¿¿1703¿length¿¿¿{"start":{"line":34,"column":31},"end":{"line":34,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1166¿VariableDeclarator¿¿1703¿v154¿¿¿{"start":{"line":34,"column":16},"end":{"line":34,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1167¿CallExpression¿¿1703¿¿¿¿{"start":{"line":34,"column":16},"end":{"line":34,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1168¿Identifier¿¿1703¿chr¿¿¿{"start":{"line":34,"column":16},"end":{"line":34,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1169¿Identifier¿¿1703¿v153¿¿¿¿¿Identifier
1170¿VariableDeclarator¿¿1703¿v155¿¿¿{"start":{"line":29,"column":26},"end":{"line":34,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1171¿BinaryExpression¿+¿1703¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":34,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1172¿Identifier¿¿1703¿v152¿¿¿¿¿Identifier
1173¿Identifier¿¿1703¿v154¿¿¿¿¿Identifier
1174¿VariableDeclarator¿¿1703¿v156¿¿¿{"start":{"line":35,"column":16},"end":{"line":35,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1175¿CallExpression¿¿1703¿¿¿¿{"start":{"line":35,"column":16},"end":{"line":35,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1176¿Identifier¿¿1703¿chr¿¿¿{"start":{"line":35,"column":16},"end":{"line":35,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1177¿Literal¿number¿1703¿¿0x00¿¿{"start":{"line":35,"column":20},"end":{"line":35,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1178¿VariableDeclarator¿¿1703¿v157¿¿¿{"start":{"line":29,"column":26},"end":{"line":35,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1179¿BinaryExpression¿+¿1703¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":35,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1180¿Identifier¿¿1703¿v155¿¿¿¿¿Identifier
1181¿Identifier¿¿1703¿v156¿¿¿¿¿Identifier
1182¿VariableDeclarator¿¿1703¿v158¿¿¿{"start":{"line":29,"column":26},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1183¿BinaryExpression¿+¿1703¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1184¿Identifier¿¿1703¿v157¿¿¿¿¿Identifier
1185¿Identifier¿¿1703¿macEncoded¿¿¿{"start":{"line":36,"column":16},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1186¿VariableDeclarator¿¿1703¿v159¿¿¿{"start":{"line":37,"column":33},"end":{"line":37,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1187¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":37,"column":33},"end":{"line":37,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1188¿Identifier¿¿1703¿config¿¿¿{"start":{"line":37,"column":33},"end":{"line":37,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1189¿Identifier¿¿1703¿host¿¿¿{"start":{"line":37,"column":40},"end":{"line":37,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1190¿VariableDeclarator¿¿1703¿v160¿¿¿{"start":{"line":37,"column":33},"end":{"line":37,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1191¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":37,"column":33},"end":{"line":37,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1192¿Identifier¿¿1703¿v159¿¿¿¿¿Identifier
1193¿Identifier¿¿1703¿name¿¿¿{"start":{"line":37,"column":45},"end":{"line":37,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1194¿VariableDeclarator¿¿1703¿v161¿¿¿{"start":{"line":37,"column":20},"end":{"line":37,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1195¿CallExpression¿¿1703¿¿¿¿{"start":{"line":37,"column":20},"end":{"line":37,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1196¿Identifier¿¿1703¿base64Encode¿¿¿{"start":{"line":37,"column":20},"end":{"line":37,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1197¿Identifier¿¿1703¿v160¿¿¿¿¿Identifier
1198¿VariableDeclarator¿¿1703¿v162¿¿¿{"start":{"line":37,"column":20},"end":{"line":37,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1199¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":37,"column":20},"end":{"line":37,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1200¿Identifier¿¿1703¿v161¿¿¿¿¿Identifier
1201¿Identifier¿¿1703¿length¿¿¿{"start":{"line":37,"column":51},"end":{"line":37,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1202¿VariableDeclarator¿¿1703¿v163¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1203¿CallExpression¿¿1703¿¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1204¿Identifier¿¿1703¿chr¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1205¿Identifier¿¿1703¿v162¿¿¿¿¿Identifier
1206¿VariableDeclarator¿¿1703¿v164¿¿¿{"start":{"line":29,"column":26},"end":{"line":37,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1207¿BinaryExpression¿+¿1703¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":37,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1208¿Identifier¿¿1703¿v158¿¿¿¿¿Identifier
1209¿Identifier¿¿1703¿v163¿¿¿¿¿Identifier
1210¿VariableDeclarator¿¿1703¿v165¿¿¿{"start":{"line":38,"column":16},"end":{"line":38,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1211¿CallExpression¿¿1703¿¿¿¿{"start":{"line":38,"column":16},"end":{"line":38,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1212¿Identifier¿¿1703¿chr¿¿¿{"start":{"line":38,"column":16},"end":{"line":38,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1213¿Literal¿number¿1703¿¿0x00¿¿{"start":{"line":38,"column":20},"end":{"line":38,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1214¿VariableDeclarator¿¿1703¿v166¿¿¿{"start":{"line":29,"column":26},"end":{"line":38,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1215¿BinaryExpression¿+¿1703¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":38,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1216¿Identifier¿¿1703¿v164¿¿¿¿¿Identifier
1217¿Identifier¿¿1703¿v165¿¿¿¿¿Identifier
1218¿VariableDeclarator¿¿1703¿v167¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1219¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1220¿Identifier¿¿1703¿config¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1221¿Identifier¿¿1703¿host¿¿¿{"start":{"line":39,"column":36},"end":{"line":39,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1222¿VariableDeclarator¿¿1703¿v168¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1223¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1224¿Identifier¿¿1703¿v167¿¿¿¿¿Identifier
1225¿Identifier¿¿1703¿name¿¿¿{"start":{"line":39,"column":41},"end":{"line":39,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1226¿VariableDeclarator¿¿1703¿v169¿¿¿{"start":{"line":39,"column":16},"end":{"line":39,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1227¿CallExpression¿¿1703¿¿¿¿{"start":{"line":39,"column":16},"end":{"line":39,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1228¿Identifier¿¿1703¿base64Encode¿¿¿{"start":{"line":39,"column":16},"end":{"line":39,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1229¿Identifier¿¿1703¿v168¿¿¿¿¿Identifier
1230¿VariableDeclarator¿¿1703¿message¿¿¿{"start":{"line":29,"column":16},"end":{"line":39,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1231¿BinaryExpression¿+¿1703¿¿¿¿{"start":{"line":29,"column":26},"end":{"line":39,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿BinaryExpression
1232¿Identifier¿¿1703¿v166¿¿¿¿¿Identifier
1233¿Identifier¿¿1703¿v169¿¿¿¿¿Identifier
1234¿VariableDeclarator¿¿1703¿v170¿¿¿{"start":{"line":41,"column":19},"end":{"line":41,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1235¿CallExpression¿¿1703¿¿¿¿{"start":{"line":41,"column":19},"end":{"line":41,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1236¿Identifier¿¿1703¿chr¿¿¿{"start":{"line":41,"column":19},"end":{"line":41,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1237¿Literal¿number¿1703¿¿0x00¿¿{"start":{"line":41,"column":23},"end":{"line":41,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Literal
1238¿VariableDeclarator¿¿1703¿v171¿¿¿{"start":{"line":42,"column":20},"end":{"line":42,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1239¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":42,"column":20},"end":{"line":42,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1240¿Identifier¿¿1703¿config¿¿¿{"start":{"line":42,"column":20},"end":{"line":42,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1241¿Identifier¿¿1703¿appString¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1242¿VariableDeclarator¿¿1703¿v172¿¿¿{"start":{"line":42,"column":20},"end":{"line":42,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1243¿MemberExpression¿¿1703¿¿¿¿{"start":{"line":42,"column":20},"end":{"line":42,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿MemberExpression
1244¿Identifier¿¿1703¿v171¿¿¿¿¿Identifier
1245¿Identifier¿¿1703¿length¿¿¿{"start":{"line":42,"column":37},"end":{"line":42,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1246¿VariableDeclarator¿¿1703¿v173¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿VariableDeclarator
1247¿CallExpression¿¿1703¿¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿CallExpression
1248¿Identifier¿¿1703¿chr¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/samsung-remote_1.2.5/src/samsung-remote.js"}¿¿Identifier
1249¿Identifier¿¿1703¿v172¿¿¿¿¿Identifier
