Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1100¿Program¿¿-1¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":110,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Program
1235¿CallExpression¿¿1951¿¿¿¿{"start":{"line":30,"column":31},"end":{"line":30,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1236¿Identifier¿¿1951¿join¿¿¿{"start":{"line":30,"column":31},"end":{"line":30,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1237¿Identifier¿¿1951¿cwd¿¿¿{"start":{"line":30,"column":36},"end":{"line":30,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1238¿Literal¿string¿1951¿¿'index.shtml'¿¿{"start":{"line":30,"column":40},"end":{"line":30,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1239¿VariableDeclarator¿¿1951¿v114¿¿¿{"start":{"line":30,"column":17},"end":{"line":30,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1240¿CallExpression¿¿1951¿¿¿¿{"start":{"line":30,"column":17},"end":{"line":30,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1241¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":30,"column":17},"end":{"line":30,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1242¿Identifier¿¿1951¿fs¿¿¿{"start":{"line":30,"column":17},"end":{"line":30,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1243¿Identifier¿¿1951¿existsSync¿¿¿{"start":{"line":30,"column":20},"end":{"line":30,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1244¿Identifier¿¿1951¿v113¿¿¿¿¿Identifier
1245¿IfStatement¿¿1951¿¿¿¿{"start":{"line":30,"column":14},"end":{"line":32,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿IfStatement
1246¿Identifier¿¿1951¿v114¿¿¿¿¿Identifier
1247¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1248¿AssignmentExpression¿=¿1951¿¿¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1249¿Identifier¿¿1951¿indexHtml¿¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1250¿CallExpression¿¿1951¿¿¿¿{"start":{"line":31,"column":24},"end":{"line":31,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1251¿Identifier¿¿1951¿join¿¿¿{"start":{"line":31,"column":24},"end":{"line":31,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1252¿Identifier¿¿1951¿cwd¿¿¿{"start":{"line":31,"column":29},"end":{"line":31,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1253¿Literal¿string¿1951¿¿'index.shtml'¿¿{"start":{"line":31,"column":33},"end":{"line":31,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1254¿BlockStatement¿¿1951¿¿¿¿{"start":{"line":30,"column":56},"end":{"line":32,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿BlockStatement
1255¿BlockStatement¿¿1951¿¿¿¿¿¿BlockStatement
1256¿VariableDeclarator¿¿1951¿v115¿¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1257¿UnaryExpression¿!¿1951¿¿¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿UnaryExpression
1258¿Identifier¿¿1951¿indexHtml¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1259¿IfStatement¿¿1951¿¿¿¿{"start":{"line":33,"column":8},"end":{"line":39,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿IfStatement
1260¿Identifier¿¿1951¿v115¿¿¿¿¿Identifier
1261¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1262¿AssignmentExpression¿=¿1951¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1263¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1264¿Identifier¿¿1951¿res¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1265¿Identifier¿¿1951¿statusCode¿¿¿{"start":{"line":34,"column":16},"end":{"line":34,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1266¿Literal¿number¿1951¿¿404¿¿{"start":{"line":34,"column":29},"end":{"line":34,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1267¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1268¿AssignmentExpression¿=¿1951¿¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1269¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1270¿Identifier¿¿1951¿res¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1271¿Identifier¿¿1951¿statusMessage¿¿¿{"start":{"line":35,"column":16},"end":{"line":35,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1272¿Literal¿string¿1951¿¿'Not found'¿¿{"start":{"line":35,"column":32},"end":{"line":35,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1273¿VariableDeclarator¿¿1951¿v116¿¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1274¿CallExpression¿¿1951¿¿¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1275¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1276¿Identifier¿¿1951¿res¿¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1277¿Identifier¿¿1951¿setHeader¿¿¿{"start":{"line":36,"column":16},"end":{"line":36,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1278¿Literal¿string¿1951¿¿'Content-type'¿¿{"start":{"line":36,"column":26},"end":{"line":36,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1279¿Literal¿string¿1951¿¿'text/html'¿¿{"start":{"line":36,"column":42},"end":{"line":36,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1280¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1281¿Identifier¿¿1951¿v116¿¿¿¿¿Identifier
1282¿VariableDeclarator¿¿1951¿v117¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1283¿CallExpression¿¿1951¿¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1284¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1285¿Identifier¿¿1951¿res¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1286¿Identifier¿¿1951¿end¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1287¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1288¿Identifier¿¿1951¿v117¿¿¿¿¿Identifier
1289¿ReturnStatement¿¿1951¿¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ReturnStatement
1290¿Literal¿boolean¿1951¿¿false¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1291¿BlockStatement¿¿1951¿¿¿¿{"start":{"line":33,"column":22},"end":{"line":39,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿BlockStatement
1292¿BlockStatement¿¿1951¿¿¿¿{"start":{"line":27,"column":19},"end":{"line":40,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿BlockStatement
1293¿VariableDeclarator¿¿1951¿v118¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1294¿CallExpression¿¿1951¿¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1295¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1296¿Identifier¿¿1951¿mime¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1297¿Identifier¿¿1951¿lookup¿¿¿{"start":{"line":41,"column":12},"end":{"line":41,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1298¿Identifier¿¿1951¿url¿¿¿{"start":{"line":41,"column":19},"end":{"line":41,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1299¿VariableDeclarator¿¿1951¿v119¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1300¿BinaryExpression¿===¿1951¿¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿BinaryExpression
1301¿Identifier¿¿1951¿v118¿¿¿¿¿Identifier
1302¿Literal¿string¿1951¿¿'image/x-icon'¿¿{"start":{"line":41,"column":28},"end":{"line":41,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1303¿IfStatement¿¿1951¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":65,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿IfStatement
1304¿Identifier¿¿1951¿v119¿¿¿¿¿Identifier
1305¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1306¿AssignmentExpression¿=¿1951¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1307¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1308¿Identifier¿¿1951¿res¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1309¿Identifier¿¿1951¿statusCode¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1310¿Literal¿number¿1951¿¿200¿¿{"start":{"line":42,"column":25},"end":{"line":42,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1311¿VariableDeclarator¿¿1951¿v120¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1312¿CallExpression¿¿1951¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1313¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1314¿Identifier¿¿1951¿res¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1315¿Identifier¿¿1951¿setHeader¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1316¿Literal¿string¿1951¿¿'Content-type'¿¿{"start":{"line":43,"column":22},"end":{"line":43,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1317¿Literal¿string¿1951¿¿'image/x-icon'¿¿{"start":{"line":43,"column":38},"end":{"line":43,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1318¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1319¿Identifier¿¿1951¿v120¿¿¿¿¿Identifier
1320¿VariableDeclarator¿¿1951¿v121¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1321¿CallExpression¿¿1951¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1322¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1323¿Identifier¿¿1951¿res¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1324¿Identifier¿¿1951¿end¿¿¿{"start":{"line":44,"column":12},"end":{"line":44,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1325¿Identifier¿¿1951¿icoBuffer¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1326¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1327¿Identifier¿¿1951¿v121¿¿¿¿¿Identifier
1328¿BlockStatement¿¿1951¿¿¿¿{"start":{"line":41,"column":43},"end":{"line":45,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿BlockStatement
1329¿VariableDeclarator¿¿1951¿v122¿¿¿{"start":{"line":46,"column":24},"end":{"line":46,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1330¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":46,"column":24},"end":{"line":46,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1331¿Identifier¿¿1951¿req¿¿¿{"start":{"line":46,"column":24},"end":{"line":46,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1332¿Identifier¿¿1951¿url¿¿¿{"start":{"line":46,"column":28},"end":{"line":46,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1333¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1334¿AssignmentExpression¿=¿1951¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1335¿Identifier¿¿1951¿url¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1336¿CallExpression¿¿1951¿¿¿¿{"start":{"line":46,"column":14},"end":{"line":46,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1337¿Identifier¿¿1951¿join¿¿¿{"start":{"line":46,"column":14},"end":{"line":46,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1338¿Identifier¿¿1951¿cwd¿¿¿{"start":{"line":46,"column":19},"end":{"line":46,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1339¿Identifier¿¿1951¿v122¿¿¿¿¿Identifier
1340¿VariableDeclarator¿¿1951¿v123¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1341¿CallExpression¿¿1951¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1342¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1343¿Identifier¿¿1951¿fs¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1344¿Identifier¿¿1951¿existsSync¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1345¿Identifier¿¿1951¿url¿¿¿{"start":{"line":47,"column":25},"end":{"line":47,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1346¿IfStatement¿¿1951¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":64,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿IfStatement
1347¿Identifier¿¿1951¿v123¿¿¿¿¿Identifier
1348¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1349¿AssignmentExpression¿=¿1951¿¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1350¿Identifier¿¿1951¿data¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1351¿CallExpression¿¿1951¿¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1352¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1353¿Identifier¿¿1951¿fs¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1354¿Identifier¿¿1951¿readFileSync¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1355¿Identifier¿¿1951¿url¿¿¿{"start":{"line":48,"column":35},"end":{"line":48,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1356¿Literal¿string¿1951¿¿'utf8'¿¿{"start":{"line":48,"column":39},"end":{"line":48,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1357¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿ExpressionStatement
1358¿AssignmentExpression¿=¿1951¿¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿AssignmentExpression
1359¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1360¿Identifier¿¿1951¿res¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1361¿Identifier¿¿1951¿statusCode¿¿¿{"start":{"line":49,"column":16},"end":{"line":49,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1362¿Literal¿number¿1951¿¿200¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Literal
1363¿VariableDeclarator¿¿1951¿v124¿¿¿{"start":{"line":50,"column":42},"end":{"line":50,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1364¿CallExpression¿¿1951¿¿¿¿{"start":{"line":50,"column":42},"end":{"line":50,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1365¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":50,"column":42},"end":{"line":50,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
1366¿Identifier¿¿1951¿mime¿¿¿{"start":{"line":50,"column":42},"end":{"line":50,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1367¿Identifier¿¿1951¿lookup¿¿¿{"start":{"line":50,"column":47},"end":{"line":50,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1368¿Identifier¿¿1951¿url¿¿¿{"start":{"line":50,"column":54},"end":{"line":50,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿Identifier
1369¿VariableDeclarator¿¿1951¿v125¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿VariableDeclarator
1370¿CallExpression¿¿1951¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿CallExpression
1371¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/fsk-server_0.2.1/src/index.js"}¿¿MemberExpression
