Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1139¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":151,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Program
1292¿Identifier¿¿1988¿request¿¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1293¿Identifier¿¿1988¿cookie¿¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1294¿Identifier¿¿1988¿v134¿¿¿¿¿Identifier
1295¿VariableDeclarator¿¿1988¿jar¿¿¿{"start":{"line":34,"column":5},"end":{"line":34,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1296¿CallExpression¿¿1988¿¿¿¿{"start":{"line":34,"column":11},"end":{"line":34,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1297¿MemberExpression¿¿1988¿¿¿¿{"start":{"line":34,"column":11},"end":{"line":34,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1298¿Identifier¿¿1988¿request¿¿¿{"start":{"line":34,"column":11},"end":{"line":34,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1299¿Identifier¿¿1988¿jar¿¿¿{"start":{"line":34,"column":19},"end":{"line":34,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1300¿VariableDeclarator¿¿1988¿v135¿¿¿{"start":{"line":35,"column":1},"end":{"line":35,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1301¿CallExpression¿¿1988¿¿¿¿{"start":{"line":35,"column":1},"end":{"line":35,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1302¿MemberExpression¿¿1988¿¿¿¿{"start":{"line":35,"column":1},"end":{"line":35,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1303¿Identifier¿¿1988¿jar¿¿¿{"start":{"line":35,"column":1},"end":{"line":35,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1304¿Identifier¿¿1988¿add¿¿¿{"start":{"line":35,"column":5},"end":{"line":35,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1305¿Identifier¿¿1988¿cookie¿¿¿{"start":{"line":35,"column":9},"end":{"line":35,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1306¿ExpressionStatement¿¿1988¿¿¿¿{"start":{"line":35,"column":1},"end":{"line":35,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1307¿Identifier¿¿1988¿v135¿¿¿¿¿Identifier
1308¿VariableDeclarator¿¿1988¿content¿¿¿{"start":{"line":36,"column":5},"end":{"line":39,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1309¿ObjectExpression¿¿1988¿¿¿¿¿¿ObjectExpression
1310¿ExpressionStatement¿¿1988¿¿¿¿{"start":{"line":36,"column":5},"end":{"line":39,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1311¿AssignmentExpression¿=¿1988¿¿¿¿{"start":{"line":36,"column":5},"end":{"line":39,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿AssignmentExpression
1312¿MemberExpression¿¿1988¿¿¿¿{"start":{"line":36,"column":5},"end":{"line":39,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1313¿Identifier¿¿1988¿content¿¿¿{"start":{"line":36,"column":5},"end":{"line":36,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1314¿Identifier¿¿1988¿widget¿¿¿{"start":{"line":37,"column":2},"end":{"line":37,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1315¿Identifier¿¿1988¿widget¿¿¿{"start":{"line":37,"column":10},"end":{"line":37,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1316¿ExpressionStatement¿¿1988¿¿¿¿{"start":{"line":36,"column":5},"end":{"line":39,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1317¿AssignmentExpression¿=¿1988¿¿¿¿{"start":{"line":36,"column":5},"end":{"line":39,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿AssignmentExpression
1318¿MemberExpression¿¿1988¿¿¿¿{"start":{"line":36,"column":5},"end":{"line":39,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1319¿Identifier¿¿1988¿content¿¿¿{"start":{"line":36,"column":5},"end":{"line":36,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1320¿Identifier¿¿1988¿comment¿¿¿{"start":{"line":38,"column":2},"end":{"line":38,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1321¿Identifier¿¿1988¿comment¿¿¿{"start":{"line":38,"column":11},"end":{"line":38,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1322¿VariableDeclarator¿¿1988¿v136¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1323¿BinaryExpression¿+¿1988¿¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BinaryExpression
1324¿Literal¿string¿1988¿¿'http://'¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1325¿Identifier¿¿1988¿domain¿¿¿{"start":{"line":41,"column":19},"end":{"line":41,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1326¿VariableDeclarator¿¿1988¿v137¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1327¿BinaryExpression¿+¿1988¿¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BinaryExpression
1328¿Identifier¿¿1988¿v136¿¿¿¿¿Identifier
1329¿Literal¿string¿1988¿¿'/admin/api/widget/commit'¿¿{"start":{"line":41,"column":28},"end":{"line":41,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1330¿VariableDeclarator¿¿1988¿v138¿¿¿{"start":{"line":42,"column":11},"end":{"line":44,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1331¿ObjectExpression¿¿1988¿¿¿¿¿¿ObjectExpression
1332¿ExpressionStatement¿¿1988¿¿¿¿{"start":{"line":42,"column":11},"end":{"line":44,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1333¿AssignmentExpression¿=¿1988¿¿¿¿{"start":{"line":42,"column":11},"end":{"line":44,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿AssignmentExpression
1334¿MemberExpression¿computed¿1988¿¿¿¿{"start":{"line":42,"column":11},"end":{"line":44,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1335¿Identifier¿¿1988¿v138¿¿¿¿¿Identifier
1336¿Literal¿string¿1988¿¿'Content-type'¿¿{"start":{"line":43,"column":3},"end":{"line":43,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1337¿Literal¿string¿1988¿¿'application/json'¿¿{"start":{"line":43,"column":19},"end":{"line":43,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1338¿VariableDeclarator¿¿1988¿v139¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1339¿CallExpression¿¿1988¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1340¿MemberExpression¿¿1988¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1341¿Identifier¿¿1988¿JSON¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1342¿Identifier¿¿1988¿stringify¿¿¿{"start":{"line":47,"column":13},"end":{"line":47,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1343¿Identifier¿¿1988¿content¿¿¿{"start":{"line":47,"column":23},"end":{"line":47,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1344¿VariableDeclarator¿¿1988¿v140¿¿¿{"start":{"line":40,"column":9},"end":{"line":48,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1345¿ObjectExpression¿¿1988¿¿¿¿{"start":{"line":40,"column":9},"end":{"line":48,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ObjectExpression
1346¿Property¿¿1988¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":54},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Property
1347¿Identifier¿¿1988¿url¿¿¿{"start":{"line":41,"column":2},"end":{"line":41,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1348¿Identifier¿¿1988¿v137¿¿¿¿¿Identifier
1349¿Property¿¿1988¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":44,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Property
1350¿Identifier¿¿1988¿headers¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1351¿Identifier¿¿1988¿v138¿¿¿¿¿Identifier
1352¿Property¿¿1988¿¿¿¿{"start":{"line":45,"column":2},"end":{"line":45,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Property
1353¿Identifier¿¿1988¿jar¿¿¿{"start":{"line":45,"column":2},"end":{"line":45,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1354¿Identifier¿¿1988¿jar¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1355¿Property¿¿1988¿¿¿¿{"start":{"line":46,"column":2},"end":{"line":46,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Property
1356¿Identifier¿¿1988¿method¿¿¿{"start":{"line":46,"column":2},"end":{"line":46,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1357¿Literal¿string¿1988¿¿'POST'¿¿{"start":{"line":46,"column":10},"end":{"line":46,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1358¿Property¿¿1988¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Property
1359¿Identifier¿¿1988¿body¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1360¿Identifier¿¿1988¿v139¿¿¿¿¿Identifier
1361¿VariableDeclarator¿¿1988¿v147¿¿¿{"start":{"line":48,"column":4},"end":{"line":54,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1362¿FunctionExpression¿¿1988¿anon¿¿¿{"start":{"line":48,"column":4},"end":{"line":54,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿FunctionExpression
1363¿Identifier¿¿0¿error¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1364¿Identifier¿¿0¿response¿¿¿{"start":{"line":48,"column":20},"end":{"line":48,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1365¿Identifier¿¿0¿body¿¿¿{"start":{"line":48,"column":30},"end":{"line":48,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1366¿VariableDeclarator¿¿1990¿v141¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1367¿UnaryExpression¿!¿1990¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿UnaryExpression
1368¿Identifier¿¿1990¿error¿¿¿{"start":{"line":49,"column":7},"end":{"line":49,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1369¿VariableDeclarator¿¿1990¿v142¿¿¿{"start":{"line":49,"column":16},"end":{"line":49,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1370¿MemberExpression¿¿1990¿¿¿¿{"start":{"line":49,"column":16},"end":{"line":49,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1371¿Identifier¿¿1990¿response¿¿¿{"start":{"line":49,"column":16},"end":{"line":49,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1372¿Identifier¿¿1990¿statusCode¿¿¿{"start":{"line":49,"column":25},"end":{"line":49,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1373¿VariableDeclarator¿¿1990¿v143¿¿¿{"start":{"line":49,"column":16},"end":{"line":49,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1374¿BinaryExpression¿==¿1990¿¿¿¿{"start":{"line":49,"column":16},"end":{"line":49,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BinaryExpression
1375¿Identifier¿¿1990¿v142¿¿¿¿¿Identifier
1376¿Literal¿number¿1990¿¿200¿¿{"start":{"line":49,"column":39},"end":{"line":49,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1377¿VariableDeclarator¿¿1990¿v144¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1378¿LogicalExpression¿&&¿1990¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿LogicalExpression
1379¿Identifier¿¿1990¿v141¿¿¿¿¿Identifier
1380¿Identifier¿¿1990¿v143¿¿¿¿¿Identifier
1381¿IfStatement¿¿1990¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":53,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿IfStatement
1382¿Identifier¿¿1990¿v144¿¿¿¿¿Identifier
1383¿VariableDeclarator¿¿1990¿v145¿¿¿{"start":{"line":50,"column":3},"end":{"line":50,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1384¿CallExpression¿¿1990¿¿¿¿{"start":{"line":50,"column":3},"end":{"line":50,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1385¿Identifier¿¿1990¿cb¿¿¿{"start":{"line":50,"column":3},"end":{"line":50,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1386¿Literal¿number¿1990¿¿200¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1387¿ExpressionStatement¿¿1990¿¿¿¿{"start":{"line":50,"column":3},"end":{"line":50,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1388¿Identifier¿¿1990¿v145¿¿¿¿¿Identifier
1389¿BlockStatement¿¿1990¿¿¿¿{"start":{"line":49,"column":44},"end":{"line":51,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BlockStatement
1390¿VariableDeclarator¿¿1990¿v146¿¿¿{"start":{"line":52,"column":3},"end":{"line":52,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1391¿CallExpression¿¿1990¿¿¿¿{"start":{"line":52,"column":3},"end":{"line":52,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1392¿Identifier¿¿1990¿cb¿¿¿{"start":{"line":52,"column":3},"end":{"line":52,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1393¿Literal¿number¿1990¿¿403¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1394¿ExpressionStatement¿¿1990¿¿¿¿{"start":{"line":52,"column":3},"end":{"line":52,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1395¿Identifier¿¿1990¿v146¿¿¿¿¿Identifier
1396¿BlockStatement¿¿1990¿¿¿¿{"start":{"line":51,"column":9},"end":{"line":53,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BlockStatement
1397¿BlockStatement¿¿1990¿¿¿¿{"start":{"line":48,"column":36},"end":{"line":54,"column":2},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BlockStatement
1398¿VariableDeclarator¿¿1988¿v148¿¿¿{"start":{"line":40,"column":1},"end":{"line":54,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1399¿CallExpression¿¿1988¿¿¿¿{"start":{"line":40,"column":1},"end":{"line":54,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1400¿Identifier¿¿1988¿request¿¿¿{"start":{"line":40,"column":1},"end":{"line":40,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1401¿Identifier¿¿1988¿v140¿¿¿¿¿Identifier
1402¿Identifier¿¿1988¿v147¿¿¿¿¿Identifier
1403¿ExpressionStatement¿¿1988¿¿¿¿{"start":{"line":40,"column":1},"end":{"line":54,"column":4},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1404¿Identifier¿¿1988¿v148¿¿¿¿¿Identifier
1405¿BlockStatement¿¿1988¿¿¿¿{"start":{"line":31,"column":59},"end":{"line":55,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BlockStatement
1406¿ExpressionStatement¿¿1979¿¿¿¿{"start":{"line":31,"column":0},"end":{"line":55,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ExpressionStatement
1407¿AssignmentExpression¿=¿1979¿¿¿¿{"start":{"line":31,"column":0},"end":{"line":55,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿AssignmentExpression
1408¿MemberExpression¿¿1979¿¿¿¿{"start":{"line":31,"column":0},"end":{"line":31,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1409¿Identifier¿¿1979¿v132¿¿¿¿¿Identifier
1410¿Identifier¿¿1979¿commit¿¿¿{"start":{"line":31,"column":14},"end":{"line":31,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1411¿Identifier¿¿1979¿v149¿¿¿¿¿Identifier
1412¿VariableDeclarator¿¿1979¿v150¿¿¿{"start":{"line":57,"column":0},"end":{"line":57,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1413¿MemberExpression¿¿1979¿¿¿¿{"start":{"line":57,"column":0},"end":{"line":57,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1414¿Identifier¿¿1979¿API¿¿¿{"start":{"line":57,"column":0},"end":{"line":57,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1415¿Identifier¿¿1979¿prototype¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1416¿VariableDeclarator¿¿1979¿v169¿¿¿{"start":{"line":57,"column":0},"end":{"line":77,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1417¿FunctionExpression¿¿1979¿anon¿¿¿{"start":{"line":57,"column":34},"end":{"line":77,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿FunctionExpression
1418¿Identifier¿¿0¿user¿¿¿{"start":{"line":57,"column":43},"end":{"line":57,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1419¿Identifier¿¿0¿widgetName¿¿¿{"start":{"line":57,"column":48},"end":{"line":57,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1420¿Identifier¿¿0¿cb¿¿¿{"start":{"line":57,"column":59},"end":{"line":57,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1421¿VariableDeclarator¿¿1993¿domain¿¿¿{"start":{"line":58,"column":5},"end":{"line":58,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1422¿MemberExpression¿¿1993¿¿¿¿{"start":{"line":58,"column":14},"end":{"line":58,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1423¿ThisExpression¿¿1993¿¿¿¿{"start":{"line":58,"column":14},"end":{"line":58,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿ThisExpression
1424¿Identifier¿¿1993¿domain¿¿¿{"start":{"line":58,"column":19},"end":{"line":58,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1425¿VariableDeclarator¿¿1993¿v151¿¿¿{"start":{"line":59,"column":34},"end":{"line":59,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1426¿MemberExpression¿¿1993¿¿¿¿{"start":{"line":59,"column":34},"end":{"line":59,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1427¿Identifier¿¿1993¿user¿¿¿{"start":{"line":59,"column":34},"end":{"line":59,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1428¿Identifier¿¿1993¿id¿¿¿{"start":{"line":59,"column":39},"end":{"line":59,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1429¿VariableDeclarator¿¿1993¿v152¿¿¿{"start":{"line":59,"column":27},"end":{"line":59,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1430¿BinaryExpression¿+¿1993¿¿¿¿{"start":{"line":59,"column":27},"end":{"line":59,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿BinaryExpression
1431¿Literal¿string¿1993¿¿'u='¿¿{"start":{"line":59,"column":27},"end":{"line":59,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Literal
1432¿Identifier¿¿1993¿v151¿¿¿¿¿Identifier
1433¿VariableDeclarator¿¿1993¿cookie¿¿¿{"start":{"line":59,"column":5},"end":{"line":59,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1434¿CallExpression¿¿1993¿¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1435¿MemberExpression¿¿1993¿¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1436¿Identifier¿¿1993¿request¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1437¿Identifier¿¿1993¿cookie¿¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1438¿Identifier¿¿1993¿v152¿¿¿¿¿Identifier
1439¿VariableDeclarator¿¿1993¿jar¿¿¿{"start":{"line":60,"column":5},"end":{"line":60,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1440¿CallExpression¿¿1993¿¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1441¿MemberExpression¿¿1993¿¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
1442¿Identifier¿¿1993¿request¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1443¿Identifier¿¿1993¿jar¿¿¿{"start":{"line":60,"column":19},"end":{"line":60,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿Identifier
1444¿VariableDeclarator¿¿1993¿v153¿¿¿{"start":{"line":61,"column":1},"end":{"line":61,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿VariableDeclarator
1445¿CallExpression¿¿1993¿¿¿¿{"start":{"line":61,"column":1},"end":{"line":61,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿CallExpression
1446¿MemberExpression¿¿1993¿¿¿¿{"start":{"line":61,"column":1},"end":{"line":61,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/977/src/api.js"}¿¿MemberExpression
