Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
637¿Program¿¿-1¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":153,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Program
773¿Identifier¿¿1126¿expression¿¿¿{"start":{"line":56,"column":40},"end":{"line":56,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
774¿VariableDeclarator¿¿1126¿v74¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
775¿BinaryExpression¿+¿1126¿¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BinaryExpression
776¿Identifier¿¿1126¿v73¿¿¿¿¿Identifier
777¿Literal¿string¿1126¿¿')'¿¿{"start":{"line":56,"column":53},"end":{"line":56,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
778¿ReturnStatement¿¿1126¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ReturnStatement
779¿Identifier¿¿1126¿v74¿¿¿¿¿Identifier
780¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":55,"column":26},"end":{"line":57,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BlockStatement
781¿VariableDeclarator¿¿1126¿v75¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
782¿MemberExpression¿computed¿1126¿¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
783¿Identifier¿¿1126¿units¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
784¿Literal¿number¿1126¿¿0¿¿{"start":{"line":59,"column":21},"end":{"line":59,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
785¿VariableDeclarator¿¿1126¿unit¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
786¿LogicalExpression¿||¿1126¿¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿LogicalExpression
787¿Identifier¿¿1126¿v75¿¿¿¿¿Identifier
788¿Literal¿string¿1126¿¿''¿¿{"start":{"line":59,"column":27},"end":{"line":59,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
789¿VariableDeclarator¿¿1126¿v76¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
790¿BinaryExpression¿===¿1126¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BinaryExpression
791¿Identifier¿¿1126¿unit¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
792¿Literal¿string¿1126¿¿'%'¿¿{"start":{"line":61,"column":17},"end":{"line":61,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
793¿IfStatement¿¿1126¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":66,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿IfStatement
794¿Identifier¿¿1126¿v76¿¿¿¿¿Identifier
795¿VariableDeclarator¿¿1126¿v81¿¿¿{"start":{"line":63,"column":54},"end":{"line":65,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
796¿FunctionExpression¿¿1126¿anon¿¿¿{"start":{"line":63,"column":54},"end":{"line":65,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿FunctionExpression
797¿Identifier¿¿0¿percent¿¿¿{"start":{"line":63,"column":63},"end":{"line":63,"column":70},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
798¿VariableDeclarator¿¿1131¿v77¿¿¿{"start":{"line":64,"column":43},"end":{"line":64,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
799¿UnaryExpression¿-¿1131¿¿¿¿{"start":{"line":64,"column":43},"end":{"line":64,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿UnaryExpression
800¿Literal¿number¿1131¿¿1¿¿{"start":{"line":64,"column":44},"end":{"line":64,"column":45},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
801¿VariableDeclarator¿¿1131¿v78¿¿¿{"start":{"line":64,"column":26},"end":{"line":64,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
802¿CallExpression¿¿1131¿¿¿¿{"start":{"line":64,"column":26},"end":{"line":64,"column":46},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿CallExpression
803¿MemberExpression¿¿1131¿¿¿¿{"start":{"line":64,"column":26},"end":{"line":64,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
804¿Identifier¿¿1131¿percent¿¿¿{"start":{"line":64,"column":26},"end":{"line":64,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
805¿Identifier¿¿1131¿slice¿¿¿{"start":{"line":64,"column":34},"end":{"line":64,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
806¿Literal¿number¿1131¿¿0¿¿{"start":{"line":64,"column":40},"end":{"line":64,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
807¿Identifier¿¿1131¿v77¿¿¿¿¿Identifier
808¿VariableDeclarator¿¿1131¿v79¿¿¿{"start":{"line":64,"column":15},"end":{"line":64,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
809¿CallExpression¿¿1131¿¿¿¿{"start":{"line":64,"column":15},"end":{"line":64,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿CallExpression
810¿Identifier¿¿1131¿parseFloat¿¿¿{"start":{"line":64,"column":15},"end":{"line":64,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
811¿Identifier¿¿1131¿v78¿¿¿¿¿Identifier
812¿VariableDeclarator¿¿1131¿v80¿¿¿{"start":{"line":64,"column":15},"end":{"line":64,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
813¿BinaryExpression¿*¿1131¿¿¿¿{"start":{"line":64,"column":15},"end":{"line":64,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BinaryExpression
814¿Identifier¿¿1131¿v79¿¿¿¿¿Identifier
815¿Literal¿number¿1131¿¿0.01¿¿{"start":{"line":64,"column":50},"end":{"line":64,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
816¿ReturnStatement¿¿1131¿¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ReturnStatement
817¿Identifier¿¿1131¿v80¿¿¿¿¿Identifier
818¿BlockStatement¿¿1131¿¿¿¿{"start":{"line":63,"column":72},"end":{"line":65,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BlockStatement
819¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":65,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ExpressionStatement
820¿AssignmentExpression¿=¿1126¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":65,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿AssignmentExpression
821¿Identifier¿¿1126¿expression¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":16},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
822¿CallExpression¿¿1126¿¿¿¿{"start":{"line":63,"column":19},"end":{"line":65,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿CallExpression
823¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":63,"column":19},"end":{"line":63,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
824¿Identifier¿¿1126¿expression¿¿¿{"start":{"line":63,"column":19},"end":{"line":63,"column":29},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
825¿Identifier¿¿1126¿replace¿¿¿{"start":{"line":63,"column":30},"end":{"line":63,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
826¿Literal¿object¿1126¿¿/\b[0-9\.]+%/g¿¿{"start":{"line":63,"column":38},"end":{"line":63,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
827¿Identifier¿¿1126¿v81¿¿¿¿¿Identifier
828¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":61,"column":22},"end":{"line":66,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BlockStatement
829¿VariableDeclarator¿¿1126¿v82¿¿¿{"start":{"line":69,"column":40},"end":{"line":69,"column":61},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
830¿NewExpression¿¿1126¿¿¿¿{"start":{"line":69,"column":40},"end":{"line":69,"column":61},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿NewExpression
831¿Identifier¿¿1126¿RegExp¿¿¿{"start":{"line":69,"column":44},"end":{"line":69,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
832¿Identifier¿¿1126¿unit¿¿¿{"start":{"line":69,"column":51},"end":{"line":69,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
833¿Literal¿string¿1126¿¿'g'¿¿{"start":{"line":69,"column":57},"end":{"line":69,"column":60},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
834¿VariableDeclarator¿¿1126¿toEvaluate¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":66},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
835¿CallExpression¿¿1126¿¿¿¿{"start":{"line":69,"column":21},"end":{"line":69,"column":66},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿CallExpression
836¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":69,"column":21},"end":{"line":69,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
837¿Identifier¿¿1126¿expression¿¿¿{"start":{"line":69,"column":21},"end":{"line":69,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
838¿Identifier¿¿1126¿replace¿¿¿{"start":{"line":69,"column":32},"end":{"line":69,"column":39},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
839¿Identifier¿¿1126¿v82¿¿¿¿¿Identifier
840¿Literal¿string¿1126¿¿''¿¿{"start":{"line":69,"column":63},"end":{"line":69,"column":65},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
841¿VariableDeclarator¿¿1126¿result¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
842¿TryStatement¿¿1126¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":77,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿TryStatement
843¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ExpressionStatement
844¿AssignmentExpression¿=¿1126¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿AssignmentExpression
845¿Identifier¿¿1126¿result¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
846¿CallExpression¿¿1126¿¿¿¿{"start":{"line":73,"column":15},"end":{"line":73,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿CallExpression
847¿Identifier¿¿1126¿eval¿¿¿{"start":{"line":73,"column":15},"end":{"line":73,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
848¿Identifier¿¿1126¿toEvaluate¿¿¿{"start":{"line":73,"column":20},"end":{"line":73,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
849¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":74,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BlockStatement
850¿CatchClause¿¿1126¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":77,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿CatchClause
851¿VariableDeclarator¿¿1126¿v83¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
852¿BinaryExpression¿+¿1126¿¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BinaryExpression
853¿Identifier¿¿1126¿functionIdentifier¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
854¿Literal¿string¿1126¿¿'('¿¿{"start":{"line":76,"column":34},"end":{"line":76,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
855¿VariableDeclarator¿¿1126¿v84¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
856¿BinaryExpression¿+¿1126¿¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BinaryExpression
857¿Identifier¿¿1126¿v83¿¿¿¿¿Identifier
858¿Identifier¿¿1126¿expression¿¿¿{"start":{"line":76,"column":40},"end":{"line":76,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
859¿VariableDeclarator¿¿1126¿v85¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
860¿BinaryExpression¿+¿1126¿¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BinaryExpression
861¿Identifier¿¿1126¿v84¿¿¿¿¿Identifier
862¿Literal¿string¿1126¿¿')'¿¿{"start":{"line":76,"column":53},"end":{"line":76,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
863¿ReturnStatement¿¿1126¿¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ReturnStatement
864¿Identifier¿¿1126¿v85¿¿¿¿¿Identifier
865¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":75,"column":14},"end":{"line":77,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BlockStatement
866¿Identifier¿¿1126¿e¿¿¿{"start":{"line":75,"column":11},"end":{"line":75,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
867¿VariableDeclarator¿¿1126¿v86¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
868¿BinaryExpression¿===¿1126¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BinaryExpression
869¿Identifier¿¿1126¿unit¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
870¿Literal¿string¿1126¿¿'%'¿¿{"start":{"line":80,"column":17},"end":{"line":80,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
871¿IfStatement¿¿1126¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":82,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿IfStatement
872¿Identifier¿¿1126¿v86¿¿¿¿¿Identifier
873¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ExpressionStatement
874¿AssignmentExpression¿*=¿1126¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿AssignmentExpression
875¿Identifier¿¿1126¿result¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
876¿Literal¿number¿1126¿¿100¿¿{"start":{"line":81,"column":16},"end":{"line":81,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
877¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":80,"column":22},"end":{"line":82,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BlockStatement
878¿VariableDeclarator¿¿1126¿v87¿¿¿{"start":{"line":86,"column":24},"end":{"line":86,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
879¿BinaryExpression¿*¿1126¿¿¿¿{"start":{"line":86,"column":24},"end":{"line":86,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BinaryExpression
880¿Identifier¿¿1126¿result¿¿¿{"start":{"line":86,"column":24},"end":{"line":86,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
881¿Identifier¿¿1126¿decimalPrecision¿¿¿{"start":{"line":86,"column":33},"end":{"line":86,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
882¿VariableDeclarator¿¿1126¿v88¿¿¿{"start":{"line":86,"column":13},"end":{"line":86,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
883¿CallExpression¿¿1126¿¿¿¿{"start":{"line":86,"column":13},"end":{"line":86,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿CallExpression
884¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":86,"column":13},"end":{"line":86,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿MemberExpression
885¿Identifier¿¿1126¿Math¿¿¿{"start":{"line":86,"column":13},"end":{"line":86,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
886¿Identifier¿¿1126¿round¿¿¿{"start":{"line":86,"column":18},"end":{"line":86,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
887¿Identifier¿¿1126¿v87¿¿¿¿¿Identifier
888¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":86,"column":4},"end":{"line":86,"column":69},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ExpressionStatement
889¿AssignmentExpression¿=¿1126¿¿¿¿{"start":{"line":86,"column":4},"end":{"line":86,"column":69},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿AssignmentExpression
890¿Identifier¿¿1126¿result¿¿¿{"start":{"line":86,"column":4},"end":{"line":86,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
891¿BinaryExpression¿/¿1126¿¿¿¿{"start":{"line":86,"column":13},"end":{"line":86,"column":69},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BinaryExpression
892¿Identifier¿¿1126¿v88¿¿¿¿¿Identifier
893¿Identifier¿¿1126¿decimalPrecision¿¿¿{"start":{"line":86,"column":53},"end":{"line":86,"column":69},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
894¿VariableDeclarator¿¿1126¿v89¿¿¿{"start":{"line":89,"column":8},"end":{"line":89,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
895¿BinaryExpression¿!==¿1126¿¿¿¿{"start":{"line":89,"column":8},"end":{"line":89,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BinaryExpression
896¿Identifier¿¿1126¿result¿¿¿{"start":{"line":89,"column":8},"end":{"line":89,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
897¿Literal¿number¿1126¿¿0¿¿{"start":{"line":89,"column":19},"end":{"line":89,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Literal
898¿IfStatement¿¿1126¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":91,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿IfStatement
899¿Identifier¿¿1126¿v89¿¿¿¿¿Identifier
900¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ExpressionStatement
901¿AssignmentExpression¿+=¿1126¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿AssignmentExpression
902¿Identifier¿¿1126¿result¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
903¿Identifier¿¿1126¿unit¿¿¿{"start":{"line":90,"column":16},"end":{"line":90,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
904¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":89,"column":22},"end":{"line":91,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BlockStatement
905¿ReturnStatement¿¿1126¿¿¿¿{"start":{"line":93,"column":4},"end":{"line":93,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿ReturnStatement
906¿Identifier¿¿1126¿result¿¿¿{"start":{"line":93,"column":11},"end":{"line":93,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿Identifier
907¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":40,"column":69},"end":{"line":94,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿BlockStatement
908¿VariableDeclarator¿¿1123¿evaluateNestedExpression¿¿¿{"start":{"line":102,"column":2},"end":{"line":123,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿VariableDeclarator
909¿FunctionExpression¿¿1123¿anon¿¿¿{"start":{"line":102,"column":2},"end":{"line":123,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/reduce-css-calc_1.2.0/src/index.js"}¿¿FunctionExpression
