Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
18915¿Program¿¿-1¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":2319,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Program
20502¿Identifier¿¿0¿data¿¿¿{"start":{"line":274,"column":20},"end":{"line":274,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20503¿VariableDeclarator¿¿33504¿i¿¿¿{"start":{"line":275,"column":8},"end":{"line":275,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20504¿VariableDeclarator¿¿33504¿j¿¿¿{"start":{"line":275,"column":11},"end":{"line":275,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20505¿VariableDeclarator¿¿33504¿d¿¿¿{"start":{"line":275,"column":14},"end":{"line":275,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20506¿AssignmentExpression¿=¿33504¿¿¿¿{"start":{"line":276,"column":9},"end":{"line":276,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
20507¿Identifier¿¿33504¿i¿¿¿{"start":{"line":276,"column":9},"end":{"line":276,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20508¿Literal¿number¿33504¿¿0¿¿{"start":{"line":276,"column":13},"end":{"line":276,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Literal
20509¿VariableDeclarator¿¿33504¿v2102¿¿¿{"start":{"line":276,"column":20},"end":{"line":276,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20510¿MemberExpression¿¿33504¿¿¿¿{"start":{"line":276,"column":20},"end":{"line":276,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
20511¿Identifier¿¿33504¿data¿¿¿{"start":{"line":276,"column":20},"end":{"line":276,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20512¿Identifier¿¿33504¿length¿¿¿{"start":{"line":276,"column":25},"end":{"line":276,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20513¿VariableDeclarator¿¿33504¿v2103¿¿¿{"start":{"line":276,"column":16},"end":{"line":276,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20514¿BinaryExpression¿<¿33504¿¿¿¿{"start":{"line":276,"column":16},"end":{"line":276,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BinaryExpression
20515¿Identifier¿¿33504¿i¿¿¿{"start":{"line":276,"column":16},"end":{"line":276,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20516¿Identifier¿¿33504¿v2102¿¿¿¿¿Identifier
20517¿WhileStatement¿¿33504¿¿¿¿{"start":{"line":276,"column":4},"end":{"line":283,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿WhileStatement
20518¿Identifier¿¿33504¿v2103¿¿¿¿¿Identifier
20519¿VariableDeclarator¿¿33504¿v2105¿¿¿{"start":{"line":277,"column":10},"end":{"line":277,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20520¿MemberExpression¿computed¿33504¿¿¿¿{"start":{"line":277,"column":10},"end":{"line":277,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
20521¿Identifier¿¿33504¿data¿¿¿{"start":{"line":277,"column":10},"end":{"line":277,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20522¿Identifier¿¿33504¿i¿¿¿{"start":{"line":277,"column":15},"end":{"line":277,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20523¿ExpressionStatement¿¿33504¿¿¿¿{"start":{"line":277,"column":6},"end":{"line":277,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
20524¿AssignmentExpression¿=¿33504¿¿¿¿{"start":{"line":277,"column":6},"end":{"line":277,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
20525¿Identifier¿¿33504¿d¿¿¿{"start":{"line":277,"column":6},"end":{"line":277,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20526¿MemberExpression¿¿33504¿¿¿¿{"start":{"line":277,"column":10},"end":{"line":277,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
20527¿Identifier¿¿33504¿v2105¿¿¿¿¿Identifier
20528¿Identifier¿¿33504¿data¿¿¿{"start":{"line":277,"column":18},"end":{"line":277,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20529¿AssignmentExpression¿=¿33504¿¿¿¿{"start":{"line":278,"column":11},"end":{"line":278,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
20530¿Identifier¿¿33504¿j¿¿¿{"start":{"line":278,"column":11},"end":{"line":278,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20531¿Literal¿number¿33504¿¿0¿¿{"start":{"line":278,"column":15},"end":{"line":278,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Literal
20532¿VariableDeclarator¿¿33504¿v2106¿¿¿{"start":{"line":278,"column":22},"end":{"line":278,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20533¿MemberExpression¿¿33504¿¿¿¿{"start":{"line":278,"column":22},"end":{"line":278,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
20534¿Identifier¿¿33504¿d¿¿¿{"start":{"line":278,"column":22},"end":{"line":278,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20535¿Identifier¿¿33504¿length¿¿¿{"start":{"line":278,"column":24},"end":{"line":278,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20536¿VariableDeclarator¿¿33504¿v2107¿¿¿{"start":{"line":278,"column":18},"end":{"line":278,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20537¿BinaryExpression¿<¿33504¿¿¿¿{"start":{"line":278,"column":18},"end":{"line":278,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BinaryExpression
20538¿Identifier¿¿33504¿j¿¿¿{"start":{"line":278,"column":18},"end":{"line":278,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20539¿Identifier¿¿33504¿v2106¿¿¿¿¿Identifier
20540¿WhileStatement¿¿33504¿¿¿¿{"start":{"line":278,"column":6},"end":{"line":282,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿WhileStatement
20541¿Identifier¿¿33504¿v2107¿¿¿¿¿Identifier
20542¿VariableDeclarator¿¿33504¿v2109¿¿¿{"start":{"line":279,"column":12},"end":{"line":279,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20543¿MemberExpression¿computed¿33504¿¿¿¿{"start":{"line":279,"column":12},"end":{"line":279,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
20544¿Identifier¿¿33504¿d¿¿¿{"start":{"line":279,"column":12},"end":{"line":279,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20545¿Identifier¿¿33504¿j¿¿¿{"start":{"line":279,"column":14},"end":{"line":279,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20546¿VariableDeclarator¿¿33504¿v2110¿¿¿{"start":{"line":279,"column":12},"end":{"line":279,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20547¿MemberExpression¿computed¿33504¿¿¿¿{"start":{"line":279,"column":12},"end":{"line":279,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
20548¿Identifier¿¿33504¿v2109¿¿¿¿¿Identifier
20549¿Literal¿number¿33504¿¿1¿¿{"start":{"line":279,"column":17},"end":{"line":279,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Literal
20550¿VariableDeclarator¿¿33504¿v2111¿¿¿{"start":{"line":279,"column":12},"end":{"line":279,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20551¿BinaryExpression¿!=¿33504¿¿¿¿{"start":{"line":279,"column":12},"end":{"line":279,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BinaryExpression
20552¿Identifier¿¿33504¿v2110¿¿¿¿¿Identifier
20553¿Literal¿number¿33504¿¿0¿¿{"start":{"line":279,"column":23},"end":{"line":279,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Literal
20554¿IfStatement¿¿33504¿¿¿¿{"start":{"line":279,"column":8},"end":{"line":281,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿IfStatement
20555¿Identifier¿¿33504¿v2111¿¿¿¿¿Identifier
20556¿ReturnStatement¿¿33504¿¿¿¿{"start":{"line":280,"column":10},"end":{"line":280,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ReturnStatement
20557¿Literal¿boolean¿33504¿¿false¿¿{"start":{"line":280,"column":17},"end":{"line":280,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Literal
20558¿BlockStatement¿¿33504¿¿¿¿{"start":{"line":279,"column":26},"end":{"line":281,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BlockStatement
20559¿VariableDeclarator¿¿33504¿v2108¿¿¿{"start":{"line":278,"column":32},"end":{"line":278,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20560¿UpdateExpression¿¿33504¿¿¿¿{"start":{"line":278,"column":32},"end":{"line":278,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿UpdateExpression
20561¿Identifier¿¿33504¿j¿¿¿{"start":{"line":278,"column":32},"end":{"line":278,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20562¿ExpressionStatement¿¿33504¿¿¿¿{"start":{"line":278,"column":6},"end":{"line":282,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
20563¿AssignmentExpression¿=¿33504¿¿¿¿{"start":{"line":278,"column":6},"end":{"line":282,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
20564¿Identifier¿¿33504¿v2107¿¿¿{"start":{"line":278,"column":6},"end":{"line":282,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20565¿BinaryExpression¿<¿33504¿¿¿¿{"start":{"line":278,"column":18},"end":{"line":278,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BinaryExpression
20566¿Identifier¿¿33504¿j¿¿¿{"start":{"line":278,"column":18},"end":{"line":278,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20567¿Identifier¿¿33504¿v2106¿¿¿¿¿Identifier
20568¿BlockStatement¿¿33504¿¿¿¿¿¿BlockStatement
20569¿VariableDeclarator¿¿33504¿v2104¿¿¿{"start":{"line":276,"column":33},"end":{"line":276,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20570¿UpdateExpression¿¿33504¿¿¿¿{"start":{"line":276,"column":33},"end":{"line":276,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿UpdateExpression
20571¿Identifier¿¿33504¿i¿¿¿{"start":{"line":276,"column":33},"end":{"line":276,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20572¿ExpressionStatement¿¿33504¿¿¿¿{"start":{"line":276,"column":4},"end":{"line":283,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
20573¿AssignmentExpression¿=¿33504¿¿¿¿{"start":{"line":276,"column":4},"end":{"line":283,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
20574¿Identifier¿¿33504¿v2103¿¿¿{"start":{"line":276,"column":4},"end":{"line":283,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20575¿BinaryExpression¿<¿33504¿¿¿¿{"start":{"line":276,"column":16},"end":{"line":276,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BinaryExpression
20576¿Identifier¿¿33504¿i¿¿¿{"start":{"line":276,"column":16},"end":{"line":276,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20577¿Identifier¿¿33504¿v2102¿¿¿¿¿Identifier
20578¿BlockStatement¿¿33504¿¿¿¿¿¿BlockStatement
20579¿ReturnStatement¿¿33504¿¿¿¿{"start":{"line":284,"column":4},"end":{"line":284,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ReturnStatement
20580¿Literal¿boolean¿33504¿¿true¿¿{"start":{"line":284,"column":11},"end":{"line":284,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Literal
20581¿BlockStatement¿¿33504¿¿¿¿{"start":{"line":274,"column":26},"end":{"line":285,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿BlockStatement
20582¿VariableDeclarator¿¿33411¿v2112¿¿¿{"start":{"line":292,"column":17},"end":{"line":292,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20583¿ObjectExpression¿¿33411¿¿¿¿¿¿ObjectExpression
20584¿VariableDeclarator¿¿33411¿v2113¿¿¿{"start":{"line":290,"column":14},"end":{"line":293,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20585¿ObjectExpression¿¿33411¿¿¿¿¿¿ObjectExpression
20586¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":290,"column":14},"end":{"line":293,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
20587¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":290,"column":14},"end":{"line":293,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
20588¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":290,"column":14},"end":{"line":293,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
20589¿Identifier¿¿33411¿v2113¿¿¿¿¿Identifier
20590¿Identifier¿¿33411¿displayColors¿¿¿{"start":{"line":291,"column":6},"end":{"line":291,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20591¿Literal¿boolean¿33411¿¿false¿¿{"start":{"line":291,"column":21},"end":{"line":291,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Literal
20592¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":290,"column":14},"end":{"line":293,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
20593¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":290,"column":14},"end":{"line":293,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
20594¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":290,"column":14},"end":{"line":293,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
20595¿Identifier¿¿33411¿v2113¿¿¿¿¿Identifier
20596¿Identifier¿¿33411¿callbacks¿¿¿{"start":{"line":292,"column":6},"end":{"line":292,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20597¿Identifier¿¿33411¿v2112¿¿¿¿¿Identifier
20598¿VariableDeclarator¿¿33411¿v2114¿¿¿{"start":{"line":294,"column":12},"end":{"line":294,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20599¿ObjectExpression¿¿33411¿¿¿¿¿¿ObjectExpression
20600¿VariableDeclarator¿¿33411¿v2115¿¿¿{"start":{"line":295,"column":11},"end":{"line":295,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20601¿ObjectExpression¿¿33411¿¿¿¿¿¿ObjectExpression
20602¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":295,"column":11},"end":{"line":295,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
20603¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":295,"column":11},"end":{"line":295,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
20604¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":295,"column":11},"end":{"line":295,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
20605¿Identifier¿¿33411¿v2115¿¿¿¿¿Identifier
20606¿Identifier¿¿33411¿fontSize¿¿¿{"start":{"line":295,"column":12},"end":{"line":295,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20607¿Literal¿number¿33411¿¿20¿¿{"start":{"line":295,"column":22},"end":{"line":295,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Literal
20608¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":295,"column":11},"end":{"line":295,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
20609¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":295,"column":11},"end":{"line":295,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
20610¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":295,"column":11},"end":{"line":295,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
20611¿Identifier¿¿33411¿v2115¿¿¿¿¿Identifier
20612¿Identifier¿¿33411¿fontColor¿¿¿{"start":{"line":295,"column":26},"end":{"line":295,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20613¿Literal¿string¿33411¿¿'#333'¿¿{"start":{"line":295,"column":37},"end":{"line":295,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Literal
20614¿VariableDeclarator¿¿33411¿baseOptions¿¿¿{"start":{"line":287,"column":6},"end":{"line":296,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20615¿ObjectExpression¿¿33411¿¿¿¿¿¿ObjectExpression
20616¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":287,"column":6},"end":{"line":296,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
20617¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":287,"column":6},"end":{"line":296,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
20618¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":287,"column":6},"end":{"line":296,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
20619¿Identifier¿¿33411¿baseOptions¿¿¿{"start":{"line":287,"column":6},"end":{"line":287,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20620¿Identifier¿¿33411¿maintainAspectRatio¿¿¿{"start":{"line":288,"column":4},"end":{"line":288,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20621¿Literal¿boolean¿33411¿¿false¿¿{"start":{"line":288,"column":25},"end":{"line":288,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Literal
20622¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":287,"column":6},"end":{"line":296,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
20623¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":287,"column":6},"end":{"line":296,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
20624¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":287,"column":6},"end":{"line":296,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
20625¿Identifier¿¿33411¿baseOptions¿¿¿{"start":{"line":287,"column":6},"end":{"line":287,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20626¿Identifier¿¿33411¿animation¿¿¿{"start":{"line":289,"column":4},"end":{"line":289,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20627¿Literal¿boolean¿33411¿¿false¿¿{"start":{"line":289,"column":15},"end":{"line":289,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Literal
20628¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":287,"column":6},"end":{"line":296,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
20629¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":287,"column":6},"end":{"line":296,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
20630¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":287,"column":6},"end":{"line":296,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
20631¿Identifier¿¿33411¿baseOptions¿¿¿{"start":{"line":287,"column":6},"end":{"line":287,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20632¿Identifier¿¿33411¿tooltips¿¿¿{"start":{"line":290,"column":4},"end":{"line":290,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20633¿Identifier¿¿33411¿v2113¿¿¿¿¿Identifier
20634¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":287,"column":6},"end":{"line":296,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
20635¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":287,"column":6},"end":{"line":296,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
20636¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":287,"column":6},"end":{"line":296,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
20637¿Identifier¿¿33411¿baseOptions¿¿¿{"start":{"line":287,"column":6},"end":{"line":287,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20638¿Identifier¿¿33411¿legend¿¿¿{"start":{"line":294,"column":4},"end":{"line":294,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20639¿Identifier¿¿33411¿v2114¿¿¿¿¿Identifier
20640¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":287,"column":6},"end":{"line":296,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
20641¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":287,"column":6},"end":{"line":296,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
20642¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":287,"column":6},"end":{"line":296,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
20643¿Identifier¿¿33411¿baseOptions¿¿¿{"start":{"line":287,"column":6},"end":{"line":287,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20644¿Identifier¿¿33411¿title¿¿¿{"start":{"line":295,"column":4},"end":{"line":295,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
20645¿Identifier¿¿33411¿v2115¿¿¿¿¿Identifier
20646¿VariableDeclarator¿¿33411¿v2116¿¿¿{"start":{"line":302,"column":17},"end":{"line":304,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿VariableDeclarator
20647¿ObjectExpression¿¿33411¿¿¿¿¿¿ObjectExpression
20648¿ExpressionStatement¿¿33411¿¿¿¿{"start":{"line":302,"column":17},"end":{"line":304,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿ExpressionStatement
20649¿AssignmentExpression¿=¿33411¿¿¿¿{"start":{"line":302,"column":17},"end":{"line":304,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿AssignmentExpression
20650¿MemberExpression¿¿33411¿¿¿¿{"start":{"line":302,"column":17},"end":{"line":304,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿MemberExpression
20651¿Identifier¿¿33411¿v2116¿¿¿¿¿Identifier
20652¿Identifier¿¿33411¿maxTicksLimit¿¿¿{"start":{"line":303,"column":12},"end":{"line":303,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/1312/src/chartkick.js"}¿¿Identifier
