Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1067¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":231,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Program
1201¿Literal¿number¿1859¿¿0¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1202¿VariableDeclarator¿¿1859¿length¿¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1203¿MemberExpression¿¿1859¿¿¿¿{"start":{"line":71,"column":29},"end":{"line":71,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1204¿Identifier¿¿1859¿arr¿¿¿{"start":{"line":71,"column":29},"end":{"line":71,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1205¿Identifier¿¿1859¿length¿¿¿{"start":{"line":71,"column":33},"end":{"line":71,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1206¿VariableDeclarator¿¿1859¿v88¿¿¿{"start":{"line":71,"column":41},"end":{"line":71,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1207¿BinaryExpression¿<¿1859¿¿¿¿{"start":{"line":71,"column":41},"end":{"line":71,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BinaryExpression
1208¿Identifier¿¿1859¿i¿¿¿{"start":{"line":71,"column":41},"end":{"line":71,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1209¿Identifier¿¿1859¿length¿¿¿{"start":{"line":71,"column":45},"end":{"line":71,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1210¿WhileStatement¿¿1859¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":80,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿WhileStatement
1211¿Identifier¿¿1859¿v88¿¿¿¿¿Identifier
1212¿ExpressionStatement¿¿1859¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1213¿AssignmentExpression¿=¿1859¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1214¿Identifier¿¿1859¿value¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1215¿MemberExpression¿computed¿1859¿¿¿¿{"start":{"line":73,"column":14},"end":{"line":73,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1216¿Identifier¿¿1859¿arr¿¿¿{"start":{"line":73,"column":14},"end":{"line":73,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1217¿Identifier¿¿1859¿i¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1218¿VariableDeclarator¿¿1859¿v90¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1219¿CallExpression¿¿1859¿¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1220¿MemberExpression¿¿1859¿¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1221¿Identifier¿¿1859¿Array¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1222¿Identifier¿¿1859¿isArray¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1223¿Identifier¿¿1859¿value¿¿¿{"start":{"line":75,"column":24},"end":{"line":75,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1224¿IfStatement¿¿1859¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":79,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿IfStatement
1225¿Identifier¿¿1859¿v90¿¿¿¿¿Identifier
1226¿VariableDeclarator¿¿1859¿v91¿¿¿{"start":{"line":76,"column":15},"end":{"line":76,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1227¿CallExpression¿¿1859¿¿¿¿{"start":{"line":76,"column":15},"end":{"line":76,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1228¿MemberExpression¿¿1859¿¿¿¿{"start":{"line":76,"column":15},"end":{"line":76,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1229¿ThisExpression¿¿1859¿¿¿¿{"start":{"line":76,"column":15},"end":{"line":76,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ThisExpression
1230¿Identifier¿¿1859¿flatten¿¿¿{"start":{"line":76,"column":20},"end":{"line":76,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1231¿Identifier¿¿1859¿value¿¿¿{"start":{"line":76,"column":28},"end":{"line":76,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1232¿Identifier¿¿1859¿obj¿¿¿{"start":{"line":76,"column":35},"end":{"line":76,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1233¿ReturnStatement¿¿1859¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ReturnStatement
1234¿Identifier¿¿1859¿v91¿¿¿¿¿Identifier
1235¿BlockStatement¿¿1859¿¿¿¿{"start":{"line":75,"column":32},"end":{"line":77,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BlockStatement
1236¿VariableDeclarator¿¿1859¿v92¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1237¿CallExpression¿¿1859¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1238¿MemberExpression¿¿1859¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1239¿Identifier¿¿1859¿result¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1240¿Identifier¿¿1859¿push¿¿¿{"start":{"line":78,"column":15},"end":{"line":78,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1241¿Identifier¿¿1859¿value¿¿¿{"start":{"line":78,"column":20},"end":{"line":78,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1242¿ExpressionStatement¿¿1859¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1243¿Identifier¿¿1859¿v92¿¿¿¿¿Identifier
1244¿BlockStatement¿¿1859¿¿¿¿{"start":{"line":77,"column":13},"end":{"line":79,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BlockStatement
1245¿VariableDeclarator¿¿1859¿v89¿¿¿{"start":{"line":71,"column":53},"end":{"line":71,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1246¿UpdateExpression¿¿1859¿¿¿¿{"start":{"line":71,"column":53},"end":{"line":71,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿UpdateExpression
1247¿Identifier¿¿1859¿i¿¿¿{"start":{"line":71,"column":53},"end":{"line":71,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1248¿ExpressionStatement¿¿1859¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":80,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1249¿AssignmentExpression¿=¿1859¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":80,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1250¿Identifier¿¿1859¿v88¿¿¿{"start":{"line":71,"column":4},"end":{"line":80,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1251¿BinaryExpression¿<¿1859¿¿¿¿{"start":{"line":71,"column":41},"end":{"line":71,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BinaryExpression
1252¿Identifier¿¿1859¿i¿¿¿{"start":{"line":71,"column":41},"end":{"line":71,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1253¿Identifier¿¿1859¿length¿¿¿{"start":{"line":71,"column":45},"end":{"line":71,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1254¿BlockStatement¿¿1859¿¿¿¿¿¿BlockStatement
1255¿ReturnStatement¿¿1859¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ReturnStatement
1256¿Identifier¿¿1859¿result¿¿¿{"start":{"line":81,"column":11},"end":{"line":81,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1257¿BlockStatement¿¿1859¿¿¿¿{"start":{"line":67,"column":20},"end":{"line":82,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BlockStatement
1258¿ExpressionStatement¿¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1259¿AssignmentExpression¿=¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1260¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1261¿Identifier¿¿1850¿tools¿¿¿{"start":{"line":20,"column":6},"end":{"line":20,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1262¿Identifier¿¿1850¿flatten¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1263¿Identifier¿¿1850¿flatten¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1264¿VariableDeclarator¿¿1850¿funcs¿¿¿{"start":{"line":20,"column":0},"end":{"line":228,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1265¿FunctionExpression¿¿1850¿funcs¿¿¿{"start":{"line":93,"column":7},"end":{"line":135,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿FunctionExpression
1266¿Identifier¿¿0¿opts¿¿¿{"start":{"line":93,"column":8},"end":{"line":93,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1267¿VariableDeclarator¿¿1863¿scope¿¿¿{"start":{"line":94,"column":10},"end":{"line":94,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1268¿ThisExpression¿¿1863¿¿¿¿{"start":{"line":94,"column":18},"end":{"line":94,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ThisExpression
1269¿VariableDeclarator¿¿1863¿funcs¿¿¿{"start":{"line":95,"column":10},"end":{"line":95,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1270¿ObjectExpression¿¿1863¿¿¿¿¿¿ObjectExpression
1271¿VariableDeclarator¿¿1863¿cmd¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1272¿Literal¿boolean¿1863¿¿false¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1273¿VariableDeclarator¿¿1863¿errors¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1274¿ArrayExpression¿¿1863¿¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ArrayExpression
1275¿VariableDeclarator¿¿1863¿reports¿¿¿{"start":{"line":98,"column":10},"end":{"line":98,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1276¿ArrayExpression¿¿1863¿¿¿¿{"start":{"line":98,"column":20},"end":{"line":98,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ArrayExpression
1277¿VariableDeclarator¿¿1863¿v93¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1278¿MemberExpression¿¿1863¿¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1279¿Identifier¿¿1863¿opts¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1280¿Identifier¿¿1863¿range¿¿¿{"start":{"line":100,"column":13},"end":{"line":100,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1281¿VariableDeclarator¿¿1863¿v94¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1282¿MemberExpression¿¿1863¿¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1283¿Identifier¿¿1863¿v93¿¿¿¿¿Identifier
1284¿Identifier¿¿1863¿length¿¿¿{"start":{"line":100,"column":19},"end":{"line":100,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1285¿VariableDeclarator¿¿1863¿v95¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1286¿BinaryExpression¿<=¿1863¿¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿BinaryExpression
1287¿Identifier¿¿1863¿v94¿¿¿¿¿Identifier
1288¿Literal¿number¿1863¿¿0¿¿{"start":{"line":100,"column":29},"end":{"line":100,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1289¿IfStatement¿¿1863¿¿¿¿{"start":{"line":100,"column":4},"end":{"line":101,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿IfStatement
1290¿Identifier¿¿1863¿v95¿¿¿¿¿Identifier
1291¿ReturnStatement¿¿1863¿¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ReturnStatement
1292¿Literal¿string¿1863¿¿'Range of hosts could not be created'¿¿{"start":{"line":101,"column":13},"end":{"line":101,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Literal
1293¿BlockStatement¿¿1863¿¿¿¿¿¿BlockStatement
1294¿VariableDeclarator¿¿1863¿v96¿¿¿{"start":{"line":103,"column":16},"end":{"line":103,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1295¿MemberExpression¿¿1863¿¿¿¿{"start":{"line":103,"column":16},"end":{"line":103,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1296¿Identifier¿¿1863¿opts¿¿¿{"start":{"line":103,"column":16},"end":{"line":103,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1297¿Identifier¿¿1863¿range¿¿¿{"start":{"line":103,"column":21},"end":{"line":103,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1298¿VariableDeclarator¿¿1863¿v97¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1299¿CallExpression¿¿1863¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1300¿MemberExpression¿¿1863¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1301¿Identifier¿¿1863¿Object¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1302¿Identifier¿¿1863¿keys¿¿¿{"start":{"line":103,"column":11},"end":{"line":103,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1303¿Identifier¿¿1863¿v96¿¿¿¿¿Identifier
1304¿VariableDeclarator¿¿1863¿v117¿¿¿{"start":{"line":103,"column":36},"end":{"line":132,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1305¿FunctionExpression¿¿1863¿blocks¿¿¿{"start":{"line":103,"column":36},"end":{"line":132,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿FunctionExpression
1306¿Identifier¿¿0¿block¿¿¿{"start":{"line":103,"column":52},"end":{"line":103,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1307¿VariableDeclarator¿¿1866¿v98¿¿¿{"start":{"line":105,"column":20},"end":{"line":105,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1308¿MemberExpression¿¿1866¿¿¿¿{"start":{"line":105,"column":20},"end":{"line":105,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1309¿Identifier¿¿1866¿opts¿¿¿{"start":{"line":105,"column":20},"end":{"line":105,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1310¿Identifier¿¿1866¿range¿¿¿{"start":{"line":105,"column":25},"end":{"line":105,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1311¿VariableDeclarator¿¿1866¿range¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1312¿MemberExpression¿computed¿1866¿¿¿¿{"start":{"line":105,"column":20},"end":{"line":105,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1313¿Identifier¿¿1866¿v98¿¿¿¿¿Identifier
1314¿Identifier¿¿1866¿block¿¿¿{"start":{"line":105,"column":31},"end":{"line":105,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1315¿VariableDeclarator¿¿1866¿block¿¿¿{"start":{"line":106,"column":6},"end":{"line":131,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1316¿FunctionExpression¿¿1866¿anon¿¿¿{"start":{"line":106,"column":21},"end":{"line":131,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿FunctionExpression
1317¿Identifier¿¿0¿callback¿¿¿{"start":{"line":106,"column":36},"end":{"line":106,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1318¿ExpressionStatement¿¿1868¿¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿ExpressionStatement
1319¿AssignmentExpression¿=¿1868¿¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿AssignmentExpression
1320¿Identifier¿¿1868¿cmd¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1321¿CallExpression¿¿1868¿¿¿¿{"start":{"line":107,"column":14},"end":{"line":107,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
1322¿MemberExpression¿¿1868¿¿¿¿{"start":{"line":107,"column":14},"end":{"line":107,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1323¿Identifier¿¿1868¿scope¿¿¿{"start":{"line":107,"column":14},"end":{"line":107,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1324¿Identifier¿¿1868¿command¿¿¿{"start":{"line":107,"column":20},"end":{"line":107,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1325¿Identifier¿¿1868¿opts¿¿¿{"start":{"line":107,"column":28},"end":{"line":107,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1326¿Identifier¿¿1868¿range¿¿¿{"start":{"line":107,"column":34},"end":{"line":107,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1327¿VariableDeclarator¿¿1868¿v99¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1328¿MemberExpression¿¿1868¿¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿MemberExpression
1329¿Identifier¿¿1868¿opts¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1330¿Identifier¿¿1868¿verbose¿¿¿{"start":{"line":109,"column":17},"end":{"line":109,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1331¿IfStatement¿¿1868¿¿¿¿{"start":{"line":109,"column":8},"end":{"line":110,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿IfStatement
1332¿Identifier¿¿1868¿v99¿¿¿¿¿Identifier
1333¿VariableDeclarator¿¿1868¿v100¿¿¿{"start":{"line":110,"column":22},"end":{"line":110,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1334¿TemplateLiteral¿¿1868¿¿¿¿{"start":{"line":110,"column":22},"end":{"line":110,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿TemplateLiteral
1335¿Identifier¿¿1868¿cmd¿¿¿{"start":{"line":110,"column":34},"end":{"line":110,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿Identifier
1336¿VariableDeclarator¿¿1868¿v101¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿VariableDeclarator
1337¿CallExpression¿¿1868¿¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/libnmap_0.4.11/src/tools.js"}¿¿CallExpression
