Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1858¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":245,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Program
2110¿Identifier¿¿3249¿response¿¿¿{"start":{"line":70,"column":28},"end":{"line":70,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2111¿VariableDeclarator¿¿3249¿v195¿¿¿{"start":{"line":68,"column":19},"end":{"line":71,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2112¿CallExpression¿¿3249¿¿¿¿{"start":{"line":68,"column":19},"end":{"line":71,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
2113¿Identifier¿¿3249¿callback¿¿¿{"start":{"line":68,"column":19},"end":{"line":68,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2114¿Literal¿object¿3249¿¿null¿¿{"start":{"line":68,"column":28},"end":{"line":68,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2115¿Identifier¿¿3249¿v194¿¿¿¿¿Identifier
2116¿ReturnStatement¿¿3249¿¿¿¿{"start":{"line":68,"column":12},"end":{"line":71,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ReturnStatement
2117¿Identifier¿¿3249¿v195¿¿¿¿¿Identifier
2118¿BlockStatement¿¿3249¿¿¿¿{"start":{"line":67,"column":34},"end":{"line":72,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BlockStatement
2119¿VariableDeclarator¿¿3245¿v197¿¿¿{"start":{"line":67,"column":8},"end":{"line":72,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2120¿CallExpression¿¿3245¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":72,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
2121¿MemberExpression¿¿3245¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2122¿Identifier¿¿3245¿res¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2123¿Identifier¿¿3245¿on¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2124¿Literal¿string¿3245¿¿'end'¿¿{"start":{"line":67,"column":15},"end":{"line":67,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2125¿Identifier¿¿3245¿v196¿¿¿¿¿Identifier
2126¿ExpressionStatement¿¿3245¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":72,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2127¿Identifier¿¿3245¿v197¿¿¿¿¿Identifier
2128¿BlockStatement¿¿3245¿¿¿¿{"start":{"line":59,"column":38},"end":{"line":73,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BlockStatement
2129¿VariableDeclarator¿¿3242¿v199¿¿¿{"start":{"line":59,"column":4},"end":{"line":73,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2130¿CallExpression¿¿3242¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":73,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
2131¿MemberExpression¿¿3242¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2132¿Identifier¿¿3242¿req¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2133¿Identifier¿¿3242¿on¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2134¿Literal¿string¿3242¿¿'response'¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2135¿Identifier¿¿3242¿v198¿¿¿¿¿Identifier
2136¿ExpressionStatement¿¿3242¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":73,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2137¿Identifier¿¿3242¿v199¿¿¿¿¿Identifier
2138¿VariableDeclarator¿¿3242¿v201¿¿¿{"start":{"line":75,"column":20},"end":{"line":77,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2139¿FunctionExpression¿¿3242¿anon¿¿¿{"start":{"line":75,"column":20},"end":{"line":77,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿FunctionExpression
2140¿Identifier¿¿0¿e¿¿¿{"start":{"line":75,"column":30},"end":{"line":75,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2141¿VariableDeclarator¿¿3251¿v200¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2142¿CallExpression¿¿3251¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
2143¿Identifier¿¿3251¿callback¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2144¿Identifier¿¿3251¿e¿¿¿{"start":{"line":76,"column":17},"end":{"line":76,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2145¿ExpressionStatement¿¿3251¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2146¿Identifier¿¿3251¿v200¿¿¿¿¿Identifier
2147¿BlockStatement¿¿3251¿¿¿¿{"start":{"line":75,"column":33},"end":{"line":77,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BlockStatement
2148¿VariableDeclarator¿¿3242¿v202¿¿¿{"start":{"line":75,"column":4},"end":{"line":77,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2149¿CallExpression¿¿3242¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":77,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
2150¿MemberExpression¿¿3242¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2151¿Identifier¿¿3242¿req¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2152¿Identifier¿¿3242¿on¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2153¿Literal¿string¿3242¿¿'error'¿¿{"start":{"line":75,"column":11},"end":{"line":75,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2154¿Identifier¿¿3242¿v201¿¿¿¿¿Identifier
2155¿ExpressionStatement¿¿3242¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":77,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2156¿Identifier¿¿3242¿v202¿¿¿¿¿Identifier
2157¿IfStatement¿¿3242¿¿¿¿{"start":{"line":79,"column":4},"end":{"line":81,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿IfStatement
2158¿Identifier¿¿3242¿data¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2159¿VariableDeclarator¿¿3242¿v203¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2160¿CallExpression¿¿3242¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
2161¿MemberExpression¿¿3242¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2162¿Identifier¿¿3242¿req¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2163¿Identifier¿¿3242¿write¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2164¿Identifier¿¿3242¿data¿¿¿{"start":{"line":80,"column":18},"end":{"line":80,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2165¿ExpressionStatement¿¿3242¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2166¿Identifier¿¿3242¿v203¿¿¿¿¿Identifier
2167¿BlockStatement¿¿3242¿¿¿¿{"start":{"line":79,"column":14},"end":{"line":81,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BlockStatement
2168¿VariableDeclarator¿¿3242¿v204¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2169¿CallExpression¿¿3242¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿CallExpression
2170¿MemberExpression¿¿3242¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2171¿Identifier¿¿3242¿req¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2172¿Identifier¿¿3242¿end¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2173¿ExpressionStatement¿¿3242¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ExpressionStatement
2174¿Identifier¿¿3242¿v204¿¿¿¿¿Identifier
2175¿BlockStatement¿¿3242¿¿¿¿{"start":{"line":49,"column":38},"end":{"line":84,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿BlockStatement
2176¿VariableDeclarator¿exported¿3233¿Paypal¿¿¿{"start":{"line":86,"column":4},"end":{"line":107,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2177¿FunctionExpression¿¿3233¿anon¿¿¿{"start":{"line":86,"column":13},"end":{"line":107,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿FunctionExpression
2178¿Identifier¿¿0¿config¿¿¿{"start":{"line":86,"column":23},"end":{"line":86,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2179¿VariableDeclarator¿¿3254¿v205¿¿¿{"start":{"line":87,"column":8},"end":{"line":87,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2180¿UnaryExpression¿!¿3254¿¿¿¿{"start":{"line":87,"column":8},"end":{"line":87,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿UnaryExpression
2181¿Identifier¿¿3254¿config¿¿¿{"start":{"line":87,"column":9},"end":{"line":87,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2182¿IfStatement¿¿3254¿¿¿¿{"start":{"line":87,"column":4},"end":{"line":87,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿IfStatement
2183¿Identifier¿¿3254¿v205¿¿¿¿¿Identifier
2184¿VariableDeclarator¿¿3254¿v206¿¿¿{"start":{"line":87,"column":23},"end":{"line":87,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2185¿NewExpression¿¿3254¿¿¿¿{"start":{"line":87,"column":23},"end":{"line":87,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿NewExpression
2186¿Identifier¿¿3254¿Error¿¿¿{"start":{"line":87,"column":27},"end":{"line":87,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2187¿Literal¿string¿3254¿¿'Config is required'¿¿{"start":{"line":87,"column":33},"end":{"line":87,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2188¿ThrowStatement¿¿3254¿¿¿¿{"start":{"line":87,"column":17},"end":{"line":87,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ThrowStatement
2189¿Identifier¿¿3254¿v206¿¿¿¿¿Identifier
2190¿BlockStatement¿¿3254¿¿¿¿¿¿BlockStatement
2191¿VariableDeclarator¿¿3254¿v207¿¿¿{"start":{"line":88,"column":9},"end":{"line":88,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2192¿MemberExpression¿¿3254¿¿¿¿{"start":{"line":88,"column":9},"end":{"line":88,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2193¿Identifier¿¿3254¿config¿¿¿{"start":{"line":88,"column":9},"end":{"line":88,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2194¿Identifier¿¿3254¿userId¿¿¿{"start":{"line":88,"column":16},"end":{"line":88,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2195¿VariableDeclarator¿¿3254¿v208¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2196¿UnaryExpression¿!¿3254¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿UnaryExpression
2197¿Identifier¿¿3254¿v207¿¿¿¿¿Identifier
2198¿IfStatement¿¿3254¿¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿IfStatement
2199¿Identifier¿¿3254¿v208¿¿¿¿¿Identifier
2200¿VariableDeclarator¿¿3254¿v209¿¿¿{"start":{"line":88,"column":30},"end":{"line":88,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2201¿NewExpression¿¿3254¿¿¿¿{"start":{"line":88,"column":30},"end":{"line":88,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿NewExpression
2202¿Identifier¿¿3254¿Error¿¿¿{"start":{"line":88,"column":34},"end":{"line":88,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2203¿Literal¿string¿3254¿¿'Config must have userId'¿¿{"start":{"line":88,"column":40},"end":{"line":88,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2204¿ThrowStatement¿¿3254¿¿¿¿{"start":{"line":88,"column":24},"end":{"line":88,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ThrowStatement
2205¿Identifier¿¿3254¿v209¿¿¿¿¿Identifier
2206¿BlockStatement¿¿3254¿¿¿¿¿¿BlockStatement
2207¿VariableDeclarator¿¿3254¿v210¿¿¿{"start":{"line":89,"column":9},"end":{"line":89,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2208¿MemberExpression¿¿3254¿¿¿¿{"start":{"line":89,"column":9},"end":{"line":89,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2209¿Identifier¿¿3254¿config¿¿¿{"start":{"line":89,"column":9},"end":{"line":89,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2210¿Identifier¿¿3254¿password¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2211¿VariableDeclarator¿¿3254¿v211¿¿¿{"start":{"line":89,"column":8},"end":{"line":89,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2212¿UnaryExpression¿!¿3254¿¿¿¿{"start":{"line":89,"column":8},"end":{"line":89,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿UnaryExpression
2213¿Identifier¿¿3254¿v210¿¿¿¿¿Identifier
2214¿IfStatement¿¿3254¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿IfStatement
2215¿Identifier¿¿3254¿v211¿¿¿¿¿Identifier
2216¿VariableDeclarator¿¿3254¿v212¿¿¿{"start":{"line":89,"column":32},"end":{"line":89,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2217¿NewExpression¿¿3254¿¿¿¿{"start":{"line":89,"column":32},"end":{"line":89,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿NewExpression
2218¿Identifier¿¿3254¿Error¿¿¿{"start":{"line":89,"column":36},"end":{"line":89,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2219¿Literal¿string¿3254¿¿'Config must have password'¿¿{"start":{"line":89,"column":42},"end":{"line":89,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2220¿ThrowStatement¿¿3254¿¿¿¿{"start":{"line":89,"column":26},"end":{"line":89,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ThrowStatement
2221¿Identifier¿¿3254¿v212¿¿¿¿¿Identifier
2222¿BlockStatement¿¿3254¿¿¿¿¿¿BlockStatement
2223¿VariableDeclarator¿¿3254¿v213¿¿¿{"start":{"line":90,"column":9},"end":{"line":90,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2224¿MemberExpression¿¿3254¿¿¿¿{"start":{"line":90,"column":9},"end":{"line":90,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2225¿Identifier¿¿3254¿config¿¿¿{"start":{"line":90,"column":9},"end":{"line":90,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2226¿Identifier¿¿3254¿signature¿¿¿{"start":{"line":90,"column":16},"end":{"line":90,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2227¿VariableDeclarator¿¿3254¿v214¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2228¿UnaryExpression¿!¿3254¿¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿UnaryExpression
2229¿Identifier¿¿3254¿v213¿¿¿¿¿Identifier
2230¿IfStatement¿¿3254¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":90,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿IfStatement
2231¿Identifier¿¿3254¿v214¿¿¿¿¿Identifier
2232¿VariableDeclarator¿¿3254¿v215¿¿¿{"start":{"line":90,"column":33},"end":{"line":90,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2233¿NewExpression¿¿3254¿¿¿¿{"start":{"line":90,"column":33},"end":{"line":90,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿NewExpression
2234¿Identifier¿¿3254¿Error¿¿¿{"start":{"line":90,"column":37},"end":{"line":90,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2235¿Literal¿string¿3254¿¿'Config must have signature'¿¿{"start":{"line":90,"column":43},"end":{"line":90,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Literal
2236¿ThrowStatement¿¿3254¿¿¿¿{"start":{"line":90,"column":27},"end":{"line":90,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿ThrowStatement
2237¿Identifier¿¿3254¿v215¿¿¿¿¿Identifier
2238¿BlockStatement¿¿3254¿¿¿¿¿¿BlockStatement
2239¿VariableDeclarator¿¿3254¿v216¿¿¿{"start":{"line":91,"column":9},"end":{"line":91,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2240¿MemberExpression¿¿3254¿¿¿¿{"start":{"line":91,"column":9},"end":{"line":91,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿MemberExpression
2241¿Identifier¿¿3254¿config¿¿¿{"start":{"line":91,"column":9},"end":{"line":91,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2242¿Identifier¿¿3254¿appId¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿Identifier
2243¿VariableDeclarator¿¿3254¿v217¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿VariableDeclarator
2244¿UnaryExpression¿!¿3254¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/paypal-adaptive_0.4.1/src/paypal-adaptive.js"}¿¿UnaryExpression
2245¿Identifier¿¿3254¿v216¿¿¿¿¿Identifier
