Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1044¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":126,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Program
1183¿CallExpression¿¿1813¿¿¿¿{"start":{"line":29,"column":19},"end":{"line":29,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1184¿MemberExpression¿¿1813¿¿¿¿{"start":{"line":29,"column":19},"end":{"line":29,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1185¿Identifier¿¿1813¿Object¿¿¿{"start":{"line":29,"column":19},"end":{"line":29,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1186¿Identifier¿¿1813¿create¿¿¿{"start":{"line":29,"column":26},"end":{"line":29,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1187¿Identifier¿¿1813¿v110¿¿¿¿¿Identifier
1188¿ExpressionStatement¿¿1813¿¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1189¿AssignmentExpression¿=¿1813¿¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿AssignmentExpression
1190¿MemberExpression¿¿1813¿¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1191¿Identifier¿¿1813¿Glance¿¿¿{"start":{"line":29,"column":0},"end":{"line":29,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1192¿Identifier¿¿1813¿prototype¿¿¿{"start":{"line":29,"column":7},"end":{"line":29,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1193¿Identifier¿¿1813¿v111¿¿¿¿¿Identifier
1194¿VariableDeclarator¿¿1813¿v112¿¿¿{"start":{"line":31,"column":0},"end":{"line":31,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1195¿MemberExpression¿¿1813¿¿¿¿{"start":{"line":31,"column":0},"end":{"line":31,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1196¿Identifier¿¿1813¿Glance¿¿¿{"start":{"line":31,"column":0},"end":{"line":31,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1197¿Identifier¿¿1813¿prototype¿¿¿{"start":{"line":31,"column":7},"end":{"line":31,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1198¿VariableDeclarator¿¿1813¿Glance$start¿¿¿{"start":{"line":31,"column":0},"end":{"line":49,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1199¿FunctionExpression¿¿1813¿anon¿¿¿{"start":{"line":31,"column":25},"end":{"line":49,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿FunctionExpression
1200¿VariableDeclarator¿¿1817¿self¿¿¿{"start":{"line":32,"column":6},"end":{"line":32,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1201¿ThisExpression¿¿1817¿¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ThisExpression
1202¿VariableDeclarator¿¿1817¿v114¿¿¿{"start":{"line":34,"column":34},"end":{"line":36,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1203¿FunctionExpression¿¿1817¿anon¿¿¿{"start":{"line":34,"column":34},"end":{"line":36,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿FunctionExpression
1204¿Identifier¿¿0¿req¿¿¿{"start":{"line":34,"column":43},"end":{"line":34,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1205¿Identifier¿¿0¿res¿¿¿{"start":{"line":34,"column":48},"end":{"line":34,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1206¿VariableDeclarator¿¿1819¿v113¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1207¿CallExpression¿¿1819¿¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1208¿MemberExpression¿¿1819¿¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1209¿Identifier¿¿1819¿self¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1210¿Identifier¿¿1819¿serveRequest¿¿¿{"start":{"line":35,"column":9},"end":{"line":35,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1211¿Identifier¿¿1819¿req¿¿¿{"start":{"line":35,"column":22},"end":{"line":35,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1212¿Identifier¿¿1819¿res¿¿¿{"start":{"line":35,"column":27},"end":{"line":35,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1213¿ExpressionStatement¿¿1819¿¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1214¿Identifier¿¿1819¿v113¿¿¿¿¿Identifier
1215¿BlockStatement¿¿1819¿¿¿¿{"start":{"line":34,"column":53},"end":{"line":36,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿BlockStatement
1216¿VariableDeclarator¿¿1817¿v115¿¿¿{"start":{"line":34,"column":2},"end":{"line":36,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1217¿CallExpression¿¿1817¿¿¿¿{"start":{"line":34,"column":16},"end":{"line":36,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1218¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":34,"column":16},"end":{"line":34,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1219¿Identifier¿¿1817¿http¿¿¿{"start":{"line":34,"column":16},"end":{"line":34,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1220¿Identifier¿¿1817¿createServer¿¿¿{"start":{"line":34,"column":21},"end":{"line":34,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1221¿Identifier¿¿1817¿v114¿¿¿¿¿Identifier
1222¿ExpressionStatement¿¿1817¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":36,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1223¿AssignmentExpression¿=¿1817¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":36,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿AssignmentExpression
1224¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1225¿Identifier¿¿1817¿self¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1226¿Identifier¿¿1817¿server¿¿¿{"start":{"line":34,"column":7},"end":{"line":34,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1227¿Identifier¿¿1817¿v115¿¿¿¿¿Identifier
1228¿VariableDeclarator¿¿1817¿v116¿¿¿{"start":{"line":38,"column":2},"end":{"line":38,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1229¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":38,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1230¿Identifier¿¿1817¿self¿¿¿{"start":{"line":38,"column":2},"end":{"line":38,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1231¿Identifier¿¿1817¿server¿¿¿{"start":{"line":38,"column":7},"end":{"line":38,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1232¿VariableDeclarator¿¿1817¿v117¿¿¿{"start":{"line":38,"column":21},"end":{"line":38,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1233¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":38,"column":21},"end":{"line":38,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1234¿Identifier¿¿1817¿self¿¿¿{"start":{"line":38,"column":21},"end":{"line":38,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1235¿Identifier¿¿1817¿port¿¿¿{"start":{"line":38,"column":26},"end":{"line":38,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1236¿VariableDeclarator¿¿1817¿v118¿¿¿{"start":{"line":38,"column":2},"end":{"line":38,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1237¿CallExpression¿¿1817¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":38,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1238¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":38,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1239¿Identifier¿¿1817¿v116¿¿¿¿¿Identifier
1240¿Identifier¿¿1817¿listen¿¿¿{"start":{"line":38,"column":14},"end":{"line":38,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1241¿Identifier¿¿1817¿v117¿¿¿¿¿Identifier
1242¿Identifier¿¿1817¿emitStarted¿¿¿{"start":{"line":38,"column":32},"end":{"line":38,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1243¿ExpressionStatement¿¿1817¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":38,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1244¿Identifier¿¿1817¿v118¿¿¿¿¿Identifier
1245¿VariableDeclarator¿¿1817¿v119¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1246¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1247¿Identifier¿¿1817¿self¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1248¿Identifier¿¿1817¿server¿¿¿{"start":{"line":40,"column":7},"end":{"line":40,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1249¿VariableDeclarator¿¿1817¿v121¿¿¿{"start":{"line":40,"column":40},"end":{"line":42,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1250¿FunctionExpression¿¿1817¿anon¿¿¿{"start":{"line":40,"column":40},"end":{"line":42,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿FunctionExpression
1251¿Identifier¿¿0¿con¿¿¿{"start":{"line":40,"column":49},"end":{"line":40,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1252¿VariableDeclarator¿¿1821¿v120¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1253¿CallExpression¿¿1821¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1254¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1255¿Identifier¿¿1821¿con¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1256¿Identifier¿¿1821¿setTimeout¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1257¿Literal¿number¿1821¿¿500¿¿{"start":{"line":41,"column":19},"end":{"line":41,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Literal
1258¿ExpressionStatement¿¿1821¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1259¿Identifier¿¿1821¿v120¿¿¿¿¿Identifier
1260¿BlockStatement¿¿1821¿¿¿¿{"start":{"line":40,"column":54},"end":{"line":42,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿BlockStatement
1261¿VariableDeclarator¿¿1817¿v122¿¿¿{"start":{"line":40,"column":2},"end":{"line":42,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1262¿CallExpression¿¿1817¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":42,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1263¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":40,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1264¿Identifier¿¿1817¿v119¿¿¿¿¿Identifier
1265¿Identifier¿¿1817¿addListener¿¿¿{"start":{"line":40,"column":14},"end":{"line":40,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1266¿Literal¿string¿1817¿¿'connection'¿¿{"start":{"line":40,"column":26},"end":{"line":40,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Literal
1267¿Identifier¿¿1817¿v121¿¿¿¿¿Identifier
1268¿ExpressionStatement¿¿1817¿¿¿¿{"start":{"line":40,"column":2},"end":{"line":42,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1269¿Identifier¿¿1817¿v122¿¿¿¿¿Identifier
1270¿VariableDeclarator¿¿1817¿v123¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1271¿CallExpression¿¿1817¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1272¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1273¿Identifier¿¿1817¿self¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1274¿Identifier¿¿1817¿on¿¿¿{"start":{"line":44,"column":7},"end":{"line":44,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1275¿Literal¿string¿1817¿¿'error'¿¿{"start":{"line":44,"column":10},"end":{"line":44,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Literal
1276¿Identifier¿¿1817¿showError¿¿¿{"start":{"line":44,"column":19},"end":{"line":44,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1277¿ExpressionStatement¿¿1817¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1278¿Identifier¿¿1817¿v123¿¿¿¿¿Identifier
1279¿VariableDeclarator¿¿1817¿emitStarted¿¿¿{"start":{"line":46,"column":2},"end":{"line":48,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1280¿FunctionExpression¿¿1817¿anon¿¿¿{"start":{"line":46,"column":2},"end":{"line":48,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿FunctionExpression
1281¿VariableDeclarator¿¿1823¿v124¿¿¿{"start":{"line":47,"column":25},"end":{"line":47,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1282¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":47,"column":25},"end":{"line":47,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1283¿Identifier¿¿1823¿self¿¿¿{"start":{"line":47,"column":25},"end":{"line":47,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1284¿Identifier¿¿1823¿server¿¿¿{"start":{"line":47,"column":30},"end":{"line":47,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1285¿VariableDeclarator¿¿1823¿v125¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1286¿CallExpression¿¿1823¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1287¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1288¿Identifier¿¿1823¿self¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1289¿Identifier¿¿1823¿emit¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1290¿Literal¿string¿1823¿¿'started'¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Literal
1291¿Identifier¿¿1823¿v124¿¿¿¿¿Identifier
1292¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1293¿Identifier¿¿1823¿v125¿¿¿¿¿Identifier
1294¿BlockStatement¿¿1823¿¿¿¿{"start":{"line":46,"column":25},"end":{"line":48,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿BlockStatement
1295¿BlockStatement¿¿1817¿¿¿¿{"start":{"line":31,"column":49},"end":{"line":49,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿BlockStatement
1296¿ExpressionStatement¿¿1813¿¿¿¿{"start":{"line":31,"column":0},"end":{"line":49,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1297¿AssignmentExpression¿=¿1813¿¿¿¿{"start":{"line":31,"column":0},"end":{"line":49,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿AssignmentExpression
1298¿MemberExpression¿¿1813¿¿¿¿{"start":{"line":31,"column":0},"end":{"line":31,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1299¿Identifier¿¿1813¿v112¿¿¿¿¿Identifier
1300¿Identifier¿¿1813¿start¿¿¿{"start":{"line":31,"column":17},"end":{"line":31,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1301¿Identifier¿¿1813¿Glance$start¿¿¿¿¿Identifier
1302¿VariableDeclarator¿¿1813¿v126¿¿¿{"start":{"line":51,"column":0},"end":{"line":51,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1303¿MemberExpression¿¿1813¿¿¿¿{"start":{"line":51,"column":0},"end":{"line":51,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1304¿Identifier¿¿1813¿Glance¿¿¿{"start":{"line":51,"column":0},"end":{"line":51,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1305¿Identifier¿¿1813¿prototype¿¿¿{"start":{"line":51,"column":7},"end":{"line":51,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1306¿VariableDeclarator¿¿1813¿Glance$stop¿¿¿{"start":{"line":51,"column":0},"end":{"line":53,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1307¿FunctionExpression¿¿1813¿anon¿¿¿{"start":{"line":51,"column":24},"end":{"line":53,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿FunctionExpression
1308¿VariableDeclarator¿¿1825¿v127¿¿¿{"start":{"line":52,"column":5},"end":{"line":52,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1309¿MemberExpression¿¿1825¿¿¿¿{"start":{"line":52,"column":5},"end":{"line":52,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1310¿ThisExpression¿¿1825¿¿¿¿{"start":{"line":52,"column":5},"end":{"line":52,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ThisExpression
1311¿Identifier¿¿1825¿server¿¿¿{"start":{"line":52,"column":10},"end":{"line":52,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1312¿IfStatement¿¿1825¿¿¿¿{"start":{"line":52,"column":2},"end":{"line":52,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿IfStatement
1313¿Identifier¿¿1825¿v127¿¿¿¿¿Identifier
1314¿VariableDeclarator¿¿1825¿v128¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1315¿MemberExpression¿¿1825¿¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1316¿ThisExpression¿¿1825¿¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ThisExpression
1317¿Identifier¿¿1825¿server¿¿¿{"start":{"line":52,"column":23},"end":{"line":52,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1318¿VariableDeclarator¿¿1825¿v129¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿VariableDeclarator
1319¿CallExpression¿¿1825¿¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿CallExpression
1320¿MemberExpression¿¿1825¿¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿MemberExpression
1321¿Identifier¿¿1825¿v128¿¿¿¿¿Identifier
1322¿Identifier¿¿1825¿close¿¿¿{"start":{"line":52,"column":30},"end":{"line":52,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿Identifier
1323¿ExpressionStatement¿¿1825¿¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1324¿Identifier¿¿1825¿v129¿¿¿¿¿Identifier
1325¿BlockStatement¿¿1825¿¿¿¿¿¿BlockStatement
1326¿BlockStatement¿¿1825¿¿¿¿{"start":{"line":51,"column":47},"end":{"line":53,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿BlockStatement
1327¿ExpressionStatement¿¿1813¿¿¿¿{"start":{"line":51,"column":0},"end":{"line":53,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿ExpressionStatement
1328¿AssignmentExpression¿=¿1813¿¿¿¿{"start":{"line":51,"column":0},"end":{"line":53,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/glance_3.0.0/src/index.js"}¿¿AssignmentExpression
