Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
656¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":84,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Program
781¿Identifier¿¿1130¿params¿¿¿{"start":{"line":35,"column":11},"end":{"line":35,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
782¿BlockStatement¿¿1130¿¿¿¿{"start":{"line":33,"column":26},"end":{"line":36,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿BlockStatement
783¿VariableDeclarator¿¿1118¿v73¿¿¿{"start":{"line":37,"column":11},"end":{"line":40,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
784¿ArrowFunctionExpression¿¿1118¿¿¿¿{"start":{"line":37,"column":11},"end":{"line":40,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ArrowFunctionExpression
785¿RestElement¿¿0¿¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿RestElement
786¿Identifier¿¿0¿params¿¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
787¿VariableDeclarator¿¿1132¿v70¿¿¿{"start":{"line":38,"column":16},"end":{"line":38,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
788¿MemberExpression¿¿1132¿¿¿¿{"start":{"line":38,"column":16},"end":{"line":38,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
789¿Identifier¿¿1132¿chalk¿¿¿{"start":{"line":38,"column":16},"end":{"line":38,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
790¿Identifier¿¿1132¿yellow¿¿¿{"start":{"line":38,"column":22},"end":{"line":38,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
791¿VariableDeclarator¿¿1132¿v71¿¿¿{"start":{"line":38,"column":16},"end":{"line":38,"column":59},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
792¿CallExpression¿¿1132¿¿¿¿{"start":{"line":38,"column":16},"end":{"line":38,"column":59},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
793¿MemberExpression¿¿1132¿¿¿¿{"start":{"line":38,"column":16},"end":{"line":38,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
794¿Identifier¿¿1132¿v70¿¿¿¿¿Identifier
795¿Identifier¿¿1132¿bold¿¿¿{"start":{"line":38,"column":29},"end":{"line":38,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
796¿Identifier¿¿1132¿CLI_ICON_WARN¿¿¿{"start":{"line":38,"column":34},"end":{"line":38,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
797¿SpreadElement¿¿1132¿¿¿¿{"start":{"line":38,"column":49},"end":{"line":38,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿SpreadElement
798¿VariableDeclarator¿¿1132¿v72¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":60},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
799¿CallExpression¿¿1132¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":60},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
800¿MemberExpression¿¿1132¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
801¿Identifier¿¿1132¿console¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
802¿Identifier¿¿1132¿log¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
803¿Identifier¿¿1132¿v71¿¿¿¿¿Identifier
804¿ExpressionStatement¿¿1132¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":61},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
805¿Identifier¿¿1132¿v72¿¿¿¿¿Identifier
806¿ReturnStatement¿¿1132¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ReturnStatement
807¿Identifier¿¿1132¿params¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
808¿BlockStatement¿¿1132¿¿¿¿{"start":{"line":37,"column":26},"end":{"line":40,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿BlockStatement
809¿VariableDeclarator¿¿1118¿v77¿¿¿{"start":{"line":41,"column":9},"end":{"line":44,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
810¿ArrowFunctionExpression¿¿1118¿¿¿¿{"start":{"line":41,"column":9},"end":{"line":44,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ArrowFunctionExpression
811¿RestElement¿¿0¿¿¿¿{"start":{"line":41,"column":10},"end":{"line":41,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿RestElement
812¿Identifier¿¿0¿params¿¿¿{"start":{"line":41,"column":13},"end":{"line":41,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
813¿VariableDeclarator¿¿1134¿v74¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
814¿MemberExpression¿¿1134¿¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
815¿Identifier¿¿1134¿chalk¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
816¿Identifier¿¿1134¿red¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
817¿VariableDeclarator¿¿1134¿v75¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
818¿CallExpression¿¿1134¿¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
819¿MemberExpression¿¿1134¿¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
820¿Identifier¿¿1134¿v74¿¿¿¿¿Identifier
821¿Identifier¿¿1134¿bold¿¿¿{"start":{"line":42,"column":26},"end":{"line":42,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
822¿Identifier¿¿1134¿CLI_ICON_FAIL¿¿¿{"start":{"line":42,"column":31},"end":{"line":42,"column":44},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
823¿SpreadElement¿¿1134¿¿¿¿{"start":{"line":42,"column":46},"end":{"line":42,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿SpreadElement
824¿VariableDeclarator¿¿1134¿v76¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
825¿CallExpression¿¿1134¿¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
826¿MemberExpression¿¿1134¿¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
827¿Identifier¿¿1134¿console¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":11},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
828¿Identifier¿¿1134¿log¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
829¿Identifier¿¿1134¿v75¿¿¿¿¿Identifier
830¿ExpressionStatement¿¿1134¿¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
831¿Identifier¿¿1134¿v76¿¿¿¿¿Identifier
832¿ReturnStatement¿¿1134¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":43,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ReturnStatement
833¿Identifier¿¿1134¿params¿¿¿{"start":{"line":43,"column":11},"end":{"line":43,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
834¿BlockStatement¿¿1134¿¿¿¿{"start":{"line":41,"column":24},"end":{"line":44,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿BlockStatement
835¿VariableDeclarator¿¿1118¿v96¿¿¿{"start":{"line":45,"column":9},"end":{"line":67,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
836¿ArrowFunctionExpression¿¿1118¿¿¿¿{"start":{"line":45,"column":9},"end":{"line":67,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ArrowFunctionExpression
837¿Identifier¿¿0¿data¿¿¿{"start":{"line":45,"column":9},"end":{"line":45,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
838¿VariableDeclarator¿¿1136¿table¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
839¿VariableDeclarator¿¿1136¿head¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
840¿ArrayExpression¿¿1136¿¿¿¿{"start":{"line":47,"column":15},"end":{"line":47,"column":17},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ArrayExpression
841¿VariableDeclarator¿¿1136¿v78¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
842¿MemberExpression¿¿1136¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
843¿Identifier¿¿1136¿data¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
844¿Identifier¿¿1136¿length¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
845¿VariableDeclarator¿¿1136¿v79¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
846¿BinaryExpression¿>¿1136¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿BinaryExpression
847¿Identifier¿¿1136¿v78¿¿¿¿¿Identifier
848¿Literal¿number¿1136¿¿0¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Literal
849¿IfStatement¿¿1136¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":66,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿IfStatement
850¿Identifier¿¿1136¿v79¿¿¿¿¿Identifier
851¿VariableDeclarator¿¿1136¿v80¿¿¿{"start":{"line":49,"column":24},"end":{"line":49,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
852¿MemberExpression¿computed¿1136¿¿¿¿{"start":{"line":49,"column":24},"end":{"line":49,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
853¿Identifier¿¿1136¿data¿¿¿{"start":{"line":49,"column":24},"end":{"line":49,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
854¿Literal¿number¿1136¿¿0¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Literal
855¿VariableDeclarator¿¿1136¿v81¿¿¿{"start":{"line":49,"column":10},"end":{"line":49,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
856¿CallExpression¿¿1136¿¿¿¿{"start":{"line":49,"column":10},"end":{"line":49,"column":32},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
857¿MemberExpression¿¿1136¿¿¿¿{"start":{"line":49,"column":10},"end":{"line":49,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
858¿Identifier¿¿1136¿Array¿¿¿{"start":{"line":49,"column":10},"end":{"line":49,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
859¿Identifier¿¿1136¿isArray¿¿¿{"start":{"line":49,"column":16},"end":{"line":49,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
860¿Identifier¿¿1136¿v80¿¿¿¿¿Identifier
861¿IfStatement¿¿1136¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":55,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿IfStatement
862¿Identifier¿¿1136¿v81¿¿¿¿¿Identifier
863¿ExpressionStatement¿¿1136¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
864¿AssignmentExpression¿=¿1136¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿AssignmentExpression
865¿Identifier¿¿1136¿header¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
866¿MemberExpression¿computed¿1136¿¿¿¿{"start":{"line":50,"column":17},"end":{"line":50,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
867¿Identifier¿¿1136¿data¿¿¿{"start":{"line":50,"column":17},"end":{"line":50,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
868¿Literal¿number¿1136¿¿0¿¿{"start":{"line":50,"column":22},"end":{"line":50,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Literal
869¿VariableDeclarator¿¿1136¿v82¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
870¿CallExpression¿¿1136¿¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
871¿MemberExpression¿¿1136¿¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
872¿Identifier¿¿1136¿data¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":12},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
873¿Identifier¿¿1136¿splice¿¿¿{"start":{"line":51,"column":13},"end":{"line":51,"column":19},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
874¿Literal¿number¿1136¿¿0¿¿{"start":{"line":51,"column":20},"end":{"line":51,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Literal
875¿Literal¿number¿1136¿¿1¿¿{"start":{"line":51,"column":23},"end":{"line":51,"column":24},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Literal
876¿ExpressionStatement¿¿1136¿¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
877¿Identifier¿¿1136¿v82¿¿¿¿¿Identifier
878¿BlockStatement¿¿1136¿¿¿¿{"start":{"line":49,"column":34},"end":{"line":52,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿BlockStatement
879¿VariableDeclarator¿¿1136¿v83¿¿¿{"start":{"line":54,"column":29},"end":{"line":54,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
880¿MemberExpression¿computed¿1136¿¿¿¿{"start":{"line":54,"column":29},"end":{"line":54,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
881¿Identifier¿¿1136¿data¿¿¿{"start":{"line":54,"column":29},"end":{"line":54,"column":33},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
882¿Literal¿number¿1136¿¿0¿¿{"start":{"line":54,"column":34},"end":{"line":54,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Literal
883¿ExpressionStatement¿¿1136¿¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
884¿AssignmentExpression¿=¿1136¿¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿AssignmentExpression
885¿Identifier¿¿1136¿header¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":14},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
886¿CallExpression¿¿1136¿¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
887¿MemberExpression¿¿1136¿¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
888¿Identifier¿¿1136¿Object¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
889¿Identifier¿¿1136¿keys¿¿¿{"start":{"line":54,"column":24},"end":{"line":54,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
890¿Identifier¿¿1136¿v83¿¿¿¿¿Identifier
891¿BlockStatement¿¿1136¿¿¿¿{"start":{"line":53,"column":11},"end":{"line":55,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿BlockStatement
892¿VariableDeclarator¿¿1136¿v86¿¿¿{"start":{"line":56,"column":26},"end":{"line":58,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
893¿FunctionExpression¿¿1136¿anon¿¿¿{"start":{"line":56,"column":26},"end":{"line":58,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿FunctionExpression
894¿Identifier¿¿0¿item¿¿¿{"start":{"line":56,"column":36},"end":{"line":56,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
895¿VariableDeclarator¿¿1139¿v84¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
896¿MemberExpression¿¿1139¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
897¿Identifier¿¿1139¿chalk¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":20},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
898¿Identifier¿¿1139¿cyan¿¿¿{"start":{"line":57,"column":21},"end":{"line":57,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
899¿VariableDeclarator¿¿1139¿v85¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿VariableDeclarator
900¿CallExpression¿¿1139¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":36},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿CallExpression
901¿MemberExpression¿¿1139¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿MemberExpression
902¿Identifier¿¿1139¿v84¿¿¿¿¿Identifier
903¿Identifier¿¿1139¿bold¿¿¿{"start":{"line":57,"column":26},"end":{"line":57,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
904¿Identifier¿¿1139¿item¿¿¿{"start":{"line":57,"column":31},"end":{"line":57,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿Identifier
905¿ReturnStatement¿¿1139¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":37},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ReturnStatement
906¿Identifier¿¿1139¿v85¿¿¿¿¿Identifier
907¿BlockStatement¿¿1139¿¿¿¿{"start":{"line":56,"column":42},"end":{"line":58,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿BlockStatement
908¿ExpressionStatement¿¿1136¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":58,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿ExpressionStatement
909¿AssignmentExpression¿=¿1136¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":58,"column":8},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-v756-4whv-48vc/src/messenger-node.js"}¿¿AssignmentExpression
