Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
801¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":111,"column":142},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Program
943¿Identifier¿¿1420¿pathname¿¿¿{"start":{"line":40,"column":48},"end":{"line":40,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
944¿VariableDeclarator¿¿1420¿uri¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
945¿CallExpression¿¿1420¿¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
946¿MemberExpression¿¿1420¿¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
947¿Identifier¿¿1420¿qs¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
948¿Identifier¿¿1420¿unescape¿¿¿{"start":{"line":40,"column":15},"end":{"line":40,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
949¿Identifier¿¿1420¿v103¿¿¿¿¿Identifier
950¿VariableDeclarator¿¿1420¿filename¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
951¿CallExpression¿¿1420¿¿¿¿{"start":{"line":41,"column":17},"end":{"line":41,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
952¿MemberExpression¿¿1420¿¿¿¿{"start":{"line":41,"column":17},"end":{"line":41,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
953¿Identifier¿¿1420¿path¿¿¿{"start":{"line":41,"column":17},"end":{"line":41,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
954¿Identifier¿¿1420¿join¿¿¿{"start":{"line":41,"column":22},"end":{"line":41,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
955¿Identifier¿¿1420¿wp¿¿¿{"start":{"line":41,"column":27},"end":{"line":41,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
956¿Identifier¿¿1420¿uri¿¿¿{"start":{"line":41,"column":31},"end":{"line":41,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
957¿VariableDeclarator¿¿1420¿v150¿¿¿{"start":{"line":43,"column":22},"end":{"line":97,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
958¿FunctionExpression¿¿1420¿anon¿¿¿{"start":{"line":43,"column":22},"end":{"line":97,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿FunctionExpression
959¿Identifier¿¿0¿exists¿¿¿{"start":{"line":43,"column":31},"end":{"line":43,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
960¿VariableDeclarator¿¿1422¿v104¿¿¿{"start":{"line":44,"column":7},"end":{"line":44,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
961¿UnaryExpression¿!¿1422¿¿¿¿{"start":{"line":44,"column":7},"end":{"line":44,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿UnaryExpression
962¿Identifier¿¿1422¿exists¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
963¿IfStatement¿¿1422¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":49,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿IfStatement
964¿Identifier¿¿1422¿v104¿¿¿¿¿Identifier
965¿VariableDeclarator¿¿1422¿v105¿¿¿{"start":{"line":45,"column":30},"end":{"line":45,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
966¿ObjectExpression¿¿1422¿¿¿¿{"start":{"line":45,"column":30},"end":{"line":45,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ObjectExpression
967¿Property¿¿1422¿¿¿¿{"start":{"line":45,"column":31},"end":{"line":45,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Property
968¿Literal¿string¿1422¿¿'Content-Type'¿¿{"start":{"line":45,"column":31},"end":{"line":45,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
969¿Literal¿string¿1422¿¿'text/plain'¿¿{"start":{"line":45,"column":47},"end":{"line":45,"column":59},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
970¿VariableDeclarator¿¿1422¿v106¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
971¿CallExpression¿¿1422¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
972¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
973¿Identifier¿¿1422¿response¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
974¿Identifier¿¿1422¿writeHead¿¿¿{"start":{"line":45,"column":15},"end":{"line":45,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
975¿Literal¿number¿1422¿¿404¿¿{"start":{"line":45,"column":25},"end":{"line":45,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
976¿Identifier¿¿1422¿v105¿¿¿¿¿Identifier
977¿ExpressionStatement¿¿1422¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
978¿Identifier¿¿1422¿v106¿¿¿¿¿Identifier
979¿VariableDeclarator¿¿1422¿v107¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
980¿CallExpression¿¿1422¿¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
981¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
982¿Identifier¿¿1422¿response¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
983¿Identifier¿¿1422¿write¿¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
984¿Literal¿string¿1422¿¿'404 Not Found\n'¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
985¿ExpressionStatement¿¿1422¿¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
986¿Identifier¿¿1422¿v107¿¿¿¿¿Identifier
987¿VariableDeclarator¿¿1422¿v108¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
988¿CallExpression¿¿1422¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
989¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
990¿Identifier¿¿1422¿response¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
991¿Identifier¿¿1422¿end¿¿¿{"start":{"line":47,"column":15},"end":{"line":47,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
992¿ExpressionStatement¿¿1422¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
993¿Identifier¿¿1422¿v108¿¿¿¿¿Identifier
994¿ReturnStatement¿¿1422¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ReturnStatement
995¿BlockStatement¿¿1422¿¿¿¿{"start":{"line":44,"column":16},"end":{"line":49,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BlockStatement
996¿VariableDeclarator¿¿1422¿v148¿¿¿{"start":{"line":51,"column":22},"end":{"line":95,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
997¿FunctionExpression¿¿1422¿anon¿¿¿{"start":{"line":51,"column":22},"end":{"line":95,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿FunctionExpression
998¿Identifier¿¿0¿err¿¿¿{"start":{"line":51,"column":31},"end":{"line":51,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
999¿Identifier¿¿0¿stats¿¿¿{"start":{"line":51,"column":35},"end":{"line":51,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1000¿IfStatement¿¿1425¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":94,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿IfStatement
1001¿Identifier¿¿1425¿err¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1002¿VariableDeclarator¿¿1425¿v109¿¿¿{"start":{"line":53,"column":34},"end":{"line":53,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1003¿ObjectExpression¿¿1425¿¿¿¿{"start":{"line":53,"column":34},"end":{"line":53,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ObjectExpression
1004¿Property¿¿1425¿¿¿¿{"start":{"line":53,"column":35},"end":{"line":53,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Property
1005¿Literal¿string¿1425¿¿'Content-Type'¿¿{"start":{"line":53,"column":35},"end":{"line":53,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1006¿Literal¿string¿1425¿¿'text/plain'¿¿{"start":{"line":53,"column":51},"end":{"line":53,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1007¿VariableDeclarator¿¿1425¿v110¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1008¿CallExpression¿¿1425¿¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1009¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1010¿Identifier¿¿1425¿response¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1011¿Identifier¿¿1425¿writeHead¿¿¿{"start":{"line":53,"column":19},"end":{"line":53,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1012¿Literal¿number¿1425¿¿500¿¿{"start":{"line":53,"column":29},"end":{"line":53,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1013¿Identifier¿¿1425¿v109¿¿¿¿¿Identifier
1014¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1015¿Identifier¿¿1425¿v110¿¿¿¿¿Identifier
1016¿VariableDeclarator¿¿1425¿v111¿¿¿{"start":{"line":54,"column":25},"end":{"line":54,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1017¿BinaryExpression¿+¿1425¿¿¿¿{"start":{"line":54,"column":25},"end":{"line":54,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1018¿Identifier¿¿1425¿err¿¿¿{"start":{"line":54,"column":25},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1019¿Literal¿string¿1425¿¿'\n'¿¿{"start":{"line":54,"column":31},"end":{"line":54,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1020¿VariableDeclarator¿¿1425¿v112¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1021¿CallExpression¿¿1425¿¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1022¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1023¿Identifier¿¿1425¿response¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1024¿Identifier¿¿1425¿write¿¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1025¿Identifier¿¿1425¿v111¿¿¿¿¿Identifier
1026¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1027¿Identifier¿¿1425¿v112¿¿¿¿¿Identifier
1028¿VariableDeclarator¿¿1425¿v113¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1029¿CallExpression¿¿1425¿¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1030¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1031¿Identifier¿¿1425¿response¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1032¿Identifier¿¿1425¿end¿¿¿{"start":{"line":55,"column":19},"end":{"line":55,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1033¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1034¿Identifier¿¿1425¿v113¿¿¿¿¿Identifier
1035¿ReturnStatement¿¿1425¿¿¿¿{"start":{"line":56,"column":10},"end":{"line":56,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ReturnStatement
1036¿BlockStatement¿¿1425¿¿¿¿{"start":{"line":52,"column":17},"end":{"line":58,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BlockStatement
1037¿VariableDeclarator¿¿1425¿v114¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1038¿CallExpression¿¿1425¿¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1039¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1040¿Identifier¿¿1425¿stats¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1041¿Identifier¿¿1425¿isDirectory¿¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1042¿IfStatement¿¿1425¿¿¿¿{"start":{"line":59,"column":10},"end":{"line":92,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿IfStatement
1043¿Identifier¿¿1425¿v114¿¿¿¿¿Identifier
1044¿VariableDeclarator¿¿1425¿files¿¿¿{"start":{"line":60,"column":16},"end":{"line":60,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1045¿CallExpression¿¿1425¿¿¿¿{"start":{"line":60,"column":24},"end":{"line":60,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1046¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":60,"column":24},"end":{"line":60,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1047¿Identifier¿¿1425¿fs¿¿¿{"start":{"line":60,"column":24},"end":{"line":60,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1048¿Identifier¿¿1425¿readdirSync¿¿¿{"start":{"line":60,"column":27},"end":{"line":60,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1049¿Identifier¿¿1425¿filename¿¿¿{"start":{"line":60,"column":39},"end":{"line":60,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1050¿IfStatement¿¿1425¿¿¿¿{"start":{"line":61,"column":12},"end":{"line":81,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿IfStatement
1051¿Identifier¿¿1425¿files¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1052¿VariableDeclarator¿¿1425¿v115¿¿¿{"start":{"line":62,"column":19},"end":{"line":62,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1053¿CallExpression¿¿1425¿¿¿¿{"start":{"line":62,"column":19},"end":{"line":62,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
1054¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":62,"column":19},"end":{"line":62,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1055¿Identifier¿¿1425¿uri¿¿¿{"start":{"line":62,"column":19},"end":{"line":62,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1056¿Identifier¿¿1425¿lastIndexOf¿¿¿{"start":{"line":62,"column":23},"end":{"line":62,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1057¿Literal¿string¿1425¿¿'/'¿¿{"start":{"line":62,"column":35},"end":{"line":62,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1058¿VariableDeclarator¿¿1425¿v116¿¿¿{"start":{"line":62,"column":43},"end":{"line":62,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1059¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":62,"column":43},"end":{"line":62,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1060¿Identifier¿¿1425¿uri¿¿¿{"start":{"line":62,"column":43},"end":{"line":62,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1061¿Identifier¿¿1425¿length¿¿¿{"start":{"line":62,"column":47},"end":{"line":62,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1062¿VariableDeclarator¿¿1425¿v117¿¿¿{"start":{"line":62,"column":43},"end":{"line":62,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1063¿BinaryExpression¿-¿1425¿¿¿¿{"start":{"line":62,"column":43},"end":{"line":62,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1064¿Identifier¿¿1425¿v116¿¿¿¿¿Identifier
1065¿Literal¿number¿1425¿¿1¿¿{"start":{"line":62,"column":55},"end":{"line":62,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1066¿VariableDeclarator¿¿1425¿v118¿¿¿{"start":{"line":62,"column":19},"end":{"line":62,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1067¿BinaryExpression¿==¿1425¿¿¿¿{"start":{"line":62,"column":19},"end":{"line":62,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1068¿Identifier¿¿1425¿v115¿¿¿¿¿Identifier
1069¿Identifier¿¿1425¿v117¿¿¿¿¿Identifier
1070¿IfStatement¿¿1425¿¿¿¿{"start":{"line":62,"column":14},"end":{"line":64,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿IfStatement
1071¿Identifier¿¿1425¿v118¿¿¿¿¿Identifier
1072¿VariableDeclarator¿¿1425¿v119¿¿¿{"start":{"line":63,"column":39},"end":{"line":63,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1073¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":63,"column":39},"end":{"line":63,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿MemberExpression
1074¿Identifier¿¿1425¿uri¿¿¿{"start":{"line":63,"column":39},"end":{"line":63,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1075¿Identifier¿¿1425¿length¿¿¿{"start":{"line":63,"column":43},"end":{"line":63,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1076¿VariableDeclarator¿¿1425¿v120¿¿¿{"start":{"line":63,"column":39},"end":{"line":63,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿VariableDeclarator
1077¿BinaryExpression¿-¿1425¿¿¿¿{"start":{"line":63,"column":39},"end":{"line":63,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿BinaryExpression
1078¿Identifier¿¿1425¿v119¿¿¿¿¿Identifier
1079¿Literal¿number¿1425¿¿1¿¿{"start":{"line":63,"column":50},"end":{"line":63,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Literal
1080¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":63,"column":16},"end":{"line":63,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿ExpressionStatement
1081¿AssignmentExpression¿=¿1425¿¿¿¿{"start":{"line":63,"column":16},"end":{"line":63,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿AssignmentExpression
1082¿Identifier¿¿1425¿uri¿¿¿{"start":{"line":63,"column":16},"end":{"line":63,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿Identifier
1083¿CallExpression¿¿1425¿¿¿¿{"start":{"line":63,"column":22},"end":{"line":63,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/hftp_0.0.6/src/static_server.js"}¿¿CallExpression
