Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4880¿Program¿¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":811,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Program
5639¿VariableDeclarator¿¿subPath¿¿¿{"start":{"line":241,"column":14},"end":{"line":241,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿VariableDeclarator
5640¿VariableDeclarator¿¿elemPath¿¿¿{"start":{"line":241,"column":23},"end":{"line":241,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿VariableDeclarator
5641¿VariableDeclarator¿¿newVal¿¿¿{"start":{"line":241,"column":33},"end":{"line":241,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿VariableDeclarator
5642¿VariableDeclarator¿¿newArr¿¿¿{"start":{"line":241,"column":41},"end":{"line":241,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿VariableDeclarator
5643¿VariableDeclarator¿¿v584¿¿¿¿¿VariableDeclarator
5644¿MemberExpression¿¿¿¿¿{"start":{"line":242,"column":19},"end":{"line":242,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5645¿Identifier¿¿options¿¿¿{"start":{"line":242,"column":19},"end":{"line":242,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5646¿Identifier¿¿onField¿¿¿{"start":{"line":242,"column":27},"end":{"line":242,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5647¿VariableDeclarator¿¿v585¿¿¿¿¿VariableDeclarator
5648¿LogicalExpression¿&&¿¿¿¿{"start":{"line":242,"column":6},"end":{"line":242,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
5649¿Identifier¿¿parentObj¿¿¿{"start":{"line":242,"column":6},"end":{"line":242,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5650¿Identifier¿¿v584¿¿¿¿¿Identifier
5651¿VariableDeclarator¿¿v586¿¿¿¿¿VariableDeclarator
5652¿CallExpression¿¿¿¿¿{"start":{"line":242,"column":38},"end":{"line":242,"column":86},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
5653¿MemberExpression¿¿¿¿¿{"start":{"line":242,"column":38},"end":{"line":242,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5654¿Identifier¿¿options¿¿¿{"start":{"line":242,"column":38},"end":{"line":242,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5655¿Identifier¿¿onField¿¿¿{"start":{"line":242,"column":46},"end":{"line":242,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5656¿Identifier¿¿path¿¿¿{"start":{"line":242,"column":54},"end":{"line":242,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5657¿Identifier¿¿toVal¿¿¿{"start":{"line":242,"column":60},"end":{"line":242,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5658¿Identifier¿¿fromVal¿¿¿{"start":{"line":242,"column":67},"end":{"line":242,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5659¿Identifier¿¿parentObj¿¿¿{"start":{"line":242,"column":76},"end":{"line":242,"column":85},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5660¿VariableDeclarator¿¿v587¿¿¿¿¿VariableDeclarator
5661¿BinaryExpression¿===¿¿¿¿{"start":{"line":242,"column":38},"end":{"line":242,"column":96},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
5662¿Identifier¿¿v586¿¿¿¿¿Identifier
5663¿Literal¿boolean¿¿false¿¿{"start":{"line":242,"column":91},"end":{"line":242,"column":96},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Literal
5664¿VariableDeclarator¿¿v588¿¿¿¿¿VariableDeclarator
5665¿LogicalExpression¿&&¿¿¿¿{"start":{"line":242,"column":6},"end":{"line":242,"column":96},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
5666¿Identifier¿¿v585¿¿¿¿¿Identifier
5667¿Identifier¿¿v587¿¿¿¿¿Identifier
5668¿IfStatement¿¿¿¿¿{"start":{"line":242,"column":2},"end":{"line":244,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
5669¿Identifier¿¿v588¿¿¿¿¿Identifier
5670¿ReturnStatement¿¿¿¿¿{"start":{"line":243,"column":3},"end":{"line":243,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
5671¿Identifier¿¿unchangedSymbol¿¿¿{"start":{"line":243,"column":10},"end":{"line":243,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5672¿BlockStatement¿¿¿¿¿{"start":{"line":242,"column":98},"end":{"line":244,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BlockStatement
5673¿VariableDeclarator¿¿v589¿¿¿¿¿VariableDeclarator
5674¿CallExpression¿¿¿¿¿{"start":{"line":245,"column":6},"end":{"line":245,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
5675¿Identifier¿¿isScalar¿¿¿{"start":{"line":245,"column":6},"end":{"line":245,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5676¿Identifier¿¿toVal¿¿¿{"start":{"line":245,"column":15},"end":{"line":245,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5677¿VariableDeclarator¿¿v590¿¿¿¿¿VariableDeclarator
5678¿CallExpression¿¿¿¿¿{"start":{"line":245,"column":25},"end":{"line":245,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
5679¿Identifier¿¿isScalar¿¿¿{"start":{"line":245,"column":25},"end":{"line":245,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5680¿Identifier¿¿fromVal¿¿¿{"start":{"line":245,"column":34},"end":{"line":245,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5681¿VariableDeclarator¿¿v591¿¿¿¿¿VariableDeclarator
5682¿LogicalExpression¿&&¿¿¿¿{"start":{"line":245,"column":6},"end":{"line":245,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
5683¿Identifier¿¿v589¿¿¿¿¿Identifier
5684¿Identifier¿¿v590¿¿¿¿¿Identifier
5685¿IfStatement¿¿¿¿¿{"start":{"line":245,"column":2},"end":{"line":325,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
5686¿Identifier¿¿v591¿¿¿¿¿Identifier
5687¿VariableDeclarator¿¿v592¿¿¿¿¿VariableDeclarator
5688¿CallExpression¿¿¿¿¿{"start":{"line":247,"column":8},"end":{"line":247,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
5689¿Identifier¿¿scalarEquals¿¿¿{"start":{"line":247,"column":8},"end":{"line":247,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5690¿Identifier¿¿fromVal¿¿¿{"start":{"line":247,"column":21},"end":{"line":247,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5691¿Identifier¿¿toVal¿¿¿{"start":{"line":247,"column":30},"end":{"line":247,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5692¿VariableDeclarator¿¿v593¿¿¿¿¿VariableDeclarator
5693¿UnaryExpression¿!¿¿¿¿{"start":{"line":247,"column":7},"end":{"line":247,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿UnaryExpression
5694¿Identifier¿¿v592¿¿¿¿¿Identifier
5695¿IfStatement¿¿¿¿¿{"start":{"line":247,"column":3},"end":{"line":249,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
5696¿Identifier¿¿v593¿¿¿¿¿Identifier
5697¿ReturnStatement¿¿¿¿¿{"start":{"line":248,"column":4},"end":{"line":248,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
5698¿Identifier¿¿fromVal¿¿¿{"start":{"line":248,"column":11},"end":{"line":248,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5699¿BlockStatement¿¿¿¿¿{"start":{"line":247,"column":38},"end":{"line":249,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BlockStatement
5700¿ReturnStatement¿¿¿¿¿{"start":{"line":250,"column":3},"end":{"line":250,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
5701¿Identifier¿¿unchangedSymbol¿¿¿{"start":{"line":250,"column":10},"end":{"line":250,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5702¿BlockStatement¿¿¿¿¿{"start":{"line":245,"column":44},"end":{"line":251,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BlockStatement
5703¿VariableDeclarator¿¿v594¿¿¿¿¿VariableDeclarator
5704¿CallExpression¿¿¿¿¿{"start":{"line":251,"column":13},"end":{"line":251,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
5705¿Identifier¿¿isScalar¿¿¿{"start":{"line":251,"column":13},"end":{"line":251,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5706¿Identifier¿¿toVal¿¿¿{"start":{"line":251,"column":22},"end":{"line":251,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5707¿VariableDeclarator¿¿v595¿¿¿¿¿VariableDeclarator
5708¿CallExpression¿¿¿¿¿{"start":{"line":251,"column":32},"end":{"line":251,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
5709¿Identifier¿¿isScalar¿¿¿{"start":{"line":251,"column":32},"end":{"line":251,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5710¿Identifier¿¿fromVal¿¿¿{"start":{"line":251,"column":41},"end":{"line":251,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5711¿VariableDeclarator¿¿v596¿¿¿¿¿VariableDeclarator
5712¿LogicalExpression¿||¿¿¿¿{"start":{"line":251,"column":13},"end":{"line":251,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
5713¿Identifier¿¿v594¿¿¿¿¿Identifier
5714¿Identifier¿¿v595¿¿¿¿¿Identifier
5715¿IfStatement¿¿¿¿¿{"start":{"line":251,"column":9},"end":{"line":325,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
5716¿Identifier¿¿v596¿¿¿¿¿Identifier
5717¿ReturnStatement¿¿¿¿¿{"start":{"line":253,"column":3},"end":{"line":253,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ReturnStatement
5718¿Identifier¿¿fromVal¿¿¿{"start":{"line":253,"column":10},"end":{"line":253,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5719¿BlockStatement¿¿¿¿¿{"start":{"line":251,"column":51},"end":{"line":254,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BlockStatement
5720¿VariableDeclarator¿¿v597¿¿¿¿¿VariableDeclarator
5721¿CallExpression¿¿¿¿¿{"start":{"line":254,"column":13},"end":{"line":254,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
5722¿MemberExpression¿¿¿¿¿{"start":{"line":254,"column":13},"end":{"line":254,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5723¿Identifier¿¿Array¿¿¿{"start":{"line":254,"column":13},"end":{"line":254,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5724¿Identifier¿¿isArray¿¿¿{"start":{"line":254,"column":19},"end":{"line":254,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5725¿Identifier¿¿toVal¿¿¿{"start":{"line":254,"column":27},"end":{"line":254,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5726¿VariableDeclarator¿¿v598¿¿¿¿¿VariableDeclarator
5727¿CallExpression¿¿¿¿¿{"start":{"line":254,"column":37},"end":{"line":254,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
5728¿MemberExpression¿¿¿¿¿{"start":{"line":254,"column":37},"end":{"line":254,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5729¿Identifier¿¿Array¿¿¿{"start":{"line":254,"column":37},"end":{"line":254,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5730¿Identifier¿¿isArray¿¿¿{"start":{"line":254,"column":43},"end":{"line":254,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5731¿Identifier¿¿fromVal¿¿¿{"start":{"line":254,"column":51},"end":{"line":254,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5732¿VariableDeclarator¿¿v599¿¿¿¿¿VariableDeclarator
5733¿LogicalExpression¿&&¿¿¿¿{"start":{"line":254,"column":13},"end":{"line":254,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿LogicalExpression
5734¿Identifier¿¿v597¿¿¿¿¿Identifier
5735¿Identifier¿¿v598¿¿¿¿¿Identifier
5736¿IfStatement¿¿¿¿¿{"start":{"line":254,"column":9},"end":{"line":325,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
5737¿Identifier¿¿v599¿¿¿¿¿Identifier
5738¿VariableDeclarator¿¿v600¿¿¿¿¿VariableDeclarator
5739¿MemberExpression¿¿¿¿¿{"start":{"line":257,"column":7},"end":{"line":257,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5740¿Identifier¿¿toVal¿¿¿{"start":{"line":257,"column":7},"end":{"line":257,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5741¿Identifier¿¿length¿¿¿{"start":{"line":257,"column":13},"end":{"line":257,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5742¿VariableDeclarator¿¿v601¿¿¿¿¿VariableDeclarator
5743¿MemberExpression¿¿¿¿¿{"start":{"line":257,"column":24},"end":{"line":257,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5744¿Identifier¿¿fromVal¿¿¿{"start":{"line":257,"column":24},"end":{"line":257,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5745¿Identifier¿¿length¿¿¿{"start":{"line":257,"column":32},"end":{"line":257,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5746¿VariableDeclarator¿¿v602¿¿¿¿¿VariableDeclarator
5747¿BinaryExpression¿===¿¿¿¿{"start":{"line":257,"column":7},"end":{"line":257,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
5748¿Identifier¿¿v600¿¿¿¿¿Identifier
5749¿Identifier¿¿v601¿¿¿¿¿Identifier
5750¿IfStatement¿¿¿¿¿{"start":{"line":257,"column":3},"end":{"line":283,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
5751¿Identifier¿¿v602¿¿¿¿¿Identifier
5752¿AssignmentExpression¿=¿¿¿¿{"start":{"line":258,"column":9},"end":{"line":258,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿AssignmentExpression
5753¿Identifier¿¿i¿¿¿{"start":{"line":258,"column":9},"end":{"line":258,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5754¿Literal¿number¿¿0¿¿{"start":{"line":258,"column":13},"end":{"line":258,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Literal
5755¿VariableDeclarator¿¿v603¿¿¿¿¿VariableDeclarator
5756¿MemberExpression¿¿¿¿¿{"start":{"line":258,"column":20},"end":{"line":258,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5757¿Identifier¿¿toVal¿¿¿{"start":{"line":258,"column":20},"end":{"line":258,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5758¿Identifier¿¿length¿¿¿{"start":{"line":258,"column":26},"end":{"line":258,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5759¿VariableDeclarator¿¿v604¿¿¿¿¿VariableDeclarator
5760¿BinaryExpression¿<¿¿¿¿{"start":{"line":258,"column":16},"end":{"line":258,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
5761¿Identifier¿¿i¿¿¿{"start":{"line":258,"column":16},"end":{"line":258,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5762¿Identifier¿¿v603¿¿¿¿¿Identifier
5763¿WhileStatement¿¿¿¿¿{"start":{"line":258,"column":4},"end":{"line":267,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿WhileStatement
5764¿Identifier¿¿v604¿¿¿¿¿Identifier
5765¿VariableDeclarator¿¿v606¿¿¿¿¿VariableDeclarator
5766¿BinaryExpression¿+¿¿¿¿{"start":{"line":259,"column":24},"end":{"line":259,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
5767¿Identifier¿¿path¿¿¿{"start":{"line":259,"column":24},"end":{"line":259,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5768¿Literal¿string¿¿'.'¿¿{"start":{"line":259,"column":31},"end":{"line":259,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Literal
5769¿VariableDeclarator¿¿v607¿¿¿¿¿VariableDeclarator
5770¿BinaryExpression¿+¿¿¿¿{"start":{"line":259,"column":24},"end":{"line":259,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
5771¿Identifier¿¿v606¿¿¿¿¿Identifier
5772¿Identifier¿¿i¿¿¿{"start":{"line":259,"column":37},"end":{"line":259,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5773¿IfStatement¿¿¿¿¿{"start":{"line":259,"column":16},"end":{"line":259,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
5774¿Identifier¿¿path¿¿¿{"start":{"line":259,"column":16},"end":{"line":259,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5775¿ExpressionStatement¿¿¿¿¿{"start":{"line":259,"column":16},"end":{"line":259,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ExpressionStatement
5776¿AssignmentExpression¿=¿¿¿¿{"start":{"line":259,"column":16},"end":{"line":259,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿AssignmentExpression
5777¿Identifier¿¿elemPath¿¿¿{"start":{"line":259,"column":5},"end":{"line":259,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5778¿Identifier¿¿v607¿¿¿¿¿Identifier
5779¿BlockStatement¿¿¿¿¿¿¿BlockStatement
5780¿ExpressionStatement¿¿¿¿¿{"start":{"line":259,"column":16},"end":{"line":259,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ExpressionStatement
5781¿AssignmentExpression¿=¿¿¿¿{"start":{"line":259,"column":16},"end":{"line":259,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿AssignmentExpression
5782¿Identifier¿¿elemPath¿¿¿{"start":{"line":259,"column":5},"end":{"line":259,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5783¿Identifier¿¿i¿¿¿{"start":{"line":259,"column":42},"end":{"line":259,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5784¿BlockStatement¿¿¿¿¿¿¿BlockStatement
5785¿VariableDeclarator¿¿v608¿¿¿¿¿VariableDeclarator
5786¿MemberExpression¿computed¿¿¿¿{"start":{"line":260,"column":28},"end":{"line":260,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5787¿Identifier¿¿toVal¿¿¿{"start":{"line":260,"column":28},"end":{"line":260,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5788¿Identifier¿¿i¿¿¿{"start":{"line":260,"column":34},"end":{"line":260,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5789¿VariableDeclarator¿¿v609¿¿¿¿¿VariableDeclarator
5790¿MemberExpression¿computed¿¿¿¿{"start":{"line":260,"column":38},"end":{"line":260,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5791¿Identifier¿¿fromVal¿¿¿{"start":{"line":260,"column":38},"end":{"line":260,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5792¿Identifier¿¿i¿¿¿{"start":{"line":260,"column":46},"end":{"line":260,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5793¿ExpressionStatement¿¿¿¿¿{"start":{"line":260,"column":5},"end":{"line":260,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿ExpressionStatement
5794¿AssignmentExpression¿=¿¿¿¿{"start":{"line":260,"column":5},"end":{"line":260,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿AssignmentExpression
5795¿Identifier¿¿newVal¿¿¿{"start":{"line":260,"column":5},"end":{"line":260,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5796¿CallExpression¿¿¿¿¿{"start":{"line":260,"column":14},"end":{"line":260,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿CallExpression
5797¿Identifier¿¿syncSubObject¿¿¿{"start":{"line":260,"column":14},"end":{"line":260,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5798¿Identifier¿¿v608¿¿¿¿¿Identifier
5799¿Identifier¿¿v609¿¿¿¿¿Identifier
5800¿Identifier¿¿toVal¿¿¿{"start":{"line":260,"column":50},"end":{"line":260,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5801¿Identifier¿¿elemPath¿¿¿{"start":{"line":260,"column":57},"end":{"line":260,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5802¿VariableDeclarator¿¿v610¿¿¿¿¿VariableDeclarator
5803¿BinaryExpression¿!==¿¿¿¿{"start":{"line":261,"column":9},"end":{"line":261,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿BinaryExpression
5804¿Identifier¿¿newVal¿¿¿{"start":{"line":261,"column":9},"end":{"line":261,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5805¿Identifier¿¿unchangedSymbol¿¿¿{"start":{"line":261,"column":20},"end":{"line":261,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5806¿IfStatement¿¿¿¿¿{"start":{"line":261,"column":5},"end":{"line":266,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
5807¿Identifier¿¿v610¿¿¿¿¿Identifier
5808¿VariableDeclarator¿¿v611¿¿¿¿¿VariableDeclarator
5809¿MemberExpression¿¿¿¿¿{"start":{"line":262,"column":10},"end":{"line":262,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿MemberExpression
5810¿Identifier¿¿options¿¿¿{"start":{"line":262,"column":10},"end":{"line":262,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5811¿Identifier¿¿onChange¿¿¿{"start":{"line":262,"column":18},"end":{"line":262,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿Identifier
5812¿IfStatement¿¿¿¿¿{"start":{"line":262,"column":6},"end":{"line":264,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/objtools_3.0.0/src/index.js"}¿¿IfStatement
