Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2727¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":365,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Program
3189¿Identifier¿¿0¿i¿¿¿{"start":{"line":68,"column":28},"end":{"line":68,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3190¿Identifier¿¿0¿document¿¿¿{"start":{"line":68,"column":31},"end":{"line":68,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3191¿VariableDeclarator¿¿4879¿removed¿¿¿{"start":{"line":69,"column":12},"end":{"line":69,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3192¿MemberExpression¿computed¿4879¿¿¿¿{"start":{"line":69,"column":22},"end":{"line":69,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3193¿Identifier¿¿4879¿arr¿¿¿{"start":{"line":69,"column":22},"end":{"line":69,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3194¿Identifier¿¿4879¿i¿¿¿{"start":{"line":69,"column":26},"end":{"line":69,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3195¿VariableDeclarator¿¿4879¿v301¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3196¿MemberExpression¿¿4879¿¿¿¿{"start":{"line":70,"column":17},"end":{"line":70,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3197¿ThisExpression¿¿4879¿¿¿¿{"start":{"line":70,"column":17},"end":{"line":70,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ThisExpression
3198¿Identifier¿¿4879¿value¿¿¿{"start":{"line":70,"column":22},"end":{"line":70,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3199¿ExpressionStatement¿¿4879¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3200¿AssignmentExpression¿=¿4879¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3201¿MemberExpression¿computed¿4879¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3202¿Identifier¿¿4879¿arr¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3203¿Identifier¿¿4879¿i¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3204¿Identifier¿¿4879¿v301¿¿¿¿¿Identifier
3205¿VariableDeclarator¿¿4879¿v302¿¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3206¿ObjectExpression¿¿4879¿¿¿¿¿¿ObjectExpression
3207¿ExpressionStatement¿¿4879¿¿¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3208¿AssignmentExpression¿=¿4879¿¿¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3209¿MemberExpression¿¿4879¿¿¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3210¿Identifier¿¿4879¿v302¿¿¿¿¿Identifier
3211¿Identifier¿¿4879¿newDocument¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3212¿Identifier¿¿4879¿document¿¿¿{"start":{"line":71,"column":30},"end":{"line":71,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3213¿ExpressionStatement¿¿4879¿¿¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3214¿AssignmentExpression¿=¿4879¿¿¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3215¿MemberExpression¿¿4879¿¿¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3216¿Identifier¿¿4879¿v302¿¿¿¿¿Identifier
3217¿Identifier¿¿4879¿removed¿¿¿{"start":{"line":71,"column":40},"end":{"line":71,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3218¿Identifier¿¿4879¿removed¿¿¿{"start":{"line":71,"column":49},"end":{"line":71,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3219¿ReturnStatement¿¿4879¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ReturnStatement
3220¿Identifier¿¿4879¿v302¿¿¿¿¿Identifier
3221¿BlockStatement¿¿4879¿¿¿¿{"start":{"line":68,"column":41},"end":{"line":72,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
3222¿VariableDeclarator¿¿4856¿v304¿¿¿{"start":{"line":73,"column":10},"end":{"line":73,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3223¿MemberExpression¿¿4856¿¿¿¿{"start":{"line":73,"column":10},"end":{"line":73,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3224¿Identifier¿¿4856¿objOps¿¿¿{"start":{"line":73,"column":10},"end":{"line":73,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3225¿Identifier¿¿4856¿move¿¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3226¿VariableDeclarator¿¿4856¿v305¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3227¿MemberExpression¿¿4856¿¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3228¿Identifier¿¿4856¿objOps¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3229¿Identifier¿¿4856¿copy¿¿¿{"start":{"line":74,"column":17},"end":{"line":74,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3230¿VariableDeclarator¿¿4856¿v306¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3231¿MemberExpression¿¿4856¿¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3232¿Identifier¿¿4856¿objOps¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3233¿Identifier¿¿4856¿test¿¿¿{"start":{"line":75,"column":17},"end":{"line":75,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3234¿VariableDeclarator¿¿4856¿v307¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3235¿MemberExpression¿¿4856¿¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3236¿Identifier¿¿4856¿objOps¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3237¿Identifier¿¿4856¿_get¿¿¿{"start":{"line":76,"column":17},"end":{"line":76,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3238¿VariableDeclarator¿¿4856¿arrOps¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3239¿ObjectExpression¿¿4856¿¿¿¿¿¿ObjectExpression
3240¿ExpressionStatement¿¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3241¿AssignmentExpression¿=¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3242¿MemberExpression¿¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3243¿Identifier¿¿4856¿arrOps¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3244¿Identifier¿¿4856¿add¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3245¿Identifier¿¿4856¿v297¿¿¿¿¿Identifier
3246¿ExpressionStatement¿¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3247¿AssignmentExpression¿=¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3248¿MemberExpression¿¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3249¿Identifier¿¿4856¿arrOps¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3250¿Identifier¿¿4856¿remove¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3251¿Identifier¿¿4856¿v300¿¿¿¿¿Identifier
3252¿ExpressionStatement¿¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3253¿AssignmentExpression¿=¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3254¿MemberExpression¿¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3255¿Identifier¿¿4856¿arrOps¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3256¿Identifier¿¿4856¿replace¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3257¿Identifier¿¿4856¿v303¿¿¿¿¿Identifier
3258¿ExpressionStatement¿¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3259¿AssignmentExpression¿=¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3260¿MemberExpression¿¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3261¿Identifier¿¿4856¿arrOps¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3262¿Identifier¿¿4856¿move¿¿¿{"start":{"line":73,"column":4},"end":{"line":73,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3263¿Identifier¿¿4856¿v304¿¿¿¿¿Identifier
3264¿ExpressionStatement¿¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3265¿AssignmentExpression¿=¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3266¿MemberExpression¿¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3267¿Identifier¿¿4856¿arrOps¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3268¿Identifier¿¿4856¿copy¿¿¿{"start":{"line":74,"column":4},"end":{"line":74,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3269¿Identifier¿¿4856¿v305¿¿¿¿¿Identifier
3270¿ExpressionStatement¿¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3271¿AssignmentExpression¿=¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3272¿MemberExpression¿¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3273¿Identifier¿¿4856¿arrOps¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3274¿Identifier¿¿4856¿test¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3275¿Identifier¿¿4856¿v306¿¿¿¿¿Identifier
3276¿ExpressionStatement¿¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3277¿AssignmentExpression¿=¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3278¿MemberExpression¿¿4856¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3279¿Identifier¿¿4856¿arrOps¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3280¿Identifier¿¿4856¿_get¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3281¿Identifier¿¿4856¿v307¿¿¿¿¿Identifier
3282¿VariableDeclarator¿exported¿4856¿getValueByPointer¿¿¿{"start":{"line":86,"column":0},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3283¿FunctionExpression¿¿4856¿anon¿¿¿{"start":{"line":86,"column":0},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿FunctionExpression
3284¿Identifier¿¿0¿document¿¿¿{"start":{"line":86,"column":27},"end":{"line":86,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3285¿Identifier¿¿0¿pointer¿¿¿{"start":{"line":86,"column":37},"end":{"line":86,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3286¿VariableDeclarator¿¿4881¿v308¿¿¿{"start":{"line":87,"column":8},"end":{"line":87,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3287¿BinaryExpression¿==¿4881¿¿¿¿{"start":{"line":87,"column":8},"end":{"line":87,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BinaryExpression
3288¿Identifier¿¿4881¿pointer¿¿¿{"start":{"line":87,"column":8},"end":{"line":87,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3289¿Literal¿string¿4881¿¿''¿¿{"start":{"line":87,"column":19},"end":{"line":87,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
3290¿IfStatement¿¿4881¿¿¿¿{"start":{"line":87,"column":4},"end":{"line":89,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿IfStatement
3291¿Identifier¿¿4881¿v308¿¿¿¿¿Identifier
3292¿ReturnStatement¿¿4881¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ReturnStatement
3293¿Identifier¿¿4881¿document¿¿¿{"start":{"line":88,"column":15},"end":{"line":88,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3294¿BlockStatement¿¿4881¿¿¿¿{"start":{"line":87,"column":23},"end":{"line":89,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
3295¿VariableDeclarator¿¿4881¿getOriginalDestination¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3296¿ObjectExpression¿¿4881¿¿¿¿¿¿ObjectExpression
3297¿ExpressionStatement¿¿4881¿¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3298¿AssignmentExpression¿=¿4881¿¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3299¿MemberExpression¿¿4881¿¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3300¿Identifier¿¿4881¿getOriginalDestination¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3301¿Identifier¿¿4881¿op¿¿¿{"start":{"line":90,"column":35},"end":{"line":90,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3302¿Literal¿string¿4881¿¿'_get'¿¿{"start":{"line":90,"column":39},"end":{"line":90,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Literal
3303¿ExpressionStatement¿¿4881¿¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3304¿AssignmentExpression¿=¿4881¿¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3305¿MemberExpression¿¿4881¿¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3306¿Identifier¿¿4881¿getOriginalDestination¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3307¿Identifier¿¿4881¿path¿¿¿{"start":{"line":90,"column":47},"end":{"line":90,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3308¿Identifier¿¿4881¿pointer¿¿¿{"start":{"line":90,"column":53},"end":{"line":90,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3309¿VariableDeclarator¿¿4881¿v309¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3310¿CallExpression¿¿4881¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿CallExpression
3311¿Identifier¿¿4881¿applyOperation¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3312¿Identifier¿¿4881¿document¿¿¿{"start":{"line":91,"column":19},"end":{"line":91,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3313¿Identifier¿¿4881¿getOriginalDestination¿¿¿{"start":{"line":91,"column":29},"end":{"line":91,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3314¿ExpressionStatement¿¿4881¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":53},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3315¿Identifier¿¿4881¿v309¿¿¿¿¿Identifier
3316¿VariableDeclarator¿¿4881¿v310¿¿¿{"start":{"line":92,"column":11},"end":{"line":92,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿VariableDeclarator
3317¿MemberExpression¿¿4881¿¿¿¿{"start":{"line":92,"column":11},"end":{"line":92,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
3318¿Identifier¿¿4881¿getOriginalDestination¿¿¿{"start":{"line":92,"column":11},"end":{"line":92,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3319¿Identifier¿¿4881¿value¿¿¿{"start":{"line":92,"column":34},"end":{"line":92,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿Identifier
3320¿ReturnStatement¿¿4881¿¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ReturnStatement
3321¿Identifier¿¿4881¿v310¿¿¿¿¿Identifier
3322¿BlockStatement¿¿4881¿¿¿¿{"start":{"line":86,"column":46},"end":{"line":93,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿BlockStatement
3323¿ExpressionStatement¿¿4856¿¿¿¿{"start":{"line":94,"column":0},"end":{"line":94,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿ExpressionStatement
3324¿AssignmentExpression¿=¿4856¿¿¿¿{"start":{"line":94,"column":0},"end":{"line":94,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿AssignmentExpression
3325¿MemberExpression¿¿4856¿¿¿¿{"start":{"line":94,"column":0},"end":{"line":94,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/fast-json-patch_2.0.4/src/core.js"}¿¿MemberExpression
