Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1107¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Program
1241¿MemberExpression¿¿1973¿¿¿¿{"start":{"line":38,"column":9},"end":{"line":38,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1242¿Identifier¿¿1973¿Date¿¿¿{"start":{"line":38,"column":9},"end":{"line":38,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1243¿Identifier¿¿1973¿now¿¿¿{"start":{"line":38,"column":14},"end":{"line":38,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1244¿ReturnStatement¿¿1973¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":38,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ReturnStatement
1245¿Identifier¿¿1973¿v123¿¿¿¿¿Identifier
1246¿BlockStatement¿¿1973¿¿¿¿{"start":{"line":37,"column":15},"end":{"line":39,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BlockStatement
1247¿VariableDeclarator¿exported¿1962¿getTranslate¿¿¿{"start":{"line":41,"column":0},"end":{"line":84,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1248¿FunctionExpression¿¿1962¿anon¿¿¿{"start":{"line":41,"column":0},"end":{"line":84,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿FunctionExpression
1249¿Identifier¿¿0¿el¿¿¿{"start":{"line":41,"column":22},"end":{"line":41,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1250¿Identifier¿¿0¿axis¿¿¿{"start":{"line":41,"column":26},"end":{"line":41,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1251¿VariableDeclarator¿¿1975¿v124¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1252¿UnaryExpression¿void¿1975¿¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿UnaryExpression
1253¿Literal¿number¿1975¿¿0¿¿{"start":{"line":42,"column":20},"end":{"line":42,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1254¿VariableDeclarator¿¿1975¿v125¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1255¿BinaryExpression¿===¿1975¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
1256¿Identifier¿¿1975¿axis¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1257¿Identifier¿¿1975¿v124¿¿¿¿¿Identifier
1258¿IfStatement¿¿1975¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":44,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿IfStatement
1259¿Identifier¿¿1975¿v125¿¿¿¿¿Identifier
1260¿ExpressionStatement¿¿1975¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":43,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1261¿AssignmentExpression¿=¿1975¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":43,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1262¿Identifier¿¿1975¿axis¿¿¿{"start":{"line":43,"column":4},"end":{"line":43,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1263¿Literal¿string¿1975¿¿'x'¿¿{"start":{"line":43,"column":11},"end":{"line":43,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1264¿BlockStatement¿¿1975¿¿¿¿{"start":{"line":42,"column":23},"end":{"line":44,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BlockStatement
1265¿VariableDeclarator¿¿1975¿v126¿¿¿{"start":{"line":46,"column":19},"end":{"line":46,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1266¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":46,"column":19},"end":{"line":46,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1267¿Identifier¿¿1975¿_ssrWindow¿¿¿{"start":{"line":46,"column":19},"end":{"line":46,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1268¿Identifier¿¿1975¿getWindow¿¿¿{"start":{"line":46,"column":30},"end":{"line":46,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1269¿VariableDeclarator¿¿1975¿window¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1270¿CallExpression¿¿1975¿¿¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1271¿SequenceExpression¿¿1975¿¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿SequenceExpression
1272¿Literal¿number¿1975¿¿0¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1273¿Identifier¿¿1975¿v126¿¿¿¿¿Identifier
1274¿VariableDeclarator¿¿1975¿matrix¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1275¿VariableDeclarator¿¿1975¿curTransform¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1276¿VariableDeclarator¿¿1975¿transformMatrix¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1277¿VariableDeclarator¿¿1975¿curStyle¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1278¿CallExpression¿¿1975¿¿¿¿{"start":{"line":50,"column":17},"end":{"line":50,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1279¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":50,"column":17},"end":{"line":50,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1280¿Identifier¿¿1975¿window¿¿¿{"start":{"line":50,"column":17},"end":{"line":50,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1281¿Identifier¿¿1975¿getComputedStyle¿¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1282¿Identifier¿¿1975¿el¿¿¿{"start":{"line":50,"column":41},"end":{"line":50,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1283¿Literal¿object¿1975¿¿null¿¿{"start":{"line":50,"column":45},"end":{"line":50,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1284¿VariableDeclarator¿¿1975¿v127¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1285¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1286¿Identifier¿¿1975¿window¿¿¿{"start":{"line":52,"column":6},"end":{"line":52,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1287¿Identifier¿¿1975¿WebKitCSSMatrix¿¿¿{"start":{"line":52,"column":13},"end":{"line":52,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1288¿IfStatement¿¿1975¿¿¿¿{"start":{"line":52,"column":2},"end":{"line":67,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿IfStatement
1289¿Identifier¿¿1975¿v127¿¿¿¿¿Identifier
1290¿VariableDeclarator¿¿1975¿v128¿¿¿{"start":{"line":53,"column":19},"end":{"line":53,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1291¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":53,"column":19},"end":{"line":53,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1292¿Identifier¿¿1975¿curStyle¿¿¿{"start":{"line":53,"column":19},"end":{"line":53,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1293¿Identifier¿¿1975¿transform¿¿¿{"start":{"line":53,"column":28},"end":{"line":53,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1294¿VariableDeclarator¿¿1975¿v129¿¿¿{"start":{"line":53,"column":41},"end":{"line":53,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1295¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":53,"column":41},"end":{"line":53,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1296¿Identifier¿¿1975¿curStyle¿¿¿{"start":{"line":53,"column":41},"end":{"line":53,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1297¿Identifier¿¿1975¿webkitTransform¿¿¿{"start":{"line":53,"column":50},"end":{"line":53,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1298¿ExpressionStatement¿¿1975¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1299¿AssignmentExpression¿=¿1975¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1300¿Identifier¿¿1975¿curTransform¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1301¿LogicalExpression¿||¿1975¿¿¿¿{"start":{"line":53,"column":19},"end":{"line":53,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿LogicalExpression
1302¿Identifier¿¿1975¿v128¿¿¿¿¿Identifier
1303¿Identifier¿¿1975¿v129¿¿¿¿¿Identifier
1304¿VariableDeclarator¿¿1975¿v130¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1305¿CallExpression¿¿1975¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1306¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1307¿Identifier¿¿1975¿curTransform¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1308¿Identifier¿¿1975¿split¿¿¿{"start":{"line":55,"column":21},"end":{"line":55,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1309¿Literal¿string¿1975¿¿','¿¿{"start":{"line":55,"column":27},"end":{"line":55,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1310¿VariableDeclarator¿¿1975¿v131¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1311¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1312¿Identifier¿¿1975¿v130¿¿¿¿¿Identifier
1313¿Identifier¿¿1975¿length¿¿¿{"start":{"line":55,"column":32},"end":{"line":55,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1314¿VariableDeclarator¿¿1975¿v132¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1315¿BinaryExpression¿>¿1975¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
1316¿Identifier¿¿1975¿v131¿¿¿¿¿Identifier
1317¿Literal¿number¿1975¿¿6¿¿{"start":{"line":55,"column":41},"end":{"line":55,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1318¿IfStatement¿¿1975¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":59,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿IfStatement
1319¿Identifier¿¿1975¿v132¿¿¿¿¿Identifier
1320¿VariableDeclarator¿¿1975¿v133¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1321¿CallExpression¿¿1975¿¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1322¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1323¿Identifier¿¿1975¿curTransform¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1324¿Identifier¿¿1975¿split¿¿¿{"start":{"line":56,"column":34},"end":{"line":56,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1325¿Literal¿string¿1975¿¿', '¿¿{"start":{"line":56,"column":40},"end":{"line":56,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1326¿VariableDeclarator¿¿1975¿v135¿¿¿{"start":{"line":56,"column":50},"end":{"line":58,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1327¿FunctionExpression¿¿1975¿anon¿¿¿{"start":{"line":56,"column":50},"end":{"line":58,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿FunctionExpression
1328¿Identifier¿¿0¿a¿¿¿{"start":{"line":56,"column":60},"end":{"line":56,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1329¿VariableDeclarator¿¿1978¿v134¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1330¿CallExpression¿¿1978¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1331¿MemberExpression¿¿1978¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1332¿Identifier¿¿1978¿a¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1333¿Identifier¿¿1978¿replace¿¿¿{"start":{"line":57,"column":17},"end":{"line":57,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1334¿Literal¿string¿1978¿¿','¿¿{"start":{"line":57,"column":25},"end":{"line":57,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1335¿Literal¿string¿1978¿¿'.'¿¿{"start":{"line":57,"column":30},"end":{"line":57,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1336¿ReturnStatement¿¿1978¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ReturnStatement
1337¿Identifier¿¿1978¿v134¿¿¿¿¿Identifier
1338¿BlockStatement¿¿1978¿¿¿¿{"start":{"line":56,"column":63},"end":{"line":58,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BlockStatement
1339¿VariableDeclarator¿¿1975¿v136¿¿¿{"start":{"line":56,"column":21},"end":{"line":58,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1340¿CallExpression¿¿1975¿¿¿¿{"start":{"line":56,"column":21},"end":{"line":58,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1341¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1342¿Identifier¿¿1975¿v133¿¿¿¿¿Identifier
1343¿Identifier¿¿1975¿map¿¿¿{"start":{"line":56,"column":46},"end":{"line":56,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1344¿Identifier¿¿1975¿v135¿¿¿¿¿Identifier
1345¿ExpressionStatement¿¿1975¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":58,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1346¿AssignmentExpression¿=¿1975¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":58,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1347¿Identifier¿¿1975¿curTransform¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1348¿CallExpression¿¿1975¿¿¿¿{"start":{"line":56,"column":21},"end":{"line":58,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿CallExpression
1349¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":56,"column":21},"end":{"line":58,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1350¿Identifier¿¿1975¿v136¿¿¿¿¿Identifier
1351¿Identifier¿¿1975¿join¿¿¿{"start":{"line":58,"column":9},"end":{"line":58,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1352¿Literal¿string¿1975¿¿', '¿¿{"start":{"line":58,"column":14},"end":{"line":58,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1353¿BlockStatement¿¿1975¿¿¿¿{"start":{"line":55,"column":44},"end":{"line":59,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BlockStatement
1354¿VariableDeclarator¿¿1975¿v137¿¿¿{"start":{"line":63,"column":49},"end":{"line":63,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1355¿BinaryExpression¿===¿1975¿¿¿¿{"start":{"line":63,"column":49},"end":{"line":63,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BinaryExpression
1356¿Identifier¿¿1975¿curTransform¿¿¿{"start":{"line":63,"column":49},"end":{"line":63,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1357¿Literal¿string¿1975¿¿'none'¿¿{"start":{"line":63,"column":66},"end":{"line":63,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1358¿VariableDeclarator¿¿1975¿v138¿¿¿{"start":{"line":63,"column":49},"end":{"line":63,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1359¿IfStatement¿¿1975¿¿¿¿{"start":{"line":63,"column":49},"end":{"line":63,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿IfStatement
1360¿Identifier¿¿1975¿v137¿¿¿¿¿Identifier
1361¿ExpressionStatement¿¿1975¿¿¿¿{"start":{"line":63,"column":49},"end":{"line":63,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1362¿AssignmentExpression¿=¿1975¿¿¿¿{"start":{"line":63,"column":49},"end":{"line":63,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1363¿Identifier¿¿1975¿v138¿¿¿¿¿Identifier
1364¿Literal¿string¿1975¿¿''¿¿{"start":{"line":63,"column":75},"end":{"line":63,"column":77},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Literal
1365¿BlockStatement¿¿1975¿¿¿¿¿¿BlockStatement
1366¿ExpressionStatement¿¿1975¿¿¿¿{"start":{"line":63,"column":49},"end":{"line":63,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1367¿AssignmentExpression¿=¿1975¿¿¿¿{"start":{"line":63,"column":49},"end":{"line":63,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1368¿Identifier¿¿1975¿v138¿¿¿¿¿Identifier
1369¿Identifier¿¿1975¿curTransform¿¿¿{"start":{"line":63,"column":80},"end":{"line":63,"column":92},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1370¿BlockStatement¿¿1975¿¿¿¿¿¿BlockStatement
1371¿ExpressionStatement¿¿1975¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":94},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿ExpressionStatement
1372¿AssignmentExpression¿=¿1975¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":93},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿AssignmentExpression
1373¿Identifier¿¿1975¿transformMatrix¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1374¿NewExpression¿¿1975¿¿¿¿{"start":{"line":63,"column":22},"end":{"line":63,"column":93},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿NewExpression
1375¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1376¿Identifier¿¿1975¿window¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1377¿Identifier¿¿1975¿WebKitCSSMatrix¿¿¿{"start":{"line":63,"column":33},"end":{"line":63,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1378¿Identifier¿¿1975¿v138¿¿¿¿¿Identifier
1379¿BlockStatement¿¿1975¿¿¿¿{"start":{"line":52,"column":30},"end":{"line":64,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿BlockStatement
1380¿VariableDeclarator¿¿1975¿v139¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿VariableDeclarator
1381¿MemberExpression¿¿1975¿¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿MemberExpression
1382¿Identifier¿¿1975¿curStyle¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
1383¿Identifier¿¿1975¿MozTransform¿¿¿{"start":{"line":65,"column":31},"end":{"line":65,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/swiper_6.5.0/src/utils.js"}¿¿Identifier
