Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
875¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":174,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Program
1014¿Literal¿string¿1506¿¿'--max-redirs'¿¿{"start":{"line":53,"column":26},"end":{"line":53,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1015¿VariableDeclarator¿¿1506¿_timeoutOpt¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1016¿Literal¿string¿1506¿¿'--connect-timeout'¿¿{"start":{"line":54,"column":23},"end":{"line":54,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1017¿VariableDeclarator¿¿1506¿_ntlmOpt¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1018¿Literal¿string¿1506¿¿'-ntlm'¿¿{"start":{"line":55,"column":23},"end":{"line":55,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1019¿VariableDeclarator¿¿1506¿_ntlmProxyOpt¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1020¿Literal¿string¿1506¿¿'--proxy-ntlm'¿¿{"start":{"line":56,"column":24},"end":{"line":56,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1021¿VariableDeclarator¿¿1506¿modifyOptionString¿¿¿{"start":{"line":58,"column":8},"end":{"line":64,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1022¿FunctionExpression¿¿1506¿anon¿¿¿{"start":{"line":58,"column":29},"end":{"line":64,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿FunctionExpression
1023¿Identifier¿¿0¿opt¿¿¿{"start":{"line":58,"column":38},"end":{"line":58,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1024¿Identifier¿¿0¿add¿¿¿{"start":{"line":58,"column":43},"end":{"line":58,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1025¿VariableDeclarator¿¿1508¿v75¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1026¿BinaryExpression¿!==¿1508¿¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BinaryExpression
1027¿Identifier¿¿1508¿add¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1028¿Literal¿boolean¿1508¿¿false¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1029¿IfStatement¿¿1508¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":63,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿IfStatement
1030¿Identifier¿¿1508¿v75¿¿¿¿¿Identifier
1031¿VariableDeclarator¿¿1508¿v76¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1032¿CallExpression¿¿1508¿¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1033¿Identifier¿¿1508¿addOption¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1034¿Identifier¿¿1508¿opt¿¿¿{"start":{"line":60,"column":22},"end":{"line":60,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1035¿ExpressionStatement¿¿1508¿¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1036¿Identifier¿¿1508¿v76¿¿¿¿¿Identifier
1037¿BlockStatement¿¿1508¿¿¿¿{"start":{"line":59,"column":27},"end":{"line":61,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1038¿VariableDeclarator¿¿1508¿v77¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1039¿CallExpression¿¿1508¿¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1040¿Identifier¿¿1508¿removeOption¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1041¿Identifier¿¿1508¿opt¿¿¿{"start":{"line":62,"column":25},"end":{"line":62,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1042¿ExpressionStatement¿¿1508¿¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1043¿Identifier¿¿1508¿v77¿¿¿¿¿Identifier
1044¿BlockStatement¿¿1508¿¿¿¿{"start":{"line":61,"column":15},"end":{"line":63,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1045¿BlockStatement¿¿1508¿¿¿¿{"start":{"line":58,"column":48},"end":{"line":64,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1046¿VariableDeclarator¿¿1506¿addOption¿¿¿{"start":{"line":66,"column":8},"end":{"line":68,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1047¿FunctionExpression¿¿1506¿anon¿¿¿{"start":{"line":66,"column":20},"end":{"line":68,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿FunctionExpression
1048¿Identifier¿¿0¿opt¿¿¿{"start":{"line":66,"column":29},"end":{"line":66,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1049¿ExpressionStatement¿¿1511¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1050¿AssignmentExpression¿+=¿1511¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1051¿Identifier¿¿1511¿_string¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1052¿BinaryExpression¿+¿1511¿¿¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BinaryExpression
1053¿Identifier¿¿1511¿opt¿¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1054¿Literal¿string¿1511¿¿' '¿¿{"start":{"line":67,"column":25},"end":{"line":67,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1055¿BlockStatement¿¿1511¿¿¿¿{"start":{"line":66,"column":34},"end":{"line":68,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1056¿VariableDeclarator¿¿1506¿removeOption¿¿¿{"start":{"line":70,"column":8},"end":{"line":72,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1057¿FunctionExpression¿¿1506¿anon¿¿¿{"start":{"line":70,"column":23},"end":{"line":72,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿FunctionExpression
1058¿Identifier¿¿0¿opt¿¿¿{"start":{"line":70,"column":32},"end":{"line":70,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1059¿VariableDeclarator¿¿1513¿v78¿¿¿{"start":{"line":71,"column":34},"end":{"line":71,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1060¿NewExpression¿¿1513¿¿¿¿{"start":{"line":71,"column":34},"end":{"line":71,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿NewExpression
1061¿Identifier¿¿1513¿RegExp¿¿¿{"start":{"line":71,"column":38},"end":{"line":71,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1062¿Identifier¿¿1513¿opt¿¿¿{"start":{"line":71,"column":45},"end":{"line":71,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1063¿Literal¿string¿1513¿¿'g'¿¿{"start":{"line":71,"column":50},"end":{"line":71,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1064¿ExpressionStatement¿¿1513¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1065¿AssignmentExpression¿=¿1513¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1066¿Identifier¿¿1513¿_string¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1067¿CallExpression¿¿1513¿¿¿¿{"start":{"line":71,"column":18},"end":{"line":71,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1068¿MemberExpression¿¿1513¿¿¿¿{"start":{"line":71,"column":18},"end":{"line":71,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1069¿Identifier¿¿1513¿_string¿¿¿{"start":{"line":71,"column":18},"end":{"line":71,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1070¿Identifier¿¿1513¿replace¿¿¿{"start":{"line":71,"column":26},"end":{"line":71,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1071¿Identifier¿¿1513¿v78¿¿¿¿¿Identifier
1072¿Literal¿string¿1513¿¿''¿¿{"start":{"line":71,"column":56},"end":{"line":71,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1073¿BlockStatement¿¿1513¿¿¿¿{"start":{"line":70,"column":37},"end":{"line":72,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1074¿VariableDeclarator¿¿1506¿buildPostString¿¿¿{"start":{"line":74,"column":8},"end":{"line":88,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1075¿FunctionExpression¿¿1506¿anon¿¿¿{"start":{"line":74,"column":26},"end":{"line":88,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿FunctionExpression
1076¿Identifier¿¿0¿baseString¿¿¿{"start":{"line":74,"column":35},"end":{"line":74,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1077¿Identifier¿¿0¿o¿¿¿{"start":{"line":74,"column":47},"end":{"line":74,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1078¿VariableDeclarator¿¿1515¿string¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1079¿BinaryExpression¿+¿1515¿¿¿¿{"start":{"line":75,"column":21},"end":{"line":75,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BinaryExpression
1080¿Identifier¿¿1515¿baseString¿¿¿{"start":{"line":75,"column":21},"end":{"line":75,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1081¿Literal¿string¿1515¿¿' ''¿¿{"start":{"line":75,"column":34},"end":{"line":75,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1082¿VariableDeclarator¿¿1515¿key¿¿¿{"start":{"line":77,"column":17},"end":{"line":77,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1083¿ForInStatement¿¿1515¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":79,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ForInStatement
1084¿Identifier¿¿1515¿key¿¿¿{"start":{"line":77,"column":17},"end":{"line":77,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1085¿Identifier¿¿1515¿o¿¿¿{"start":{"line":77,"column":24},"end":{"line":77,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1086¿VariableDeclarator¿¿1515¿v79¿¿¿{"start":{"line":78,"column":22},"end":{"line":78,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1087¿BinaryExpression¿+¿1515¿¿¿¿{"start":{"line":78,"column":22},"end":{"line":78,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BinaryExpression
1088¿Identifier¿¿1515¿key¿¿¿{"start":{"line":78,"column":22},"end":{"line":78,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1089¿Literal¿string¿1515¿¿'='¿¿{"start":{"line":78,"column":28},"end":{"line":78,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1090¿VariableDeclarator¿¿1515¿v80¿¿¿{"start":{"line":78,"column":34},"end":{"line":78,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1091¿MemberExpression¿computed¿1515¿¿¿¿{"start":{"line":78,"column":34},"end":{"line":78,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1092¿Identifier¿¿1515¿o¿¿¿{"start":{"line":78,"column":34},"end":{"line":78,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1093¿Identifier¿¿1515¿key¿¿¿{"start":{"line":78,"column":36},"end":{"line":78,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1094¿VariableDeclarator¿¿1515¿v81¿¿¿{"start":{"line":78,"column":22},"end":{"line":78,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1095¿BinaryExpression¿+¿1515¿¿¿¿{"start":{"line":78,"column":22},"end":{"line":78,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BinaryExpression
1096¿Identifier¿¿1515¿v79¿¿¿¿¿Identifier
1097¿Identifier¿¿1515¿v80¿¿¿¿¿Identifier
1098¿ExpressionStatement¿¿1515¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1099¿AssignmentExpression¿+=¿1515¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1100¿Identifier¿¿1515¿string¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1101¿BinaryExpression¿+¿1515¿¿¿¿{"start":{"line":78,"column":22},"end":{"line":78,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BinaryExpression
1102¿Identifier¿¿1515¿v81¿¿¿¿¿Identifier
1103¿Literal¿string¿1515¿¿'&'¿¿{"start":{"line":78,"column":43},"end":{"line":78,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1104¿BlockStatement¿¿1515¿¿¿¿{"start":{"line":77,"column":27},"end":{"line":79,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1105¿VariableDeclarator¿¿1515¿v82¿¿¿{"start":{"line":81,"column":29},"end":{"line":81,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1106¿MemberExpression¿¿1515¿¿¿¿{"start":{"line":81,"column":29},"end":{"line":81,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1107¿Identifier¿¿1515¿string¿¿¿{"start":{"line":81,"column":29},"end":{"line":81,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1108¿Identifier¿¿1515¿length¿¿¿{"start":{"line":81,"column":36},"end":{"line":81,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1109¿VariableDeclarator¿¿1515¿v83¿¿¿{"start":{"line":81,"column":29},"end":{"line":81,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1110¿BinaryExpression¿-¿1515¿¿¿¿{"start":{"line":81,"column":29},"end":{"line":81,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BinaryExpression
1111¿Identifier¿¿1515¿v82¿¿¿¿¿Identifier
1112¿Literal¿number¿1515¿¿1¿¿{"start":{"line":81,"column":44},"end":{"line":81,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1113¿VariableDeclarator¿¿1515¿v84¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1114¿CallExpression¿¿1515¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1115¿MemberExpression¿¿1515¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1116¿Identifier¿¿1515¿string¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1117¿Identifier¿¿1515¿substr¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1118¿Identifier¿¿1515¿o¿¿¿{"start":{"line":81,"column":26},"end":{"line":81,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1119¿Identifier¿¿1515¿v83¿¿¿¿¿Identifier
1120¿VariableDeclarator¿¿1515¿v85¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1121¿BinaryExpression¿===¿1515¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BinaryExpression
1122¿Identifier¿¿1515¿v84¿¿¿¿¿Identifier
1123¿Literal¿string¿1515¿¿'&'¿¿{"start":{"line":81,"column":51},"end":{"line":81,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1124¿IfStatement¿¿1515¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":83,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿IfStatement
1125¿Identifier¿¿1515¿v85¿¿¿¿¿Identifier
1126¿VariableDeclarator¿¿1515¿v86¿¿¿{"start":{"line":82,"column":38},"end":{"line":82,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1127¿MemberExpression¿¿1515¿¿¿¿{"start":{"line":82,"column":38},"end":{"line":82,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1128¿Identifier¿¿1515¿string¿¿¿{"start":{"line":82,"column":38},"end":{"line":82,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1129¿Identifier¿¿1515¿length¿¿¿{"start":{"line":82,"column":45},"end":{"line":82,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1130¿VariableDeclarator¿¿1515¿v87¿¿¿{"start":{"line":82,"column":38},"end":{"line":82,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1131¿BinaryExpression¿-¿1515¿¿¿¿{"start":{"line":82,"column":38},"end":{"line":82,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BinaryExpression
1132¿Identifier¿¿1515¿v86¿¿¿¿¿Identifier
1133¿Literal¿number¿1515¿¿1¿¿{"start":{"line":82,"column":54},"end":{"line":82,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1134¿ExpressionStatement¿¿1515¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1135¿AssignmentExpression¿=¿1515¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1136¿Identifier¿¿1515¿string¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1137¿CallExpression¿¿1515¿¿¿¿{"start":{"line":82,"column":21},"end":{"line":82,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿CallExpression
1138¿MemberExpression¿¿1515¿¿¿¿{"start":{"line":82,"column":21},"end":{"line":82,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿MemberExpression
1139¿Identifier¿¿1515¿string¿¿¿{"start":{"line":82,"column":21},"end":{"line":82,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1140¿Identifier¿¿1515¿substr¿¿¿{"start":{"line":82,"column":28},"end":{"line":82,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1141¿Literal¿number¿1515¿¿0¿¿{"start":{"line":82,"column":35},"end":{"line":82,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1142¿Identifier¿¿1515¿v87¿¿¿¿¿Identifier
1143¿BlockStatement¿¿1515¿¿¿¿{"start":{"line":81,"column":56},"end":{"line":83,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1144¿ExpressionStatement¿¿1515¿¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ExpressionStatement
1145¿AssignmentExpression¿+=¿1515¿¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿AssignmentExpression
1146¿Identifier¿¿1515¿string¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1147¿Literal¿string¿1515¿¿'''¿¿{"start":{"line":85,"column":18},"end":{"line":85,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Literal
1148¿ReturnStatement¿¿1515¿¿¿¿{"start":{"line":87,"column":8},"end":{"line":87,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿ReturnStatement
1149¿Identifier¿¿1515¿string¿¿¿{"start":{"line":87,"column":15},"end":{"line":87,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿Identifier
1150¿BlockStatement¿¿1515¿¿¿¿{"start":{"line":74,"column":49},"end":{"line":88,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿BlockStatement
1151¿VariableDeclarator¿¿1506¿v88¿¿¿{"start":{"line":90,"column":4},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿VariableDeclarator
1152¿FunctionExpression¿¿1506¿anon¿¿¿{"start":{"line":90,"column":21},"end":{"line":92,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/curljs_0.1.2/src/index.js"}¿¿FunctionExpression
