Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3501¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":561,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Program
4397¿VariableDeclarator¿¿6223¿i¿¿¿{"start":{"line":188,"column":6},"end":{"line":188,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4398¿VariableDeclarator¿¿6223¿keys¿¿¿{"start":{"line":189,"column":6},"end":{"line":189,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4399¿VariableDeclarator¿¿6223¿val¿¿¿{"start":{"line":190,"column":6},"end":{"line":190,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4400¿VariableDeclarator¿¿6223¿key¿¿¿{"start":{"line":191,"column":6},"end":{"line":191,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4401¿VariableDeclarator¿¿6223¿cp¿¿¿{"start":{"line":192,"column":6},"end":{"line":192,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4402¿VariableDeclarator¿¿6223¿v500¿¿¿{"start":{"line":194,"column":25},"end":{"line":194,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4403¿MemberExpression¿¿6223¿¿¿¿{"start":{"line":194,"column":25},"end":{"line":194,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
4404¿ThisExpression¿¿6223¿¿¿¿{"start":{"line":194,"column":25},"end":{"line":194,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ThisExpression
4405¿Identifier¿¿6223¿separator¿¿¿{"start":{"line":194,"column":30},"end":{"line":194,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4406¿ExpressionStatement¿¿6223¿¿¿¿{"start":{"line":194,"column":2},"end":{"line":194,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
4407¿AssignmentExpression¿=¿6223¿¿¿¿{"start":{"line":194,"column":2},"end":{"line":194,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
4408¿Identifier¿¿6223¿keys¿¿¿{"start":{"line":194,"column":2},"end":{"line":194,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4409¿CallExpression¿¿6223¿¿¿¿{"start":{"line":194,"column":9},"end":{"line":194,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
4410¿Identifier¿¿6223¿parsePath¿¿¿{"start":{"line":194,"column":9},"end":{"line":194,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4411¿Identifier¿¿6223¿path¿¿¿{"start":{"line":194,"column":19},"end":{"line":194,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4412¿Identifier¿¿6223¿v500¿¿¿¿¿Identifier
4413¿AssignmentExpression¿=¿6223¿¿¿¿{"start":{"line":195,"column":7},"end":{"line":195,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
4414¿Identifier¿¿6223¿i¿¿¿{"start":{"line":195,"column":7},"end":{"line":195,"column":8},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4415¿Literal¿number¿6223¿¿0¿¿{"start":{"line":195,"column":11},"end":{"line":195,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
4416¿VariableDeclarator¿¿6223¿v501¿¿¿{"start":{"line":195,"column":18},"end":{"line":195,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4417¿MemberExpression¿¿6223¿¿¿¿{"start":{"line":195,"column":18},"end":{"line":195,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
4418¿Identifier¿¿6223¿keys¿¿¿{"start":{"line":195,"column":18},"end":{"line":195,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4419¿Identifier¿¿6223¿length¿¿¿{"start":{"line":195,"column":23},"end":{"line":195,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4420¿VariableDeclarator¿¿6223¿v502¿¿¿{"start":{"line":195,"column":14},"end":{"line":195,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4421¿BinaryExpression¿<¿6223¿¿¿¿{"start":{"line":195,"column":14},"end":{"line":195,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BinaryExpression
4422¿Identifier¿¿6223¿i¿¿¿{"start":{"line":195,"column":14},"end":{"line":195,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4423¿Identifier¿¿6223¿v501¿¿¿¿¿Identifier
4424¿WhileStatement¿¿6223¿¿¿¿{"start":{"line":195,"column":2},"end":{"line":222,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿WhileStatement
4425¿Identifier¿¿6223¿v502¿¿¿¿¿Identifier
4426¿VariableDeclarator¿¿6223¿v504¿¿¿{"start":{"line":196,"column":19},"end":{"line":196,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4427¿MemberExpression¿computed¿6223¿¿¿¿{"start":{"line":196,"column":19},"end":{"line":196,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
4428¿Identifier¿¿6223¿keys¿¿¿{"start":{"line":196,"column":19},"end":{"line":196,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4429¿Identifier¿¿6223¿i¿¿¿{"start":{"line":196,"column":24},"end":{"line":196,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4430¿ExpressionStatement¿¿6223¿¿¿¿{"start":{"line":196,"column":4},"end":{"line":196,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
4431¿AssignmentExpression¿=¿6223¿¿¿¿{"start":{"line":196,"column":4},"end":{"line":196,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
4432¿Identifier¿¿6223¿key¿¿¿{"start":{"line":196,"column":4},"end":{"line":196,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4433¿CallExpression¿¿6223¿¿¿¿{"start":{"line":196,"column":10},"end":{"line":196,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
4434¿Identifier¿¿6223¿parseKey¿¿¿{"start":{"line":196,"column":10},"end":{"line":196,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4435¿Identifier¿¿6223¿v504¿¿¿¿¿Identifier
4436¿Identifier¿¿6223¿obj¿¿¿{"start":{"line":196,"column":28},"end":{"line":196,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4437¿VariableDeclarator¿¿6223¿v505¿¿¿{"start":{"line":197,"column":15},"end":{"line":197,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4438¿UnaryExpression¿typeof¿6223¿¿¿¿{"start":{"line":197,"column":15},"end":{"line":197,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿UnaryExpression
4439¿Identifier¿¿6223¿obj¿¿¿{"start":{"line":197,"column":22},"end":{"line":197,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4440¿VariableDeclarator¿¿6223¿v506¿¿¿{"start":{"line":197,"column":15},"end":{"line":197,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4441¿BinaryExpression¿===¿6223¿¿¿¿{"start":{"line":197,"column":15},"end":{"line":197,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BinaryExpression
4442¿Identifier¿¿6223¿v505¿¿¿¿¿Identifier
4443¿Literal¿string¿6223¿¿'object'¿¿{"start":{"line":197,"column":30},"end":{"line":197,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
4444¿VariableDeclarator¿¿6223¿v507¿¿¿{"start":{"line":197,"column":8},"end":{"line":197,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4445¿LogicalExpression¿&&¿6223¿¿¿¿{"start":{"line":197,"column":8},"end":{"line":197,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿LogicalExpression
4446¿Identifier¿¿6223¿obj¿¿¿{"start":{"line":197,"column":8},"end":{"line":197,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4447¿Identifier¿¿6223¿v506¿¿¿¿¿Identifier
4448¿VariableDeclarator¿¿6223¿v508¿¿¿{"start":{"line":197,"column":42},"end":{"line":197,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4449¿BinaryExpression¿in¿6223¿¿¿¿{"start":{"line":197,"column":42},"end":{"line":197,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BinaryExpression
4450¿Identifier¿¿6223¿key¿¿¿{"start":{"line":197,"column":42},"end":{"line":197,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4451¿Identifier¿¿6223¿obj¿¿¿{"start":{"line":197,"column":49},"end":{"line":197,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4452¿VariableDeclarator¿¿6223¿v509¿¿¿{"start":{"line":197,"column":8},"end":{"line":197,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4453¿LogicalExpression¿&&¿6223¿¿¿¿{"start":{"line":197,"column":8},"end":{"line":197,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿LogicalExpression
4454¿Identifier¿¿6223¿v507¿¿¿¿¿Identifier
4455¿Identifier¿¿6223¿v508¿¿¿¿¿Identifier
4456¿IfStatement¿¿6223¿¿¿¿{"start":{"line":197,"column":4},"end":{"line":221,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿IfStatement
4457¿Identifier¿¿6223¿v509¿¿¿¿¿Identifier
4458¿VariableDeclarator¿¿6223¿v510¿¿¿{"start":{"line":198,"column":17},"end":{"line":198,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4459¿MemberExpression¿¿6223¿¿¿¿{"start":{"line":198,"column":17},"end":{"line":198,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
4460¿Identifier¿¿6223¿keys¿¿¿{"start":{"line":198,"column":17},"end":{"line":198,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4461¿Identifier¿¿6223¿length¿¿¿{"start":{"line":198,"column":22},"end":{"line":198,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4462¿VariableDeclarator¿¿6223¿v511¿¿¿{"start":{"line":198,"column":17},"end":{"line":198,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4463¿BinaryExpression¿-¿6223¿¿¿¿{"start":{"line":198,"column":17},"end":{"line":198,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BinaryExpression
4464¿Identifier¿¿6223¿v510¿¿¿¿¿Identifier
4465¿Literal¿number¿6223¿¿1¿¿{"start":{"line":198,"column":31},"end":{"line":198,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
4466¿VariableDeclarator¿¿6223¿v512¿¿¿{"start":{"line":198,"column":10},"end":{"line":198,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4467¿BinaryExpression¿===¿6223¿¿¿¿{"start":{"line":198,"column":10},"end":{"line":198,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BinaryExpression
4468¿Identifier¿¿6223¿i¿¿¿{"start":{"line":198,"column":10},"end":{"line":198,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4469¿Identifier¿¿6223¿v511¿¿¿¿¿Identifier
4470¿IfStatement¿¿6223¿¿¿¿{"start":{"line":198,"column":6},"end":{"line":218,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿IfStatement
4471¿Identifier¿¿6223¿v512¿¿¿¿¿Identifier
4472¿IfStatement¿¿6223¿¿¿¿{"start":{"line":199,"column":8},"end":{"line":215,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿IfStatement
4473¿Identifier¿¿6223¿remove¿¿¿{"start":{"line":199,"column":12},"end":{"line":199,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4474¿ExpressionStatement¿¿6223¿¿¿¿{"start":{"line":200,"column":10},"end":{"line":200,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
4475¿AssignmentExpression¿=¿6223¿¿¿¿{"start":{"line":200,"column":10},"end":{"line":200,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
4476¿Identifier¿¿6223¿val¿¿¿{"start":{"line":200,"column":10},"end":{"line":200,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4477¿MemberExpression¿computed¿6223¿¿¿¿{"start":{"line":200,"column":16},"end":{"line":200,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
4478¿Identifier¿¿6223¿obj¿¿¿{"start":{"line":200,"column":16},"end":{"line":200,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4479¿Identifier¿¿6223¿key¿¿¿{"start":{"line":200,"column":20},"end":{"line":200,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4480¿VariableDeclarator¿¿6223¿v513¿¿¿{"start":{"line":201,"column":30},"end":{"line":201,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4481¿CallExpression¿¿6223¿¿¿¿{"start":{"line":201,"column":30},"end":{"line":201,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
4482¿MemberExpression¿¿6223¿¿¿¿{"start":{"line":201,"column":30},"end":{"line":201,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
4483¿Identifier¿¿6223¿Array¿¿¿{"start":{"line":201,"column":30},"end":{"line":201,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4484¿Identifier¿¿6223¿isArray¿¿¿{"start":{"line":201,"column":36},"end":{"line":201,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4485¿Identifier¿¿6223¿obj¿¿¿{"start":{"line":201,"column":44},"end":{"line":201,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4486¿VariableDeclarator¿¿6223¿v514¿¿¿{"start":{"line":201,"column":14},"end":{"line":201,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4487¿LogicalExpression¿&&¿6223¿¿¿¿{"start":{"line":201,"column":14},"end":{"line":201,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿LogicalExpression
4488¿Identifier¿¿6223¿reindexArray¿¿¿{"start":{"line":201,"column":14},"end":{"line":201,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4489¿Identifier¿¿6223¿v513¿¿¿¿¿Identifier
4490¿IfStatement¿¿6223¿¿¿¿{"start":{"line":201,"column":10},"end":{"line":205,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿IfStatement
4491¿Identifier¿¿6223¿v514¿¿¿¿¿Identifier
4492¿VariableDeclarator¿¿6223¿v515¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4493¿CallExpression¿¿6223¿¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
4494¿MemberExpression¿¿6223¿¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
4495¿Identifier¿¿6223¿obj¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4496¿Identifier¿¿6223¿splice¿¿¿{"start":{"line":202,"column":16},"end":{"line":202,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4497¿Identifier¿¿6223¿key¿¿¿{"start":{"line":202,"column":23},"end":{"line":202,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4498¿Literal¿number¿6223¿¿1¿¿{"start":{"line":202,"column":28},"end":{"line":202,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
4499¿ExpressionStatement¿¿6223¿¿¿¿{"start":{"line":202,"column":12},"end":{"line":202,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
4500¿Identifier¿¿6223¿v515¿¿¿¿¿Identifier
4501¿BlockStatement¿¿6223¿¿¿¿{"start":{"line":201,"column":50},"end":{"line":203,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BlockStatement
4502¿VariableDeclarator¿¿6223¿v516¿¿¿{"start":{"line":204,"column":19},"end":{"line":204,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4503¿MemberExpression¿computed¿6223¿¿¿¿{"start":{"line":204,"column":19},"end":{"line":204,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
4504¿Identifier¿¿6223¿obj¿¿¿{"start":{"line":204,"column":19},"end":{"line":204,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4505¿Identifier¿¿6223¿key¿¿¿{"start":{"line":204,"column":23},"end":{"line":204,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4506¿VariableDeclarator¿¿6223¿v517¿¿¿{"start":{"line":204,"column":12},"end":{"line":204,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4507¿UnaryExpression¿delete¿6223¿¿¿¿{"start":{"line":204,"column":12},"end":{"line":204,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿UnaryExpression
4508¿Identifier¿¿6223¿v516¿¿¿¿¿Identifier
4509¿ExpressionStatement¿¿6223¿¿¿¿{"start":{"line":204,"column":12},"end":{"line":204,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
4510¿Identifier¿¿6223¿v517¿¿¿¿¿Identifier
4511¿BlockStatement¿¿6223¿¿¿¿{"start":{"line":203,"column":17},"end":{"line":205,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿BlockStatement
4512¿VariableDeclarator¿¿6223¿v518¿¿¿{"start":{"line":206,"column":14},"end":{"line":206,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4513¿CallExpression¿¿6223¿¿¿¿{"start":{"line":206,"column":14},"end":{"line":206,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
4514¿MemberExpression¿¿6223¿¿¿¿{"start":{"line":206,"column":14},"end":{"line":206,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
4515¿Identifier¿¿6223¿Array¿¿¿{"start":{"line":206,"column":14},"end":{"line":206,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4516¿Identifier¿¿6223¿isArray¿¿¿{"start":{"line":206,"column":20},"end":{"line":206,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4517¿Identifier¿¿6223¿obj¿¿¿{"start":{"line":206,"column":28},"end":{"line":206,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4518¿IfStatement¿¿6223¿¿¿¿{"start":{"line":206,"column":10},"end":{"line":211,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿IfStatement
4519¿Identifier¿¿6223¿v518¿¿¿¿¿Identifier
4520¿VariableDeclarator¿¿6223¿v519¿¿¿{"start":{"line":207,"column":31},"end":{"line":207,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4521¿UnaryExpression¿-¿6223¿¿¿¿{"start":{"line":207,"column":31},"end":{"line":207,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿UnaryExpression
4522¿Literal¿number¿6223¿¿1¿¿{"start":{"line":207,"column":32},"end":{"line":207,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
4523¿VariableDeclarator¿¿6223¿v520¿¿¿{"start":{"line":207,"column":17},"end":{"line":207,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4524¿CallExpression¿¿6223¿¿¿¿{"start":{"line":207,"column":17},"end":{"line":207,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
4525¿MemberExpression¿¿6223¿¿¿¿{"start":{"line":207,"column":17},"end":{"line":207,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
4526¿Identifier¿¿6223¿keys¿¿¿{"start":{"line":207,"column":17},"end":{"line":207,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4527¿Identifier¿¿6223¿slice¿¿¿{"start":{"line":207,"column":22},"end":{"line":207,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4528¿Literal¿number¿6223¿¿0¿¿{"start":{"line":207,"column":28},"end":{"line":207,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
4529¿Identifier¿¿6223¿v519¿¿¿¿¿Identifier
4530¿ExpressionStatement¿¿6223¿¿¿¿{"start":{"line":207,"column":12},"end":{"line":207,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿ExpressionStatement
4531¿AssignmentExpression¿=¿6223¿¿¿¿{"start":{"line":207,"column":12},"end":{"line":207,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿AssignmentExpression
4532¿Identifier¿¿6223¿cp¿¿¿{"start":{"line":207,"column":12},"end":{"line":207,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4533¿CallExpression¿¿6223¿¿¿¿{"start":{"line":207,"column":17},"end":{"line":207,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿CallExpression
4534¿MemberExpression¿¿6223¿¿¿¿{"start":{"line":207,"column":17},"end":{"line":207,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
4535¿Identifier¿¿6223¿v520¿¿¿¿¿Identifier
4536¿Identifier¿¿6223¿join¿¿¿{"start":{"line":207,"column":35},"end":{"line":207,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Identifier
4537¿Literal¿string¿6223¿¿'.'¿¿{"start":{"line":207,"column":40},"end":{"line":207,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿Literal
4538¿VariableDeclarator¿¿6223¿v521¿¿¿{"start":{"line":208,"column":16},"end":{"line":208,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿VariableDeclarator
4539¿MemberExpression¿¿6223¿¿¿¿{"start":{"line":208,"column":16},"end":{"line":208,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/dot-object_2.1.2/src/index.js"}¿¿MemberExpression
