Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1052¿Program¿¿-1¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":160,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Program
1187¿VariableDeclarator¿¿1818¿v95¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1188¿BinaryExpression¿===¿1818¿¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BinaryExpression
1189¿Identifier¿¿1818¿exitCode¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1190¿Literal¿number¿1818¿¿0¿¿{"start":{"line":33,"column":23},"end":{"line":33,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Literal
1191¿IfStatement¿¿1818¿¿¿¿{"start":{"line":33,"column":6},"end":{"line":44,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿IfStatement
1192¿Identifier¿¿1818¿v95¿¿¿¿¿Identifier
1193¿VariableDeclarator¿¿1818¿v96¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1194¿CallExpression¿¿1818¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1195¿Identifier¿¿1818¿resolve¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1196¿ExpressionStatement¿¿1818¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1197¿Identifier¿¿1818¿v96¿¿¿¿¿Identifier
1198¿BlockStatement¿¿1818¿¿¿¿{"start":{"line":33,"column":26},"end":{"line":35,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1199¿VariableDeclarator¿¿1818¿v97¿¿¿{"start":{"line":40,"column":132},"end":{"line":40,"column":143},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1200¿MemberExpression¿¿1818¿¿¿¿{"start":{"line":40,"column":132},"end":{"line":40,"column":143},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1201¿Identifier¿¿1818¿options¿¿¿{"start":{"line":40,"column":132},"end":{"line":40,"column":139},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1202¿Identifier¿¿1818¿cwd¿¿¿{"start":{"line":40,"column":140},"end":{"line":40,"column":143},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1203¿VariableDeclarator¿¿1818¿v98¿¿¿{"start":{"line":41,"column":14},"end":{"line":41,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1204¿CallExpression¿¿1818¿¿¿¿{"start":{"line":41,"column":14},"end":{"line":41,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1205¿MemberExpression¿¿1818¿¿¿¿{"start":{"line":41,"column":14},"end":{"line":41,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1206¿Identifier¿¿1818¿process¿¿¿{"start":{"line":41,"column":14},"end":{"line":41,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1207¿Identifier¿¿1818¿cwd¿¿¿{"start":{"line":41,"column":22},"end":{"line":41,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1208¿VariableDeclarator¿¿1818¿v99¿¿¿{"start":{"line":40,"column":132},"end":{"line":41,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1209¿LogicalExpression¿||¿1818¿¿¿¿{"start":{"line":40,"column":132},"end":{"line":41,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿LogicalExpression
1210¿Identifier¿¿1818¿v97¿¿¿¿¿Identifier
1211¿Identifier¿¿1818¿v98¿¿¿¿¿Identifier
1212¿VariableDeclarator¿¿1818¿v100¿¿¿{"start":{"line":39,"column":10},"end":{"line":42,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1213¿NewExpression¿¿1818¿¿¿¿{"start":{"line":39,"column":10},"end":{"line":42,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿NewExpression
1214¿Identifier¿¿1818¿Error¿¿¿{"start":{"line":39,"column":14},"end":{"line":39,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1215¿TemplateLiteral¿¿1818¿¿¿¿{"start":{"line":40,"column":12},"end":{"line":41,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿TemplateLiteral
1216¿Identifier¿¿1818¿exitCode¿¿¿{"start":{"line":40,"column":61},"end":{"line":40,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1217¿Identifier¿¿1818¿command¿¿¿{"start":{"line":40,"column":93},"end":{"line":40,"column":100},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1218¿Identifier¿¿1818¿v99¿¿¿¿¿Identifier
1219¿VariableDeclarator¿¿1818¿v101¿¿¿{"start":{"line":38,"column":8},"end":{"line":43,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1220¿CallExpression¿¿1818¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":43,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1221¿Identifier¿¿1818¿reject¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1222¿Identifier¿¿1818¿v100¿¿¿¿¿Identifier
1223¿ExpressionStatement¿¿1818¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":43,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1224¿Identifier¿¿1818¿v101¿¿¿¿¿Identifier
1225¿BlockStatement¿¿1818¿¿¿¿{"start":{"line":35,"column":13},"end":{"line":44,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1226¿BlockStatement¿¿1818¿¿¿¿{"start":{"line":32,"column":39},"end":{"line":45,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1227¿VariableDeclarator¿¿1815¿v103¿¿¿{"start":{"line":32,"column":4},"end":{"line":45,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1228¿CallExpression¿¿1815¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":45,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1229¿MemberExpression¿¿1815¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1230¿Identifier¿¿1815¿zipProcess¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1231¿Identifier¿¿1815¿on¿¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1232¿Literal¿string¿1815¿¿'close'¿¿{"start":{"line":32,"column":18},"end":{"line":32,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Literal
1233¿Identifier¿¿1815¿v102¿¿¿¿¿Identifier
1234¿ExpressionStatement¿¿1815¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":45,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1235¿Identifier¿¿1815¿v103¿¿¿¿¿Identifier
1236¿BlockStatement¿¿1815¿¿¿¿{"start":{"line":20,"column":35},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿BlockStatement
1237¿VariableDeclarator¿¿1813¿v105¿¿¿{"start":{"line":20,"column":2},"end":{"line":46,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1238¿NewExpression¿¿1813¿¿¿¿{"start":{"line":20,"column":2},"end":{"line":46,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿NewExpression
1239¿Identifier¿¿1813¿Promise¿¿¿{"start":{"line":20,"column":6},"end":{"line":20,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1240¿Identifier¿¿1813¿v104¿¿¿¿¿Identifier
1241¿ReturnStatement¿¿1813¿¿¿¿¿¿ReturnStatement
1242¿Identifier¿¿1813¿v105¿¿¿¿¿Identifier
1243¿BlockStatement¿¿1813¿¿¿¿¿¿BlockStatement
1244¿VariableDeclarator¿¿1809¿nodeZip¿¿¿{"start":{"line":49,"column":6},"end":{"line":130,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1245¿ArrowFunctionExpression¿¿1809¿¿¿¿{"start":{"line":49,"column":16},"end":{"line":130,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ArrowFunctionExpression
1246¿Identifier¿¿0¿options¿¿¿{"start":{"line":49,"column":16},"end":{"line":49,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1247¿VariableDeclarator¿¿1821¿v150¿¿¿{"start":{"line":50,"column":14},"end":{"line":130,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1248¿ArrowFunctionExpression¿¿1821¿¿¿¿{"start":{"line":50,"column":14},"end":{"line":130,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ArrowFunctionExpression
1249¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":50,"column":15},"end":{"line":50,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1250¿Identifier¿¿0¿reject¿¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1251¿VariableDeclarator¿¿1823¿v106¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1252¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1253¿Identifier¿¿1823¿options¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1254¿Identifier¿¿1823¿cwd¿¿¿{"start":{"line":51,"column":24},"end":{"line":51,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1255¿VariableDeclarator¿¿1823¿v107¿¿¿{"start":{"line":51,"column":31},"end":{"line":51,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1256¿CallExpression¿¿1823¿¿¿¿{"start":{"line":51,"column":31},"end":{"line":51,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1257¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":51,"column":31},"end":{"line":51,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1258¿Identifier¿¿1823¿process¿¿¿{"start":{"line":51,"column":31},"end":{"line":51,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1259¿Identifier¿¿1823¿cwd¿¿¿{"start":{"line":51,"column":39},"end":{"line":51,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1260¿VariableDeclarator¿¿1823¿cwd¿¿¿{"start":{"line":51,"column":10},"end":{"line":51,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1261¿LogicalExpression¿||¿1823¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿LogicalExpression
1262¿Identifier¿¿1823¿v106¿¿¿¿¿Identifier
1263¿Identifier¿¿1823¿v107¿¿¿¿¿Identifier
1264¿VariableDeclarator¿¿1823¿v108¿¿¿{"start":{"line":52,"column":58},"end":{"line":52,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1265¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":52,"column":58},"end":{"line":52,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1266¿Identifier¿¿1823¿options¿¿¿{"start":{"line":52,"column":58},"end":{"line":52,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1267¿Identifier¿¿1823¿destination¿¿¿{"start":{"line":52,"column":66},"end":{"line":52,"column":77},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1268¿VariableDeclarator¿¿1823¿v109¿¿¿{"start":{"line":52,"column":40},"end":{"line":52,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1269¿CallExpression¿¿1823¿¿¿¿{"start":{"line":52,"column":40},"end":{"line":52,"column":78},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1270¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":52,"column":40},"end":{"line":52,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1271¿Identifier¿¿1823¿path¿¿¿{"start":{"line":52,"column":40},"end":{"line":52,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1272¿Identifier¿¿1823¿resolve¿¿¿{"start":{"line":52,"column":45},"end":{"line":52,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1273¿Identifier¿¿1823¿cwd¿¿¿{"start":{"line":52,"column":53},"end":{"line":52,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1274¿Identifier¿¿1823¿v108¿¿¿¿¿Identifier
1275¿VariableDeclarator¿¿1823¿output¿¿¿{"start":{"line":52,"column":10},"end":{"line":52,"column":79},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1276¿CallExpression¿¿1823¿¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":79},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1277¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1278¿Identifier¿¿1823¿fs¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1279¿Identifier¿¿1823¿createWriteStream¿¿¿{"start":{"line":52,"column":22},"end":{"line":52,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1280¿Identifier¿¿1823¿v109¿¿¿¿¿Identifier
1281¿VariableDeclarator¿¿1823¿archive¿¿¿{"start":{"line":53,"column":10},"end":{"line":53,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1282¿CallExpression¿¿1823¿¿¿¿{"start":{"line":53,"column":20},"end":{"line":53,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1283¿Identifier¿¿1823¿archiver¿¿¿{"start":{"line":53,"column":20},"end":{"line":53,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1284¿Literal¿string¿1823¿¿'zip'¿¿{"start":{"line":53,"column":29},"end":{"line":53,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Literal
1285¿VariableDeclarator¿¿1823¿v110¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1286¿CallExpression¿¿1823¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1287¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1288¿Identifier¿¿1823¿output¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1289¿Identifier¿¿1823¿on¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1290¿Literal¿string¿1823¿¿'close'¿¿{"start":{"line":55,"column":14},"end":{"line":55,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Literal
1291¿Identifier¿¿1823¿resolve¿¿¿{"start":{"line":55,"column":23},"end":{"line":55,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1292¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1293¿Identifier¿¿1823¿v110¿¿¿¿¿Identifier
1294¿VariableDeclarator¿¿1823¿v111¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1295¿CallExpression¿¿1823¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1296¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1297¿Identifier¿¿1823¿archive¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1298¿Identifier¿¿1823¿on¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1299¿Literal¿string¿1823¿¿'error'¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Literal
1300¿Identifier¿¿1823¿reject¿¿¿{"start":{"line":56,"column":24},"end":{"line":56,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1301¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1302¿Identifier¿¿1823¿v111¿¿¿¿¿Identifier
1303¿VariableDeclarator¿¿1823¿v112¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1304¿CallExpression¿¿1823¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿CallExpression
1305¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1306¿Identifier¿¿1823¿archive¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1307¿Identifier¿¿1823¿pipe¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1308¿Identifier¿¿1823¿output¿¿¿{"start":{"line":58,"column":17},"end":{"line":58,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1309¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1310¿Identifier¿¿1823¿v112¿¿¿¿¿Identifier
1311¿VariableDeclarator¿¿1823¿globOpts¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿VariableDeclarator
1312¿ObjectExpression¿¿1823¿¿¿¿¿¿ObjectExpression
1313¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1314¿AssignmentExpression¿=¿1823¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿AssignmentExpression
1315¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1316¿Identifier¿¿1823¿globOpts¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1317¿Identifier¿¿1823¿cwd¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1318¿Identifier¿¿1823¿cwd¿¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1319¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1320¿AssignmentExpression¿=¿1823¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿AssignmentExpression
1321¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿MemberExpression
1322¿Identifier¿¿1823¿globOpts¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1323¿Identifier¿¿1823¿dot¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Identifier
1324¿Literal¿boolean¿1823¿¿false¿¿{"start":{"line":63,"column":11},"end":{"line":63,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿Literal
1325¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿ExpressionStatement
1326¿AssignmentExpression¿=¿1823¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":67,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/bestzip_2.1.6/src/bestzip.js"}¿¿AssignmentExpression
