Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
635¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":90,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Program
765¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":33,"column":6},"end":{"line":33,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
766¿Identifier¿¿1106¿dfd¿¿¿{"start":{"line":33,"column":6},"end":{"line":33,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
767¿Identifier¿¿1106¿resolve¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
768¿Identifier¿¿1106¿v69¿¿¿¿¿Identifier
769¿Identifier¿¿1106¿v70¿¿¿¿¿Identifier
770¿Identifier¿¿1106¿command¿¿¿{"start":{"line":33,"column":51},"end":{"line":33,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
771¿ExpressionStatement¿¿1106¿¿¿¿{"start":{"line":33,"column":6},"end":{"line":33,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
772¿Identifier¿¿1106¿v71¿¿¿¿¿Identifier
773¿BlockStatement¿¿1106¿¿¿¿{"start":{"line":32,"column":11},"end":{"line":34,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BlockStatement
774¿BlockStatement¿¿1106¿¿¿¿{"start":{"line":29,"column":52},"end":{"line":35,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BlockStatement
775¿VariableDeclarator¿¿1100¿v72¿¿¿{"start":{"line":37,"column":7},"end":{"line":37,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
776¿BinaryExpression¿===¿1100¿¿¿¿{"start":{"line":37,"column":7},"end":{"line":37,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BinaryExpression
777¿Identifier¿¿1100¿type¿¿¿{"start":{"line":37,"column":7},"end":{"line":37,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
778¿Literal¿string¿1100¿¿'file'¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
779¿IfStatement¿¿1100¿¿¿¿{"start":{"line":37,"column":2},"end":{"line":39,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿IfStatement
780¿Identifier¿¿1100¿v72¿¿¿¿¿Identifier
781¿VariableDeclarator¿¿1100¿v73¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
782¿CallExpression¿¿1100¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
783¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
784¿Identifier¿¿1100¿child_process¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
785¿Identifier¿¿1100¿execFile¿¿¿{"start":{"line":38,"column":18},"end":{"line":38,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
786¿Identifier¿¿1100¿command¿¿¿{"start":{"line":38,"column":28},"end":{"line":38,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
787¿Identifier¿¿1100¿args¿¿¿{"start":{"line":38,"column":37},"end":{"line":38,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
788¿Identifier¿¿1100¿options¿¿¿{"start":{"line":38,"column":43},"end":{"line":38,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
789¿Identifier¿¿1100¿hollaback¿¿¿{"start":{"line":38,"column":52},"end":{"line":38,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
790¿ExpressionStatement¿¿1100¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
791¿Identifier¿¿1100¿v73¿¿¿¿¿Identifier
792¿BlockStatement¿¿1100¿¿¿¿{"start":{"line":37,"column":25},"end":{"line":39,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BlockStatement
793¿VariableDeclarator¿¿1100¿v74¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
794¿BinaryExpression¿===¿1100¿¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BinaryExpression
795¿Identifier¿¿1100¿type¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
796¿Literal¿string¿1100¿¿'exec'¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
797¿IfStatement¿¿1100¿¿¿¿{"start":{"line":41,"column":2},"end":{"line":43,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿IfStatement
798¿Identifier¿¿1100¿v74¿¿¿¿¿Identifier
799¿VariableDeclarator¿¿1100¿v75¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
800¿CallExpression¿¿1100¿¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
801¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
802¿Identifier¿¿1100¿child_process¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
803¿Identifier¿¿1100¿exec¿¿¿{"start":{"line":42,"column":18},"end":{"line":42,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
804¿Identifier¿¿1100¿command¿¿¿{"start":{"line":42,"column":24},"end":{"line":42,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
805¿Identifier¿¿1100¿hollaback¿¿¿{"start":{"line":42,"column":33},"end":{"line":42,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
806¿ExpressionStatement¿¿1100¿¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
807¿Identifier¿¿1100¿v75¿¿¿¿¿Identifier
808¿BlockStatement¿¿1100¿¿¿¿{"start":{"line":41,"column":25},"end":{"line":43,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BlockStatement
809¿VariableDeclarator¿¿1100¿v76¿¿¿{"start":{"line":45,"column":7},"end":{"line":45,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
810¿BinaryExpression¿===¿1100¿¿¿¿{"start":{"line":45,"column":7},"end":{"line":45,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿BinaryExpression
811¿Identifier¿¿1100¿type¿¿¿{"start":{"line":45,"column":7},"end":{"line":45,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
812¿Literal¿string¿1100¿¿'spawn'¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
813¿IfStatement¿¿1100¿¿¿¿{"start":{"line":45,"column":2},"end":{"line":75,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿IfStatement
814¿Identifier¿¿1100¿v76¿¿¿¿¿Identifier
815¿VariableDeclarator¿¿1100¿cp¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
816¿CallExpression¿¿1100¿¿¿¿{"start":{"line":46,"column":13},"end":{"line":46,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
817¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":46,"column":13},"end":{"line":46,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
818¿Identifier¿¿1100¿child_process¿¿¿{"start":{"line":46,"column":13},"end":{"line":46,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
819¿Identifier¿¿1100¿spawn¿¿¿{"start":{"line":46,"column":27},"end":{"line":46,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
820¿Identifier¿¿1100¿command¿¿¿{"start":{"line":46,"column":34},"end":{"line":46,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
821¿Identifier¿¿1100¿args¿¿¿{"start":{"line":46,"column":43},"end":{"line":46,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
822¿Identifier¿¿1100¿options¿¿¿{"start":{"line":46,"column":49},"end":{"line":46,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
823¿VariableDeclarator¿¿1100¿v77¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
824¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
825¿Identifier¿¿1100¿cp¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
826¿Identifier¿¿1100¿stdout¿¿¿{"start":{"line":48,"column":7},"end":{"line":48,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
827¿VariableDeclarator¿¿1100¿v78¿¿¿{"start":{"line":48,"column":27},"end":{"line":48,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
828¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":48,"column":27},"end":{"line":48,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
829¿Identifier¿¿1100¿options¿¿¿{"start":{"line":48,"column":27},"end":{"line":48,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
830¿Identifier¿¿1100¿encoding¿¿¿{"start":{"line":48,"column":35},"end":{"line":48,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
831¿VariableDeclarator¿¿1100¿v79¿¿¿{"start":{"line":48,"column":27},"end":{"line":48,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
832¿LogicalExpression¿||¿1100¿¿¿¿{"start":{"line":48,"column":27},"end":{"line":48,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿LogicalExpression
833¿Identifier¿¿1100¿v78¿¿¿¿¿Identifier
834¿Literal¿string¿1100¿¿'utf8'¿¿{"start":{"line":48,"column":47},"end":{"line":48,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
835¿VariableDeclarator¿¿1100¿v80¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
836¿CallExpression¿¿1100¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
837¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
838¿Identifier¿¿1100¿v77¿¿¿¿¿Identifier
839¿Identifier¿¿1100¿setEncoding¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
840¿Identifier¿¿1100¿v79¿¿¿¿¿Identifier
841¿ExpressionStatement¿¿1100¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
842¿Identifier¿¿1100¿v80¿¿¿¿¿Identifier
843¿VariableDeclarator¿¿1100¿v81¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
844¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
845¿Identifier¿¿1100¿cp¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
846¿Identifier¿¿1100¿stderr¿¿¿{"start":{"line":49,"column":7},"end":{"line":49,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
847¿VariableDeclarator¿¿1100¿v82¿¿¿{"start":{"line":49,"column":27},"end":{"line":49,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
848¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":49,"column":27},"end":{"line":49,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
849¿Identifier¿¿1100¿options¿¿¿{"start":{"line":49,"column":27},"end":{"line":49,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
850¿Identifier¿¿1100¿encoding¿¿¿{"start":{"line":49,"column":35},"end":{"line":49,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
851¿VariableDeclarator¿¿1100¿v83¿¿¿{"start":{"line":49,"column":27},"end":{"line":49,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
852¿LogicalExpression¿||¿1100¿¿¿¿{"start":{"line":49,"column":27},"end":{"line":49,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿LogicalExpression
853¿Identifier¿¿1100¿v82¿¿¿¿¿Identifier
854¿Literal¿string¿1100¿¿'utf8'¿¿{"start":{"line":49,"column":47},"end":{"line":49,"column":53},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
855¿VariableDeclarator¿¿1100¿v84¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
856¿CallExpression¿¿1100¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
857¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
858¿Identifier¿¿1100¿v81¿¿¿¿¿Identifier
859¿Identifier¿¿1100¿setEncoding¿¿¿{"start":{"line":49,"column":14},"end":{"line":49,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
860¿Identifier¿¿1100¿v83¿¿¿¿¿Identifier
861¿ExpressionStatement¿¿1100¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
862¿Identifier¿¿1100¿v84¿¿¿¿¿Identifier
863¿VariableDeclarator¿¿1100¿stdout¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
864¿Literal¿string¿1100¿¿''¿¿{"start":{"line":50,"column":17},"end":{"line":50,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
865¿VariableDeclarator¿¿1100¿stderr¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
866¿Literal¿string¿1100¿¿''¿¿{"start":{"line":51,"column":17},"end":{"line":51,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
867¿VariableDeclarator¿¿1100¿eventType¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
868¿VariableDeclarator¿¿1100¿v85¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
869¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
870¿Identifier¿¿1100¿cp¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
871¿Identifier¿¿1100¿stdio¿¿¿{"start":{"line":54,"column":23},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
872¿IfStatement¿¿1100¿¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿IfStatement
873¿Identifier¿¿1100¿v85¿¿¿¿¿Identifier
874¿ExpressionStatement¿¿1100¿¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
875¿AssignmentExpression¿=¿1100¿¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿AssignmentExpression
876¿Identifier¿¿1100¿eventType¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
877¿Literal¿string¿1100¿¿'close'¿¿{"start":{"line":54,"column":31},"end":{"line":54,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
878¿BlockStatement¿¿1100¿¿¿¿¿¿BlockStatement
879¿ExpressionStatement¿¿1100¿¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
880¿AssignmentExpression¿=¿1100¿¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿AssignmentExpression
881¿Identifier¿¿1100¿eventType¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
882¿Literal¿string¿1100¿¿'exit'¿¿{"start":{"line":54,"column":41},"end":{"line":54,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Literal
883¿BlockStatement¿¿1100¿¿¿¿¿¿BlockStatement
884¿VariableDeclarator¿¿1100¿v86¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
885¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
886¿Identifier¿¿1100¿cp¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
887¿Identifier¿¿1100¿stdout¿¿¿{"start":{"line":56,"column":7},"end":{"line":56,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
888¿VariableDeclarator¿¿1100¿v88¿¿¿{"start":{"line":56,"column":26},"end":{"line":59,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
889¿FunctionExpression¿¿1100¿anon¿¿¿{"start":{"line":56,"column":26},"end":{"line":59,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿FunctionExpression
890¿Identifier¿¿0¿data¿¿¿{"start":{"line":56,"column":36},"end":{"line":56,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
891¿ExpressionStatement¿¿1112¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿ExpressionStatement
892¿AssignmentExpression¿+=¿1112¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿AssignmentExpression
893¿Identifier¿¿1112¿stdout¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
894¿Identifier¿¿1112¿data¿¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
895¿VariableDeclarator¿¿1112¿v87¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿VariableDeclarator
896¿CallExpression¿¿1112¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿CallExpression
897¿MemberExpression¿¿1112¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿MemberExpression
898¿Identifier¿¿1112¿dfd¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
899¿Identifier¿¿1112¿notify¿¿¿{"start":{"line":58,"column":10},"end":{"line":58,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
900¿Identifier¿¿1112¿data¿¿¿{"start":{"line":58,"column":18},"end":{"line":58,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/deferred-exec_0.3.1/src/deferred-exec.js"}¿¿Identifier
