Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
756¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":85,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Program
895¿CallExpression¿¿1316¿¿¿¿{"start":{"line":26,"column":28},"end":{"line":26,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
896¿MemberExpression¿¿1316¿¿¿¿{"start":{"line":26,"column":28},"end":{"line":26,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
897¿Identifier¿¿1316¿files¿¿¿{"start":{"line":26,"column":28},"end":{"line":26,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
898¿Identifier¿¿1316¿push¿¿¿{"start":{"line":26,"column":34},"end":{"line":26,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
899¿Identifier¿¿1316¿val¿¿¿{"start":{"line":26,"column":39},"end":{"line":26,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
900¿ExpressionStatement¿¿1316¿¿¿¿{"start":{"line":26,"column":28},"end":{"line":26,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
901¿Identifier¿¿1316¿v82¿¿¿¿¿Identifier
902¿BlockStatement¿¿1316¿¿¿¿{"start":{"line":25,"column":43},"end":{"line":27,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
903¿VariableDeclarator¿¿1316¿v83¿¿¿{"start":{"line":27,"column":35},"end":{"line":27,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
904¿CallExpression¿¿1316¿¿¿¿{"start":{"line":27,"column":35},"end":{"line":27,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
905¿MemberExpression¿¿1316¿¿¿¿{"start":{"line":27,"column":35},"end":{"line":27,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
906¿Identifier¿¿1316¿file¿¿¿{"start":{"line":27,"column":35},"end":{"line":27,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
907¿Identifier¿¿1316¿isDirectory¿¿¿{"start":{"line":27,"column":40},"end":{"line":27,"column":51},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
908¿IfStatement¿¿1316¿¿¿¿{"start":{"line":27,"column":31},"end":{"line":29,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿IfStatement
909¿Identifier¿¿1316¿v83¿¿¿¿¿Identifier
910¿VariableDeclarator¿¿1316¿v84¿¿¿{"start":{"line":28,"column":28},"end":{"line":28,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
911¿CallExpression¿¿1316¿¿¿¿{"start":{"line":28,"column":28},"end":{"line":28,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
912¿MemberExpression¿¿1316¿¿¿¿{"start":{"line":28,"column":28},"end":{"line":28,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
913¿Identifier¿¿1316¿dirs¿¿¿{"start":{"line":28,"column":28},"end":{"line":28,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
914¿Identifier¿¿1316¿push¿¿¿{"start":{"line":28,"column":33},"end":{"line":28,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
915¿Identifier¿¿1316¿val¿¿¿{"start":{"line":28,"column":38},"end":{"line":28,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
916¿ExpressionStatement¿¿1316¿¿¿¿{"start":{"line":28,"column":28},"end":{"line":28,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
917¿Identifier¿¿1316¿v84¿¿¿¿¿Identifier
918¿BlockStatement¿¿1316¿¿¿¿{"start":{"line":27,"column":55},"end":{"line":29,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
919¿BlockStatement¿¿1316¿¿¿¿¿¿BlockStatement
920¿BlockStatement¿¿1316¿¿¿¿{"start":{"line":23,"column":48},"end":{"line":30,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
921¿VariableDeclarator¿¿1313¿v86¿¿¿{"start":{"line":23,"column":20},"end":{"line":30,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
922¿CallExpression¿¿1313¿¿¿¿{"start":{"line":23,"column":20},"end":{"line":30,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
923¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":23,"column":20},"end":{"line":23,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
924¿Identifier¿¿1313¿list¿¿¿{"start":{"line":23,"column":20},"end":{"line":23,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
925¿Identifier¿¿1313¿forEach¿¿¿{"start":{"line":23,"column":25},"end":{"line":23,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
926¿Identifier¿¿1313¿v85¿¿¿¿¿Identifier
927¿ExpressionStatement¿¿1313¿¿¿¿{"start":{"line":23,"column":20},"end":{"line":30,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
928¿Identifier¿¿1313¿v86¿¿¿¿¿Identifier
929¿VariableDeclarator¿¿1313¿v87¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
930¿CallExpression¿¿1313¿¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
931¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
932¿Identifier¿¿1313¿res¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
933¿Identifier¿¿1313¿writeHead¿¿¿{"start":{"line":31,"column":24},"end":{"line":31,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
934¿Literal¿number¿1313¿¿200¿¿{"start":{"line":31,"column":34},"end":{"line":31,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
935¿ExpressionStatement¿¿1313¿¿¿¿{"start":{"line":31,"column":20},"end":{"line":31,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
936¿Identifier¿¿1313¿v87¿¿¿¿¿Identifier
937¿VariableDeclarator¿¿1313¿v88¿¿¿{"start":{"line":32,"column":43},"end":{"line":32,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
938¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":32,"column":43},"end":{"line":32,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
939¿Identifier¿¿1313¿req¿¿¿{"start":{"line":32,"column":43},"end":{"line":32,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
940¿Identifier¿¿1313¿url¿¿¿{"start":{"line":32,"column":47},"end":{"line":32,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
941¿VariableDeclarator¿¿1313¿v89¿¿¿{"start":{"line":32,"column":30},"end":{"line":32,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
942¿CallExpression¿¿1313¿¿¿¿{"start":{"line":32,"column":30},"end":{"line":32,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
943¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":32,"column":30},"end":{"line":32,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
944¿Identifier¿¿1313¿utils¿¿¿{"start":{"line":32,"column":30},"end":{"line":32,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
945¿Identifier¿¿1313¿render¿¿¿{"start":{"line":32,"column":36},"end":{"line":32,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
946¿Identifier¿¿1313¿v88¿¿¿¿¿Identifier
947¿Identifier¿¿1313¿dirs¿¿¿{"start":{"line":32,"column":52},"end":{"line":32,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
948¿Identifier¿¿1313¿files¿¿¿{"start":{"line":32,"column":58},"end":{"line":32,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
949¿VariableDeclarator¿¿1313¿v90¿¿¿{"start":{"line":32,"column":20},"end":{"line":32,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
950¿CallExpression¿¿1313¿¿¿¿{"start":{"line":32,"column":20},"end":{"line":32,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
951¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":32,"column":20},"end":{"line":32,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
952¿Identifier¿¿1313¿res¿¿¿{"start":{"line":32,"column":20},"end":{"line":32,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
953¿Identifier¿¿1313¿write¿¿¿{"start":{"line":32,"column":24},"end":{"line":32,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
954¿Identifier¿¿1313¿v89¿¿¿¿¿Identifier
955¿ExpressionStatement¿¿1313¿¿¿¿{"start":{"line":32,"column":20},"end":{"line":32,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
956¿Identifier¿¿1313¿v90¿¿¿¿¿Identifier
957¿VariableDeclarator¿¿1313¿v91¿¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
958¿CallExpression¿¿1313¿¿¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
959¿MemberExpression¿¿1313¿¿¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
960¿Identifier¿¿1313¿res¿¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
961¿Identifier¿¿1313¿end¿¿¿{"start":{"line":33,"column":24},"end":{"line":33,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
962¿ExpressionStatement¿¿1313¿¿¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
963¿Identifier¿¿1313¿v91¿¿¿¿¿Identifier
964¿BlockStatement¿¿1313¿¿¿¿{"start":{"line":16,"column":62},"end":{"line":34,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
965¿VariableDeclarator¿¿1311¿v93¿¿¿{"start":{"line":16,"column":16},"end":{"line":34,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
966¿CallExpression¿¿1311¿¿¿¿{"start":{"line":16,"column":16},"end":{"line":34,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
967¿MemberExpression¿¿1311¿¿¿¿{"start":{"line":16,"column":16},"end":{"line":16,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
968¿Identifier¿¿1311¿fs¿¿¿{"start":{"line":16,"column":16},"end":{"line":16,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
969¿Identifier¿¿1311¿readdir¿¿¿{"start":{"line":16,"column":19},"end":{"line":16,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
970¿Identifier¿¿1311¿targetPath¿¿¿{"start":{"line":16,"column":27},"end":{"line":16,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
971¿Identifier¿¿1311¿v92¿¿¿¿¿Identifier
972¿ExpressionStatement¿¿1311¿¿¿¿{"start":{"line":16,"column":16},"end":{"line":34,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
973¿Identifier¿¿1311¿v93¿¿¿¿¿Identifier
974¿BlockStatement¿¿1311¿¿¿¿{"start":{"line":15,"column":49},"end":{"line":35,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
975¿VariableDeclarator¿¿1311¿v94¿¿¿{"start":{"line":36,"column":16},"end":{"line":36,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
976¿CallExpression¿¿1311¿¿¿¿{"start":{"line":36,"column":16},"end":{"line":36,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
977¿MemberExpression¿¿1311¿¿¿¿{"start":{"line":36,"column":16},"end":{"line":36,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
978¿Identifier¿¿1311¿res¿¿¿{"start":{"line":36,"column":16},"end":{"line":36,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
979¿Identifier¿¿1311¿end¿¿¿{"start":{"line":36,"column":20},"end":{"line":36,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
980¿Literal¿string¿1311¿¿'error'¿¿{"start":{"line":36,"column":24},"end":{"line":36,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
981¿ExpressionStatement¿¿1311¿¿¿¿{"start":{"line":36,"column":16},"end":{"line":36,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
982¿Identifier¿¿1311¿v94¿¿¿¿¿Identifier
983¿BlockStatement¿¿1311¿¿¿¿{"start":{"line":35,"column":19},"end":{"line":37,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
984¿BlockStatement¿¿1311¿¿¿¿¿¿BlockStatement
985¿BlockStatement¿¿1311¿¿¿¿{"start":{"line":11,"column":39},"end":{"line":38,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
986¿VariableDeclarator¿¿1311¿v95¿¿¿{"start":{"line":39,"column":31},"end":{"line":39,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
987¿ObjectExpression¿¿1311¿¿¿¿{"start":{"line":39,"column":31},"end":{"line":39,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ObjectExpression
988¿Property¿¿1311¿¿¿¿{"start":{"line":39,"column":32},"end":{"line":39,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Property
989¿Literal¿string¿1311¿¿'Content-Type'¿¿{"start":{"line":39,"column":32},"end":{"line":39,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
990¿Literal¿string¿1311¿¿'text/plain'¿¿{"start":{"line":39,"column":48},"end":{"line":39,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
991¿VariableDeclarator¿¿1311¿v96¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
992¿CallExpression¿¿1311¿¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
993¿MemberExpression¿¿1311¿¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
994¿Identifier¿¿1311¿res¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
995¿Identifier¿¿1311¿writeHead¿¿¿{"start":{"line":39,"column":16},"end":{"line":39,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
996¿Literal¿number¿1311¿¿404¿¿{"start":{"line":39,"column":26},"end":{"line":39,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
997¿Identifier¿¿1311¿v95¿¿¿¿¿Identifier
998¿ExpressionStatement¿¿1311¿¿¿¿{"start":{"line":39,"column":12},"end":{"line":39,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
999¿Identifier¿¿1311¿v96¿¿¿¿¿Identifier
1000¿VariableDeclarator¿¿1311¿v97¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1001¿CallExpression¿¿1311¿¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1002¿MemberExpression¿¿1311¿¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1003¿Identifier¿¿1311¿res¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1004¿Identifier¿¿1311¿end¿¿¿{"start":{"line":40,"column":16},"end":{"line":40,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1005¿Literal¿string¿1311¿¿'not found'¿¿{"start":{"line":40,"column":20},"end":{"line":40,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
1006¿ExpressionStatement¿¿1311¿¿¿¿{"start":{"line":40,"column":12},"end":{"line":40,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1007¿Identifier¿¿1311¿v97¿¿¿¿¿Identifier
1008¿BlockStatement¿¿1311¿¿¿¿{"start":{"line":38,"column":15},"end":{"line":41,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
1009¿VariableDeclarator¿¿1311¿v99¿¿¿{"start":{"line":42,"column":24},"end":{"line":44,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1010¿FunctionExpression¿¿1311¿anon¿¿¿{"start":{"line":42,"column":24},"end":{"line":44,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿FunctionExpression
1011¿Identifier¿¿0¿e¿¿¿{"start":{"line":42,"column":34},"end":{"line":42,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1012¿VariableDeclarator¿¿1323¿v98¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1013¿CallExpression¿¿1323¿¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1014¿MemberExpression¿¿1323¿¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1015¿Identifier¿¿1323¿console¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1016¿Identifier¿¿1323¿log¿¿¿{"start":{"line":43,"column":20},"end":{"line":43,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1017¿Identifier¿¿1323¿e¿¿¿{"start":{"line":43,"column":24},"end":{"line":43,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1018¿ExpressionStatement¿¿1323¿¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1019¿Identifier¿¿1323¿v98¿¿¿¿¿Identifier
1020¿BlockStatement¿¿1323¿¿¿¿{"start":{"line":42,"column":37},"end":{"line":44,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
1021¿VariableDeclarator¿¿1311¿v100¿¿¿{"start":{"line":42,"column":8},"end":{"line":44,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1022¿CallExpression¿¿1311¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":44,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1023¿MemberExpression¿¿1311¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1024¿Identifier¿¿1311¿req¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1025¿Identifier¿¿1311¿on¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1026¿Literal¿string¿1311¿¿'error'¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Literal
1027¿Identifier¿¿1311¿v99¿¿¿¿¿Identifier
1028¿ExpressionStatement¿¿1311¿¿¿¿{"start":{"line":42,"column":8},"end":{"line":44,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1029¿Identifier¿¿1311¿v100¿¿¿¿¿Identifier
1030¿VariableDeclarator¿¿1311¿v102¿¿¿{"start":{"line":45,"column":24},"end":{"line":47,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1031¿FunctionExpression¿¿1311¿anon¿¿¿{"start":{"line":45,"column":24},"end":{"line":47,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿FunctionExpression
1032¿Identifier¿¿0¿e¿¿¿{"start":{"line":45,"column":34},"end":{"line":45,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1033¿VariableDeclarator¿¿1325¿v101¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿VariableDeclarator
1034¿CallExpression¿¿1325¿¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿CallExpression
1035¿MemberExpression¿¿1325¿¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿MemberExpression
1036¿Identifier¿¿1325¿console¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1037¿Identifier¿¿1325¿log¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1038¿Identifier¿¿1325¿e¿¿¿{"start":{"line":46,"column":24},"end":{"line":46,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿Identifier
1039¿ExpressionStatement¿¿1325¿¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿ExpressionStatement
1040¿Identifier¿¿1325¿v101¿¿¿¿¿Identifier
1041¿BlockStatement¿¿1325¿¿¿¿{"start":{"line":45,"column":37},"end":{"line":47,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/m-server_1.4.0/src/index.js"}¿¿BlockStatement
