Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2361¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":271,"column":66},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Program
2661¿ReturnStatement¿¿4162¿¿¿¿{"start":{"line":28,"column":6},"end":{"line":28,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ReturnStatement
2662¿Literal¿boolean¿4162¿¿true¿¿{"start":{"line":28,"column":13},"end":{"line":28,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Literal
2663¿BlockStatement¿¿4162¿¿¿¿{"start":{"line":27,"column":11},"end":{"line":29,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
2664¿BlockStatement¿¿4162¿¿¿¿{"start":{"line":24,"column":20},"end":{"line":30,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
2665¿VariableDeclarator¿¿4162¿v289¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2666¿MemberExpression¿¿4162¿¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
2667¿Identifier¿¿4162¿options¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2668¿Identifier¿¿4162¿deepOnly¿¿¿{"start":{"line":30,"column":21},"end":{"line":30,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2669¿IfStatement¿¿4162¿¿¿¿{"start":{"line":30,"column":9},"end":{"line":32,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿IfStatement
2670¿Identifier¿¿4162¿v289¿¿¿¿¿Identifier
2671¿VariableDeclarator¿¿4162¿v290¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2672¿MemberExpression¿¿4162¿¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
2673¿Identifier¿¿4162¿options¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2674¿Identifier¿¿4162¿deepOnly¿¿¿{"start":{"line":31,"column":19},"end":{"line":31,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2675¿VariableDeclarator¿¿4162¿v291¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2676¿MemberExpression¿computed¿4162¿¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
2677¿Identifier¿¿4162¿v290¿¿¿¿¿Identifier
2678¿Identifier¿¿4162¿target¿¿¿{"start":{"line":31,"column":28},"end":{"line":31,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2679¿VariableDeclarator¿¿4162¿v292¿¿¿{"start":{"line":31,"column":52},"end":{"line":31,"column":89},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2680¿CallExpression¿¿4162¿¿¿¿{"start":{"line":31,"column":52},"end":{"line":31,"column":89},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿CallExpression
2681¿Identifier¿¿4162¿_shouldDeepExtend¿¿¿{"start":{"line":31,"column":52},"end":{"line":31,"column":69},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2682¿Identifier¿¿4162¿options¿¿¿{"start":{"line":31,"column":70},"end":{"line":31,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2683¿Identifier¿¿4162¿parentKey¿¿¿{"start":{"line":31,"column":79},"end":{"line":31,"column":88},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2684¿VariableDeclarator¿¿4162¿v293¿¿¿{"start":{"line":31,"column":39},"end":{"line":31,"column":89},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2685¿LogicalExpression¿&&¿4162¿¿¿¿{"start":{"line":31,"column":39},"end":{"line":31,"column":89},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿LogicalExpression
2686¿Identifier¿¿4162¿parentKey¿¿¿{"start":{"line":31,"column":39},"end":{"line":31,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2687¿Identifier¿¿4162¿v292¿¿¿¿¿Identifier
2688¿VariableDeclarator¿¿4162¿v294¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":89},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2689¿LogicalExpression¿||¿4162¿¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":89},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿LogicalExpression
2690¿Identifier¿¿4162¿v291¿¿¿¿¿Identifier
2691¿Identifier¿¿4162¿v293¿¿¿¿¿Identifier
2692¿ReturnStatement¿¿4162¿¿¿¿{"start":{"line":31,"column":4},"end":{"line":31,"column":90},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ReturnStatement
2693¿Identifier¿¿4162¿v294¿¿¿¿¿Identifier
2694¿BlockStatement¿¿4162¿¿¿¿{"start":{"line":30,"column":31},"end":{"line":32,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
2695¿BlockStatement¿¿4162¿¿¿¿¿¿BlockStatement
2696¿BlockStatement¿¿4162¿¿¿¿{"start":{"line":23,"column":74},"end":{"line":33,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
2697¿ExpressionStatement¿¿4148¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":33,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
2698¿AssignmentExpression¿=¿4148¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":33,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
2699¿Identifier¿¿4148¿_shouldDeepExtend¿¿¿{"start":{"line":23,"column":0},"end":{"line":23,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2700¿Identifier¿¿4148¿shouldDeepExtend¿¿¿¿¿Identifier
2701¿VariableDeclarator¿¿4148¿extend¿¿¿{"start":{"line":36,"column":13},"end":{"line":86,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2702¿FunctionExpression¿¿4148¿anon¿¿¿{"start":{"line":36,"column":23},"end":{"line":86,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿FunctionExpression
2703¿Identifier¿¿0¿options¿¿¿{"start":{"line":36,"column":39},"end":{"line":36,"column":46},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2704¿Identifier¿¿0¿target¿¿¿{"start":{"line":36,"column":48},"end":{"line":36,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2705¿Identifier¿¿0¿sources¿¿¿{"start":{"line":36,"column":56},"end":{"line":36,"column":63},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2706¿Identifier¿¿0¿parentKey¿¿¿{"start":{"line":36,"column":65},"end":{"line":36,"column":74},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2707¿VariableDeclarator¿¿4167¿i¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2708¿VariableDeclarator¿¿4167¿key¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2709¿VariableDeclarator¿¿4167¿len¿¿¿{"start":{"line":37,"column":14},"end":{"line":37,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2710¿VariableDeclarator¿¿4167¿source¿¿¿{"start":{"line":37,"column":19},"end":{"line":37,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2711¿VariableDeclarator¿¿4167¿sourceValue¿¿¿{"start":{"line":37,"column":27},"end":{"line":37,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2712¿VariableDeclarator¿¿4167¿subTarget¿¿¿{"start":{"line":37,"column":40},"end":{"line":37,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2713¿VariableDeclarator¿¿4167¿targetValue¿¿¿{"start":{"line":37,"column":51},"end":{"line":37,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2714¿VariableDeclarator¿¿4167¿v295¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2715¿UnaryExpression¿!¿4167¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿UnaryExpression
2716¿Identifier¿¿4167¿target¿¿¿{"start":{"line":39,"column":7},"end":{"line":39,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2717¿VariableDeclarator¿¿4167¿v296¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2718¿CallExpression¿¿4167¿¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿CallExpression
2719¿Identifier¿¿4167¿_typeof¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2720¿Identifier¿¿4167¿target¿¿¿{"start":{"line":39,"column":25},"end":{"line":39,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2721¿VariableDeclarator¿¿4167¿v297¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2722¿BinaryExpression¿!==¿4167¿¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BinaryExpression
2723¿Identifier¿¿4167¿v296¿¿¿¿¿Identifier
2724¿Literal¿string¿4167¿¿'object'¿¿{"start":{"line":39,"column":37},"end":{"line":39,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Literal
2725¿VariableDeclarator¿¿4167¿v298¿¿¿{"start":{"line":39,"column":49},"end":{"line":39,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2726¿UnaryExpression¿typeof¿4167¿¿¿¿{"start":{"line":39,"column":49},"end":{"line":39,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿UnaryExpression
2727¿Identifier¿¿4167¿target¿¿¿{"start":{"line":39,"column":56},"end":{"line":39,"column":62},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2728¿VariableDeclarator¿¿4167¿v299¿¿¿{"start":{"line":39,"column":49},"end":{"line":39,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2729¿BinaryExpression¿!==¿4167¿¿¿¿{"start":{"line":39,"column":49},"end":{"line":39,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BinaryExpression
2730¿Identifier¿¿4167¿v298¿¿¿¿¿Identifier
2731¿Literal¿string¿4167¿¿'function'¿¿{"start":{"line":39,"column":67},"end":{"line":39,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Literal
2732¿VariableDeclarator¿¿4167¿v300¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2733¿LogicalExpression¿&&¿4167¿¿¿¿{"start":{"line":39,"column":17},"end":{"line":39,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿LogicalExpression
2734¿Identifier¿¿4167¿v297¿¿¿¿¿Identifier
2735¿Identifier¿¿4167¿v299¿¿¿¿¿Identifier
2736¿VariableDeclarator¿¿4167¿v301¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2737¿LogicalExpression¿||¿4167¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿LogicalExpression
2738¿Identifier¿¿4167¿v295¿¿¿¿¿Identifier
2739¿Identifier¿¿4167¿v300¿¿¿¿¿Identifier
2740¿IfStatement¿¿4167¿¿¿¿{"start":{"line":39,"column":2},"end":{"line":41,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿IfStatement
2741¿Identifier¿¿4167¿v301¿¿¿¿¿Identifier
2742¿ExpressionStatement¿¿4167¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
2743¿AssignmentExpression¿=¿4167¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
2744¿Identifier¿¿4167¿target¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2745¿ObjectExpression¿¿4167¿¿¿¿¿¿ObjectExpression
2746¿BlockStatement¿¿4167¿¿¿¿{"start":{"line":39,"column":79},"end":{"line":41,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BlockStatement
2747¿SequenceExpression¿¿4167¿¿¿¿{"start":{"line":43,"column":7},"end":{"line":43,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿SequenceExpression
2748¿AssignmentExpression¿=¿4167¿¿¿¿{"start":{"line":43,"column":7},"end":{"line":43,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
2749¿Identifier¿¿4167¿i¿¿¿{"start":{"line":43,"column":7},"end":{"line":43,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2750¿Literal¿number¿4167¿¿0¿¿{"start":{"line":43,"column":11},"end":{"line":43,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Literal
2751¿AssignmentExpression¿=¿4167¿¿¿¿{"start":{"line":43,"column":14},"end":{"line":43,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
2752¿Identifier¿¿4167¿len¿¿¿{"start":{"line":43,"column":14},"end":{"line":43,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2753¿MemberExpression¿¿4167¿¿¿¿{"start":{"line":43,"column":20},"end":{"line":43,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
2754¿Identifier¿¿4167¿sources¿¿¿{"start":{"line":43,"column":20},"end":{"line":43,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2755¿Identifier¿¿4167¿length¿¿¿{"start":{"line":43,"column":28},"end":{"line":43,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2756¿VariableDeclarator¿¿4167¿v302¿¿¿{"start":{"line":43,"column":36},"end":{"line":43,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2757¿BinaryExpression¿<¿4167¿¿¿¿{"start":{"line":43,"column":36},"end":{"line":43,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BinaryExpression
2758¿Identifier¿¿4167¿i¿¿¿{"start":{"line":43,"column":36},"end":{"line":43,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2759¿Identifier¿¿4167¿len¿¿¿{"start":{"line":43,"column":40},"end":{"line":43,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2760¿WhileStatement¿¿4167¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":83,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿WhileStatement
2761¿Identifier¿¿4167¿v302¿¿¿¿¿Identifier
2762¿ExpressionStatement¿¿4167¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
2763¿AssignmentExpression¿=¿4167¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
2764¿Identifier¿¿4167¿source¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2765¿MemberExpression¿computed¿4167¿¿¿¿{"start":{"line":44,"column":13},"end":{"line":44,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
2766¿Identifier¿¿4167¿sources¿¿¿{"start":{"line":44,"column":13},"end":{"line":44,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2767¿Identifier¿¿4167¿i¿¿¿{"start":{"line":44,"column":21},"end":{"line":44,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2768¿VariableDeclarator¿¿4167¿v304¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2769¿BinaryExpression¿!=¿4167¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BinaryExpression
2770¿Identifier¿¿4167¿source¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2771¿Literal¿object¿4167¿¿null¿¿{"start":{"line":46,"column":18},"end":{"line":46,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Literal
2772¿IfStatement¿¿4167¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":82,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿IfStatement
2773¿Identifier¿¿4167¿v304¿¿¿¿¿Identifier
2774¿ForInStatement¿¿4167¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":81,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ForInStatement
2775¿Identifier¿¿4167¿key¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2776¿Identifier¿¿4167¿source¿¿¿{"start":{"line":47,"column":18},"end":{"line":47,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2777¿ExpressionStatement¿¿4167¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
2778¿AssignmentExpression¿=¿4167¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
2779¿Identifier¿¿4167¿sourceValue¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2780¿MemberExpression¿computed¿4167¿¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
2781¿Identifier¿¿4167¿source¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2782¿Identifier¿¿4167¿key¿¿¿{"start":{"line":48,"column":29},"end":{"line":48,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2783¿ExpressionStatement¿¿4167¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿ExpressionStatement
2784¿AssignmentExpression¿=¿4167¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿AssignmentExpression
2785¿Identifier¿¿4167¿targetValue¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2786¿MemberExpression¿computed¿4167¿¿¿¿{"start":{"line":49,"column":22},"end":{"line":49,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿MemberExpression
2787¿Identifier¿¿4167¿target¿¿¿{"start":{"line":49,"column":22},"end":{"line":49,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2788¿Identifier¿¿4167¿key¿¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2789¿VariableDeclarator¿¿4167¿v305¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2790¿BinaryExpression¿===¿4167¿¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BinaryExpression
2791¿Identifier¿¿4167¿sourceValue¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2792¿Identifier¿¿4167¿target¿¿¿{"start":{"line":51,"column":28},"end":{"line":51,"column":34},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2793¿VariableDeclarator¿¿4167¿v306¿¿¿{"start":{"line":51,"column":54},"end":{"line":51,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2794¿UnaryExpression¿void¿4167¿¿¿¿{"start":{"line":51,"column":54},"end":{"line":51,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿UnaryExpression
2795¿Literal¿number¿4167¿¿0¿¿{"start":{"line":51,"column":59},"end":{"line":51,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Literal
2796¿VariableDeclarator¿¿4167¿v307¿¿¿{"start":{"line":51,"column":38},"end":{"line":51,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2797¿BinaryExpression¿===¿4167¿¿¿¿{"start":{"line":51,"column":38},"end":{"line":51,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BinaryExpression
2798¿Identifier¿¿4167¿sourceValue¿¿¿{"start":{"line":51,"column":38},"end":{"line":51,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2799¿Identifier¿¿4167¿v306¿¿¿¿¿Identifier
2800¿VariableDeclarator¿¿4167¿v308¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2801¿LogicalExpression¿||¿4167¿¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿LogicalExpression
2802¿Identifier¿¿4167¿v305¿¿¿¿¿Identifier
2803¿Identifier¿¿4167¿v307¿¿¿¿¿Identifier
2804¿VariableDeclarator¿¿4167¿v309¿¿¿{"start":{"line":51,"column":64},"end":{"line":51,"column":84},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿VariableDeclarator
2805¿BinaryExpression¿===¿4167¿¿¿¿{"start":{"line":51,"column":64},"end":{"line":51,"column":84},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿BinaryExpression
2806¿Identifier¿¿4167¿sourceValue¿¿¿{"start":{"line":51,"column":64},"end":{"line":51,"column":75},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Identifier
2807¿Literal¿object¿4167¿¿null¿¿{"start":{"line":51,"column":80},"end":{"line":51,"column":84},"fname":"/datasets/vulcan-dataset/CWE-471/801/src/smart-extend.js"}¿¿Literal
