Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
868¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":95,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Program
1000¿CallExpression¿¿1520¿¿¿¿{"start":{"line":35,"column":11},"end":{"line":35,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1001¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":35,"column":11},"end":{"line":35,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1002¿Identifier¿¿1520¿v87¿¿¿¿¿Identifier
1003¿Identifier¿¿1520¿replace¿¿¿{"start":{"line":35,"column":39},"end":{"line":35,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1004¿Literal¿object¿1520¿¿/^\//¿¿{"start":{"line":35,"column":47},"end":{"line":35,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1005¿Literal¿string¿1520¿¿''¿¿{"start":{"line":35,"column":54},"end":{"line":35,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1006¿VariableDeclarator¿¿1520¿v89¿¿¿{"start":{"line":35,"column":79},"end":{"line":35,"column":91},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1007¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":35,"column":79},"end":{"line":35,"column":91},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1008¿ThisExpression¿¿1520¿¿¿¿{"start":{"line":35,"column":79},"end":{"line":35,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ThisExpression
1009¿Identifier¿¿1520¿options¿¿¿{"start":{"line":35,"column":84},"end":{"line":35,"column":91},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1010¿VariableDeclarator¿¿1520¿v90¿¿¿{"start":{"line":35,"column":79},"end":{"line":35,"column":97},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1011¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":35,"column":79},"end":{"line":35,"column":97},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1012¿Identifier¿¿1520¿v89¿¿¿¿¿Identifier
1013¿Identifier¿¿1520¿index¿¿¿{"start":{"line":35,"column":92},"end":{"line":35,"column":97},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1014¿VariableDeclarator¿¿1520¿v91¿¿¿{"start":{"line":35,"column":73},"end":{"line":35,"column":97},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1015¿BinaryExpression¿+¿1520¿¿¿¿{"start":{"line":35,"column":73},"end":{"line":35,"column":97},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿BinaryExpression
1016¿Literal¿string¿1520¿¿'/'¿¿{"start":{"line":35,"column":73},"end":{"line":35,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1017¿Identifier¿¿1520¿v90¿¿¿¿¿Identifier
1018¿VariableDeclarator¿¿1520¿v92¿¿¿{"start":{"line":35,"column":11},"end":{"line":35,"column":98},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1019¿CallExpression¿¿1520¿¿¿¿{"start":{"line":35,"column":11},"end":{"line":35,"column":98},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1020¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":35,"column":11},"end":{"line":35,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1021¿Identifier¿¿1520¿v88¿¿¿¿¿Identifier
1022¿Identifier¿¿1520¿replace¿¿¿{"start":{"line":35,"column":58},"end":{"line":35,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1023¿Literal¿object¿1520¿¿/\/$/¿¿{"start":{"line":35,"column":66},"end":{"line":35,"column":71},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1024¿Identifier¿¿1520¿v91¿¿¿¿¿Identifier
1025¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1026¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1027¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1028¿Identifier¿¿1520¿reqObj¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1029¿Identifier¿¿1520¿request¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1030¿Identifier¿¿1520¿req¿¿¿{"start":{"line":31,"column":15},"end":{"line":31,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1031¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1032¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1033¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1034¿Identifier¿¿1520¿reqObj¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1035¿Identifier¿¿1520¿response¿¿¿{"start":{"line":32,"column":6},"end":{"line":32,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1036¿Identifier¿¿1520¿res¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1037¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1038¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1039¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1040¿Identifier¿¿1520¿reqObj¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1041¿Identifier¿¿1520¿uid¿¿¿{"start":{"line":33,"column":6},"end":{"line":33,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1042¿Identifier¿¿1520¿v83¿¿¿¿¿Identifier
1043¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1044¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1045¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1046¿Identifier¿¿1520¿reqObj¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1047¿Identifier¿¿1520¿startTime¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1048¿Identifier¿¿1520¿v84¿¿¿¿¿Identifier
1049¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1050¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1051¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1052¿Identifier¿¿1520¿reqObj¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1053¿Identifier¿¿1520¿uri¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1054¿Identifier¿¿1520¿v92¿¿¿¿¿Identifier
1055¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1056¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1057¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1058¿Identifier¿¿1520¿reqObj¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1059¿Identifier¿¿1520¿body¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1060¿Literal¿string¿1520¿¿''¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1061¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1062¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1063¿Identifier¿¿1520¿reqObj¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1064¿ObjectExpression¿¿1520¿¿¿¿¿¿ObjectExpression
1065¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1066¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":37,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1067¿Identifier¿¿1520¿reqObj¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1068¿ObjectExpression¿¿1520¿¿¿¿¿¿ObjectExpression
1069¿VariableDeclarator¿¿1520¿v93¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1070¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1071¿Identifier¿¿1520¿reqObj¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1072¿Identifier¿¿1520¿uri¿¿¿{"start":{"line":38,"column":15},"end":{"line":38,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1073¿VariableDeclarator¿¿1520¿v94¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1074¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1075¿Identifier¿¿1520¿v93¿¿¿¿¿Identifier
1076¿Identifier¿¿1520¿length¿¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1077¿VariableDeclarator¿¿1520¿v95¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1078¿BinaryExpression¿===¿1520¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿BinaryExpression
1079¿Identifier¿¿1520¿v94¿¿¿¿¿Identifier
1080¿Literal¿number¿1520¿¿0¿¿{"start":{"line":38,"column":30},"end":{"line":38,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1081¿IfStatement¿¿1520¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":40,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿IfStatement
1082¿Identifier¿¿1520¿v95¿¿¿¿¿Identifier
1083¿VariableDeclarator¿¿1520¿v96¿¿¿{"start":{"line":39,"column":19},"end":{"line":39,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1084¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":39,"column":19},"end":{"line":39,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1085¿ThisExpression¿¿1520¿¿¿¿{"start":{"line":39,"column":19},"end":{"line":39,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ThisExpression
1086¿Identifier¿¿1520¿options¿¿¿{"start":{"line":39,"column":24},"end":{"line":39,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1087¿VariableDeclarator¿¿1520¿v97¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1088¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":39,"column":19},"end":{"line":39,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1089¿Identifier¿¿1520¿v96¿¿¿¿¿Identifier
1090¿Identifier¿¿1520¿index¿¿¿{"start":{"line":39,"column":32},"end":{"line":39,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1091¿ExpressionStatement¿¿1520¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ExpressionStatement
1092¿AssignmentExpression¿=¿1520¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿AssignmentExpression
1093¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1094¿Identifier¿¿1520¿reqObj¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1095¿Identifier¿¿1520¿uri¿¿¿{"start":{"line":39,"column":13},"end":{"line":39,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1096¿Identifier¿¿1520¿v97¿¿¿¿¿Identifier
1097¿BlockStatement¿¿1520¿¿¿¿{"start":{"line":38,"column":33},"end":{"line":40,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿BlockStatement
1098¿VariableDeclarator¿¿1520¿v98¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1099¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1100¿Identifier¿¿1520¿reqObj¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1101¿Identifier¿¿1520¿uri¿¿¿{"start":{"line":41,"column":25},"end":{"line":41,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1102¿VariableDeclarator¿¿1520¿v99¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1103¿CallExpression¿¿1520¿¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1104¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1105¿Identifier¿¿1520¿v98¿¿¿¿¿Identifier
1106¿Identifier¿¿1520¿split¿¿¿{"start":{"line":41,"column":29},"end":{"line":41,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1107¿Literal¿string¿1520¿¿'/'¿¿{"start":{"line":41,"column":35},"end":{"line":41,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1108¿VariableDeclarator¿¿1520¿v100¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1109¿CallExpression¿¿1520¿¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1110¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1111¿Identifier¿¿1520¿_¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1112¿Identifier¿¿1520¿compact¿¿¿{"start":{"line":41,"column":10},"end":{"line":41,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1113¿Identifier¿¿1520¿v99¿¿¿¿¿Identifier
1114¿VariableDeclarator¿¿1520¿v101¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1115¿MemberExpression¿computed¿1520¿¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1116¿Identifier¿¿1520¿v100¿¿¿¿¿Identifier
1117¿Literal¿number¿1520¿¿0¿¿{"start":{"line":41,"column":41},"end":{"line":41,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1118¿VariableDeclarator¿¿1520¿v102¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1119¿BinaryExpression¿===¿1520¿¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿BinaryExpression
1120¿Identifier¿¿1520¿v101¿¿¿¿¿Identifier
1121¿Literal¿string¿1520¿¿'static'¿¿{"start":{"line":41,"column":48},"end":{"line":41,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1122¿IfStatement¿¿1520¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":45,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿IfStatement
1123¿Identifier¿¿1520¿v102¿¿¿¿¿Identifier
1124¿VariableDeclarator¿¿1520¿v103¿¿¿{"start":{"line":42,"column":37},"end":{"line":42,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1125¿CallExpression¿¿1520¿¿¿¿{"start":{"line":42,"column":37},"end":{"line":42,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿CallExpression
1126¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":42,"column":37},"end":{"line":42,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1127¿Identifier¿¿1520¿process¿¿¿{"start":{"line":42,"column":37},"end":{"line":42,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1128¿Identifier¿¿1520¿cwd¿¿¿{"start":{"line":42,"column":45},"end":{"line":42,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1129¿VariableDeclarator¿¿1520¿v104¿¿¿{"start":{"line":42,"column":52},"end":{"line":42,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1130¿MemberExpression¿¿1520¿¿¿¿{"start":{"line":42,"column":52},"end":{"line":42,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1131¿ThisExpression¿¿1520¿¿¿¿{"start":{"line":42,"column":52},"end":{"line":42,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿ThisExpression
1132¿Identifier¿¿1520¿options¿¿¿{"start":{"line":42,"column":57},"end":{"line":42,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Identifier
1133¿VariableDeclarator¿¿1520¿v105¿¿¿{"start":{"line":42,"column":52},"end":{"line":42,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1134¿MemberExpression¿computed¿1520¿¿¿¿{"start":{"line":42,"column":52},"end":{"line":42,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿MemberExpression
1135¿Identifier¿¿1520¿v104¿¿¿¿¿Identifier
1136¿Literal¿string¿1520¿¿'static'¿¿{"start":{"line":42,"column":65},"end":{"line":42,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1137¿VariableDeclarator¿¿1520¿v106¿¿¿{"start":{"line":42,"column":52},"end":{"line":42,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
1138¿LogicalExpression¿||¿1520¿¿¿¿{"start":{"line":42,"column":52},"end":{"line":42,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿LogicalExpression
1139¿Identifier¿¿1520¿v105¿¿¿¿¿Identifier
1140¿Literal¿string¿1520¿¿''¿¿{"start":{"line":42,"column":78},"end":{"line":42,"column":80},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿Literal
1141¿VariableDeclarator¿¿1520¿v107¿¿¿{"start":{"line":42,"column":82},"end":{"line":42,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/gfm-srv_1.1.2/src/server.js"}¿¿VariableDeclarator
