Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1922¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":290,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Program
2291¿Identifier¿¿3410¿msg¿¿¿{"start":{"line":83,"column":10},"end":{"line":83,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2292¿Literal¿string¿3410¿¿''¿¿{"start":{"line":83,"column":15},"end":{"line":83,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2293¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2294¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2295¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2296¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2297¿Identifier¿¿3410¿sticky¿¿¿{"start":{"line":84,"column":10},"end":{"line":84,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2298¿Literal¿string¿3410¿¿'-t 0'¿¿{"start":{"line":84,"column":18},"end":{"line":84,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2299¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2300¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2301¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2302¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2303¿Identifier¿¿3410¿icon¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2304¿Literal¿string¿3410¿¿'-i'¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2305¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2306¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2307¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2308¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2309¿Identifier¿¿3410¿priority¿¿¿{"start":{"line":86,"column":10},"end":{"line":86,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2310¿Identifier¿¿3410¿v195¿¿¿¿¿Identifier
2311¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":94,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2312¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2313¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2314¿ObjectExpression¿¿3410¿¿¿¿¿¿ObjectExpression
2315¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":94,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2316¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":94,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2317¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2318¿ObjectExpression¿¿3410¿¿¿¿¿¿ObjectExpression
2319¿BlockStatement¿¿3410¿¿¿¿{"start":{"line":79,"column":11},"end":{"line":95,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿BlockStatement
2320¿BreakStatement¿¿3410¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":96,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿BreakStatement
2321¿SwitchCase¿¿3410¿¿¿¿{"start":{"line":97,"column":2},"end":{"line":117,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿SwitchCase
2322¿Literal¿string¿3410¿¿'Windows_NT'¿¿{"start":{"line":97,"column":7},"end":{"line":97,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2323¿VariableDeclarator¿¿3410¿v196¿¿¿{"start":{"line":109,"column":14},"end":{"line":109,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2324¿UnaryExpression¿-¿3410¿¿¿¿{"start":{"line":109,"column":14},"end":{"line":109,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿UnaryExpression
2325¿Literal¿number¿3410¿¿2¿¿{"start":{"line":109,"column":15},"end":{"line":109,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2326¿VariableDeclarator¿¿3410¿v197¿¿¿{"start":{"line":110,"column":14},"end":{"line":110,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2327¿UnaryExpression¿-¿3410¿¿¿¿{"start":{"line":110,"column":14},"end":{"line":110,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿UnaryExpression
2328¿Literal¿number¿3410¿¿1¿¿{"start":{"line":110,"column":15},"end":{"line":110,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2329¿VariableDeclarator¿¿3410¿v198¿¿¿{"start":{"line":108,"column":19},"end":{"line":114,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2330¿ArrayExpression¿¿3410¿¿¿¿{"start":{"line":108,"column":19},"end":{"line":114,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ArrayExpression
2331¿Identifier¿¿3410¿v196¿¿¿¿¿Identifier
2332¿Identifier¿¿3410¿v197¿¿¿¿¿Identifier
2333¿Literal¿number¿3410¿¿0¿¿{"start":{"line":111,"column":14},"end":{"line":111,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2334¿Literal¿number¿3410¿¿1¿¿{"start":{"line":112,"column":14},"end":{"line":112,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2335¿Literal¿number¿3410¿¿2¿¿{"start":{"line":113,"column":14},"end":{"line":113,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2336¿VariableDeclarator¿¿3410¿v199¿¿¿{"start":{"line":106,"column":18},"end":{"line":115,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2337¿ObjectExpression¿¿3410¿¿¿¿¿¿ObjectExpression
2338¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":106,"column":18},"end":{"line":115,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2339¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":106,"column":18},"end":{"line":115,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2340¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":106,"column":18},"end":{"line":115,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2341¿Identifier¿¿3410¿v199¿¿¿¿¿Identifier
2342¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2343¿Literal¿string¿3410¿¿'/p:'¿¿{"start":{"line":107,"column":17},"end":{"line":107,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2344¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":106,"column":18},"end":{"line":115,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2345¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":106,"column":18},"end":{"line":115,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2346¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":106,"column":18},"end":{"line":115,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2347¿Identifier¿¿3410¿v199¿¿¿¿¿Identifier
2348¿Identifier¿¿3410¿range¿¿¿{"start":{"line":108,"column":12},"end":{"line":108,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2349¿Identifier¿¿3410¿v198¿¿¿¿¿Identifier
2350¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2351¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2352¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2353¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2354¿Identifier¿¿3410¿type¿¿¿{"start":{"line":99,"column":8},"end":{"line":99,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2355¿Literal¿string¿3410¿¿'Windows'¿¿{"start":{"line":99,"column":14},"end":{"line":99,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2356¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2357¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2358¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2359¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2360¿Identifier¿¿3410¿pkg¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2361¿Literal¿string¿3410¿¿'growlnotify'¿¿{"start":{"line":100,"column":13},"end":{"line":100,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2362¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2363¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2364¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2365¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2366¿Identifier¿¿3410¿msg¿¿¿{"start":{"line":101,"column":8},"end":{"line":101,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2367¿Literal¿string¿3410¿¿''¿¿{"start":{"line":101,"column":13},"end":{"line":101,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2368¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2369¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2370¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2371¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2372¿Identifier¿¿3410¿sticky¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2373¿Literal¿string¿3410¿¿'/s:true'¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2374¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2375¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2376¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2377¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2378¿Identifier¿¿3410¿title¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2379¿Literal¿string¿3410¿¿'/t:'¿¿{"start":{"line":103,"column":15},"end":{"line":103,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2380¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2381¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2382¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2383¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2384¿Identifier¿¿3410¿icon¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2385¿Literal¿string¿3410¿¿'/i:'¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2386¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2387¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2388¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2389¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2390¿Identifier¿¿3410¿url¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2391¿Literal¿string¿3410¿¿'/cu:'¿¿{"start":{"line":105,"column":13},"end":{"line":105,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2392¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2393¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2394¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2395¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2396¿Identifier¿¿3410¿priority¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2397¿Identifier¿¿3410¿v199¿¿¿¿¿Identifier
2398¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2399¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2400¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2401¿ObjectExpression¿¿3410¿¿¿¿¿¿ObjectExpression
2402¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2403¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":116,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2404¿Identifier¿¿3410¿cmd¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2405¿ObjectExpression¿¿3410¿¿¿¿¿¿ObjectExpression
2406¿BreakStatement¿¿3410¿¿¿¿{"start":{"line":117,"column":4},"end":{"line":117,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿BreakStatement
2407¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":124,"column":0},"end":{"line":124,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2408¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":124,"column":0},"end":{"line":124,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2409¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":124,"column":0},"end":{"line":124,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2410¿Identifier¿¿3410¿module¿¿¿{"start":{"line":124,"column":10},"end":{"line":124,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2411¿Identifier¿¿3410¿exports¿¿¿{"start":{"line":124,"column":17},"end":{"line":124,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2412¿Identifier¿¿3410¿growl¿¿¿{"start":{"line":124,"column":27},"end":{"line":124,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2413¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":124,"column":0},"end":{"line":124,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2414¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":124,"column":0},"end":{"line":124,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2415¿Identifier¿¿3410¿exports¿¿¿{"start":{"line":124,"column":0},"end":{"line":124,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2416¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":124,"column":10},"end":{"line":124,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2417¿Identifier¿¿3410¿module¿¿¿{"start":{"line":124,"column":10},"end":{"line":124,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2418¿Identifier¿¿3410¿exports¿¿¿{"start":{"line":124,"column":17},"end":{"line":124,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2419¿ExpressionStatement¿¿3410¿¿¿¿{"start":{"line":130,"column":0},"end":{"line":130,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿ExpressionStatement
2420¿AssignmentExpression¿=¿3410¿¿¿¿{"start":{"line":130,"column":0},"end":{"line":130,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿AssignmentExpression
2421¿MemberExpression¿¿3410¿¿¿¿{"start":{"line":130,"column":0},"end":{"line":130,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿MemberExpression
2422¿Identifier¿¿3410¿exports¿¿¿{"start":{"line":130,"column":0},"end":{"line":130,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2423¿Identifier¿¿3410¿version¿¿¿{"start":{"line":130,"column":8},"end":{"line":130,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2424¿Literal¿string¿3410¿¿'1.4.1'¿¿{"start":{"line":130,"column":18},"end":{"line":130,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Literal
2425¿VariableDeclarator¿exported¿3410¿growl¿¿¿{"start":{"line":164,"column":0},"end":{"line":290,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿VariableDeclarator
2426¿FunctionExpression¿¿3410¿anon¿¿¿{"start":{"line":164,"column":0},"end":{"line":290,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿FunctionExpression
2427¿Identifier¿¿0¿msg¿¿¿{"start":{"line":164,"column":15},"end":{"line":164,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
2428¿Identifier¿¿0¿options¿¿¿{"start":{"line":164,"column":20},"end":{"line":164,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/growl_1.9.0/src/growl.js"}¿¿Identifier
