Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1158¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":185,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Program
1299¿VariableDeclarator¿¿2051¿v144¿¿¿{"start":{"line":32,"column":36},"end":{"line":32,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1300¿MemberExpression¿¿2051¿¿¿¿{"start":{"line":32,"column":36},"end":{"line":32,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1301¿Identifier¿¿2051¿image¿¿¿{"start":{"line":32,"column":36},"end":{"line":32,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1302¿Identifier¿¿2051¿width¿¿¿{"start":{"line":32,"column":42},"end":{"line":32,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1303¿VariableDeclarator¿¿2051¿v145¿¿¿{"start":{"line":32,"column":57},"end":{"line":32,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1304¿MemberExpression¿¿2051¿¿¿¿{"start":{"line":32,"column":57},"end":{"line":32,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1305¿Identifier¿¿2051¿image¿¿¿{"start":{"line":32,"column":57},"end":{"line":32,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1306¿Identifier¿¿2051¿height¿¿¿{"start":{"line":32,"column":63},"end":{"line":32,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1307¿VariableDeclarator¿¿2051¿v146¿¿¿{"start":{"line":32,"column":11},"end":{"line":32,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1308¿ObjectExpression¿¿2051¿¿¿¿¿¿ObjectExpression
1309¿ExpressionStatement¿¿2051¿¿¿¿{"start":{"line":32,"column":11},"end":{"line":32,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1310¿AssignmentExpression¿=¿2051¿¿¿¿{"start":{"line":32,"column":11},"end":{"line":32,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1311¿MemberExpression¿¿2051¿¿¿¿{"start":{"line":32,"column":11},"end":{"line":32,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1312¿Identifier¿¿2051¿v146¿¿¿¿¿Identifier
1313¿Identifier¿¿2051¿geometry¿¿¿{"start":{"line":32,"column":13},"end":{"line":32,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1314¿Literal¿object¿2051¿¿null¿¿{"start":{"line":32,"column":23},"end":{"line":32,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1315¿ExpressionStatement¿¿2051¿¿¿¿{"start":{"line":32,"column":11},"end":{"line":32,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1316¿AssignmentExpression¿=¿2051¿¿¿¿{"start":{"line":32,"column":11},"end":{"line":32,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1317¿MemberExpression¿¿2051¿¿¿¿{"start":{"line":32,"column":11},"end":{"line":32,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1318¿Identifier¿¿2051¿v146¿¿¿¿¿Identifier
1319¿Identifier¿¿2051¿width¿¿¿{"start":{"line":32,"column":29},"end":{"line":32,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1320¿Identifier¿¿2051¿v144¿¿¿¿¿Identifier
1321¿ExpressionStatement¿¿2051¿¿¿¿{"start":{"line":32,"column":11},"end":{"line":32,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1322¿AssignmentExpression¿=¿2051¿¿¿¿{"start":{"line":32,"column":11},"end":{"line":32,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1323¿MemberExpression¿¿2051¿¿¿¿{"start":{"line":32,"column":11},"end":{"line":32,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1324¿Identifier¿¿2051¿v146¿¿¿¿¿Identifier
1325¿Identifier¿¿2051¿height¿¿¿{"start":{"line":32,"column":49},"end":{"line":32,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1326¿Identifier¿¿2051¿v145¿¿¿¿¿Identifier
1327¿ReturnStatement¿¿2051¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ReturnStatement
1328¿Identifier¿¿2051¿v146¿¿¿¿¿Identifier
1329¿BlockStatement¿¿2051¿¿¿¿{"start":{"line":31,"column":14},"end":{"line":33,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BlockStatement
1330¿VariableDeclarator¿¿2051¿v147¿¿¿{"start":{"line":35,"column":22},"end":{"line":35,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1331¿MemberExpression¿¿2051¿¿¿¿{"start":{"line":35,"column":22},"end":{"line":35,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1332¿Identifier¿¿2051¿image¿¿¿{"start":{"line":35,"column":22},"end":{"line":35,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1333¿Identifier¿¿2051¿width¿¿¿{"start":{"line":35,"column":28},"end":{"line":35,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1334¿VariableDeclarator¿¿2051¿v148¿¿¿{"start":{"line":35,"column":35},"end":{"line":35,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1335¿MemberExpression¿¿2051¿¿¿¿{"start":{"line":35,"column":35},"end":{"line":35,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1336¿Identifier¿¿2051¿image¿¿¿{"start":{"line":35,"column":35},"end":{"line":35,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1337¿Identifier¿¿2051¿height¿¿¿{"start":{"line":35,"column":41},"end":{"line":35,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1338¿VariableDeclarator¿¿2051¿g¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1339¿CallExpression¿¿2051¿¿¿¿{"start":{"line":35,"column":10},"end":{"line":35,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿CallExpression
1340¿MemberExpression¿¿2051¿¿¿¿{"start":{"line":35,"column":10},"end":{"line":35,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1341¿Identifier¿¿2051¿aspect¿¿¿{"start":{"line":35,"column":10},"end":{"line":35,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1342¿Identifier¿¿2051¿crop¿¿¿{"start":{"line":35,"column":17},"end":{"line":35,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1343¿Identifier¿¿2051¿v147¿¿¿¿¿Identifier
1344¿Identifier¿¿2051¿v148¿¿¿¿¿Identifier
1345¿Identifier¿¿2051¿ratio¿¿¿{"start":{"line":35,"column":49},"end":{"line":35,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1346¿VariableDeclarator¿¿2051¿v149¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1347¿MemberExpression¿computed¿2051¿¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1348¿Identifier¿¿2051¿g¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1349¿Literal¿number¿2051¿¿0¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1350¿VariableDeclarator¿¿2051¿v150¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1351¿BinaryExpression¿===¿2051¿¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BinaryExpression
1352¿Identifier¿¿2051¿v149¿¿¿¿¿Identifier
1353¿Literal¿number¿2051¿¿0¿¿{"start":{"line":38,"column":15},"end":{"line":38,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1354¿VariableDeclarator¿¿2051¿v151¿¿¿{"start":{"line":38,"column":20},"end":{"line":38,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1355¿MemberExpression¿computed¿2051¿¿¿¿{"start":{"line":38,"column":20},"end":{"line":38,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1356¿Identifier¿¿2051¿g¿¿¿{"start":{"line":38,"column":20},"end":{"line":38,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1357¿Literal¿number¿2051¿¿1¿¿{"start":{"line":38,"column":22},"end":{"line":38,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1358¿VariableDeclarator¿¿2051¿v152¿¿¿{"start":{"line":38,"column":20},"end":{"line":38,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1359¿BinaryExpression¿===¿2051¿¿¿¿{"start":{"line":38,"column":20},"end":{"line":38,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BinaryExpression
1360¿Identifier¿¿2051¿v151¿¿¿¿¿Identifier
1361¿Literal¿number¿2051¿¿0¿¿{"start":{"line":38,"column":29},"end":{"line":38,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1362¿VariableDeclarator¿¿2051¿v153¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1363¿LogicalExpression¿&&¿2051¿¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿LogicalExpression
1364¿Identifier¿¿2051¿v150¿¿¿¿¿Identifier
1365¿Identifier¿¿2051¿v152¿¿¿¿¿Identifier
1366¿IfStatement¿¿2051¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿IfStatement
1367¿Identifier¿¿2051¿v153¿¿¿¿¿Identifier
1368¿VariableDeclarator¿¿2051¿v154¿¿¿{"start":{"line":39,"column":36},"end":{"line":39,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1369¿MemberExpression¿¿2051¿¿¿¿{"start":{"line":39,"column":36},"end":{"line":39,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1370¿Identifier¿¿2051¿image¿¿¿{"start":{"line":39,"column":36},"end":{"line":39,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1371¿Identifier¿¿2051¿width¿¿¿{"start":{"line":39,"column":42},"end":{"line":39,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1372¿VariableDeclarator¿¿2051¿v155¿¿¿{"start":{"line":39,"column":57},"end":{"line":39,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1373¿MemberExpression¿¿2051¿¿¿¿{"start":{"line":39,"column":57},"end":{"line":39,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1374¿Identifier¿¿2051¿image¿¿¿{"start":{"line":39,"column":57},"end":{"line":39,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1375¿Identifier¿¿2051¿height¿¿¿{"start":{"line":39,"column":63},"end":{"line":39,"column":69},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1376¿VariableDeclarator¿¿2051¿v156¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1377¿ObjectExpression¿¿2051¿¿¿¿¿¿ObjectExpression
1378¿ExpressionStatement¿¿2051¿¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1379¿AssignmentExpression¿=¿2051¿¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1380¿MemberExpression¿¿2051¿¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1381¿Identifier¿¿2051¿v156¿¿¿¿¿Identifier
1382¿Identifier¿¿2051¿geometry¿¿¿{"start":{"line":39,"column":13},"end":{"line":39,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1383¿Literal¿object¿2051¿¿null¿¿{"start":{"line":39,"column":23},"end":{"line":39,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1384¿ExpressionStatement¿¿2051¿¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1385¿AssignmentExpression¿=¿2051¿¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1386¿MemberExpression¿¿2051¿¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1387¿Identifier¿¿2051¿v156¿¿¿¿¿Identifier
1388¿Identifier¿¿2051¿width¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1389¿Identifier¿¿2051¿v154¿¿¿¿¿Identifier
1390¿ExpressionStatement¿¿2051¿¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1391¿AssignmentExpression¿=¿2051¿¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1392¿MemberExpression¿¿2051¿¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1393¿Identifier¿¿2051¿v156¿¿¿¿¿Identifier
1394¿Identifier¿¿2051¿height¿¿¿{"start":{"line":39,"column":49},"end":{"line":39,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1395¿Identifier¿¿2051¿v155¿¿¿¿¿Identifier
1396¿ReturnStatement¿¿2051¿¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ReturnStatement
1397¿Identifier¿¿2051¿v156¿¿¿¿¿Identifier
1398¿BlockStatement¿¿2051¿¿¿¿{"start":{"line":38,"column":32},"end":{"line":40,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿BlockStatement
1399¿VariableDeclarator¿¿2051¿v157¿¿¿{"start":{"line":42,"column":39},"end":{"line":42,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1400¿MemberExpression¿computed¿2051¿¿¿¿{"start":{"line":42,"column":39},"end":{"line":42,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1401¿Identifier¿¿2051¿g¿¿¿{"start":{"line":42,"column":39},"end":{"line":42,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1402¿Literal¿number¿2051¿¿2¿¿{"start":{"line":42,"column":41},"end":{"line":42,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1403¿VariableDeclarator¿¿2051¿v158¿¿¿{"start":{"line":42,"column":45},"end":{"line":42,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1404¿MemberExpression¿computed¿2051¿¿¿¿{"start":{"line":42,"column":45},"end":{"line":42,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1405¿Identifier¿¿2051¿g¿¿¿{"start":{"line":42,"column":45},"end":{"line":42,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1406¿Literal¿number¿2051¿¿3¿¿{"start":{"line":42,"column":47},"end":{"line":42,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1407¿VariableDeclarator¿¿2051¿v159¿¿¿{"start":{"line":42,"column":51},"end":{"line":42,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1408¿MemberExpression¿computed¿2051¿¿¿¿{"start":{"line":42,"column":51},"end":{"line":42,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1409¿Identifier¿¿2051¿g¿¿¿{"start":{"line":42,"column":51},"end":{"line":42,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1410¿Literal¿number¿2051¿¿0¿¿{"start":{"line":42,"column":53},"end":{"line":42,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1411¿VariableDeclarator¿¿2051¿v160¿¿¿{"start":{"line":42,"column":57},"end":{"line":42,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1412¿MemberExpression¿computed¿2051¿¿¿¿{"start":{"line":42,"column":57},"end":{"line":42,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1413¿Identifier¿¿2051¿g¿¿¿{"start":{"line":42,"column":57},"end":{"line":42,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1414¿Literal¿number¿2051¿¿1¿¿{"start":{"line":42,"column":59},"end":{"line":42,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1415¿VariableDeclarator¿¿2051¿v161¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1416¿CallExpression¿¿2051¿¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿CallExpression
1417¿Identifier¿¿2051¿sprintf¿¿¿{"start":{"line":42,"column":16},"end":{"line":42,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1418¿Literal¿string¿2051¿¿'%dx%d+%d+%d'¿¿{"start":{"line":42,"column":24},"end":{"line":42,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1419¿Identifier¿¿2051¿v157¿¿¿¿¿Identifier
1420¿Identifier¿¿2051¿v158¿¿¿¿¿Identifier
1421¿Identifier¿¿2051¿v159¿¿¿¿¿Identifier
1422¿Identifier¿¿2051¿v160¿¿¿¿¿Identifier
1423¿VariableDeclarator¿¿2051¿v162¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1424¿MemberExpression¿computed¿2051¿¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1425¿Identifier¿¿2051¿g¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1426¿Literal¿number¿2051¿¿2¿¿{"start":{"line":43,"column":15},"end":{"line":43,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1427¿VariableDeclarator¿¿2051¿v163¿¿¿{"start":{"line":44,"column":14},"end":{"line":44,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1428¿MemberExpression¿computed¿2051¿¿¿¿{"start":{"line":44,"column":14},"end":{"line":44,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1429¿Identifier¿¿2051¿g¿¿¿{"start":{"line":44,"column":14},"end":{"line":44,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1430¿Literal¿number¿2051¿¿3¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Literal
1431¿VariableDeclarator¿¿2051¿v164¿¿¿{"start":{"line":41,"column":11},"end":{"line":45,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿VariableDeclarator
1432¿ObjectExpression¿¿2051¿¿¿¿¿¿ObjectExpression
1433¿ExpressionStatement¿¿2051¿¿¿¿{"start":{"line":41,"column":11},"end":{"line":45,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1434¿AssignmentExpression¿=¿2051¿¿¿¿{"start":{"line":41,"column":11},"end":{"line":45,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1435¿MemberExpression¿¿2051¿¿¿¿{"start":{"line":41,"column":11},"end":{"line":45,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1436¿Identifier¿¿2051¿v164¿¿¿¿¿Identifier
1437¿Identifier¿¿2051¿geometry¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1438¿Identifier¿¿2051¿v161¿¿¿¿¿Identifier
1439¿ExpressionStatement¿¿2051¿¿¿¿{"start":{"line":41,"column":11},"end":{"line":45,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1440¿AssignmentExpression¿=¿2051¿¿¿¿{"start":{"line":41,"column":11},"end":{"line":45,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1441¿MemberExpression¿¿2051¿¿¿¿{"start":{"line":41,"column":11},"end":{"line":45,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1442¿Identifier¿¿2051¿v164¿¿¿¿¿Identifier
1443¿Identifier¿¿2051¿width¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿Identifier
1444¿Identifier¿¿2051¿v162¿¿¿¿¿Identifier
1445¿ExpressionStatement¿¿2051¿¿¿¿{"start":{"line":41,"column":11},"end":{"line":45,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿ExpressionStatement
1446¿AssignmentExpression¿=¿2051¿¿¿¿{"start":{"line":41,"column":11},"end":{"line":45,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿AssignmentExpression
1447¿MemberExpression¿¿2051¿¿¿¿{"start":{"line":41,"column":11},"end":{"line":45,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/im-resize_2.3.2/src/index.js"}¿¿MemberExpression
1448¿Identifier¿¿2051¿v164¿¿¿¿¿Identifier
