Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
871¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":130,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Program
1012¿Identifier¿¿1512¿getParent¿¿¿{"start":{"line":36,"column":26},"end":{"line":36,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1013¿ExpressionStatement¿¿1512¿¿¿¿{"start":{"line":35,"column":2},"end":{"line":37,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1014¿AssignmentExpression¿=¿1512¿¿¿¿{"start":{"line":35,"column":2},"end":{"line":37,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿AssignmentExpression
1015¿Identifier¿¿1512¿v96¿¿¿{"start":{"line":35,"column":2},"end":{"line":37,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1016¿MemberExpression¿¿1512¿¿¿¿{"start":{"line":35,"column":9},"end":{"line":35,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1017¿Identifier¿¿1512¿reference¿¿¿{"start":{"line":35,"column":9},"end":{"line":35,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1018¿Identifier¿¿1512¿parent¿¿¿{"start":{"line":35,"column":19},"end":{"line":35,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1019¿BlockStatement¿¿1512¿¿¿¿{"start":{"line":35,"column":27},"end":{"line":37,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1020¿VariableDeclarator¿¿1512¿v97¿¿¿{"start":{"line":38,"column":9},"end":{"line":38,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1021¿MemberExpression¿¿1512¿¿¿¿{"start":{"line":38,"column":9},"end":{"line":38,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1022¿Identifier¿¿1512¿reference¿¿¿{"start":{"line":38,"column":9},"end":{"line":38,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1023¿Identifier¿¿1512¿pointer¿¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1024¿ReturnStatement¿¿1512¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":38,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ReturnStatement
1025¿Identifier¿¿1512¿v97¿¿¿¿¿Identifier
1026¿BlockStatement¿¿1512¿¿¿¿{"start":{"line":33,"column":41},"end":{"line":39,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1027¿ExpressionStatement¿¿1503¿¿¿¿{"start":{"line":33,"column":0},"end":{"line":39,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1028¿AssignmentExpression¿=¿1503¿¿¿¿{"start":{"line":33,"column":0},"end":{"line":39,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿AssignmentExpression
1029¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":33,"column":0},"end":{"line":33,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1030¿Identifier¿¿1503¿v95¿¿¿¿¿Identifier
1031¿Identifier¿¿1503¿resolve¿¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1032¿Identifier¿¿1503¿v98¿¿¿¿¿Identifier
1033¿VariableDeclarator¿¿1503¿v104¿¿¿{"start":{"line":41,"column":0},"end":{"line":59,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1034¿FunctionExpression¿¿1503¿anon¿¿¿{"start":{"line":41,"column":27},"end":{"line":59,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿FunctionExpression
1035¿Identifier¿¿0¿pointer¿¿¿{"start":{"line":41,"column":36},"end":{"line":41,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1036¿Identifier¿¿0¿path¿¿¿{"start":{"line":41,"column":45},"end":{"line":41,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1037¿VariableDeclarator¿¿1515¿reference¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1038¿NewExpression¿¿1515¿¿¿¿{"start":{"line":42,"column":18},"end":{"line":42,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿NewExpression
1039¿Identifier¿¿1515¿Reference¿¿¿{"start":{"line":42,"column":22},"end":{"line":42,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1040¿Identifier¿¿1515¿pointer¿¿¿{"start":{"line":42,"column":32},"end":{"line":42,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1041¿ExpressionStatement¿¿1515¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1042¿AssignmentExpression¿=¿1515¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿AssignmentExpression
1043¿Identifier¿¿1515¿path¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1044¿CallExpression¿¿1515¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1045¿MemberExpression¿¿1515¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1046¿Identifier¿¿1515¿path¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1047¿Identifier¿¿1515¿split¿¿¿{"start":{"line":43,"column":14},"end":{"line":43,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1048¿Literal¿string¿1515¿¿'.'¿¿{"start":{"line":43,"column":20},"end":{"line":43,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Literal
1049¿VariableDeclarator¿¿1515¿v102¿¿¿{"start":{"line":44,"column":15},"end":{"line":56,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1050¿FunctionExpression¿¿1515¿anon¿¿¿{"start":{"line":44,"column":15},"end":{"line":56,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿FunctionExpression
1051¿Identifier¿¿0¿field¿¿¿{"start":{"line":44,"column":24},"end":{"line":44,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1052¿VariableDeclarator¿¿1517¿isNumber¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1053¿CallExpression¿¿1517¿¿¿¿{"start":{"line":45,"column":19},"end":{"line":45,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1054¿Identifier¿¿1517¿checkIfStringIsNumber¿¿¿{"start":{"line":45,"column":19},"end":{"line":45,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1055¿Identifier¿¿1517¿field¿¿¿{"start":{"line":45,"column":41},"end":{"line":45,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1056¿VariableDeclarator¿¿1517¿hasParent¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1057¿VariableDeclarator¿¿1517¿v99¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1058¿CallExpression¿¿1517¿¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1059¿MemberExpression¿¿1517¿¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1060¿Identifier¿¿1517¿reference¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1061¿Identifier¿¿1517¿getParent¿¿¿{"start":{"line":46,"column":30},"end":{"line":46,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1062¿IfStatement¿¿1517¿¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿IfStatement
1063¿Identifier¿¿1517¿v99¿¿¿¿¿Identifier
1064¿ExpressionStatement¿¿1517¿¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1065¿AssignmentExpression¿=¿1517¿¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿AssignmentExpression
1066¿Identifier¿¿1517¿hasParent¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1067¿Literal¿boolean¿1517¿¿true¿¿{"start":{"line":46,"column":44},"end":{"line":46,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Literal
1068¿BlockStatement¿¿1517¿¿¿¿¿¿BlockStatement
1069¿ExpressionStatement¿¿1517¿¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1070¿AssignmentExpression¿=¿1517¿¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿AssignmentExpression
1071¿Identifier¿¿1517¿hasParent¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1072¿Literal¿boolean¿1517¿¿false¿¿{"start":{"line":46,"column":51},"end":{"line":46,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Literal
1073¿BlockStatement¿¿1517¿¿¿¿¿¿BlockStatement
1074¿IfStatement¿¿1517¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":49,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿IfStatement
1075¿Identifier¿¿1517¿isNumber¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1076¿ExpressionStatement¿¿1517¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1077¿AssignmentExpression¿=¿1517¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿AssignmentExpression
1078¿Identifier¿¿1517¿field¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1079¿CallExpression¿¿1517¿¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1080¿Identifier¿¿1517¿parseInt¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1081¿Identifier¿¿1517¿field¿¿¿{"start":{"line":48,"column":23},"end":{"line":48,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1082¿BlockStatement¿¿1517¿¿¿¿{"start":{"line":47,"column":18},"end":{"line":49,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1083¿ExpressionStatement¿¿1517¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1084¿AssignmentExpression¿=¿1517¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿AssignmentExpression
1085¿Identifier¿¿1517¿reference¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1086¿CallExpression¿¿1517¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1087¿MemberExpression¿¿1517¿¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1088¿Identifier¿¿1517¿reference¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1089¿Identifier¿¿1517¿getChild¿¿¿{"start":{"line":51,"column":26},"end":{"line":51,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1090¿Identifier¿¿1517¿field¿¿¿{"start":{"line":51,"column":35},"end":{"line":51,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1091¿VariableDeclarator¿¿1517¿v100¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1092¿LogicalExpression¿&&¿1517¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿LogicalExpression
1093¿Identifier¿¿1517¿isNumber¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1094¿Identifier¿¿1517¿hasParent¿¿¿{"start":{"line":53,"column":20},"end":{"line":53,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1095¿IfStatement¿¿1517¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":55,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿IfStatement
1096¿Identifier¿¿1517¿v100¿¿¿¿¿Identifier
1097¿VariableDeclarator¿¿1517¿v101¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1098¿CallExpression¿¿1517¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1099¿MemberExpression¿¿1517¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1100¿Identifier¿¿1517¿reference¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1101¿Identifier¿¿1517¿convertToArray¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1102¿ExpressionStatement¿¿1517¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1103¿Identifier¿¿1517¿v101¿¿¿¿¿Identifier
1104¿BlockStatement¿¿1517¿¿¿¿{"start":{"line":53,"column":31},"end":{"line":55,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1105¿BlockStatement¿¿1517¿¿¿¿{"start":{"line":44,"column":31},"end":{"line":56,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1106¿VariableDeclarator¿¿1515¿v103¿¿¿{"start":{"line":44,"column":2},"end":{"line":56,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1107¿CallExpression¿¿1515¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":56,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1108¿MemberExpression¿¿1515¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1109¿Identifier¿¿1515¿path¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1110¿Identifier¿¿1515¿forEach¿¿¿{"start":{"line":44,"column":7},"end":{"line":44,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1111¿Identifier¿¿1515¿v102¿¿¿¿¿Identifier
1112¿ExpressionStatement¿¿1515¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":56,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1113¿Identifier¿¿1515¿v103¿¿¿¿¿Identifier
1114¿ReturnStatement¿¿1515¿¿¿¿{"start":{"line":58,"column":2},"end":{"line":58,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ReturnStatement
1115¿Identifier¿¿1515¿reference¿¿¿{"start":{"line":58,"column":9},"end":{"line":58,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1116¿BlockStatement¿¿1515¿¿¿¿{"start":{"line":41,"column":51},"end":{"line":59,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1117¿ExpressionStatement¿¿1503¿¿¿¿{"start":{"line":41,"column":0},"end":{"line":59,"column":2},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ExpressionStatement
1118¿AssignmentExpression¿=¿1503¿¿¿¿{"start":{"line":41,"column":0},"end":{"line":59,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿AssignmentExpression
1119¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":41,"column":0},"end":{"line":41,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1120¿Identifier¿¿1503¿Reference¿¿¿{"start":{"line":41,"column":0},"end":{"line":41,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1121¿Identifier¿¿1503¿createFromPath¿¿¿{"start":{"line":41,"column":10},"end":{"line":41,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1122¿Identifier¿¿1503¿v104¿¿¿¿¿Identifier
1123¿VariableDeclarator¿¿1503¿checkIfStringIsNumber¿¿¿{"start":{"line":61,"column":0},"end":{"line":63,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1124¿FunctionExpression¿¿1503¿anon¿¿¿{"start":{"line":61,"column":0},"end":{"line":63,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿FunctionExpression
1125¿Identifier¿¿0¿field¿¿¿{"start":{"line":61,"column":31},"end":{"line":61,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1126¿VariableDeclarator¿¿1522¿v105¿¿¿{"start":{"line":62,"column":9},"end":{"line":62,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1127¿CallExpression¿¿1522¿¿¿¿{"start":{"line":62,"column":9},"end":{"line":62,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿CallExpression
1128¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":62,"column":9},"end":{"line":62,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1129¿Literal¿object¿1522¿¿/^\d+$/¿¿{"start":{"line":62,"column":9},"end":{"line":62,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Literal
1130¿Identifier¿¿1522¿test¿¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1131¿Identifier¿¿1522¿field¿¿¿{"start":{"line":62,"column":22},"end":{"line":62,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1132¿ReturnStatement¿¿1522¿¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ReturnStatement
1133¿Identifier¿¿1522¿v105¿¿¿¿¿Identifier
1134¿BlockStatement¿¿1522¿¿¿¿{"start":{"line":61,"column":38},"end":{"line":63,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
1135¿VariableDeclarator¿¿1503¿v106¿¿¿{"start":{"line":65,"column":0},"end":{"line":65,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1136¿MemberExpression¿¿1503¿¿¿¿{"start":{"line":65,"column":0},"end":{"line":65,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1137¿Identifier¿¿1503¿Reference¿¿¿{"start":{"line":65,"column":0},"end":{"line":65,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1138¿Identifier¿¿1503¿prototype¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1139¿VariableDeclarator¿¿1503¿v109¿¿¿{"start":{"line":65,"column":0},"end":{"line":67,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1140¿FunctionExpression¿¿1503¿anon¿¿¿{"start":{"line":65,"column":32},"end":{"line":67,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿FunctionExpression
1141¿VariableDeclarator¿¿1524¿v107¿¿¿{"start":{"line":66,"column":9},"end":{"line":66,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1142¿MemberExpression¿¿1524¿¿¿¿{"start":{"line":66,"column":9},"end":{"line":66,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿MemberExpression
1143¿ThisExpression¿¿1524¿¿¿¿{"start":{"line":66,"column":9},"end":{"line":66,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ThisExpression
1144¿Identifier¿¿1524¿parent¿¿¿{"start":{"line":66,"column":14},"end":{"line":66,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Identifier
1145¿VariableDeclarator¿¿1524¿v108¿¿¿{"start":{"line":66,"column":9},"end":{"line":66,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿VariableDeclarator
1146¿LogicalExpression¿||¿1524¿¿¿¿{"start":{"line":66,"column":9},"end":{"line":66,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿LogicalExpression
1147¿Identifier¿¿1524¿v107¿¿¿¿¿Identifier
1148¿Literal¿object¿1524¿¿null¿¿{"start":{"line":66,"column":24},"end":{"line":66,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿Literal
1149¿ReturnStatement¿¿1524¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿ReturnStatement
1150¿Identifier¿¿1524¿v108¿¿¿¿¿Identifier
1151¿BlockStatement¿¿1524¿¿¿¿{"start":{"line":65,"column":43},"end":{"line":67,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/deepref_1.1.1/src/index.js"}¿¿BlockStatement
