Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
729¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":49,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Program
879¿Identifier¿¿0¿u¿¿¿{"start":{"line":2,"column":357},"end":{"line":2,"column":358},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
880¿VariableDeclarator¿¿1299¿v108¿¿¿{"start":{"line":2,"column":364},"end":{"line":2,"column":368},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
881¿MemberExpression¿computed¿1299¿¿¿¿{"start":{"line":2,"column":364},"end":{"line":2,"column":368},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
882¿Identifier¿¿1299¿n¿¿¿{"start":{"line":2,"column":364},"end":{"line":2,"column":365},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
883¿Identifier¿¿1299¿o¿¿¿{"start":{"line":2,"column":366},"end":{"line":2,"column":367},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
884¿VariableDeclarator¿¿1299¿v109¿¿¿{"start":{"line":2,"column":363},"end":{"line":2,"column":368},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
885¿UnaryExpression¿!¿1299¿¿¿¿{"start":{"line":2,"column":363},"end":{"line":2,"column":368},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿UnaryExpression
886¿Identifier¿¿1299¿v108¿¿¿¿¿Identifier
887¿IfStatement¿¿1299¿¿¿¿{"start":{"line":2,"column":360},"end":{"line":2,"column":660},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿IfStatement
888¿Identifier¿¿1299¿v109¿¿¿¿¿Identifier
889¿VariableDeclarator¿¿1299¿v110¿¿¿{"start":{"line":2,"column":374},"end":{"line":2,"column":378},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
890¿MemberExpression¿computed¿1299¿¿¿¿{"start":{"line":2,"column":374},"end":{"line":2,"column":378},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
891¿Identifier¿¿1299¿t¿¿¿{"start":{"line":2,"column":374},"end":{"line":2,"column":375},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
892¿Identifier¿¿1299¿o¿¿¿{"start":{"line":2,"column":376},"end":{"line":2,"column":377},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
893¿VariableDeclarator¿¿1299¿v111¿¿¿{"start":{"line":2,"column":373},"end":{"line":2,"column":378},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
894¿UnaryExpression¿!¿1299¿¿¿¿{"start":{"line":2,"column":373},"end":{"line":2,"column":378},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿UnaryExpression
895¿Identifier¿¿1299¿v110¿¿¿¿¿Identifier
896¿IfStatement¿¿1299¿¿¿¿{"start":{"line":2,"column":370},"end":{"line":2,"column":546},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿IfStatement
897¿Identifier¿¿1299¿v111¿¿¿¿¿Identifier
898¿VariableDeclarator¿¿1299¿v112¿¿¿{"start":{"line":2,"column":386},"end":{"line":2,"column":400},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
899¿UnaryExpression¿typeof¿1299¿¿¿¿{"start":{"line":2,"column":386},"end":{"line":2,"column":400},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿UnaryExpression
900¿Identifier¿¿1299¿require¿¿¿{"start":{"line":2,"column":393},"end":{"line":2,"column":400},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
901¿VariableDeclarator¿¿1299¿v113¿¿¿{"start":{"line":2,"column":386},"end":{"line":2,"column":412},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
902¿BinaryExpression¿==¿1299¿¿¿¿{"start":{"line":2,"column":386},"end":{"line":2,"column":412},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BinaryExpression
903¿Identifier¿¿1299¿v112¿¿¿¿¿Identifier
904¿Literal¿string¿1299¿¿'function'¿¿{"start":{"line":2,"column":402},"end":{"line":2,"column":412},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Literal
905¿VariableDeclarator¿¿1299¿a¿¿¿{"start":{"line":2,"column":384},"end":{"line":2,"column":421},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
906¿LogicalExpression¿&&¿1299¿¿¿¿{"start":{"line":2,"column":386},"end":{"line":2,"column":421},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿LogicalExpression
907¿Identifier¿¿1299¿v113¿¿¿¿¿Identifier
908¿Identifier¿¿1299¿require¿¿¿{"start":{"line":2,"column":414},"end":{"line":2,"column":421},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
909¿VariableDeclarator¿¿1299¿v114¿¿¿{"start":{"line":2,"column":425},"end":{"line":2,"column":427},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
910¿UnaryExpression¿!¿1299¿¿¿¿{"start":{"line":2,"column":425},"end":{"line":2,"column":427},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿UnaryExpression
911¿Identifier¿¿1299¿u¿¿¿{"start":{"line":2,"column":426},"end":{"line":2,"column":427},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
912¿VariableDeclarator¿¿1299¿v115¿¿¿{"start":{"line":2,"column":425},"end":{"line":2,"column":430},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
913¿LogicalExpression¿&&¿1299¿¿¿¿{"start":{"line":2,"column":425},"end":{"line":2,"column":430},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿LogicalExpression
914¿Identifier¿¿1299¿v114¿¿¿¿¿Identifier
915¿Identifier¿¿1299¿a¿¿¿{"start":{"line":2,"column":429},"end":{"line":2,"column":430},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
916¿IfStatement¿¿1299¿¿¿¿{"start":{"line":2,"column":422},"end":{"line":2,"column":446},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿IfStatement
917¿Identifier¿¿1299¿v115¿¿¿¿¿Identifier
918¿VariableDeclarator¿¿1299¿v116¿¿¿{"start":{"line":2,"column":442},"end":{"line":2,"column":444},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
919¿UnaryExpression¿!¿1299¿¿¿¿{"start":{"line":2,"column":442},"end":{"line":2,"column":444},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿UnaryExpression
920¿Literal¿number¿1299¿¿0¿¿{"start":{"line":2,"column":443},"end":{"line":2,"column":444},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Literal
921¿VariableDeclarator¿¿1299¿v117¿¿¿{"start":{"line":2,"column":438},"end":{"line":2,"column":445},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
922¿CallExpression¿¿1299¿¿¿¿{"start":{"line":2,"column":438},"end":{"line":2,"column":445},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿CallExpression
923¿Identifier¿¿1299¿a¿¿¿{"start":{"line":2,"column":438},"end":{"line":2,"column":439},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
924¿Identifier¿¿1299¿o¿¿¿{"start":{"line":2,"column":440},"end":{"line":2,"column":441},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
925¿Identifier¿¿1299¿v116¿¿¿¿¿Identifier
926¿ReturnStatement¿¿1299¿¿¿¿{"start":{"line":2,"column":431},"end":{"line":2,"column":446},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ReturnStatement
927¿Identifier¿¿1299¿v117¿¿¿¿¿Identifier
928¿BlockStatement¿¿1299¿¿¿¿¿¿BlockStatement
929¿IfStatement¿¿1299¿¿¿¿{"start":{"line":2,"column":446},"end":{"line":2,"column":466},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿IfStatement
930¿Identifier¿¿1299¿i¿¿¿{"start":{"line":2,"column":449},"end":{"line":2,"column":450},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
931¿VariableDeclarator¿¿1299¿v118¿¿¿{"start":{"line":2,"column":462},"end":{"line":2,"column":464},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
932¿UnaryExpression¿!¿1299¿¿¿¿{"start":{"line":2,"column":462},"end":{"line":2,"column":464},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿UnaryExpression
933¿Literal¿number¿1299¿¿0¿¿{"start":{"line":2,"column":463},"end":{"line":2,"column":464},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Literal
934¿VariableDeclarator¿¿1299¿v119¿¿¿{"start":{"line":2,"column":458},"end":{"line":2,"column":465},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
935¿CallExpression¿¿1299¿¿¿¿{"start":{"line":2,"column":458},"end":{"line":2,"column":465},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿CallExpression
936¿Identifier¿¿1299¿i¿¿¿{"start":{"line":2,"column":458},"end":{"line":2,"column":459},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
937¿Identifier¿¿1299¿o¿¿¿{"start":{"line":2,"column":460},"end":{"line":2,"column":461},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
938¿Identifier¿¿1299¿v118¿¿¿¿¿Identifier
939¿ReturnStatement¿¿1299¿¿¿¿{"start":{"line":2,"column":451},"end":{"line":2,"column":466},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ReturnStatement
940¿Identifier¿¿1299¿v119¿¿¿¿¿Identifier
941¿BlockStatement¿¿1299¿¿¿¿¿¿BlockStatement
942¿VariableDeclarator¿¿1299¿v120¿¿¿{"start":{"line":2,"column":482},"end":{"line":2,"column":506},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
943¿BinaryExpression¿+¿1299¿¿¿¿{"start":{"line":2,"column":482},"end":{"line":2,"column":506},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BinaryExpression
944¿Literal¿string¿1299¿¿'Cannot find module ''¿¿{"start":{"line":2,"column":482},"end":{"line":2,"column":504},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Literal
945¿Identifier¿¿1299¿o¿¿¿{"start":{"line":2,"column":505},"end":{"line":2,"column":506},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
946¿VariableDeclarator¿¿1299¿v121¿¿¿{"start":{"line":2,"column":482},"end":{"line":2,"column":510},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
947¿BinaryExpression¿+¿1299¿¿¿¿{"start":{"line":2,"column":482},"end":{"line":2,"column":510},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BinaryExpression
948¿Identifier¿¿1299¿v120¿¿¿¿¿Identifier
949¿Literal¿string¿1299¿¿'''¿¿{"start":{"line":2,"column":507},"end":{"line":2,"column":510},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Literal
950¿VariableDeclarator¿¿1299¿f¿¿¿{"start":{"line":2,"column":470},"end":{"line":2,"column":511},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
951¿NewExpression¿¿1299¿¿¿¿{"start":{"line":2,"column":472},"end":{"line":2,"column":511},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿NewExpression
952¿Identifier¿¿1299¿Error¿¿¿{"start":{"line":2,"column":476},"end":{"line":2,"column":481},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
953¿Identifier¿¿1299¿v121¿¿¿¿¿Identifier
954¿ThrowStatement¿¿1299¿¿¿¿{"start":{"line":2,"column":512},"end":{"line":2,"column":545},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ThrowStatement
955¿SequenceExpression¿¿1299¿¿¿¿{"start":{"line":2,"column":518},"end":{"line":2,"column":545},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿SequenceExpression
956¿AssignmentExpression¿=¿1299¿¿¿¿{"start":{"line":2,"column":518},"end":{"line":2,"column":543},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿AssignmentExpression
957¿MemberExpression¿¿1299¿¿¿¿{"start":{"line":2,"column":518},"end":{"line":2,"column":524},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
958¿Identifier¿¿1299¿f¿¿¿{"start":{"line":2,"column":518},"end":{"line":2,"column":519},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
959¿Identifier¿¿1299¿code¿¿¿{"start":{"line":2,"column":520},"end":{"line":2,"column":524},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
960¿Literal¿string¿1299¿¿'MODULE_NOT_FOUND'¿¿{"start":{"line":2,"column":525},"end":{"line":2,"column":543},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Literal
961¿Identifier¿¿1299¿f¿¿¿{"start":{"line":2,"column":544},"end":{"line":2,"column":545},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
962¿BlockStatement¿¿1299¿¿¿¿{"start":{"line":2,"column":379},"end":{"line":2,"column":546},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿BlockStatement
963¿VariableDeclarator¿¿1299¿v122¿¿¿{"start":{"line":2,"column":566},"end":{"line":2,"column":568},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
964¿ObjectExpression¿¿1299¿¿¿¿¿¿ObjectExpression
965¿VariableDeclarator¿¿1299¿v123¿¿¿{"start":{"line":2,"column":557},"end":{"line":2,"column":569},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
966¿ObjectExpression¿¿1299¿¿¿¿¿¿ObjectExpression
967¿ExpressionStatement¿¿1299¿¿¿¿{"start":{"line":2,"column":557},"end":{"line":2,"column":569},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ExpressionStatement
968¿AssignmentExpression¿=¿1299¿¿¿¿{"start":{"line":2,"column":557},"end":{"line":2,"column":569},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿AssignmentExpression
969¿MemberExpression¿¿1299¿¿¿¿{"start":{"line":2,"column":557},"end":{"line":2,"column":569},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
970¿Identifier¿¿1299¿v123¿¿¿¿¿Identifier
971¿Identifier¿¿1299¿exports¿¿¿{"start":{"line":2,"column":558},"end":{"line":2,"column":565},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
972¿Identifier¿¿1299¿v122¿¿¿¿¿Identifier
973¿ExpressionStatement¿¿1299¿¿¿¿{"start":{"line":2,"column":552},"end":{"line":2,"column":569},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ExpressionStatement
974¿AssignmentExpression¿=¿1299¿¿¿¿{"start":{"line":2,"column":552},"end":{"line":2,"column":569},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿AssignmentExpression
975¿MemberExpression¿computed¿1299¿¿¿¿{"start":{"line":2,"column":552},"end":{"line":2,"column":556},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
976¿Identifier¿¿1299¿n¿¿¿{"start":{"line":2,"column":552},"end":{"line":2,"column":553},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
977¿Identifier¿¿1299¿o¿¿¿{"start":{"line":2,"column":554},"end":{"line":2,"column":555},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
978¿Identifier¿¿1299¿v123¿¿¿¿¿Identifier
979¿VariableDeclarator¿¿1299¿l¿¿¿{"start":{"line":2,"column":550},"end":{"line":2,"column":569},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
980¿MemberExpression¿computed¿1299¿¿¿¿{"start":{"line":2,"column":552},"end":{"line":2,"column":556},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
981¿Identifier¿¿1299¿n¿¿¿{"start":{"line":2,"column":552},"end":{"line":2,"column":553},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
982¿Identifier¿¿1299¿o¿¿¿{"start":{"line":2,"column":554},"end":{"line":2,"column":555},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
983¿VariableDeclarator¿¿1299¿v124¿¿¿{"start":{"line":2,"column":570},"end":{"line":2,"column":574},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
984¿MemberExpression¿computed¿1299¿¿¿¿{"start":{"line":2,"column":570},"end":{"line":2,"column":574},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
985¿Identifier¿¿1299¿t¿¿¿{"start":{"line":2,"column":570},"end":{"line":2,"column":571},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
986¿Identifier¿¿1299¿o¿¿¿{"start":{"line":2,"column":572},"end":{"line":2,"column":573},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
987¿VariableDeclarator¿¿1299¿v125¿¿¿{"start":{"line":2,"column":570},"end":{"line":2,"column":577},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
988¿MemberExpression¿computed¿1299¿¿¿¿{"start":{"line":2,"column":570},"end":{"line":2,"column":577},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
989¿Identifier¿¿1299¿v124¿¿¿¿¿Identifier
990¿Literal¿number¿1299¿¿0¿¿{"start":{"line":2,"column":575},"end":{"line":2,"column":576},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Literal
991¿VariableDeclarator¿¿1299¿v126¿¿¿{"start":{"line":2,"column":583},"end":{"line":2,"column":592},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
992¿MemberExpression¿¿1299¿¿¿¿{"start":{"line":2,"column":583},"end":{"line":2,"column":592},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
993¿Identifier¿¿1299¿l¿¿¿{"start":{"line":2,"column":583},"end":{"line":2,"column":584},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
994¿Identifier¿¿1299¿exports¿¿¿{"start":{"line":2,"column":585},"end":{"line":2,"column":592},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
995¿VariableDeclarator¿¿1299¿v131¿¿¿{"start":{"line":2,"column":593},"end":{"line":2,"column":638},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
996¿FunctionExpression¿¿1299¿anon¿¿¿{"start":{"line":2,"column":593},"end":{"line":2,"column":638},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿FunctionExpression
997¿Identifier¿¿0¿e¿¿¿{"start":{"line":2,"column":602},"end":{"line":2,"column":603},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
998¿VariableDeclarator¿¿1304¿v127¿¿¿{"start":{"line":2,"column":611},"end":{"line":2,"column":615},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
999¿MemberExpression¿computed¿1304¿¿¿¿{"start":{"line":2,"column":611},"end":{"line":2,"column":615},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1000¿Identifier¿¿1304¿t¿¿¿{"start":{"line":2,"column":611},"end":{"line":2,"column":612},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1001¿Identifier¿¿1304¿o¿¿¿{"start":{"line":2,"column":613},"end":{"line":2,"column":614},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1002¿VariableDeclarator¿¿1304¿v128¿¿¿{"start":{"line":2,"column":611},"end":{"line":2,"column":618},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1003¿MemberExpression¿computed¿1304¿¿¿¿{"start":{"line":2,"column":611},"end":{"line":2,"column":618},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1004¿Identifier¿¿1304¿v127¿¿¿¿¿Identifier
1005¿Literal¿number¿1304¿¿1¿¿{"start":{"line":2,"column":616},"end":{"line":2,"column":617},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Literal
1006¿VariableDeclarator¿¿1304¿n¿¿¿{"start":{"line":2,"column":609},"end":{"line":2,"column":621},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1007¿MemberExpression¿computed¿1304¿¿¿¿{"start":{"line":2,"column":611},"end":{"line":2,"column":621},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿MemberExpression
1008¿Identifier¿¿1304¿v128¿¿¿¿¿Identifier
1009¿Identifier¿¿1304¿e¿¿¿{"start":{"line":2,"column":619},"end":{"line":2,"column":620},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1010¿VariableDeclarator¿¿1304¿v129¿¿¿{"start":{"line":2,"column":631},"end":{"line":2,"column":636},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1011¿IfStatement¿¿1304¿¿¿¿{"start":{"line":2,"column":631},"end":{"line":2,"column":636},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿IfStatement
1012¿Identifier¿¿1304¿n¿¿¿{"start":{"line":2,"column":631},"end":{"line":2,"column":632},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1013¿ExpressionStatement¿¿1304¿¿¿¿{"start":{"line":2,"column":631},"end":{"line":2,"column":636},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ExpressionStatement
1014¿AssignmentExpression¿=¿1304¿¿¿¿{"start":{"line":2,"column":631},"end":{"line":2,"column":636},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿AssignmentExpression
1015¿Identifier¿¿1304¿v129¿¿¿¿¿Identifier
1016¿Identifier¿¿1304¿n¿¿¿{"start":{"line":2,"column":633},"end":{"line":2,"column":634},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1017¿BlockStatement¿¿1304¿¿¿¿¿¿BlockStatement
1018¿ExpressionStatement¿¿1304¿¿¿¿{"start":{"line":2,"column":631},"end":{"line":2,"column":636},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ExpressionStatement
1019¿AssignmentExpression¿=¿1304¿¿¿¿{"start":{"line":2,"column":631},"end":{"line":2,"column":636},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿AssignmentExpression
1020¿Identifier¿¿1304¿v129¿¿¿¿¿Identifier
1021¿Identifier¿¿1304¿e¿¿¿{"start":{"line":2,"column":635},"end":{"line":2,"column":636},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1022¿BlockStatement¿¿1304¿¿¿¿¿¿BlockStatement
1023¿VariableDeclarator¿¿1304¿v130¿¿¿{"start":{"line":2,"column":629},"end":{"line":2,"column":637},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿VariableDeclarator
1024¿CallExpression¿¿1304¿¿¿¿{"start":{"line":2,"column":629},"end":{"line":2,"column":637},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿CallExpression
1025¿Identifier¿¿1304¿s¿¿¿{"start":{"line":2,"column":629},"end":{"line":2,"column":630},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿Identifier
1026¿Identifier¿¿1304¿v129¿¿¿¿¿Identifier
1027¿ReturnStatement¿¿1304¿¿¿¿{"start":{"line":2,"column":622},"end":{"line":2,"column":637},"fname":"/datasets/secbench-dataset/CWE-471/deep-set_1.0.0/src/index.js"}¿¿ReturnStatement
1028¿Identifier¿¿1304¿v130¿¿¿¿¿Identifier
