Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
950¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":129,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Program
1075¿Identifier¿¿1654¿parse¿¿¿{"start":{"line":30,"column":18},"end":{"line":30,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1076¿Identifier¿¿1654¿v91¿¿¿¿¿Identifier
1077¿VariableDeclarator¿¿1654¿uri¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1078¿MemberExpression¿¿1654¿¿¿¿{"start":{"line":30,"column":14},"end":{"line":30,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1079¿Identifier¿¿1654¿v92¿¿¿¿¿Identifier
1080¿Identifier¿¿1654¿pathname¿¿¿{"start":{"line":30,"column":37},"end":{"line":30,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1081¿VariableDeclarator¿¿1654¿v93¿¿¿{"start":{"line":31,"column":29},"end":{"line":31,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1082¿MemberExpression¿¿1654¿¿¿¿{"start":{"line":31,"column":29},"end":{"line":31,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1083¿ThisExpression¿¿1654¿¿¿¿{"start":{"line":31,"column":29},"end":{"line":31,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ThisExpression
1084¿Identifier¿¿1654¿_contentPath¿¿¿{"start":{"line":31,"column":34},"end":{"line":31,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1085¿VariableDeclarator¿¿1654¿filename¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1086¿CallExpression¿¿1654¿¿¿¿{"start":{"line":31,"column":19},"end":{"line":31,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1087¿MemberExpression¿¿1654¿¿¿¿{"start":{"line":31,"column":19},"end":{"line":31,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1088¿Identifier¿¿1654¿path¿¿¿{"start":{"line":31,"column":19},"end":{"line":31,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1089¿Identifier¿¿1654¿join¿¿¿{"start":{"line":31,"column":24},"end":{"line":31,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1090¿Identifier¿¿1654¿v93¿¿¿¿¿Identifier
1091¿Identifier¿¿1654¿host¿¿¿{"start":{"line":31,"column":48},"end":{"line":31,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1092¿Identifier¿¿1654¿uri¿¿¿{"start":{"line":31,"column":54},"end":{"line":31,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1093¿VariableDeclarator¿¿1654¿v94¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1094¿CallExpression¿¿1654¿¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1095¿MemberExpression¿¿1654¿¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1096¿Identifier¿¿1654¿host¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1097¿Identifier¿¿1654¿substr¿¿¿{"start":{"line":33,"column":13},"end":{"line":33,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1098¿Literal¿number¿1654¿¿0¿¿{"start":{"line":33,"column":20},"end":{"line":33,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1099¿Literal¿number¿1654¿¿4¿¿{"start":{"line":33,"column":23},"end":{"line":33,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1100¿VariableDeclarator¿¿1654¿v95¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1101¿CallExpression¿¿1654¿¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1102¿MemberExpression¿¿1654¿¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1103¿Identifier¿¿1654¿v94¿¿¿¿¿Identifier
1104¿Identifier¿¿1654¿toLowerCase¿¿¿{"start":{"line":33,"column":26},"end":{"line":33,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1105¿VariableDeclarator¿¿1654¿v96¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1106¿BinaryExpression¿===¿1654¿¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BinaryExpression
1107¿Identifier¿¿1654¿v95¿¿¿¿¿Identifier
1108¿Literal¿string¿1654¿¿'www.'¿¿{"start":{"line":33,"column":44},"end":{"line":33,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1109¿IfStatement¿¿1654¿¿¿¿{"start":{"line":33,"column":4},"end":{"line":36,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿IfStatement
1110¿Identifier¿¿1654¿v96¿¿¿¿¿Identifier
1111¿VariableDeclarator¿¿1654¿v97¿¿¿{"start":{"line":34,"column":49},"end":{"line":34,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1112¿CallExpression¿¿1654¿¿¿¿{"start":{"line":34,"column":49},"end":{"line":34,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1113¿MemberExpression¿¿1654¿¿¿¿{"start":{"line":34,"column":49},"end":{"line":34,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1114¿Identifier¿¿1654¿host¿¿¿{"start":{"line":34,"column":49},"end":{"line":34,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1115¿Identifier¿¿1654¿substr¿¿¿{"start":{"line":34,"column":54},"end":{"line":34,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1116¿Literal¿number¿1654¿¿4¿¿{"start":{"line":34,"column":61},"end":{"line":34,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1117¿VariableDeclarator¿¿1654¿v98¿¿¿{"start":{"line":34,"column":37},"end":{"line":34,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1118¿BinaryExpression¿+¿1654¿¿¿¿{"start":{"line":34,"column":37},"end":{"line":34,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BinaryExpression
1119¿Literal¿string¿1654¿¿'http://'¿¿{"start":{"line":34,"column":37},"end":{"line":34,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1120¿Identifier¿¿1654¿v97¿¿¿¿¿Identifier
1121¿VariableDeclarator¿¿1654¿v99¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1122¿CallExpression¿¿1654¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1123¿MemberExpression¿¿1654¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1124¿ThisExpression¿¿1654¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ThisExpression
1125¿Identifier¿¿1654¿_httpRedirect¿¿¿{"start":{"line":34,"column":13},"end":{"line":34,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1126¿Identifier¿¿1654¿response¿¿¿{"start":{"line":34,"column":27},"end":{"line":34,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1127¿Identifier¿¿1654¿v98¿¿¿¿¿Identifier
1128¿ExpressionStatement¿¿1654¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1129¿Identifier¿¿1654¿v99¿¿¿¿¿Identifier
1130¿ReturnStatement¿¿1654¿¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ReturnStatement
1131¿BlockStatement¿¿1654¿¿¿¿{"start":{"line":33,"column":52},"end":{"line":36,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1132¿VariableDeclarator¿¿1654¿v103¿¿¿{"start":{"line":38,"column":30},"end":{"line":40,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1133¿FunctionExpression¿¿1654¿anon¿¿¿{"start":{"line":38,"column":30},"end":{"line":40,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿FunctionExpression
1134¿Identifier¿¿0¿filename¿¿¿{"start":{"line":38,"column":39},"end":{"line":38,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1135¿Identifier¿¿0¿stats¿¿¿{"start":{"line":38,"column":49},"end":{"line":38,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1136¿VariableDeclarator¿¿1658¿v100¿¿¿{"start":{"line":39,"column":54},"end":{"line":39,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1137¿MemberExpression¿¿1658¿¿¿¿{"start":{"line":39,"column":54},"end":{"line":39,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1138¿Identifier¿¿1658¿request¿¿¿{"start":{"line":39,"column":54},"end":{"line":39,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1139¿Identifier¿¿1658¿headers¿¿¿{"start":{"line":39,"column":62},"end":{"line":39,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1140¿VariableDeclarator¿¿1658¿v101¿¿¿{"start":{"line":39,"column":54},"end":{"line":39,"column":90},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1141¿MemberExpression¿computed¿1658¿¿¿¿{"start":{"line":39,"column":54},"end":{"line":39,"column":90},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1142¿Identifier¿¿1658¿v100¿¿¿¿¿Identifier
1143¿Literal¿string¿1658¿¿'if-modified-since'¿¿{"start":{"line":39,"column":70},"end":{"line":39,"column":89},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Literal
1144¿VariableDeclarator¿¿1658¿v102¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":91},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1145¿CallExpression¿¿1658¿¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":91},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1146¿MemberExpression¿¿1658¿¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1147¿Identifier¿¿1658¿self¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1148¿Identifier¿¿1658¿_responseFile¿¿¿{"start":{"line":39,"column":13},"end":{"line":39,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1149¿Identifier¿¿1658¿response¿¿¿{"start":{"line":39,"column":27},"end":{"line":39,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1150¿Identifier¿¿1658¿filename¿¿¿{"start":{"line":39,"column":37},"end":{"line":39,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1151¿Identifier¿¿1658¿stats¿¿¿{"start":{"line":39,"column":47},"end":{"line":39,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1152¿Identifier¿¿1658¿v101¿¿¿¿¿Identifier
1153¿ExpressionStatement¿¿1658¿¿¿¿{"start":{"line":39,"column":8},"end":{"line":39,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1154¿Identifier¿¿1658¿v102¿¿¿¿¿Identifier
1155¿BlockStatement¿¿1658¿¿¿¿{"start":{"line":38,"column":56},"end":{"line":40,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1156¿VariableDeclarator¿¿1654¿v104¿¿¿{"start":{"line":38,"column":4},"end":{"line":40,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1157¿CallExpression¿¿1654¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":40,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1158¿MemberExpression¿¿1654¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1159¿ThisExpression¿¿1654¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ThisExpression
1160¿Identifier¿¿1654¿_checkFile¿¿¿{"start":{"line":38,"column":9},"end":{"line":38,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1161¿Identifier¿¿1654¿filename¿¿¿{"start":{"line":38,"column":20},"end":{"line":38,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1162¿Identifier¿¿1654¿v103¿¿¿¿¿Identifier
1163¿ExpressionStatement¿¿1654¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":40,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1164¿Identifier¿¿1654¿v104¿¿¿¿¿Identifier
1165¿BlockStatement¿¿1654¿¿¿¿{"start":{"line":22,"column":76},"end":{"line":41,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1166¿ExpressionStatement¿¿1648¿¿¿¿{"start":{"line":22,"column":0},"end":{"line":41,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1167¿AssignmentExpression¿=¿1648¿¿¿¿{"start":{"line":22,"column":0},"end":{"line":41,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿AssignmentExpression
1168¿MemberExpression¿¿1648¿¿¿¿{"start":{"line":22,"column":0},"end":{"line":22,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1169¿Identifier¿¿1648¿v87¿¿¿¿¿Identifier
1170¿Identifier¿¿1648¿_onCreateServer¿¿¿{"start":{"line":22,"column":30},"end":{"line":22,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1171¿Identifier¿¿1648¿v105¿¿¿¿¿Identifier
1172¿VariableDeclarator¿¿1648¿v106¿¿¿{"start":{"line":44,"column":0},"end":{"line":44,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1173¿MemberExpression¿¿1648¿¿¿¿{"start":{"line":44,"column":0},"end":{"line":44,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1174¿Identifier¿¿1648¿NodeStaticWebServer¿¿¿{"start":{"line":44,"column":0},"end":{"line":44,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1175¿Identifier¿¿1648¿prototype¿¿¿{"start":{"line":44,"column":20},"end":{"line":44,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1176¿VariableDeclarator¿¿1648¿v118¿¿¿{"start":{"line":44,"column":0},"end":{"line":61,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1177¿FunctionExpression¿¿1648¿anon¿¿¿{"start":{"line":44,"column":43},"end":{"line":61,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿FunctionExpression
1178¿Identifier¿¿0¿filename¿¿¿{"start":{"line":44,"column":52},"end":{"line":44,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1179¿Identifier¿¿0¿callback¿¿¿{"start":{"line":44,"column":62},"end":{"line":44,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1180¿VariableDeclarator¿¿1660¿v116¿¿¿{"start":{"line":45,"column":22},"end":{"line":60,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1181¿FunctionExpression¿¿1660¿anon¿¿¿{"start":{"line":45,"column":22},"end":{"line":60,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿FunctionExpression
1182¿Identifier¿¿0¿err¿¿¿{"start":{"line":45,"column":32},"end":{"line":45,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1183¿Identifier¿¿0¿stats¿¿¿{"start":{"line":45,"column":37},"end":{"line":45,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1184¿VariableDeclarator¿¿1662¿v107¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1185¿UnaryExpression¿!¿1662¿¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿UnaryExpression
1186¿Identifier¿¿1662¿stats¿¿¿{"start":{"line":46,"column":13},"end":{"line":46,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1187¿IfStatement¿¿1662¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":59,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿IfStatement
1188¿Identifier¿¿1662¿v107¿¿¿¿¿Identifier
1189¿VariableDeclarator¿¿1662¿v108¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1190¿CallExpression¿¿1662¿¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1191¿Identifier¿¿1662¿callback¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1192¿ExpressionStatement¿¿1662¿¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1193¿Identifier¿¿1662¿v108¿¿¿¿¿Identifier
1194¿BlockStatement¿¿1662¿¿¿¿{"start":{"line":46,"column":20},"end":{"line":48,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿BlockStatement
1195¿VariableDeclarator¿¿1662¿v109¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿VariableDeclarator
1196¿CallExpression¿¿1662¿¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1197¿MemberExpression¿¿1662¿¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1198¿Identifier¿¿1662¿stats¿¿¿{"start":{"line":48,"column":19},"end":{"line":48,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1199¿Identifier¿¿1662¿isDirectory¿¿¿{"start":{"line":48,"column":25},"end":{"line":48,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1200¿IfStatement¿¿1662¿¿¿¿{"start":{"line":48,"column":15},"end":{"line":59,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿IfStatement
1201¿Identifier¿¿1662¿v109¿¿¿¿¿Identifier
1202¿ExpressionStatement¿¿1662¿¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿ExpressionStatement
1203¿AssignmentExpression¿=¿1662¿¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿AssignmentExpression
1204¿Identifier¿¿1662¿filename¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
1205¿CallExpression¿¿1662¿¿¿¿{"start":{"line":49,"column":23},"end":{"line":49,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿CallExpression
1206¿MemberExpression¿¿1662¿¿¿¿{"start":{"line":49,"column":23},"end":{"line":49,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿MemberExpression
1207¿Identifier¿¿1662¿path¿¿¿{"start":{"line":49,"column":23},"end":{"line":49,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/node-static-webserver_0.0.1/src/node-static-webserver.js"}¿¿Identifier
