Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
7302¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":781,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Program
8723¿Identifier¿¿13063¿v877¿¿¿¿¿Identifier
8724¿Identifier¿¿13063¿length¿¿¿{"start":{"line":229,"column":51},"end":{"line":229,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8725¿VariableDeclarator¿¿13063¿v879¿¿¿{"start":{"line":229,"column":37},"end":{"line":229,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8726¿BinaryExpression¿>¿13063¿¿¿¿{"start":{"line":229,"column":37},"end":{"line":229,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿BinaryExpression
8727¿Identifier¿¿13063¿v878¿¿¿¿¿Identifier
8728¿Literal¿number¿13063¿¿0¿¿{"start":{"line":229,"column":60},"end":{"line":229,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Literal
8729¿VariableDeclarator¿¿13063¿v880¿¿¿{"start":{"line":229,"column":20},"end":{"line":229,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8730¿LogicalExpression¿&&¿13063¿¿¿¿{"start":{"line":229,"column":20},"end":{"line":229,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿LogicalExpression
8731¿Identifier¿¿13063¿v876¿¿¿¿¿Identifier
8732¿Identifier¿¿13063¿v879¿¿¿¿¿Identifier
8733¿IfStatement¿¿13063¿¿¿¿{"start":{"line":229,"column":16},"end":{"line":234,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿IfStatement
8734¿Identifier¿¿13063¿v880¿¿¿¿¿Identifier
8735¿VariableDeclarator¿¿13063¿i¿¿¿{"start":{"line":230,"column":29},"end":{"line":230,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8736¿Literal¿number¿13063¿¿0¿¿{"start":{"line":230,"column":33},"end":{"line":230,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Literal
8737¿VariableDeclarator¿¿13063¿v881¿¿¿{"start":{"line":230,"column":44},"end":{"line":230,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8738¿MemberExpression¿¿13063¿¿¿¿{"start":{"line":230,"column":44},"end":{"line":230,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
8739¿ThisExpression¿¿13063¿¿¿¿{"start":{"line":230,"column":44},"end":{"line":230,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
8740¿Identifier¿¿13063¿__clones¿¿¿{"start":{"line":230,"column":49},"end":{"line":230,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8741¿VariableDeclarator¿¿13063¿count¿¿¿{"start":{"line":230,"column":36},"end":{"line":230,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8742¿MemberExpression¿¿13063¿¿¿¿{"start":{"line":230,"column":44},"end":{"line":230,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
8743¿Identifier¿¿13063¿v881¿¿¿¿¿Identifier
8744¿Identifier¿¿13063¿length¿¿¿{"start":{"line":230,"column":58},"end":{"line":230,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8745¿VariableDeclarator¿¿13063¿v882¿¿¿{"start":{"line":230,"column":66},"end":{"line":230,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8746¿BinaryExpression¿<¿13063¿¿¿¿{"start":{"line":230,"column":66},"end":{"line":230,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿BinaryExpression
8747¿Identifier¿¿13063¿i¿¿¿{"start":{"line":230,"column":66},"end":{"line":230,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8748¿Identifier¿¿13063¿count¿¿¿{"start":{"line":230,"column":70},"end":{"line":230,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8749¿WhileStatement¿¿13063¿¿¿¿{"start":{"line":230,"column":20},"end":{"line":233,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿WhileStatement
8750¿Identifier¿¿13063¿v882¿¿¿¿¿Identifier
8751¿VariableDeclarator¿¿13063¿v884¿¿¿{"start":{"line":231,"column":34},"end":{"line":231,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8752¿MemberExpression¿¿13063¿¿¿¿{"start":{"line":231,"column":34},"end":{"line":231,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
8753¿ThisExpression¿¿13063¿¿¿¿{"start":{"line":231,"column":34},"end":{"line":231,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
8754¿Identifier¿¿13063¿__clones¿¿¿{"start":{"line":231,"column":39},"end":{"line":231,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8755¿VariableDeclarator¿¿13063¿key¿¿¿{"start":{"line":231,"column":28},"end":{"line":231,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8756¿MemberExpression¿computed¿13063¿¿¿¿{"start":{"line":231,"column":34},"end":{"line":231,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
8757¿Identifier¿¿13063¿v884¿¿¿¿¿Identifier
8758¿Identifier¿¿13063¿i¿¿¿{"start":{"line":231,"column":48},"end":{"line":231,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8759¿VariableDeclarator¿¿13063¿v885¿¿¿{"start":{"line":232,"column":36},"end":{"line":232,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8760¿MemberExpression¿¿13063¿¿¿¿{"start":{"line":232,"column":36},"end":{"line":232,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
8761¿ThisExpression¿¿13063¿¿¿¿{"start":{"line":232,"column":36},"end":{"line":232,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
8762¿Identifier¿¿13063¿__oojs¿¿¿{"start":{"line":232,"column":41},"end":{"line":232,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8763¿VariableDeclarator¿¿13063¿v886¿¿¿{"start":{"line":232,"column":58},"end":{"line":232,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8764¿MemberExpression¿computed¿13063¿¿¿¿{"start":{"line":232,"column":58},"end":{"line":232,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
8765¿ThisExpression¿¿13063¿¿¿¿{"start":{"line":232,"column":58},"end":{"line":232,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
8766¿Identifier¿¿13063¿key¿¿¿{"start":{"line":232,"column":63},"end":{"line":232,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8767¿VariableDeclarator¿¿13063¿v887¿¿¿{"start":{"line":232,"column":24},"end":{"line":232,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8768¿CallExpression¿¿13063¿¿¿¿{"start":{"line":232,"column":36},"end":{"line":232,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿CallExpression
8769¿MemberExpression¿¿13063¿¿¿¿{"start":{"line":232,"column":36},"end":{"line":232,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
8770¿Identifier¿¿13063¿v885¿¿¿¿¿Identifier
8771¿Identifier¿¿13063¿deepClone¿¿¿{"start":{"line":232,"column":48},"end":{"line":232,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8772¿Identifier¿¿13063¿v886¿¿¿¿¿Identifier
8773¿ExpressionStatement¿¿13063¿¿¿¿{"start":{"line":232,"column":24},"end":{"line":232,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
8774¿AssignmentExpression¿=¿13063¿¿¿¿{"start":{"line":232,"column":24},"end":{"line":232,"column":68},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿AssignmentExpression
8775¿MemberExpression¿computed¿13063¿¿¿¿{"start":{"line":232,"column":24},"end":{"line":232,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
8776¿ThisExpression¿¿13063¿¿¿¿{"start":{"line":232,"column":24},"end":{"line":232,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
8777¿Identifier¿¿13063¿key¿¿¿{"start":{"line":232,"column":29},"end":{"line":232,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8778¿Identifier¿¿13063¿v887¿¿¿¿¿Identifier
8779¿VariableDeclarator¿¿13063¿v883¿¿¿{"start":{"line":230,"column":77},"end":{"line":230,"column":80},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8780¿UpdateExpression¿¿13063¿¿¿¿{"start":{"line":230,"column":77},"end":{"line":230,"column":80},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿UpdateExpression
8781¿Identifier¿¿13063¿i¿¿¿{"start":{"line":230,"column":77},"end":{"line":230,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8782¿ExpressionStatement¿¿13063¿¿¿¿{"start":{"line":230,"column":20},"end":{"line":233,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
8783¿AssignmentExpression¿=¿13063¿¿¿¿{"start":{"line":230,"column":20},"end":{"line":233,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿AssignmentExpression
8784¿Identifier¿¿13063¿v882¿¿¿{"start":{"line":230,"column":20},"end":{"line":233,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8785¿BinaryExpression¿<¿13063¿¿¿¿{"start":{"line":230,"column":66},"end":{"line":230,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿BinaryExpression
8786¿Identifier¿¿13063¿i¿¿¿{"start":{"line":230,"column":66},"end":{"line":230,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8787¿Identifier¿¿13063¿count¿¿¿{"start":{"line":230,"column":70},"end":{"line":230,"column":75},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8788¿BlockStatement¿¿13063¿¿¿¿¿¿BlockStatement
8789¿BlockStatement¿¿13063¿¿¿¿{"start":{"line":229,"column":63},"end":{"line":234,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿BlockStatement
8790¿VariableDeclarator¿¿13063¿v888¿¿¿{"start":{"line":235,"column":16},"end":{"line":235,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8791¿CallExpression¿¿13063¿¿¿¿{"start":{"line":235,"column":16},"end":{"line":235,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿CallExpression
8792¿MemberExpression¿¿13063¿¿¿¿{"start":{"line":235,"column":16},"end":{"line":235,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
8793¿ThisExpression¿¿13063¿¿¿¿{"start":{"line":235,"column":16},"end":{"line":235,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
8794¿Identifier¿¿13063¿__constructorSource¿¿¿{"start":{"line":235,"column":21},"end":{"line":235,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8795¿Identifier¿¿13063¿p1¿¿¿{"start":{"line":235,"column":41},"end":{"line":235,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8796¿Identifier¿¿13063¿p2¿¿¿{"start":{"line":235,"column":45},"end":{"line":235,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8797¿Identifier¿¿13063¿p3¿¿¿{"start":{"line":235,"column":49},"end":{"line":235,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8798¿Identifier¿¿13063¿p4¿¿¿{"start":{"line":235,"column":53},"end":{"line":235,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8799¿Identifier¿¿13063¿p5¿¿¿{"start":{"line":235,"column":57},"end":{"line":235,"column":59},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8800¿ExpressionStatement¿¿13063¿¿¿¿{"start":{"line":235,"column":16},"end":{"line":235,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
8801¿Identifier¿¿13063¿v888¿¿¿¿¿Identifier
8802¿BlockStatement¿¿13063¿¿¿¿{"start":{"line":228,"column":66},"end":{"line":236,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿BlockStatement
8803¿ExpressionStatement¿¿13060¿¿¿¿{"start":{"line":228,"column":12},"end":{"line":236,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
8804¿AssignmentExpression¿=¿13060¿¿¿¿{"start":{"line":228,"column":12},"end":{"line":236,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿AssignmentExpression
8805¿MemberExpression¿¿13060¿¿¿¿{"start":{"line":228,"column":12},"end":{"line":228,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
8806¿Identifier¿¿13060¿classObj¿¿¿{"start":{"line":228,"column":12},"end":{"line":228,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8807¿Identifier¿¿13060¿__constructor¿¿¿{"start":{"line":228,"column":21},"end":{"line":228,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8808¿Identifier¿¿13060¿v889¿¿¿¿¿Identifier
8809¿VariableDeclarator¿¿13060¿v890¿¿¿{"start":{"line":237,"column":43},"end":{"line":237,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8810¿MemberExpression¿computed¿13060¿¿¿¿{"start":{"line":237,"column":43},"end":{"line":237,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
8811¿Identifier¿¿13060¿classObj¿¿¿{"start":{"line":237,"column":43},"end":{"line":237,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8812¿Identifier¿¿13060¿name¿¿¿{"start":{"line":237,"column":52},"end":{"line":237,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8813¿VariableDeclarator¿¿13060¿v891¿¿¿{"start":{"line":237,"column":61},"end":{"line":237,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8814¿MemberExpression¿¿13060¿¿¿¿{"start":{"line":237,"column":61},"end":{"line":237,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
8815¿ThisExpression¿¿13060¿¿¿¿{"start":{"line":237,"column":61},"end":{"line":237,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
8816¿Identifier¿¿13060¿noop¿¿¿{"start":{"line":237,"column":66},"end":{"line":237,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8817¿ExpressionStatement¿¿13060¿¿¿¿{"start":{"line":237,"column":12},"end":{"line":237,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
8818¿AssignmentExpression¿=¿13060¿¿¿¿{"start":{"line":237,"column":12},"end":{"line":237,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿AssignmentExpression
8819¿MemberExpression¿¿13060¿¿¿¿{"start":{"line":237,"column":12},"end":{"line":237,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
8820¿Identifier¿¿13060¿classObj¿¿¿{"start":{"line":237,"column":12},"end":{"line":237,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8821¿Identifier¿¿13060¿__constructorSource¿¿¿{"start":{"line":237,"column":21},"end":{"line":237,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8822¿LogicalExpression¿||¿13060¿¿¿¿{"start":{"line":237,"column":43},"end":{"line":237,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿LogicalExpression
8823¿Identifier¿¿13060¿v890¿¿¿¿¿Identifier
8824¿Identifier¿¿13060¿v891¿¿¿¿¿Identifier
8825¿VariableDeclarator¿¿13060¿v892¿¿¿{"start":{"line":238,"column":47},"end":{"line":238,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8826¿BinaryExpression¿+¿13060¿¿¿¿{"start":{"line":238,"column":47},"end":{"line":238,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿BinaryExpression
8827¿Literal¿string¿13060¿¿'$'¿¿{"start":{"line":238,"column":47},"end":{"line":238,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Literal
8828¿Identifier¿¿13060¿name¿¿¿{"start":{"line":238,"column":53},"end":{"line":238,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8829¿VariableDeclarator¿¿13060¿v893¿¿¿{"start":{"line":238,"column":38},"end":{"line":238,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8830¿MemberExpression¿computed¿13060¿¿¿¿{"start":{"line":238,"column":38},"end":{"line":238,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
8831¿Identifier¿¿13060¿classObj¿¿¿{"start":{"line":238,"column":38},"end":{"line":238,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8832¿Identifier¿¿13060¿v892¿¿¿¿¿Identifier
8833¿VariableDeclarator¿¿13060¿v894¿¿¿{"start":{"line":238,"column":62},"end":{"line":238,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8834¿MemberExpression¿¿13060¿¿¿¿{"start":{"line":238,"column":62},"end":{"line":238,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
8835¿ThisExpression¿¿13060¿¿¿¿{"start":{"line":238,"column":62},"end":{"line":238,"column":66},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
8836¿Identifier¿¿13060¿noop¿¿¿{"start":{"line":238,"column":67},"end":{"line":238,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8837¿ExpressionStatement¿¿13060¿¿¿¿{"start":{"line":238,"column":12},"end":{"line":238,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ExpressionStatement
8838¿AssignmentExpression¿=¿13060¿¿¿¿{"start":{"line":238,"column":12},"end":{"line":238,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿AssignmentExpression
8839¿MemberExpression¿¿13060¿¿¿¿{"start":{"line":238,"column":12},"end":{"line":238,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
8840¿Identifier¿¿13060¿classObj¿¿¿{"start":{"line":238,"column":12},"end":{"line":238,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8841¿Identifier¿¿13060¿__staticSource¿¿¿{"start":{"line":238,"column":21},"end":{"line":238,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8842¿LogicalExpression¿||¿13060¿¿¿¿{"start":{"line":238,"column":38},"end":{"line":238,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿LogicalExpression
8843¿Identifier¿¿13060¿v893¿¿¿¿¿Identifier
8844¿Identifier¿¿13060¿v894¿¿¿¿¿Identifier
8845¿VariableDeclarator¿¿13060¿v914¿¿¿{"start":{"line":239,"column":12},"end":{"line":251,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8846¿FunctionExpression¿¿13060¿anon¿¿¿{"start":{"line":239,"column":38},"end":{"line":251,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿FunctionExpression
8847¿VariableDeclarator¿¿13067¿needCloneKeyArray¿¿¿{"start":{"line":240,"column":20},"end":{"line":240,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8848¿ArrayExpression¿¿13067¿¿¿¿{"start":{"line":240,"column":40},"end":{"line":240,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ArrayExpression
8849¿VariableDeclarator¿¿13067¿key¿¿¿{"start":{"line":241,"column":25},"end":{"line":241,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8850¿ForInStatement¿¿13067¿¿¿¿{"start":{"line":241,"column":16},"end":{"line":248,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ForInStatement
8851¿Identifier¿¿13067¿key¿¿¿{"start":{"line":241,"column":25},"end":{"line":241,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8852¿ThisExpression¿¿13067¿¿¿¿{"start":{"line":241,"column":32},"end":{"line":241,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
8853¿VariableDeclarator¿¿13067¿v895¿¿¿{"start":{"line":242,"column":24},"end":{"line":242,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
8854¿CallExpression¿¿13067¿¿¿¿{"start":{"line":242,"column":24},"end":{"line":242,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿CallExpression
8855¿MemberExpression¿¿13067¿¿¿¿{"start":{"line":242,"column":24},"end":{"line":242,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿MemberExpression
8856¿ThisExpression¿¿13067¿¿¿¿{"start":{"line":242,"column":24},"end":{"line":242,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿ThisExpression
8857¿Identifier¿¿13067¿hasOwnProperty¿¿¿{"start":{"line":242,"column":29},"end":{"line":242,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8858¿Identifier¿¿13067¿key¿¿¿{"start":{"line":242,"column":44},"end":{"line":242,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿Identifier
8859¿IfStatement¿¿13067¿¿¿¿{"start":{"line":242,"column":20},"end":{"line":247,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿IfStatement
8860¿Identifier¿¿13067¿v895¿¿¿¿¿Identifier
8861¿VariableDeclarator¿¿13067¿item¿¿¿{"start":{"line":243,"column":28},"end":{"line":243,"column":44},"fname":"/datasets/secbench-dataset/CWE-471/node-oojs_1.4.0/src/oojs.js"}¿¿VariableDeclarator
