Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
661¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":83,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Program
790¿RestElement¿¿0¿¿¿¿{"start":{"line":36,"column":12},"end":{"line":36,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿RestElement
791¿Identifier¿¿0¿params¿¿¿{"start":{"line":36,"column":15},"end":{"line":36,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
792¿VariableDeclarator¿¿1141¿v71¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
793¿MemberExpression¿¿1141¿¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
794¿Identifier¿¿1141¿chalk¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
795¿Identifier¿¿1141¿yellow¿¿¿{"start":{"line":37,"column":22},"end":{"line":37,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
796¿VariableDeclarator¿¿1141¿v72¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
797¿CallExpression¿¿1141¿¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":59},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
798¿MemberExpression¿¿1141¿¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
799¿Identifier¿¿1141¿v71¿¿¿¿¿Identifier
800¿Identifier¿¿1141¿bold¿¿¿{"start":{"line":37,"column":29},"end":{"line":37,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
801¿Identifier¿¿1141¿CLI_ICON_WARN¿¿¿{"start":{"line":37,"column":34},"end":{"line":37,"column":47},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
802¿SpreadElement¿¿1141¿¿¿¿{"start":{"line":37,"column":49},"end":{"line":37,"column":58},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿SpreadElement
803¿VariableDeclarator¿¿1141¿v73¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":60},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
804¿CallExpression¿¿1141¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":60},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
805¿MemberExpression¿¿1141¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
806¿Identifier¿¿1141¿console¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
807¿Identifier¿¿1141¿log¿¿¿{"start":{"line":37,"column":12},"end":{"line":37,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
808¿Identifier¿¿1141¿v72¿¿¿¿¿Identifier
809¿ExpressionStatement¿¿1141¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":61},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
810¿Identifier¿¿1141¿v73¿¿¿¿¿Identifier
811¿ReturnStatement¿¿1141¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ReturnStatement
812¿Identifier¿¿1141¿params¿¿¿{"start":{"line":38,"column":11},"end":{"line":38,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
813¿BlockStatement¿¿1141¿¿¿¿{"start":{"line":36,"column":26},"end":{"line":39,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿BlockStatement
814¿VariableDeclarator¿¿1127¿v78¿¿¿{"start":{"line":40,"column":9},"end":{"line":43,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
815¿ArrowFunctionExpression¿¿1127¿¿¿¿{"start":{"line":40,"column":9},"end":{"line":43,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ArrowFunctionExpression
816¿RestElement¿¿0¿¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿RestElement
817¿Identifier¿¿0¿params¿¿¿{"start":{"line":40,"column":13},"end":{"line":40,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
818¿VariableDeclarator¿¿1143¿v75¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
819¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
820¿Identifier¿¿1143¿chalk¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
821¿Identifier¿¿1143¿red¿¿¿{"start":{"line":41,"column":22},"end":{"line":41,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
822¿VariableDeclarator¿¿1143¿v76¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
823¿CallExpression¿¿1143¿¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
824¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
825¿Identifier¿¿1143¿v75¿¿¿¿¿Identifier
826¿Identifier¿¿1143¿bold¿¿¿{"start":{"line":41,"column":26},"end":{"line":41,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
827¿Identifier¿¿1143¿CLI_ICON_FAIL¿¿¿{"start":{"line":41,"column":31},"end":{"line":41,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
828¿SpreadElement¿¿1143¿¿¿¿{"start":{"line":41,"column":46},"end":{"line":41,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿SpreadElement
829¿VariableDeclarator¿¿1143¿v77¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":57},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
830¿CallExpression¿¿1143¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":57},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
831¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
832¿Identifier¿¿1143¿console¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
833¿Identifier¿¿1143¿log¿¿¿{"start":{"line":41,"column":12},"end":{"line":41,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
834¿Identifier¿¿1143¿v76¿¿¿¿¿Identifier
835¿ExpressionStatement¿¿1143¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":58},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
836¿Identifier¿¿1143¿v77¿¿¿¿¿Identifier
837¿ReturnStatement¿¿1143¿¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ReturnStatement
838¿Identifier¿¿1143¿params¿¿¿{"start":{"line":42,"column":11},"end":{"line":42,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
839¿BlockStatement¿¿1143¿¿¿¿{"start":{"line":40,"column":24},"end":{"line":43,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿BlockStatement
840¿VariableDeclarator¿¿1127¿v97¿¿¿{"start":{"line":44,"column":9},"end":{"line":66,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
841¿ArrowFunctionExpression¿¿1127¿¿¿¿{"start":{"line":44,"column":9},"end":{"line":66,"column":3},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ArrowFunctionExpression
842¿Identifier¿¿0¿data¿¿¿{"start":{"line":44,"column":10},"end":{"line":44,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
843¿VariableDeclarator¿¿1145¿table¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
844¿VariableDeclarator¿¿1145¿head¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
845¿ArrayExpression¿¿1145¿¿¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ArrayExpression
846¿VariableDeclarator¿¿1145¿v79¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
847¿MemberExpression¿¿1145¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
848¿Identifier¿¿1145¿data¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
849¿Identifier¿¿1145¿length¿¿¿{"start":{"line":47,"column":13},"end":{"line":47,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
850¿VariableDeclarator¿¿1145¿v80¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
851¿BinaryExpression¿>¿1145¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿BinaryExpression
852¿Identifier¿¿1145¿v79¿¿¿¿¿Identifier
853¿Literal¿number¿1145¿¿0¿¿{"start":{"line":47,"column":22},"end":{"line":47,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Literal
854¿IfStatement¿¿1145¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":65,"column":5},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿IfStatement
855¿Identifier¿¿1145¿v80¿¿¿¿¿Identifier
856¿VariableDeclarator¿¿1145¿v81¿¿¿{"start":{"line":48,"column":24},"end":{"line":48,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
857¿MemberExpression¿computed¿1145¿¿¿¿{"start":{"line":48,"column":24},"end":{"line":48,"column":31},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
858¿Identifier¿¿1145¿data¿¿¿{"start":{"line":48,"column":24},"end":{"line":48,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
859¿Literal¿number¿1145¿¿0¿¿{"start":{"line":48,"column":29},"end":{"line":48,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Literal
860¿VariableDeclarator¿¿1145¿v82¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
861¿CallExpression¿¿1145¿¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
862¿MemberExpression¿¿1145¿¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
863¿Identifier¿¿1145¿Array¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":15},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
864¿Identifier¿¿1145¿isArray¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
865¿Identifier¿¿1145¿v81¿¿¿¿¿Identifier
866¿IfStatement¿¿1145¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":54,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿IfStatement
867¿Identifier¿¿1145¿v82¿¿¿¿¿Identifier
868¿ExpressionStatement¿¿1145¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
869¿AssignmentExpression¿=¿1145¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿AssignmentExpression
870¿Identifier¿¿1145¿header¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
871¿MemberExpression¿computed¿1145¿¿¿¿{"start":{"line":49,"column":17},"end":{"line":49,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
872¿Identifier¿¿1145¿data¿¿¿{"start":{"line":49,"column":17},"end":{"line":49,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
873¿Literal¿number¿1145¿¿0¿¿{"start":{"line":49,"column":22},"end":{"line":49,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Literal
874¿VariableDeclarator¿¿1145¿v83¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
875¿CallExpression¿¿1145¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
876¿MemberExpression¿¿1145¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
877¿Identifier¿¿1145¿data¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
878¿Identifier¿¿1145¿splice¿¿¿{"start":{"line":50,"column":13},"end":{"line":50,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
879¿Literal¿number¿1145¿¿0¿¿{"start":{"line":50,"column":20},"end":{"line":50,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Literal
880¿Literal¿number¿1145¿¿1¿¿{"start":{"line":50,"column":22},"end":{"line":50,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Literal
881¿ExpressionStatement¿¿1145¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
882¿Identifier¿¿1145¿v83¿¿¿¿¿Identifier
883¿BlockStatement¿¿1145¿¿¿¿{"start":{"line":48,"column":34},"end":{"line":51,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿BlockStatement
884¿VariableDeclarator¿¿1145¿v84¿¿¿{"start":{"line":53,"column":29},"end":{"line":53,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
885¿MemberExpression¿computed¿1145¿¿¿¿{"start":{"line":53,"column":29},"end":{"line":53,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
886¿Identifier¿¿1145¿data¿¿¿{"start":{"line":53,"column":29},"end":{"line":53,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
887¿Literal¿number¿1145¿¿0¿¿{"start":{"line":53,"column":34},"end":{"line":53,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Literal
888¿ExpressionStatement¿¿1145¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
889¿AssignmentExpression¿=¿1145¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿AssignmentExpression
890¿Identifier¿¿1145¿header¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":14},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
891¿CallExpression¿¿1145¿¿¿¿{"start":{"line":53,"column":17},"end":{"line":53,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
892¿MemberExpression¿¿1145¿¿¿¿{"start":{"line":53,"column":17},"end":{"line":53,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
893¿Identifier¿¿1145¿Object¿¿¿{"start":{"line":53,"column":17},"end":{"line":53,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
894¿Identifier¿¿1145¿keys¿¿¿{"start":{"line":53,"column":24},"end":{"line":53,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
895¿Identifier¿¿1145¿v84¿¿¿¿¿Identifier
896¿BlockStatement¿¿1145¿¿¿¿{"start":{"line":52,"column":11},"end":{"line":54,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿BlockStatement
897¿VariableDeclarator¿¿1145¿v87¿¿¿{"start":{"line":55,"column":26},"end":{"line":57,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
898¿FunctionExpression¿¿1145¿anon¿¿¿{"start":{"line":55,"column":26},"end":{"line":57,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿FunctionExpression
899¿Identifier¿¿0¿item¿¿¿{"start":{"line":55,"column":36},"end":{"line":55,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
900¿VariableDeclarator¿¿1148¿v85¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
901¿MemberExpression¿¿1148¿¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
902¿Identifier¿¿1148¿chalk¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":20},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
903¿Identifier¿¿1148¿cyan¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
904¿VariableDeclarator¿¿1148¿v86¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
905¿CallExpression¿¿1148¿¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
906¿MemberExpression¿¿1148¿¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
907¿Identifier¿¿1148¿v85¿¿¿¿¿Identifier
908¿Identifier¿¿1148¿bold¿¿¿{"start":{"line":56,"column":26},"end":{"line":56,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
909¿Identifier¿¿1148¿item¿¿¿{"start":{"line":56,"column":31},"end":{"line":56,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
910¿ReturnStatement¿¿1148¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ReturnStatement
911¿Identifier¿¿1148¿v86¿¿¿¿¿Identifier
912¿BlockStatement¿¿1148¿¿¿¿{"start":{"line":55,"column":41},"end":{"line":57,"column":7},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿BlockStatement
913¿ExpressionStatement¿¿1145¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":57,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ExpressionStatement
914¿AssignmentExpression¿=¿1145¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":57,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿AssignmentExpression
915¿Identifier¿¿1145¿header¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":12},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
916¿CallExpression¿¿1145¿¿¿¿{"start":{"line":55,"column":15},"end":{"line":57,"column":8},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿CallExpression
917¿MemberExpression¿¿1145¿¿¿¿{"start":{"line":55,"column":15},"end":{"line":55,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿MemberExpression
918¿Identifier¿¿1145¿header¿¿¿{"start":{"line":55,"column":15},"end":{"line":55,"column":21},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
919¿Identifier¿¿1145¿map¿¿¿{"start":{"line":55,"column":22},"end":{"line":55,"column":25},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Identifier
920¿Identifier¿¿1145¿v87¿¿¿¿¿Identifier
921¿VariableDeclarator¿¿1145¿v88¿¿¿{"start":{"line":58,"column":24},"end":{"line":58,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿VariableDeclarator
922¿ObjectExpression¿¿1145¿¿¿¿{"start":{"line":58,"column":24},"end":{"line":58,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿ObjectExpression
923¿Property¿¿1145¿¿¿¿{"start":{"line":58,"column":25},"end":{"line":58,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/cd-messenger_2.7.24/src/messenger-node.js"}¿¿Property
