Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2036¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":292,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Program
2448¿Identifier¿¿3591¿v274¿¿¿¿¿Identifier
2449¿ReturnStatement¿¿3591¿¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":125},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
2450¿Identifier¿¿3591¿v275¿¿¿¿¿Identifier
2451¿BlockStatement¿¿3591¿¿¿¿{"start":{"line":86,"column":43},"end":{"line":88,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2452¿VariableDeclarator¿¿3583¿getShallowProperty¿¿¿{"start":{"line":90,"column":4},"end":{"line":94,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2453¿FunctionExpression¿¿3583¿anon¿¿¿{"start":{"line":90,"column":4},"end":{"line":94,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿FunctionExpression
2454¿Identifier¿¿0¿obj¿¿¿{"start":{"line":90,"column":32},"end":{"line":90,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2455¿Identifier¿¿0¿prop¿¿¿{"start":{"line":90,"column":37},"end":{"line":90,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2456¿VariableDeclarator¿¿3593¿v276¿¿¿{"start":{"line":91,"column":10},"end":{"line":91,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2457¿CallExpression¿¿3593¿¿¿¿{"start":{"line":91,"column":10},"end":{"line":91,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
2458¿Identifier¿¿3593¿hasShallowProperty¿¿¿{"start":{"line":91,"column":10},"end":{"line":91,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2459¿Identifier¿¿3593¿obj¿¿¿{"start":{"line":91,"column":29},"end":{"line":91,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2460¿Identifier¿¿3593¿prop¿¿¿{"start":{"line":91,"column":34},"end":{"line":91,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2461¿IfStatement¿¿3593¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":93,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
2462¿Identifier¿¿3593¿v276¿¿¿¿¿Identifier
2463¿VariableDeclarator¿¿3593¿v277¿¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2464¿MemberExpression¿computed¿3593¿¿¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
2465¿Identifier¿¿3593¿obj¿¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2466¿Identifier¿¿3593¿prop¿¿¿{"start":{"line":92,"column":19},"end":{"line":92,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2467¿ReturnStatement¿¿3593¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
2468¿Identifier¿¿3593¿v277¿¿¿¿¿Identifier
2469¿BlockStatement¿¿3593¿¿¿¿{"start":{"line":91,"column":41},"end":{"line":93,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2470¿BlockStatement¿¿3593¿¿¿¿{"start":{"line":90,"column":43},"end":{"line":94,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2471¿VariableDeclarator¿¿3583¿set¿¿¿{"start":{"line":96,"column":4},"end":{"line":125,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2472¿FunctionExpression¿¿3583¿anon¿¿¿{"start":{"line":96,"column":4},"end":{"line":125,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿FunctionExpression
2473¿Identifier¿¿0¿obj¿¿¿{"start":{"line":96,"column":17},"end":{"line":96,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2474¿Identifier¿¿0¿path¿¿¿{"start":{"line":96,"column":22},"end":{"line":96,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2475¿Identifier¿¿0¿value¿¿¿{"start":{"line":96,"column":28},"end":{"line":96,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2476¿Identifier¿¿0¿doNotReplace¿¿¿{"start":{"line":96,"column":35},"end":{"line":96,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2477¿VariableDeclarator¿¿3596¿v278¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2478¿UnaryExpression¿typeof¿3596¿¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
2479¿Identifier¿¿3596¿path¿¿¿{"start":{"line":97,"column":17},"end":{"line":97,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2480¿VariableDeclarator¿¿3596¿v279¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2481¿BinaryExpression¿===¿3596¿¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BinaryExpression
2482¿Identifier¿¿3596¿v278¿¿¿¿¿Identifier
2483¿Literal¿string¿3596¿¿'number'¿¿{"start":{"line":97,"column":26},"end":{"line":97,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2484¿IfStatement¿¿3596¿¿¿¿{"start":{"line":97,"column":6},"end":{"line":99,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
2485¿Identifier¿¿3596¿v279¿¿¿¿¿Identifier
2486¿ExpressionStatement¿¿3596¿¿¿¿{"start":{"line":98,"column":8},"end":{"line":98,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ExpressionStatement
2487¿AssignmentExpression¿=¿3596¿¿¿¿{"start":{"line":98,"column":8},"end":{"line":98,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿AssignmentExpression
2488¿Identifier¿¿3596¿path¿¿¿{"start":{"line":98,"column":8},"end":{"line":98,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2489¿ArrayExpression¿¿3596¿¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ArrayExpression
2490¿Identifier¿¿3596¿path¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2491¿BlockStatement¿¿3596¿¿¿¿{"start":{"line":97,"column":36},"end":{"line":99,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2492¿VariableDeclarator¿¿3596¿v280¿¿¿{"start":{"line":100,"column":10},"end":{"line":100,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2493¿UnaryExpression¿!¿3596¿¿¿¿{"start":{"line":100,"column":10},"end":{"line":100,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
2494¿Identifier¿¿3596¿path¿¿¿{"start":{"line":100,"column":11},"end":{"line":100,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2495¿VariableDeclarator¿¿3596¿v281¿¿¿{"start":{"line":100,"column":19},"end":{"line":100,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2496¿MemberExpression¿¿3596¿¿¿¿{"start":{"line":100,"column":19},"end":{"line":100,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
2497¿Identifier¿¿3596¿path¿¿¿{"start":{"line":100,"column":19},"end":{"line":100,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2498¿Identifier¿¿3596¿length¿¿¿{"start":{"line":100,"column":24},"end":{"line":100,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2499¿VariableDeclarator¿¿3596¿v282¿¿¿{"start":{"line":100,"column":19},"end":{"line":100,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2500¿BinaryExpression¿===¿3596¿¿¿¿{"start":{"line":100,"column":19},"end":{"line":100,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BinaryExpression
2501¿Identifier¿¿3596¿v281¿¿¿¿¿Identifier
2502¿Literal¿number¿3596¿¿0¿¿{"start":{"line":100,"column":35},"end":{"line":100,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2503¿VariableDeclarator¿¿3596¿v283¿¿¿{"start":{"line":100,"column":10},"end":{"line":100,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2504¿LogicalExpression¿||¿3596¿¿¿¿{"start":{"line":100,"column":10},"end":{"line":100,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿LogicalExpression
2505¿Identifier¿¿3596¿v280¿¿¿¿¿Identifier
2506¿Identifier¿¿3596¿v282¿¿¿¿¿Identifier
2507¿IfStatement¿¿3596¿¿¿¿{"start":{"line":100,"column":6},"end":{"line":102,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
2508¿Identifier¿¿3596¿v283¿¿¿¿¿Identifier
2509¿ReturnStatement¿¿3596¿¿¿¿{"start":{"line":101,"column":8},"end":{"line":101,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
2510¿Identifier¿¿3596¿obj¿¿¿{"start":{"line":101,"column":15},"end":{"line":101,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2511¿BlockStatement¿¿3596¿¿¿¿{"start":{"line":100,"column":38},"end":{"line":102,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2512¿VariableDeclarator¿¿3596¿v284¿¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2513¿UnaryExpression¿typeof¿3596¿¿¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
2514¿Identifier¿¿3596¿path¿¿¿{"start":{"line":103,"column":17},"end":{"line":103,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2515¿VariableDeclarator¿¿3596¿v285¿¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2516¿BinaryExpression¿===¿3596¿¿¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BinaryExpression
2517¿Identifier¿¿3596¿v284¿¿¿¿¿Identifier
2518¿Literal¿string¿3596¿¿'string'¿¿{"start":{"line":103,"column":26},"end":{"line":103,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2519¿IfStatement¿¿3596¿¿¿¿{"start":{"line":103,"column":6},"end":{"line":105,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
2520¿Identifier¿¿3596¿v285¿¿¿¿¿Identifier
2521¿VariableDeclarator¿¿3596¿v286¿¿¿{"start":{"line":104,"column":24},"end":{"line":104,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2522¿CallExpression¿¿3596¿¿¿¿{"start":{"line":104,"column":24},"end":{"line":104,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
2523¿MemberExpression¿¿3596¿¿¿¿{"start":{"line":104,"column":24},"end":{"line":104,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
2524¿Identifier¿¿3596¿path¿¿¿{"start":{"line":104,"column":24},"end":{"line":104,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2525¿Identifier¿¿3596¿split¿¿¿{"start":{"line":104,"column":29},"end":{"line":104,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2526¿Literal¿string¿3596¿¿'.'¿¿{"start":{"line":104,"column":35},"end":{"line":104,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2527¿VariableDeclarator¿¿3596¿v287¿¿¿{"start":{"line":104,"column":24},"end":{"line":104,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2528¿CallExpression¿¿3596¿¿¿¿{"start":{"line":104,"column":24},"end":{"line":104,"column":51},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
2529¿MemberExpression¿¿3596¿¿¿¿{"start":{"line":104,"column":24},"end":{"line":104,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
2530¿Identifier¿¿3596¿v286¿¿¿¿¿Identifier
2531¿Identifier¿¿3596¿map¿¿¿{"start":{"line":104,"column":40},"end":{"line":104,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2532¿Identifier¿¿3596¿getKey¿¿¿{"start":{"line":104,"column":44},"end":{"line":104,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2533¿VariableDeclarator¿¿3596¿v288¿¿¿{"start":{"line":104,"column":15},"end":{"line":104,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2534¿CallExpression¿¿3596¿¿¿¿{"start":{"line":104,"column":15},"end":{"line":104,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
2535¿Identifier¿¿3596¿set¿¿¿{"start":{"line":104,"column":15},"end":{"line":104,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2536¿Identifier¿¿3596¿obj¿¿¿{"start":{"line":104,"column":19},"end":{"line":104,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2537¿Identifier¿¿3596¿v287¿¿¿¿¿Identifier
2538¿Identifier¿¿3596¿value¿¿¿{"start":{"line":104,"column":53},"end":{"line":104,"column":58},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2539¿Identifier¿¿3596¿doNotReplace¿¿¿{"start":{"line":104,"column":60},"end":{"line":104,"column":72},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2540¿ReturnStatement¿¿3596¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":74},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
2541¿Identifier¿¿3596¿v288¿¿¿¿¿Identifier
2542¿BlockStatement¿¿3596¿¿¿¿{"start":{"line":103,"column":36},"end":{"line":105,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2543¿VariableDeclarator¿¿3596¿currentPath¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2544¿MemberExpression¿computed¿3596¿¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
2545¿Identifier¿¿3596¿path¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2546¿Literal¿number¿3596¿¿0¿¿{"start":{"line":106,"column":29},"end":{"line":106,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2547¿VariableDeclarator¿¿3596¿currentValue¿¿¿{"start":{"line":107,"column":10},"end":{"line":107,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2548¿CallExpression¿¿3596¿¿¿¿{"start":{"line":107,"column":25},"end":{"line":107,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿CallExpression
2549¿Identifier¿¿3596¿getShallowProperty¿¿¿{"start":{"line":107,"column":25},"end":{"line":107,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2550¿Identifier¿¿3596¿obj¿¿¿{"start":{"line":107,"column":44},"end":{"line":107,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2551¿Identifier¿¿3596¿currentPath¿¿¿{"start":{"line":107,"column":49},"end":{"line":107,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2552¿VariableDeclarator¿¿3596¿v289¿¿¿{"start":{"line":108,"column":10},"end":{"line":108,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2553¿MemberExpression¿¿3596¿¿¿¿{"start":{"line":108,"column":10},"end":{"line":108,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
2554¿Identifier¿¿3596¿path¿¿¿{"start":{"line":108,"column":10},"end":{"line":108,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2555¿Identifier¿¿3596¿length¿¿¿{"start":{"line":108,"column":15},"end":{"line":108,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2556¿VariableDeclarator¿¿3596¿v290¿¿¿{"start":{"line":108,"column":10},"end":{"line":108,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2557¿BinaryExpression¿===¿3596¿¿¿¿{"start":{"line":108,"column":10},"end":{"line":108,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BinaryExpression
2558¿Identifier¿¿3596¿v289¿¿¿¿¿Identifier
2559¿Literal¿number¿3596¿¿1¿¿{"start":{"line":108,"column":26},"end":{"line":108,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2560¿IfStatement¿¿3596¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":113,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
2561¿Identifier¿¿3596¿v290¿¿¿¿¿Identifier
2562¿VariableDeclarator¿¿3596¿v291¿¿¿{"start":{"line":109,"column":29},"end":{"line":109,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2563¿UnaryExpression¿void¿3596¿¿¿¿{"start":{"line":109,"column":29},"end":{"line":109,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
2564¿Literal¿number¿3596¿¿0¿¿{"start":{"line":109,"column":34},"end":{"line":109,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2565¿VariableDeclarator¿¿3596¿v292¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2566¿BinaryExpression¿===¿3596¿¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BinaryExpression
2567¿Identifier¿¿3596¿currentValue¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2568¿Identifier¿¿3596¿v291¿¿¿¿¿Identifier
2569¿VariableDeclarator¿¿3596¿v293¿¿¿{"start":{"line":109,"column":39},"end":{"line":109,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2570¿UnaryExpression¿!¿3596¿¿¿¿{"start":{"line":109,"column":39},"end":{"line":109,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
2571¿Identifier¿¿3596¿doNotReplace¿¿¿{"start":{"line":109,"column":40},"end":{"line":109,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2572¿VariableDeclarator¿¿3596¿v294¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2573¿LogicalExpression¿||¿3596¿¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿LogicalExpression
2574¿Identifier¿¿3596¿v292¿¿¿¿¿Identifier
2575¿Identifier¿¿3596¿v293¿¿¿¿¿Identifier
2576¿IfStatement¿¿3596¿¿¿¿{"start":{"line":109,"column":8},"end":{"line":111,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿IfStatement
2577¿Identifier¿¿3596¿v294¿¿¿¿¿Identifier
2578¿ExpressionStatement¿¿3596¿¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ExpressionStatement
2579¿AssignmentExpression¿=¿3596¿¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿AssignmentExpression
2580¿MemberExpression¿computed¿3596¿¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿MemberExpression
2581¿Identifier¿¿3596¿obj¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2582¿Identifier¿¿3596¿currentPath¿¿¿{"start":{"line":110,"column":14},"end":{"line":110,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2583¿Identifier¿¿3596¿value¿¿¿{"start":{"line":110,"column":29},"end":{"line":110,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2584¿BlockStatement¿¿3596¿¿¿¿{"start":{"line":109,"column":54},"end":{"line":111,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2585¿ReturnStatement¿¿3596¿¿¿¿{"start":{"line":112,"column":8},"end":{"line":112,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿ReturnStatement
2586¿Identifier¿¿3596¿currentValue¿¿¿{"start":{"line":112,"column":15},"end":{"line":112,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Identifier
2587¿BlockStatement¿¿3596¿¿¿¿{"start":{"line":108,"column":29},"end":{"line":113,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿BlockStatement
2588¿VariableDeclarator¿¿3596¿v295¿¿¿{"start":{"line":115,"column":27},"end":{"line":115,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
2589¿UnaryExpression¿void¿3596¿¿¿¿{"start":{"line":115,"column":27},"end":{"line":115,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿UnaryExpression
2590¿Literal¿number¿3596¿¿0¿¿{"start":{"line":115,"column":32},"end":{"line":115,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿Literal
2591¿VariableDeclarator¿¿3596¿v296¿¿¿{"start":{"line":115,"column":10},"end":{"line":115,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/object-path_0.11.4/src/index.js"}¿¿VariableDeclarator
