Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
652¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":135,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Program
777¿Literal¿string¿1133¿¿'.xml'¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
778¿Literal¿string¿1133¿¿'text/xml'¿¿{"start":{"line":29,"column":10},"end":{"line":29,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
779¿VariableDeclarator¿¿1133¿DEFAULT_MIME_TYPE¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
780¿Literal¿string¿1133¿¿'text/plain'¿¿{"start":{"line":37,"column":26},"end":{"line":37,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
781¿VariableDeclarator¿¿1133¿DEFAULT_OPTIONS¿¿¿{"start":{"line":44,"column":6},"end":{"line":48,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
782¿ObjectExpression¿¿1133¿¿¿¿¿¿ObjectExpression
783¿ExpressionStatement¿¿1133¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":48,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ExpressionStatement
784¿AssignmentExpression¿=¿1133¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":48,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿AssignmentExpression
785¿MemberExpression¿¿1133¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":48,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
786¿Identifier¿¿1133¿DEFAULT_OPTIONS¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
787¿Identifier¿¿1133¿defaultFile¿¿¿{"start":{"line":45,"column":2},"end":{"line":45,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
788¿Literal¿string¿1133¿¿'index.html'¿¿{"start":{"line":45,"column":15},"end":{"line":45,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
789¿ExpressionStatement¿¿1133¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":48,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ExpressionStatement
790¿AssignmentExpression¿=¿1133¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":48,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿AssignmentExpression
791¿MemberExpression¿¿1133¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":48,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
792¿Identifier¿¿1133¿DEFAULT_OPTIONS¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
793¿Identifier¿¿1133¿port¿¿¿{"start":{"line":46,"column":2},"end":{"line":46,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
794¿Literal¿number¿1133¿¿9000¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
795¿ExpressionStatement¿¿1133¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":48,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ExpressionStatement
796¿AssignmentExpression¿=¿1133¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":48,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿AssignmentExpression
797¿MemberExpression¿¿1133¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":48,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
798¿Identifier¿¿1133¿DEFAULT_OPTIONS¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
799¿Identifier¿¿1133¿staticPath¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
800¿Literal¿string¿1133¿¿'./'¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
801¿VariableDeclarator¿¿1133¿UNKNOWN_METHOD_RESPONSE_HEADERS¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
802¿ObjectExpression¿¿1133¿¿¿¿¿¿ObjectExpression
803¿ExpressionStatement¿¿1133¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ExpressionStatement
804¿AssignmentExpression¿=¿1133¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿AssignmentExpression
805¿MemberExpression¿¿1133¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
806¿Identifier¿¿1133¿UNKNOWN_METHOD_RESPONSE_HEADERS¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
807¿Identifier¿¿1133¿Allow¿¿¿{"start":{"line":55,"column":42},"end":{"line":55,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
808¿Literal¿string¿1133¿¿'GET, HEAD'¿¿{"start":{"line":55,"column":49},"end":{"line":55,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
809¿ExpressionStatement¿¿1133¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ExpressionStatement
810¿AssignmentExpression¿=¿1133¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿AssignmentExpression
811¿MemberExpression¿computed¿1133¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":83},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
812¿Identifier¿¿1133¿UNKNOWN_METHOD_RESPONSE_HEADERS¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
813¿Literal¿string¿1133¿¿'Content-Length'¿¿{"start":{"line":55,"column":62},"end":{"line":55,"column":78},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
814¿Literal¿number¿1133¿¿0¿¿{"start":{"line":55,"column":80},"end":{"line":55,"column":81},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
815¿VariableDeclarator¿¿1133¿respond¿¿¿{"start":{"line":65,"column":6},"end":{"line":73,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
816¿ArrowFunctionExpression¿¿1133¿¿¿¿{"start":{"line":65,"column":16},"end":{"line":73,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ArrowFunctionExpression
817¿Identifier¿¿0¿res¿¿¿{"start":{"line":65,"column":17},"end":{"line":65,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
818¿Identifier¿¿0¿code¿¿¿{"start":{"line":65,"column":22},"end":{"line":65,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
819¿Identifier¿¿0¿headers¿¿¿{"start":{"line":65,"column":28},"end":{"line":65,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
820¿Identifier¿¿0¿data¿¿¿{"start":{"line":65,"column":37},"end":{"line":65,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
821¿VariableDeclarator¿¿1135¿v44¿¿¿{"start":{"line":66,"column":31},"end":{"line":66,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
822¿MemberExpression¿¿1135¿¿¿¿{"start":{"line":66,"column":31},"end":{"line":66,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
823¿Identifier¿¿1135¿http¿¿¿{"start":{"line":66,"column":31},"end":{"line":66,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
824¿Identifier¿¿1135¿STATUS_CODES¿¿¿{"start":{"line":66,"column":36},"end":{"line":66,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
825¿VariableDeclarator¿¿1135¿v45¿¿¿{"start":{"line":66,"column":31},"end":{"line":66,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
826¿MemberExpression¿computed¿1135¿¿¿¿{"start":{"line":66,"column":31},"end":{"line":66,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
827¿Identifier¿¿1135¿v44¿¿¿¿¿Identifier
828¿Identifier¿¿1135¿code¿¿¿{"start":{"line":66,"column":49},"end":{"line":66,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
829¿VariableDeclarator¿¿1135¿v46¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
830¿CallExpression¿¿1135¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
831¿MemberExpression¿¿1135¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
832¿Identifier¿¿1135¿res¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
833¿Identifier¿¿1135¿writeHead¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
834¿Identifier¿¿1135¿code¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
835¿Identifier¿¿1135¿headers¿¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
836¿Identifier¿¿1135¿v45¿¿¿¿¿Identifier
837¿ExpressionStatement¿¿1135¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ExpressionStatement
838¿Identifier¿¿1135¿v46¿¿¿¿¿Identifier
839¿VariableDeclarator¿¿1135¿v47¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
840¿UnaryExpression¿typeof¿1135¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿UnaryExpression
841¿Identifier¿¿1135¿data¿¿¿{"start":{"line":68,"column":13},"end":{"line":68,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
842¿VariableDeclarator¿¿1135¿v48¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
843¿BinaryExpression¿!==¿1135¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿BinaryExpression
844¿Identifier¿¿1135¿v47¿¿¿¿¿Identifier
845¿Literal¿string¿1135¿¿'undefined'¿¿{"start":{"line":68,"column":22},"end":{"line":68,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Literal
846¿IfStatement¿¿1135¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":70,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿IfStatement
847¿Identifier¿¿1135¿v48¿¿¿¿¿Identifier
848¿VariableDeclarator¿¿1135¿v49¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
849¿CallExpression¿¿1135¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
850¿MemberExpression¿¿1135¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
851¿Identifier¿¿1135¿res¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
852¿Identifier¿¿1135¿write¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
853¿Identifier¿¿1135¿data¿¿¿{"start":{"line":69,"column":14},"end":{"line":69,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
854¿ExpressionStatement¿¿1135¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ExpressionStatement
855¿Identifier¿¿1135¿v49¿¿¿¿¿Identifier
856¿BlockStatement¿¿1135¿¿¿¿{"start":{"line":68,"column":35},"end":{"line":70,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿BlockStatement
857¿VariableDeclarator¿¿1135¿v50¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
858¿CallExpression¿¿1135¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
859¿MemberExpression¿¿1135¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
860¿Identifier¿¿1135¿res¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
861¿Identifier¿¿1135¿end¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
862¿ExpressionStatement¿¿1135¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ExpressionStatement
863¿Identifier¿¿1135¿v50¿¿¿¿¿Identifier
864¿BlockStatement¿¿1135¿¿¿¿{"start":{"line":65,"column":46},"end":{"line":73,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿BlockStatement
865¿VariableDeclarator¿¿1133¿getMimeType¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":84},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
866¿ArrowFunctionExpression¿¿1133¿¿¿¿{"start":{"line":81,"column":20},"end":{"line":81,"column":84},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ArrowFunctionExpression
867¿Identifier¿¿0¿url¿¿¿{"start":{"line":81,"column":21},"end":{"line":81,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
868¿VariableDeclarator¿¿1138¿v51¿¿¿{"start":{"line":81,"column":43},"end":{"line":81,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
869¿CallExpression¿¿1138¿¿¿¿{"start":{"line":81,"column":43},"end":{"line":81,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
870¿MemberExpression¿¿1138¿¿¿¿{"start":{"line":81,"column":43},"end":{"line":81,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
871¿Identifier¿¿1138¿path¿¿¿{"start":{"line":81,"column":43},"end":{"line":81,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
872¿Identifier¿¿1138¿parse¿¿¿{"start":{"line":81,"column":48},"end":{"line":81,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
873¿Identifier¿¿1138¿url¿¿¿{"start":{"line":81,"column":54},"end":{"line":81,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
874¿VariableDeclarator¿¿1138¿v52¿¿¿{"start":{"line":81,"column":43},"end":{"line":81,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
875¿MemberExpression¿¿1138¿¿¿¿{"start":{"line":81,"column":43},"end":{"line":81,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
876¿Identifier¿¿1138¿v51¿¿¿¿¿Identifier
877¿Identifier¿¿1138¿ext¿¿¿{"start":{"line":81,"column":59},"end":{"line":81,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
878¿VariableDeclarator¿¿1138¿v53¿¿¿{"start":{"line":81,"column":29},"end":{"line":81,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
879¿MemberExpression¿computed¿1138¿¿¿¿{"start":{"line":81,"column":29},"end":{"line":81,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
880¿Identifier¿¿1138¿MIME_TYPE_MAP¿¿¿{"start":{"line":81,"column":29},"end":{"line":81,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
881¿Identifier¿¿1138¿v52¿¿¿¿¿Identifier
882¿VariableDeclarator¿¿1138¿v54¿¿¿{"start":{"line":81,"column":29},"end":{"line":81,"column":84},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
883¿LogicalExpression¿||¿1138¿¿¿¿{"start":{"line":81,"column":29},"end":{"line":81,"column":84},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿LogicalExpression
884¿Identifier¿¿1138¿v53¿¿¿¿¿Identifier
885¿Identifier¿¿1138¿DEFAULT_MIME_TYPE¿¿¿{"start":{"line":81,"column":67},"end":{"line":81,"column":84},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
886¿ReturnStatement¿¿1138¿¿¿¿¿¿ReturnStatement
887¿Identifier¿¿1138¿v54¿¿¿¿¿Identifier
888¿BlockStatement¿¿1138¿¿¿¿¿¿BlockStatement
889¿VariableDeclarator¿¿1133¿getIsDirectory¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
890¿ArrowFunctionExpression¿¿1133¿¿¿¿{"start":{"line":89,"column":23},"end":{"line":89,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ArrowFunctionExpression
891¿Identifier¿¿0¿url¿¿¿{"start":{"line":89,"column":24},"end":{"line":89,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
892¿VariableDeclarator¿¿1140¿v55¿¿¿{"start":{"line":89,"column":32},"end":{"line":89,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
893¿CallExpression¿¿1140¿¿¿¿{"start":{"line":89,"column":32},"end":{"line":89,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
894¿MemberExpression¿¿1140¿¿¿¿{"start":{"line":89,"column":32},"end":{"line":89,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
895¿Identifier¿¿1140¿fs¿¿¿{"start":{"line":89,"column":32},"end":{"line":89,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
896¿Identifier¿¿1140¿statSync¿¿¿{"start":{"line":89,"column":35},"end":{"line":89,"column":43},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
897¿Identifier¿¿1140¿url¿¿¿{"start":{"line":89,"column":44},"end":{"line":89,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
898¿VariableDeclarator¿¿1140¿v56¿¿¿{"start":{"line":89,"column":32},"end":{"line":89,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
899¿CallExpression¿¿1140¿¿¿¿{"start":{"line":89,"column":32},"end":{"line":89,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
900¿MemberExpression¿¿1140¿¿¿¿{"start":{"line":89,"column":32},"end":{"line":89,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
901¿Identifier¿¿1140¿v55¿¿¿¿¿Identifier
902¿Identifier¿¿1140¿isDirectory¿¿¿{"start":{"line":89,"column":49},"end":{"line":89,"column":60},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
903¿ReturnStatement¿¿1140¿¿¿¿¿¿ReturnStatement
904¿Identifier¿¿1140¿v56¿¿¿¿¿Identifier
905¿BlockStatement¿¿1140¿¿¿¿¿¿BlockStatement
906¿VariableDeclarator¿¿1133¿createServer¿¿¿{"start":{"line":96,"column":6},"end":{"line":133,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
907¿ArrowFunctionExpression¿¿1133¿¿¿¿{"start":{"line":96,"column":21},"end":{"line":133,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿ArrowFunctionExpression
908¿Identifier¿¿0¿customOptions¿¿¿{"start":{"line":96,"column":22},"end":{"line":96,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
909¿VariableDeclarator¿¿1142¿options¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿VariableDeclarator
910¿CallExpression¿¿1142¿¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿CallExpression
911¿MemberExpression¿¿1142¿¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿MemberExpression
912¿Identifier¿¿1142¿Object¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
913¿Identifier¿¿1142¿assign¿¿¿{"start":{"line":97,"column":25},"end":{"line":97,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
914¿Identifier¿¿1142¿DEFAULT_OPTIONS¿¿¿{"start":{"line":97,"column":32},"end":{"line":97,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
915¿Identifier¿¿1142¿customOptions¿¿¿{"start":{"line":97,"column":49},"end":{"line":97,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/pico-static-server_2.3.4/src/index.js"}¿¿Identifier
