Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6996¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":848,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Program
7682¿IfStatement¿¿12272¿¿¿¿{"start":{"line":173,"column":4},"end":{"line":181,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿IfStatement
7683¿Identifier¿¿12272¿v768¿¿¿¿¿Identifier
7684¿VariableDeclarator¿¿12272¿v769¿¿¿{"start":{"line":174,"column":9},"end":{"line":174,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7685¿MemberExpression¿computed¿12272¿¿¿¿{"start":{"line":174,"column":9},"end":{"line":174,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7686¿Identifier¿¿12272¿options¿¿¿{"start":{"line":174,"column":9},"end":{"line":174,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7687¿Identifier¿¿12272¿key¿¿¿{"start":{"line":174,"column":17},"end":{"line":174,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7688¿VariableDeclarator¿¿12272¿v770¿¿¿{"start":{"line":174,"column":9},"end":{"line":174,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7689¿BinaryExpression¿==¿12272¿¿¿¿{"start":{"line":174,"column":9},"end":{"line":174,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7690¿Identifier¿¿12272¿v769¿¿¿¿¿Identifier
7691¿Literal¿boolean¿12272¿¿true¿¿{"start":{"line":174,"column":25},"end":{"line":174,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7692¿VariableDeclarator¿¿12272¿v771¿¿¿{"start":{"line":174,"column":33},"end":{"line":174,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7693¿MemberExpression¿computed¿12272¿¿¿¿{"start":{"line":174,"column":33},"end":{"line":174,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7694¿Identifier¿¿12272¿options¿¿¿{"start":{"line":174,"column":33},"end":{"line":174,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7695¿Identifier¿¿12272¿key¿¿¿{"start":{"line":174,"column":41},"end":{"line":174,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7696¿VariableDeclarator¿¿12272¿v772¿¿¿{"start":{"line":174,"column":33},"end":{"line":174,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7697¿MemberExpression¿¿12272¿¿¿¿{"start":{"line":174,"column":33},"end":{"line":174,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7698¿Identifier¿¿12272¿v771¿¿¿¿¿Identifier
7699¿Identifier¿¿12272¿constructor¿¿¿{"start":{"line":174,"column":46},"end":{"line":174,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7700¿VariableDeclarator¿¿12272¿v773¿¿¿{"start":{"line":174,"column":33},"end":{"line":174,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7701¿BinaryExpression¿==¿12272¿¿¿¿{"start":{"line":174,"column":33},"end":{"line":174,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7702¿Identifier¿¿12272¿v772¿¿¿¿¿Identifier
7703¿Identifier¿¿12272¿Boolean¿¿¿{"start":{"line":174,"column":61},"end":{"line":174,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7704¿VariableDeclarator¿¿12272¿v774¿¿¿{"start":{"line":174,"column":9},"end":{"line":174,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7705¿LogicalExpression¿&&¿12272¿¿¿¿{"start":{"line":174,"column":9},"end":{"line":174,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿LogicalExpression
7706¿Identifier¿¿12272¿v770¿¿¿¿¿Identifier
7707¿Identifier¿¿12272¿v773¿¿¿¿¿Identifier
7708¿IfStatement¿¿12272¿¿¿¿{"start":{"line":174,"column":6},"end":{"line":176,"column":98},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿IfStatement
7709¿Identifier¿¿12272¿v774¿¿¿¿¿Identifier
7710¿VariableDeclarator¿¿12272¿v775¿¿¿{"start":{"line":174,"column":82},"end":{"line":174,"column":91},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7711¿BinaryExpression¿+¿12272¿¿¿¿{"start":{"line":174,"column":82},"end":{"line":174,"column":91},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7712¿Literal¿string¿12272¿¿'-'¿¿{"start":{"line":174,"column":82},"end":{"line":174,"column":85},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7713¿Identifier¿¿12272¿key¿¿¿{"start":{"line":174,"column":88},"end":{"line":174,"column":91},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7714¿VariableDeclarator¿¿12272¿v776¿¿¿{"start":{"line":174,"column":72},"end":{"line":174,"column":92},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7715¿CallExpression¿¿12272¿¿¿¿{"start":{"line":174,"column":72},"end":{"line":174,"column":92},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7716¿MemberExpression¿¿12272¿¿¿¿{"start":{"line":174,"column":72},"end":{"line":174,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7717¿Identifier¿¿12272¿args¿¿¿{"start":{"line":174,"column":72},"end":{"line":174,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7718¿Identifier¿¿12272¿push¿¿¿{"start":{"line":174,"column":77},"end":{"line":174,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7719¿Identifier¿¿12272¿v775¿¿¿¿¿Identifier
7720¿ExpressionStatement¿¿12272¿¿¿¿{"start":{"line":174,"column":72},"end":{"line":174,"column":93},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
7721¿Identifier¿¿12272¿v776¿¿¿¿¿Identifier
7722¿BlockStatement¿¿12272¿¿¿¿{"start":{"line":174,"column":70},"end":{"line":175,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
7723¿VariableDeclarator¿¿12272¿v777¿¿¿{"start":{"line":175,"column":16},"end":{"line":175,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7724¿MemberExpression¿computed¿12272¿¿¿¿{"start":{"line":175,"column":16},"end":{"line":175,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7725¿Identifier¿¿12272¿options¿¿¿{"start":{"line":175,"column":16},"end":{"line":175,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7726¿Identifier¿¿12272¿key¿¿¿{"start":{"line":175,"column":24},"end":{"line":175,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7727¿VariableDeclarator¿¿12272¿v778¿¿¿{"start":{"line":175,"column":16},"end":{"line":175,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7728¿BinaryExpression¿==¿12272¿¿¿¿{"start":{"line":175,"column":16},"end":{"line":175,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7729¿Identifier¿¿12272¿v777¿¿¿¿¿Identifier
7730¿Literal¿boolean¿12272¿¿false¿¿{"start":{"line":175,"column":32},"end":{"line":175,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7731¿VariableDeclarator¿¿12272¿v779¿¿¿{"start":{"line":175,"column":41},"end":{"line":175,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7732¿MemberExpression¿computed¿12272¿¿¿¿{"start":{"line":175,"column":41},"end":{"line":175,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7733¿Identifier¿¿12272¿options¿¿¿{"start":{"line":175,"column":41},"end":{"line":175,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7734¿Identifier¿¿12272¿key¿¿¿{"start":{"line":175,"column":49},"end":{"line":175,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7735¿VariableDeclarator¿¿12272¿v780¿¿¿{"start":{"line":175,"column":41},"end":{"line":175,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7736¿MemberExpression¿¿12272¿¿¿¿{"start":{"line":175,"column":41},"end":{"line":175,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7737¿Identifier¿¿12272¿v779¿¿¿¿¿Identifier
7738¿Identifier¿¿12272¿constructor¿¿¿{"start":{"line":175,"column":54},"end":{"line":175,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7739¿VariableDeclarator¿¿12272¿v781¿¿¿{"start":{"line":175,"column":41},"end":{"line":175,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7740¿BinaryExpression¿==¿12272¿¿¿¿{"start":{"line":175,"column":41},"end":{"line":175,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7741¿Identifier¿¿12272¿v780¿¿¿¿¿Identifier
7742¿Identifier¿¿12272¿Boolean¿¿¿{"start":{"line":175,"column":69},"end":{"line":175,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7743¿VariableDeclarator¿¿12272¿v782¿¿¿{"start":{"line":175,"column":16},"end":{"line":175,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7744¿LogicalExpression¿&&¿12272¿¿¿¿{"start":{"line":175,"column":16},"end":{"line":175,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿LogicalExpression
7745¿Identifier¿¿12272¿v778¿¿¿¿¿Identifier
7746¿Identifier¿¿12272¿v781¿¿¿¿¿Identifier
7747¿IfStatement¿¿12272¿¿¿¿{"start":{"line":175,"column":13},"end":{"line":176,"column":98},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿IfStatement
7748¿Identifier¿¿12272¿v782¿¿¿¿¿Identifier
7749¿BlockStatement¿¿12272¿¿¿¿{"start":{"line":175,"column":78},"end":{"line":176,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
7750¿VariableDeclarator¿¿12272¿v783¿¿¿{"start":{"line":176,"column":25},"end":{"line":176,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7751¿BinaryExpression¿+¿12272¿¿¿¿{"start":{"line":176,"column":25},"end":{"line":176,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7752¿Literal¿string¿12272¿¿'-'¿¿{"start":{"line":176,"column":25},"end":{"line":176,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7753¿Identifier¿¿12272¿key¿¿¿{"start":{"line":176,"column":31},"end":{"line":176,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7754¿VariableDeclarator¿¿12272¿v784¿¿¿{"start":{"line":176,"column":25},"end":{"line":176,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7755¿BinaryExpression¿+¿12272¿¿¿¿{"start":{"line":176,"column":25},"end":{"line":176,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7756¿Identifier¿¿12272¿v783¿¿¿¿¿Identifier
7757¿Literal¿string¿12272¿¿' ''¿¿{"start":{"line":176,"column":37},"end":{"line":176,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7758¿VariableDeclarator¿¿12272¿v785¿¿¿{"start":{"line":176,"column":44},"end":{"line":176,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7759¿MemberExpression¿computed¿12272¿¿¿¿{"start":{"line":176,"column":44},"end":{"line":176,"column":56},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7760¿Identifier¿¿12272¿options¿¿¿{"start":{"line":176,"column":44},"end":{"line":176,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7761¿Identifier¿¿12272¿key¿¿¿{"start":{"line":176,"column":52},"end":{"line":176,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7762¿VariableDeclarator¿¿12272¿v786¿¿¿{"start":{"line":176,"column":44},"end":{"line":176,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7763¿CallExpression¿¿12272¿¿¿¿{"start":{"line":176,"column":44},"end":{"line":176,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7764¿MemberExpression¿¿12272¿¿¿¿{"start":{"line":176,"column":44},"end":{"line":176,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7765¿Identifier¿¿12272¿v785¿¿¿¿¿Identifier
7766¿Identifier¿¿12272¿toString¿¿¿{"start":{"line":176,"column":57},"end":{"line":176,"column":65},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7767¿VariableDeclarator¿¿12272¿v787¿¿¿{"start":{"line":176,"column":44},"end":{"line":176,"column":88},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7768¿CallExpression¿¿12272¿¿¿¿{"start":{"line":176,"column":44},"end":{"line":176,"column":88},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7769¿MemberExpression¿¿12272¿¿¿¿{"start":{"line":176,"column":44},"end":{"line":176,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7770¿Identifier¿¿12272¿v786¿¿¿¿¿Identifier
7771¿Identifier¿¿12272¿replace¿¿¿{"start":{"line":176,"column":68},"end":{"line":176,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7772¿Literal¿string¿12272¿¿'''¿¿{"start":{"line":176,"column":76},"end":{"line":176,"column":79},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7773¿Literal¿string¿12272¿¿'\\\''¿¿{"start":{"line":176,"column":81},"end":{"line":176,"column":87},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7774¿VariableDeclarator¿¿12272¿v788¿¿¿{"start":{"line":176,"column":25},"end":{"line":176,"column":88},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7775¿BinaryExpression¿+¿12272¿¿¿¿{"start":{"line":176,"column":25},"end":{"line":176,"column":88},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7776¿Identifier¿¿12272¿v784¿¿¿¿¿Identifier
7777¿Identifier¿¿12272¿v787¿¿¿¿¿Identifier
7778¿VariableDeclarator¿¿12272¿v789¿¿¿{"start":{"line":176,"column":25},"end":{"line":176,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7779¿BinaryExpression¿+¿12272¿¿¿¿{"start":{"line":176,"column":25},"end":{"line":176,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7780¿Identifier¿¿12272¿v788¿¿¿¿¿Identifier
7781¿Literal¿string¿12272¿¿'''¿¿{"start":{"line":176,"column":91},"end":{"line":176,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7782¿VariableDeclarator¿¿12272¿v790¿¿¿{"start":{"line":176,"column":15},"end":{"line":176,"column":95},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7783¿CallExpression¿¿12272¿¿¿¿{"start":{"line":176,"column":15},"end":{"line":176,"column":95},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7784¿MemberExpression¿¿12272¿¿¿¿{"start":{"line":176,"column":15},"end":{"line":176,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7785¿Identifier¿¿12272¿args¿¿¿{"start":{"line":176,"column":15},"end":{"line":176,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7786¿Identifier¿¿12272¿push¿¿¿{"start":{"line":176,"column":20},"end":{"line":176,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7787¿Identifier¿¿12272¿v789¿¿¿¿¿Identifier
7788¿ExpressionStatement¿¿12272¿¿¿¿{"start":{"line":176,"column":15},"end":{"line":176,"column":96},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿ExpressionStatement
7789¿Identifier¿¿12272¿v790¿¿¿¿¿Identifier
7790¿BlockStatement¿¿12272¿¿¿¿{"start":{"line":176,"column":13},"end":{"line":176,"column":98},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
7791¿BlockStatement¿¿12272¿¿¿¿¿¿BlockStatement
7792¿BlockStatement¿¿12272¿¿¿¿{"start":{"line":173,"column":24},"end":{"line":177,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BlockStatement
7793¿VariableDeclarator¿¿12272¿v791¿¿¿{"start":{"line":178,"column":9},"end":{"line":178,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7794¿MemberExpression¿computed¿12272¿¿¿¿{"start":{"line":178,"column":9},"end":{"line":178,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7795¿Identifier¿¿12272¿options¿¿¿{"start":{"line":178,"column":9},"end":{"line":178,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7796¿Identifier¿¿12272¿key¿¿¿{"start":{"line":178,"column":17},"end":{"line":178,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7797¿VariableDeclarator¿¿12272¿v792¿¿¿{"start":{"line":178,"column":9},"end":{"line":178,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7798¿BinaryExpression¿==¿12272¿¿¿¿{"start":{"line":178,"column":9},"end":{"line":178,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7799¿Identifier¿¿12272¿v791¿¿¿¿¿Identifier
7800¿Literal¿boolean¿12272¿¿true¿¿{"start":{"line":178,"column":25},"end":{"line":178,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Literal
7801¿VariableDeclarator¿¿12272¿v793¿¿¿{"start":{"line":178,"column":33},"end":{"line":178,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7802¿MemberExpression¿computed¿12272¿¿¿¿{"start":{"line":178,"column":33},"end":{"line":178,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7803¿Identifier¿¿12272¿options¿¿¿{"start":{"line":178,"column":33},"end":{"line":178,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7804¿Identifier¿¿12272¿key¿¿¿{"start":{"line":178,"column":41},"end":{"line":178,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7805¿VariableDeclarator¿¿12272¿v794¿¿¿{"start":{"line":178,"column":33},"end":{"line":178,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7806¿MemberExpression¿¿12272¿¿¿¿{"start":{"line":178,"column":33},"end":{"line":178,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7807¿Identifier¿¿12272¿v793¿¿¿¿¿Identifier
7808¿Identifier¿¿12272¿constructor¿¿¿{"start":{"line":178,"column":46},"end":{"line":178,"column":57},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7809¿VariableDeclarator¿¿12272¿v795¿¿¿{"start":{"line":178,"column":33},"end":{"line":178,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7810¿BinaryExpression¿==¿12272¿¿¿¿{"start":{"line":178,"column":33},"end":{"line":178,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿BinaryExpression
7811¿Identifier¿¿12272¿v794¿¿¿¿¿Identifier
7812¿Identifier¿¿12272¿Boolean¿¿¿{"start":{"line":178,"column":61},"end":{"line":178,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
7813¿VariableDeclarator¿¿12272¿v796¿¿¿{"start":{"line":178,"column":9},"end":{"line":178,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7814¿LogicalExpression¿&&¿12272¿¿¿¿{"start":{"line":178,"column":9},"end":{"line":178,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿LogicalExpression
7815¿Identifier¿¿12272¿v792¿¿¿¿¿Identifier
7816¿Identifier¿¿12272¿v795¿¿¿¿¿Identifier
7817¿IfStatement¿¿12272¿¿¿¿{"start":{"line":178,"column":6},"end":{"line":180,"column":128},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿IfStatement
7818¿Identifier¿¿12272¿v796¿¿¿¿¿Identifier
7819¿VariableDeclarator¿¿12272¿v797¿¿¿{"start":{"line":178,"column":89},"end":{"line":178,"column":103},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿VariableDeclarator
7820¿CallExpression¿¿12272¿¿¿¿{"start":{"line":178,"column":89},"end":{"line":178,"column":103},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿CallExpression
7821¿MemberExpression¿¿12272¿¿¿¿{"start":{"line":178,"column":89},"end":{"line":178,"column":101},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿MemberExpression
7822¿Identifier¿¿12272¿key¿¿¿{"start":{"line":178,"column":89},"end":{"line":178,"column":92},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-9gqr-xp86-f87h/src/git.js"}¿¿Identifier
